exact_card_id	semantic_family	component_recipe	pass735_reading_de	pass736_reading_de	transfer_roots	registered_surfaces	events	transfer_revision
PROC037	SEM036	OK+OL	ANSETZEN · WEITER	ANSETZEN · WEITER	NONE	okchol	1	NO
PROC160	SEM036	OK+OL	ANSETZEN · WEITER	ANSETZEN · WEITER	NONE	qokol	1	NO
PROC038	SEM037	OK+AIIN	ANSETZEN · SOLLMASS	ANSETZEN · SOLLMASS	NONE	okaiin|qokaiin	9	NO
PROC039	SEM038	Y+K+AIN	DIES · ZUGEBEN · PORTION	DIES · ZUGEBEN · PORTION	NONE	ykain	1	NO
PROC040	SEM039	Y+K+AN	DIES · ZUGEBEN · NACHGABE	DIES · ZUGEBEN · NACHGABE	NONE	ykan	1	NO
PROC041	SEM040	O+DY	ARBEITSGANG · SCHLUSS	ARBEITSGANG · SCHLUSS	NONE	ody	1	NO
PROC042	SEM041	CHD+Y	UMSETZEN · DIES	UMSETZEN · DIES	NONE	chdy|chedy	11	NO
PROC133	SEM041	CHD+Y	UMSETZEN · DIES	UMSETZEN · DIES	NONE	chedchy	1	NO
PROC043	SEM042	TALAM	VERWAHREN	VERWAHREN	NONE	talam	1	NO
PROC044	SEM043	Y+K+AIIN	DIES · ZUGEBEN · SOLLMASS	DIES · ZUGEBEN · SOLLMASS	NONE	ykaiin	1	NO
PROC045	SEM044	CH+E+O+AR	ENTNEHMEN · KURZ · ARBEITSGANG · QUELLE	ENTNEHMEN · KURZ · ARBEITSGANG · QUELLE	NONE	cheoar	1	NO
PROC046	SEM045	CHK+EE+Y	WAERMEN · LANG · DIES	WAERMEN · LANG · DIES	NONE	cheeky	2	NO
PROC107	SEM045	CHK+EE+Y	WAERMEN · LANG · DIES	WAERMEN · LANG · DIES	NONE	chkeey	1	NO
PROC047	SEM046	OL+DY	WEITER · SCHLUSS	WEITER · SCHLUSS	NONE	oldy	2	NO
PROC048	SEM047	OK+AL	ANSETZEN · ZIELSTELLE	ANSETZEN · ZIELSTELLE	NONE	okal|qokal	6	NO
PROC049	SEM048	OL+T+Y	WEITER · ANWENDEN · DIES	WEITER · ANWENDEN · DIES	T	oltchy	1	NO
PROC050	SEM049	OR+AIN	ANSATZ · PORTION	ANSATZ · PORTION	NONE	orain	1	NO
PROC051	SEM050	HO+CH+OR	ZUTAT · ENTNEHMEN · ANSATZ	ZUTAT · ENTNEHMEN · ANSATZ	NONE	chochor	1	NO
PROC052	SEM051	HO	ZUTAT	ZUTAT	NONE	cho|sho	4	NO
PROC053	SEM052	HO+AL+Y	ZUTAT · ZIELSTELLE · DIES	ZUTAT · ZIELSTELLE · DIES	NONE	chodaly	1	NO
PROC054	SEM053	K+OL	ZUGEBEN · WEITER	ZUGEBEN · WEITER	NONE	kchol	1	NO
PROC055	SEM054	AL	ZIELSTELLE	ZIELSTELLE	NONE	al|chal|cheal|dal|sal|tal	10	NO
PROC056	SEM055	HO+Y	ZUTAT · DIES	ZUTAT · DIES	NONE	choy	1	NO
PROC057	SEM056	CH+EE+CKH+O+DY	ENTNEHMEN · LANG · DURCHLASS · ARBEITSGANG · SCHLUSS	ENTNEHMEN · LANG · DURCHLASS · ARBEITSGANG · SCHLUSS	NONE	cheeckhody	1	NO
PROC058	SEM057	SH	HALTEN	HALTEN	NONE	sh	1	NO
PROC059	SEM058	K+E+Y	ZUGEBEN · KURZ · DIES	ZUGEBEN · KURZ · DIES	NONE	kchey	1	NO
PROC060	SEM059	OK+OK+Y	ANSETZEN · ANSETZEN · DIES	ANSETZEN · ANSETZEN · DIES	NONE	qokokchy	1	NO
PROC061	SEM060	OK+CH+E+O	ANSETZEN · ENTNEHMEN · KURZ · ARBEITSGANG	ANSETZEN · ENTNEHMEN · KURZ · ARBEITSGANG	NONE	chokcheo	1	NO
PROC062	SEM061	K+AL	ZUGEBEN · ZIELSTELLE	ZUGEBEN · ZIELSTELLE	NONE	kchal	1	NO
PROC063	SEM062	K+HO+AR	ZUGEBEN · ZUTAT · QUELLE	ZUGEBEN · ZUTAT · QUELLE	NONE	kchoar	1	NO
PROC064	SEM063	OT+O+AIN	DANACH · ARBEITSGANG · PORTION	DANACH · ARBEITSGANG · PORTION	NONE	sotodan	1	NO
PROC066	SEM064	K+E+OL	ZUGEBEN · KURZ · WEITER	ZUGEBEN · KURZ · WEITER	NONE	keol	1	NO
PROC067	SEM065	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	ANSETZEN · KURZ · SCHLUSS	NONE	qokedy	8	NO
PROC068	SEM066	K+AIR	ZUGEBEN · WASSER	ZUGEBEN · WASSER	NONE	kair	1	NO
PROC069	SEM067	K+AIN	ZUGEBEN · PORTION	ZUGEBEN · PORTION	NONE	chkain|kain	3	NO
PROC070	SEM068	OL+K+AIN	WEITER · ZUGEBEN · PORTION	WEITER · ZUGEBEN · PORTION	NONE	olkain|qolkain	2	NO
PROC071	SEM069	R+OL	KUEHLEN · WEITER	KUEHLEN · WEITER	R	rol	1	NO
PROC072	SEM070	L	WEITERLEITEN	LEITEN	L	dl	2	YES
PROC073	SEM071	SH+E+CKH+AL	HALTEN · KURZ · DURCHLASS · ZIELSTELLE	HALTEN · KURZ · DURCHLASS · ZIELSTELLE	NONE	sheckhal	1	NO
PROC074	SEM072	OK+EE+AL	ANSETZEN · LANG · ZIELSTELLE	ANSETZEN · LANG · ZIELSTELLE	NONE	qokeedal	1	NO
PROC075	SEM073	CKH+Y	DURCHLASS · DIES	DURCHLASS · DIES	NONE	chckhy|shckhy	4	NO
PROC076	SEM074	CHD+DY	UMSETZEN · SCHLUSS	UMSETZEN · SCHLUSS	NONE	dchedy|schedy|tchedy	4	NO
PROC094	SEM074	CHD+DY	UMSETZEN · SCHLUSS	UMSETZEN · SCHLUSS	NONE	dchdy	1	NO
PROC077	SEM075	SH+K+CHD+DY	HALTEN · ZUGEBEN · UMSETZEN · SCHLUSS	HALTEN · ZUGEBEN · UMSETZEN · SCHLUSS	NONE	sshkchdy	1	NO
PROC078	SEM076	SHED+DY	ABSETZEN · SCHLUSS	ABSETZEN · SCHLUSS	NONE	cheedy|shedy|tedy	12	NO
PROC079	SEM077	OL+CHD+DY	WEITER · UMSETZEN · SCHLUSS	WEITER · UMSETZEN · SCHLUSS	NONE	olchedy|qolchedy	3	NO
PROC080	SEM078	OK+AIN	ANSETZEN · PORTION	ANSETZEN · PORTION	NONE	okain|qokain	7	NO
PROC081	SEM079	R+AL	KUEHLEN · ZIELSTELLE	KUEHLEN · ZIELSTELLE	R	ral	1	NO
PROC082	SEM080	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	ANSETZEN · UMSETZEN · SCHLUSS	NONE	qokchdy	3	NO
PROC091	SEM080	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	ANSETZEN · UMSETZEN · SCHLUSS	NONE	okchedy|qokchedy	2	NO
PROC083	SEM081	CHK+E+Y	WAERMEN · KURZ · DIES	WAERMEN · KURZ · DIES	NONE	cheky	3	NO
PROC084	SEM082	LSH+O	WASCHEN · ARBEITSGANG	WASCHEN · ARBEITSGANG	NONE	lsho	1	NO
PROC085	SEM083	OK+E+Y	ANSETZEN · KURZ · DIES	ANSETZEN · KURZ · DIES	NONE	okey|qokey	2	NO
PROC086	SEM084	LSH+E+DY	WASCHEN · KURZ · SCHLUSS	WASCHEN · KURZ · SCHLUSS	NONE	lshedy	2	NO
PROC087	SEM085	SOLK+Y	SAMMELSTELLE · DIES	SAMMELSTELLE · DIES	NONE	qolky	1	NO
PROC088	SEM086	L+CHD+AL	WEITERLEITEN · UMSETZEN · ZIELSTELLE	LEITEN · UMSETZEN · ZIELSTELLE	L	lchedal	1	YES
PROC089	SEM087	OT+AR	DANACH · QUELLE	DANACH · QUELLE	NONE	otar	1	NO
PROC090	SEM088	T+E+Y	ANWENDEN · KURZ · DIES	ANWENDEN · KURZ · DIES	T	ytey	1	NO
PROC092	SEM089	OK+EE+Y	ANSETZEN · LANG · DIES	ANSETZEN · LANG · DIES	NONE	okeey|qokeey	7	NO
PROC093	SEM090	E+OL	KURZ · WEITER	KURZ · WEITER	NONE	teol	1	NO
PROC095	SEM091	L+Y	WEITERLEITEN · DIES	LEITEN · DIES	L	ly	1	YES
PROC096	SEM092	SH+E+OL	HALTEN · KURZ · WEITER	HALTEN · KURZ · WEITER	NONE	dsheol	1	NO
PROC097	SEM093	O+IIN	ARBEITSGANG · ARBEITSSTUFE	ARBEITSGANG · ARBEITSSTUFE	NONE	oiiin|soiiin	2	NO
PROC098	SEM094	SOLK+EE+DY	SAMMELSTELLE · LANG · SCHLUSS	SAMMELSTELLE · LANG · SCHLUSS	NONE	olkeedy|solkeedy	3	NO
PROC099	SEM095	SH+CKH+E+DY	HALTEN · DURCHLASS · KURZ · SCHLUSS	HALTEN · DURCHLASS · KURZ · SCHLUSS	NONE	shckhedy	3	NO
PROC100	SEM096	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	ANSETZEN · LANG · SCHLUSS	NONE	qokeedy	10	NO
PROC101	SEM097	L+CKH+Y	WEITERLEITEN · DURCHLASS · DIES	LEITEN · DURCHLASS · DIES	L	lcheckhy	1	YES
PROC102	SEM098	L+CHD	WEITERLEITEN · UMSETZEN	LEITEN · UMSETZEN	L	lched	1	YES
PROC103	SEM099	L+CKH+E+DY	WEITERLEITEN · DURCHLASS · KURZ · SCHLUSS	LEITEN · DURCHLASS · KURZ · SCHLUSS	L	lcheckhedy	1	YES
PROC104	SEM100	OK+AL+Y	ANSETZEN · ZIELSTELLE · DIES	ANSETZEN · ZIELSTELLE · DIES	NONE	qokaly	1	NO
PROC105	SEM101	SOLK+AIIN	SAMMELSTELLE · SOLLMASS	SAMMELSTELLE · SOLLMASS	NONE	solkaiin	1	NO
PROC106	SEM102	O+CTH+E+OL	ARBEITSGANG · BEREITEN · KURZ · WEITER	ARBEITSGANG · BEREITEN · KURZ · WEITER	NONE	octheol	1	NO
PROC108	SEM103	L+DY	WEITERLEITEN · SCHLUSS	LEITEN · SCHLUSS	L	ldy	2	YES
PROC109	SEM104	OT+EE+Y	DANACH · LANG · DIES	DANACH · LANG · DIES	NONE	oteey	2	NO
PROC110	SEM105	SH+E+CKH+Y	HALTEN · KURZ · DURCHLASS · DIES	HALTEN · KURZ · DURCHLASS · DIES	NONE	sheckhy	1	NO
PROC111	SEM106	SH+E+DY	HALTEN · KURZ · SCHLUSS	HALTEN · KURZ · SCHLUSS	NONE	dshedy	1	NO
PROC112	SEM107	OT+AIIN	DANACH · SOLLMASS	DANACH · SOLLMASS	NONE	otaiin|sotaiin	3	NO
PROC113	SEM108	OK+AR	ANSETZEN · QUELLE	ANSETZEN · QUELLE	NONE	qokar	1	NO
PROC114	SEM109	OL+SH+E+DY	WEITER · HALTEN · KURZ · SCHLUSS	WEITER · HALTEN · KURZ · SCHLUSS	NONE	solshedy	1	NO
PROC116	SEM110	L+CH+Y	WEITERLEITEN · ENTNEHMEN · DIES	LEITEN · ENTNEHMEN · DIES	L	lchy	1	YES
PROC117	SEM111	CTH+E+Y	BEREITEN · KURZ · DIES	BEREITEN · KURZ · DIES	NONE	qcthey|shcthey	2	NO
PROC118	SEM112	L+EE+Y	WEITERLEITEN · LANG · DIES	LEITEN · LANG · DIES	L	lcheey	1	YES
PROC119	SEM113	OK+EEE+DY	ANSETZEN · VOLL · SCHLUSS	ANSETZEN · VOLL · SCHLUSS	NONE	qokeeedy	1	NO
PROC120	SEM114	L+CHD+DY	WEITERLEITEN · UMSETZEN · SCHLUSS	LEITEN · UMSETZEN · SCHLUSS	L	lchedy	8	YES
PROC121	SEM115	L+AR	WEITERLEITEN · QUELLE	LEITEN · QUELLE	L	lar	1	YES
PROC122	SEM116	SH+E+Y	HALTEN · KURZ · DIES	HALTEN · KURZ · DIES	NONE	tshey	1	NO
PROC123	SEM117	L+CHD+AR	WEITERLEITEN · UMSETZEN · QUELLE	LEITEN · UMSETZEN · QUELLE	L	lchedar	1	YES
PROC124	SEM118	CH+E+S	ENTNEHMEN · KURZ · TEIL	ENTNEHMEN · KURZ · TEIL	NONE	ches	1	NO
PROC125	SEM119	P+CHD+DY	EINFUELLEN · UMSETZEN · SCHLUSS	FUELLEN · UMSETZEN · SCHLUSS	P	pchedy	1	YES
PROC126	SEM120	R+SH+E+AL	KUEHLEN · HALTEN · KURZ · ZIELSTELLE	KUEHLEN · HALTEN · KURZ · ZIELSTELLE	R	rsheal	1	NO
PROC127	SEM121	AL+DY	ZIELSTELLE · SCHLUSS	ZIELSTELLE · SCHLUSS	NONE	daldy	1	NO
PROC128	SEM122	R+SHED+DY	KUEHLEN · ABSETZEN · SCHLUSS	KUEHLEN · ABSETZEN · SCHLUSS	R	rshedy	1	NO
PROC129	SEM123	OT+EE+DY	DANACH · LANG · SCHLUSS	DANACH · LANG · SCHLUSS	NONE	qoteedy	2	NO
PROC130	SEM124	L+O+CHD+DY	WEITERLEITEN · ARBEITSGANG · UMSETZEN · SCHLUSS	LEITEN · ARBEITSGANG · UMSETZEN · SCHLUSS	L	lochedy	1	YES
PROC131	SEM125	OT+AL	DANACH · ZIELSTELLE	DANACH · ZIELSTELLE	NONE	otal|qotal	3	NO
PROC132	SEM126	CHK+EE+DY	WAERMEN · LANG · SCHLUSS	WAERMEN · LANG · SCHLUSS	NONE	chkeedy	1	NO
PROC134	SEM127	P+CHD+AL	EINFUELLEN · UMSETZEN · ZIELSTELLE	FUELLEN · UMSETZEN · ZIELSTELLE	P	pchedal	1	YES
PROC135	SEM128	OT+E+DY	DANACH · KURZ · SCHLUSS	DANACH · KURZ · SCHLUSS	NONE	otedy	2	NO
PROC136	SEM129	SH+E+CTH+CHD+Y	HALTEN · KURZ · BEREITEN · UMSETZEN · DIES	HALTEN · KURZ · BEREITEN · UMSETZEN · DIES	NONE	shecthedchy	1	NO
PROC137	SEM130	AR+Y	QUELLE · DIES	QUELLE · DIES	NONE	chary	1	NO
PROC138	SEM131	OK+AIR	ANSETZEN · WASSER	ANSETZEN · WASSER	NONE	okair	1	NO
PROC139	SEM132	SH+EE+DY	HALTEN · LANG · SCHLUSS	HALTEN · LANG · SCHLUSS	NONE	sheedy	1	NO
PROC140	SEM133	L+O	WEITERLEITEN · ARBEITSGANG	LEITEN · ARBEITSGANG	L	lo	1	YES
PROC141	SEM134	OK+SH+E+DY	ANSETZEN · HALTEN · KURZ · SCHLUSS	ANSETZEN · HALTEN · KURZ · SCHLUSS	NONE	qokshedy	1	NO
PROC142	SEM135	SHED+AL	ABSETZEN · ZIELSTELLE	ABSETZEN · ZIELSTELLE	NONE	shedal	2	NO
PROC143	SEM136	SH+E+CTH+Y	HALTEN · KURZ · BEREITEN · DIES	HALTEN · KURZ · BEREITEN · DIES	NONE	shecthy	1	NO
PROC144	SEM137	AL+CHD+DY	ZIELSTELLE · UMSETZEN · SCHLUSS	ZIELSTELLE · UMSETZEN · SCHLUSS	NONE	dalchdy	1	NO
PROC145	SEM138	OT+CHD+DY	DANACH · UMSETZEN · SCHLUSS	DANACH · UMSETZEN · SCHLUSS	NONE	otchedy|qotchedy	2	NO
PROC166	SEM138	OT+CHD+DY	DANACH · UMSETZEN · SCHLUSS	DANACH · UMSETZEN · SCHLUSS	NONE	otchdy	1	NO
PROC146	SEM139	EE+AR	LANG · QUELLE	LANG · QUELLE	NONE	cheedar	1	NO
PROC147	SEM140	L+AIIN	WEITERLEITEN · SOLLMASS	LEITEN · SOLLMASS	L	chldaiin	1	YES
PROC148	SEM141	AL+R+OR	ZIELSTELLE · KUEHLEN · ANSATZ	ZIELSTELLE · KUEHLEN · ANSATZ	R	chealror	1	NO
PROC149	SEM142	EEE+T+Y	VOLL · ANWENDEN · DIES	VOLL · ANWENDEN · DIES	T	cheeety	1	NO
PROC150	SEM143	CHD+AIR	UMSETZEN · WASSER	UMSETZEN · WASSER	NONE	schedair	1	NO
PROC151	SEM144	CHD+AIN	UMSETZEN · PORTION	UMSETZEN · PORTION	NONE	chedain	1	NO
PROC152	SEM145	OT+E+AIIN	DANACH · KURZ · SOLLMASS	DANACH · KURZ · SOLLMASS	NONE	qotedaiin	1	NO
PROC153	SEM146	OL+AL+Y	WEITER · ZIELSTELLE · DIES	WEITER · ZIELSTELLE · DIES	NONE	olsaly	1	NO
PROC154	SEM147	OL+Y	WEITER · DIES	WEITER · DIES	NONE	qolchey	1	NO
PROC155	SEM148	OK+Y+LD+DY	ANSETZEN · DIES · BEFESTIGEN · SCHLUSS	ANSETZEN · DIES · BEFESTIGEN · SCHLUSS	NONE	qokylddy	1	NO
PROC156	SEM149	AIN	PORTION	PORTION	NONE	dain	2	NO
PROC158	SEM150	OK+EE+OL	ANSETZEN · LANG · WEITER	ANSETZEN · LANG · WEITER	NONE	okeeol	1	NO
PROC159	SEM151	L+K+E+DY	WEITERLEITEN · ZUGEBEN · KURZ · SCHLUSS	LEITEN · ZUGEBEN · KURZ · SCHLUSS	L	lkedy	1	YES
PROC161	SEM152	O+CKH+E+Y	ARBEITSGANG · DURCHLASS · KURZ · DIES	ARBEITSGANG · DURCHLASS · KURZ · DIES	NONE	qockhey	1	NO
PROC162	SEM153	AIR+Y+DY	WASSER · DIES · SCHLUSS	WASSER · DIES · SCHLUSS	NONE	dairydy	1	NO
PROC163	SEM154	CH+CKH+AL	ENTNEHMEN · DURCHLASS · ZIELSTELLE	ENTNEHMEN · DURCHLASS · ZIELSTELLE	NONE	chckhal	1	NO
PROC164	SEM155	SOLK+E+Y	SAMMELSTELLE · KURZ · DIES	SAMMELSTELLE · KURZ · DIES	NONE	solkey	1	NO
PROC165	SEM156	K+AR	ZUGEBEN · QUELLE	ZUGEBEN · QUELLE	NONE	skar	1	NO
PROC167	SEM157	L+OL	WEITERLEITEN · WEITER	LEITEN · WEITER	L	lol	1	YES
PROC168	SEM158	CHD+AL	UMSETZEN · ZIELSTELLE	UMSETZEN · ZIELSTELLE	NONE	chdal	1	NO
PROC169	SEM159	DA+IIN	ZWEIT · ARBEITSSTUFE	ZWEIT · ARBEITSSTUFE	NONE	daiiin	1	NO
PROC170	SEM160	SOLK+EE+Y	SAMMELSTELLE · LANG · DIES	SAMMELSTELLE · LANG · DIES	NONE	solkeey	1	NO
PROC171	SEM161	E+K+E+Y	KURZ · ZUGEBEN · KURZ · DIES	KURZ · ZUGEBEN · KURZ · DIES	NONE	qekey	1	NO
PROC172	SEM162	R+AL+Y	KUEHLEN · ZIELSTELLE · DIES	KUEHLEN · ZIELSTELLE · DIES	R	raly	1	NO
PROC173	SEM163	L+AL+OR	WEITERLEITEN · ZIELSTELLE · ANSATZ	LEITEN · ZIELSTELLE · ANSATZ	L	ldalor	1	YES
