complete_assignment_id	label_id	source_event_id	physical_page	locus	surface	content_class	gdt466_hybrid_status	assignment_mode	transferable	complete_template_id	surface_template_id	component_template_id	topology_id	surface_template	component_template	meaning_template_de	slot_topology	source_recipe	source_reading_de	cold_route	cold_recipe	template_familiarity_state	template_familiarity_rank	runtime_exact_label_rank	exact_package_dependency
G472-A011	G466-L011	P1003-E0641	f71v	f71v.13	ofaom	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T010	G472-T010	G472-C010	G472-P08	of{NAME_1}	O+LOCAL_CHAR_F · {NAME_1}	AUSFÜHRUNG · HIER · {NAME_1}	PREFIX · {NAME_1}	O+LOCAL_CHAR_F	AUSFÜHRUNG · HIER · [STERNSTELLENNAME:aom]	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	O+LOCAL_CHAR_F	MULTI_PAGE_RECURRENT_EXACT_FUNCTION_TEMPLATE	2	0	NONE
G472-A012	G466-L012	P1003-E0642	f71v	f71v.14	otalody	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T036	G472-T036	G472-C044	G472-P08	otal{NAME_1}	OT+AL · {NAME_1}	DANACH · ZIELORT · {NAME_1}	PREFIX · {NAME_1}	OT+AL	DANACH · ZIELORT · [STERNSTELLENNAME:ody]	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	OT+AL	MULTI_PAGE_RECURRENT_EXACT_FUNCTION_TEMPLATE	2	0	NONE
G472-A013	G466-L013	P1003-E0643	f71v	f71v.15	otalaiin	STAR_BEARING_RING_POSITION	FULL_FUNCTION_FORMULA	GENERAL_ZERO_NAME_FUNCTION_TEMPLATE	YES	G472-T035	G472-T035	G472-C043	G472-P07	otalaiin	OT+AL · AIIN	DANACH · ZIELORT · WERT	PREFIX · SUFFIX	OT+AL+AIIN	DANACH · ZIELORT · WERT	CALIBRATED_FULL_FUNCTION_FORMULA	OT+AL+AIIN	SINGLETON_EXACT_FUNCTION_TEMPLATE	4	0	NONE
G472-A014	G466-L014	P1003-E0646	f71v	f71v.17	sholshdy	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T050	G472-T050	G472-C050	G472-P03	sholsh{NAME_1}	SH · OL · SH · {NAME_1}	HALTEN · FORTSETZEN · HALTEN · {NAME_1}	PREFIX · INTERNAL · INTERNAL · {NAME_1}	SH+OL+SH	HALTEN · FORTSETZEN · HALTEN · [STERNSTELLENNAME:dy]	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	SH+OL+SH	SINGLETON_EXACT_FUNCTION_TEMPLATE	4	0	NONE
G472-A015	G466-L015	P1008-E0127	f72r	f72r1.2	oshodady	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T086	G472-T086	G472-C084	G472-P17	{NAME_1}sh{NAME_2}	{NAME_1} · SH · {NAME_2}	{NAME_1} · HALTEN · {NAME_2}	{NAME_1} · INTERNAL · {NAME_2}	SH	[STERNSTELLENNAME:o] · HALTEN · [STERNSTELLENNAME:odady]	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	SH	SINGLETON_EXACT_FUNCTION_TEMPLATE	4	0	NONE
G472-A016	G466-L016	P1008-E0128	f72r	f72r1.3	chdaiirdainy	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T054	G472-T054	G472-C054	G472-P20	{NAME_1}ainy	{NAME_1} · AIN+Y	{NAME_1} · ANTEIL · POSTEN	{NAME_1} · SUFFIX	AIN+Y	[STERNSTELLENNAME:chdaiird] · ANTEIL · POSTEN	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AIN+Y	SINGLETON_EXACT_FUNCTION_TEMPLATE	4	0	NONE
G472-A017	G466-L017	P1008-E0132	f72r	f72r1.5	okalam	STAR_BEARING_RING_POSITION	FULL_FUNCTION_FORMULA	GENERAL_ZERO_NAME_FUNCTION_TEMPLATE	YES	G472-T014	G472-T014	G472-C014	G472-P04	okalam	OK · AL · AM_ADDR	SETZEN · ZIELORT · HIER	PREFIX · INTERNAL · SUFFIX	OK+AL+AM_ADDR	SETZEN · ZIELORT · HIER	CALIBRATED_FULL_FUNCTION_FORMULA	OK+AL+AM_ADDR	SINGLETON_EXACT_FUNCTION_TEMPLATE	4	0	NONE
G472-A018	G466-L018	P1008-E0133	f72r	f72r1.6	ytalshdy	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T060	G472-T060	G472-C059	G472-P15	{NAME_1}alsh{NAME_2}	{NAME_1} · AL · SH · {NAME_2}	{NAME_1} · ZIELORT · HALTEN · {NAME_2}	{NAME_1} · INTERNAL · INTERNAL · {NAME_2}	AL+SH	[STERNSTELLENNAME:yt] · ZIELORT · HALTEN · [STERNSTELLENNAME:dy]	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AL+SH	SINGLETON_EXACT_FUNCTION_TEMPLATE	4	0	NONE
G472-A019	G466-L019	P1008-E0135	f72r	f72r1.7	alif	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T003	G472-T003	G472-C003	G472-P08	al{NAME_1}	AL · {NAME_1}	ZIELORT · {NAME_1}	PREFIX · {NAME_1}	AL	ZIELORT · [STERNSTELLENNAME:if]	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AL	SINGLETON_EXACT_FUNCTION_TEMPLATE	4	0	NONE
G472-A020	G466-L020	P1008-E0139	f72r	f72r1.10	otalef	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T036	G472-T036	G472-C044	G472-P08	otal{NAME_1}	OT+AL · {NAME_1}	DANACH · ZIELORT · {NAME_1}	PREFIX · {NAME_1}	OT+AL	DANACH · ZIELORT · [STERNSTELLENNAME:ef]	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	OT+AL	MULTI_PAGE_RECURRENT_EXACT_FUNCTION_TEMPLATE	2	0	NONE
G472-A021	G466-L021	P1008-E0143	f72r	f72r1.11	sharam	STAR_BEARING_RING_POSITION	FULL_FUNCTION_FORMULA	GENERAL_ZERO_NAME_FUNCTION_TEMPLATE	YES	G472-T049	G472-T049	G472-C049	G472-P04	sharam	SH · AR · AM_ADDR	HALTEN · AUSGANG · HIER	PREFIX · INTERNAL · SUFFIX	SH+AR+AM_ADDR	HALTEN · AUSGANG · HIER	CALIBRATED_FULL_FUNCTION_FORMULA	SH+AR+AM_ADDR	SINGLETON_EXACT_FUNCTION_TEMPLATE	4	0	NONE
G472-A022	G466-L022	P1008-E0171	f72r	f72r1.13	ofaralar	STAR_BEARING_RING_POSITION	FULL_FUNCTION_FORMULA	GENERAL_ZERO_NAME_FUNCTION_TEMPLATE	YES	G472-T008	G472-T008	G472-C008	G472-P02	ofaralar	O+LOCAL_CHAR_F · AR · AL · AR	AUSFÜHRUNG · HIER · AUSGANG · ZIELORT · AUSGANG	PREFIX · INTERNAL · INTERNAL · SUFFIX	O+LOCAL_CHAR_F+AR+AL+AR	AUSFÜHRUNG · HIER · AUSGANG · ZIELORT · AUSGANG	CALIBRATED_FULL_FUNCTION_FORMULA	O+LOCAL_CHAR_F+AR+AL+AR	SINGLETON_EXACT_FUNCTION_TEMPLATE	4	0	NONE
G472-A023	G466-L023	P1008-E0172	f72r	f72r1.14	otchoshy	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T048	G472-T048	G472-C042	G472-P12	ot{NAME_1}shy	OT · {NAME_1} · Y	DANACH · {NAME_1} · POSTEN	PREFIX · {NAME_1} · SUFFIX	OT+Y	DANACH · [STERNSTELLENNAME:cho] · POSTEN	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	OT+Y	SINGLETON_EXACT_FUNCTION_TEMPLATE	4	0	NONE
G472-A024	G466-L024	P1008-E0173	f72r	f72r1.15	otchdal	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T046	G472-T046	G472-C038	G472-P12	ot{NAME_1}dal	OT · {NAME_1} · AL	DANACH · {NAME_1} · ZIELORT	PREFIX · {NAME_1} · SUFFIX	OT+AL	DANACH · [STERNSTELLENNAME:ch] · ZIELORT	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	OT+AL	SINGLETON_EXACT_FUNCTION_TEMPLATE	4	0	NONE
G472-A025	G466-L025	P1008-E0176	f72r	f72r1.17	otainy	STAR_BEARING_RING_POSITION	FULL_FUNCTION_FORMULA	GENERAL_ZERO_NAME_FUNCTION_TEMPLATE	YES	G472-T034	G472-T034	G472-C034	G472-P07	otainy	OT · AIN+Y	DANACH · ANTEIL · POSTEN	PREFIX · SUFFIX	OT+AIN+Y	DANACH · ANTEIL · POSTEN	CALIBRATED_FULL_FUNCTION_FORMULA	OT+AIN+Y	SINGLETON_EXACT_FUNCTION_TEMPLATE	4	0	NONE
G472-A026	G466-L026	P1008-E0190	f72r	f72r2.1	ofchdamy	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T010	G472-T010	G472-C010	G472-P08	of{NAME_1}	O+LOCAL_CHAR_F · {NAME_1}	AUSFÜHRUNG · HIER · {NAME_1}	PREFIX · {NAME_1}	O+LOCAL_CHAR_F	AUSFÜHRUNG · HIER · [STERNSTELLENNAME:chdamy]	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	O+LOCAL_CHAR_F	MULTI_PAGE_RECURRENT_EXACT_FUNCTION_TEMPLATE	2	0	NONE
G472-A027	G466-L027	P1008-E0191	f72r	f72r2.2	oklairdy	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T022	G472-T022	G472-C022	G472-P10	ok{NAME_1}air{NAME_2}	OK · {NAME_1} · AIR · {NAME_2}	SETZEN · {NAME_1} · BAHN · {NAME_2}	PREFIX · {NAME_1} · INTERNAL · {NAME_2}	OK+AIR	SETZEN · [STERNSTELLENNAME:l] · BAHN · [STERNSTELLENNAME:dy]	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	OK+AIR	SINGLETON_EXACT_FUNCTION_TEMPLATE	4	0	NONE
G472-A028	G466-L028	P1008-E0192	f72r	f72r2.3	okaram	STAR_BEARING_RING_POSITION	FULL_FUNCTION_FORMULA	GENERAL_ZERO_NAME_FUNCTION_TEMPLATE	YES	G472-T017	G472-T017	G472-C017	G472-P04	okaram	OK · AR · AM_ADDR	SETZEN · AUSGANG · HIER	PREFIX · INTERNAL · SUFFIX	OK+AR+AM_ADDR	SETZEN · AUSGANG · HIER	CALIBRATED_FULL_FUNCTION_FORMULA	OK+AR+AM_ADDR	SINGLETON_EXACT_FUNCTION_TEMPLATE	4	0	NONE
G472-A029	G466-L029	P1008-E0193	f72r	f72r2.4	okairy	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T012	G472-T012	G472-C012	G472-P05	okair{NAME_1}	OK · AIR · {NAME_1}	SETZEN · BAHN · {NAME_1}	PREFIX · INTERNAL · {NAME_1}	OK+AIR	SETZEN · BAHN · [STERNSTELLENNAME:y]	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	OK+AIR	SINGLETON_EXACT_FUNCTION_TEMPLATE	4	0	NONE
G472-A030	G466-L030	P1008-E0194	f72r	f72r2.5	okealar	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T024	G472-T024	G472-C024	G472-P09	ok{NAME_1}alar	OK · {NAME_1} · AL · AR	SETZEN · {NAME_1} · ZIELORT · AUSGANG	PREFIX · {NAME_1} · INTERNAL · SUFFIX	OK+AL+AR	SETZEN · [STERNSTELLENNAME:e] · ZIELORT · AUSGANG	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	OK+AL+AR	SINGLETON_EXACT_FUNCTION_TEMPLATE	4	0	NONE
G472-A031	G466-L031	P1008-E0243	f72r	f72r2.13	oteeary	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T045	G472-T045	G472-C040	G472-P10	ot{NAME_1}ar{NAME_2}	OT · {NAME_1} · AR · {NAME_2}	DANACH · {NAME_1} · AUSGANG · {NAME_2}	PREFIX · {NAME_1} · INTERNAL · {NAME_2}	OT+AR	DANACH · [STERNSTELLENNAME:ee] · AUSGANG · [STERNSTELLENNAME:y]	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	OT+AR	SINGLETON_EXACT_FUNCTION_TEMPLATE	4	0	NONE
G472-A032	G466-L032	P1008-E0246	f72r	f72r2.15	okaircham	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T013	G472-T013	G472-C013	G472-P06	okair{NAME_1}am	OK · AIR · {NAME_1} · AM_ADDR	SETZEN · BAHN · {NAME_1} · HIER	PREFIX · INTERNAL · {NAME_1} · SUFFIX	OK+AIR+AM_ADDR	SETZEN · BAHN · [STERNSTELLENNAME:ch] · HIER	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	OK+AIR+AM_ADDR	SINGLETON_EXACT_FUNCTION_TEMPLATE	4	0	NONE
G472-A033	G466-L033	P1008-E0247	f72r	f72r2.16	okeal	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T023	G472-T023	G472-C023	G472-P12	ok{NAME_1}al	OK · {NAME_1} · AL	SETZEN · {NAME_1} · ZIELORT	PREFIX · {NAME_1} · SUFFIX	OK+AL	SETZEN · [STERNSTELLENNAME:e] · ZIELORT	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	OK+AL	SINGLETON_EXACT_FUNCTION_TEMPLATE	4	0	NONE
G472-A034	G466-L034	P1008-E0250	f72r	f72r2.19	orary	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T031	G472-T031	G472-C031	G472-P05	orar{NAME_1}	OR · AR · {NAME_1}	EINHEIT · AUSGANG · {NAME_1}	PREFIX · INTERNAL · {NAME_1}	OR+AR	EINHEIT · AUSGANG · [STERNSTELLENNAME:y]	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	OR+AR	RECURRENT_EXACT_FUNCTION_TEMPLATE	3	0	NONE
G472-A035	G466-L035	P1008-E0251	f72r	f72r2.20	okyd	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T021	G472-T021	G472-C021	G472-P08	ok{NAME_1}	OK · {NAME_1}	SETZEN · {NAME_1}	PREFIX · {NAME_1}	OK	SETZEN · [STERNSTELLENNAME:yd]	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	OK	SINGLETON_EXACT_FUNCTION_TEMPLATE	4	0	NONE
G472-A036	G466-L036	P1008-E0252	f72r	f72r2.21	otolam	STAR_BEARING_RING_POSITION	FULL_FUNCTION_FORMULA	GENERAL_ZERO_NAME_FUNCTION_TEMPLATE	YES	G472-T039	G472-T039	G472-C046	G472-P07	otolam	OT+OL · AM_ADDR	DANACH · FORTSETZEN · HIER	PREFIX · SUFFIX	OT+OL+AM_ADDR	DANACH · FORTSETZEN · HIER	CALIBRATED_FULL_FUNCTION_FORMULA	OT+OL+AM_ADDR	SINGLETON_EXACT_FUNCTION_TEMPLATE	4	0	NONE
G472-A037	G466-L037	P1008-E0280	f72r	f72r2.24	ralal	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T057	G472-T057	G472-C057	G472-P16	{NAME_1}alal	{NAME_1} · AL · AL	{NAME_1} · ZIELORT · ZIELORT	{NAME_1} · INTERNAL · SUFFIX	AL+AL	[STERNSTELLENNAME:r] · ZIELORT · ZIELORT	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AL+AL	RECURRENT_EXACT_FUNCTION_TEMPLATE	3	0	NONE
G472-A038	G466-L038	P1008-E0284	f72r	f72r2.28	chosar	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T065	G472-T065	G472-C065	G472-P20	{NAME_1}ar	{NAME_1} · AR	{NAME_1} · AUSGANG	{NAME_1} · SUFFIX	AR	[STERNSTELLENNAME:chos] · AUSGANG	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AR	RECURRENT_EXACT_FUNCTION_TEMPLATE	3	0	NONE
G472-A039	G466-L039	P1008-E0286	f72r	f72r2.30	ainaly	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T061	G472-T061	G472-C063	G472-P20	{NAME_1}aly	{NAME_1} · AL+Y	{NAME_1} · ZIELORT · POSTEN	{NAME_1} · SUFFIX	AL+Y	[STERNSTELLENNAME:ain] · ZIELORT · POSTEN	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AL+Y	MULTI_PAGE_RECURRENT_EXACT_FUNCTION_TEMPLATE	2	0	NONE
G472-A040	G466-L040	P1008-E0287	f72r	f72r2.31	okarcham	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T018	G472-T018	G472-C018	G472-P06	okar{NAME_1}am	OK · AR · {NAME_1} · AM_ADDR	SETZEN · AUSGANG · {NAME_1} · HIER	PREFIX · INTERNAL · {NAME_1} · SUFFIX	OK+AR+AM_ADDR	SETZEN · AUSGANG · [STERNSTELLENNAME:ch] · HIER	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	OK+AR+AM_ADDR	SINGLETON_EXACT_FUNCTION_TEMPLATE	4	0	NONE
G472-A041	G466-L041	P1008-E0350	f72r	f72r3.2	olkalaiin	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T027	G472-T027	G472-C027	G472-P09	ol{NAME_1}alaiin	OL · {NAME_1} · AL · AIIN	FORTSETZEN · {NAME_1} · ZIELORT · WERT	PREFIX · {NAME_1} · INTERNAL · SUFFIX	OL+AL+AIIN	FORTSETZEN · [STERNSTELLENNAME:k] · ZIELORT · WERT	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	OL+AL+AIIN	SINGLETON_EXACT_FUNCTION_TEMPLATE	4	0	NONE
G472-A042	G466-L042	P1008-E0352	f72r	f72r3.4	oraiinam	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T033	G472-T033	G472-C033	G472-P12	or{NAME_1}am	OR · {NAME_1} · AM_ADDR	EINHEIT · {NAME_1} · HIER	PREFIX · {NAME_1} · SUFFIX	OR+AM_ADDR	EINHEIT · [STERNSTELLENNAME:aiin] · HIER	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	OR+AM_ADDR	SINGLETON_EXACT_FUNCTION_TEMPLATE	4	0	NONE
G472-A043	G466-L043	P1008-E0353	f72r	f72r3.5	osarsheeeo	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T068	G472-T068	G472-C068	G472-P15	{NAME_1}arsh{NAME_2}	{NAME_1} · AR · SH · {NAME_2}	{NAME_1} · AUSGANG · HALTEN · {NAME_2}	{NAME_1} · INTERNAL · INTERNAL · {NAME_2}	AR+SH	[STERNSTELLENNAME:os] · AUSGANG · HALTEN · [STERNSTELLENNAME:eeeo]	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	AR+SH	SINGLETON_EXACT_FUNCTION_TEMPLATE	4	0	NONE
G472-A044	G466-L044	P1008-E0356	f72r	f72r3.7	opoiiinoin	STAR_BEARING_RING_POSITION	FUNCTION_SHELL_PLUS_LEARNED_CORE	LEARNED_SLOT_TEMPLATE	YES	G472-T079	G472-T079	G472-C077	G472-P20	{NAME_1}oin	{NAME_1} · O+IIN	{NAME_1} · AUSFÜHRUNG · STUFE	{NAME_1} · SUFFIX	O+IIN	[STERNSTELLENNAME:opoiiin] · AUSFÜHRUNG · STUFE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	O+IIN	SINGLETON_EXACT_FUNCTION_TEMPLATE	4	0	NONE
