surface_template_id	surface_template	template_modes	component_template_ids	topology_ids	exact_channel_signatures	channel_shapes	function_channel_count	learned_slot_counts	source_count	content_class_count	content_classes	page_count	physical_pages	source_surfaces	recipe_support_tiers	old_carrier_source_count	familiarity_state	familiarity_rank
G472-T019	okolar	GENERAL_ZERO_NAME_FUNCTION_TEMPLATE	G472-C019	G472-P04	G466-C08+G466-C42+G466-C33	PREFIX+INTERNAL+SUFFIX	3	0	1	1	STAR_BEARING_RING_POSITION	1	f71v	okolar	ADDRESS_FULL_FORMULA_ONLY	1	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G472-T020	oksh{NAME_1}	LEARNED_SLOT_TEMPLATE	G472-C020	G472-P05	G466-C08+G466-C44	PREFIX+INTERNAL	2	1	1	1	DRUG_OR_INGREDIENT_OBJECT	1	f89r	okshdchos	OUTSIDE_BOUNDED_SHELL_ATLAS	0	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G472-T021	ok{NAME_1}	LEARNED_SLOT_TEMPLATE	G472-C021	G472-P08	G466-C08	PREFIX	1	1	1	1	STAR_BEARING_RING_POSITION	1	f72r	okyd	OUTSIDE_BOUNDED_SHELL_ATLAS	0	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G472-T022	ok{NAME_1}air{NAME_2}	LEARNED_SLOT_TEMPLATE	G472-C022	G472-P10	G466-C08+G466-C36	PREFIX+INTERNAL	2	2	1	1	STAR_BEARING_RING_POSITION	1	f72r	oklairdy	OUTSIDE_BOUNDED_SHELL_ATLAS	0	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G472-T023	ok{NAME_1}al	LEARNED_SLOT_TEMPLATE	G472-C023	G472-P12	G466-C08+G466-C31	PREFIX+SUFFIX	2	1	1	1	STAR_BEARING_RING_POSITION	1	f72r	okeal	RUNNING_EXACT_RECIPE	1	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G472-T024	ok{NAME_1}alar	LEARNED_SLOT_TEMPLATE	G472-C024	G472-P09	G466-C08+G466-C39+G466-C33	PREFIX+INTERNAL+SUFFIX	3	1	1	1	STAR_BEARING_RING_POSITION	1	f72r	okealar	RUNNING_EXACT_RECIPE	1	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G472-T025	ol{NAME_1}	LEARNED_SLOT_TEMPLATE	G472-C025	G472-P08	G466-C09	PREFIX	1	1	2	2	BATH_OR_OUTLET_STATION|STAR_BEARING_RING_POSITION	2	f72r|f77r	olay|olkchs	OUTSIDE_BOUNDED_SHELL_ATLAS	0	CROSS_OWNER_RECURRENT_EXACT_FUNCTION_TEMPLATE	1
G472-T026	ol{NAME_1}al	LEARNED_SLOT_TEMPLATE	G472-C026	G472-P12	G466-C09+G466-C31	PREFIX+SUFFIX	2	1	1	1	STAR_BEARING_RING_POSITION	1	f72r	oletal	RUNNING_EXACT_RECIPE	1	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G472-T027	ol{NAME_1}alaiin	LEARNED_SLOT_TEMPLATE	G472-C027	G472-P09	G466-C09+G466-C39+G466-C15	PREFIX+INTERNAL+SUFFIX	3	1	1	1	STAR_BEARING_RING_POSITION	1	f72r	olkalaiin	ADDRESS_HYBRID_SHELL_ONLY	1	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G472-T028	ol{NAME_1}am	LEARNED_SLOT_TEMPLATE	G472-C028	G472-P12	G466-C09+G466-C32	PREFIX+SUFFIX	2	1	1	1	DRUG_OR_INGREDIENT_OBJECT	1	f89r	oldam	RUNNING_EXACT_RECIPE	1	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G472-T029	ol{NAME_1}sh{NAME_2}al	LEARNED_SLOT_TEMPLATE	G472-C029	G472-P11	G466-C09+G466-C44+G466-C31	PREFIX+INTERNAL+SUFFIX	3	2	1	1	STAR_BEARING_RING_POSITION	1	f72r	olfsheoral	ADDRESS_HYBRID_SHELL_ONLY	1	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G472-T030	oral{NAME_1}am	LEARNED_SLOT_TEMPLATE	G472-C030	G472-P06	G466-C10+G466-C39+G466-C32	PREFIX+INTERNAL+SUFFIX	3	1	1	1	STAR_BEARING_RING_POSITION	1	f72r	oralkam	ADDRESS_HYBRID_SHELL_ONLY	1	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G472-T031	orar{NAME_1}	LEARNED_SLOT_TEMPLATE	G472-C031	G472-P05	G466-C10+G466-C40	PREFIX+INTERNAL	2	1	2	1	STAR_BEARING_RING_POSITION	1	f72r	orara|orary	ADDRESS_HYBRID_SHELL_ONLY	2	RECURRENT_EXACT_FUNCTION_TEMPLATE	3
G472-T032	or{NAME_1}al	LEARNED_SLOT_TEMPLATE	G472-C032	G472-P12	G466-C10+G466-C31	PREFIX+SUFFIX	2	1	1	1	STAR_BEARING_RING_POSITION	1	f72r	oraiiral	RUNNING_EXACT_RECIPE	1	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G472-T033	or{NAME_1}am	LEARNED_SLOT_TEMPLATE	G472-C033	G472-P12	G466-C10+G466-C32	PREFIX+SUFFIX	2	1	1	1	STAR_BEARING_RING_POSITION	1	f72r	oraiinam	ADDRESS_HYBRID_SHELL_ONLY	1	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G472-T034	otainy	GENERAL_ZERO_NAME_FUNCTION_TEMPLATE	G472-C034	G472-P07	G466-C11+G466-C16	PREFIX+SUFFIX	2	0	1	1	STAR_BEARING_RING_POSITION	1	f72r	otainy	ADDRESS_FULL_FORMULA_ONLY	1	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G472-T035	otalaiin	GENERAL_ZERO_NAME_FUNCTION_TEMPLATE	G472-C043	G472-P07	G466-C01+G466-C15	PREFIX+SUFFIX	2	0	1	1	STAR_BEARING_RING_POSITION	1	f71v	otalaiin	ADDRESS_FULL_FORMULA_ONLY	1	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G472-T036	otal{NAME_1}	LEARNED_SLOT_TEMPLATE	G472-C044	G472-P08	G466-C01	PREFIX	1	1	2	1	STAR_BEARING_RING_POSITION	2	f71v|f72r	otalef|otalody	RUNNING_EXACT_RECIPE	2	MULTI_PAGE_RECURRENT_EXACT_FUNCTION_TEMPLATE	2
G472-T037	otokol	GENERAL_ZERO_NAME_FUNCTION_TEMPLATE	G472-C035	G472-P04	G466-C11+G466-C41+G466-C34	PREFIX+INTERNAL+SUFFIX	3	0	1	1	DRUG_OR_INGREDIENT_OBJECT	1	f88v	otokol	ADDRESS_FULL_FORMULA_ONLY	1	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G472-T038	otolaiin	GENERAL_ZERO_NAME_FUNCTION_TEMPLATE	G472-C045	G472-P07	G466-C02+G466-C15	PREFIX+SUFFIX	2	0	1	1	BATH_OR_OUTLET_STATION	1	f77r	otolaiin	ADDRESS_FULL_FORMULA_ONLY	1	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G472-T039	otolam	GENERAL_ZERO_NAME_FUNCTION_TEMPLATE	G472-C046	G472-P07	G466-C02+G466-C32	PREFIX+SUFFIX	2	0	1	1	STAR_BEARING_RING_POSITION	1	f72r	otolam	ADDRESS_FULL_FORMULA_ONLY	1	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G472-T040	otolarol	GENERAL_ZERO_NAME_FUNCTION_TEMPLATE	G472-C047	G472-P04	G466-C02+G466-C40+G466-C34	PREFIX+INTERNAL+SUFFIX	3	0	1	1	DRUG_OR_INGREDIENT_OBJECT	1	f89r	otolarol	ADDRESS_FULL_FORMULA_ONLY	1	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G472-T041	otol{NAME_1}	LEARNED_SLOT_TEMPLATE	G472-C048	G472-P08	G466-C02	PREFIX	1	1	2	1	DRUG_OR_INGREDIENT_OBJECT	1	f89r	otold|otoldy	RUNNING_EXACT_RECIPE	2	RECURRENT_EXACT_FUNCTION_TEMPLATE	3
G472-T042	ot{NAME_1}	LEARNED_SLOT_TEMPLATE	G472-C036	G472-P08	G466-C11	PREFIX	1	1	5	4	BATH_OR_OUTLET_STATION|DRUG_OR_INGREDIENT_OBJECT|PICTURED_PLANT|STAR_BEARING_RING_POSITION	4	f17r|f71v|f77r|f88v	otchody|otdordy|oteeeon|otora|otork	OUTSIDE_BOUNDED_SHELL_ATLAS	0	CROSS_OWNER_RECURRENT_EXACT_FUNCTION_TEMPLATE	1
G472-T043	ot{NAME_1}ain	LEARNED_SLOT_TEMPLATE	G472-C037	G472-P12	G466-C11+G466-C22	PREFIX+SUFFIX	2	1	1	1	DRUG_OR_INGREDIENT_OBJECT	1	f89r	otorain	RUNNING_EXACT_RECIPE	1	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G472-T044	ot{NAME_1}am	LEARNED_SLOT_TEMPLATE	G472-C039	G472-P12	G466-C11+G466-C32	PREFIX+SUFFIX	2	1	1	1	DRUG_OR_INGREDIENT_OBJECT	1	f88v	otoram	RUNNING_EXACT_RECIPE	1	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G472-T045	ot{NAME_1}ar{NAME_2}	LEARNED_SLOT_TEMPLATE	G472-C040	G472-P10	G466-C11+G466-C40	PREFIX+INTERNAL	2	2	1	1	STAR_BEARING_RING_POSITION	1	f72r	oteeary	RUNNING_EXACT_RECIPE	1	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G472-T046	ot{NAME_1}dal	LEARNED_SLOT_TEMPLATE	G472-C038	G472-P12	G466-C11+G466-C24	PREFIX+SUFFIX	2	1	1	1	STAR_BEARING_RING_POSITION	1	f72r	otchdal	RUNNING_EXACT_RECIPE	1	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G472-T047	ot{NAME_1}dar{NAME_2}	LEARNED_SLOT_TEMPLATE	G472-C041	G472-P10	G466-C11+G466-C38	PREFIX+INTERNAL	2	2	1	1	DRUG_OR_INGREDIENT_OBJECT	1	f88v	otydary	OUTSIDE_BOUNDED_SHELL_ATLAS	0	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G472-T048	ot{NAME_1}shy	LEARNED_SLOT_TEMPLATE	G472-C042	G472-P12	G466-C11+G466-C29	PREFIX+SUFFIX	2	1	1	1	STAR_BEARING_RING_POSITION	1	f72r	otchoshy	RUNNING_EXACT_RECIPE	1	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G472-T049	sharam	GENERAL_ZERO_NAME_FUNCTION_TEMPLATE	G472-C049	G472-P04	G466-C12+G466-C40+G466-C32	PREFIX+INTERNAL+SUFFIX	3	0	1	1	STAR_BEARING_RING_POSITION	1	f72r	sharam	ADDRESS_FULL_FORMULA_ONLY	1	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G472-T050	sholsh{NAME_1}	LEARNED_SLOT_TEMPLATE	G472-C050	G472-P03	G466-C12+G466-C42+G466-C44	PREFIX+INTERNAL+INTERNAL	3	1	1	1	STAR_BEARING_RING_POSITION	1	f71v	sholshdy	OUTSIDE_BOUNDED_SHELL_ATLAS	0	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G472-T051	{NAME_1}	LEARNED_SLOT_TEMPLATE	G472-C051	G472-P13	NONE	NONE	0	1	2	2	DRUG_OR_INGREDIENT_OBJECT|PICTURED_PLANT	2	f17r|f88v	cheosdy|oiil	OUTSIDE_BOUNDED_SHELL_ATLAS	0	WHOLE_NAME_DEFAULT	7
G472-T052	{NAME_1}aiin	LEARNED_SLOT_TEMPLATE	G472-C052	G472-P20	G466-C15	SUFFIX	1	1	2	1	STAR_BEARING_RING_POSITION	1	f72r	oeeesaiin|ypaiin	OUTSIDE_BOUNDED_SHELL_ATLAS	0	RECURRENT_EXACT_FUNCTION_TEMPLATE	3
G472-T053	{NAME_1}ain	LEARNED_SLOT_TEMPLATE	G472-C053	G472-P20	G466-C22	SUFFIX	1	1	2	1	DRUG_OR_INGREDIENT_OBJECT	1	f89r	oporain|yorain	OUTSIDE_BOUNDED_SHELL_ATLAS	0	RECURRENT_EXACT_FUNCTION_TEMPLATE	3
G472-T054	{NAME_1}ainy	LEARNED_SLOT_TEMPLATE	G472-C054	G472-P20	G466-C16	SUFFIX	1	1	1	1	STAR_BEARING_RING_POSITION	1	f72r	chdaiirdainy	OUTSIDE_BOUNDED_SHELL_ATLAS	0	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G472-T055	{NAME_1}airal	LEARNED_SLOT_TEMPLATE	G472-C055	G472-P16	G466-C36+G466-C31	INTERNAL+SUFFIX	2	1	1	1	STAR_BEARING_RING_POSITION	1	f72r	ytairal	OUTSIDE_BOUNDED_SHELL_ATLAS	0	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G472-T056	{NAME_1}al	LEARNED_SLOT_TEMPLATE	G472-C056	G472-P20	G466-C31	SUFFIX	1	1	1	1	BATH_OR_OUTLET_STATION	1	f77r	soral	OUTSIDE_BOUNDED_SHELL_ATLAS	0	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G472-T057	{NAME_1}alal	LEARNED_SLOT_TEMPLATE	G472-C057	G472-P16	G466-C39+G466-C31	INTERNAL+SUFFIX	2	1	2	1	STAR_BEARING_RING_POSITION	1	f72r	opalal|ralal	RUNNING_EXACT_RECIPE	2	RECURRENT_EXACT_FUNCTION_TEMPLATE	3
G472-T058	{NAME_1}alar	LEARNED_SLOT_TEMPLATE	G472-C058	G472-P16	G466-C39+G466-C33	INTERNAL+SUFFIX	2	1	1	1	STAR_BEARING_RING_POSITION	1	f71v	opalar	ADDRESS_HYBRID_SHELL_ONLY	1	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G472-T059	{NAME_1}alor	LEARNED_SLOT_TEMPLATE	G472-C062	G472-P20	G466-C17	SUFFIX	1	1	1	1	STAR_BEARING_RING_POSITION	1	f71v	opalor	RUNNING_EXACT_RECIPE	1	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G472-T060	{NAME_1}alsh{NAME_2}	LEARNED_SLOT_TEMPLATE	G472-C059	G472-P15	G466-C39+G466-C44	INTERNAL+INTERNAL	2	2	1	1	STAR_BEARING_RING_POSITION	1	f72r	ytalshdy	OUTSIDE_BOUNDED_SHELL_ATLAS	0	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G472-T061	{NAME_1}aly	LEARNED_SLOT_TEMPLATE	G472-C063	G472-P20	G466-C23	SUFFIX	1	1	3	1	STAR_BEARING_RING_POSITION	2	f71v|f72r	ainaly|chfaly|eeesaly	RUNNING_EXACT_RECIPE	3	MULTI_PAGE_RECURRENT_EXACT_FUNCTION_TEMPLATE	2
G472-T062	{NAME_1}al{NAME_2}am	LEARNED_SLOT_TEMPLATE	G472-C060	G472-P19	G466-C39+G466-C32	INTERNAL+SUFFIX	2	2	1	1	DRUG_OR_INGREDIENT_OBJECT	1	f89r	saldam	ADDRESS_HYBRID_SHELL_ONLY	1	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G472-T063	{NAME_1}al{NAME_2}sh{NAME_3}ol	LEARNED_SLOT_TEMPLATE	G472-C061	G472-P18	G466-C39+G466-C44+G466-C34	INTERNAL+INTERNAL+SUFFIX	3	3	1	1	DRUG_OR_INGREDIENT_OBJECT	1	f89r	saloiinsheol	ADDRESS_HYBRID_SHELL_ONLY	1	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G472-T064	{NAME_1}am	LEARNED_SLOT_TEMPLATE	G472-C064	G472-P20	G466-C32	SUFFIX	1	1	1	1	DRUG_OR_INGREDIENT_OBJECT	1	f89r	opchosam	OUTSIDE_BOUNDED_SHELL_ATLAS	0	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G472-T065	{NAME_1}ar	LEARNED_SLOT_TEMPLATE	G472-C065	G472-P20	G466-C33	SUFFIX	1	1	2	1	STAR_BEARING_RING_POSITION	1	f72r	chosar|ytoar	OUTSIDE_BOUNDED_SHELL_ATLAS	0	RECURRENT_EXACT_FUNCTION_TEMPLATE	3
G472-T066	{NAME_1}araiin	LEARNED_SLOT_TEMPLATE	G472-C066	G472-P16	G466-C40+G466-C15	INTERNAL+SUFFIX	2	1	1	1	STAR_BEARING_RING_POSITION	1	f72r	ykaraiin	RUNNING_EXACT_RECIPE	1	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G472-T067	{NAME_1}arar{NAME_2}	LEARNED_SLOT_TEMPLATE	G472-C067	G472-P15	G466-C40+G466-C40	INTERNAL+INTERNAL	2	2	1	1	DRUG_OR_INGREDIENT_OBJECT	1	f88v	dararda	ADDRESS_HYBRID_SHELL_ONLY	1	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G472-T068	{NAME_1}arsh{NAME_2}	LEARNED_SLOT_TEMPLATE	G472-C068	G472-P15	G466-C40+G466-C44	INTERNAL+INTERNAL	2	2	1	1	STAR_BEARING_RING_POSITION	1	f72r	osarsheeeo	OUTSIDE_BOUNDED_SHELL_ATLAS	0	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G472-T069	{NAME_1}ar{NAME_2}	LEARNED_SLOT_TEMPLATE	G472-C069	G472-P17	G466-C40	INTERNAL	1	2	2	2	DRUG_OR_INGREDIENT_OBJECT|STAR_BEARING_RING_POSITION	2	f72r|f89r	yfary|ytarem	OUTSIDE_BOUNDED_SHELL_ATLAS	0	CROSS_OWNER_RECURRENT_EXACT_FUNCTION_TEMPLATE	1
G472-T070	{NAME_1}ar{NAME_2}ar	LEARNED_SLOT_TEMPLATE	G472-C071	G472-P19	G466-C40+G466-C33	INTERNAL+SUFFIX	2	2	1	1	BATH_OR_OUTLET_STATION	1	f77r	darchdar	ADDRESS_HYBRID_SHELL_ONLY	1	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G472-T071	{NAME_1}ar{NAME_2}dal	LEARNED_SLOT_TEMPLATE	G472-C070	G472-P19	G466-C40+G466-C24	INTERNAL+SUFFIX	2	2	1	1	DRUG_OR_INGREDIENT_OBJECT	1	f88v	daramdal	ADDRESS_HYBRID_SHELL_ONLY	1	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G472-T072	{NAME_1}cfhy	LEARNED_SLOT_TEMPLATE	G472-C072	G472-P20	G466-C18	SUFFIX	1	1	1	1	DRUG_OR_INGREDIENT_OBJECT	1	f89r	ykocfhy	OUTSIDE_BOUNDED_SHELL_ATLAS	0	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G472-T073	{NAME_1}cthy	LEARNED_SLOT_TEMPLATE	G472-C074	G472-P20	G466-C20	SUFFIX	1	1	1	1	DRUG_OR_INGREDIENT_OBJECT	1	f88v	cheocthy	OUTSIDE_BOUNDED_SHELL_ATLAS	0	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G472-T074	{NAME_1}cth{NAME_2}	LEARNED_SLOT_TEMPLATE	G472-C073	G472-P17	G466-C37	INTERNAL	1	2	1	1	STAR_BEARING_RING_POSITION	1	f72r	octho	OUTSIDE_BOUNDED_SHELL_ATLAS	0	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G472-T075	{NAME_1}daiin	LEARNED_SLOT_TEMPLATE	G472-C052	G472-P20	G466-C14	SUFFIX	1	1	1	1	STAR_BEARING_RING_POSITION	1	f72r	oeeodaiin	OUTSIDE_BOUNDED_SHELL_ATLAS	0	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G472-T076	{NAME_1}darar{NAME_2}	LEARNED_SLOT_TEMPLATE	G472-C075	G472-P15	G466-C38+G466-C40	INTERNAL+INTERNAL	2	2	1	1	DRUG_OR_INGREDIENT_OBJECT	1	f89r	sydarary	OUTSIDE_BOUNDED_SHELL_ATLAS	0	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G472-T077	{NAME_1}eey	LEARNED_SLOT_TEMPLATE	G472-C076	G472-P20	G466-C25	SUFFIX	1	1	1	1	STAR_BEARING_RING_POSITION	1	f72r	opoeey	OUTSIDE_BOUNDED_SHELL_ATLAS	0	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G472-T078	{NAME_1}oiin	LEARNED_SLOT_TEMPLATE	G472-C077	G472-P20	G466-C21	SUFFIX	1	1	1	1	DRUG_OR_INGREDIENT_OBJECT	1	f89r	opchoroiin	OUTSIDE_BOUNDED_SHELL_ATLAS	0	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G472-T079	{NAME_1}oin	LEARNED_SLOT_TEMPLATE	G472-C077	G472-P20	G466-C26	SUFFIX	1	1	1	1	STAR_BEARING_RING_POSITION	1	f72r	opoiiinoin	OUTSIDE_BOUNDED_SHELL_ATLAS	0	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G472-T080	{NAME_1}ol	LEARNED_SLOT_TEMPLATE	G472-C078	G472-P20	G466-C34	SUFFIX	1	1	1	1	DRUG_OR_INGREDIENT_OBJECT	1	f89r	qkol	OUTSIDE_BOUNDED_SHELL_ATLAS	0	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
G472-T081	{NAME_1}olairol	LEARNED_SLOT_TEMPLATE	G472-C079	G472-P14	G466-C42+G466-C36+G466-C34	INTERNAL+INTERNAL+SUFFIX	3	1	1	1	STAR_BEARING_RING_POSITION	1	f72r	ykolairol	ADDRESS_HYBRID_SHELL_ONLY	1	SINGLETON_EXACT_FUNCTION_TEMPLATE	4
