current_row_id	event_id	physical_page	statement_id	surface	component_recipe	catalog_intake_tier	identity_route	identity_status	factor_gate_status	execution_route	execution_decision	incoming_action	incoming_argument	scope_context_mode	scope_incoming_action	visible_separated_chains	portable_factor_rules	amber_factor_rules	blocked_factor_rules	outgoing_action_v2	outgoing_argument_v2	execution_stop_preserves_state	identity_only_when_execution_stops	legacy_gdt445_route	legacy_gdt445_decision	gdt445_correction	identity_does_not_override_execution	source_action_after	source_argument_after	state_transition_match
G446-CUR-0011	G407-E0011	f1r	G404-S001	sory	S+OR+Y	T0_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	SH	Y	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:S<-OR|FOCUS:S<-Y	NONE	NONE	S	Y	YES	NO	EXACT_CATALOG	READ	SPLIT_EXACT_IDENTITY_FROM_FACTOR_EXECUTION	YES	S	Y	YES
G446-CUR-0012	G407-E0012	f1r	G404-S001	ckhar	CH+K+AR	T0_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	S	Y	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:K<-AR|PAIR:CH>K	NONE	NONE	K	Y	YES	NO	EXACT_CATALOG	READ	SPLIT_EXACT_IDENTITY_FROM_FACTOR_EXECUTION	YES	K	Y	YES
G446-CUR-0013	G407-E0013	f1r	G404-S001	or	OR	T0_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	K	Y	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:K<-OR	NONE	NONE	K	OR	YES	NO	EXACT_CATALOG	READ	SPLIT_EXACT_IDENTITY_FROM_FACTOR_EXECUTION	YES	K	OR	YES
G446-CUR-0014	G407-E0014	f1r	G404-S001	y	Y	T0_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	K	OR	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:K<-Y	NONE	NONE	K	Y	YES	NO	EXACT_CATALOG	READ	SPLIT_EXACT_IDENTITY_FROM_FACTOR_EXECUTION	YES	K	Y	YES
G446-CUR-0015	G407-E0015	f1r	G404-S001	kair	K+AIR	T0_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	K	Y	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:K<-AIR	NONE	NONE	K	Y	YES	NO	EXACT_CATALOG	READ	SPLIT_EXACT_IDENTITY_FROM_FACTOR_EXECUTION	YES	K	Y	YES
G446-CUR-0016	G407-E0016	f1r	G404-S001	chtaiin	CH+T+AIIN	T0_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	K	Y	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:T<-AIIN|PAIR:CH>T	NONE	NONE	T	AIIN	YES	NO	EXACT_CATALOG	READ	SPLIT_EXACT_IDENTITY_FROM_FACTOR_EXECUTION	YES	T	AIIN	YES
G446-CUR-0017	G407-E0017	f1r	G404-S001	shar	SH+AR	T0_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	T	AIIN	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:SH<-AR	NONE	NONE	SH	AIIN	YES	NO	EXACT_CATALOG	READ	SPLIT_EXACT_IDENTITY_FROM_FACTOR_EXECUTION	YES	SH	AIIN	YES
G446-CUR-0018	G407-E0018	f1r	G404-S001	ase	A_ADDR+S+E	T0_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	SH	AIIN	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:S<-E	NONE	NONE	S	AIIN	YES	NO	EXACT_CATALOG	READ	SPLIT_EXACT_IDENTITY_FROM_FACTOR_EXECUTION	YES	S	AIIN	YES
G446-CUR-0019	G407-E0019	f1r	G404-S001	cthar	CH+T+AR	T0_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	S	AIIN	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:T<-AR|PAIR:CH>T	NONE	NONE	T	AIIN	YES	NO	EXACT_CATALOG	READ	SPLIT_EXACT_IDENTITY_FROM_FACTOR_EXECUTION	YES	T	AIIN	YES
G446-CUR-0020	G407-E0020	f1r	G404-S001	cthar	CH+T+AR	T0_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	T	AIIN	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:T<-AR|PAIR:CH>T	NONE	NONE	T	AIIN	YES	NO	EXACT_CATALOG	READ	SPLIT_EXACT_IDENTITY_FROM_FACTOR_EXECUTION	YES	T	AIIN	YES
G446-CUR-0021	G407-E0021	f1r	G404-S001	dan	AIN	T0_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	T	AIIN	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:T<-AIN	NONE	NONE	T	AIN	YES	NO	EXACT_CATALOG	READ	SPLIT_EXACT_IDENTITY_FROM_FACTOR_EXECUTION	YES	T	AIN	YES
G446-CUR-0022	G407-E0022	f1r	G404-S001	syaiir	S+Y+IIN+R	T0_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	T	AIN	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:S<-Y	NONE	NONE	R	Y	YES	NO	EXACT_CATALOG	READ	SPLIT_EXACT_IDENTITY_FROM_FACTOR_EXECUTION	YES	R	Y	YES
G446-CUR-0023	G407-E0023	f1r	G404-S001	sheky	SH+E+K+Y	T0_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	R	Y	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:SH<-E|FOCUS:K<-Y	NONE	NONE	K	Y	YES	NO	EXACT_CATALOG	READ	SPLIT_EXACT_IDENTITY_FROM_FACTOR_EXECUTION	YES	K	Y	YES
G446-CUR-0024	G407-E0024	f1r	G404-S001	or	OR	T0_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	K	Y	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:K<-OR	NONE	NONE	K	OR	YES	NO	EXACT_CATALOG	READ	SPLIT_EXACT_IDENTITY_FROM_FACTOR_EXECUTION	YES	K	OR	YES
G446-CUR-0025	G407-E0025	f1r	G404-S001	ykaiin	Y+K+AIIN	T0_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	K	OR	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:K<-Y|FOCUS:K<-AIIN	NONE	NONE	K	AIIN	YES	NO	EXACT_CATALOG	READ	SPLIT_EXACT_IDENTITY_FROM_FACTOR_EXECUTION	YES	K	AIIN	YES
G446-CUR-0026	G407-E0026	f1r	G404-S001	shod	SH+O+D_ADDR	T0_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	K	AIIN	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	NONE	NONE	NONE	SH	AIIN	YES	NO	EXACT_CATALOG	READ	SPLIT_EXACT_IDENTITY_FROM_FACTOR_EXECUTION	YES	SH	AIIN	YES
G446-CUR-0027	G407-E0027	f1r	G404-S001	cthoary	CH+T+O+AR+Y	T0_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	SH	AIIN	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:T<-AR|FOCUS:T<-Y|PAIR:CH>T	NONE	NONE	T	Y	YES	NO	EXACT_CATALOG	READ	SPLIT_EXACT_IDENTITY_FROM_FACTOR_EXECUTION	YES	T	Y	YES
G446-CUR-0028	G407-E0028	f1r	G404-S001	cthes	CH+T+E+S	T0_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_VISIBLE_SLOT_CHAIN_GREEN	READ	T	Y	AUTO_SAME_AS_OWNER_HEAD	AUTO	2:T+E+S__DIRECT_T>S_REMAINS_RED	FOCUS:T<-E|PAIR:CH>T	NONE	NONE	S	Y	YES	NO	EXACT_CATALOG	READ	SPLIT_EXACT_IDENTITY_FROM_FACTOR_EXECUTION	YES	S	Y	YES
G446-CUR-0029	G407-E0029	f1r	G404-S001	daraiin	D_ADDR+AR+AIIN	T0_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	S	Y	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:S<-AR|FOCUS:S<-AIIN	NONE	NONE	S	AIIN	YES	NO	EXACT_CATALOG	READ	SPLIT_EXACT_IDENTITY_FROM_FACTOR_EXECUTION	YES	S	AIIN	YES
G446-CUR-0030	G407-E0030	f1r	G404-S001	sy	Y	T0_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	S	AIIN	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:S<-Y	NONE	NONE	S	Y	YES	NO	EXACT_CATALOG	READ	SPLIT_EXACT_IDENTITY_FROM_FACTOR_EXECUTION	YES	S	Y	YES
G446-CUR-0031	G407-E0031	f1r	G404-S001	soiin	S+O+IIN	T0_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	S	Y	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	NONE	NONE	NONE	S	Y	YES	NO	EXACT_CATALOG	READ	SPLIT_EXACT_IDENTITY_FROM_FACTOR_EXECUTION	YES	S	Y	YES
G446-CUR-0032	G407-E0032	f1r	G404-S001	oteey	OT+EE+Y	T0_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	S	Y	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:S<-EE|FOCUS:S<-Y	NONE	NONE	S	Y	YES	NO	EXACT_CATALOG	READ	SPLIT_EXACT_IDENTITY_FROM_FACTOR_EXECUTION	YES	S	Y	YES
G446-CUR-0033	G407-E0033	f1r	G404-S001	oteos	OT+E+O+S_ADDR	T0_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	S	Y	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:S<-E	NONE	NONE	S	Y	YES	NO	EXACT_CATALOG	READ	SPLIT_EXACT_IDENTITY_FROM_FACTOR_EXECUTION	YES	S	Y	YES
G446-CUR-0034	G407-E0034	f1r	G404-S001	roloty	R+OL+OT+Y	T0_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	S	Y	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:R<-Y	NONE	NONE	R	Y	YES	NO	EXACT_CATALOG	READ	SPLIT_EXACT_IDENTITY_FROM_FACTOR_EXECUTION	YES	R	Y	YES
G446-CUR-0035	G407-E0035	f1r	G404-S001	cthiar	CH+T+LOCAL_CHAR_I+AR	T0_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	R	Y	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:T<-AR|PAIR:CH>T	NONE	NONE	T	Y	YES	NO	EXACT_CATALOG	READ	SPLIT_EXACT_IDENTITY_FROM_FACTOR_EXECUTION	YES	T	Y	YES
G446-CUR-0036	G407-E0036	f1r	G404-S001	daiin	AIIN	T0_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	T	Y	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:T<-AIIN	NONE	NONE	T	AIIN	YES	NO	EXACT_CATALOG	READ	SPLIT_EXACT_IDENTITY_FROM_FACTOR_EXECUTION	YES	T	AIIN	YES
G446-CUR-0037	G407-E0037	f1r	G404-S001	okaiin	OK+AIIN	T0_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	T	AIIN	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:OK<-AIIN	NONE	NONE	OK	AIIN	YES	NO	EXACT_CATALOG	READ	SPLIT_EXACT_IDENTITY_FROM_FACTOR_EXECUTION	YES	OK	AIIN	YES
G446-CUR-0038	G407-E0038	f1r	G404-S001	or	OR	T0_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	OK	AIIN	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:OK<-OR	NONE	NONE	OK	OR	YES	NO	EXACT_CATALOG	READ	SPLIT_EXACT_IDENTITY_FROM_FACTOR_EXECUTION	YES	OK	OR	YES
G446-CUR-0039	G407-E0039	f1r	G404-S001	okan	OK+AN	T0_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	OK	OR	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	NONE	NONE	NONE	OK	OR	YES	NO	EXACT_CATALOG	READ	SPLIT_EXACT_IDENTITY_FROM_FACTOR_EXECUTION	YES	OK	OR	YES
G446-CUR-0040	G407-E0040	f1r	G404-S001	sair	S+AIR	T0_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	OK	OR	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:S<-AIR	NONE	NONE	S	OR	YES	NO	EXACT_CATALOG	READ	SPLIT_EXACT_IDENTITY_FROM_FACTOR_EXECUTION	YES	S	OR	YES
G446-CUR-0041	G407-E0041	f1r	G404-S001	y	Y	T0_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	S	OR	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:S<-Y	NONE	NONE	S	Y	YES	NO	EXACT_CATALOG	READ	SPLIT_EXACT_IDENTITY_FROM_FACTOR_EXECUTION	YES	S	Y	YES
G446-CUR-0042	G407-E0042	f1r	G404-S001	chear	CH+E+AR	T0_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	S	Y	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:CH<-E|FOCUS:CH<-AR	NONE	NONE	CH	Y	YES	NO	EXACT_CATALOG	READ	SPLIT_EXACT_IDENTITY_FROM_FACTOR_EXECUTION	YES	CH	Y	YES
G446-CUR-0043	G407-E0043	f1r	G404-S001	cthaiin	CH+T+AIIN	T0_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	CH	Y	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:T<-AIIN|PAIR:CH>T	NONE	NONE	T	AIIN	YES	NO	EXACT_CATALOG	READ	SPLIT_EXACT_IDENTITY_FROM_FACTOR_EXECUTION	YES	T	AIIN	YES
G446-CUR-0044	G407-E0044	f1r	G404-S001	cphar	CH+P+AR	T0_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	T	AIIN	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:P<-AR|PAIR:CH>P	NONE	NONE	P	AIIN	YES	NO	EXACT_CATALOG	READ	SPLIT_EXACT_IDENTITY_FROM_FACTOR_EXECUTION	YES	P	AIIN	YES
G446-CUR-0045	G407-E0045	f1r	G404-S001	cfhaiin	CH+LOCAL_CHAR_F+AIIN	T0_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	P	AIIN	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:CH<-AIIN	NONE	NONE	CH	AIIN	YES	NO	EXACT_CATALOG	READ	SPLIT_EXACT_IDENTITY_FROM_FACTOR_EXECUTION	YES	CH	AIIN	YES
G446-CUR-0046	G407-E0046	f1r	G404-S001	ydaraishy	Y+D_ADDR+AR+A_ADDR+LOCAL_CHAR_I+SH+Y	T0_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	CH	AIIN	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:SH<-Y|FOCUS:CH<-AR|FOCUS:SH<-Y	NONE	NONE	SH	Y	YES	NO	EXACT_CATALOG	READ	SPLIT_EXACT_IDENTITY_FROM_FACTOR_EXECUTION	YES	SH	Y	YES
G446-CUR-0047	G407-E0047	f1r	G404-S002	odar	O+D_ADDR+AR	T0_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:OWNER<-AR	NONE	NONE	NONE	NONE	YES	NO	EXACT_CATALOG	READ	SPLIT_EXACT_IDENTITY_FROM_FACTOR_EXECUTION	YES	NONE	NONE	YES
G446-CUR-0048	G407-E0048	f1r	G404-S002	shol	SH+OL	T0_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	NONE	NONE	NONE	SH	NONE	YES	NO	EXACT_CATALOG	READ	SPLIT_EXACT_IDENTITY_FROM_FACTOR_EXECUTION	YES	SH	NONE	YES
G446-CUR-0049	G407-E0049	f1r	G404-S002	cphoy	CH+P+O+Y	T0_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	SH	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:P<-Y|PAIR:CH>P	NONE	NONE	P	Y	YES	NO	EXACT_CATALOG	READ	SPLIT_EXACT_IDENTITY_FROM_FACTOR_EXECUTION	YES	P	Y	YES
G446-CUR-0050	G407-E0050	f1r	G404-S002	oydar	O+Y+D_ADDR+AR	T0_EXACT_OBSERVED	IDENTITY_EXACT_OBSERVED	OBSERVED	FACTOR_GREEN_CROSS_PAGE	EXECUTE_KNOWN_FACTORS_GREEN	READ	P	Y	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	FOCUS:P<-Y|FOCUS:P<-AR	NONE	NONE	P	Y	YES	NO	EXACT_CATALOG	READ	SPLIT_EXACT_IDENTITY_FROM_FACTOR_EXECUTION	YES	P	Y	YES
