transformation_id	transformation_family	source_recipe	source_identity_route	source_execution_route	source_execution_decision	transformed_recipe	transformed_identity_route	transformed_execution_route	transformed_execution_decision	transformed_blocked_rules	expected_change	transformation_pass	state_preserved	identity_override_used
G446-DEL-0013	DELETE_VISIBLE_FOCUS_SEPARATOR	CH+AIN+SH	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTE_VISIBLE_SLOT_CHAIN_GREEN	READ	CH+SH	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	STOP	PAIR:CH>SH	STOP_ON_PAIR:CH>SH	YES	YES	NO
G446-DEL-0014	DELETE_VISIBLE_FOCUS_SEPARATOR	CH+AIR+SH	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTE_VISIBLE_SLOT_CHAIN_GREEN	READ	CH+SH	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	STOP	PAIR:CH>SH	STOP_ON_PAIR:CH>SH	YES	YES	NO
G446-DEL-0015	DELETE_VISIBLE_FOCUS_SEPARATOR	CH+AL+SH	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTE_VISIBLE_SLOT_CHAIN_GREEN	READ	CH+SH	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	STOP	PAIR:CH>SH	STOP_ON_PAIR:CH>SH	YES	YES	NO
G446-DEL-0016	DELETE_VISIBLE_FOCUS_SEPARATOR	CH+AR+SH	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTE_VISIBLE_SLOT_CHAIN_GREEN	READ	CH+SH	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	STOP	PAIR:CH>SH	STOP_ON_PAIR:CH>SH	YES	YES	NO
G446-DEL-0017	DELETE_VISIBLE_FOCUS_SEPARATOR	CH+E+SH	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTE_VISIBLE_SLOT_CHAIN_GREEN	READ	CH+SH	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	STOP	PAIR:CH>SH	STOP_ON_PAIR:CH>SH	YES	YES	NO
G446-DEL-0018	DELETE_VISIBLE_FOCUS_SEPARATOR	CH+EE+SH	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTE_VISIBLE_SLOT_CHAIN_GREEN	READ	CH+SH	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	STOP	PAIR:CH>SH	STOP_ON_PAIR:CH>SH	YES	YES	NO
G446-DEL-0019	DELETE_VISIBLE_FOCUS_SEPARATOR	CH+EEE+SH	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTE_VISIBLE_SLOT_CHAIN_GREEN	READ	CH+SH	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	STOP	PAIR:CH>SH	STOP_ON_PAIR:CH>SH	YES	YES	NO
G446-DEL-0020	DELETE_VISIBLE_FOCUS_SEPARATOR	CH+L+SH	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTE_VISIBLE_SLOT_CHAIN_GREEN	READ	CH+SH	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	STOP	PAIR:CH>SH	STOP_ON_PAIR:CH>SH	YES	YES	NO
G446-DEL-0021	DELETE_VISIBLE_FOCUS_SEPARATOR	CH+OR+SH	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTE_VISIBLE_SLOT_CHAIN_GREEN	READ	CH+SH	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	STOP	PAIR:CH>SH	STOP_ON_PAIR:CH>SH	YES	YES	NO
G446-DEL-0022	DELETE_VISIBLE_FOCUS_SEPARATOR	CH+Y+SH	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTE_VISIBLE_SLOT_CHAIN_GREEN	READ	CH+SH	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	STOP	PAIR:CH>SH	STOP_ON_PAIR:CH>SH	YES	YES	NO
G446-DEL-0023	DELETE_VISIBLE_FOCUS_SEPARATOR	CHD+AIIN+CH	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTE_VISIBLE_SLOT_CHAIN_GREEN	READ	CHD+CH	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	STOP	PAIR:CHD>CH	STOP_ON_PAIR:CHD>CH	YES	YES	NO
G446-DEL-0024	DELETE_VISIBLE_FOCUS_SEPARATOR	CHD+AIN+CH	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTE_VISIBLE_SLOT_CHAIN_GREEN	READ	CHD+CH	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	STOP	PAIR:CHD>CH	STOP_ON_PAIR:CHD>CH	YES	YES	NO
G446-DEL-0025	DELETE_VISIBLE_FOCUS_SEPARATOR	CHD+AIR+CH	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTE_VISIBLE_SLOT_CHAIN_GREEN	READ	CHD+CH	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	STOP	PAIR:CHD>CH	STOP_ON_PAIR:CHD>CH	YES	YES	NO
G446-DEL-0026	DELETE_VISIBLE_FOCUS_SEPARATOR	CHD+AL+CH	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTE_VISIBLE_SLOT_CHAIN_GREEN	READ	CHD+CH	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	STOP	PAIR:CHD>CH	STOP_ON_PAIR:CHD>CH	YES	YES	NO
G446-DEL-0027	DELETE_VISIBLE_FOCUS_SEPARATOR	CHD+AR+CH	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTE_VISIBLE_SLOT_CHAIN_GREEN	READ	CHD+CH	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	STOP	PAIR:CHD>CH	STOP_ON_PAIR:CHD>CH	YES	YES	NO
G446-DEL-0028	DELETE_VISIBLE_FOCUS_SEPARATOR	CHD+E+CH	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTE_VISIBLE_SLOT_CHAIN_GREEN	READ	CHD+CH	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	STOP	PAIR:CHD>CH	STOP_ON_PAIR:CHD>CH	YES	YES	NO
G446-DEL-0029	DELETE_VISIBLE_FOCUS_SEPARATOR	CHD+EE+CH	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTE_VISIBLE_SLOT_CHAIN_GREEN	READ	CHD+CH	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	STOP	PAIR:CHD>CH	STOP_ON_PAIR:CHD>CH	YES	YES	NO
G446-DEL-0031	DELETE_VISIBLE_FOCUS_SEPARATOR	CHD+L+CH	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTE_VISIBLE_SLOT_CHAIN_GREEN	READ	CHD+CH	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	STOP	PAIR:CHD>CH	STOP_ON_PAIR:CHD>CH	YES	YES	NO
G446-DEL-0032	DELETE_VISIBLE_FOCUS_SEPARATOR	CHD+OR+CH	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTE_VISIBLE_SLOT_CHAIN_GREEN	READ	CHD+CH	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	STOP	PAIR:CHD>CH	STOP_ON_PAIR:CHD>CH	YES	YES	NO
G446-DEL-0033	DELETE_VISIBLE_FOCUS_SEPARATOR	CHD+Y+CH	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTE_VISIBLE_SLOT_CHAIN_GREEN	READ	CHD+CH	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	STOP	PAIR:CHD>CH	STOP_ON_PAIR:CHD>CH	YES	YES	NO
G446-DEL-0034	DELETE_VISIBLE_FOCUS_SEPARATOR	CHD+AIIN+CHD	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTE_VISIBLE_SLOT_CHAIN_GREEN	READ	CHD+CHD	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	STOP	PAIR:CHD>CHD	STOP_ON_PAIR:CHD>CHD	YES	YES	NO
G446-DEL-0035	DELETE_VISIBLE_FOCUS_SEPARATOR	CHD+AIN+CHD	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTE_VISIBLE_SLOT_CHAIN_GREEN	READ	CHD+CHD	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	STOP	PAIR:CHD>CHD	STOP_ON_PAIR:CHD>CHD	YES	YES	NO
G446-DEL-0036	DELETE_VISIBLE_FOCUS_SEPARATOR	CHD+AIR+CHD	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTE_VISIBLE_SLOT_CHAIN_GREEN	READ	CHD+CHD	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	STOP	PAIR:CHD>CHD	STOP_ON_PAIR:CHD>CHD	YES	YES	NO
G446-DEL-0037	DELETE_VISIBLE_FOCUS_SEPARATOR	CHD+AL+CHD	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTE_VISIBLE_SLOT_CHAIN_GREEN	READ	CHD+CHD	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	STOP	PAIR:CHD>CHD	STOP_ON_PAIR:CHD>CHD	YES	YES	NO
G446-DEL-0038	DELETE_VISIBLE_FOCUS_SEPARATOR	CHD+AR+CHD	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTE_VISIBLE_SLOT_CHAIN_GREEN	READ	CHD+CHD	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	STOP	PAIR:CHD>CHD	STOP_ON_PAIR:CHD>CHD	YES	YES	NO
G446-DEL-0039	DELETE_VISIBLE_FOCUS_SEPARATOR	CHD+E+CHD	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTE_VISIBLE_SLOT_CHAIN_GREEN	READ	CHD+CHD	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	STOP	PAIR:CHD>CHD	STOP_ON_PAIR:CHD>CHD	YES	YES	NO
G446-DEL-0040	DELETE_VISIBLE_FOCUS_SEPARATOR	CHD+EE+CHD	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTE_VISIBLE_SLOT_CHAIN_GREEN	READ	CHD+CHD	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	STOP	PAIR:CHD>CHD	STOP_ON_PAIR:CHD>CHD	YES	YES	NO
G446-DEL-0042	DELETE_VISIBLE_FOCUS_SEPARATOR	CHD+L+CHD	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTE_VISIBLE_SLOT_CHAIN_GREEN	READ	CHD+CHD	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	STOP	PAIR:CHD>CHD	STOP_ON_PAIR:CHD>CHD	YES	YES	NO
G446-DEL-0043	DELETE_VISIBLE_FOCUS_SEPARATOR	CHD+OR+CHD	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTE_VISIBLE_SLOT_CHAIN_GREEN	READ	CHD+CHD	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	STOP	PAIR:CHD>CHD	STOP_ON_PAIR:CHD>CHD	YES	YES	NO
G446-DEL-0044	DELETE_VISIBLE_FOCUS_SEPARATOR	CHD+Y+CHD	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTE_VISIBLE_SLOT_CHAIN_GREEN	READ	CHD+CHD	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	STOP	PAIR:CHD>CHD	STOP_ON_PAIR:CHD>CHD	YES	YES	NO
G446-DEL-0045	DELETE_VISIBLE_FOCUS_SEPARATOR	CHD+AIIN+K	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTE_VISIBLE_SLOT_CHAIN_GREEN	READ	CHD+K	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	STOP	PAIR:CHD>K	STOP_ON_PAIR:CHD>K	YES	YES	NO
G446-DEL-0046	DELETE_VISIBLE_FOCUS_SEPARATOR	CHD+AIN+K	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTE_VISIBLE_SLOT_CHAIN_GREEN	READ	CHD+K	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	STOP	PAIR:CHD>K	STOP_ON_PAIR:CHD>K	YES	YES	NO
G446-DEL-0047	DELETE_VISIBLE_FOCUS_SEPARATOR	CHD+AIR+K	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTE_VISIBLE_SLOT_CHAIN_GREEN	READ	CHD+K	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	STOP	PAIR:CHD>K	STOP_ON_PAIR:CHD>K	YES	YES	NO
G446-DEL-0048	DELETE_VISIBLE_FOCUS_SEPARATOR	CHD+AL+K	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTE_VISIBLE_SLOT_CHAIN_GREEN	READ	CHD+K	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	STOP	PAIR:CHD>K	STOP_ON_PAIR:CHD>K	YES	YES	NO
G446-DEL-0049	DELETE_VISIBLE_FOCUS_SEPARATOR	CHD+AR+K	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTE_VISIBLE_SLOT_CHAIN_GREEN	READ	CHD+K	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	STOP	PAIR:CHD>K	STOP_ON_PAIR:CHD>K	YES	YES	NO
G446-DEL-0050	DELETE_VISIBLE_FOCUS_SEPARATOR	CHD+E+K	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTE_VISIBLE_SLOT_CHAIN_GREEN	READ	CHD+K	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	STOP	PAIR:CHD>K	STOP_ON_PAIR:CHD>K	YES	YES	NO
G446-DEL-0051	DELETE_VISIBLE_FOCUS_SEPARATOR	CHD+EE+K	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTE_VISIBLE_SLOT_CHAIN_GREEN	READ	CHD+K	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	STOP	PAIR:CHD>K	STOP_ON_PAIR:CHD>K	YES	YES	NO
G446-DEL-0053	DELETE_VISIBLE_FOCUS_SEPARATOR	CHD+L+K	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTE_VISIBLE_SLOT_CHAIN_GREEN	READ	CHD+K	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	STOP	PAIR:CHD>K	STOP_ON_PAIR:CHD>K	YES	YES	NO
G446-DEL-0054	DELETE_VISIBLE_FOCUS_SEPARATOR	CHD+OR+K	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTE_VISIBLE_SLOT_CHAIN_GREEN	READ	CHD+K	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	STOP	PAIR:CHD>K	STOP_ON_PAIR:CHD>K	YES	YES	NO
G446-DEL-0055	DELETE_VISIBLE_FOCUS_SEPARATOR	CHD+Y+K	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTE_VISIBLE_SLOT_CHAIN_GREEN	READ	CHD+K	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	STOP	PAIR:CHD>K	STOP_ON_PAIR:CHD>K	YES	YES	NO
G446-DEL-0056	DELETE_VISIBLE_FOCUS_SEPARATOR	CHD+AIIN+OK	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTE_VISIBLE_SLOT_CHAIN_GREEN	READ	CHD+OK	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	STOP	PAIR:CHD>OK	STOP_ON_PAIR:CHD>OK	YES	YES	NO
G446-DEL-0057	DELETE_VISIBLE_FOCUS_SEPARATOR	CHD+AIN+OK	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTE_VISIBLE_SLOT_CHAIN_GREEN	READ	CHD+OK	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	STOP	PAIR:CHD>OK	STOP_ON_PAIR:CHD>OK	YES	YES	NO
G446-DEL-0058	DELETE_VISIBLE_FOCUS_SEPARATOR	CHD+AIR+OK	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTE_VISIBLE_SLOT_CHAIN_GREEN	READ	CHD+OK	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	STOP	PAIR:CHD>OK	STOP_ON_PAIR:CHD>OK	YES	YES	NO
G446-DEL-0059	DELETE_VISIBLE_FOCUS_SEPARATOR	CHD+AL+OK	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTE_VISIBLE_SLOT_CHAIN_GREEN	READ	CHD+OK	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	STOP	PAIR:CHD>OK	STOP_ON_PAIR:CHD>OK	YES	YES	NO
G446-DEL-0060	DELETE_VISIBLE_FOCUS_SEPARATOR	CHD+AR+OK	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTE_VISIBLE_SLOT_CHAIN_GREEN	READ	CHD+OK	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	STOP	PAIR:CHD>OK	STOP_ON_PAIR:CHD>OK	YES	YES	NO
G446-DEL-0061	DELETE_VISIBLE_FOCUS_SEPARATOR	CHD+E+OK	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTE_VISIBLE_SLOT_CHAIN_GREEN	READ	CHD+OK	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	STOP	PAIR:CHD>OK	STOP_ON_PAIR:CHD>OK	YES	YES	NO
G446-DEL-0062	DELETE_VISIBLE_FOCUS_SEPARATOR	CHD+EE+OK	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTE_VISIBLE_SLOT_CHAIN_GREEN	READ	CHD+OK	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	STOP	PAIR:CHD>OK	STOP_ON_PAIR:CHD>OK	YES	YES	NO
G446-DEL-0064	DELETE_VISIBLE_FOCUS_SEPARATOR	CHD+L+OK	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTE_VISIBLE_SLOT_CHAIN_GREEN	READ	CHD+OK	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	STOP	PAIR:CHD>OK	STOP_ON_PAIR:CHD>OK	YES	YES	NO
G446-DEL-0065	DELETE_VISIBLE_FOCUS_SEPARATOR	CHD+OR+OK	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTE_VISIBLE_SLOT_CHAIN_GREEN	READ	CHD+OK	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	STOP	PAIR:CHD>OK	STOP_ON_PAIR:CHD>OK	YES	YES	NO
G446-DEL-0066	DELETE_VISIBLE_FOCUS_SEPARATOR	CHD+Y+OK	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTE_VISIBLE_SLOT_CHAIN_GREEN	READ	CHD+OK	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	STOP	PAIR:CHD>OK	STOP_ON_PAIR:CHD>OK	YES	YES	NO
G446-DEL-0067	DELETE_VISIBLE_FOCUS_SEPARATOR	CHD+AIIN+P	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTE_VISIBLE_SLOT_CHAIN_GREEN	READ	CHD+P	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	STOP	PAIR:CHD>P	STOP_ON_PAIR:CHD>P	YES	YES	NO
G446-DEL-0068	DELETE_VISIBLE_FOCUS_SEPARATOR	CHD+AIN+P	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTE_VISIBLE_SLOT_CHAIN_GREEN	READ	CHD+P	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	STOP	PAIR:CHD>P	STOP_ON_PAIR:CHD>P	YES	YES	NO
G446-DEL-0069	DELETE_VISIBLE_FOCUS_SEPARATOR	CHD+AIR+P	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTE_VISIBLE_SLOT_CHAIN_GREEN	READ	CHD+P	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	STOP	PAIR:CHD>P	STOP_ON_PAIR:CHD>P	YES	YES	NO
G446-DEL-0070	DELETE_VISIBLE_FOCUS_SEPARATOR	CHD+AL+P	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTE_VISIBLE_SLOT_CHAIN_GREEN	READ	CHD+P	IDENTITY_NEW_VISIBLE_RECIPE	EXECUTION_STOP_UNLICENSED_DIRECT_PAIR	STOP	PAIR:CHD>P	STOP_ON_PAIR:CHD>P	YES	YES	NO
