analogy_id	candidate_surface	known_neighbor_surface	levenshtein_distance	within_closest_layer	selected_radius	known_neighbor_reading_ids	known_neighbor_levels	known_neighbor_max_score_not_probability	known_neighbor_occurrences	known_neighbor_pages	known_neighbor_core_axes	known_neighbor_union_axes	known_neighbor_best_gloss_de	known_neighbor_all_glosses_de	candidate_consensus_axes	candidate_analogy_confidence_level	relation_scope	literal_identity_credit	component_export_credit
G745-A0012	chckh	chcth	1	1	1	chcth#GLOBAL	W2_PROVISIONAL_WORKING	48	2	2	DRY|MATERIAL	DRY|MATERIAL	getrocknete Pflanzendroge	getrocknete Pflanzendroge	DRY|PREPARATION	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0013	cheear	chedar	1	1	1	chedar#GLOBAL	W3_SOLID_WORKING_THEORY	76	31	20	DRY|PART|MIDDLE_STAGE	DRY|PART|MIDDLE_STAGE	abgemessene Trockenfraktion I, Mittelstufe	abgemessene Trockenfraktion I, Mittelstufe	DRY	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0014	cheear	cheeal	1	1	1	cheeal#GLOBAL	W2_PROVISIONAL_WORKING	56	3	3	DRY|MATERIAL|END_STAGE	DRY|MATERIAL|END_STAGE	Rohstoffklasse I, trocken am Gradende	Rohstoffklasse I, trocken am Gradende	DRY	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0015	cheear	cheeor	1	1	1	cheeor#GLOBAL	W3_SOLID_WORKING_THEORY	76	13	13	DRY|AMOUNT|MATERIAL|END_STAGE	DRY|AMOUNT|MATERIAL|END_STAGE	eine Portion vollständig getrocknete Droge	eine Portion vollständig getrocknete Droge	DRY	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0016	cheear	chekar	1	1	1	chekar#GLOBAL	W3_SOLID_WORKING_THEORY	71	7	7	HOT|DRY|PART|MIDDLE_STAGE	HOT|DRY|PART|MIDDLE_STAGE	erste bis zur Mittelstufe getrocknete und erhitzte Fraktion	erste bis zur Mittelstufe getrocknete und erhitzte Fraktion	DRY	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0017	cheeey	cheedy	1	1	1	cheedy#GLOBAL	W3_SOLID_WORKING_THEORY	71	56	29	DRY|CLOSE|END_STAGE	DRY|CLOSE|END_STAGE	trocken am Ende des Grades, abgeschlossen	trocken am Ende des Grades, abgeschlossen	DRY|END_STAGE	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0018	cheeey	cheeky	1	1	1	cheeky#GLOBAL	W3_SOLID_WORKING_THEORY	76	23	22	HOT|DRY|BEGIN_STAGE|END_STAGE	HOT|DRY|BEGIN_STAGE|END_STAGE	trocken am Gradende, dann heiß am Gradanfang	trocken am Gradende, dann heiß am Gradanfang	DRY|END_STAGE	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0019	cheeey	cheey	1	1	1	cheey#1	W2_PROVISIONAL_WORKING	53	5	4	DRY|END_STAGE	DRY|END_STAGE	trocken am Ende des Grades	trocken am Ende des Grades	DRY|END_STAGE	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0020	cheetar	chedar	2	1	2	chedar#GLOBAL	W3_SOLID_WORKING_THEORY	76	31	20	DRY|PART|MIDDLE_STAGE	DRY|PART|MIDDLE_STAGE	abgemessene Trockenfraktion I, Mittelstufe	abgemessene Trockenfraktion I, Mittelstufe	DRY|PART	A2_DISTANCE2_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0021	cheetar	cheeal	2	1	2	cheeal#GLOBAL	W2_PROVISIONAL_WORKING	56	3	3	DRY|MATERIAL|END_STAGE	DRY|MATERIAL|END_STAGE	Rohstoffklasse I, trocken am Gradende	Rohstoffklasse I, trocken am Gradende	DRY|PART	A2_DISTANCE2_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0022	cheetar	cheeor	2	1	2	cheeor#GLOBAL	W3_SOLID_WORKING_THEORY	76	13	13	DRY|AMOUNT|MATERIAL|END_STAGE	DRY|AMOUNT|MATERIAL|END_STAGE	eine Portion vollständig getrocknete Droge	eine Portion vollständig getrocknete Droge	DRY|PART	A2_DISTANCE2_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0023	cheetar	chekar	2	1	2	chekar#GLOBAL	W3_SOLID_WORKING_THEORY	71	7	7	HOT|DRY|PART|MIDDLE_STAGE	HOT|DRY|PART|MIDDLE_STAGE	erste bis zur Mittelstufe getrocknete und erhitzte Fraktion	erste bis zur Mittelstufe getrocknete und erhitzte Fraktion	DRY|PART	A2_DISTANCE2_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0024	cheetar	cheodar	2	1	2	cheodar#GLOBAL	W3_SOLID_WORKING_THEORY	66	4	4	DRY|AMOUNT|PART|PREPARATION|PROCESS	DRY|AMOUNT|PART|PREPARATION|PROCESS	die erste Fraktion des mitteltrockenen Ansatzes abmessen	die erste Fraktion des mitteltrockenen Ansatzes abmessen	DRY|PART	A2_DISTANCE2_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0025	chepchy	chetchy	1	1	2	chetchy#GLOBAL	W2_PROVISIONAL_WORKING	56	4	4	COLD|DRY|MATERIAL|BEGIN_STAGE	COLD|DRY|MATERIAL|BEGIN_STAGE	getrocknete Droge; kalt-trocken, Grundform	getrocknete Droge; kalt-trocken, Grundform	DRY|PREPARATION	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0026	chepchy	checkhy	2	0	2	checkhy#1	W2_PROVISIONAL_WORKING	45	1	1	DRY|PREPARATION|BEGIN_STAGE	DRY|PREPARATION|BEGIN_STAGE	trockene Mischung, Anfangsstufe	trockene Mischung, Anfangsstufe	DRY|PREPARATION	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0027	chepchy	checthy	2	0	2	checthy#1	W2_PROVISIONAL_WORKING	44	1	1	DRY|MATERIAL	DRY|MATERIAL	trockenes Kraut	trockenes Kraut	DRY|PREPARATION	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0028	chepchy	cheockhy	2	0	2	cheockhy#1	W2_PROVISIONAL_WORKING	45	1	1	DRY|PREPARATION|BEGIN_STAGE	DRY|PREPARATION|BEGIN_STAGE	trockene Mischung, Anfangsstufe	trockene Mischung, Anfangsstufe	DRY|PREPARATION	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0029	chepchy	cheocthy	2	0	2	cheocthy#GLOBAL	W2_PROVISIONAL_WORKING	43	4	3	DRY|MATERIAL|PREPARATION	DRY|MATERIAL|PREPARATION	attributiv trockene CTH-Drogenzubereitung	attributiv trockene CTH-Drogenzubereitung	DRY|PREPARATION	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0030	chepchy	chkchy	2	0	2	chkchy#GLOBAL	W3_SOLID_WORKING_THEORY	71	6	5	HOT|DRY|PROCESS	HOT|DRY|PROCESS	trocknen, erhitzen, erneut trocknen und abschließen	trocknen, erhitzen, erneut trocknen und abschließen	DRY|PREPARATION	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0031	chepchy	chochy	2	0	2	chochy#GLOBAL	W3_SOLID_WORKING_THEORY	61	5	5	DRY|PREPARATION|PROCESS|PASS	DRY|PREPARATION|PROCESS|PASS	Trockenansatz nochmals leicht trocknen	Trockenansatz nochmals leicht trocknen	DRY|PREPARATION	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0032	chepchy	chokchy	2	0	2	chokchy#GLOBAL	W3_SOLID_WORKING_THEORY	66	15	13	HOT|DRY|PREPARATION|BEGIN_STAGE	HOT|DRY|PREPARATION|BEGIN_STAGE	Trockenansatz: heiß-trockene Grundform	Trockenansatz: heiß-trockene Grundform	DRY|PREPARATION	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0033	chepchy	chotchy	2	0	2	chotchy#GLOBAL	W3_SOLID_WORKING_THEORY	73	11	7	COLD|DRY|MATERIAL|PREPARATION|BEGIN_STAGE	COLD|DRY|MATERIAL|PREPARATION|BEGIN_STAGE	Trockenansatz aus kalt getrockneter Droge in Grundform	Trockenansatz aus kalt getrockneter Droge in Grundform	DRY|PREPARATION	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0034	chepchy	chtchy	2	0	2	chtchy#1	W2_PROVISIONAL_WORKING	45	1	1	COLD|DRY|MATERIAL|PROCESS	COLD|DRY|MATERIAL|PROCESS	Droge kalt trocknen und leicht nachtrocknen	Droge kalt trocknen und leicht nachtrocknen	DRY|PREPARATION	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0035	chetar	chedar	1	1	1	chedar#GLOBAL	W3_SOLID_WORKING_THEORY	76	31	20	DRY|PART|MIDDLE_STAGE	DRY|PART|MIDDLE_STAGE	abgemessene Trockenfraktion I, Mittelstufe	abgemessene Trockenfraktion I, Mittelstufe	DRY|PART|MIDDLE_STAGE	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0036	chetar	chekar	1	1	1	chekar#GLOBAL	W3_SOLID_WORKING_THEORY	71	7	7	HOT|DRY|PART|MIDDLE_STAGE	HOT|DRY|PART|MIDDLE_STAGE	erste bis zur Mittelstufe getrocknete und erhitzte Fraktion	erste bis zur Mittelstufe getrocknete und erhitzte Fraktion	DRY|PART|MIDDLE_STAGE	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0037	chtar	chkar	1	1	1	chkar#GLOBAL	W3_SOLID_WORKING_THEORY	76	9	9	HOT|DRY|PART	HOT|DRY|PART	erste heiß getrocknete Fraktion	erste heiß getrocknete Fraktion	DRY|PART	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0038	chtar	choar	1	1	1	choar#GLOBAL	W2_PROVISIONAL_WORKING	48	2	2	DRY|PART|PREPARATION	DRY|PART|PREPARATION	Trockenansatz, Fraktion I	Trockenansatz, Fraktion I	DRY|PART	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0039	chtar	chtal	1	1	1	chtal#GLOBAL	W3_SOLID_WORKING_THEORY	61	6	5	COLD|DRY|MATERIAL|BEGIN_STAGE	COLD|DRY|MATERIAL|BEGIN_STAGE	Rohstoffklasse I, trocken-kalt am Gradanfang	Rohstoffklasse I, trocken-kalt am Gradanfang	DRY|PART	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0040	chtl	chal	1	1	1	chal#1	W2_PROVISIONAL_WORKING	46	2	2	DRY|MATERIAL|BEGIN_STAGE	DRY|MATERIAL|BEGIN_STAGE	trockenes Material I, Anfangsstufe	trockenes Material I, Anfangsstufe	DRY	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0041	chtl	chl	1	1	1	chl#GLOBAL	W3_SOLID_WORKING_THEORY	76	28	20	DRY|PROCESS	DRY|PROCESS	trocknen	trocknen	DRY	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0042	chtl	chol	1	1	1	chol#1	W3_SOLID_WORKING_THEORY	69	6	5	DRY	DRY	trocken	trocken	DRY	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0043	chtl	chtal	1	1	1	chtal#GLOBAL	W3_SOLID_WORKING_THEORY	61	6	5	COLD|DRY|MATERIAL|BEGIN_STAGE	COLD|DRY|MATERIAL|BEGIN_STAGE	Rohstoffklasse I, trocken-kalt am Gradanfang	Rohstoffklasse I, trocken-kalt am Gradanfang	DRY	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0044	chtl	chtol	1	1	1	chtol#GLOBAL	W3_SOLID_WORKING_THEORY	66	4	4	COLD|DRY|MATERIAL	COLD|DRY|MATERIAL	getrocknetes und abgekühltes Drogenmaterial	getrocknetes und abgekühltes Drogenmaterial	DRY	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0045	chtl	chty	1	1	1	chty#1	W2_PROVISIONAL_WORKING	48	2	2	COLD|DRY|BEGIN_STAGE	COLD|DRY|BEGIN_STAGE	trocken-kalt am Gradanfang	trocken-kalt am Gradanfang	DRY	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0046	dalaiin	akaiin	2	1	2	akaiin#GLOBAL	W2_PROVISIONAL_WORKING	48	2	2	HOT|AMOUNT|MATERIAL|LEVEL_III	HOT|AMOUNT|MATERIAL|LEVEL_III	heiße Rohstoffportion, Stufe III	heiße Rohstoffportion, Stufe III	MATERIAL	A2_DISTANCE2_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0047	dalaiin	daiiin	2	1	2	daiiin#GLOBAL	W2_PROVISIONAL_WORKING	55	17	17	NONE	NONE	Wertstufe IV	Wertstufe IV	MATERIAL	A2_DISTANCE2_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0048	dalaiin	daiin	2	1	2	daiin#V84_CORE	W2_PROVISIONAL_WORKING	42	7	7	LEVEL_III	LEVEL_III	Wert III	Wert III	MATERIAL	A2_DISTANCE2_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0049	dalaiin	dchaiin	2	1	2	dchaiin#GLOBAL	W2_PROVISIONAL_WORKING	56	3	3	DRY|MATERIAL|LEVEL_III	DRY|MATERIAL|LEVEL_III	abgemessene Trockendroge, Grad III	abgemessene Trockendroge, Grad III	MATERIAL	A2_DISTANCE2_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0050	dalaiin	doraiin	2	1	2	doraiin#GLOBAL	W2_PROVISIONAL_WORKING	46	1	1	AMOUNT|MATERIAL	AMOUNT|MATERIAL	drei abgemessene Drogenportionen	drei abgemessene Drogenportionen	MATERIAL	A2_DISTANCE2_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0051	dalaiin	olaiin	2	1	2	olaiin#GLOBAL	W3_SOLID_WORKING_THEORY	76	39	31	AMOUNT|MATERIAL	AMOUNT|MATERIAL	drei Portionen Drogenstoff	drei Portionen Drogenstoff	MATERIAL	A2_DISTANCE2_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0052	dalaiin	taraiin	2	1	2	taraiin#GLOBAL	W2_PROVISIONAL_WORKING	58	2	2	PART|MATERIAL	PART|MATERIAL	drei Teile der ersten gekühlten Drogenfraktion	drei Teile der ersten gekühlten Drogenfraktion	MATERIAL	A2_DISTANCE2_MULTIWHOLE_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0053	dcheeoy	dcheey	1	1	2	dcheey#1	W2_PROVISIONAL_WORKING	50	1	1	DRY|AMOUNT|PROCESS|END_STAGE	DRY|AMOUNT|PROCESS|END_STAGE	eine Portion vollständig trocknen und abschließen	eine Portion vollständig trocknen und abschließen	DRY|END_STAGE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0054	dcheeoy	cheedy	2	0	2	cheedy#GLOBAL	W3_SOLID_WORKING_THEORY	71	56	29	DRY|CLOSE|END_STAGE	DRY|CLOSE|END_STAGE	trocken am Ende des Grades, abgeschlossen	trocken am Ende des Grades, abgeschlossen	DRY|END_STAGE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0055	dcheeoy	cheeky	2	0	2	cheeky#GLOBAL	W3_SOLID_WORKING_THEORY	76	23	22	HOT|DRY|BEGIN_STAGE|END_STAGE	HOT|DRY|BEGIN_STAGE|END_STAGE	trocken am Gradende, dann heiß am Gradanfang	trocken am Gradende, dann heiß am Gradanfang	DRY|END_STAGE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0056	dcheeoy	cheeol	2	0	2	cheeol#GLOBAL	W3_SOLID_WORKING_THEORY	76	9	9	DRY|MATERIAL|END_STAGE	DRY|MATERIAL|END_STAGE	vollständig getrockneter Drogenstoff	vollständig getrockneter Drogenstoff	DRY|END_STAGE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0057	dcheeoy	cheeor	2	0	2	cheeor#GLOBAL	W3_SOLID_WORKING_THEORY	76	13	13	DRY|AMOUNT|MATERIAL|END_STAGE	DRY|AMOUNT|MATERIAL|END_STAGE	eine Portion vollständig getrocknete Droge	eine Portion vollständig getrocknete Droge	DRY|END_STAGE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0058	dcheeoy	cheey	2	0	2	cheey#1	W2_PROVISIONAL_WORKING	53	5	4	DRY|END_STAGE	DRY|END_STAGE	trocken am Ende des Grades	trocken am Ende des Grades	DRY|END_STAGE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0059	dcheeoy	dchedy	2	0	2	dchedy#1	W2_PROVISIONAL_WORKING	40	1	1	DRY|AMOUNT|CLOSE|END_STAGE	DRY|AMOUNT|CLOSE|END_STAGE	fertige abgemessene Trockenportion	fertige abgemessene Trockenportion	DRY|END_STAGE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0060	dcheeoy	dchey	2	0	2	dchey#1|dchey#2	W3_SOLID_WORKING_THEORY	79	9	9	DRY|AMOUNT|MIDDLE_STAGE	DRY|AMOUNT|PROCESS|CLOSE|MIDDLE_STAGE|END_STAGE	Eine abgemessene Portion bis zur Mittelstufe trocknen	Eine abgemessene Portion bis zur Mittelstufe trocknen || fertige abgemessene Mittelstufen-Trockenportion	DRY|END_STAGE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0061	dcheeoy	dsheey	2	0	2	dsheey#GLOBAL	W3_SOLID_WORKING_THEORY	71	7	7	MOIST|MATERIAL|END_STAGE	MOIST|MATERIAL|END_STAGE	abgemessene, vollständig angefeuchtete Droge	abgemessene, vollständig angefeuchtete Droge	DRY|END_STAGE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0062	dcheeoy	kcheey	2	0	2	kcheey#GLOBAL	W3_SOLID_WORKING_THEORY	61	4	3	HOT|DRY|END_STAGE	HOT|DRY|END_STAGE	heiß und trocken am Ende des Grades	heiß und trocken am Ende des Grades	DRY|END_STAGE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0063	dcheeoy	tcheey	2	0	2	tcheey#GLOBAL	W3_SOLID_WORKING_THEORY	61	6	6	COLD|DRY|END_STAGE	COLD|DRY|END_STAGE	kalt und trocken am Ende des Grades	kalt und trocken am Ende des Grades	DRY|END_STAGE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0064	dcheeoy	ycheedy	2	0	2	ycheedy#1	W2_PROVISIONAL_WORKING	54	1	1	DRY|PROCESS|END_STAGE	DRY|PROCESS|END_STAGE	hiervon bis zur Endstufe trocknen	hiervon bis zur Endstufe trocknen	DRY|END_STAGE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
G745-A0065	dcheeoy	ycheeo	2	0	2	ycheeo#GLOBAL	W3_SOLID_WORKING_THEORY	61	6	5	DRY|PREPARATION|PASS	DRY|PREPARATION|PASS	Eintrag: zweiter Trockenansatz	Eintrag: zweiter Trockenansatz	DRY|END_STAGE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	EXACT_WHOLE_EDIT_ANALOGY_ONLY	0	0
