gdt745_card_id	candidate_surface	gdt744_field_slot_role	analogy_functional_class	next_working_meaning_de	analogy_confidence_level	analogy_consensus_axes	analogy_rival_axes	analogy_neighbor_surfaces	analogy_nearest_glosses_de	cache_occurrences	cache_pages	reader_exact_occurrences	reader_exact_pages	gdt744_seed_channels	gdt744_all_field_channel_counts	gdt744_cross_field_specific_role_conflict	positive_evidence	counterevidence	renderer_scope	literal_identity	confirmed_lexeme	component_export_credit
G745-C011	oteeos	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	QUALIFIED_MATERIAL_OR_PREPARATION_WHOLE	Kaltansatz oder Kaltcharge; zweite gegen mittlere Stufe offen	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	COLD|PREPARATION	AMOUNT|PASS|MIDDLE_STAGE	oteeo|oteos	oteeo=zweiter Kaltansatz || oteos=Kaltansatz-Charge auf mittlerer Stufe	4	4	3	3	DESCRIPTIVE_MATERIA	DESCRIPTIVE_MATERIA:1	0	GDT744 seed=DESCRIPTIVE_MATERIA; external exact informative=0; selected support pages=1; external signatures=0; anchor wholes=none	reader-variant occurrences=1; external exact open contexts=2; competing specific roles=NONE; role is inferred from neighboring working cards, not from the surface itself	EXACT_WHOLE_ROLE_CARD_ONLY_NO_LITERAL_SUBSTANCE	OPEN	0	0
G745-C012	chtar	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	QUALITY_OR_STATE_WHOLE	trockene Teil-/Fraktion; Rohstoff- oder Ansatzträger offen	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	DRY|PART	HOT|COLD|MATERIAL|PREPARATION|BEGIN_STAGE	chkar|choar|chtal	chkar=erste heiß getrocknete Fraktion || choar=Trockenansatz, Fraktion I || chtal=Rohstoffklasse I, trocken-kalt am Gradanfang	3	3	3	3	DESCRIPTIVE_QUALITY	DESCRIPTIVE_QUALITY:1	0	GDT744 seed=DESCRIPTIVE_QUALITY; external exact informative=0; selected support pages=1; external signatures=0; anchor wholes=none	reader-variant occurrences=0; external exact open contexts=2; competing specific roles=NONE; role is inferred from neighboring working cards, not from the surface itself	EXACT_WHOLE_ROLE_CARD_ONLY_NO_LITERAL_SUBSTANCE	OPEN	0	0
G745-C013	chckh	INGREDIENT_OR_PROCESS_COMPLEMENT	QUALIFIED_MATERIAL_OR_PREPARATION_WHOLE	trockenes Kompositum oder trockene Mischung	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	DRY|PREPARATION	MATERIAL|CLOSE|BEGIN_STAGE|END_STAGE	chckhd|chckhy|chcth	chckhd=trockenes Arzneikompositum, abgeschlossen || chckhy=trockene Mischung, Anfangsstufe || chcth=getrocknete Pflanzendroge	2	2	2	2	PRESCRIPTIVE_PROCESS	PRESCRIPTIVE_PROCESS:1	0	GDT744 seed=PRESCRIPTIVE_PROCESS; external exact informative=0; selected support pages=1; external signatures=0; anchor wholes=none	reader-variant occurrences=0; external exact open contexts=1; competing specific roles=NONE; role is inferred from neighboring working cards, not from the surface itself	EXACT_WHOLE_ROLE_CARD_ONLY_NO_LITERAL_SUBSTANCE	OPEN	0	0
G745-C014	qokeechy	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	QUALITY_OR_STATE_WHOLE	heißer End-/Vollzustand; Trocknung gegen Befeuchtung offen	A2_DISTANCE2_MULTIWHOLE_CONSENSUS	HOT|END_STAGE	DRY|MOIST|PREPARATION|PROCESS|CLOSE|LEVEL_III	okeeshy|qokechdy|qokeedy|qokeeedy|qokeeody|qokeey	okeeshy=heißer, vollständig angefeuchteter Ansatz || qokechdy=erhitze und trockne bis zum Abschluss || qokeedy=heiß am Ende des Grades || qokeeedy=heißer Zustand, Bindungsstufe III || qokeeody=vollständig ausgekochter Ansatz || qokeey=heiß am Ende des Grades	5	5	5	5	DESCRIPTIVE_QUALITY	DESCRIPTIVE_QUALITY:1	0	GDT744 seed=DESCRIPTIVE_QUALITY; external exact informative=0; selected support pages=1; external signatures=0; anchor wholes=none	reader-variant occurrences=0; external exact open contexts=4; competing specific roles=NONE; role is inferred from neighboring working cards, not from the surface itself	EXACT_WHOLE_ROLE_CARD_ONLY_NO_LITERAL_SUBSTANCE	OPEN	0	0
G745-C015	qoeedaiin	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	QUANTITY_OR_PART_WHOLE	drei Portionen eines vollständig bereiteten Ansatzes abmessen	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	AMOUNT|PROCESS|END_STAGE	HOT|PART|PREPARATION	oeedaiin|oteedaiin|qokeeaiin|qokeedain	oeedaiin=drei Portionen vollständig bereiteten Ansatzes	4	4	2	2	DESCRIPTIVE_MATERIA	DESCRIPTIVE_MATERIA:1	0	GDT744 seed=DESCRIPTIVE_MATERIA; external exact informative=0; selected support pages=1; external signatures=0; anchor wholes=none	reader-variant occurrences=2; external exact open contexts=1; competing specific roles=NONE; role is inferred from neighboring working cards, not from the surface itself	EXACT_WHOLE_ROLE_CARD_ONLY_NO_LITERAL_SUBSTANCE	OPEN	0	0
G745-C016	chepchy	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	QUALIFIED_MATERIAL_OR_PREPARATION_WHOLE	trockene Zubereitung in Grundform; kalt gegen heiß offen	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	DRY|PREPARATION	HOT|COLD|MATERIAL|PROCESS|PASS|BEGIN_STAGE	chetchy|checkhy|checthy|cheockhy|cheocthy|chkchy|chochy|chokchy|chotchy|chtchy	chetchy=getrocknete Droge; kalt-trocken, Grundform	2	2	2	2	DESCRIPTIVE_QUALITY	DESCRIPTIVE_QUALITY:1	0	GDT744 seed=DESCRIPTIVE_QUALITY; external exact informative=0; selected support pages=1; external signatures=0; anchor wholes=none	reader-variant occurrences=0; external exact open contexts=1; competing specific roles=NONE; role is inferred from neighboring working cards, not from the surface itself	EXACT_WHOLE_ROLE_CARD_ONLY_NO_LITERAL_SUBSTANCE	OPEN	0	0
G745-C017	odeeey	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	MATERIAL_OR_PREPARATION_WHOLE	Ansatz/Zubereitung der letzten oder vollständigen Stufe; Kühlung als stärkste Einzelanalogie	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	PREPARATION	HOT|COLD|AMOUNT|PROCESS|CLOSE|PASS|END_STAGE	oteeey|deey|oeees|okeedy|okeey|osheey|oteedy|oteey|qeeey	oteeey=Ansatz bis zur letzten Stufe abkühlen und abschließen	2	2	2	2	DESCRIPTIVE_QUALITY	DESCRIPTIVE_QUALITY:1	0	GDT744 seed=DESCRIPTIVE_QUALITY; external exact informative=0; selected support pages=1; external signatures=0; anchor wholes=none	reader-variant occurrences=0; external exact open contexts=1; competing specific roles=NONE; role is inferred from neighboring working cards, not from the surface itself	EXACT_WHOLE_ROLE_CARD_ONLY_NO_LITERAL_SUBSTANCE	OPEN	0	0
G745-C018	okalor	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	QUALIFIED_MATERIAL_OR_PREPARATION_WHOLE	Ansatz-/Stoffportion aus Rohstoff I; heiß dominiert, kalt bleibt direkter Rivale	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	HOT|MATERIAL|PREPARATION	COLD|DRY|AMOUNT|PART|PROCESS|BEGIN_STAGE|MIDDLE_STAGE	otalor|dalor|kalol|okair|okal|okaly|okar|okarol|okchor|okeor|okor	otalor=kalte Ansatzportion aus Rohstoff I	2	2	2	2	DESCRIPTIVE_MATERIA	DESCRIPTIVE_MATERIA:1	0	GDT744 seed=DESCRIPTIVE_MATERIA; external exact informative=0; selected support pages=1; external signatures=0; anchor wholes=none	reader-variant occurrences=0; external exact open contexts=1; competing specific roles=NONE; role is inferred from neighboring working cards, not from the surface itself	EXACT_WHOLE_ROLE_CARD_ONLY_NO_LITERAL_SUBSTANCE	OPEN	0	0
G745-C019	qokeain	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	QUALITY_OR_STATE_WHOLE	heiß, Stufe II	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	HOT	COLD|AMOUNT|PART|MATERIAL|PREPARATION|PROCESS|MIDDLE_STAGE|END_STAGE|LEVEL_II|LEVEL_III	qokain|okain|qoain|qodain|qokaiin|qokair|qokan|qokeal|qokeeaiin|qokeedain|qolain|qotain	qokain=heiß, Grad II	2	2	2	2	DESCRIPTIVE_MATERIA	DESCRIPTIVE_MATERIA:1	0	GDT744 seed=DESCRIPTIVE_MATERIA; external exact informative=0; selected support pages=1; external signatures=0; anchor wholes=none	reader-variant occurrences=0; external exact open contexts=1; competing specific roles=NONE; role is inferred from neighboring working cards, not from the surface itself	EXACT_WHOLE_ROLE_CARD_ONLY_NO_LITERAL_SUBSTANCE	OPEN	0	0
G745-C020	dalaiin	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	MATERIAL_OR_PREPARATION_WHOLE	Materialeintrag mit Zahlen-/Stufenbezug; III gegen IV offen	A2_DISTANCE2_MULTIWHOLE_CONSENSUS	MATERIAL	HOT|DRY|AMOUNT|PART|LEVEL_III	akaiin|daiiin|daiin|dchaiin|doraiin|olaiin|taraiin	akaiin=heiße Rohstoffportion, Stufe III || daiiin=Wertstufe IV || daiin=Wert III || dchaiin=abgemessene Trockendroge, Grad III || doraiin=drei abgemessene Drogenportionen || olaiin=drei Portionen Drogenstoff || taraiin=drei Teile der ersten gekühlten Drogenfraktion	2	2	1	1	DESCRIPTIVE_QUALITY	DESCRIPTIVE_QUALITY:1	0	GDT744 seed=DESCRIPTIVE_QUALITY; external exact informative=0; selected support pages=1; external signatures=0; anchor wholes=none	reader-variant occurrences=1; external exact open contexts=0; competing specific roles=NONE; role is inferred from neighboring working cards, not from the surface itself	EXACT_WHOLE_ROLE_CARD_ONLY_NO_LITERAL_SUBSTANCE	OPEN	0	0
G745-C021	olky	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	MIXED_OR_OPEN_WHOLE	erhitzte Stoffform oder Abseih-/Abschlussform; unentschieden	A1_MIXED_NEIGHBORHOOD	NONE	HOT|MATERIAL|PREPARATION|PROCESS|CLOSE|BEGIN_STAGE|END_STAGE	oky|oldy|oly|qolky	oky=heißer Ansatz am Anfang des Grades || oldy=fertiger, abgeseihter Auszug || oly=abseihen || qolky=leicht erhitzten Drogenstoff hinzugeben	20	14	17	12	DESCRIPTIVE_QUALITY	DESCRIPTIVE_QUALITY:1	0	GDT744 seed=DESCRIPTIVE_QUALITY; external exact informative=0; selected support pages=1; external signatures=0; anchor wholes=none	reader-variant occurrences=3; external exact open contexts=16; competing specific roles=NONE; role is inferred from neighboring working cards, not from the surface itself	EXACT_WHOLE_ROLE_CARD_ONLY_NO_LITERAL_SUBSTANCE	OPEN	0	0
G745-C022	oeedy	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	MIXED_OR_OPEN_WHOLE	abgeschlossener Qualitätszustand; heiß gegen kalt und Mittel gegen Ende offen	A1_MIXED_NEIGHBORHOOD	NONE	HOT|COLD|AMOUNT|PREPARATION|CLOSE|MIDDLE_STAGE|END_STAGE	keedy|okedy|okeedy|otedy|oteedy|qoeedy|teedy	keedy=heiß am Ende des Grades, abgeschlossen || okedy=heißer Ansatz, Mittelstufe erreicht || okeedy=heißer Ansatz am Ende des Grades, abgeschlossen || otedy=kalter Ansatz, Mittelstufe erreicht || oteedy=kalter Ansatz am Ende des Grades || qoeedy=nimm die Endportion hinzu || teedy=kalt am Ende des Grades, abgeschlossen	6	5	5	4	DESCRIPTIVE_MATERIA	DESCRIPTIVE_MATERIA:1	0	GDT744 seed=DESCRIPTIVE_MATERIA; external exact informative=0; selected support pages=1; external signatures=0; anchor wholes=none	reader-variant occurrences=1; external exact open contexts=4; competing specific roles=NONE; role is inferred from neighboring working cards, not from the surface itself	EXACT_WHOLE_ROLE_CARD_ONLY_NO_LITERAL_SUBSTANCE	OPEN	0	0
