membership_id	candidate_surface	page	locus	candidate_ordinal	gdt744_field_id	gdt744_target_surface	gdt744_target_ordinal	field_channel	field_role_family	field_confidence_tier	template_backed_field_reading	strong_anchor_count	strong_anchor_evidence	gdt744_seed_membership	gdt744_seed_candidate_id	literal_identity	component_export_credit
G745-M011	cheetar	f104v	f104v.13	9	G744-F0025	lkaiin	8	PRESCRIPTIVE_RECIPE	INGREDIENT_OR_PROCESS_COMPLEMENT	F2_RECURRENT_TEMPLATE_PARTIAL_CONTEXT	1	2	L4 qokeol=erhitze den Drogenstoff bis zur Mittelstufe [HOT|MATERIAL|PROCESS|VALUE;W3_SOLID_WORKING_THEORY] || L1 cheo=trocken angesetzte Zubereitung [DRY|PREPARATION;W3_SOLID_WORKING_THEORY]	1	G744-U010	OPEN	0
G745-M012	oteeol	f105r	f105r.15	9	G744-F0026	lkaiin	7	DESCRIPTIVE_MATERIA	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	F2_RECURRENT_TEMPLATE_PARTIAL_CONTEXT	1	2	R1 okeeol=vollständig erhitzter Ansatzstoff [HOT|MATERIAL|PREPARATION;W3_SOLID_WORKING_THEORY] || R5 aral=Rohdrogenfraktion I [MATERIAL|PART;W3_SOLID_WORKING_THEORY]	1	G744-U011	OPEN	0
G745-M013	okairody	f105v	f105v.7	6	G744-F0027	lkaiin	2	PRESCRIPTIVE_RECIPE	INGREDIENT_OR_PROCESS_COMPLEMENT	F3_RECURRENT_COMPLETE_CONTEXT	1	1	L1 ycheeo=Eintrag: zweiter Trockenansatz [DRY|PASS|PREPARATION;W3_SOLID_WORKING_THEORY]	1	G744-U012	OPEN	0
G745-M014	sheees	f107r	f107r.28	5	G744-F0034	lkaiin	9	DESCRIPTIVE_QUALITY	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	F2_RECURRENT_TEMPLATE_PARTIAL_CONTEXT	1	1	L5 cholor=trockene Zutat [DRY;W3_SOLID_WORKING_THEORY]	1	G744-U013	OPEN	0
G745-M015	chtl	f107r	f107r.49	6	G744-F0037	lkaiin	7	DESCRIPTIVE_MATERIA	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	F3_RECURRENT_COMPLETE_CONTEXT	1	2	L2 okair=heiße Drogenfraktion II im Ansatz [HOT|MATERIAL|PART|PREPARATION;W3_SOLID_WORKING_THEORY] || R1 okair=heiße Drogenfraktion II im Ansatz [HOT|MATERIAL|PART|PREPARATION;W3_SOLID_WORKING_THEORY]	1	G744-U014	OPEN	0
G745-M016	chtl	f107r	f107r.49	9	G744-F0037	lkaiin	7	DESCRIPTIVE_MATERIA	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	F3_RECURRENT_COMPLETE_CONTEXT	1	2	L2 okair=heiße Drogenfraktion II im Ansatz [HOT|MATERIAL|PART|PREPARATION;W3_SOLID_WORKING_THEORY] || R1 okair=heiße Drogenfraktion II im Ansatz [HOT|MATERIAL|PART|PREPARATION;W3_SOLID_WORKING_THEORY]	1	G744-U015	OPEN	0
G745-M017	tarairy	f107v	f107v.15	9	G744-F0040	lkaiin	4	DESCRIPTIVE_MATERIA	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	F2_RECURRENT_TEMPLATE_PARTIAL_CONTEXT	1	1	R2 chkal=Rohstoffklasse I, trocken-heiß am Gradanfang [DRY|HOT|MATERIAL|VALUE;W3_SOLID_WORKING_THEORY]	1	G744-U016	OPEN	0
G745-M018	okeeody	f104r	f104r.13	8	G744-F0062	lkain	5	DESCRIPTIVE_MATERIA	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	F3_RECURRENT_COMPLETE_CONTEXT	1	2	L3 qodain=Qualitätsgrad II [VALUE;W2_PROVISIONAL_WORKING] || L2 chokar=erste heiß getrocknete Ansatzfraktion [DRY|HOT|PART|PREPARATION;W3_SOLID_WORKING_THEORY]	1	G744-U017	OPEN	0
G745-M019	cheear	f107r	f107r.39	5	G744-F0065	lkain	9	DESCRIPTIVE_MATERIA	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	F2_RECURRENT_TEMPLATE_PARTIAL_CONTEXT	1	1	L1 cho=Trockenansatz [DRY|PREPARATION;W2_PROVISIONAL_WORKING]	1	G744-U018	OPEN	0
G745-M020	kchekain	f107r	f107r.39	4	G744-F0065	lkain	9	DESCRIPTIVE_MATERIA	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	F2_RECURRENT_TEMPLATE_PARTIAL_CONTEXT	1	1	L1 cho=Trockenansatz [DRY|PREPARATION;W2_PROVISIONAL_WORKING]	1	G744-U019	OPEN	0
G745-M021	oeedy	f107r	f107r.39	11	G744-F0065	lkain	9	DESCRIPTIVE_MATERIA	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	F2_RECURRENT_TEMPLATE_PARTIAL_CONTEXT	1	1	L1 cho=Trockenansatz [DRY|PREPARATION;W2_PROVISIONAL_WORKING]	1	G744-U020	OPEN	0
G745-M022	ykeeey	f111v	f111v.40	1	G744-F0075	lkain	2	PRESCRIPTIVE_RECIPE	INGREDIENT_OR_PROCESS_COMPLEMENT	F3_RECURRENT_COMPLETE_CONTEXT	1	3	R2 chokain=erhitze den Trockenansatz auf Stufe II [DRY|HOT|PREPARATION|PROCESS|VALUE;W3_SOLID_WORKING_THEORY] || R3 chckhal=trockenes Arzneikompositum, Rohstoffform I [DRY|MATERIAL|PREPARATION;W3_SOLID_WORKING_THEORY] || R4 sheckhedy=feuchtes Arzneikompositum in der Gradmitte, abgeschlossen [CLOSE|MOIST|PREPARATION|VALUE;W3_SOLID_WORKING_THEORY]	1	G744-U021	OPEN	0
G745-M023	chckh	f76r	f76r.17	2	G744-F0084	lkain	6	PRESCRIPTIVE_PROCESS	INGREDIENT_OR_PROCESS_COMPLEMENT	F2_RECURRENT_TEMPLATE_PARTIAL_CONTEXT	1	1	L2 qeeey=die vorstehende Behandlung bis zur letzten Stufe führen und abschließen [PASS|VALUE;W2_PROVISIONAL_WORKING]	1	G744-U022	OPEN	0
G745-M024	okalor	f103r	f103r.5	8	G744-F0088	lkar	6	DESCRIPTIVE_MATERIA	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	F3_RECURRENT_COMPLETE_CONTEXT	1	2	L2 oteey=kalter Ansatz am Ende des Grades [COLD|PREPARATION|VALUE;W3_SOLID_WORKING_THEORY] || L1 qokey=heiß in der Mitte des Grades [HOT|VALUE;W3_SOLID_WORKING_THEORY]	1	G744-U023	OPEN	0
G745-M025	dcheeoy	f104v	f104v.18	1	G744-F0092	lkar	4	DESCRIPTIVE_QUALITY	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	F3_RECURRENT_COMPLETE_CONTEXT	1	1	R1 ytaiin=Eintrag: kalt, Stufe III [COLD|VALUE;W3_SOLID_WORKING_THEORY]	1	G744-U024	OPEN	0
G745-M026	chtar	f111r	f111r.30	4	G744-F0100	lkar	7	DESCRIPTIVE_QUALITY	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	F2_RECURRENT_TEMPLATE_PARTIAL_CONTEXT	1	1	L4 qotchey=kalt und trocken in der Mitte des Grades [COLD|DRY|VALUE;W3_SOLID_WORKING_THEORY]	1	G744-U025	OPEN	0
G745-M027	qokeechy	f111r	f111r.30	2	G744-F0100	lkar	7	DESCRIPTIVE_QUALITY	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	F2_RECURRENT_TEMPLATE_PARTIAL_CONTEXT	1	1	L4 qotchey=kalt und trocken in der Mitte des Grades [COLD|DRY|VALUE;W3_SOLID_WORKING_THEORY]	1	G744-U026	OPEN	0
G745-M028	cheeey	f113r	f113r.43	8	G744-F0103	lkar	3	OPEN	OPEN	F0_OPEN	0	0	NONE	0	NONE	OPEN	0
G745-M029	qochey	f86v3	f86v3.20	6	G744-F0113	lkar	8	QUANTITY_OR_PART	QUANTITY_REFERENT_OR_PART_NAME	F3_RECURRENT_COMPLETE_CONTEXT	1	1	R1 ary=Drogenfraktion I, abgeschlossen [CLOSE|MATERIAL|PART;W3_SOLID_WORKING_THEORY]	1	G744-U027	OPEN	0
G745-M030	ykeeody	f86v3	f86v3.20	5	G744-F0113	lkar	8	QUANTITY_OR_PART	QUANTITY_REFERENT_OR_PART_NAME	F3_RECURRENT_COMPLETE_CONTEXT	1	1	R1 ary=Drogenfraktion I, abgeschlossen [CLOSE|MATERIAL|PART;W3_SOLID_WORKING_THEORY]	1	G744-U028	OPEN	0
G745-M031	dsheedy	f77v	f77v.29	5	G744-F0127	pcheol	6	QUANTITY_OR_PART	QUANTITY_REFERENT_OR_PART_NAME	F3_RECURRENT_COMPLETE_CONTEXT	1	1	L3 daly=abgewogener Rohstoffposten I, Grundform [AMOUNT|MATERIAL;W2_PROVISIONAL_WORKING]	1	G744-U029	OPEN	0
G745-M032	adchey	f103r	f103r.8	9	G744-F0131	rain	5	DESCRIPTIVE_MATERIA	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	F2_RECURRENT_TEMPLATE_PARTIAL_CONTEXT	1	1	L1 okey=heißer Ansatz in der Mitte des Grades [HOT|PREPARATION|VALUE;W3_SOLID_WORKING_THEORY]	1	G744-U030	OPEN	0
G745-M033	qototeeey	f115r	f115r.11	7	G744-F0135	rain	8	DESCRIPTIVE_MATERIA	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	F3_RECURRENT_COMPLETE_CONTEXT	1	3	R1 cheo=trocken angesetzte Zubereitung [DRY|PREPARATION;W3_SOLID_WORKING_THEORY] || R2 chkain=trocken-heiß, Stufe II [DRY|HOT|VALUE;W3_SOLID_WORKING_THEORY] || R3 cho=Trockenansatz [DRY|PREPARATION;W2_PROVISIONAL_WORKING]	1	G744-U031	OPEN	0
G745-M034	chetar	f116r	f116r.19	4	G744-F0138	rain	9	DESCRIPTIVE_MATERIA	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	F2_RECURRENT_TEMPLATE_PARTIAL_CONTEXT	1	1	R1 otey=kalter Ansatz in der Mitte des Grades [COLD|PREPARATION|VALUE;W3_SOLID_WORKING_THEORY]	1	G744-U032	OPEN	0
G745-M035	qokeain	f111r	f111r.52	6	G744-F0160	sain	8	DESCRIPTIVE_MATERIA	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	F2_RECURRENT_TEMPLATE_PARTIAL_CONTEXT	1	2	L5 qokeey=heiß am Ende des Grades [HOT|VALUE;W3_SOLID_WORKING_THEORY] || L3 sheal=Rohstoffklasse I, feucht in der Gradmitte [MATERIAL|MOIST|VALUE;W3_SOLID_WORKING_THEORY]	1	G744-U033	OPEN	0
G745-M036	alom	f111r	f111r.52	12	G744-F0160	sain	8	DESCRIPTIVE_MATERIA	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	F2_RECURRENT_TEMPLATE_PARTIAL_CONTEXT	1	2	L5 qokeey=heiß am Ende des Grades [HOT|VALUE;W3_SOLID_WORKING_THEORY] || L3 sheal=Rohstoffklasse I, feucht in der Gradmitte [MATERIAL|MOIST|VALUE;W3_SOLID_WORKING_THEORY]	1	G744-U034	OPEN	0
G745-M037	cheeey	f113r	f113r.49	2	G744-F0169	sain	1	DESCRIPTIVE_MATERIA	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	F3_RECURRENT_COMPLETE_CONTEXT	1	3	R2 cheo=trocken angesetzte Zubereitung [DRY|PREPARATION;W3_SOLID_WORKING_THEORY] || R3 kcheey=heiß und trocken am Ende des Grades [DRY|HOT|VALUE;W3_SOLID_WORKING_THEORY] || R4 qokeey=heiß am Ende des Grades [HOT|VALUE;W3_SOLID_WORKING_THEORY]	1	G744-U035	OPEN	0
G745-M038	qoeedaiin	f114r	f114r.36	6	G744-F0170	sain	8	DESCRIPTIVE_MATERIA	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	F2_RECURRENT_TEMPLATE_PARTIAL_CONTEXT	1	1	R1 otchedy=kalt-trockener Ansatz in der Mitte des Grades, abgeschlossen [CLOSE|COLD|DRY|PREPARATION|VALUE;W3_SOLID_WORKING_THEORY]	1	G744-U036	OPEN	0
G745-M039	ykeodaiin	f114r	f114r.36	5	G744-F0170	sain	8	DESCRIPTIVE_MATERIA	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	F2_RECURRENT_TEMPLATE_PARTIAL_CONTEXT	1	1	R1 otchedy=kalt-trockener Ansatz in der Mitte des Grades, abgeschlossen [CLOSE|COLD|DRY|PREPARATION|VALUE;W3_SOLID_WORKING_THEORY]	1	G744-U037	OPEN	0
G745-M040	olky	f76r	f76r.30	10	G744-F0178	sain	11	DESCRIPTIVE_QUALITY	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	F2_RECURRENT_TEMPLATE_PARTIAL_CONTEXT	1	1	L5 qokey=heiß in der Mitte des Grades [HOT|VALUE;W3_SOLID_WORKING_THEORY]	1	G744-U038	OPEN	0
G745-M041	dalaiin	f76r	f76r.30	7	G744-F0178	sain	11	DESCRIPTIVE_QUALITY	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	F2_RECURRENT_TEMPLATE_PARTIAL_CONTEXT	1	1	L5 qokey=heiß in der Mitte des Grades [HOT|VALUE;W3_SOLID_WORKING_THEORY]	1	G744-U039	OPEN	0
G745-M042	sheeol	f77r	f77r.14	3	G744-F0183	sain	2	DESCRIPTIVE_QUALITY	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	F3_RECURRENT_COMPLETE_CONTEXT	1	1	R2 qoteedy=kalt am Ende des Grades, abgeschlossen [CLOSE|COLD|VALUE;W3_SOLID_WORKING_THEORY]	1	G744-U040	OPEN	0
G745-M043	ytapy	f86v3	f86v3.7	3	G744-F0198	sain	1	DESCRIPTIVE_QUALITY	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	F2_RECURRENT_TEMPLATE_PARTIAL_CONTEXT	1	1	R1 ytaiin=Eintrag: kalt, Stufe III [COLD|VALUE;W3_SOLID_WORKING_THEORY]	1	G744-U041	OPEN	0
G745-M044	odeeey	f86v3	f86v3.7	4	G744-F0198	sain	1	DESCRIPTIVE_QUALITY	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	F2_RECURRENT_TEMPLATE_PARTIAL_CONTEXT	1	1	R1 ytaiin=Eintrag: kalt, Stufe III [COLD|VALUE;W3_SOLID_WORKING_THEORY]	1	G744-U042	OPEN	0
