gdt745_occurrence_id	cell_id	page	physical_folio	locus	candidate_ordinal	candidate_surface	candidate_reader_exact	section	language	hand	line_position	line_token_count	gdt744_seed_occurrence	gdt744_seed_field_ids	gdt744_seed_channels	gdt744_seed_slot_classes	external_to_gdt744_seed	left_extent	right_extent	bounded_span_tokens	left_boundary_reason	right_boundary_reason	boundary_complete	strong_anchor_count	strong_anchor_surfaces	strong_anchor_tags	strong_anchor_signature	strong_anchor_evidence	w3_anchor_count	w3_anchor_signature	w3_context_channel	context_channel	context_role_family	context_informative	quality_conflict	eva_context	safe_context_render_de	literal_identity	confirmed_lexeme	component_export_credit	unseen_form_export
G745-O012	G733-C01146	f103r	f103	f103r.9	1	oteeos	1	S	B	3	FIRST	14	1	G744-F0019	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	0	0	5	5	LINE_EDGE_AFTER_R0	RADIUS5_CENSORED	0	0	NONE	NONE	NONE	NONE	0	NONE	OPEN	OPEN	OPEN	0	0	⟦oteeos⟧ ar cheal okeey shey lkaiin	⟦oteeos: offene Inhaltsform⟧; [ar:?]; [cheal:?]; [okeey:?]; [shey:?]; [lkaiin:?]	OPEN	0	0	0
G745-O013	G733-C01270	f103v	f103	f103v.19	5	cheeey	1	S	B	3	MIDDLE	7	0	NONE	NONE	NONE	1	4	2	6	LINE_EDGE_AFTER_R4	LINE_EDGE_AFTER_R2	1	0	NONE	NONE	NONE	NONE	0	NONE	OPEN	OPEN	OPEN	0	0	daiin chey lkeey chalkar ⟦cheeey⟧ l chealainor	[daiin:?]; [chey:?]; [lkeey:?]; [chalkar:?]; ⟦cheeey: offene Inhaltsform⟧; [l:?]; [chealainor:?]	OPEN	0	0	0
G745-O014	G733-C01662	f104r	f104	f104r.13	8	okeeody	1	S	B	3	MIDDLE	10	1	G744-F0062	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	0	5	2	7	RADIUS5_CENSORED	CURRENT_CLOSE_INCLUDED_R2	0	0	NONE	NONE	NONE	NONE	0	NONE	OPEN	OPEN	OPEN	0	0	chokar okcho lkain okar cheody ⟦okeeody⟧ qodam chdy	[chokar:?]; [okcho:?]; [lkain:?]; [okar:?]; [cheody:?]; ⟦okeeody: offene Inhaltsform⟧; [qodam:?]; [chdy:?]	OPEN	0	0	0
G745-O015	G733-C01747	f104r	f104	f104r.21	1	dsheedy	1	S	B	3	FIRST	5	0	NONE	NONE	NONE	1	0	4	4	LINE_EDGE_AFTER_R0	LINE_EDGE_AFTER_R4	1	0	NONE	NONE	NONE	NONE	0	NONE	OPEN	OPEN	OPEN	0	0	⟦dsheedy⟧ qokaiin chear olkchedy charaiin	⟦dsheedy: offene Inhaltsform⟧; [qokaiin:?]; [chear:?]; [olkchedy:?]; [charaiin:?]	OPEN	0	0	0
G745-O016	G733-C01780	f104r	f104	f104r.24	4	okechol	1	S	B	3	MIDDLE	10	1	G744-F0021	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	0	3	5	8	LINE_EDGE_AFTER_R3	RADIUS5_CENSORED	0	0	NONE	NONE	NONE	NONE	0	NONE	OPEN	OPEN	OPEN	0	0	daiin char qotal ⟦okechol⟧ olkeeor olkeeodal lkaiin chal keeedy	[daiin:?]; [char:?]; [qotal:?]; ⟦okechol: offene Inhaltsform⟧; [olkeeor:?]; [olkeeodal:?]; [lkaiin:?]; [chal:?]; [keeedy:?]	OPEN	0	0	0
G745-O017	G733-C01781	f104r	f104	f104r.24	5	olkeeor	1	S	B	3	MIDDLE	10	1	G744-F0021	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	0	4	5	9	LINE_EDGE_AFTER_R4	RADIUS5_CENSORED	0	0	NONE	NONE	NONE	NONE	0	NONE	OPEN	OPEN	OPEN	0	0	daiin char qotal okechol ⟦olkeeor⟧ olkeeodal lkaiin chal keeedy qokam	[daiin:?]; [char:?]; [qotal:?]; [okechol:?]; ⟦olkeeor: offene Inhaltsform⟧; [olkeeodal:?]; [lkaiin:?]; [chal:?]; [keeedy:?]; [qokam:?]	OPEN	0	0	0
G745-O018	G733-C01873	f104r	f104	f104r.32	4	otechshy	1	S	B	3	MIDDLE	11	1	G744-F0022	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	0	3	5	8	LINE_EDGE_AFTER_R3	RADIUS5_CENSORED	0	0	NONE	NONE	NONE	NONE	0	NONE	OPEN	OPEN	OPEN	0	0	ysheeody qocth okshey ⟦otechshy⟧ cheol kaiin shoda lkaiin cheodain	[ysheeody:?]; [qocth:?]; [okshey:?]; ⟦otechshy: offene Inhaltsform⟧; [cheol:?]; [kaiin:?]; [shoda:?]; [lkaiin:?]; [cheodain:?]	OPEN	0	0	0
G745-O019	G733-C01876	f104r	f104	f104r.32	7	shoda	1	S	B	3	MIDDLE	11	1	G744-F0022	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	0	5	4	9	RADIUS5_CENSORED	LINE_EDGE_AFTER_R4	0	0	NONE	NONE	NONE	NONE	0	NONE	OPEN	OPEN	OPEN	0	0	qocth okshey otechshy cheol kaiin ⟦shoda⟧ lkaiin cheodain qokar alchd	[qocth:?]; [okshey:?]; [otechshy:?]; [cheol:?]; [kaiin:?]; ⟦shoda: offene Inhaltsform⟧; [lkaiin:?]; [cheodain:?]; [qokar:?]; [alchd:?]	OPEN	0	0	0
G745-O020	G733-C01880	f104r	f104	f104r.32	11	alchd	1	S	B	3	LAST	11	1	G744-F0022	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	0	5	0	5	RADIUS5_CENSORED	LINE_EDGE_AFTER_R0	0	0	NONE	NONE	NONE	NONE	0	NONE	OPEN	OPEN	OPEN	0	0	kaiin shoda lkaiin cheodain qokar ⟦alchd⟧	[kaiin:?]; [shoda:?]; [lkaiin:?]; [cheodain:?]; [qokar:?]; ⟦alchd: offene Inhaltsform⟧	OPEN	0	0	0
G745-O021	G733-C01991	f104r	f104	f104r.44	3	qoeedaiin	1	S	B	3	MIDDLE	10	0	NONE	NONE	NONE	1	2	5	7	LINE_EDGE_AFTER_R2	RADIUS5_CENSORED	0	0	NONE	NONE	NONE	NONE	0	NONE	OPEN	OPEN	OPEN	0	0	okcheochy cheey ⟦qoeedaiin⟧ qokeey ar cheol olkair qokaiin	[okcheochy:?]; [cheey:?]; ⟦qoeedaiin: offene Inhaltsform⟧; [qokeey:?]; [ar:?]; [cheol:?]; [olkair:?]; [qokaiin:?]	OPEN	0	0	0
G745-O022	G733-C02109	f104v	f104	f104v.13	3	qoeechdy	1	S	B	3	MIDDLE	11	1	G744-F0025	PRESCRIPTIVE_RECIPE	INGREDIENT_OR_COMMAND_CONTENT	0	2	5	7	LINE_EDGE_AFTER_R2	RADIUS5_CENSORED	0	0	NONE	NONE	NONE	NONE	0	NONE	OPEN	OPEN	OPEN	0	0	ycheol cheody ⟦qoeechdy⟧ qokeol qotaiin chedar cheo lkaiin	[ycheol:?]; [cheody:?]; ⟦qoeechdy: offene Inhaltsform⟧; [qokeol:?]; [qotaiin:?]; [chedar:?]; [cheo:?]; [lkaiin:?]	OPEN	0	0	0
G745-O023	G733-C02115	f104v	f104	f104v.13	9	cheetar	1	S	B	3	MIDDLE	11	1	G744-F0025	PRESCRIPTIVE_RECIPE	INGREDIENT_OR_COMMAND_CONTENT	0	5	2	7	RADIUS5_CENSORED	LINE_EDGE_AFTER_R2	0	0	NONE	NONE	NONE	NONE	0	NONE	OPEN	OPEN	OPEN	0	0	qokeol qotaiin chedar cheo lkaiin ⟦cheetar⟧ aiin cheitaiin	[qokeol:?]; [qotaiin:?]; [chedar:?]; [cheo:?]; [lkaiin:?]; ⟦cheetar: offene Inhaltsform⟧; [aiin:?]; [cheitaiin:?]	OPEN	0	0	0
G745-O024	G733-C02160	f104v	f104	f104v.18	1	dcheeoy	1	S	B	3	FIRST	7	1	G744-F0092	DESCRIPTIVE_QUALITY	LEMMA_OR_DESCRIPTIVE_CONTENT	0	0	5	5	LINE_EDGE_AFTER_R0	RADIUS5_CENSORED	0	0	NONE	NONE	NONE	NONE	0	NONE	OPEN	OPEN	OPEN	0	0	⟦dcheeoy⟧ qokaiiin qokaiin lkar ytaiin otcheochy	⟦dcheeoy: offene Inhaltsform⟧; [qokaiiin:?]; [qokaiin:?]; [lkar:?]; [ytaiin:?]; [otcheochy:?]	OPEN	0	0	0
G745-O025	G733-C02194	f104v	f104	f104v.20	5	qochey	1	S	B	3	MIDDLE	12	0	NONE	NONE	NONE	1	4	1	5	LINE_EDGE_AFTER_R4	CURRENT_CLOSE_INCLUDED_R1	1	0	NONE	NONE	NONE	NONE	0	NONE	OPEN	OPEN	OPEN	0	0	or sheeo lcheedy qokeey ⟦qochey⟧ qotcheedy	[or:?]; [sheeo:?]; [lcheedy:?]; [qokeey:?]; ⟦qochey: offene Inhaltsform⟧; [qotcheedy:?]	OPEN	0	0	0
G745-O026	G733-C02222	f104v	f104	f104v.23	3	qochey	1	S	B	3	MIDDLE	11	0	NONE	NONE	NONE	1	2	4	6	LINE_EDGE_AFTER_R2	CURRENT_CLOSE_INCLUDED_R4	1	0	NONE	NONE	NONE	NONE	0	NONE	OPEN	OPEN	OPEN	0	0	tchey qokchey ⟦qochey⟧ qodeey qodaiin chodaiin chckhdy	[tchey:?]; [qokchey:?]; ⟦qochey: offene Inhaltsform⟧; [qodeey:?]; [qodaiin:?]; [chodaiin:?]; [chckhdy:?]	OPEN	0	0	0
G745-O027	G733-C02233	f104v	f104	f104v.24	3	cheeey	1	S	B	3	MIDDLE	11	0	NONE	NONE	NONE	1	2	4	6	LINE_EDGE_AFTER_R2	CURRENT_CLOSE_INCLUDED_R4	1	0	NONE	NONE	NONE	NONE	0	NONE	OPEN	OPEN	OPEN	0	0	ykaiin cheor ⟦cheeey⟧ daiiin cheo dalaiin chockhedy	[ykaiin:?]; [cheor:?]; ⟦cheeey: offene Inhaltsform⟧; [daiiin:?]; [cheo:?]; [dalaiin:?]; [chockhedy:?]	OPEN	0	0	0
G745-O028	G733-C02236	f104v	f104	f104v.24	6	dalaiin	0	S	B	3	MIDDLE	11	0	NONE	NONE	NONE	1	5	1	6	RADIUS5_CENSORED	CURRENT_CLOSE_INCLUDED_R1	0	0	NONE	NONE	NONE	NONE	0	NONE	OPEN	OPEN	OPEN	0	0	ykaiin cheor cheeey daiiin cheo ⟦dalaiin⟧ chockhedy	[ykaiin:?]; [cheor:?]; [cheeey:?]; [daiiin:?]; [cheo:?]; ⟦dalaiin: offene Inhaltsform⟧; [chockhedy:?]	OPEN	0	0	0
G745-O029	G733-C02275	f104v	f104	f104v.28	4	qokeechy	1	S	B	3	MIDDLE	9	0	NONE	NONE	NONE	1	3	3	6	LINE_EDGE_AFTER_R3	CURRENT_CLOSE_INCLUDED_R3	1	0	NONE	NONE	NONE	NONE	0	NONE	OPEN	OPEN	OPEN	0	0	olsho lsair olcheey ⟦qokeechy⟧ qokchy daiin chody	[olsho:?]; [lsair:?]; [olcheey:?]; ⟦qokeechy: offene Inhaltsform⟧; [qokchy:?]; [daiin:?]; [chody:?]	OPEN	0	0	0
G745-O030	G733-C02607	f105r	f105	f105r.15	9	oteeol	1	S	B	3	MIDDLE	12	1	G744-F0026	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	0	3	3	6	PRIOR_CLOSE_BEFORE_R4	LINE_EDGE_AFTER_R3	1	0	NONE	NONE	NONE	NONE	0	NONE	OPEN	OPEN	OPEN	0	0	olkeeody lkaiin okeeol ⟦oteeol⟧ shod daiin aral	[olkeeody:?]; [lkaiin:?]; [okeeol:?]; ⟦oteeol: offene Inhaltsform⟧; [shod:?]; [daiin:?]; [aral:?]	OPEN	0	0	0
G745-O031	G733-C02648	f105r	f105	f105r.19	7	okeeody	1	S	B	3	MIDDLE	11	0	NONE	NONE	NONE	1	1	4	5	PRIOR_CLOSE_BEFORE_R2	LINE_EDGE_AFTER_R4	1	0	NONE	NONE	NONE	NONE	0	NONE	OPEN	OPEN	OPEN	0	0	laiin ⟦okeeody⟧ okeeyteedy odaiin aiir al	[laiin:?]; ⟦okeeody: offene Inhaltsform⟧; [okeeyteedy:?]; [odaiin:?]; [aiir:?]; [al:?]	OPEN	0	0	0
G745-O032	G733-C03229	f105v	f105	f105v.36	3	okeeody	1	S	B	3	MIDDLE	11	0	NONE	NONE	NONE	1	2	5	7	LINE_EDGE_AFTER_R2	CURRENT_CLOSE_INCLUDED_R5	1	0	NONE	NONE	NONE	NONE	0	NONE	OPEN	OPEN	OPEN	0	0	laiin sheod ⟦okeeody⟧ qoaiin ytaiin otair chdal dy	[laiin:?]; [sheod:?]; ⟦okeeody: offene Inhaltsform⟧; [qoaiin:?]; [ytaiin:?]; [otair:?]; [chdal:?]; [dy:?]	OPEN	0	0	0
G745-O033	G733-C03290	f105v	f105	f105v.7	6	okairody	1	S	B	3	MIDDLE	7	1	G744-F0027	PRESCRIPTIVE_RECIPE	INGREDIENT_OR_PROCESS_PASS_CONTENT	0	5	1	6	RADIUS5_CENSORED	LINE_EDGE_AFTER_R1	0	0	NONE	NONE	NONE	NONE	0	NONE	OPEN	OPEN	OPEN	0	0	ycheeo lkaiin otair ol olkaiin ⟦okairody⟧ lchedr	[ycheeo:?]; [lkaiin:?]; [otair:?]; [ol:?]; [olkaiin:?]; ⟦okairody: offene Inhaltsform⟧; [lchedr:?]	OPEN	0	0	0
G745-O034	G733-C03608	f106r	f106	f106r.39	2	cheeey	0	S	B	3	MIDDLE	11	0	NONE	NONE	NONE	1	1	5	6	LINE_EDGE_AFTER_R1	RADIUS5_CENSORED	0	0	NONE	NONE	NONE	NONE	0	NONE	OPEN	OPEN	OPEN	0	0	ycheool ⟦cheeey⟧ ol aiin cheody laiiin chekol	[ycheool:?]; ⟦cheeey: offene Inhaltsform⟧; [ol:?]; [aiin:?]; [cheody:?]; [laiiin:?]; [chekol:?]	OPEN	0	0	0
G745-O035	G733-C03706	f106r	f106	f106r.5	5	qokeechy	1	S	B	3	MIDDLE	11	0	NONE	NONE	NONE	1	4	5	9	LINE_EDGE_AFTER_R4	RADIUS5_CENSORED	0	0	NONE	NONE	NONE	NONE	0	NONE	OPEN	OPEN	OPEN	0	0	ysheor aiin char okaiin ⟦qokeechy⟧ checkhy qokeod ar qokeo lkeo	[ysheor:?]; [aiin:?]; [char:?]; [okaiin:?]; ⟦qokeechy: offene Inhaltsform⟧; [checkhy:?]; [qokeod:?]; [ar:?]; [qokeo:?]; [lkeo:?]	OPEN	0	0	0
G745-O036	G733-C03838	f106v	f106	f106v.18	8	oeedy	1	S	B	3	MIDDLE	10	0	NONE	NONE	NONE	1	3	2	5	PRIOR_CLOSE_BEFORE_R4	LINE_EDGE_AFTER_R2	1	0	NONE	NONE	NONE	NONE	0	NONE	OPEN	OPEN	OPEN	0	0	qokshd ar shdar ⟦oeedy⟧ qotaly dairy	[qokshd:?]; [ar:?]; [shdar:?]; ⟦oeedy: offene Inhaltsform⟧; [qotaly:?]; [dairy:?]	OPEN	0	0	0
G745-O037	G733-C04384	f107r	f107	f107r.28	5	sheees	1	S	B	3	MIDDLE	11	1	G744-F0034	DESCRIPTIVE_QUALITY	LEMMA_OR_DESCRIPTIVE_CONTENT	0	4	5	9	LINE_EDGE_AFTER_R4	RADIUS5_CENSORED	0	0	NONE	NONE	NONE	NONE	0	NONE	OPEN	OPEN	OPEN	0	0	kar aiin chl cholor ⟦sheees⟧ aiin cheey otchy lkaiin ykaiin	[kar:?]; [aiin:?]; [chl:?]; [cholor:?]; ⟦sheees: offene Inhaltsform⟧; [aiin:?]; [cheey:?]; [otchy:?]; [lkaiin:?]; [ykaiin:?]	OPEN	0	0	0
G745-O038	G733-C04498	f107r	f107	f107r.39	4	kchekain	1	S	B	3	MIDDLE	12	1	G744-F0065	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	0	3	5	8	LINE_EDGE_AFTER_R3	RADIUS5_CENSORED	0	0	NONE	NONE	NONE	NONE	0	NONE	OPEN	OPEN	OPEN	0	0	tair cheol cheol ⟦kchekain⟧ cheear ol oiin cho lkain	[tair:?]; [cheol:?]; [cheol:?]; ⟦kchekain: offene Inhaltsform⟧; [cheear:?]; [ol:?]; [oiin:?]; [cho:?]; [lkain:?]	OPEN	0	0	0
G745-O039	G733-C04499	f107r	f107	f107r.39	5	cheear	1	S	B	3	MIDDLE	12	1	G744-F0065	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	0	4	5	9	LINE_EDGE_AFTER_R4	RADIUS5_CENSORED	0	0	NONE	NONE	NONE	NONE	0	NONE	OPEN	OPEN	OPEN	0	0	tair cheol cheol kchekain ⟦cheear⟧ ol oiin cho lkain al	[tair:?]; [cheol:?]; [cheol:?]; [kchekain:?]; ⟦cheear: offene Inhaltsform⟧; [ol:?]; [oiin:?]; [cho:?]; [lkain:?]; [al:?]	OPEN	0	0	0
G745-O040	G733-C04505	f107r	f107	f107r.39	11	oeedy	1	S	B	3	MIDDLE	12	1	G744-F0065	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	0	5	1	6	RADIUS5_CENSORED	LINE_EDGE_AFTER_R1	0	0	NONE	NONE	NONE	NONE	0	NONE	OPEN	OPEN	OPEN	0	0	ol oiin cho lkain al ⟦oeedy⟧ chey	[ol:?]; [oiin:?]; [cho:?]; [lkain:?]; [al:?]; ⟦oeedy: offene Inhaltsform⟧; [chey:?]	OPEN	0	0	0
G745-O041	G733-C04604	f107r	f107	f107r.49	6	chtl	1	S	B	3	MIDDLE	10	1	G744-F0037	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	0	2	4	6	PRIOR_CLOSE_BEFORE_R3	LINE_EDGE_AFTER_R4	1	0	NONE	NONE	NONE	NONE	0	NONE	OPEN	OPEN	OPEN	0	0	chkain okair ⟦chtl⟧ lkaiin okair chtl raty	[chkain:?]; [okair:?]; ⟦chtl: offene Inhaltsform⟧; [lkaiin:?]; [okair:?]; [chtl:?]; [raty:?]	OPEN	0	0	0
G745-O042	G733-C04607	f107r	f107	f107r.49	9	chtl	1	S	B	3	MIDDLE	10	1	G744-F0037	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	0	5	1	6	RADIUS5_CENSORED	LINE_EDGE_AFTER_R1	0	0	NONE	NONE	NONE	NONE	0	NONE	OPEN	OPEN	OPEN	0	0	chkain okair chtl lkaiin okair ⟦chtl⟧ raty	[chkain:?]; [okair:?]; [chtl:?]; [lkaiin:?]; [okair:?]; ⟦chtl: offene Inhaltsform⟧; [raty:?]	OPEN	0	0	0
G745-O043	G733-C04661	f107r	f107	f107r.8	3	oteeol	1	S	B	3	MIDDLE	10	0	NONE	NONE	NONE	1	2	2	4	LINE_EDGE_AFTER_R2	CURRENT_CLOSE_INCLUDED_R2	1	0	NONE	NONE	NONE	NONE	0	NONE	OPEN	OPEN	OPEN	0	0	torshor sheeey ⟦oteeol⟧ qokeey qokedy	[torshor:?]; [sheeey:?]; ⟦oteeol: offene Inhaltsform⟧; [qokeey:?]; [qokedy:?]	OPEN	0	0	0
G745-O044	G733-C04747	f107v	f107	f107v.15	9	tarairy	1	S	B	3	LAST	9	1	G744-F0040	DESCRIPTIVE_MATERIA	LEMMA_OR_DESCRIPTIVE_CONTENT	0	5	0	5	RADIUS5_CENSORED	LINE_EDGE_AFTER_R0	0	0	NONE	NONE	NONE	NONE	0	NONE	OPEN	OPEN	OPEN	0	0	lkaiin okain chkal otain chcthy ⟦tarairy⟧	[lkaiin:?]; [okain:?]; [chkal:?]; [otain:?]; [chcthy:?]; ⟦tarairy: offene Inhaltsform⟧	OPEN	0	0	0
G745-O045	G733-C04924	f107v	f107	f107v.32	3	okeeody	1	S	B	3	MIDDLE	9	0	NONE	NONE	NONE	1	2	5	7	LINE_EDGE_AFTER_R2	CURRENT_CLOSE_INCLUDED_R5	1	0	NONE	NONE	NONE	NONE	0	NONE	OPEN	OPEN	OPEN	0	0	tay oaiin ⟦okeeody⟧ okaiin otaiin otchey qokaiin otedy	[tay:?]; [oaiin:?]; ⟦okeeody: offene Inhaltsform⟧; [okaiin:?]; [otaiin:?]; [otchey:?]; [qokaiin:?]; [otedy:?]	OPEN	0	0	0
G745-O046	G733-C05823	f108v	f108	f108v.25	1	sheeol	1	S	B	3	FIRST	13	0	NONE	NONE	NONE	1	0	5	5	LINE_EDGE_AFTER_R0	RADIUS5_CENSORED	0	0	NONE	NONE	NONE	NONE	0	NONE	OPEN	OPEN	OPEN	0	0	⟦sheeol⟧ okeey kaiin okaiin ol lchey	⟦sheeol: offene Inhaltsform⟧; [okeey:?]; [kaiin:?]; [okaiin:?]; [ol:?]; [lchey:?]	OPEN	0	0	0
