focus_id	selection_role	candidate_surface	gdt744_field_slot_role	analogy_functional_class	next_working_meaning_de	analogy_confidence_level	analogy_consensus_axes	analogy_rival_axes	analogy_neighbor_surfaces	analogy_nearest_glosses_de	page	locus	candidate_ordinal	line_position	external_to_gdt744_seed	boundary_complete	context_channel	context_role_family	strong_anchor_count	strong_anchor_evidence	eva_context	safe_context_render_de	manual_assessment	manual_note	literal_identity
G745-F11	BEST_EXTERNAL_EXACT_CONTEXT_PER_RANKED_SURFACE	oteeos	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	QUALIFIED_MATERIAL_OR_PREPARATION_WHOLE	Kaltansatz oder Kaltcharge; zweite gegen mittlere Stufe offen	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	COLD|PREPARATION	AMOUNT|PASS|MIDDLE_STAGE	oteeo|oteos	oteeo=zweiter Kaltansatz || oteos=Kaltansatz-Charge auf mittlerer Stufe	f102v2	f102v2.17	2	MIDDLE	1	1	OPEN	OPEN	0	NONE	podeesho ⟦oteeos⟧ sheor qoteeo ch y	[podeesho:?]; ⟦oteeos: offene Inhaltsform⟧; [sheor:?]; [qoteeo:?]; [ch:?]; [y:?]	ANALOGY_COHERENT_WITH_STAGE_RIVAL	Both closest wholes indicate a cold preparation, but second pass versus middle-stage charge remains unresolved.	OPEN
G745-F12	BEST_EXTERNAL_EXACT_CONTEXT_PER_RANKED_SURFACE	chtar	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	QUALITY_OR_STATE_WHOLE	trockene Teil-/Fraktion; Rohstoff- oder Ansatzträger offen	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	DRY|PART	HOT|COLD|MATERIAL|PREPARATION|BEGIN_STAGE	chkar|choar|chtal	chkar=erste heiß getrocknete Fraktion || choar=Trockenansatz, Fraktion I || chtal=Rohstoffklasse I, trocken-kalt am Gradanfang	f115r	f115r.14	10	MIDDLE	1	1	OPEN	OPEN	0	NONE	tcheo lodar ⟦chtar⟧ as kaiin dam	[tcheo:?]; [lodar:?]; ⟦chtar: offene Inhaltsform⟧; [as:?]; [kaiin:?]; [dam:?]	ANALOGY_COHERENT_CONTEXT_OPEN	The distance-1 set supports a dry part/fraction; carrier and heat/cold polarity remain unresolved in this line.	OPEN
G745-F13	BEST_EXTERNAL_EXACT_CONTEXT_PER_RANKED_SURFACE	chckh	INGREDIENT_OR_PROCESS_COMPLEMENT	QUALIFIED_MATERIAL_OR_PREPARATION_WHOLE	trockenes Kompositum oder trockene Mischung	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	DRY|PREPARATION	MATERIAL|CLOSE|BEGIN_STAGE|END_STAGE	chckhd|chckhy|chcth	chckhd=trockenes Arzneikompositum, abgeschlossen || chckhy=trockene Mischung, Anfangsstufe || chcth=getrocknete Pflanzendroge	f38r	f38r.4	3	MIDDLE	1	0	OPEN	OPEN	0	NONE	ychok chey ⟦chckh⟧ chy chko r odaiin d	[ychok:?]; [chey:?]; ⟦chckh: offene Inhaltsform⟧; [chy:?]; [chko:?]; [r:?]; [odaiin:?]; [d:?]	ANALOGY_COHERENT_WITH_MATERIAL_RIVAL	Dry preparation is stable across the closest set; composite or mixture is favored, with plant material retained as an explicit rival.	OPEN
G745-F14	BEST_EXTERNAL_EXACT_CONTEXT_PER_RANKED_SURFACE	chtl	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	QUALITY_OR_STATE_WHOLE	trocken oder getrocknet; Stoff gegen Vorgang offen	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	DRY	COLD|MATERIAL|PROCESS|BEGIN_STAGE	chal|chl|chol|chtal|chtol|chty	chal=trockenes Material I, Anfangsstufe || chl=trocknen || chol=trocken || chtal=Rohstoffklasse I, trocken-kalt am Gradanfang || chtol=getrocknetes und abgekühltes Drogenmaterial || chty=trocken-kalt am Gradanfang	f107r	f107r.49	6	MIDDLE	0	1	OPEN	OPEN	0	NONE	chkain okair ⟦chtl⟧ lkaiin okair chtl raty	[chkain:?]; [okair:?]; ⟦chtl: offene Inhaltsform⟧; [lkaiin:?]; [okair:?]; [chtl:?]; [raty:?]	ANALOGY_COHERENT_DUPLICATE_SAME_PAGE	The same line repeats chtl twice and the six closest wholes agree only on dry; this is not cross-page lexical confirmation and noun versus process remains open.	OPEN
G745-F15	BEST_EXTERNAL_EXACT_CONTEXT_PER_RANKED_SURFACE	adchey	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	QUALITY_OR_STATE_WHOLE	trockener Stoff oder abgemessene Portion der Mittelstufe	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	DRY|MIDDLE_STAGE	AMOUNT|MATERIAL	alchey|dchey	alchey=Rohstoff I, trocken in der Gradmitte || dchey=Eine abgemessene Portion bis zur Mittelstufe trocknen	f103r	f103r.8	9	MIDDLE	0	0	OPEN	OPEN	0	NONE	okey rain okechy qoisal qotar ⟦adchey⟧ ofeeo ltdy olkechdy lo	[okey:?]; [rain:?]; [okechy:?]; [qoisal:?]; [qotar:?]; ⟦adchey: offene Inhaltsform⟧; [ofeeo:?]; [ltdy:?]; [olkechdy:?]; [lo:?]	ANALOGY_COHERENT_WITH_QUANTITY_RIVAL	Dry middle-stage is shared by both closest wholes; material versus measured portion is not locally discriminated.	OPEN
G745-F16	BEST_EXTERNAL_EXACT_CONTEXT_PER_RANKED_SURFACE	cheear	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	QUALITY_OR_STATE_WHOLE	trockene Fraktion oder Rohstoffform; genaue Stufe offen	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	DRY	HOT|AMOUNT|PART|MATERIAL|MIDDLE_STAGE|END_STAGE	chedar|cheeal|cheeor|chekar	chedar=abgemessene Trockenfraktion I, Mittelstufe || cheeal=Rohstoffklasse I, trocken am Gradende || cheeor=eine Portion vollständig getrocknete Droge || chekar=erste bis zur Mittelstufe getrocknete und erhitzte Fraktion	f107r	f107r.39	5	MIDDLE	0	0	OPEN	OPEN	0	NONE	tair cheol cheol kchekain ⟦cheear⟧ ol oiin cho lkain al	[tair:?]; [cheol:?]; [cheol:?]; [kchekain:?]; ⟦cheear: offene Inhaltsform⟧; [ol:?]; [oiin:?]; [cho:?]; [lkain:?]; [al:?]	ANALOGY_COHERENT_CONTEXT_OPEN	All four closest wholes are dry, but fraction, raw-material form, stage and heat are mixed; the manual reading preserves those limits.	OPEN
G745-F17	BEST_EXTERNAL_EXACT_CONTEXT_PER_RANKED_SURFACE	otalsy	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	MATERIAL_OR_PREPARATION_WHOLE	Rohstoff-I-Ansatz; leicht gekühlt oder fertiggestellt	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	MATERIAL|PREPARATION	COLD|CLOSE|END_STAGE	otaldy|otaly	otaldy=kalten Rohstoff-I-Ansatz fertigstellen || otaly=Rohstoff-I-Ansatz leicht kühlen und abschließen	f103r	f103r.52	10	LAST	0	0	OPEN	OPEN	0	NONE	qokeey qoty chepchy qopchey lkaiin ⟦otalsy⟧	[qokeey:?]; [qoty:?]; [chepchy:?]; [qopchey:?]; [lkaiin:?]; ⟦otalsy: offene Inhaltsform⟧	ANALOGY_COHERENT_TERMINAL_POSITION	Both closest wholes give a raw-material preparation and the line-final position is compatible with cooling or finishing, without proving either operation.	OPEN
G745-F18	BEST_EXTERNAL_EXACT_CONTEXT_PER_RANKED_SURFACE	qokeechy	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	QUALITY_OR_STATE_WHOLE	heißer End-/Vollzustand; Trocknung gegen Befeuchtung offen	A2_DISTANCE2_MULTIWHOLE_CONSENSUS	HOT|END_STAGE	DRY|MOIST|PREPARATION|PROCESS|CLOSE|LEVEL_III	okeeshy|qokechdy|qokeedy|qokeeedy|qokeeody|qokeey	okeeshy=heißer, vollständig angefeuchteter Ansatz || qokechdy=erhitze und trockne bis zum Abschluss || qokeedy=heiß am Ende des Grades || qokeeedy=heißer Zustand, Bindungsstufe III || qokeeody=vollständig ausgekochter Ansatz || qokeey=heiß am Ende des Grades	f104v	f104v.28	4	MIDDLE	1	1	OPEN	OPEN	0	NONE	olsho lsair olcheey ⟦qokeechy⟧ qokchy daiin chody	[olsho:?]; [lsair:?]; [olcheey:?]; ⟦qokeechy: offene Inhaltsform⟧; [qokchy:?]; [daiin:?]; [chody:?]	ANALOGY_COHERENT_WITH_QUALITY_RIVAL	The radius-2 set supports hot end-state, but dry versus moist and action versus state remain unresolved.	OPEN
G745-F19	BEST_EXTERNAL_EXACT_CONTEXT_PER_RANKED_SURFACE	qoeedaiin	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	QUANTITY_OR_PART_WHOLE	drei Portionen eines vollständig bereiteten Ansatzes abmessen	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	AMOUNT|PROCESS|END_STAGE	HOT|PART|PREPARATION	oeedaiin|oteedaiin|qokeeaiin|qokeedain	oeedaiin=drei Portionen vollständig bereiteten Ansatzes	f104r	f104r.44	3	MIDDLE	1	0	OPEN	OPEN	0	NONE	okcheochy cheey ⟦qoeedaiin⟧ qokeey ar cheol olkair qokaiin	[okcheochy:?]; [cheey:?]; ⟦qoeedaiin: offene Inhaltsform⟧; [qokeey:?]; [ar:?]; [cheol:?]; [olkair:?]; [qokaiin:?]	ANALOGY_COHERENT_CONTEXT_OPEN	The direct whole neighbor supports three portions of a completed preparation and the wider set supports amount/process/end; the local line adds no independent patient identity.	OPEN
G745-F20	BEST_EXTERNAL_EXACT_CONTEXT_PER_RANKED_SURFACE	chepchy	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	QUALIFIED_MATERIAL_OR_PREPARATION_WHOLE	trockene Zubereitung in Grundform; kalt gegen heiß offen	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	DRY|PREPARATION	HOT|COLD|MATERIAL|PROCESS|PASS|BEGIN_STAGE	chetchy|checkhy|checthy|cheockhy|cheocthy|chkchy|chochy|chokchy|chotchy|chtchy	chetchy=getrocknete Droge; kalt-trocken, Grundform	f30v	f30v.1	5	MIDDLE	1	1	OPEN	OPEN	0	NONE	sain shosaiin chocthey sho ⟦chepchy⟧ shor sheaiin	[sain:?]; [shosaiin:?]; [chocthey:?]; [sho:?]; ⟦chepchy: offene Inhaltsform⟧; [shor:?]; [sheaiin:?]	ANALOGY_COHERENT_WITH_POLARITY_RIVAL	Dry preparation is stable, while cold versus hot and material versus process are not; ground/basic form remains an analogy rather than a decoded suffix.	OPEN
