gdt745_role_id	candidate_surface	cache_occurrences	cache_pages	cache_loci	reader_exact_occurrences	reader_exact_pages	gdt744_seed_cells	gdt744_seed_pages	gdt744_seed_channels	external_occurrences	external_reader_exact_occurrences	boundary_complete_reader_exact_occurrences	exact_context_channel_counts	exact_context_role_counts	exact_line_position_counts	selected_working_role	working_role_confidence_level	role_dominance_fraction	competing_specific_roles	seed_specific_role_counts	external_specific_role_counts	seed_ambiguous_count	external_ambiguous_count	external_informative_exact_occurrences	external_support_pages	external_support_signatures	combined_support_pages	headword_position_lead	working_default_de	positive_evidence	counterevidence	literal_identity	confirmed_lexeme	plaintext_credit	component_export_credit	unseen_form_export	gdt744_all_field_memberships	gdt744_all_field_pages	gdt744_all_field_channel_counts	gdt744_cross_field_specific_role_conflict	analogy_min_edit_distance	analogy_radius	analogy_neighbor_wholes	analogy_closest_neighbor_wholes	analogy_neighbor_surfaces	analogy_nearest_glosses_de	analogy_consensus_axes	analogy_rival_axes	analogy_axis_support	analogy_functional_class	analogy_confidence_level	automatic_working_meaning_de	next_working_meaning_de	meaning_rationale_de	manual_default_applied	next_renderer_scope	next_literal_identity	next_confirmed_lexeme	next_component_export_credit
G745-R011	chtl	2	1	1	2	1	2	1	DESCRIPTIVE_MATERIA	0	0	1	OPEN:2	OPEN:2	MIDDLE:2	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	R1_SEED_FIELD_ONLY	1.000	NONE	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE:2	NONE	0	0	0	0	0	1	0	gelerntes Beschreibungslemma oder Stoffname; konkrete Identität offen	GDT744 seed=DESCRIPTIVE_MATERIA; external exact informative=0; selected support pages=1; external signatures=0; anchor wholes=none	reader-variant occurrences=0; external exact open contexts=0; competing specific roles=NONE; role is inferred from neighboring working cards, not from the surface itself	OPEN	0	0	0	0	2	1	DESCRIPTIVE_MATERIA:2	0	1	1	6	6	chal|chl|chol|chtal|chtol|chty	chal=trockenes Material I, Anfangsstufe || chl=trocknen || chol=trocken || chtal=Rohstoffklasse I, trocken-kalt am Gradanfang || chtol=getrocknetes und abgekühltes Drogenmaterial || chty=trocken-kalt am Gradanfang	DRY	COLD|MATERIAL|PROCESS|BEGIN_STAGE	COLD:3|DRY:6|MATERIAL:3|PROCESS:1|BEGIN_STAGE:3	QUALITY_OR_STATE_WHOLE	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	trocken, Zustand/Feld; konkrete Identität offen (Mehrfachanalogie)	trocken oder getrocknet; Stoff gegen Vorgang offen	Sechs Distanz-1-Ganzwörter teilen ausschließlich die Trockenachse; Material, Kälte und Imperativ sind Rivalen.	1	EXACT_WHOLE_EXPLORATORY_ANALOGY_ONLY	OPEN	0	0
G745-R012	dalaiin	2	2	2	1	1	1	1	DESCRIPTIVE_QUALITY	1	0	0	OPEN:1	OPEN:1	MIDDLE:1	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	R1_SEED_FIELD_ONLY	1.000	NONE	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE:1	NONE	0	0	0	0	0	1	0	gelerntes Beschreibungslemma oder Stoffname; konkrete Identität offen	GDT744 seed=DESCRIPTIVE_QUALITY; external exact informative=0; selected support pages=1; external signatures=0; anchor wholes=none	reader-variant occurrences=1; external exact open contexts=0; competing specific roles=NONE; role is inferred from neighboring working cards, not from the surface itself	OPEN	0	0	0	0	1	1	DESCRIPTIVE_QUALITY:1	0	2	2	7	7	akaiin|daiiin|daiin|dchaiin|doraiin|olaiin|taraiin	akaiin=heiße Rohstoffportion, Stufe III || daiiin=Wertstufe IV || daiin=Wert III || dchaiin=abgemessene Trockendroge, Grad III || doraiin=drei abgemessene Drogenportionen || olaiin=drei Portionen Drogenstoff || taraiin=drei Teile der ersten gekühlten Drogenfraktion	MATERIAL	HOT|DRY|AMOUNT|PART|LEVEL_III	HOT:1|DRY:1|AMOUNT:3|PART:1|MATERIAL:5|LEVEL_III:3	MATERIAL_OR_PREPARATION_WHOLE	A2_DISTANCE2_MULTIWHOLE_CONSENSUS	Stoff/Material; konkrete Identität offen (Mehrfachanalogie)	Materialeintrag mit Zahlen-/Stufenbezug; III gegen IV offen	Der Distanz-2-Kreis ist durch Materialmengen geprägt, doch daiin/daiiin und die Drei-Portionen-Formen widersprechen sich bei der genauen Stufe.	1	EXACT_WHOLE_EXPLORATORY_ANALOGY_ONLY	OPEN	0	0
G745-R013	dcheeoy	1	1	1	1	1	1	1	DESCRIPTIVE_QUALITY	0	0	0	OPEN:1	OPEN:1	FIRST:1	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	R1_SEED_FIELD_ONLY	1.000	NONE	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE:1	NONE	0	0	0	0	0	1	0	gelerntes Beschreibungslemma oder Stoffname; konkrete Identität offen	GDT744 seed=DESCRIPTIVE_QUALITY; external exact informative=0; selected support pages=1; external signatures=0; anchor wholes=none	reader-variant occurrences=0; external exact open contexts=0; competing specific roles=NONE; role is inferred from neighboring working cards, not from the surface itself	OPEN	0	0	0	0	1	1	DESCRIPTIVE_QUALITY:1	0	1	2	14	1	dcheey|cheedy|cheeky|cheeol|cheeor|cheey|dchedy|dchey|dsheey|kcheey|tcheey|ycheedy|ycheeo|ycheey	dcheey=eine Portion vollständig trocknen und abschließen	DRY|END_STAGE	HOT|COLD|MOIST|AMOUNT|MATERIAL|PREPARATION|PROCESS|CLOSE|PASS|BEGIN_STAGE|MIDDLE_STAGE	HOT:2|COLD:1|DRY:13|MOIST:1|AMOUNT:4|MATERIAL:3|PREPARATION:1|PROCESS:2|CLOSE:2|PASS:1|BEGIN_STAGE:1|MIDDLE_STAGE:1|END_STAGE:12	QUALITY_OR_STATE_WHOLE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	trocken, End-/Vollstufe, Zustand/Feld; konkrete Identität offen (Mehrfachanalogie)	vollständig getrocknete Endstufen-Portion; Ergebnis gegen Vorgang offen	dcheey ist die direkte Portions-/Trocknungsanalogie; der breitere Kreis stabilisiert Trockenheit und Endstufe, nicht die Wortart.	1	EXACT_WHOLE_EXPLORATORY_ANALOGY_ONLY	OPEN	0	0
G745-R014	dsheedy	4	4	4	4	4	1	1	QUANTITY_OR_PART	3	3	4	OPEN:4	OPEN:4	FIRST:2|MIDDLE:2	QUANTITY_REFERENT_OR_PART_NAME	R1_SEED_FIELD_ONLY	1.000	NONE	QUANTITY_REFERENT_OR_PART_NAME:1	NONE	0	0	0	0	0	1	0	Bezugsstoff oder Teilname einer Menge; konkrete Identität offen	GDT744 seed=QUANTITY_OR_PART; external exact informative=0; selected support pages=1; external signatures=0; anchor wholes=none	reader-variant occurrences=0; external exact open contexts=3; competing specific roles=NONE; role is inferred from neighboring working cards, not from the surface itself	OPEN	0	0	0	0	1	1	QUANTITY_OR_PART:1	0	1	1	3	3	dshedy|dsheey|sheedy	dshedy=bis zur Mittelstufe angefeuchtete Drogenportion || dsheey=abgemessene, vollständig angefeuchtete Droge || sheedy=feucht am Ende des Grades	MOIST|MATERIAL|END_STAGE	AMOUNT|MIDDLE_STAGE	MOIST:3|AMOUNT:1|MATERIAL:2|MIDDLE_STAGE:1|END_STAGE:2	QUALIFIED_MATERIAL_OR_PREPARATION_WHOLE	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	feucht/eingeweicht, End-/Vollstufe, Stoff/Material; konkrete Identität offen (Mehrfachanalogie)	vollständig angefeuchteter oder eingeweichter Stoff; abgemessene Portion als Rivale	dshedy, dsheey und sheedy teilen Feuchte, Stoffnähe und Endbereich; Abmessung erscheint nur in zwei Nachbarn.	1	EXACT_WHOLE_EXPLORATORY_ANALOGY_ONLY	OPEN	0	0
G745-R015	kchekain	1	1	1	1	1	1	1	DESCRIPTIVE_MATERIA	0	0	0	OPEN:1	OPEN:1	MIDDLE:1	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	R1_SEED_FIELD_ONLY	1.000	NONE	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE:1	NONE	0	0	0	0	0	1	0	gelerntes Beschreibungslemma oder Stoffname; konkrete Identität offen	GDT744 seed=DESCRIPTIVE_MATERIA; external exact informative=0; selected support pages=1; external signatures=0; anchor wholes=none	reader-variant occurrences=0; external exact open contexts=0; competing specific roles=NONE; role is inferred from neighboring working cards, not from the surface itself	OPEN	0	0	0	0	1	1	DESCRIPTIVE_MATERIA:1	0	1	2	8	1	chekain|cheain|chedain|cheokain|chetain|chkain|chokain|shekain	chekain=bis zur Mittelstufe trocknen, dann auf Stufe II erhitzen	HOT|DRY|MIDDLE_STAGE|LEVEL_II	AMOUNT|MATERIAL|PREPARATION|PROCESS	HOT:5|DRY:7|AMOUNT:1|MATERIAL:3|PREPARATION:2|PROCESS:4|MIDDLE_STAGE:5|LEVEL_II:7	QUALITY_OR_STATE_WHOLE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	trocken, heiß/erhitzt, Mittelstufe, Stufe II, Zustand/Feld; konkrete Identität offen (Mehrfachanalogie)	trocken und erhitzt auf Mittel-/Stufe II	chekain ist der direkte Ganzwortnachbar; sieben weitere Nachbarn halten Trockenheit, Hitze und Stufe II im selben Feld.	1	EXACT_WHOLE_EXPLORATORY_ANALOGY_ONLY	OPEN	0	0
G745-R016	odeeey	2	2	2	2	2	1	1	DESCRIPTIVE_QUALITY	1	1	2	OPEN:2	OPEN:2	FIRST:1|MIDDLE:1	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	R1_SEED_FIELD_ONLY	1.000	NONE	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE:1	NONE	0	0	0	0	0	1	1	gelerntes Stoff-/Pflanzenlemma; konkrete Identität offen	GDT744 seed=DESCRIPTIVE_QUALITY; external exact informative=0; selected support pages=1; external signatures=0; anchor wholes=none	reader-variant occurrences=0; external exact open contexts=1; competing specific roles=NONE; role is inferred from neighboring working cards, not from the surface itself	OPEN	0	0	0	0	1	1	DESCRIPTIVE_QUALITY:1	0	1	2	9	1	oteeey|deey|oeees|okeedy|okeey|osheey|oteedy|oteey|qeeey	oteeey=Ansatz bis zur letzten Stufe abkühlen und abschließen	PREPARATION	HOT|COLD|AMOUNT|PROCESS|CLOSE|PASS|END_STAGE	HOT:2|COLD:3|AMOUNT:1|PREPARATION:7|PROCESS:2|CLOSE:1|PASS:1|END_STAGE:5	MATERIAL_OR_PREPARATION_WHOLE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	Ansatz/Zubereitung; konkrete Identität offen (Mehrfachanalogie)	Ansatz/Zubereitung der letzten oder vollständigen Stufe; Kühlung als stärkste Einzelanalogie	oteeey liefert direkt vollständiges Abkühlen, während der Radius-2-Kreis nur den Zubereitungsträger gemeinsam hält.	1	EXACT_WHOLE_EXPLORATORY_ANALOGY_ONLY	OPEN	0	0
G745-R017	oeedy	6	5	6	5	4	1	1	DESCRIPTIVE_MATERIA	5	4	3	OPEN:5	OPEN:5	MIDDLE:5	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	R1_SEED_FIELD_ONLY	1.000	NONE	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE:1	NONE	0	0	0	0	0	1	0	gelerntes Beschreibungslemma oder Stoffname; konkrete Identität offen	GDT744 seed=DESCRIPTIVE_MATERIA; external exact informative=0; selected support pages=1; external signatures=0; anchor wholes=none	reader-variant occurrences=1; external exact open contexts=4; competing specific roles=NONE; role is inferred from neighboring working cards, not from the surface itself	OPEN	0	0	0	0	1	1	DESCRIPTIVE_MATERIA:1	0	1	1	7	7	keedy|okedy|okeedy|otedy|oteedy|qoeedy|teedy	keedy=heiß am Ende des Grades, abgeschlossen || okedy=heißer Ansatz, Mittelstufe erreicht || okeedy=heißer Ansatz am Ende des Grades, abgeschlossen || otedy=kalter Ansatz, Mittelstufe erreicht || oteedy=kalter Ansatz am Ende des Grades || qoeedy=nimm die Endportion hinzu || teedy=kalt am Ende des Grades, abgeschlossen	NONE	HOT|COLD|AMOUNT|PREPARATION|CLOSE|MIDDLE_STAGE|END_STAGE	HOT:3|COLD:3|AMOUNT:1|PREPARATION:4|CLOSE:3|MIDDLE_STAGE:2|END_STAGE:4	MIXED_OR_OPEN_WHOLE	A1_MIXED_NEIGHBORHOOD	Ganzwort-Analogie zu „heiß am Ende des Grades, abgeschlossen“; genaue Funktion offen	abgeschlossener Qualitätszustand; heiß gegen kalt und Mittel gegen Ende offen	Sieben Distanz-1-Nachbarn bilden ein echtes Heiß/Kalt- und Mittel/End-Gemisch; ein einzelner Achsenwert wäre künstlich.	1	EXACT_WHOLE_EXPLORATORY_ANALOGY_ONLY	OPEN	0	0
G745-R018	okairody	1	1	1	1	1	1	1	PRESCRIPTIVE_RECIPE	0	0	0	OPEN:1	OPEN:1	MIDDLE:1	INGREDIENT_OR_PROCESS_COMPLEMENT	R1_SEED_FIELD_ONLY	1.000	NONE	INGREDIENT_OR_PROCESS_COMPLEMENT:1	NONE	0	0	0	0	0	1	0	Zutat oder Ergänzung eines Verarbeitungsvorgangs; konkrete Identität offen	GDT744 seed=PRESCRIPTIVE_RECIPE; external exact informative=0; selected support pages=1; external signatures=0; anchor wholes=none	reader-variant occurrences=0; external exact open contexts=0; competing specific roles=NONE; role is inferred from neighboring working cards, not from the surface itself	OPEN	0	0	0	0	1	1	PRESCRIPTIVE_RECIPE:1	0	NA	0	0	0	NONE	NONE	NONE	NONE	NONE	MIXED_OR_OPEN_WHOLE	A0_NO_CLEAN_NEIGHBOR	keine saubere Ganzwort-Analogie; Funktion offen	Rezeptinhalt oder Zutat; genaue Funktion offen	Kein sauberer W2/W3-Ganzwortnachbar liegt in Editdistanz zwei; nur das geerbte preskriptive Feld bleibt.	1	EXACT_WHOLE_EXPLORATORY_ANALOGY_ONLY	OPEN	0	0
G745-R019	okalor	2	2	2	2	2	1	1	DESCRIPTIVE_MATERIA	1	1	2	OPEN:2	OPEN:2	MIDDLE:1|LAST:1	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	R1_SEED_FIELD_ONLY	1.000	NONE	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE:1	NONE	0	0	0	0	0	1	0	gelerntes Beschreibungslemma oder Stoffname; konkrete Identität offen	GDT744 seed=DESCRIPTIVE_MATERIA; external exact informative=0; selected support pages=1; external signatures=0; anchor wholes=none	reader-variant occurrences=0; external exact open contexts=1; competing specific roles=NONE; role is inferred from neighboring working cards, not from the surface itself	OPEN	0	0	0	0	1	1	DESCRIPTIVE_MATERIA:1	0	1	2	11	1	otalor|dalor|kalol|okair|okal|okaly|okar|okarol|okchor|okeor|okor	otalor=kalte Ansatzportion aus Rohstoff I	HOT|MATERIAL|PREPARATION	COLD|DRY|AMOUNT|PART|PROCESS|BEGIN_STAGE|MIDDLE_STAGE	HOT:9|COLD:1|DRY:1|AMOUNT:5|PART:3|MATERIAL:9|PREPARATION:9|PROCESS:2|BEGIN_STAGE:1|MIDDLE_STAGE:1	QUALIFIED_MATERIAL_OR_PREPARATION_WHOLE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	heiß/erhitzt, Stoff/Material, Ansatz/Zubereitung; konkrete Identität offen (Mehrfachanalogie)	Ansatz-/Stoffportion aus Rohstoff I; heiß dominiert, kalt bleibt direkter Rivale	Der Radius-2-Kreis bevorzugt heißen Stoff im Ansatz, aber der einzige Distanz-1-Nachbar otalor ist ausdrücklich kalt.	1	EXACT_WHOLE_EXPLORATORY_ANALOGY_ONLY	OPEN	0	0
G745-R020	okechol	1	1	1	1	1	1	1	DESCRIPTIVE_MATERIA	0	0	0	OPEN:1	OPEN:1	MIDDLE:1	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	R1_SEED_FIELD_ONLY	1.000	NONE	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE:1	NONE	0	0	0	0	0	1	0	gelerntes Beschreibungslemma oder Stoffname; konkrete Identität offen	GDT744 seed=DESCRIPTIVE_MATERIA; external exact informative=0; selected support pages=1; external signatures=0; anchor wholes=none	reader-variant occurrences=0; external exact open contexts=0; competing specific roles=NONE; role is inferred from neighboring working cards, not from the surface itself	OPEN	0	0	0	0	1	1	DESCRIPTIVE_MATERIA:1	0	1	2	9	1	okchol|kchol|okchal|okchor|okeeol|okeol|otchol|qokchol|ykchol	okchol=heißer Ansatz aus Trockengut	HOT|DRY|MATERIAL|PREPARATION	COLD|AMOUNT|PROCESS|BEGIN_STAGE|MIDDLE_STAGE|END_STAGE	HOT:8|COLD:1|DRY:7|AMOUNT:1|MATERIAL:6|PREPARATION:6|PROCESS:1|BEGIN_STAGE:1|MIDDLE_STAGE:1|END_STAGE:1	QUALIFIED_MATERIAL_OR_PREPARATION_WHOLE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	trocken, heiß/erhitzt, Stoff/Material, Ansatz/Zubereitung; konkrete Identität offen (Mehrfachanalogie)	heiß-trockener Stoff im Ansatz	okchol ist die direkte Zubereitungsanalogie; der Radius-2-Kreis bestätigt Hitze, Trockenheit, Material und Ansatz.	1	EXACT_WHOLE_EXPLORATORY_ANALOGY_ONLY	OPEN	0	0
G745-R021	okeeody	7	7	7	6	6	1	1	DESCRIPTIVE_MATERIA	6	5	3	OPEN:6	OPEN:6	MIDDLE:6	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	R1_SEED_FIELD_ONLY	1.000	NONE	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE:1	NONE	0	0	0	0	0	1	0	gelerntes Beschreibungslemma oder Stoffname; konkrete Identität offen	GDT744 seed=DESCRIPTIVE_MATERIA; external exact informative=0; selected support pages=1; external signatures=0; anchor wholes=none	reader-variant occurrences=1; external exact open contexts=5; competing specific roles=NONE; role is inferred from neighboring working cards, not from the surface itself	OPEN	0	0	0	0	1	1	DESCRIPTIVE_MATERIA:1	0	1	1	3	3	keeody|okeedy|qokeeody	keeody=vollständig ausgekochter Ansatz || okeedy=heißer Ansatz am Ende des Grades, abgeschlossen || qokeeody=vollständig ausgekochter Ansatz	HOT|PREPARATION|END_STAGE	CLOSE	HOT:3|PREPARATION:3|CLOSE:1|END_STAGE:3	QUALIFIED_MATERIAL_OR_PREPARATION_WHOLE	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	heiß/erhitzt, End-/Vollstufe, Ansatz/Zubereitung; konkrete Identität offen (Mehrfachanalogie)	vollständig erhitzter oder ausgekochter Ansatz; Abschlussstatus	keeody, okeedy und qokeeody teilen erhitzte Zubereitung und Endbereich; ein expliziter Abschluss steht nicht in allen drei.	1	EXACT_WHOLE_EXPLORATORY_ANALOGY_ONLY	OPEN	0	0
G745-R022	olkeeor	1	1	1	1	1	1	1	DESCRIPTIVE_MATERIA	0	0	0	OPEN:1	OPEN:1	MIDDLE:1	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	R1_SEED_FIELD_ONLY	1.000	NONE	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE:1	NONE	0	0	0	0	0	1	0	gelerntes Beschreibungslemma oder Stoffname; konkrete Identität offen	GDT744 seed=DESCRIPTIVE_MATERIA; external exact informative=0; selected support pages=1; external signatures=0; anchor wholes=none	reader-variant occurrences=0; external exact open contexts=0; competing specific roles=NONE; role is inferred from neighboring working cards, not from the surface itself	OPEN	0	0	0	0	1	1	DESCRIPTIVE_MATERIA:1	0	1	2	5	1	olkeeo|okeeol|okeor|olkees|qokeeor	olkeeo=stark erhitzter Drogenauszug	HOT|AMOUNT|MATERIAL|END_STAGE	PREPARATION|PROCESS|MIDDLE_STAGE	HOT:5|AMOUNT:3|MATERIAL:3|PREPARATION:2|PROCESS:2|MIDDLE_STAGE:1|END_STAGE:3	QUALIFIED_MATERIAL_OR_PREPARATION_WHOLE	A2_DISTANCE1_PLUS_RADIUS2_CONSENSUS	heiß/erhitzt, End-/Vollstufe, Stoff/Material, Menge/Portion; konkrete Identität offen (Mehrfachanalogie)	Portion vollständig erhitzten Stoffes oder Auszugs	olkeeo liefert den heißen Auszug; vier weitere Nachbarn stabilisieren Hitze, Menge, Material und Voll-/Endbereich.	1	EXACT_WHOLE_EXPLORATORY_ANALOGY_ONLY	OPEN	0	0
G745-R023	olky	20	14	20	17	12	1	1	DESCRIPTIVE_QUALITY	19	16	7	OPEN:17	OPEN:17	MIDDLE:13|LAST:2|SINGLE:2	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	R1_SEED_FIELD_ONLY	1.000	NONE	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE:1	NONE	0	0	0	0	0	1	0	gelerntes Beschreibungslemma oder Stoffname; konkrete Identität offen	GDT744 seed=DESCRIPTIVE_QUALITY; external exact informative=0; selected support pages=1; external signatures=0; anchor wholes=none	reader-variant occurrences=3; external exact open contexts=16; competing specific roles=NONE; role is inferred from neighboring working cards, not from the surface itself	OPEN	0	0	0	0	1	1	DESCRIPTIVE_QUALITY:1	0	1	1	4	4	oky|oldy|oly|qolky	oky=heißer Ansatz am Anfang des Grades || oldy=fertiger, abgeseihter Auszug || oly=abseihen || qolky=leicht erhitzten Drogenstoff hinzugeben	NONE	HOT|MATERIAL|PREPARATION|PROCESS|CLOSE|BEGIN_STAGE|END_STAGE	HOT:2|MATERIAL:1|PREPARATION:1|PROCESS:1|CLOSE:1|BEGIN_STAGE:1|END_STAGE:1	MIXED_OR_OPEN_WHOLE	A1_MIXED_NEIGHBORHOOD	Ganzwort-Analogie zu „heißer Ansatz am Anfang des Grades“; genaue Funktion offen	erhitzte Stoffform oder Abseih-/Abschlussform; unentschieden	Die vier Distanz-1-Nachbarn teilen sich zwischen heißem Ansatz, Zugabe, Abseihen und fertigem Auszug; keine Achse erreicht Konsens.	1	EXACT_WHOLE_EXPLORATORY_ANALOGY_ONLY	OPEN	0	0
G745-R024	otalsy	1	1	1	1	1	1	1	DESCRIPTIVE_QUALITY	0	0	0	OPEN:1	OPEN:1	LAST:1	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	R1_SEED_FIELD_ONLY	1.000	NONE	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE:1	NONE	0	0	0	0	0	1	0	gelerntes Beschreibungslemma oder Stoffname; konkrete Identität offen	GDT744 seed=DESCRIPTIVE_QUALITY; external exact informative=0; selected support pages=1; external signatures=0; anchor wholes=none	reader-variant occurrences=0; external exact open contexts=0; competing specific roles=NONE; role is inferred from neighboring working cards, not from the surface itself	OPEN	0	0	0	0	1	1	DESCRIPTIVE_QUALITY:1	0	1	1	2	2	otaldy|otaly	otaldy=kalten Rohstoff-I-Ansatz fertigstellen || otaly=Rohstoff-I-Ansatz leicht kühlen und abschließen	MATERIAL|PREPARATION	COLD|CLOSE|END_STAGE	COLD:1|MATERIAL:2|PREPARATION:2|CLOSE:1|END_STAGE:1	MATERIAL_OR_PREPARATION_WHOLE	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	Stoff/Material, Ansatz/Zubereitung; konkrete Identität offen (Mehrfachanalogie)	Rohstoff-I-Ansatz; leicht gekühlt oder fertiggestellt	otaldy und otaly stimmen im Rohstoff-I-Ansatz überein, unterscheiden aber Fertigstellung und leichte Kühlung.	1	EXACT_WHOLE_EXPLORATORY_ANALOGY_ONLY	OPEN	0	0
G745-R025	otechshy	1	1	1	1	1	1	1	DESCRIPTIVE_MATERIA	0	0	0	OPEN:1	OPEN:1	MIDDLE:1	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	R1_SEED_FIELD_ONLY	1.000	NONE	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE:1	NONE	0	0	0	0	0	1	0	gelerntes Beschreibungslemma oder Stoffname; konkrete Identität offen	GDT744 seed=DESCRIPTIVE_MATERIA; external exact informative=0; selected support pages=1; external signatures=0; anchor wholes=none	reader-variant occurrences=0; external exact open contexts=0; competing specific roles=NONE; role is inferred from neighboring working cards, not from the surface itself	OPEN	0	0	0	0	1	1	DESCRIPTIVE_MATERIA:1	0	NA	0	0	0	NONE	NONE	NONE	NONE	NONE	MIXED_OR_OPEN_WHOLE	A0_NO_CLEAN_NEIGHBOR	keine saubere Ganzwort-Analogie; Funktion offen	beschreibender Stoff-/Zustandsinhalt; genaue Identität und Funktion offen	Kein sauberer W2/W3-Ganzwortnachbar liegt in Editdistanz zwei; nur das geerbte deskriptive Materia-Feld bleibt.	1	EXACT_WHOLE_EXPLORATORY_ANALOGY_ONLY	OPEN	0	0
G745-R026	oteeol	5	5	5	5	5	1	1	DESCRIPTIVE_MATERIA	4	4	3	OPEN:5	OPEN:5	MIDDLE:5	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	R1_SEED_FIELD_ONLY	1.000	NONE	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE:1	NONE	0	0	0	0	0	1	0	gelerntes Beschreibungslemma oder Stoffname; konkrete Identität offen	GDT744 seed=DESCRIPTIVE_MATERIA; external exact informative=0; selected support pages=1; external signatures=0; anchor wholes=none	reader-variant occurrences=0; external exact open contexts=4; competing specific roles=NONE; role is inferred from neighboring working cards, not from the surface itself	OPEN	0	0	0	0	1	1	DESCRIPTIVE_MATERIA:1	0	1	1	3	3	okeeol|oteeo|oteol	okeeol=vollständig erhitzter Ansatzstoff || oteeo=zweiter Kaltansatz || oteol=Drogenstoff im Ansatz bis zur Mittelstufe abkühlen	COLD|MATERIAL|PREPARATION	HOT|PROCESS|PASS|MIDDLE_STAGE|END_STAGE	HOT:1|COLD:2|MATERIAL:2|PREPARATION:3|PROCESS:1|PASS:1|MIDDLE_STAGE:1|END_STAGE:1	QUALIFIED_MATERIAL_OR_PREPARATION_WHOLE	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	kalt/gekühlt, Stoff/Material, Ansatz/Zubereitung; konkrete Identität offen (Mehrfachanalogie)	gekühlter Stoff im Ansatz; zweiter Kaltansatz als Rivale	oteol und oteeo stützen Kälte und Ansatz, während okeeol die direkte heiße Gegenform liefert; Material/Zubereitung bleibt stabil.	1	EXACT_WHOLE_EXPLORATORY_ANALOGY_ONLY	OPEN	0	0
G745-R027	oteeos	4	4	4	3	3	1	1	DESCRIPTIVE_MATERIA	3	2	1	OPEN:3	OPEN:3	FIRST:1|MIDDLE:2	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE	R1_SEED_FIELD_ONLY	1.000	NONE	DESCRIPTIVE_LEMMA_OR_ATTRIBUTE:1	NONE	0	0	0	0	0	1	0	gelerntes Beschreibungslemma oder Stoffname; konkrete Identität offen	GDT744 seed=DESCRIPTIVE_MATERIA; external exact informative=0; selected support pages=1; external signatures=0; anchor wholes=none	reader-variant occurrences=1; external exact open contexts=2; competing specific roles=NONE; role is inferred from neighboring working cards, not from the surface itself	OPEN	0	0	0	0	1	1	DESCRIPTIVE_MATERIA:1	0	1	1	2	2	oteeo|oteos	oteeo=zweiter Kaltansatz || oteos=Kaltansatz-Charge auf mittlerer Stufe	COLD|PREPARATION	AMOUNT|PASS|MIDDLE_STAGE	COLD:2|AMOUNT:1|PREPARATION:2|PASS:1|MIDDLE_STAGE:1	QUALIFIED_MATERIAL_OR_PREPARATION_WHOLE	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	kalt/gekühlt, Ansatz/Zubereitung; konkrete Identität offen (Mehrfachanalogie)	Kaltansatz oder Kaltcharge; zweite gegen mittlere Stufe offen	oteeo und oteos stimmen im kalten Ansatz überein, unterscheiden aber zweiten Durchgang und mittlere Charge.	1	EXACT_WHOLE_EXPLORATORY_ANALOGY_ONLY	OPEN	0	0
