partial_candidate_id	target_matrix_cell_id	target_frame	target_action_root	target_action_recipe	target_register	partial_recipe	partial_component_count	removed_component_count	removal_position_sets	removed_token_sets	near_single_deletion	contiguous_in_target	contains_target_action_root	same_register_exact_cell_count	same_register_event_count	same_register_clause_form_count	same_register_page_count	same_register_pages	cross_register_exact_cell_count	cross_registers	cross_register_event_count	cross_register_page_count	cross_register_pages	guard
G501-C0048	G498-M222	@ACTION+AL+Y	P	P+AL+Y	HERBAL	AL+Y	2	1	1	P	YES	YES	NO	0	0	0	0	NONE	3	BIOLOGICAL|CELESTIAL|PHARMA	9	7	f71v|f72r|f75r|f76r|f77r|f81r|f89r	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0049	G498-M221	@ACTION+AL+Y	P	P+AL+Y	SOURCE_SECTION_T	P+AL	2	1	3	Y	YES	YES	YES	0	0	0	0	NONE	0	NONE	0	0	NONE	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0050	G498-M221	@ACTION+AL+Y	P	P+AL+Y	SOURCE_SECTION_T	P+Y	2	1	2	AL	YES	NO	YES	0	0	0	0	NONE	1	BIOLOGICAL	1	1	f75r	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0051	G498-M221	@ACTION+AL+Y	P	P+AL+Y	SOURCE_SECTION_T	AL+Y	2	1	1	P	YES	YES	NO	0	0	0	0	NONE	3	BIOLOGICAL|CELESTIAL|PHARMA	9	7	f71v|f72r|f75r|f76r|f77r|f81r|f89r	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0052	G498-M404	@ACTION+OR+Y	P	P+OR+Y	CELESTIAL	P+OR	2	1	3	Y	YES	YES	YES	0	0	0	0	NONE	0	NONE	0	0	NONE	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0053	G498-M404	@ACTION+OR+Y	P	P+OR+Y	CELESTIAL	P+Y	2	1	2	OR	YES	NO	YES	0	0	0	0	NONE	1	BIOLOGICAL	1	1	f75r	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0054	G498-M404	@ACTION+OR+Y	P	P+OR+Y	CELESTIAL	OR+Y	2	1	1	P	YES	YES	NO	0	0	0	0	NONE	2	BIOLOGICAL|PHARMA	3	3	f75r|f82r|f89r	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0055	G498-M405	@ACTION+OR+Y	P	P+OR+Y	PHARMA	P+OR	2	1	3	Y	YES	YES	YES	0	0	0	0	NONE	0	NONE	0	0	NONE	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0056	G498-M405	@ACTION+OR+Y	P	P+OR+Y	PHARMA	P+Y	2	1	2	OR	YES	NO	YES	0	0	0	0	NONE	1	BIOLOGICAL	1	1	f75r	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0057	G498-M405	@ACTION+OR+Y	P	P+OR+Y	PHARMA	OR+Y	2	1	1	P	YES	YES	NO	1	1	1	1	f89r	1	BIOLOGICAL	2	2	f75r|f82r	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0058	G498-M202	@ACTION+AL+Y	S	S+AL+Y	HERBAL	S+AL	2	1	3	Y	YES	YES	YES	0	0	0	0	NONE	2	BIOLOGICAL|CELESTIAL	10	7	f67r2|f72r|f75r|f76r|f77r|f81v|f82r	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0059	G498-M202	@ACTION+AL+Y	S	S+AL+Y	HERBAL	S+Y	2	1	2	AL	YES	NO	YES	0	0	0	0	NONE	0	NONE	0	0	NONE	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0060	G498-M202	@ACTION+AL+Y	S	S+AL+Y	HERBAL	AL+Y	2	1	1	S	YES	YES	NO	0	0	0	0	NONE	3	BIOLOGICAL|CELESTIAL|PHARMA	9	7	f71v|f72r|f75r|f76r|f77r|f81r|f89r	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0061	G498-M201	@ACTION+AL+Y	S	S+AL+Y	SOURCE_SECTION_T	S+AL	2	1	3	Y	YES	YES	YES	0	0	0	0	NONE	2	BIOLOGICAL|CELESTIAL	10	7	f67r2|f72r|f75r|f76r|f77r|f81v|f82r	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0062	G498-M201	@ACTION+AL+Y	S	S+AL+Y	SOURCE_SECTION_T	S+Y	2	1	2	AL	YES	NO	YES	0	0	0	0	NONE	0	NONE	0	0	NONE	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0063	G498-M201	@ACTION+AL+Y	S	S+AL+Y	SOURCE_SECTION_T	AL+Y	2	1	1	S	YES	YES	NO	0	0	0	0	NONE	3	BIOLOGICAL|CELESTIAL|PHARMA	9	7	f71v|f72r|f75r|f76r|f77r|f81r|f89r	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0064	G498-M294	@ACTION+CHD+Y	S	S+CHD+Y	CELESTIAL	S+CHD	2	1	3	Y	YES	YES	YES	0	0	0	0	NONE	0	NONE	0	0	NONE	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0065	G498-M294	@ACTION+CHD+Y	S	S+CHD+Y	CELESTIAL	S+Y	2	1	2	CHD	YES	NO	YES	0	0	0	0	NONE	0	NONE	0	0	NONE	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0066	G498-M294	@ACTION+CHD+Y	S	S+CHD+Y	CELESTIAL	CHD+Y	2	1	1	S	YES	YES	NO	1	2	1	1	f72r	4	BIOLOGICAL|HERBAL|PHARMA|SOURCE_SECTION_T	105	12	f1r|f55v|f56r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0067	G498-M295	@ACTION+CHD+Y	S	S+CHD+Y	PHARMA	S+CHD	2	1	3	Y	YES	YES	YES	0	0	0	0	NONE	0	NONE	0	0	NONE	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0068	G498-M295	@ACTION+CHD+Y	S	S+CHD+Y	PHARMA	S+Y	2	1	2	CHD	YES	NO	YES	0	0	0	0	NONE	0	NONE	0	0	NONE	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0069	G498-M295	@ACTION+CHD+Y	S	S+CHD+Y	PHARMA	CHD+Y	2	1	1	S	YES	YES	NO	1	1	1	1	f89r	4	BIOLOGICAL|CELESTIAL|HERBAL|SOURCE_SECTION_T	106	12	f1r|f55v|f56r|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f95v	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0070	G498-M291	@ACTION+CHD+Y	S	S+CHD+Y	SOURCE_SECTION_T	S+CHD	2	1	3	Y	YES	YES	YES	0	0	0	0	NONE	0	NONE	0	0	NONE	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0071	G498-M291	@ACTION+CHD+Y	S	S+CHD+Y	SOURCE_SECTION_T	S+Y	2	1	2	CHD	YES	NO	YES	0	0	0	0	NONE	0	NONE	0	0	NONE	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0072	G498-M291	@ACTION+CHD+Y	S	S+CHD+Y	SOURCE_SECTION_T	CHD+Y	2	1	1	S	YES	YES	NO	1	1	1	1	f1r	4	BIOLOGICAL|CELESTIAL|HERBAL|PHARMA	106	12	f55v|f56r|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0073	G498-M192	@ACTION+AL+Y	SH	SH+AL+Y	HERBAL	SH+AL	2	1	3	Y	YES	YES	YES	0	0	0	0	NONE	1	BIOLOGICAL	1	1	f75r	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0074	G498-M192	@ACTION+AL+Y	SH	SH+AL+Y	HERBAL	SH+Y	2	1	2	AL	YES	NO	YES	0	0	0	0	NONE	1	BIOLOGICAL	1	1	f81v	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-C0075	G498-M192	@ACTION+AL+Y	SH	SH+AL+Y	HERBAL	AL+Y	2	1	1	SH	YES	YES	NO	0	0	0	0	NONE	3	BIOLOGICAL|CELESTIAL|PHARMA	9	7	f71v|f72r|f75r|f76r|f77r|f81r|f89r	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
