partial_witness_id	partial_candidate_id	target_matrix_cell_id	target_action_recipe	target_register	partial_recipe	partial_component_count	near_single_deletion	contains_target_action_root	witness_relation	witness_register	observed_event_count	observed_clause_form_count	observed_page_count	observed_pages	observed_event_ids	observed_surfaces	observed_clauses_de	guard
G501-W0011	G501-C0009	G498-M276	CH+CHD+Y	SOURCE_SECTION_T	CHD+Y	2	YES	NO	CROSS_REGISTER	BIOLOGICAL	96	1	7	f75r|f76r|f77r|f81r|f81v|f82r|f83r	G407-E1429|G407-E1480|G407-E1484|G407-E1505|G407-E1557|G407-E1571|G407-E1618|G407-E1622|G407-E1686|G407-E1696|G407-E1726|G407-E1831|G407-E1868|G407-E1879|G407-E1921|G407-E1927|G407-E1929|G407-E1961|G407-E1975|G407-E1977|G407-E1996|G407-E2003|G407-E2012|G407-E2036|G407-E2037|G407-E2045|G407-E2055|G407-E2097|G407-E2117|G407-E2136|G407-E2138|G407-E2176|G407-E2186|G407-E2235|G407-E2258|G407-E2290|G407-E2292|G407-E2323|G407-E2343|G407-E2368|G407-E2408|G407-E2425|G407-E2434|G407-E2438|G407-E2459|G407-E2507|G407-E2522|G407-E2526|G407-E2541|G407-E2588|G407-E2598|G407-E2606|G407-E2615|G407-E2727|G407-E2734|G407-E2795|G407-E2829|G407-E2834|G407-E2847|G407-E2874|G407-E2884|G407-E2890|G407-E2953|G407-E2978|G407-E3033|G407-E3058|G407-E3064|G407-E3074|G407-E3077|G407-E3107|G407-E3117|G407-E3128|G407-E3152|G407-E3158|G407-E3212|G407-E3241|G407-E3255|G407-E3290|G407-E3306|G407-E3345|G407-E3471|G407-E3484|G407-E3491|G407-E3503|G407-E3507|G407-E3525|G407-E3601|G407-E3644|G407-E3654|G407-E3667|G407-E3678|G407-E3687|G407-E3729|G407-E3760|G407-E3764|G407-E3779	chdy|chedchy|chedy	Bearbeite den Stationsposten.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0012	G501-C0009	G498-M276	CH+CHD+Y	SOURCE_SECTION_T	CHD+Y	2	YES	NO	CROSS_REGISTER	CELESTIAL	2	1	1	f72r	G407-E1408|G407-E1409	chedy	Bearbeite den Positionsposten.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0013	G501-C0009	G498-M276	CH+CHD+Y	SOURCE_SECTION_T	CHD+Y	2	YES	NO	CROSS_REGISTER	HERBAL	7	1	3	f55v|f56r|f95v	G407-E0707|G407-E0727|G407-E0746|G407-E0828|G407-E4485|G407-E4499|G407-E4521	chdy|chedy	Bearbeite den Pflanzenposten.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0014	G501-C0009	G498-M276	CH+CHD+Y	SOURCE_SECTION_T	CHD+Y	2	YES	NO	CROSS_REGISTER	PHARMA	1	1	1	f89r	G407-E4075	chedy	Bearbeite den Drogenposten.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0015	G501-C0009	G498-M276	CH+CHD+Y	SOURCE_SECTION_T	CHD+Y	2	YES	NO	SAME_REGISTER	SOURCE_SECTION_T	1	1	1	f1r	G407-E0102	chdy	Bearbeite den laufenden Eintrag.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0016	G501-C0010	G498-M369	CH+OR+Y	CELESTIAL	CH+OR	2	YES	YES	CROSS_REGISTER	HERBAL	14	1	6	f10r|f13r|f17r|f18r|f24v|f56r	G407-E0260|G407-E0278|G407-E0287|G407-E0392|G407-E0467|G407-E0480|G407-E0539|G407-E0546|G407-E0589|G407-E0642|G407-E0656|G407-E0822|G407-E0823|G407-E0854	chor	Nimm die Arbeitseinheit.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0017	G501-C0010	G498-M369	CH+OR+Y	CELESTIAL	CH+OR	2	YES	YES	CROSS_REGISTER	PHARMA	7	1	3	f88r|f88v|f89r	G407-E3864|G407-E3869|G407-E3987|G407-E4105|G407-E4213|G407-E4254|G407-E4266	chor	Nimm die Ansatzeinheit.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0018	G501-C0010	G498-M369	CH+OR+Y	CELESTIAL	CH+OR	2	YES	YES	CROSS_REGISTER	SOURCE_SECTION_T	2	1	1	f1r	G407-E0063|G407-E0154	chor	Entnimm die Eintragseinheit.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0019	G501-C0012	G498-M369	CH+OR+Y	CELESTIAL	OR+Y	2	YES	NO	CROSS_REGISTER	BIOLOGICAL	2	2	2	f75r|f82r	G407-E1442|G407-E3323	orchey|ory	Im laufenden Gang entnimm die Stationseinheit und den Stationsposten. || Im laufenden Gang wähle die Stationseinheit und den Stationsposten.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0020	G501-C0012	G498-M369	CH+OR+Y	CELESTIAL	OR+Y	2	YES	NO	CROSS_REGISTER	PHARMA	1	1	1	f89r	G407-E4356	sorcheey	Im laufenden Gang markiere die Ansatzeinheit und den Drogenposten.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0021	G501-C0013	G498-M370	CH+OR+Y	PHARMA	CH+OR	2	YES	YES	CROSS_REGISTER	HERBAL	14	1	6	f10r|f13r|f17r|f18r|f24v|f56r	G407-E0260|G407-E0278|G407-E0287|G407-E0392|G407-E0467|G407-E0480|G407-E0539|G407-E0546|G407-E0589|G407-E0642|G407-E0656|G407-E0822|G407-E0823|G407-E0854	chor	Nimm die Arbeitseinheit.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0022	G501-C0013	G498-M370	CH+OR+Y	PHARMA	CH+OR	2	YES	YES	SAME_REGISTER	PHARMA	7	1	3	f88r|f88v|f89r	G407-E3864|G407-E3869|G407-E3987|G407-E4105|G407-E4213|G407-E4254|G407-E4266	chor	Nimm die Ansatzeinheit.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0023	G501-C0013	G498-M370	CH+OR+Y	PHARMA	CH+OR	2	YES	YES	CROSS_REGISTER	SOURCE_SECTION_T	2	1	1	f1r	G407-E0063|G407-E0154	chor	Entnimm die Eintragseinheit.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0024	G501-C0015	G498-M370	CH+OR+Y	PHARMA	OR+Y	2	YES	NO	CROSS_REGISTER	BIOLOGICAL	2	2	2	f75r|f82r	G407-E1442|G407-E3323	orchey|ory	Im laufenden Gang entnimm die Stationseinheit und den Stationsposten. || Im laufenden Gang wähle die Stationseinheit und den Stationsposten.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0025	G501-C0015	G498-M370	CH+OR+Y	PHARMA	OR+Y	2	YES	NO	SAME_REGISTER	PHARMA	1	1	1	f89r	G407-E4356	sorcheey	Im laufenden Gang markiere die Ansatzeinheit und den Drogenposten.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0026	G501-C0016	G498-M207	CHD+AL+Y	HERBAL	CHD+AL	2	YES	YES	CROSS_REGISTER	BIOLOGICAL	1	1	1	f83r	G407-E3775	chdal	Bearbeite den Stationsposten [wie zuvor]; zur Zielstation.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0027	G501-C0016	G498-M207	CHD+AL+Y	HERBAL	CHD+AL	2	YES	YES	CROSS_REGISTER	CELESTIAL	1	1	1	f72r	G407-E1144	chedal	Bearbeite den Positionsposten [wie zuvor]; zur Zielposition.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0028	G501-C0017	G498-M207	CHD+AL+Y	HERBAL	CHD+Y	2	YES	YES	CROSS_REGISTER	BIOLOGICAL	96	1	7	f75r|f76r|f77r|f81r|f81v|f82r|f83r	G407-E1429|G407-E1480|G407-E1484|G407-E1505|G407-E1557|G407-E1571|G407-E1618|G407-E1622|G407-E1686|G407-E1696|G407-E1726|G407-E1831|G407-E1868|G407-E1879|G407-E1921|G407-E1927|G407-E1929|G407-E1961|G407-E1975|G407-E1977|G407-E1996|G407-E2003|G407-E2012|G407-E2036|G407-E2037|G407-E2045|G407-E2055|G407-E2097|G407-E2117|G407-E2136|G407-E2138|G407-E2176|G407-E2186|G407-E2235|G407-E2258|G407-E2290|G407-E2292|G407-E2323|G407-E2343|G407-E2368|G407-E2408|G407-E2425|G407-E2434|G407-E2438|G407-E2459|G407-E2507|G407-E2522|G407-E2526|G407-E2541|G407-E2588|G407-E2598|G407-E2606|G407-E2615|G407-E2727|G407-E2734|G407-E2795|G407-E2829|G407-E2834|G407-E2847|G407-E2874|G407-E2884|G407-E2890|G407-E2953|G407-E2978|G407-E3033|G407-E3058|G407-E3064|G407-E3074|G407-E3077|G407-E3107|G407-E3117|G407-E3128|G407-E3152|G407-E3158|G407-E3212|G407-E3241|G407-E3255|G407-E3290|G407-E3306|G407-E3345|G407-E3471|G407-E3484|G407-E3491|G407-E3503|G407-E3507|G407-E3525|G407-E3601|G407-E3644|G407-E3654|G407-E3667|G407-E3678|G407-E3687|G407-E3729|G407-E3760|G407-E3764|G407-E3779	chdy|chedchy|chedy	Bearbeite den Stationsposten.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0029	G501-C0017	G498-M207	CHD+AL+Y	HERBAL	CHD+Y	2	YES	YES	CROSS_REGISTER	CELESTIAL	2	1	1	f72r	G407-E1408|G407-E1409	chedy	Bearbeite den Positionsposten.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0030	G501-C0017	G498-M207	CHD+AL+Y	HERBAL	CHD+Y	2	YES	YES	SAME_REGISTER	HERBAL	7	1	3	f55v|f56r|f95v	G407-E0707|G407-E0727|G407-E0746|G407-E0828|G407-E4485|G407-E4499|G407-E4521	chdy|chedy	Bearbeite den Pflanzenposten.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0031	G501-C0017	G498-M207	CHD+AL+Y	HERBAL	CHD+Y	2	YES	YES	CROSS_REGISTER	PHARMA	1	1	1	f89r	G407-E4075	chedy	Bearbeite den Drogenposten.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0032	G501-C0017	G498-M207	CHD+AL+Y	HERBAL	CHD+Y	2	YES	YES	CROSS_REGISTER	SOURCE_SECTION_T	1	1	1	f1r	G407-E0102	chdy	Bearbeite den laufenden Eintrag.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0033	G501-C0018	G498-M207	CHD+AL+Y	HERBAL	AL+Y	2	YES	NO	CROSS_REGISTER	BIOLOGICAL	4	3	4	f75r|f76r|f77r|f81r	G407-E1552|G407-E1923|G407-E2611|G407-E2838	aly|chealy|daly	Im laufenden Gang bearbeite den Stationsposten; zur Zielstation. || Im laufenden Gang markiere den Stationsposten; zur Zielstation. || Im laufenden Gang setze den Stationsposten im Stationsgang an; zur Zielstation.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0034	G501-C0018	G498-M207	CHD+AL+Y	HERBAL	AL+Y	2	YES	NO	CROSS_REGISTER	CELESTIAL	4	4	2	f71v|f72r	G407-E1117|G407-E1294|G407-E1341|G407-E1367	aly|chealdy|tealy	Im laufenden Gang halte den Positionsposten; zur Zielposition. || Im laufenden Gang nimm den Positionsposten auf; zur Zielposition. || Im laufenden Gang setze den Positionsposten; zur Zielposition. || Im laufenden Gang wähle den Positionsposten; zur Zielposition.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0035	G501-C0018	G498-M207	CHD+AL+Y	HERBAL	AL+Y	2	YES	NO	CROSS_REGISTER	PHARMA	1	1	1	f89r	G407-E4151	daly	Im laufenden Gang setze den Drogenposten als Ansatz an; zum Zielgefäß.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0036	G501-C0019	G498-M206	CHD+AL+Y	SOURCE_SECTION_T	CHD+AL	2	YES	YES	CROSS_REGISTER	BIOLOGICAL	1	1	1	f83r	G407-E3775	chdal	Bearbeite den Stationsposten [wie zuvor]; zur Zielstation.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0037	G501-C0019	G498-M206	CHD+AL+Y	SOURCE_SECTION_T	CHD+AL	2	YES	YES	CROSS_REGISTER	CELESTIAL	1	1	1	f72r	G407-E1144	chedal	Bearbeite den Positionsposten [wie zuvor]; zur Zielposition.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0038	G501-C0020	G498-M206	CHD+AL+Y	SOURCE_SECTION_T	CHD+Y	2	YES	YES	CROSS_REGISTER	BIOLOGICAL	96	1	7	f75r|f76r|f77r|f81r|f81v|f82r|f83r	G407-E1429|G407-E1480|G407-E1484|G407-E1505|G407-E1557|G407-E1571|G407-E1618|G407-E1622|G407-E1686|G407-E1696|G407-E1726|G407-E1831|G407-E1868|G407-E1879|G407-E1921|G407-E1927|G407-E1929|G407-E1961|G407-E1975|G407-E1977|G407-E1996|G407-E2003|G407-E2012|G407-E2036|G407-E2037|G407-E2045|G407-E2055|G407-E2097|G407-E2117|G407-E2136|G407-E2138|G407-E2176|G407-E2186|G407-E2235|G407-E2258|G407-E2290|G407-E2292|G407-E2323|G407-E2343|G407-E2368|G407-E2408|G407-E2425|G407-E2434|G407-E2438|G407-E2459|G407-E2507|G407-E2522|G407-E2526|G407-E2541|G407-E2588|G407-E2598|G407-E2606|G407-E2615|G407-E2727|G407-E2734|G407-E2795|G407-E2829|G407-E2834|G407-E2847|G407-E2874|G407-E2884|G407-E2890|G407-E2953|G407-E2978|G407-E3033|G407-E3058|G407-E3064|G407-E3074|G407-E3077|G407-E3107|G407-E3117|G407-E3128|G407-E3152|G407-E3158|G407-E3212|G407-E3241|G407-E3255|G407-E3290|G407-E3306|G407-E3345|G407-E3471|G407-E3484|G407-E3491|G407-E3503|G407-E3507|G407-E3525|G407-E3601|G407-E3644|G407-E3654|G407-E3667|G407-E3678|G407-E3687|G407-E3729|G407-E3760|G407-E3764|G407-E3779	chdy|chedchy|chedy	Bearbeite den Stationsposten.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0039	G501-C0020	G498-M206	CHD+AL+Y	SOURCE_SECTION_T	CHD+Y	2	YES	YES	CROSS_REGISTER	CELESTIAL	2	1	1	f72r	G407-E1408|G407-E1409	chedy	Bearbeite den Positionsposten.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0040	G501-C0020	G498-M206	CHD+AL+Y	SOURCE_SECTION_T	CHD+Y	2	YES	YES	CROSS_REGISTER	HERBAL	7	1	3	f55v|f56r|f95v	G407-E0707|G407-E0727|G407-E0746|G407-E0828|G407-E4485|G407-E4499|G407-E4521	chdy|chedy	Bearbeite den Pflanzenposten.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0041	G501-C0020	G498-M206	CHD+AL+Y	SOURCE_SECTION_T	CHD+Y	2	YES	YES	CROSS_REGISTER	PHARMA	1	1	1	f89r	G407-E4075	chedy	Bearbeite den Drogenposten.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0042	G501-C0020	G498-M206	CHD+AL+Y	SOURCE_SECTION_T	CHD+Y	2	YES	YES	SAME_REGISTER	SOURCE_SECTION_T	1	1	1	f1r	G407-E0102	chdy	Bearbeite den laufenden Eintrag.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0043	G501-C0021	G498-M206	CHD+AL+Y	SOURCE_SECTION_T	AL+Y	2	YES	NO	CROSS_REGISTER	BIOLOGICAL	4	3	4	f75r|f76r|f77r|f81r	G407-E1552|G407-E1923|G407-E2611|G407-E2838	aly|chealy|daly	Im laufenden Gang bearbeite den Stationsposten; zur Zielstation. || Im laufenden Gang markiere den Stationsposten; zur Zielstation. || Im laufenden Gang setze den Stationsposten im Stationsgang an; zur Zielstation.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0044	G501-C0021	G498-M206	CHD+AL+Y	SOURCE_SECTION_T	AL+Y	2	YES	NO	CROSS_REGISTER	CELESTIAL	4	4	2	f71v|f72r	G407-E1117|G407-E1294|G407-E1341|G407-E1367	aly|chealdy|tealy	Im laufenden Gang halte den Positionsposten; zur Zielposition. || Im laufenden Gang nimm den Positionsposten auf; zur Zielposition. || Im laufenden Gang setze den Positionsposten; zur Zielposition. || Im laufenden Gang wähle den Positionsposten; zur Zielposition.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0045	G501-C0021	G498-M206	CHD+AL+Y	SOURCE_SECTION_T	AL+Y	2	YES	NO	CROSS_REGISTER	PHARMA	1	1	1	f89r	G407-E4151	daly	Im laufenden Gang setze den Drogenposten als Ansatz an; zum Zielgefäß.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0046	G501-C0022	G498-M389	CHD+OR+Y	CELESTIAL	CHD+OR	2	YES	YES	CROSS_REGISTER	BIOLOGICAL	1	1	1	f76r	G407-E2359	chedor	Bearbeite die Stationseinheit.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0047	G501-C0023	G498-M389	CHD+OR+Y	CELESTIAL	CHD+Y	2	YES	YES	CROSS_REGISTER	BIOLOGICAL	96	1	7	f75r|f76r|f77r|f81r|f81v|f82r|f83r	G407-E1429|G407-E1480|G407-E1484|G407-E1505|G407-E1557|G407-E1571|G407-E1618|G407-E1622|G407-E1686|G407-E1696|G407-E1726|G407-E1831|G407-E1868|G407-E1879|G407-E1921|G407-E1927|G407-E1929|G407-E1961|G407-E1975|G407-E1977|G407-E1996|G407-E2003|G407-E2012|G407-E2036|G407-E2037|G407-E2045|G407-E2055|G407-E2097|G407-E2117|G407-E2136|G407-E2138|G407-E2176|G407-E2186|G407-E2235|G407-E2258|G407-E2290|G407-E2292|G407-E2323|G407-E2343|G407-E2368|G407-E2408|G407-E2425|G407-E2434|G407-E2438|G407-E2459|G407-E2507|G407-E2522|G407-E2526|G407-E2541|G407-E2588|G407-E2598|G407-E2606|G407-E2615|G407-E2727|G407-E2734|G407-E2795|G407-E2829|G407-E2834|G407-E2847|G407-E2874|G407-E2884|G407-E2890|G407-E2953|G407-E2978|G407-E3033|G407-E3058|G407-E3064|G407-E3074|G407-E3077|G407-E3107|G407-E3117|G407-E3128|G407-E3152|G407-E3158|G407-E3212|G407-E3241|G407-E3255|G407-E3290|G407-E3306|G407-E3345|G407-E3471|G407-E3484|G407-E3491|G407-E3503|G407-E3507|G407-E3525|G407-E3601|G407-E3644|G407-E3654|G407-E3667|G407-E3678|G407-E3687|G407-E3729|G407-E3760|G407-E3764|G407-E3779	chdy|chedchy|chedy	Bearbeite den Stationsposten.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
G501-W0048	G501-C0023	G498-M389	CHD+OR+Y	CELESTIAL	CHD+Y	2	YES	YES	SAME_REGISTER	CELESTIAL	2	1	1	f72r	G407-E1408|G407-E1409	chedy	Bearbeite den Positionsposten.	PARTIAL_SUPPORT_RANKING_ONLY__CURRENT_PHRASES_AND_COMPOSED_LABELS_RETAINED
