order	event_id	record_unit_id	page	locus	field_id	statement_id	surface	joint_tuple_id	picture_owner	previous_herbal_value_de	small_value_de	lexicon_source	value_changed
15	E015	H2	f10r	f10r.6	F003	H2-S001	ycheor	7249edc4df3419c26999	F10R_PICTURED_PLANT	Pflanzenspitzen	Pflanzenspitzen	HERBAL_LOCAL_CARD_PENDING_REANALYSIS	NO
16	E016	H2	f10r	f10r.6	F003	H2-S001	cthy	e0b630cb1b5df5e7105b	F10R_PICTURED_PLANT	gebrauchsfertig	bereit	BIOLOGICAL_EXACT_CARD_TRANSFER	YES
17	E017	H2	f10r	f10r.6	F003	H2-S001	chor	7a4bb8136330ee4e6e56	F10R_PICTURED_PLANT	Ansatz	Ansatz	BIOLOGICAL_EXACT_CARD_TRANSFER	NO
18	E018	H2	f10r	f10r.6	F003	H2-S001	cthaiin	f3c23f42baf625639e1e	F10R_PICTURED_PLANT	Kraut zerstoßen	Kraut zerstoßen	HERBAL_LOCAL_CARD_PENDING_REANALYSIS	NO
19	E019	H2	f10r	f10r.6	F003	H2-S001	qoctholy	af816c04e65874a0f2fa	F10R_PICTURED_PLANT	abpressen	abpressen	HERBAL_LOCAL_CARD_PENDING_REANALYSIS	NO
20	E020	H2	f10r	f10r.6	F003	H2-S001	dy	b921a237be883a820352	F10R_PICTURED_PLANT	dieser Arbeitsposten	dies	BIOLOGICAL_EXACT_CARD_TRANSFER	YES
21	E021	H2	f10r	f10r.6	F003	H2-S001	chy	b921a237be883a820352	F10R_PICTURED_PLANT	dieser Arbeitsposten	dies	BIOLOGICAL_EXACT_CARD_TRANSFER	YES
22	E022	H2	f10r	f10r.6	F003	H2-S001	taiin	2f1c5e56e8f0ff459065	F10R_PICTURED_PLANT	Sollmaß	Mass	BIOLOGICAL_EXACT_CARD_TRANSFER	YES
23	E023	H2	f10r	f10r.6	F003	H2-S001	shy	b921a237be883a820352	F10R_PICTURED_PLANT	dieser Arbeitsposten	dies	BIOLOGICAL_EXACT_CARD_TRANSFER	YES
24	E024	H2	f10r	f10r.8	F004	H2-S002	qotchor	10488b911aae52b3b334	F10R_PICTURED_PLANT	nächster Ansatz	nächster Ansatz	HERBAL_LOCAL_CARD_PENDING_REANALYSIS	NO
25	E025	H2	f10r	f10r.8	F004	H2-S002	chor	7a4bb8136330ee4e6e56	F10R_PICTURED_PLANT	Ansatz	Ansatz	BIOLOGICAL_EXACT_CARD_TRANSFER	NO
26	E026	H2	f10r	f10r.8	F004	H2-S002	otol	497cbd9c7401810ff56b	F10R_PICTURED_PLANT	danach fortsetzen	danach fortsetzen	HERBAL_LOCAL_CARD_PENDING_REANALYSIS	NO
27	E027	H2	f10r	f10r.8	F004	H2-S002	chol	dcda95c81a5460feb191	F10R_PICTURED_PLANT	mit Vorigem fortsetzen	fortsetzen	BIOLOGICAL_EXACT_CARD_TRANSFER	YES
28	E028	H2	f10r	f10r.8	F004	H2-S002	cholor	dec401773c1f0347793d	F10R_PICTURED_PLANT	voriger Ansatz	weiterer Ansatz	BIOLOGICAL_EXACT_CARD_TRANSFER	YES
29	E029	H2	f10r	f10r.8	F004	H2-S002	chol	dcda95c81a5460feb191	F10R_PICTURED_PLANT	mit Vorigem fortsetzen	fortsetzen	BIOLOGICAL_EXACT_CARD_TRANSFER	YES
30	E030	H2	f10r	f10r.8	F004	H2-S002	daiin	2f1c5e56e8f0ff459065	F10R_PICTURED_PLANT	Sollmaß	Mass	BIOLOGICAL_EXACT_CARD_TRANSFER	YES
31	E031	H2	f10r	f10r.8	F004	H2-S002	dar	4d4559019a961b834aa1	F10R_PICTURED_PLANT	aus demselben Vorrat	dasselbe	BIOLOGICAL_EXACT_CARD_TRANSFER	YES
32	E032	H2	f10r	f10r.9	F005	H2-S003	oykchor	27d97af8c96eb056c2e6	F10R_PICTURED_PLANT	glasiertes Gefäß	glasiertes Gefäß	HERBAL_LOCAL_CARD_PENDING_REANALYSIS	NO
33	E033	H2	f10r	f10r.9	F005	H2-S003	shor	7a4bb8136330ee4e6e56	F10R_PICTURED_PLANT	Ansatz	Ansatz	BIOLOGICAL_EXACT_CARD_TRANSFER	NO
34	E034	H2	f10r	f10r.9	F005	H2-S003	chor	7a4bb8136330ee4e6e56	F10R_PICTURED_PLANT	Ansatz	Ansatz	BIOLOGICAL_EXACT_CARD_TRANSFER	NO
35	E035	H2	f10r	f10r.9	F005	H2-S003	chy	b921a237be883a820352	F10R_PICTURED_PLANT	dieser Arbeitsposten	dies	BIOLOGICAL_EXACT_CARD_TRANSFER	YES
36	E036	H2	f10r	f10r.9	F005	H2-S003	kaiiin	409de02322e7b2ca0c62	F10R_PICTURED_PLANT	weiche Zielstufe	weiche Zielstufe	HERBAL_LOCAL_CARD_PENDING_REANALYSIS	NO
37	E037	H2	f10r	f10r.9	F005	H2-S003	dy	b921a237be883a820352	F10R_PICTURED_PLANT	dieser Arbeitsposten	dies	BIOLOGICAL_EXACT_CARD_TRANSFER	YES
38	E038	H2	f10r	f10r.9	F005	H2-S003	chodaiin	834825c61d048a6b5628	F10R_PICTURED_PLANT	Geschwür	Geschwür	HERBAL_LOCAL_CARD_PENDING_REANALYSIS	NO
39	E039	H3	f11r	f11r.1	F006	H3-S001	tshol	953ad19b79517fc8a211	F11R_PICTURED_PLANT	Blütenkraut	Blütenkraut	HERBAL_LOCAL_CARD_PENDING_REANALYSIS	NO
40	E040	H3	f11r	f11r.1	F006	H3-S001	schoal	428a5e3662aa57b4b256	F11R_PICTURED_PLANT	Weinsud	Weinsud	HERBAL_LOCAL_CARD_PENDING_REANALYSIS	NO
41	E041	H3	f11r	f11r.1	F006	H3-S001	cfhy	bdad9f9ea8b80f141496	F11R_PICTURED_PLANT	auswringen	auswringen	HERBAL_LOCAL_CARD_PENDING_REANALYSIS	NO
42	E042	H3	f11r	f11r.1	F006	H3-S001	shfydaiin	a8af08e69edab8e54f15	F11R_PICTURED_PLANT	Standzeit	Standzeit	HERBAL_LOCAL_CARD_PENDING_REANALYSIS	NO
43	E043	H3	f11r	f11r.1	F006	H3-S001	cphy	deb377381ceaf55ea310	F11R_PICTURED_PLANT	nachseihen	nachseihen	HERBAL_LOCAL_CARD_PENDING_REANALYSIS	NO
44	E044	H3	f11r	f11r.1	F006	H3-S001	shey	b5df9126607030b95175	F11R_PICTURED_PLANT	Klarauszug	Klarauszug	BIOLOGICAL_EXACT_CARD_TRANSFER	NO
45	E045	H3	f11r	f11r.1	F006	H3-S001	tchody	2e2027b1951d79911e24	F11R_PICTURED_PLANT	abkühlen; Schluss	abkühlen; Schluss	HERBAL_LOCAL_CARD_PENDING_REANALYSIS	NO
46	E046	H3	f11r	f11r.1	F007	H3-S002	shoyty	577c03a928d674d420d7	F11R_PICTURED_PLANT	Blütenanteil zurückhalten	Blütenanteil zurückhalten	HERBAL_LOCAL_CARD_PENDING_REANALYSIS	NO
47	E047	H3	f11r	f11r.4	F008	H3-S003	dchol	d665560c8ff80799a82c	F11R_PICTURED_PLANT	voriger Posten	voriger Posten	HERBAL_LOCAL_CARD_PENDING_REANALYSIS	NO
48	E048	H3	f11r	f11r.4	F008	H3-S003	chy	b921a237be883a820352	F11R_PICTURED_PLANT	dieser Arbeitsposten	dies	BIOLOGICAL_EXACT_CARD_TRANSFER	YES
49	E049	H3	f11r	f11r.4	F008	H3-S003	kchy	b2812c8283c3a62438bd	F11R_PICTURED_PLANT	Trank	Trank	HERBAL_LOCAL_CARD_PENDING_REANALYSIS	NO
50	E050	H3	f11r	f11r.4	F008	H3-S003	dy	b921a237be883a820352	F11R_PICTURED_PLANT	dieser Arbeitsposten	dies	BIOLOGICAL_EXACT_CARD_TRANSFER	YES
51	E051	H3	f11r	f11r.4	F008	H3-S003	daiin	2f1c5e56e8f0ff459065	F11R_PICTURED_PLANT	Sollmaß	Mass	BIOLOGICAL_EXACT_CARD_TRANSFER	YES
52	E052	H3	f11r	f11r.7	F009	H3-S004	qotchy	a48efd6c4491a046ba78	F11R_PICTURED_PLANT	zurückbehaltene Blüten	zurückbehaltene Blüten	HERBAL_LOCAL_CARD_PENDING_REANALYSIS	NO
53	E053	H3	f11r	f11r.7	F009	H3-S004	okchol	322281bd391aa621f568	F11R_PICTURED_PLANT	Vorigen fortsetzen	Vorigen fortsetzen	HERBAL_LOCAL_CARD_PENDING_REANALYSIS	NO
54	E054	H3	f11r	f11r.7	F009	H3-S004	cthy	e0b630cb1b5df5e7105b	F11R_PICTURED_PLANT	gebrauchsfertig	bereit	BIOLOGICAL_EXACT_CARD_TRANSFER	YES
55	E055	H3	f11r	f11r.7	F009	H3-S004	dy	b921a237be883a820352	F11R_PICTURED_PLANT	dieser Arbeitsposten	dies	BIOLOGICAL_EXACT_CARD_TRANSFER	YES
56	E056	H4	f55v	f55v.5	F010	H4-S001	qokaiin	b5fcea1eaed06b2f2291	F55V_PICTURED_PLANT	auf Sollmaß einstellen	bemessen	BIOLOGICAL_EXACT_CARD_TRANSFER	YES
57	E057	H4	f55v	f55v.5	F010	H4-S001	chaiin	2f1c5e56e8f0ff459065	F55V_PICTURED_PLANT	Sollmaß	Mass	BIOLOGICAL_EXACT_CARD_TRANSFER	YES
58	E058	H4	f55v	f55v.5	F010	H4-S001	ykain	403c1592f918c8f23b88	F55V_PICTURED_PLANT	eine Portion des laufenden Postens	eine Portion des laufenden Postens	HERBAL_LOCAL_CARD_PENDING_REANALYSIS	NO
59	E059	H4	f55v	f55v.5	F010	H4-S001	ykan	d929a14ec45749b2e805	F55V_PICTURED_PLANT	diese Portion	diese Portion	HERBAL_LOCAL_CARD_PENDING_REANALYSIS	NO
60	E060	H4	f55v	f55v.5	F010	H4-S001	ody	97cc9ac109148723c472	F55V_PICTURED_PLANT	Kühllager; Schluss	Kühllager; Schluss	HERBAL_LOCAL_CARD_PENDING_REANALYSIS	NO
61	E061	H4	f55v	f55v.5	F011	H4-S002	daiin	2f1c5e56e8f0ff459065	F55V_PICTURED_PLANT	Sollmaß	Mass	BIOLOGICAL_EXACT_CARD_TRANSFER	YES
62	E062	H4	f55v	f55v.5	F011	H4-S002	chedy	6f7ff8287eddf4da9fdb	F55V_PICTURED_PLANT	den laufenden Posten umsetzen oder durcharbeiten	dies umsetzen	BIOLOGICAL_EXACT_CARD_TRANSFER	YES
63	E063	H4	f55v	f55v.5	F011	H4-S002	talam	e026af581c99322fbd46	F55V_PICTURED_PLANT	verwahren	verwahren	HERBAL_LOCAL_CARD_PENDING_REANALYSIS	NO
64	E064	H4	f55v	f55v.11	F012	H4-S003	ykaiin	f7dc90b2c31fd341f0a4	F55V_PICTURED_PLANT	Sollmaß des Postens	Sollmaß des Postens	HERBAL_LOCAL_CARD_PENDING_REANALYSIS	NO
65	E065	H4	f55v	f55v.11	F012	H4-S003	cheoar	807591efc3d3f7ddbfab	F55V_PICTURED_PLANT	Auszug entnehmen	Auszug entnehmen	HERBAL_LOCAL_CARD_PENDING_REANALYSIS	NO
66	E066	H4	f55v	f55v.11	F012	H4-S003	cheeky	2c1a5fd92b9e3c762242	F55V_PICTURED_PLANT	länger wärmen	dies länger wärmen	BIOLOGICAL_EXACT_CARD_TRANSFER	YES
67	E067	H4	f55v	f55v.11	F012	H4-S003	oldy	1b1ffdd869fb1429ad03	F55V_PICTURED_PLANT	fortsetzen; Schluss	fortsetzen; Schluss	BIOLOGICAL_EXACT_CARD_TRANSFER	NO
68	E068	H4	f55v	f55v.11	F013	H4-S004	aiin	2f1c5e56e8f0ff459065	F55V_PICTURED_PLANT	Sollmaß	Mass	BIOLOGICAL_EXACT_CARD_TRANSFER	YES
69	E069	H4	f55v	f55v.11	F013	H4-S004	okal	308e8ea2d5d190c498e8	F55V_PICTURED_PLANT	an die Stelle setzen	an die Stelle setzen	BIOLOGICAL_EXACT_CARD_TRANSFER	NO
70	E070	H4	f55v	f55v.11	F013	H4-S004	oltchy	204b04837409088c48f9	F55V_PICTURED_PLANT	sanft wärmen	sanft wärmen	HERBAL_LOCAL_CARD_PENDING_REANALYSIS	NO
71	E071	H4	f55v	f55v.11	F013	H4-S004	or	7a4bb8136330ee4e6e56	F55V_PICTURED_PLANT	Ansatz	Ansatz	BIOLOGICAL_EXACT_CARD_TRANSFER	NO
72	E072	H4	f55v	f55v.11	F013	H4-S004	y	b921a237be883a820352	F55V_PICTURED_PLANT	dieser Arbeitsposten	dies	BIOLOGICAL_EXACT_CARD_TRANSFER	YES
73	E073	H4	f55v	f55v.11	F013	H4-S004	orain	6afeb5c9ab9f6cbdea0d	F55V_PICTURED_PLANT	Ansatzportion	Ansatzportion	HERBAL_LOCAL_CARD_PENDING_REANALYSIS	NO
74	E074	H5	f56r	f56r.5	F014	H5-S001	chochor	b9d7b6d68209a9019e7a	F56R_PICTURED_PLANT	Zutatenansatz	Zutatenansatz	HERBAL_LOCAL_CARD_PENDING_REANALYSIS	NO
75	E075	H5	f56r	f56r.5	F014	H5-S001	cho	2cc054357a929df85f64	F56R_PICTURED_PLANT	Zutat	Zutat	HERBAL_LOCAL_CARD_PENDING_REANALYSIS	NO
76	E076	H5	f56r	f56r.5	F014	H5-S001	chodaly	0ec6a45e2950e8e7061d	F56R_PICTURED_PLANT	Blütebeginn	Blütebeginn	HERBAL_LOCAL_CARD_PENDING_REANALYSIS	NO
77	E077	H5	f56r	f56r.5	F014	H5-S001	daiin	2f1c5e56e8f0ff459065	F56R_PICTURED_PLANT	Sollmaß	Mass	BIOLOGICAL_EXACT_CARD_TRANSFER	YES
78	E078	H5	f56r	f56r.7	F015	H5-S001	sho	2cc054357a929df85f64	F56R_PICTURED_PLANT	Zutat	Zutat	HERBAL_LOCAL_CARD_PENDING_REANALYSIS	NO
79	E079	H5	f56r	f56r.7	F015	H5-S001	kchol	893c570f3fa3fce99711	F56R_PICTURED_PLANT	auflegen	auflegen	HERBAL_LOCAL_CARD_PENDING_REANALYSIS	NO
80	E080	H5	f56r	f56r.7	F015	H5-S001	otchor	10488b911aae52b3b334	F56R_PICTURED_PLANT	nächster Ansatz	nächster Ansatz	HERBAL_LOCAL_CARD_PENDING_REANALYSIS	NO
81	E081	H5	f56r	f56r.7	F015	H5-S001	choky	276a7c2d74d1143446f4	F56R_PICTURED_PLANT	Posten ansetzen	verwende dies	BIOLOGICAL_EXACT_CARD_TRANSFER	YES
82	E082	H5	f56r	f56r.7	F015	H5-S001	dal	dd0ecaf5e27d81befffc	F56R_PICTURED_PLANT	Stelle	Stelle	BIOLOGICAL_EXACT_CARD_TRANSFER	NO
83	E083	H5	f56r	f56r.8	F016	H5-S002	schol	d665560c8ff80799a82c	F56R_PICTURED_PLANT	voriger Posten	voriger Posten	HERBAL_LOCAL_CARD_PENDING_REANALYSIS	NO
84	E084	H5	f56r	f56r.8	F016	H5-S002	choy	c10aec6d4dd877ec8bd8	F56R_PICTURED_PLANT	waschen	waschen	HERBAL_LOCAL_CARD_PENDING_REANALYSIS	NO
85	E085	H5	f56r	f56r.8	F016	H5-S002	choky	276a7c2d74d1143446f4	F56R_PICTURED_PLANT	Posten ansetzen	verwende dies	BIOLOGICAL_EXACT_CARD_TRANSFER	YES
86	E086	H5	f56r	f56r.8	F016	H5-S002	cheeckhody	95987d6f198d6d247511	F56R_PICTURED_PLANT	auftragen; Schluss	auftragen; Schluss	HERBAL_LOCAL_CARD_PENDING_REANALYSIS	NO
87	E087	H5	f56r	f56r.12	F017	H5-S003	sh	ad3581d3144f69a5912d	F56R_PICTURED_PLANT	Pflanzenteil	Pflanzenteil	HERBAL_LOCAL_CARD_PENDING_REANALYSIS	NO
88	E088	H5	f56r	f56r.12	F017	H5-S003	cho	2cc054357a929df85f64	F56R_PICTURED_PLANT	Zutat	Zutat	HERBAL_LOCAL_CARD_PENDING_REANALYSIS	NO
89	E089	H5	f56r	f56r.12	F017	H5-S003	kchey	b74e9e65637b7c8538dd	F56R_PICTURED_PLANT	grob zerreiben	grob zerreiben	HERBAL_LOCAL_CARD_PENDING_REANALYSIS	NO
90	E090	H5	f56r	f56r.12	F017	H5-S003	qokokchy	1322bc176443fc2a8a86	F56R_PICTURED_PLANT	Posten erneut ansetzen	Posten erneut ansetzen	HERBAL_LOCAL_CARD_PENDING_REANALYSIS	NO
91	E091	H5	f56r	f56r.13	F018	H5-S004	okchy	9ad66e67803a12e745de	F56R_PICTURED_PLANT	Posten ansetzen	Posten ansetzen	HERBAL_LOCAL_CARD_PENDING_REANALYSIS	NO
92	E092	H5	f56r	f56r.13	F018	H5-S004	chokcheo	087a47b5423438cd6b6a	F56R_PICTURED_PLANT	Auszug zugeben	Auszug zugeben	HERBAL_LOCAL_CARD_PENDING_REANALYSIS	NO
93	E093	H5	f56r	f56r.13	F018	H5-S004	kchal	75a523fcf039b006f97b	F56R_PICTURED_PLANT	abseihen	abseihen	HERBAL_LOCAL_CARD_PENDING_REANALYSIS	NO
94	E094	H5	f56r	f56r.18	F019	H5-S005	sho	2cc054357a929df85f64	F56R_PICTURED_PLANT	Zutat	Zutat	HERBAL_LOCAL_CARD_PENDING_REANALYSIS	NO
95	E095	H5	f56r	f56r.18	F019	H5-S005	chokchy	9ad66e67803a12e745de	F56R_PICTURED_PLANT	Posten ansetzen	Posten ansetzen	HERBAL_LOCAL_CARD_PENDING_REANALYSIS	NO
96	E096	H5	f56r	f56r.18	F019	H5-S005	kchoar	c71c72da4e09e0833392	F56R_PICTURED_PLANT	Gebrauchsauszug	Gebrauchsauszug	HERBAL_LOCAL_CARD_PENDING_REANALYSIS	NO
97	E097	H5	f56r	f56r.18	F019	H5-S005	sotodan	61a075bc54793c1c781f	F56R_PICTURED_PLANT	gebrauchen	gebrauchen	HERBAL_LOCAL_CARD_PENDING_REANALYSIS	NO
98	E098	H5	f56r	f56r.19	F020	H5-S006	otchey	faf321940aed922846a9	F56R_PICTURED_PLANT	Folgeposten	nächster Posten	BIOLOGICAL_EXACT_CARD_TRANSFER	YES
99	E099	H5	f56r	f56r.19	F020	H5-S006	keol	9bb7122b386ebbc6138f	F56R_PICTURED_PLANT	je Gabe	je Gabe	HERBAL_LOCAL_CARD_PENDING_REANALYSIS	NO
100	E100	H5	f56r	f56r.19	F020	H5-S006	daiin	2f1c5e56e8f0ff459065	F56R_PICTURED_PLANT	Sollmaß	Mass	BIOLOGICAL_EXACT_CARD_TRANSFER	YES
