master_card_id	master_form	registered_surfaces	semantic_atoms	current_spoken_default_de	teaching_layer	drawer	event_count	records	previous_default_de	period_revision	pre_formula_default_de	formula_revision
MC040	okal	okal|qokal	OK+AL	dorthin einsetzen	REVISED_SHARED_17	ACTIVE_CORE	6	B1|B2|B3|H4	dorthin einsetzen	UNCHANGED	dorthin einsetzen	NONE
MC041	okchol	okchol	OK+OL	einsetzen · weiter	SPECIALIST_DRAWER_WHOLE_CARD	D6_ORDER_CONTINUATION	1	H3	einsetzen · weiter	UNCHANGED	einsetzen · weiter	NONE
MC042	cheedar	cheedar	CHD+AR	übertragen · Ausgang	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B3	übertragen · Ausgang	UNCHANGED	übertragen · Ausgang	NONE
MC043	shecthedchy	shecthedchy	CTH+CHD+Y	bereitstellen · übertragen · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	B3	bereitstellen · übertragen · Posten	UNCHANGED	bereitstellen · übertragen · Posten	NONE
MC044	qokar	qokar	OK+AR	einsetzen · Ausgang	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B2	einsetzen · Ausgang	UNCHANGED	einsetzen · Ausgang	NONE
MC045	olkeedy	olkeedy|solkeedy	SOLK+EE+CLOSE	lange sammeln; Schluss	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	3	B1|B3	länger auffangen; schließen	SHORTENED_ACTIVE_CARD	lange sammeln; Schluss	NONE
MC046	raly	raly	AL+Y	Zielstelle · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B6	Zielstelle · Posten	UNCHANGED	Zielstelle · Posten	NONE
MC047	ykain	ykain	Y+AIN	Posten · Anteil	SPECIALIST_DRAWER_WHOLE_CARD	D5_QUANTITY_PART_STAGE	1	H4	Posten · Anteil	UNCHANGED	Posten · Anteil	NONE
MC048	kaiiin	kaiiin	IIN	Arbeitsstufe	SPECIALIST_DRAWER_WHOLE_CARD	D5_QUANTITY_PART_STAGE	1	H2	Arbeitsstufe	UNCHANGED	Arbeitsstufe	NONE
MC049	schoal	schoal	HO+AL	Zutat · Zielstelle	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL	1	H3	Zutat · Zielstelle	UNCHANGED	Zutat · Zielstelle	NONE
MC050	solkey	solkey	SOLK+E+Y	auffangen · kurz · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	B4	auffangen · kurz · Posten	UNCHANGED	auffangen · kurz · Posten	NONE
MC051	lchedal	lchedal	L+CHD+AL	abführen · übertragen · Zielstelle	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B1	abführen · übertragen · Zielstelle	UNCHANGED	abführen · übertragen · Zielstelle	NONE
MC052	qekey	qekey	KCH+E+Y	bearbeiten · kurz · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	B6	bearbeiten · kurz · Posten	UNCHANGED	bearbeiten · kurz · Posten	NONE
MC053	otol	otol	OT+OL	danach · weiter	SPECIALIST_DRAWER_WHOLE_CARD	D6_ORDER_CONTINUATION	1	H2	danach · weiter	UNCHANGED	danach · weiter	NONE
MC054	qokaly	qokaly	OK+AL+Y	einsetzen · Zielstelle · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B2	einsetzen · Zielstelle · Posten	UNCHANGED	einsetzen · Zielstelle · Posten	NONE
MC055	char	char|dar|sar	AR	davon	REVISED_SHARED_17	ACTIVE_CORE	5	B1|B2|B3|H1|H2	davon	UNCHANGED	davon	NONE
MC056	ral	ral	AL	Zielstelle	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B1	Zielstelle	UNCHANGED	Zielstelle	NONE
MC057	otchedy	otchedy|qotchedy	OT+CHD+CLOSE	danach · übertragen; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	2	B3	danach · übertragen; schließen	UNCHANGED	danach · übertragen; schließen	NONE
MC058	sheckhal	sheckhal	CKH+E+AL	Durchgang · kurz · Zielstelle	SPECIALIST_DRAWER_WHOLE_CARD	D2_FILTER_WASH_FLOW	1	B1	Durchgang · kurz · Zielstelle	UNCHANGED	Durchgang · kurz · Zielstelle	NONE
MC059	dain	dain	DAIN	Tuch	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL	2	B4|B6	Tuch	UNCHANGED	Tuch	NONE
MC060	otaiin	otaiin|sotaiin	OT+AIIN	Folgemaß	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	3	B2|B3	nächstes Sollmaß	SHORTENED_ACTIVE_CARD	Folgemaß	NONE
MC061	sshkchdy	sshkchdy	SH+KCH+CHD+CLOSE	halten · bearbeiten · übertragen; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	B1	halten · bearbeiten · übertragen; schließen	UNCHANGED	halten · bearbeiten · übertragen; schließen	NONE
MC062	shoyty	shoyty	HO+Y+TY	Zutat · Posten · Teil	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL	1	H3	Zutat · Posten · Teil	UNCHANGED	Zutat · Posten · Teil	NONE
MC063	oteey	oteey	OT+EE+Y	danach · länger · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	2	B2	danach · länger · Posten	UNCHANGED	danach · länger · Posten	NONE
MC064	chedchy	chedchy	CHD+Y	übertragen · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B3	übertragen · Posten	UNCHANGED	übertragen · Posten	NONE
MC065	ls	ls	L	abführen	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B2	abführen	UNCHANGED	abführen	NONE
MC066	lcheey	lcheey	L+CHEEY	abführen · Klarlauf	SPECIALIST_DRAWER_WHOLE_CARD	D2_FILTER_WASH_FLOW	1	B2	abführen · Klarlauf	UNCHANGED	abführen · Klarlauf	NONE
MC067	otchdy	otchdy	OT+CHD+CLOSE	danach · übertragen; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B5	danach · übertragen; schließen	UNCHANGED	danach · übertragen; schließen	NONE
MC068	sotodan	sotodan	OT+DAN	danach · anwenden	SPECIALIST_DRAWER_WHOLE_CARD	D7_APPLICATION_FASTEN_STORE	1	H5	danach · anwenden	UNCHANGED	danach · anwenden	NONE
MC069	otytchol	otytchol	OT+TY+OL	danach · Teil · weiter	SPECIALIST_DRAWER_WHOLE_CARD	D5_QUANTITY_PART_STAGE	1	H1	danach · Teil · weiter	UNCHANGED	danach · Teil · weiter	NONE
MC070	pchedy	pchedy	P+CHD+CLOSE	zuführen · übertragen; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B2	zuführen · übertragen; schließen	UNCHANGED	zuführen · übertragen; schließen	NONE
MC071	dchey	dchey	DCHE+Y	Wurzel · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL	1	H1	Wurzel · Posten	UNCHANGED	Wurzel · Posten	NONE
MC072	orain	orain	OR+AIN	Ansatz · Anteil	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL	1	H4	Ansatz · Anteil	UNCHANGED	Ansatz · Anteil	NONE
MC073	qcthey	qcthey|shcthey	CTH+E+Y	bereitstellen · kurz · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	2	B2|B3	bereitstellen · kurz · Posten	UNCHANGED	bereitstellen · kurz · Posten	NONE
MC074	chdy	chdy|chedy	CHD+Y	überführen	REVISED_SHARED_17	ACTIVE_CORE	11	B1|B3|B4|B5|H4	diesen Posten übertragen	SHORTENED_ACTIVE_CARD	überführen	NONE
MC075	ycheor	ycheor	Y+CHEO+OR	Posten · Auszug · Ansatz	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL	1	H2	Posten · Auszug · Ansatz	UNCHANGED	Posten · Auszug · Ansatz	NONE
MC076	dsheol	dsheol	SH+E+OL	halten · kurz · weiter	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	B1	halten · kurz · weiter	UNCHANGED	halten · kurz · weiter	NONE
MC077	kchal	kchal	KCH+AL	bearbeiten · Zielstelle	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	H5	bearbeiten · Zielstelle	UNCHANGED	bearbeiten · Zielstelle	NONE
MC078	olsaly	olsaly	AL+Y	Zielstelle · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B3	Zielstelle · Posten	UNCHANGED	Zielstelle · Posten	NONE
MC079	daldy	daldy	AL+CLOSE	Zielstelle; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B2	Zielstelle; schließen	UNCHANGED	Zielstelle; schließen	NONE
MC080	chor	chor|or|shor|sor	OR	Ansatz	REVISED_SHARED_17	ACTIVE_CORE	7	B3|B4|H2|H4	Arbeitsansatz	SHORTENED_ACTIVE_CARD	Ansatz	NONE
MC081	okair	okair	OK+AIR	einsetzen · Flüssigkeitslauf	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B3	einsetzen · Flüssigkeitslauf	UNCHANGED	einsetzen · Flüssigkeitslauf	NONE
MC082	qokeedy	qokeedy	OK+EE+CLOSE	lange einwirken; Schluss	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	10	B2|B3|B4	länger einwirken; schließen	SHORTENED_ACTIVE_CARD	lange einwirken; Schluss	NONE
MC083	qokedy	qokedy	OK+E+CLOSE	kurz einwirken; Schluss	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	8	B1|B3|B4	kurz einwirken; schließen	SHORTENED_ACTIVE_CARD	kurz einwirken; Schluss	NONE
MC084	rshedy	rshedy	WASH+CLOSE	waschen; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D2_FILTER_WASH_FLOW	1	B2	waschen; schließen	UNCHANGED	waschen; schließen	NONE
MC085	cheoar	cheoar	CHEO+AR	Auszug · Ausgang	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL	1	H4	Auszug · Ausgang	UNCHANGED	Auszug · Ausgang	NONE
MC086	chety	chety|chty	PARTITION+TY	Anteil	REVISED_SHARED_17	ACTIVE_CORE	2	B3|H1	einen Teil abtrennen	SHORTENED_ACTIVE_CARD	Anteil	NONE
MC087	chodaiin	chodaiin	HO+AIIN	Zutat · Sollmaß	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL	1	H2	Zutat · Sollmaß	UNCHANGED	Zutat · Sollmaß	NONE
MC088	qokchdy	qokchdy	OK+CHD+CLOSE	einführen; Schluss	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	3	B1|B3|B5	einsetzen, übertragen; schließen	SHORTENED_ACTIVE_CARD	einführen; Schluss	NONE
MC089	skar	skar	SK+AR	ausgießen · Ausgang	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B4	ausgießen · Ausgang	UNCHANGED	ausgießen · Ausgang	NONE
MC090	kchol	kchol	KCH+OL	bearbeiten · weiter	SPECIALIST_DRAWER_WHOLE_CARD	D6_ORDER_CONTINUATION	1	H5	bearbeiten · weiter	UNCHANGED	bearbeiten · weiter	NONE
MC091	dairydy	dairydy	AIR+Y+CLOSE	Flüssigkeitslauf · Posten; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B4	Flüssigkeitslauf · Posten; schließen	UNCHANGED	Flüssigkeitslauf · Posten; schließen	NONE
MC092	lol	lol	L+OL	abführen · weiter	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B5	abführen · weiter	UNCHANGED	abführen · weiter	NONE
MC093	otal	otal|qotal	OT+AL	danach dorthin	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	3	B3|B4	danach dorthin	UNCHANGED	danach dorthin	NONE
MC094	cheeety	cheeety	EEE+TY	vollständig · Teil	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	B3	vollständig · Teil	UNCHANGED	vollständig · Teil	NONE
MC095	sheey	sheey	SH+EE+Y	halten · länger · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	B4	halten · länger · Posten	UNCHANGED	halten · länger · Posten	NONE
MC096	qokeedal	qokeedal	OK+EE+AL	einsetzen · länger · Zielstelle	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	B1	einsetzen · länger · Zielstelle	UNCHANGED	einsetzen · länger · Zielstelle	NONE
MC097	olkain	olkain|qolkain	OL+AIN	weiter · Anteil	SPECIALIST_DRAWER_WHOLE_CARD	D5_QUANTITY_PART_STAGE	2	B1|B4	weiter · Anteil	UNCHANGED	weiter · Anteil	NONE
MC098	tshol	tshol	HO+L	Zutat · abführen	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL	1	H3	Zutat · abführen	UNCHANGED	Zutat · abführen	NONE
MC099	cheeckhody	cheeckhody	EE+CKH+HO+CLOSE	länger · Durchgang · Zutat; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D2_FILTER_WASH_FLOW	1	H5	länger · Durchgang · Zutat; schließen	UNCHANGED	länger · Durchgang · Zutat; schließen	NONE
MC100	ody	ody	ODY	kühlen	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	H4	kühlen	UNCHANGED	kühlen	NONE
MC101	ldalor	ldalor	AL	Zielstelle	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B6	Zielstelle	UNCHANGED	Zielstelle	NONE
MC102	rsheal	rsheal	SH+E+AL	halten · kurz · Zielstelle	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	B2	halten · kurz · Zielstelle	UNCHANGED	halten · kurz · Zielstelle	NONE
MC103	chokchy	chokchy|okchy|qokchy	OK+Y	weiterbearbeiten	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	3	H1|H5	diesen Posten weiterbearbeiten	SHORTENED_ACTIVE_CARD	weiterbearbeiten	NONE
MC104	keol	keol	E+OL	kurz · weiter	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	H5	kurz · weiter	UNCHANGED	kurz · weiter	NONE
MC105	chkain	chkain|kain	AIN	Anteil	REVISED_EXTENSION_CORE_24	ACTIVE_CORE	3	B1|B3|B4	einen Anteil	SHORTENED_ACTIVE_CARD	Anteil	NONE
MC106	teol	teol	E+OL	kurz · weiter	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	B1	kurz · weiter	UNCHANGED	kurz · weiter	NONE
MC107	qotchy	qotchy	OT+Y	danach · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D6_ORDER_CONTINUATION	1	H3	danach · Posten	UNCHANGED	danach · Posten	NONE
MC108	etyd	etyd	E+TY	kurz · Teil	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	H1	kurz · Teil	UNCHANGED	kurz · Teil	NONE
MC109	ytey	ytey	Y+E+TY	Posten · kurz · Teil	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	B1	Posten · kurz · Teil	UNCHANGED	Posten · kurz · Teil	NONE
MC110	chkeedy	chkeedy	CHK+EE+CLOSE	wärmen · länger; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	B3	wärmen · länger; schließen	UNCHANGED	wärmen · länger; schließen	NONE
MC111	shfydaiin	shfydaiin	SH+AIIN	halten · Sollmaß	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	H3	halten · Sollmaß	UNCHANGED	halten · Sollmaß	NONE
MC112	octheol	octheol	CTH+OL	bereitstellen · weiter	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	B2	bereitstellen · weiter	UNCHANGED	bereitstellen · weiter	NONE
MC113	shedal	shedal	SHED+AL	absetzen · Zielstelle	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	2	B3|B5	absetzen · Zielstelle	UNCHANGED	absetzen · Zielstelle	NONE
MC114	sh	sh	SH	halten	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	H5	halten	UNCHANGED	halten	NONE
MC115	qoctholy	qoctholy	CTH+OL+Y	bereitstellen · weiter · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE	1	H2	bereitstellen · weiter · Posten	UNCHANGED	bereitstellen · weiter · Posten	NONE
MC116	schedair	schedair	AIR	Flüssigkeitslauf	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B3	Flüssigkeitslauf	UNCHANGED	Flüssigkeitslauf	NONE
MC117	kchy	kchy	KCH+Y	bearbeiten · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D8_LOCAL_OPERATION	1	H3	bearbeiten · Posten	UNCHANGED	bearbeiten · Posten	NONE
MC118	ly	ly	L+Y	abführen · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B1	abführen · Posten	UNCHANGED	abführen · Posten	NONE
MC119	cheey	cheey|shey	CHEEY	Klarauszug	REVISED_SHARED_17	ACTIVE_CORE	4	B2|B4|H3	Klarlauf	SHORTENED_ACTIVE_CARD	Klarauszug	NONE
MC120	okaiin	okaiin|qokaiin	OK+AIIN	bemessen	REVISED_SHARED_17	ACTIVE_CORE	9	B1|B2|B3|H4	auf Sollmaß stellen	SHORTENED_ACTIVE_CARD	bemessen	NONE
MC121	otar	otar	OT+AR	danach · Ausgang	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET	1	B1	danach · Ausgang	UNCHANGED	danach · Ausgang	NONE
