gdt367_target_id	provenance	review_scope	component_selection	broad_closed_form	fork_or_branch	colored_fill	confidence	neutral_note
VG5460C63FADBAE8	AI_DIRECT_VISUAL_OBSERVATION	SOURCE_AWARE_CACHED_OFFICIAL_CONTEXT	SINGLE_NEAREST_COMPONENT	PRESENT	UNCERTAIN	PRESENT	MEDIUM	A faded broad filled body is visible but lower divisions are too faint for a secure branching call.
VG2083D8709A68CF	AI_DIRECT_VISUAL_OBSERVATION	SOURCE_AWARE_CACHED_OFFICIAL_CONTEXT	SINGLE_NEAREST_COMPONENT	PRESENT	ABSENT	PRESENT	HIGH	One broad C-shaped filled body is visible without a division into separate arms.
VGF6217BEFCC46FD	AI_DIRECT_VISUAL_OBSERVATION	SOURCE_AWARE_CACHED_OFFICIAL_CONTEXT	SINGLE_NEAREST_COMPONENT	PRESENT	PRESENT	PRESENT	HIGH	A broad tan body visibly divides into several long arms.
VG83DCA695549FB1	AI_DIRECT_VISUAL_OBSERVATION	SOURCE_AWARE_CACHED_OFFICIAL_CONTEXT	SINGLE_NEAREST_COMPONENT	PRESENT	PRESENT	PRESENT	MEDIUM_HIGH	The nearest illustrated unit contains filled broad portions and multiple narrow divisions.
VGA3EE8992C2444A	AI_DIRECT_VISUAL_OBSERVATION	SOURCE_AWARE_CACHED_OFFICIAL_CONTEXT	SINGLE_NEAREST_COMPONENT	PRESENT	PRESENT	PRESENT	HIGH	A filled body divides into multiple descending narrow arms.
VGA9BA20AB90BC69	AI_DIRECT_VISUAL_OBSERVATION	SOURCE_AWARE_CACHED_OFFICIAL_CONTEXT	SINGLE_NEAREST_COMPONENT	PRESENT	PRESENT	PRESENT	HIGH	A broad filled upper body gives rise to numerous descending arms.
VGC6938ED3C83CE6	AI_DIRECT_VISUAL_OBSERVATION	SOURCE_AWARE_CACHED_OFFICIAL_CONTEXT	SINGLE_NEAREST_COMPONENT	PRESENT	PRESENT	PRESENT	HIGH	A broad green filled body and a connected filled lower body show several terminal divisions.
VG39AAA6C8F0ED99	AI_DIRECT_VISUAL_OBSERVATION	SOURCE_AWARE_CACHED_OFFICIAL_CONTEXT	SINGLE_NEAREST_COMPONENT	PRESENT	PRESENT	PRESENT	HIGH	The nearest filled body has several long descending divisions.
VGDB631D94D2E771	AI_DIRECT_VISUAL_OBSERVATION	SOURCE_AWARE_CACHED_OFFICIAL_CONTEXT	SINGLE_NEAREST_COMPONENT	PRESENT	PRESENT	PRESENT	HIGH	A red filled body visibly splits into multiple narrow terminal arms.
VG968A25BA5E5858	AI_DIRECT_VISUAL_OBSERVATION	SOURCE_AWARE_CACHED_OFFICIAL_CONTEXT	SINGLE_NEAREST_COMPONENT	PRESENT	PRESENT	PRESENT	HIGH	A dark filled elongated body divides into two long curved arms.
VG10B0EF61B173A5	AI_DIRECT_VISUAL_OBSERVATION	SOURCE_AWARE_CACHED_OFFICIAL_CONTEXT	SINGLE_NEAREST_COMPONENT	PRESENT	PRESENT	PRESENT	MEDIUM_HIGH	A striped broad filled body has multiple visible terminal divisions.
VG59F2332676E176	AI_DIRECT_VISUAL_OBSERVATION	SOURCE_AWARE_CACHED_OFFICIAL_CONTEXT	SINGLE_NEAREST_COMPONENT	PRESENT	PRESENT	PRESENT	HIGH	A broad colored central form carries many narrow lateral divisions.
VG7E7D14AB666CDA	AI_DIRECT_VISUAL_OBSERVATION	SOURCE_AWARE_CACHED_OFFICIAL_CONTEXT	SINGLE_NEAREST_COMPONENT	PRESENT	PRESENT	PRESENT	HIGH	Two broad colored bodies divide from a common narrow region.
VGA8346F945B27BF	AI_DIRECT_VISUAL_OBSERVATION	SOURCE_AWARE_CACHED_OFFICIAL_CONTEXT	SINGLE_NEAREST_COMPONENT	PRESENT	PRESENT	PRESENT	HIGH	A broad dark central body radiates several long narrow arms.
VG0DA2B4F2C1ED11	AI_DIRECT_VISUAL_OBSERVATION	SOURCE_AWARE_CACHED_OFFICIAL_CONTEXT	SINGLE_NEAREST_COMPONENT	PRESENT	PRESENT	PRESENT	HIGH	Two large broad colored lobes split from a common upper region.
VG88E49C83B9AEC4	AI_DIRECT_VISUAL_OBSERVATION	SOURCE_AWARE_CACHED_OFFICIAL_CONTEXT	SINGLE_NEAREST_COMPONENT	PRESENT	PRESENT	PRESENT	HIGH	Two broad colored bodies divide into separate lower curves.
VGF88C9724E54FBB	AI_DIRECT_VISUAL_OBSERVATION	SOURCE_AWARE_CACHED_OFFICIAL_CONTEXT	SINGLE_NEAREST_COMPONENT	PRESENT	PRESENT	PRESENT	HIGH	A broad upper cap gives rise to numerous long colored and outlined arms.
