target	held_collection	model	n	positives	bits	auc	average_precision	prevalence
EXCLUSION	b6	STRUCTURE	725	8	62.102965590	0.725069735	0.068628959	0.011034483
EXCLUSION	b6	STRUCTURE_PLUS_ID	725	8	55.559124636	0.776324965	0.441383313	0.011034483
EXCLUSION	br1	PREVALENCE	1208	5	49.356384762	0.500000000	0.005110621	0.004139073
EXCLUSION	br1	NUISANCE	1208	5	49.517238219	0.672485453	0.007486393	0.004139073
EXCLUSION	br1	OPAQUE_ID	1208	5	64.074156466	0.690274314	0.017423492	0.004139073
EXCLUSION	br1	STRUCTURE	1208	5	50.801721677	0.753117207	0.011687285	0.004139073
EXCLUSION	br1	STRUCTURE_PLUS_ID	1208	5	88.885260358	0.814297589	0.028373525	0.004139073
EXCLUSION	bs1	PREVALENCE	6619	47	404.924596905	0.500000000	0.007572578	0.007100771
EXCLUSION	bs1	NUISANCE	6619	47	367.256235548	0.800540009	0.022464587	0.007100771
EXCLUSION	bs1	OPAQUE_ID	6619	47	323.436694643	0.759288277	0.208841185	0.007100771
EXCLUSION	bs1	STRUCTURE	6619	47	358.872633625	0.827310576	0.026837677	0.007100771
EXCLUSION	bs1	STRUCTURE_PLUS_ID	6619	47	343.937368345	0.872019917	0.216715065	0.007100771
EXCLUSION	gr1	PREVALENCE	6615	47	404.869676306	0.500000000	0.007350296	0.007105064
EXCLUSION	gr1	NUISANCE	6615	47	370.705824388	0.771616736	0.017118219	0.007105064
EXCLUSION	gr1	OPAQUE_ID	6615	47	365.548680077	0.688994998	0.104002325	0.007105064
EXCLUSION	gr1	STRUCTURE	6615	47	370.466878744	0.802789800	0.021925112	0.007105064
EXCLUSION	gr1	STRUCTURE_PLUS_ID	6615	47	400.729835909	0.786919818	0.132040033	0.007105064
EXCLUSION	w1	PREVALENCE	5992	54	444.676926635	0.500000000	0.016093392	0.009012016
EXCLUSION	w1	NUISANCE	5992	54	393.147553227	0.818650749	0.027516744	0.009012016
EXCLUSION	w1	OPAQUE_ID	5992	54	345.959414944	0.773208962	0.276520292	0.009012016
EXCLUSION	w1	STRUCTURE	5992	54	373.290542160	0.848864189	0.072300318	0.009012016
EXCLUSION	w1	STRUCTURE_PLUS_ID	5992	54	362.838700243	0.856495515	0.315771534	0.009012016
ANALOGY	b4	PREVALENCE	6190	37	326.921041148	0.500000000	0.022699460	0.005977383
ANALOGY	b4	NUISANCE	6190	37	281.809842840	0.857402014	0.059463497	0.005977383
ANALOGY	b4	OPAQUE_ID	6190	37	270.408209181	0.766475154	0.109608254	0.005977383
ANALOGY	b4	STRUCTURE	6190	37	269.936640029	0.872995375	0.056204749	0.005977383
ANALOGY	b4	STRUCTURE_PLUS_ID	6190	37	271.057202718	0.916924726	0.155840530	0.005977383
ANALOGY	b6	PREVALENCE	725	5	43.291545820	0.500000000	0.007956122	0.006896552
ANALOGY	b6	NUISANCE	725	5	44.310766883	0.635555556	0.011938377	0.006896552
ANALOGY	b6	OPAQUE_ID	725	5	32.906120042	0.759027778	0.338796032	0.006896552
ANALOGY	b6	STRUCTURE	725	5	40.353432618	0.856666667	0.119170445	0.006896552
ANALOGY	b6	STRUCTURE_PLUS_ID	725	5	27.832603912	0.899444444	0.490120411	0.006896552
ANALOGY	br1	PREVALENCE	1208	9	77.204944289	0.500000000	0.006316009	0.007450331
ANALOGY	br1	NUISANCE	1208	9	71.705194334	0.697618386	0.014748587	0.007450331
ANALOGY	br1	OPAQUE_ID	1208	9	75.478212069	0.642479844	0.079053313	0.007450331
ANALOGY	br1	STRUCTURE	1208	9	68.931712442	0.838754518	0.030527059	0.007450331
ANALOGY	br1	STRUCTURE_PLUS_ID	1208	9	92.130105992	0.735891020	0.077931558	0.007450331
ANALOGY	bs1	PREVALENCE	6619	35	315.100642762	0.500000000	0.012440432	0.005287808
ANALOGY	bs1	NUISANCE	6619	35	278.879792733	0.797413643	0.027554422	0.005287808
ANALOGY	bs1	OPAQUE_ID	6619	35	279.849401625	0.667256119	0.132821668	0.005287808
ANALOGY	bs1	STRUCTURE	6619	35	270.730213959	0.857338136	0.027104632	0.005287808
ANALOGY	bs1	STRUCTURE_PLUS_ID	6619	35	293.030615173	0.836959729	0.157529060	0.005287808
ANALOGY	gr1	PREVALENCE	6615	31	285.341011487	0.500000000	0.003794893	0.004686319
ANALOGY	gr1	NUISANCE	6615	31	266.299780502	0.723082350	0.008606353	0.004686319
ANALOGY	gr1	OPAQUE_ID	6615	31	284.238242274	0.586044370	0.049370158	0.004686319
ANALOGY	gr1	STRUCTURE	6615	31	249.593614839	0.842531259	0.022347040	0.004686319
ANALOGY	gr1	STRUCTURE_PLUS_ID	6615	31	339.833292016	0.684993925	0.071868919	0.004686319
ANALOGY	w1	PREVALENCE	5992	31	280.127713773	0.500000000	0.019717697	0.005173565
ANALOGY	w1	NUISANCE	5992	31	240.191742099	0.875399776	0.065102447	0.005173565
ANALOGY	w1	OPAQUE_ID	5992	31	200.132830432	0.872017577	0.251227130	0.005173565
ANALOGY	w1	STRUCTURE	5992	31	240.086822681	0.846983890	0.068417848	0.005173565
ANALOGY	w1	STRUCTURE_PLUS_ID	5992	31	182.639180501	0.947681435	0.316777482	0.005173565
COMPARISON	b4	PREVALENCE	6190	41	355.747246399	0.500000000	0.007748504	0.006623586
COMPARISON	b4	NUISANCE	6190	41	324.272747265	0.787338016	0.018414828	0.006623586
COMPARISON	b4	OPAQUE_ID	6190	41	370.554260039	0.581621442	0.041803222	0.006623586
COMPARISON	b4	STRUCTURE	6190	41	327.573608167	0.757335121	0.031104819	0.006623586
COMPARISON	b4	STRUCTURE_PLUS_ID	6190	41	414.501576782	0.720797354	0.056400369	0.006623586
COMPARISON	b6	PREVALENCE	725	6	50.292840472	0.500000000	0.009538409	0.008275862
COMPARISON	b6	NUISANCE	725	6	49.086500913	0.665739453	0.019329087	0.008275862
COMPARISON	b6	OPAQUE_ID	725	6	51.113145276	0.510083449	0.008728051	0.008275862
COMPARISON	b6	STRUCTURE	725	6	48.843880938	0.714186370	0.026801349	0.008275862
COMPARISON	b6	STRUCTURE_PLUS_ID	725	6	60.734385622	0.608947612	0.014124011	0.008275862
COMPARISON	br1	PREVALENCE	1208	23	179.245164850	0.500000000	0.014170739	0.019039735
COMPARISON	br1	NUISANCE	1208	23	167.327410632	0.705778756	0.033455683	0.019039735
COMPARISON	br1	OPAQUE_ID	1208	23	191.179598095	0.554705559	0.025976273	0.019039735
COMPARISON	br1	STRUCTURE	1208	23	164.957391700	0.737772886	0.038908466	0.019039735
COMPARISON	br1	STRUCTURE_PLUS_ID	1208	23	239.620976681	0.679068061	0.040992141	0.019039735
COMPARISON	bs1	PREVALENCE	6619	37	331.896872452	0.500000000	0.005499387	0.005589968
COMPARISON	bs1	NUISANCE	6619	37	316.469071164	0.701680258	0.009362208	0.005589968
COMPARISON	bs1	OPAQUE_ID	6619	37	329.175505133	0.639171533	0.021045605	0.005589968
COMPARISON	bs1	STRUCTURE	6619	37	330.200075530	0.709950151	0.019692046	0.005589968
COMPARISON	bs1	STRUCTURE_PLUS_ID	6619	37	379.850544419	0.736118981	0.022063537	0.005589968
COMPARISON	gr1	PREVALENCE	6615	44	381.500291521	0.500000000	0.006129463	0.006651550
COMPARISON	gr1	NUISANCE	6615	44	354.726454746	0.743051424	0.013239230	0.006651550
COMPARISON	gr1	OPAQUE_ID	6615	44	417.051039278	0.533966395	0.018929070	0.006651550
COMPARISON	gr1	STRUCTURE	6615	44	339.201481358	0.832258823	0.023006274	0.006651550
COMPARISON	gr1	STRUCTURE_PLUS_ID	6615	44	468.214987806	0.712019756	0.038758596	0.006651550
COMPARISON	w1	PREVALENCE	5992	34	303.925512349	0.500000000	0.007168258	0.005674232
COMPARISON	w1	NUISANCE	5992	34	274.571584641	0.804439903	0.015645306	0.005674232
COMPARISON	w1	OPAQUE_ID	5992	34	310.408940290	0.570693383	0.014237040	0.005674232
COMPARISON	w1	STRUCTURE	5992	34	267.297168632	0.843586478	0.027232955	0.005674232
COMPARISON	w1	STRUCTURE_PLUS_ID	5992	34	345.205077853	0.728294137	0.022956143	0.005674232
PREDICATE_HEAD_WITH_DEPENDENTS	b4	PREVALENCE	6190	1660	5192.394214748	0.500000000	0.280123587	0.268174475
PREDICATE_HEAD_WITH_DEPENDENTS	b4	NUISANCE	6190	1660	3755.438385119	0.858289183	0.608116329	0.268174475
PREDICATE_HEAD_WITH_DEPENDENTS	b4	OPAQUE_ID	6190	1660	3648.596300293	0.850249940	0.695754828	0.268174475
PREDICATE_HEAD_WITH_DEPENDENTS	b4	STRUCTURE	6190	1660	3551.963386002	0.864743211	0.629076122	0.268174475
PREDICATE_HEAD_WITH_DEPENDENTS	b4	STRUCTURE_PLUS_ID	6190	1660	2966.383993942	0.904812229	0.771225957	0.268174475
PREDICATE_HEAD_WITH_DEPENDENTS	b6	PREVALENCE	725	208	627.939277854	0.500000000	0.300551521	0.286896552
PREDICATE_HEAD_WITH_DEPENDENTS	b6	NUISANCE	725	208	456.120281304	0.855043892	0.609690278	0.286896552
PREDICATE_HEAD_WITH_DEPENDENTS	b6	OPAQUE_ID	725	208	540.379174386	0.676475785	0.494374065	0.286896552
PREDICATE_HEAD_WITH_DEPENDENTS	b6	STRUCTURE	725	208	449.399589410	0.857452388	0.622730962	0.286896552
PREDICATE_HEAD_WITH_DEPENDENTS	b6	STRUCTURE_PLUS_ID	725	208	476.736300510	0.870434087	0.696549570	0.286896552
PREDICATE_HEAD_WITH_DEPENDENTS	br1	PREVALENCE	1208	339	1035.252724797	0.500000000	0.278974868	0.280629139
PREDICATE_HEAD_WITH_DEPENDENTS	br1	NUISANCE	1208	339	641.341193963	0.907020242	0.713899799	0.280629139
PREDICATE_HEAD_WITH_DEPENDENTS	br1	OPAQUE_ID	1208	339	838.002681867	0.785633302	0.523797948	0.280629139
PREDICATE_HEAD_WITH_DEPENDENTS	br1	STRUCTURE	1208	339	580.445610086	0.918711026	0.763632778	0.280629139
PREDICATE_HEAD_WITH_DEPENDENTS	br1	STRUCTURE_PLUS_ID	1208	339	604.338714764	0.911779382	0.770091539	0.280629139
PREDICATE_HEAD_WITH_DEPENDENTS	bs1	PREVALENCE	6619	1669	5402.324393792	0.500000000	0.248072380	0.252152893
PREDICATE_HEAD_WITH_DEPENDENTS	bs1	NUISANCE	6619	1669	3855.634441115	0.873341322	0.599951792	0.252152893
PREDICATE_HEAD_WITH_DEPENDENTS	bs1	OPAQUE_ID	6619	1669	4204.378443667	0.784784272	0.511694533	0.252152893
PREDICATE_HEAD_WITH_DEPENDENTS	bs1	STRUCTURE	6619	1669	3675.588306378	0.876959045	0.609427571	0.252152893
PREDICATE_HEAD_WITH_DEPENDENTS	bs1	STRUCTURE_PLUS_ID	6619	1669	3574.409864973	0.894374421	0.696171937	0.252152893
PREDICATE_HEAD_WITH_DEPENDENTS	gr1	PREVALENCE	6615	1821	5618.343013364	0.500000000	0.273759335	0.275283447
PREDICATE_HEAD_WITH_DEPENDENTS	gr1	NUISANCE	6615	1821	3851.946339041	0.875969000	0.658469122	0.275283447
PREDICATE_HEAD_WITH_DEPENDENTS	gr1	OPAQUE_ID	6615	1821	4525.745223857	0.762086371	0.507385510	0.275283447
PREDICATE_HEAD_WITH_DEPENDENTS	gr1	STRUCTURE	6615	1821	3705.511722883	0.880415685	0.680271858	0.275283447
PREDICATE_HEAD_WITH_DEPENDENTS	gr1	STRUCTURE_PLUS_ID	6615	1821	3652.398947571	0.901787700	0.744126757	0.275283447
PREDICATE_HEAD_WITH_DEPENDENTS	w1	PREVALENCE	5992	1618	5042.520610263	0.500000000	0.284150854	0.270026702
PREDICATE_HEAD_WITH_DEPENDENTS	w1	NUISANCE	5992	1618	3639.044225666	0.860900009	0.608429654	0.270026702
PREDICATE_HEAD_WITH_DEPENDENTS	w1	OPAQUE_ID	5992	1618	3611.886163487	0.842071689	0.682052124	0.270026702
PREDICATE_HEAD_WITH_DEPENDENTS	w1	STRUCTURE	5992	1618	3390.911589544	0.872256304	0.633964046	0.270026702
PREDICATE_HEAD_WITH_DEPENDENTS	w1	STRUCTURE_PLUS_ID	5992	1618	2685.696073293	0.927458326	0.813124151	0.270026702
HIGH_VALENCY_HEAD	b4	PREVALENCE	6190	544	2657.788256813	0.500000000	0.086470523	0.087883683
HIGH_VALENCY_HEAD	b4	NUISANCE	6190	544	2084.791825547	0.847068005	0.305456953	0.087883683
HIGH_VALENCY_HEAD	b4	OPAQUE_ID	6190	544	2164.966458614	0.795148928	0.333691167	0.087883683
HIGH_VALENCY_HEAD	b4	STRUCTURE	6190	544	2074.143285181	0.845531910	0.308047918	0.087883683
HIGH_VALENCY_HEAD	b4	STRUCTURE_PLUS_ID	6190	544	2844.725645484	0.875677210	0.414368130	0.087883683
HIGH_VALENCY_HEAD	b6	PREVALENCE	725	51	268.566092393	0.500000000	0.089127542	0.070344828
HIGH_VALENCY_HEAD	b6	NUISANCE	725	51	212.064985478	0.837726188	0.268396202	0.070344828
HIGH_VALENCY_HEAD	b6	OPAQUE_ID	725	51	244.195807487	0.628425554	0.176274780	0.070344828
HIGH_VALENCY_HEAD	b6	STRUCTURE	725	51	214.560685215	0.830947809	0.272422556	0.070344828
HIGH_VALENCY_HEAD	b6	STRUCTURE_PLUS_ID	725	51	294.694421413	0.794932216	0.258083342	0.070344828
HIGH_VALENCY_HEAD	br1	PREVALENCE	1208	148	660.838119377	0.500000000	0.121896682	0.122516556
HIGH_VALENCY_HEAD	br1	NUISANCE	1208	148	442.109384669	0.895455125	0.468000231	0.122516556
HIGH_VALENCY_HEAD	br1	OPAQUE_ID	1208	148	612.630463715	0.704012621	0.188051931	0.122516556
HIGH_VALENCY_HEAD	br1	STRUCTURE	1208	148	428.864616444	0.897526772	0.462416686	0.122516556
HIGH_VALENCY_HEAD	br1	STRUCTURE_PLUS_ID	1208	148	832.554509030	0.849598419	0.385773162	0.122516556
HIGH_VALENCY_HEAD	bs1	PREVALENCE	6619	550	2736.331416521	0.500000000	0.078868780	0.083094123
HIGH_VALENCY_HEAD	bs1	NUISANCE	6619	550	2126.138135105	0.858960440	0.303138941	0.083094123
HIGH_VALENCY_HEAD	bs1	OPAQUE_ID	6619	550	2394.332628420	0.731775191	0.180126991	0.083094123
HIGH_VALENCY_HEAD	bs1	STRUCTURE	6619	550	2082.360129455	0.862266661	0.317310882	0.083094123
HIGH_VALENCY_HEAD	bs1	STRUCTURE_PLUS_ID	6619	550	3089.070226243	0.829824593	0.244657266	0.083094123
HIGH_VALENCY_HEAD	gr1	PREVALENCE	6615	620	2971.807597747	0.500000000	0.087877607	0.093726379
HIGH_VALENCY_HEAD	gr1	NUISANCE	6615	620	2212.880263672	0.862375636	0.382785585	0.093726379
HIGH_VALENCY_HEAD	gr1	OPAQUE_ID	6615	620	2704.790010892	0.700635745	0.158251742	0.093726379
HIGH_VALENCY_HEAD	gr1	STRUCTURE	6615	620	2199.838502497	0.867338373	0.392352968	0.093726379
HIGH_VALENCY_HEAD	gr1	STRUCTURE_PLUS_ID	6615	620	3533.195928091	0.850315720	0.316762462	0.093726379
HIGH_VALENCY_HEAD	w1	PREVALENCE	5992	500	2483.941366804	0.500000000	0.082907179	0.083444593
HIGH_VALENCY_HEAD	w1	NUISANCE	5992	500	1936.690712660	0.856138019	0.293868884	0.083444593
HIGH_VALENCY_HEAD	w1	OPAQUE_ID	5992	500	2018.980680598	0.790321012	0.335547286	0.083444593
HIGH_VALENCY_HEAD	w1	STRUCTURE	5992	500	1922.420184614	0.853497451	0.298913938	0.083444593
