entry	kind	working_meaning_de	composition	context_rule	status
oshctho	WRAPPED_MOIST_CTH_PART	im o-Rahmen feuchte cth-Pflanzenteilform; Endung o offen	o+sh+cth+o	f37v.21 in zwei Lesern exakt, RF1b verkürzt; Außenrahmen und Endung noch offen	NEW_LOW_SINGLETON_DEFAULT
cth+R	CTH_MATERIAL_STEM	Pflanzen-/Drogenmaterialfamilie; im Herbal Blatt-/Krautmaterial	cth+Rest	ch=trocken,sh=feucht; e ist abhängig, o besitzt eine nackte CTH-Kopfreihe; beide bleiben lexikalisch OPEN und in Fließlesung stumm	NEW_PRODUCTIVE_DEFAULT__ORDERED_E_O_HIERARCHY
o+cth+R	PREPARED_CTH_HEAD	Zubereitung/Ansatz aus CTH-Drogenmaterial; im Herbal Blatt-/Krautansatz	o+[cth+Rest]	konkreter GDT633-Default; e=Bindung und o=Zubereitung bleiben ersetzbar, falls ein besserer Sachkontrast erscheint	REVISED_V10_CONCRETE_DEFAULT
e nach ch/sh	ATTRIBUTIVE_E_BINDING	bindet trocken/feucht attributiv an den folgenden Kopf; im deutschen Fließtext meist null	ch|sh+e+KOPF	konkreter GDT633-Default; e=Bindung und o=Zubereitung bleiben ersetzbar, falls ein besserer Sachkontrast erscheint	REVISED_V10_CONCRETE_DEFAULT
ch/sh+e?+[o?+cth+R]	CONCRETE_E_O_CTH_HIERARCHY	trocken/feucht + attributive Bindung? + Zubereitung? + CTH-Material + Restform	Qualitätskern+e?+[o?+cth+Rest]	konkreter GDT633-Default; e=Bindung und o=Zubereitung bleiben ersetzbar, falls ein besserer Sachkontrast erscheint	REVISED_V10_CONCRETE_DEFAULT
-y in CTH	CTH_BASE_FORM_CLOSURE	häufigster Abschluss der CTH-Grundform; kein eigenes Stoffwort	cth+y	ch=trocken,sh=feucht; e ist abhängig, o besitzt eine nackte CTH-Kopfreihe; beide bleiben lexikalisch OPEN und in Fließlesung stumm	NEW_PRODUCTIVE_DEFAULT__ORDERED_E_O_HIERARCHY
ch-	DRY_QUALITY_SHELL_CORE	provisorisch trocken markierender linker Qualitätskern	ch+(e|o|eo)?	ch=trocken,sh=feucht; e ist abhängig, o besitzt eine nackte CTH-Kopfreihe; beide bleiben lexikalisch OPEN und in Fließlesung stumm	NEW_PRODUCTIVE_DEFAULT__ORDERED_E_O_HIERARCHY
sh-	MOIST_QUALITY_SHELL_CORE	provisorisch feucht markierender linker Qualitätskern	sh+(e|o|eo)?	ch=trocken,sh=feucht; e ist abhängig, o besitzt eine nackte CTH-Kopfreihe; beide bleiben lexikalisch OPEN und in Fließlesung stumm	NEW_PRODUCTIVE_DEFAULT__ORDERED_E_O_HIERARCHY
che-	DRY_ATTRIBUTIVE_SHELL	attributiv trocken	ch+e	konkreter GDT633-Default; e=Bindung und o=Zubereitung bleiben ersetzbar, falls ein besserer Sachkontrast erscheint	REVISED_V10_CONCRETE_DEFAULT
she-	MOIST_ATTRIBUTIVE_SHELL	attributiv feucht	sh+e	konkreter GDT633-Default; e=Bindung und o=Zubereitung bleiben ersetzbar, falls ein besserer Sachkontrast erscheint	REVISED_V10_CONCRETE_DEFAULT
cho-	DRY_PREPARATION_SHELL	trocken markierte Zubereitung	ch+o	konkreter GDT633-Default; e=Bindung und o=Zubereitung bleiben ersetzbar, falls ein besserer Sachkontrast erscheint	REVISED_V10_CONCRETE_DEFAULT
sho-	MOIST_PREPARATION_SHELL	feucht markierte Zubereitung	sh+o	konkreter GDT633-Default; e=Bindung und o=Zubereitung bleiben ersetzbar, falls ein besserer Sachkontrast erscheint	REVISED_V10_CONCRETE_DEFAULT
cheo-	DRY_BOUND_PREPARATION_SHELL	attributiv trocken markierte Zubereitung	ch+e+o	konkreter GDT633-Default; e=Bindung und o=Zubereitung bleiben ersetzbar, falls ein besserer Sachkontrast erscheint	REVISED_V10_CONCRETE_DEFAULT
sheo-	MOIST_BOUND_PREPARATION_SHELL	attributiv feucht markierte Zubereitung	sh+e+o	konkreter GDT633-Default; e=Bindung und o=Zubereitung bleiben ersetzbar, falls ein besserer Sachkontrast erscheint	REVISED_V10_CONCRETE_DEFAULT
checthy	DRY_BOUND_CTH_MATERIAL	trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut	ch+e+cth+y	konkreter GDT633-Default; e=Bindung und o=Zubereitung bleiben ersetzbar, falls ein besserer Sachkontrast erscheint	REVISED_V10_CONCRETE_DEFAULT
shecthy	MOIST_BOUND_CTH_MATERIAL	feuchtes CTH-Drogenmaterial; im Herbal feuchtes Blatt-/Krautgut	sh+e+cth+y	konkreter GDT633-Default; e=Bindung und o=Zubereitung bleiben ersetzbar, falls ein besserer Sachkontrast erscheint	REVISED_V10_CONCRETE_DEFAULT
chocthy	DRY_CTH_PREPARATION	trockene CTH-Drogenzubereitung; im Herbal trockene Blatt-/Krautzubereitung	ch+o+cth+y	konkreter GDT633-Default; e=Bindung und o=Zubereitung bleiben ersetzbar, falls ein besserer Sachkontrast erscheint	REVISED_V10_CONCRETE_DEFAULT
shocthy	MOIST_CTH_PREPARATION	feuchte CTH-Drogenzubereitung; im Herbal feuchte Blatt-/Krautzubereitung	sh+o+cth+y	konkreter GDT633-Default; e=Bindung und o=Zubereitung bleiben ersetzbar, falls ein besserer Sachkontrast erscheint	REVISED_V10_CONCRETE_DEFAULT
cheocthy	DRY_BOUND_CTH_PREPARATION	attributiv trockene CTH-Drogenzubereitung	ch+e+o+cth+y	konkreter GDT633-Default; e=Bindung und o=Zubereitung bleiben ersetzbar, falls ein besserer Sachkontrast erscheint	REVISED_V10_CONCRETE_DEFAULT
sheocthy	MOIST_BOUND_CTH_PREPARATION	attributiv feuchte CTH-Drogenzubereitung	sh+e+o+cth+y	konkreter GDT633-Default; e=Bindung und o=Zubereitung bleiben ersetzbar, falls ein besserer Sachkontrast erscheint	REVISED_V10_CONCRETE_DEFAULT
[ch|sh]+e?+o? | CTH	LEFT_SHELL_SURFACE_FRAME	geschriebener linker Block vor CTH; Bedeutungsanalyse hierarchisch ch/sh+e?+[o?+CTH]	linker Oberflächenblock | cth+Rest	ch=trocken,sh=feucht; e ist abhängig, o besitzt eine nackte CTH-Kopfreihe; beide bleiben lexikalisch OPEN und in Fließlesung stumm	NEW_PRODUCTIVE_DEFAULT__ORDERED_E_O_HIERARCHY
ee nach ch/sh	EXTENDED_ATTRIBUTIVE_E_BINDING	erweiterte/zweite attributive Bindungsstufe	ch|sh+ee+KOPF	nur zwei CTH-Belege; Grad-/Intensitätsrival sichtbar	NEW_V10_CONCRETE_DEFAULT
cth+y	CTH_BASE_FORM	CTH-Drogenmaterial, Grundform	cth+y	Herbal konkretisiert zu Blatt-/Krautgut	NEW_V10_CONCRETE_DEFAULT
cth+ey	CTH_FORM_I	CTH-Drogenmaterial, Form I	cth+ey	Flexionsrival sichtbar	NEW_V10_CONCRETE_DEFAULT
cth+eey	CTH_FORM_II	CTH-Drogenmaterial, Form II	cth+eey	Flexionsrival sichtbar	NEW_V10_CONCRETE_DEFAULT
octhy	CTH_PREPARATION_BASE	CTH-Zubereitung/Ansatz, Grundform	o+cth+y	im Herbal Blatt-/Krautansatz	NEW_V10_CONCRETE_DEFAULT
octhey	CTH_PREPARATION_FORM_I	CTH-Zubereitung/Ansatz, Form I	o+cth+ey	Flexionsrival sichtbar	NEW_V10_CONCRETE_DEFAULT
octheey	CTH_PREPARATION_FORM_II	CTH-Zubereitung/Ansatz, Form II	o+cth+eey	VORHERSAGE, nicht beobachtet	NEW_V10_PREDICTED_ENTRY
cheecthy	DRY_EXTENDED_BOUND_CTH	trockenes Blatt-/Krautgut mit erweiterter Bindungsstufe II	ch+ee+cth+y	f29r.1 dreifach stabil	NEW_V10_CONCRETE_DEFAULT
sheecthey	MOIST_EXTENDED_BOUND_CTH_FORM_I	feuchtes CTH-Drogenmaterial, Form I, mit erweiterter Bindungsstufe II	sh+ee+cth+ey	f82v.36 dreifach stabil	NEW_V10_CONCRETE_DEFAULT
p- (initial)	PULVIS_HEAD_HYPOTHESIS	Pulver	p+Träger/Wert	historische Initialhypothese; p-Drogengut bleibt Rivale	NEW_V11_EXPLORATORY_ATOM
-p (terminal)	TERMINAL_P_PULVERFORM_HYPOTHESIS	Pulverform	Qualität+p	separate LOW-Hypothese; nicht aus initialem p abgeleitet	NEW_V11_EXPLORATORY_ATOM
s- (initial)	SAL_HEAD_HYPOTHESIS	Salz	s+Träger/Wert	Samen/Saatgut bleibt direkter Rivale	NEW_V11_EXPLORATORY_ATOM
r- (initial)	RADIX_HEAD_HYPOTHESIS	Wurzelstoff	r+Qualität/Träger	nur als aggressiver Anfangskopf	NEW_V11_EXPLORATORY_ATOM
l- (initial)	LIQUOR_HEAD_HYPOTHESIS	Flüssigkeit	l+Qualität/Träger	l-Rahmen bleibt Rivale	NEW_V11_EXPLORATORY_ATOM
a+l / o+l	L_MATERIAL_POLARITY	Substanz-/Materialträger	Trägervokal+L	a und o nicht gleichgesetzt	NEW_V11_EXPLORATORY_ATOM
a+r / o+r	R_PART_POLARITY	Teil-/Portionsträger	Trägervokal+R	a und o nicht gleichgesetzt	NEW_V11_EXPLORATORY_ATOM
aiin	TARGET_SURFACE_DEFAULT	Menge III	a+III	INHERITED_VALUE; Rivale: Grad oder Klasse III	NEW_V11_TARGET_DEFAULT
chedy	TARGET_SURFACE_DEFAULT	getrockneter Zustand	ch+e+d+y	PRODUCTIVE_QUALITY; Rivale: trocken gebundene Form	NEW_V11_TARGET_DEFAULT
cheo	TARGET_SURFACE_DEFAULT	trocken angesetzte Zubereitung	ch+e+o	BOUNDARY_CTH_SHELL; Rivale: trockene o-Rahmenform	NEW_V11_TARGET_DEFAULT
cheocthey	TARGET_SURFACE_DEFAULT	trockene Drogenzubereitung, Form I	ch+e+o+cth+ey	INHERITED_CTH; Rivale: trockenes CTH-Gut im o-Rahmen	NEW_V11_TARGET_DEFAULT
cheody	TARGET_SURFACE_DEFAULT	getrockneter Ansatz	ch+e+o+d+y	O_STATE_TRANSFER; Rivale: trockene innere-o-Zustandsform	NEW_V11_TARGET_DEFAULT
chep	TARGET_SURFACE_DEFAULT	trockenes Pulver	ch+e+p_terminal	TERMINAL_P_PULVERFORM_HYPOTHESIS; Rivale: trockenes p-Drogengut; nicht vom initialen p abgeleitet	NEW_V11_TARGET_DEFAULT
chety	TARGET_SURFACE_DEFAULT	trocken-kalte gebundene Form	ch+e+t+y	REVERSED_QUALITY_CORE; Rivale: gelerntes Ganzwort	NEW_V11_TARGET_DEFAULT
chy	TARGET_SURFACE_DEFAULT	trocken, Grundform	ch+y	PRODUCTIVE_QUALITY; Rivale: trockene Grundstufe	NEW_V11_TARGET_DEFAULT
ctheey	TARGET_SURFACE_DEFAULT	CTH-Drogenmaterial, Form II	cth+eey	INHERITED_CTH; Rivale: im Herbal Blatt-/Krautdroge, Form II	NEW_V11_TARGET_DEFAULT
cthy	TARGET_SURFACE_DEFAULT	CTH-Drogenmaterial	cth+y	INHERITED_CTH; Rivale: im Herbal Blatt-/Krautgut	NEW_V11_TARGET_DEFAULT
daiir@f85r1.21	TARGET_LOCUS_DEFAULT	Maß III	d+a+III; IT2a/RF1b daiin	nur f85r1.21; andere daiir-Vorkommen bleiben offen	NEW_V11_TARGET_LOCUS_DEFAULT
daltedy	TARGET_SURFACE_DEFAULT	abgekühltes Material	d+al+t+e+d+y	L_CARRIER_STATE_TRANSFER; Rivale: kalte gebundene dal-Form	NEW_V11_TARGET_DEFAULT
dolshedy	TARGET_SURFACE_DEFAULT	eingeweichtes Material	d+ol+sh+e+d+y	L_CARRIER_STATE_TRANSFER; Rivale: befeuchtetes Material	NEW_V11_TARGET_DEFAULT
dory	TARGET_SURFACE_DEFAULT	abgemessene Portion	d+or+y	R_CARRIER_STATE_TRANSFER; Rivale: unmarkierter Teilwert	NEW_V11_TARGET_DEFAULT
ety	TARGET_SURFACE_DEFAULT	gekühlt	e+t+y	LEADING_E_COLD_HYPOTHESIS; Rivale: kalt gebundene Form; gelerntes Ganzwort	NEW_V11_TARGET_DEFAULT
kaiin	TARGET_SURFACE_DEFAULT	heiß, Grad III	k+a+III	INHERITED_VALUE; Rivale: Hitze-Klasse III	NEW_V11_TARGET_DEFAULT
lkealy	TARGET_SURFACE_DEFAULT	erwärmte Flüssigkeit	l+k+e+al+y	LIQUOR_HEAD_HYPOTHESIS; Rivale: heiße l-Rahmenform	NEW_V11_TARGET_DEFAULT
oaiin	TARGET_SURFACE_DEFAULT	Ansatzmenge III	o+a+III	O_VALUE_TRANSFER; Rivale: Zubereitung, Menge III	NEW_V11_TARGET_DEFAULT
okaiin	TARGET_SURFACE_DEFAULT	heiß, Grad III, im Ansatzrahmen	o+k+a+III	INHERITED_VALUE; Rivale: o-Rahmen, Hitze III	NEW_V11_TARGET_DEFAULT
olkam	TARGET_SURFACE_DEFAULT	heißes Material [terminal-M]	ol+k+a+m	OL_K_PLUS_TERMINAL_M; Rivale: OL-Kopf mit positionalem M unbekannter Funktion	NEW_V11_TARGET_DEFAULT
olor	TARGET_SURFACE_DEFAULT	Zutat	o+l+o+r	DIRECT_OL_OR_COMPOUND; Rivale: Materialportion; gelerntes Ganzwort	NEW_V11_TARGET_DEFAULT
oraiin	TARGET_SURFACE_DEFAULT	Portion III	o+r+a+III	DIRECT_OR_VALUE; Rivale: Nominalträger, Stufe III	NEW_V11_TARGET_DEFAULT
otedy	TARGET_SURFACE_DEFAULT	gekühlter Ansatz	o+t+e+d+y	O_STATE_TRANSFER; Rivale: kalte o-Rahmen-Zustandsform	NEW_V11_TARGET_DEFAULT
oty	TARGET_SURFACE_DEFAULT	kalter Ansatz, Grundform	o+t+y	O_QUALITY_TRANSFER; Rivale: kalte o-Rahmenform	NEW_V11_TARGET_DEFAULT
paiin	TARGET_SURFACE_DEFAULT	Pulver, Menge III	p+a+III	PULVIS_HEAD_HYPOTHESIS; Rivale: p-Drogengut, Stufe III	NEW_V11_TARGET_DEFAULT
posaiin	TARGET_SURFACE_DEFAULT	Salzpulver-Zubereitung III	posa+III; IT2a p+or+a+III	CROSS_READER_LEARNED_POSA_FORK; Rivale: IT2a Pulverportion III; Samenpulver III	NEW_V11_TARGET_DEFAULT
qokaiin	TARGET_SURFACE_DEFAULT	heiß, Grad III	qo+k+a+III	INHERITED_VALUE; Rivale: qo-Rahmen, Hitze III	NEW_V11_TARGET_DEFAULT
qokain	TARGET_SURFACE_DEFAULT	heiß, Grad II	qo+k+a+II	INHERITED_VALUE; Rivale: qo-Rahmen, Hitze II	NEW_V11_TARGET_DEFAULT
qokal	TARGET_SURFACE_DEFAULT	heiße Substanz	qo+k+a+l	A_L_MATERIAL_POLARITY; Rivale: heiße L-Form	NEW_V11_TARGET_DEFAULT
qokar	TARGET_SURFACE_DEFAULT	heiße Portion	qo+k+a+r	A_R_PART_POLARITY; Rivale: heißer Teil; heiße R-Form	NEW_V11_TARGET_DEFAULT
qokchy	TARGET_SURFACE_DEFAULT	heiß-trocken	qo+k+ch+y	PRODUCTIVE_QUALITY; Rivale: qo-Rahmen, heiß-trocken	NEW_V11_TARGET_DEFAULT
qokeedy	TARGET_SURFACE_DEFAULT	heißer Zustand, Bindungsstufe II	qo+k+ee+d+y	PRODUCTIVE_QUALITY; Rivale: heiße Grad-II-Form	NEW_V11_TARGET_DEFAULT
qokeeedy	TARGET_SURFACE_DEFAULT	heißer Zustand, Bindungsstufe III	qo+k+eee+d+y	PRODUCTIVE_QUALITY; Rivale: heiße Grad-III-Form	NEW_V11_TARGET_DEFAULT
qokeeo	TARGET_SURFACE_DEFAULT	heißer Ansatz, Bindungsstufe II	qo+k+ee+o	TERMINAL_O_E_LADDER; Rivale: heiße terminale o-Form	NEW_V11_TARGET_DEFAULT
qotaiin	TARGET_SURFACE_DEFAULT	kalt, Grad III	qo+t+a+III	INHERITED_VALUE; Rivale: Kälte-Klasse III	NEW_V11_TARGET_DEFAULT
qotainol	TARGET_SURFACE_DEFAULT	kaltes Material, Grad II	qotain+ol; IT2a/RF1b qotain | ol	TWO_READER_BOUNDARY_NORMALIZATION; Rivale: fusioniertes Ganzwort	NEW_V11_TARGET_DEFAULT
qotchy	TARGET_SURFACE_DEFAULT	kalt-trocken	qo+t+ch+y	PRODUCTIVE_QUALITY; Rivale: qo-Rahmen, kalt-trocken	NEW_V11_TARGET_DEFAULT
qoteey	TARGET_SURFACE_DEFAULT	kalt, Bindungsstufe II	qo+t+ee+y	PRODUCTIVE_QUALITY; Rivale: kalte Grad-II-Form	NEW_V11_TARGET_DEFAULT
qotol	TARGET_SURFACE_DEFAULT	kaltes Material	qo+t+ol	INHERITED_OL; Rivale: kalte Zustandsform	NEW_V11_TARGET_DEFAULT
qoty	TARGET_SURFACE_DEFAULT	kalt, Grundform	qo+t+y	PRODUCTIVE_QUALITY; Rivale: qo-Rahmen, kalt	NEW_V11_TARGET_DEFAULT
rcheald	TARGET_SURFACE_DEFAULT	getrockneter Wurzelstoff	r+ch+e+al+d; IT2a/RF1b rcheold	RADIX_HEAD_PLUS_L_CARRIER; Rivale: getrockneter Pflanzenteil	NEW_V11_TARGET_DEFAULT
saiin	TARGET_SURFACE_DEFAULT	Salz, Menge III	s+a+III	SAL_HEAD_HYPOTHESIS; Rivale: Samen, Menge III	NEW_V11_TARGET_DEFAULT
she	TARGET_SURFACE_DEFAULT	feucht, attributiv gebunden	sh+e	INHERITED_E_SHELL; Rivale: Feuchtestufe I	NEW_V11_TARGET_DEFAULT
sheey	TARGET_SURFACE_DEFAULT	feucht, Bindungsstufe II	sh+ee+y	PRODUCTIVE_QUALITY; Rivale: Feuchtegrad II	NEW_V11_TARGET_DEFAULT
