window_id	word	observed_rows	mask
ZL3b|f103r|f103r.1-f103r.4	lkeeody	9	256
ZL3b|f103r|f103r.1-f103r.4	lkeey	1	1
ZL3b|f103r|f103r.1-f103r.4	lkeor	3	4
ZL3b|f103r|f103r.1-f103r.4	lkldy	6	32
ZL3b|f103r|f103r.1-f103r.4	lokain	13	4096
ZL3b|f103r|f103r.1-f103r.4	lokeedy	13	4096
ZL3b|f103r|f103r.1-f103r.4	lol	4	8
ZL3b|f103r|f103r.1-f103r.4	lolshedy	3	4
ZL3b|f103r|f103r.1-f103r.4	lor	7	64
ZL3b|f103r|f103r.1-f103r.4	lotar	14	8192
ZL3b|f103r|f103r.1-f103r.4	lotor	8	128
ZL3b|f103r|f103r.1-f103r.4	loty	1	1
ZL3b|f103r|f103r.1-f103r.4	lr	6	32
ZL3b|f103r|f103r.1-f103r.4	lsheey	13	4096
ZL3b|f103r|f103r.1-f103r.4	oain	3	4
ZL3b|f103r|f103r.1-f103r.4	ocheey	2	2
ZL3b|f103r|f103r.1-f103r.4	odeeey	15	16384
ZL3b|f103r|f103r.1-f103r.4	okaiin	1,6,9,10	801
ZL3b|f103r|f103r.1-f103r.4	okain	3,4,6,7,8	236
ZL3b|f103r|f103r.1-f103r.4	okal	1	1
ZL3b|f103r|f103r.1-f103r.4	okalor	2	2
ZL3b|f103r|f103r.1-f103r.4	okaly	7	64
ZL3b|f103r|f103r.1-f103r.4	okam	3	4
ZL3b|f103r|f103r.1-f103r.4	okaral	6	32
ZL3b|f103r|f103r.1-f103r.4	okdy	2	2
ZL3b|f103r|f103r.1-f103r.4	okeal	8	128
ZL3b|f103r|f103r.1-f103r.4	okechy	3	4
ZL3b|f103r|f103r.1-f103r.4	okedar	2	2
ZL3b|f103r|f103r.1-f103r.4	okedy	1,7	65
ZL3b|f103r|f103r.1-f103r.4	okeedaram	3	4
ZL3b|f103r|f103r.1-f103r.4	okeedy	2,12	2050
ZL3b|f103r|f103r.1-f103r.4	okeeey	8	128
ZL3b|f103r|f103r.1-f103r.4	okeeody	2	2
ZL3b|f103r|f103r.1-f103r.4	okeey	3,4,5,8,9,10,13	5020
ZL3b|f103r|f103r.1-f103r.4	okeol	3	4
ZL3b|f103r|f103r.1-f103r.4	okeshedy	15	16384
ZL3b|f103r|f103r.1-f103r.4	okey	1,2,3	7
ZL3b|f103r|f103r.1-f103r.4	okool	12	2048
ZL3b|f103r|f103r.1-f103r.4	oky	8	128
ZL3b|f103r|f103r.1-f103r.4	ol	3,8,9,15	16772
ZL3b|f103r|f103r.1-f103r.4	olain	12	2048
ZL3b|f103r|f103r.1-f103r.4	olcheedar	8	128
ZL3b|f103r|f103r.1-f103r.4	olor	6	32
ZL3b|f103r|f103r.1-f103r.4	olshedy	2	2
ZL3b|f103r|f103r.1-f103r.4	opchedy	1,8,10	641
ZL3b|f103r|f103r.1-f103r.4	opcheol	5	16
ZL3b|f103r|f103r.1-f103r.4	opchy	7	64
ZL3b|f103r|f103r.1-f103r.4	or	1	1
ZL3b|f103r|f103r.1-f103r.4	oraiin	10	512
ZL3b|f103r|f103r.1-f103r.4	orol	1	1
ZL3b|f103r|f103r.1-f103r.4	oshey	11	1024
ZL3b|f103r|f103r.1-f103r.4	ot	1	1
ZL3b|f103r|f103r.1-f103r.4	ota	2	2
ZL3b|f103r|f103r.1-f103r.4	otaiin	3	4
ZL3b|f103r|f103r.1-f103r.4	otain	3,9	260
ZL3b|f103r|f103r.1-f103r.4	otal	7	64
ZL3b|f103r|f103r.1-f103r.4	otam	14	8192
ZL3b|f103r|f103r.1-f103r.4	otar	1,7	65
ZL3b|f103r|f103r.1-f103r.4	otchy	1	1
ZL3b|f103r|f103r.1-f103r.4	otechedy	13	4096
ZL3b|f103r|f103r.1-f103r.4	otedy	3,10,14	8708
ZL3b|f103r|f103r.1-f103r.4	oteeal	14	8192
ZL3b|f103r|f103r.1-f103r.4	oteedy	3,5,8,14	8340
ZL3b|f103r|f103r.1-f103r.4	oteeos	3	4
ZL3b|f103r|f103r.1-f103r.4	oteey	2,3,8,13	4230
ZL3b|f103r|f103r.1-f103r.4	oteeykshy	10	512
ZL3b|f103r|f103r.1-f103r.4	oteeylshedy	6	32
ZL3b|f103r|f103r.1-f103r.4	oteol	6	32
ZL3b|f103r|f103r.1-f103r.4	otey	1,3,8,12	2181
ZL3b|f103r|f103r.1-f103r.4	oteys	6	32
ZL3b|f103r|f103r.1-f103r.4	otoy	3	4
ZL3b|f103r|f103r.1-f103r.4	otshedy	15	16384
ZL3b|f103r|f103r.1-f103r.4	oty	5,8	144
ZL3b|f103r|f103r.1-f103r.4	pchdy	4	8
ZL3b|f103r|f103r.1-f103r.4	pcheam	7	64
ZL3b|f103r|f103r.1-f103r.4	pchedal	1	1
ZL3b|f103r|f103r.1-f103r.4	pchedy	7,13	4160
ZL3b|f103r|f103r.1-f103r.4	pcholkchdy	10	512
ZL3b|f103r|f103r.1-f103r.4	peshol	1	1
ZL3b|f103r|f103r.1-f103r.4	pocharal	2	2
ZL3b|f103r|f103r.1-f103r.4	polchedy	6	32
ZL3b|f103r|f103r.1-f103r.4	qochey	9	256
ZL3b|f103r|f103r.1-f103r.4	qoedy	2	2
ZL3b|f103r|f103r.1-f103r.4	qoisal	3	4
ZL3b|f103r|f103r.1-f103r.4	qokaiin	6,15	16416
ZL3b|f103r|f103r.1-f103r.4	qokain	4,6,8,13	4264
ZL3b|f103r|f103r.1-f103r.4	qokal	5,7,8,10,11,14,15	26320
ZL3b|f103r|f103r.1-f103r.4	qokalshedy	6	32
ZL3b|f103r|f103r.1-f103r.4	qokaly	9	256
ZL3b|f103r|f103r.1-f103r.4	qokar	4	8
ZL3b|f103r|f103r.1-f103r.4	qokchdy	13	4096
ZL3b|f103r|f103r.1-f103r.4	qokealdy	2	2
ZL3b|f103r|f103r.1-f103r.4	qokechy	9	256
ZL3b|f103r|f103r.1-f103r.4	qokedy	1,10	513
ZL3b|f103r|f103r.1-f103r.4	qokeechy	4	8
ZL3b|f103r|f103r.1-f103r.4	qokeedy	7,12,13,14	14400
ZL3b|f103r|f103r.1-f103r.4	qokeeechy	9	256
ZL3b|f103r|f103r.1-f103r.4	qokeeey	9	256
ZL3b|f103r|f103r.1-f103r.4	qokeey	1,2,4,5,9,11,12,13,14,15	32027
ZL3b|f103r|f103r.1-f103r.4	qokeodair	13	4096
ZL3b|f103r|f103r.1-f103r.4	qokeol	3,6	36
ZL3b|f103r|f103r.1-f103r.4	qokey	2,10,11	1538
ZL3b|f103r|f103r.1-f103r.4	qokshy	13	4096
ZL3b|f103r|f103r.1-f103r.4	qoky	4,7	72
ZL3b|f103r|f103r.1-f103r.4	qoodain	8	128
ZL3b|f103r|f103r.1-f103r.4	qorain	3	4
ZL3b|f103r|f103r.1-f103r.4	qotail	11	1024
ZL3b|f103r|f103r.1-f103r.4	qotain	8	128
ZL3b|f103r|f103r.1-f103r.4	qotal	1,13,15	20481
ZL3b|f103r|f103r.1-f103r.4	qotar	7	64
ZL3b|f103r|f103r.1-f103r.4	qotedy	2,4	10
ZL3b|f103r|f103r.1-f103r.4	qoteey	1,14	8193
ZL3b|f103r|f103r.1-f103r.4	qotey	4,14	8200
ZL3b|f103r|f103r.1-f103r.4	qoy	6	32
ZL3b|f103r|f103r.1-f103r.4	rain	3	4
ZL3b|f103r|f103r.1-f103r.4	rar	5	16
ZL3b|f103r|f103r.1-f103r.4	rkar	2	2
ZL3b|f103r|f103r.1-f103r.4	saiin	2	2
ZL3b|f103r|f103r.1-f103r.4	sal	1	1
ZL3b|f103r|f103r.1-f103r.4	sar	1	1
ZL3b|f103r|f103r.1-f103r.4	shalky	13	4096
ZL3b|f103r|f103r.1-f103r.4	shcfhedy	5	16
ZL3b|f103r|f103r.1-f103r.4	shchdy	10	512
ZL3b|f103r|f103r.1-f103r.4	shckhody	7	64
ZL3b|f103r|f103r.1-f103r.4	shckhy	3,6,10,11,14	9764
ZL3b|f103r|f103r.1-f103r.4	shcthy	2,8,10,13	4738
ZL3b|f103r|f103r.1-f103r.4	shdaiin	5	16
ZL3b|f103r|f103r.1-f103r.4	shdal	7	64
ZL3b|f103r|f103r.1-f103r.4	shdar	10	512
ZL3b|f103r|f103r.1-f103r.4	shdy	1,12	2049
ZL3b|f103r|f103r.1-f103r.4	sheal	15	16384
ZL3b|f103r|f103r.1-f103r.4	sheckhy	7,10	576
ZL3b|f103r|f103r.1-f103r.4	shedain	12	2048
ZL3b|f103r|f103r.1-f103r.4	shedy	1,2,3,6,7,8,10,11,13	5863
ZL3b|f103r|f103r.1-f103r.4	sheedy	15	16384
ZL3b|f103r|f103r.1-f103r.4	sheeey	14	8192
ZL3b|f103r|f103r.1-f103r.4	sheek	1	1
ZL3b|f103r|f103r.1-f103r.4	sheeky	2	2
ZL3b|f103r|f103r.1-f103r.4	sheeol	14	8192
ZL3b|f103r|f103r.1-f103r.4	sheey	9,15	16640
ZL3b|f103r|f103r.1-f103r.4	shek	1,2	3
ZL3b|f103r|f103r.1-f103r.4	shekain	4	8
ZL3b|f103r|f103r.1-f103r.4	sheod	11	1024
ZL3b|f103r|f103r.1-f103r.4	sheol	12,14	10240
ZL3b|f103r|f103r.1-f103r.4	shety	10	512
ZL3b|f103r|f103r.1-f103r.4	shey	3,4,6,8,15	16556
ZL3b|f103r|f103r.1-f103r.4	shkaiin	4	8
ZL3b|f103r|f103r.1-f103r.4	shky	5	16
ZL3b|f103r|f103r.1-f103r.4	shokeey	9	256
ZL3b|f103r|f103r.1-f103r.4	shokey	15	16384
ZL3b|f103r|f103r.1-f103r.4	shol	7	64
ZL3b|f103r|f103r.1-f103r.4	sholkar	5	16
ZL3b|f103r|f103r.1-f103r.4	shs	2	2
ZL3b|f103r|f103r.1-f103r.4	soiin	10	512
ZL3b|f103r|f103r.1-f103r.4	sokedy	7	64
ZL3b|f103r|f103r.1-f103r.4	tar	15	16384
ZL3b|f103r|f103r.1-f103r.4	tchey	5	16
ZL3b|f103r|f103r.1-f103r.4	tchoky	8	128
ZL3b|f103r|f103r.1-f103r.4	teolshy	3	4
ZL3b|f103r|f103r.1-f103r.4	tshdy	4	8
ZL3b|f103r|f103r.1-f103r.4	tshey	14	8192
ZL3b|f103r|f103r.1-f103r.4	y	11	1024
ZL3b|f103r|f103r.1-f103r.4	ychain	6	32
ZL3b|f103r|f103r.1-f103r.4	ychedy	1	1
ZL3b|f103r|f103r.1-f103r.4	ykeedy	13	4096
ZL3b|f103r|f103r.1-f103r.4	yshdain	1	1
ZL3b|f103r|f103r.1-f103r.4	yshdal	1	1
ZL3b|f103r|f103r.1-f103r.4	ytechypchy	1	1
ZL3b|f103r|f103r.1-f103r.4	yteedy	11	1024
ZL3b|f103r|f103r.5-f103r.7	ain	8	128
ZL3b|f103r|f103r.5-f103r.7	ar	2,6	34
ZL3b|f103r|f103r.5-f103r.7	chain	11	1024
ZL3b|f103r|f103r.5-f103r.7	chal	8,9	384
ZL3b|f103r|f103r.5-f103r.7	chalal	13	4096
ZL3b|f103r|f103r.5-f103r.7	chckhey	7	64
ZL3b|f103r|f103r.5-f103r.7	chckhy	4,6,12	2088
ZL3b|f103r|f103r.5-f103r.7	chcthy	3,6	36
ZL3b|f103r|f103r.5-f103r.7	chdaly	9	256
ZL3b|f103r|f103r.5-f103r.7	cheal	2,14	8194
ZL3b|f103r|f103r.5-f103r.7	chechy	10	512
ZL3b|f103r|f103r.5-f103r.7	checkhy	3,12	2052
ZL3b|f103r|f103r.5-f103r.7	checthy	5	16
ZL3b|f103r|f103r.5-f103r.7	chedal	7	64
ZL3b|f103r|f103r.5-f103r.7	chedan	15	16384
ZL3b|f103r|f103r.5-f103r.7	chedy	2,3,5,8,11,15	17558
ZL3b|f103r|f103r.5-f103r.7	cheedalaiin	10	512
ZL3b|f103r|f103r.5-f103r.7	cheey	8	128
ZL3b|f103r|f103r.5-f103r.7	cheol	13,15	20480
ZL3b|f103r|f103r.5-f103r.7	cheolshy	13	4096
ZL3b|f103r|f103r.5-f103r.7	chep	6	32
ZL3b|f103r|f103r.5-f103r.7	chepy	6	32
ZL3b|f103r|f103r.5-f103r.7	chety	2	2
ZL3b|f103r|f103r.5-f103r.7	chey	1,2,3,5,11	1047
ZL3b|f103r|f103r.5-f103r.7	chol	2,9	258
ZL3b|f103r|f103r.5-f103r.7	choldy	10	512
ZL3b|f103r|f103r.5-f103r.7	chpchy	9	256
ZL3b|f103r|f103r.5-f103r.7	chsky	12	2048
ZL3b|f103r|f103r.5-f103r.7	chty	9	256
ZL3b|f103r|f103r.5-f103r.7	daiin	2,6	34
ZL3b|f103r|f103r.5-f103r.7	dain	1,7	65
ZL3b|f103r|f103r.5-f103r.7	dal	13	4096
ZL3b|f103r|f103r.5-f103r.7	dalkain	8	128
ZL3b|f103r|f103r.5-f103r.7	dalkar	6	32
ZL3b|f103r|f103r.5-f103r.7	dalshy	6	32
ZL3b|f103r|f103r.5-f103r.7	dar	2	2
ZL3b|f103r|f103r.5-f103r.7	daroal	2	2
ZL3b|f103r|f103r.5-f103r.7	deshedy	8	128
ZL3b|f103r|f103r.5-f103r.7	dshol	4	8
ZL3b|f103r|f103r.5-f103r.7	eekain	3	4
ZL3b|f103r|f103r.5-f103r.7	kaiin	9	256
ZL3b|f103r|f103r.5-f103r.7	kain	11	1024
ZL3b|f103r|f103r.5-f103r.7	key	2	2
ZL3b|f103r|f103r.5-f103r.7	l	2	2
ZL3b|f103r|f103r.5-f103r.7	lchedy	6	32
ZL3b|f103r|f103r.5-f103r.7	lcheedy	15	16384
ZL3b|f103r|f103r.5-f103r.7	lkaiin	2	2
ZL3b|f103r|f103r.5-f103r.7	lkar	1,5	17
ZL3b|f103r|f103r.5-f103r.7	lkeedy	8	128
ZL3b|f103r|f103r.5-f103r.7	lkeeody	8	128
ZL3b|f103r|f103r.5-f103r.7	lkeor	2	2
ZL3b|f103r|f103r.5-f103r.7	lkldy	5	16
ZL3b|f103r|f103r.5-f103r.7	loiin	15	16384
ZL3b|f103r|f103r.5-f103r.7	lokain	12	2048
ZL3b|f103r|f103r.5-f103r.7	lokeedy	12	2048
ZL3b|f103r|f103r.5-f103r.7	lol	3	4
ZL3b|f103r|f103r.5-f103r.7	lolshedy	2	2
ZL3b|f103r|f103r.5-f103r.7	lor	6	32
ZL3b|f103r|f103r.5-f103r.7	lotar	13	4096
ZL3b|f103r|f103r.5-f103r.7	lotor	7	64
ZL3b|f103r|f103r.5-f103r.7	lr	5	16
ZL3b|f103r|f103r.5-f103r.7	lsheey	12	2048
ZL3b|f103r|f103r.5-f103r.7	oain	2	2
ZL3b|f103r|f103r.5-f103r.7	ocheey	1	1
ZL3b|f103r|f103r.5-f103r.7	odeeey	14	8192
ZL3b|f103r|f103r.5-f103r.7	okaiin	5,8,9	400
ZL3b|f103r|f103r.5-f103r.7	okain	2,3,5,6,7	118
ZL3b|f103r|f103r.5-f103r.7	okalor	1	1
ZL3b|f103r|f103r.5-f103r.7	okaly	6	32
ZL3b|f103r|f103r.5-f103r.7	okam	2	2
ZL3b|f103r|f103r.5-f103r.7	okaral	5	16
ZL3b|f103r|f103r.5-f103r.7	okdy	1	1
ZL3b|f103r|f103r.5-f103r.7	okeal	7	64
ZL3b|f103r|f103r.5-f103r.7	okechy	2	2
ZL3b|f103r|f103r.5-f103r.7	okedar	1	1
ZL3b|f103r|f103r.5-f103r.7	okedy	6	32
ZL3b|f103r|f103r.5-f103r.7	okeedaram	2	2
ZL3b|f103r|f103r.5-f103r.7	okeedy	1,11	1025
ZL3b|f103r|f103r.5-f103r.7	okeeey	7	64
ZL3b|f103r|f103r.5-f103r.7	okeeody	1	1
ZL3b|f103r|f103r.5-f103r.7	okeey	2,3,4,7,8,9,12	2510
ZL3b|f103r|f103r.5-f103r.7	okeol	2	2
ZL3b|f103r|f103r.5-f103r.7	okeshedy	14	8192
ZL3b|f103r|f103r.5-f103r.7	okey	1,2	3
ZL3b|f103r|f103r.5-f103r.7	okool	11	1024
ZL3b|f103r|f103r.5-f103r.7	oky	7	64
ZL3b|f103r|f103r.5-f103r.7	ol	2,7,8,14,15	24770
ZL3b|f103r|f103r.5-f103r.7	olain	11	1024
ZL3b|f103r|f103r.5-f103r.7	olcheedar	7	64
ZL3b|f103r|f103r.5-f103r.7	olkeol	15	16384
ZL3b|f103r|f103r.5-f103r.7	olor	5	16
ZL3b|f103r|f103r.5-f103r.7	oloraiin	15	16384
ZL3b|f103r|f103r.5-f103r.7	olshedy	1	1
ZL3b|f103r|f103r.5-f103r.7	opchedy	7,9	320
ZL3b|f103r|f103r.5-f103r.7	opcheol	4	8
ZL3b|f103r|f103r.5-f103r.7	opchy	6	32
ZL3b|f103r|f103r.5-f103r.7	oraiin	9	256
ZL3b|f103r|f103r.5-f103r.7	oshey	10	512
ZL3b|f103r|f103r.5-f103r.7	ota	1	1
ZL3b|f103r|f103r.5-f103r.7	otaiin	2	2
ZL3b|f103r|f103r.5-f103r.7	otain	2,8	130
ZL3b|f103r|f103r.5-f103r.7	otal	6	32
ZL3b|f103r|f103r.5-f103r.7	otam	13	4096
ZL3b|f103r|f103r.5-f103r.7	otar	6	32
ZL3b|f103r|f103r.5-f103r.7	otechedy	12	2048
ZL3b|f103r|f103r.5-f103r.7	otedy	2,9,13	4354
ZL3b|f103r|f103r.5-f103r.7	oteeal	13	4096
ZL3b|f103r|f103r.5-f103r.7	oteedy	2,4,7,13,15	20554
ZL3b|f103r|f103r.5-f103r.7	oteeos	2	2
ZL3b|f103r|f103r.5-f103r.7	oteey	1,2,7,12	2115
ZL3b|f103r|f103r.5-f103r.7	oteeykshy	9	256
ZL3b|f103r|f103r.5-f103r.7	oteeylshedy	5	16
ZL3b|f103r|f103r.5-f103r.7	oteol	5	16
ZL3b|f103r|f103r.5-f103r.7	otey	2,7,11	1090
ZL3b|f103r|f103r.5-f103r.7	oteys	5	16
ZL3b|f103r|f103r.5-f103r.7	otoy	2	2
ZL3b|f103r|f103r.5-f103r.7	otshedy	14	8192
ZL3b|f103r|f103r.5-f103r.7	oty	4,7	72
ZL3b|f103r|f103r.5-f103r.7	pchdy	3	4
ZL3b|f103r|f103r.5-f103r.7	pcheam	6	32
ZL3b|f103r|f103r.5-f103r.7	pchedy	6,12	2080
ZL3b|f103r|f103r.5-f103r.7	pcholkchdy	9	256
ZL3b|f103r|f103r.5-f103r.7	pocharal	1	1
ZL3b|f103r|f103r.5-f103r.7	polchedy	5	16
ZL3b|f103r|f103r.5-f103r.7	qochey	8	128
ZL3b|f103r|f103r.5-f103r.7	qoedy	1	1
ZL3b|f103r|f103r.5-f103r.7	qoisal	2	2
ZL3b|f103r|f103r.5-f103r.7	qokaiin	5,14	8208
ZL3b|f103r|f103r.5-f103r.7	qokain	3,5,7,12	2132
ZL3b|f103r|f103r.5-f103r.7	qokal	4,6,7,9,10,13,14	13160
ZL3b|f103r|f103r.5-f103r.7	qokalshedy	5	16
ZL3b|f103r|f103r.5-f103r.7	qokaly	8,15	16512
ZL3b|f103r|f103r.5-f103r.7	qokar	3	4
ZL3b|f103r|f103r.5-f103r.7	qokchdy	12	2048
ZL3b|f103r|f103r.5-f103r.7	qokealdy	1	1
ZL3b|f103r|f103r.5-f103r.7	qokechy	8	128
ZL3b|f103r|f103r.5-f103r.7	qokedy	9	256
ZL3b|f103r|f103r.5-f103r.7	qokeechy	3	4
ZL3b|f103r|f103r.5-f103r.7	qokeedy	6,11,12,13,15	23584
ZL3b|f103r|f103r.5-f103r.7	qokeeechy	8	128
ZL3b|f103r|f103r.5-f103r.7	qokeeey	8	128
ZL3b|f103r|f103r.5-f103r.7	qokeey	1,3,4,8,10,11,12,13,14,15	32397
ZL3b|f103r|f103r.5-f103r.7	qokeodair	12	2048
ZL3b|f103r|f103r.5-f103r.7	qokeol	2,5	18
ZL3b|f103r|f103r.5-f103r.7	qokey	1,9,10	769
ZL3b|f103r|f103r.5-f103r.7	qokshy	12	2048
ZL3b|f103r|f103r.5-f103r.7	qoky	3,6	36
ZL3b|f103r|f103r.5-f103r.7	qoodain	7	64
ZL3b|f103r|f103r.5-f103r.7	qorain	2	2
ZL3b|f103r|f103r.5-f103r.7	qotail	10	512
ZL3b|f103r|f103r.5-f103r.7	qotain	7	64
ZL3b|f103r|f103r.5-f103r.7	qotal	12,14	10240
ZL3b|f103r|f103r.5-f103r.7	qotar	6	32
ZL3b|f103r|f103r.5-f103r.7	qotedy	1,3	5
ZL3b|f103r|f103r.5-f103r.7	qoteedy	15	16384
ZL3b|f103r|f103r.5-f103r.7	qoteey	13	4096
ZL3b|f103r|f103r.5-f103r.7	qotey	3,13	4100
ZL3b|f103r|f103r.5-f103r.7	qoy	5	16
ZL3b|f103r|f103r.5-f103r.7	rain	2	2
ZL3b|f103r|f103r.5-f103r.7	rar	4	8
ZL3b|f103r|f103r.5-f103r.7	rkar	1	1
ZL3b|f103r|f103r.5-f103r.7	saiin	1	1
ZL3b|f103r|f103r.5-f103r.7	shalky	12	2048
ZL3b|f103r|f103r.5-f103r.7	shcfhedy	4	8
ZL3b|f103r|f103r.5-f103r.7	shchdy	9	256
ZL3b|f103r|f103r.5-f103r.7	shckhody	6	32
ZL3b|f103r|f103r.5-f103r.7	shckhy	2,5,9,10,13	4882
ZL3b|f103r|f103r.5-f103r.7	shcthy	1,7,9,12	2369
ZL3b|f103r|f103r.5-f103r.7	shdaiin	4	8
ZL3b|f103r|f103r.5-f103r.7	shdal	6	32
ZL3b|f103r|f103r.5-f103r.7	shdar	9	256
ZL3b|f103r|f103r.5-f103r.7	shdy	11	1024
ZL3b|f103r|f103r.5-f103r.7	sheal	14	8192
ZL3b|f103r|f103r.5-f103r.7	sheckhy	6,9	288
ZL3b|f103r|f103r.5-f103r.7	shedain	11	1024
ZL3b|f103r|f103r.5-f103r.7	shedar	15	16384
ZL3b|f103r|f103r.5-f103r.7	shedy	1,2,5,6,7,9,10,12	2931
ZL3b|f103r|f103r.5-f103r.7	sheedy	14	8192
ZL3b|f103r|f103r.5-f103r.7	sheeey	13	4096
ZL3b|f103r|f103r.5-f103r.7	sheeky	1	1
ZL3b|f103r|f103r.5-f103r.7	sheeol	13	4096
ZL3b|f103r|f103r.5-f103r.7	sheey	8,14	8320
ZL3b|f103r|f103r.5-f103r.7	shek	1	1
ZL3b|f103r|f103r.5-f103r.7	shekain	3	4
ZL3b|f103r|f103r.5-f103r.7	sheod	10	512
ZL3b|f103r|f103r.5-f103r.7	sheol	11,13	5120
ZL3b|f103r|f103r.5-f103r.7	shety	9	256
ZL3b|f103r|f103r.5-f103r.7	shey	2,3,5,7,14	8278
ZL3b|f103r|f103r.5-f103r.7	shkaiin	3	4
ZL3b|f103r|f103r.5-f103r.7	shky	4	8
ZL3b|f103r|f103r.5-f103r.7	shokeey	8	128
ZL3b|f103r|f103r.5-f103r.7	shokey	14	8192
ZL3b|f103r|f103r.5-f103r.7	shol	6,15	16416
ZL3b|f103r|f103r.5-f103r.7	sholkar	4	8
ZL3b|f103r|f103r.5-f103r.7	shs	1	1
ZL3b|f103r|f103r.5-f103r.7	soiin	9	256
ZL3b|f103r|f103r.5-f103r.7	sokedy	6	32
ZL3b|f103r|f103r.5-f103r.7	ssheey	15	16384
ZL3b|f103r|f103r.5-f103r.7	tar	14	8192
ZL3b|f103r|f103r.5-f103r.7	tchey	4	8
ZL3b|f103r|f103r.5-f103r.7	tchoky	7	64
ZL3b|f103r|f103r.5-f103r.7	teolshy	2	2
ZL3b|f103r|f103r.5-f103r.7	tshdy	3	4
ZL3b|f103r|f103r.5-f103r.7	tshey	13	4096
ZL3b|f103r|f103r.5-f103r.7	y	10	512
ZL3b|f103r|f103r.5-f103r.7	ychain	5	16
ZL3b|f103r|f103r.5-f103r.7	ykeedy	12	2048
ZL3b|f103r|f103r.5-f103r.7	yteedy	10	512
ZL3b|f103r|f103r.8-f103r.12	ain	7,15	16448
ZL3b|f103r|f103r.8-f103r.12	ar	1,5	17
ZL3b|f103r|f103r.8-f103r.12	chain	10	512
ZL3b|f103r|f103r.8-f103r.12	chal	7,8	192
ZL3b|f103r|f103r.8-f103r.12	chalal	12	2048
ZL3b|f103r|f103r.8-f103r.12	chckhey	6	32
ZL3b|f103r|f103r.8-f103r.12	chckhy	3,5,11	1044
ZL3b|f103r|f103r.8-f103r.12	chcthy	2,5	18
