case_id	plant	required_rows	feasible_named_forms	fresh_unknown_possible	maximum_known_required_rows	minimum_rows_requiring_unknown	unique_named_form
ZL3b|f106v|f106v.1-f106v.4|MATERIAL|REVERSED	Mandrake	2	25	True	2	0	
ZL3b|f106v|f106v.1-f106v.4|MATERIAL|REVERSED	Mugwort	7	14	False	4	3	
ZL3b|f106v|f106v.1-f106v.4|MATERIAL|REVERSED	Succory	2	37	True	2	0	
ZL3b|f106v|f106v.1-f106v.4|MATERIAL|REVERSED	Trifoile	2	34	True	2	0	
ZL3b|f106v|f106v.1-f106v.4|PLANT_IDENTITY|ORIGINAL	Mandrake	3	69	True	2	1	
ZL3b|f106v|f106v.1-f106v.4|PLANT_IDENTITY|ORIGINAL	Mugwort	7	132	True	3	4	
ZL3b|f106v|f106v.1-f106v.4|PLANT_IDENTITY|ORIGINAL	Perwinkle	2	35	True	1	1	
ZL3b|f106v|f106v.1-f106v.4|PLANT_IDENTITY|ORIGINAL	Succory	2	11	False	1	1	
ZL3b|f106v|f106v.1-f106v.4|PLANT_IDENTITY|ORIGINAL	Trifoile	2	30	True	1	1	
ZL3b|f106v|f106v.1-f106v.4|PLANT_IDENTITY|REVERSED	Mandrake	3	42	True	2	1	
ZL3b|f106v|f106v.1-f106v.4|PLANT_IDENTITY|REVERSED	Mugwort	7	14	False	4	3	
ZL3b|f106v|f106v.1-f106v.4|PLANT_IDENTITY|REVERSED	Perwinkle	2	29	True	1	1	
ZL3b|f106v|f106v.1-f106v.4|PLANT_IDENTITY|REVERSED	Succory	2	37	True	2	0	
ZL3b|f106v|f106v.1-f106v.4|PLANT_IDENTITY|REVERSED	Trifoile	2	34	True	2	0	
ZL3b|f107v|f107v.1-f107v.4|MATERIAL|ORIGINAL	Mandrake	2	29	True	1	1	
ZL3b|f107v|f107v.1-f107v.4|MATERIAL|ORIGINAL	Mugwort	7	19	False	3	4	
ZL3b|f107v|f107v.1-f107v.4|MATERIAL|ORIGINAL	Succory	2	24	True	2	0	
ZL3b|f107v|f107v.1-f107v.4|MATERIAL|ORIGINAL	Trifoile	2	24	True	1	1	
ZL3b|f107v|f107v.1-f107v.4|MATERIAL|REVERSED	Mandrake	2	27	True	1	1	
ZL3b|f107v|f107v.1-f107v.4|MATERIAL|REVERSED	Mugwort	7	103	True	4	3	
ZL3b|f107v|f107v.1-f107v.4|MATERIAL|REVERSED	Succory	2	33	True	1	1	
ZL3b|f107v|f107v.1-f107v.4|MATERIAL|REVERSED	Trifoile	2	33	True	2	0	
ZL3b|f107v|f107v.1-f107v.4|PLANT_IDENTITY|ORIGINAL	Mandrake	3	48	True	2	1	
ZL3b|f107v|f107v.1-f107v.4|PLANT_IDENTITY|ORIGINAL	Mugwort	7	19	False	3	4	
ZL3b|f107v|f107v.1-f107v.4|PLANT_IDENTITY|ORIGINAL	Perwinkle	2	29	True	2	0	
ZL3b|f107v|f107v.1-f107v.4|PLANT_IDENTITY|ORIGINAL	Succory	2	24	True	2	0	
ZL3b|f107v|f107v.1-f107v.4|PLANT_IDENTITY|ORIGINAL	Trifoile	2	24	True	1	1	
ZL3b|f107v|f107v.1-f107v.4|PLANT_IDENTITY|REVERSED	Mandrake	3	44	True	2	1	
ZL3b|f107v|f107v.1-f107v.4|PLANT_IDENTITY|REVERSED	Mugwort	7	103	True	4	3	
ZL3b|f107v|f107v.1-f107v.4|PLANT_IDENTITY|REVERSED	Perwinkle	2	31	True	1	1	
ZL3b|f107v|f107v.1-f107v.4|PLANT_IDENTITY|REVERSED	Succory	2	33	True	1	1	
ZL3b|f107v|f107v.1-f107v.4|PLANT_IDENTITY|REVERSED	Trifoile	2	33	True	2	0	
ZL3b|f113r|f113r.1-f113r.3|MATERIAL|ORIGINAL	Mandrake	2	37	True	1	1	
ZL3b|f113r|f113r.1-f113r.3|MATERIAL|ORIGINAL	Mugwort	7	121	True	4	3	
ZL3b|f113r|f113r.1-f113r.3|MATERIAL|ORIGINAL	Succory	2	33	True	1	1	
ZL3b|f113r|f113r.1-f113r.3|MATERIAL|ORIGINAL	Trifoile	2	35	True	1	1	
ZL3b|f113r|f113r.1-f113r.3|MATERIAL|REVERSED	Mandrake	2	41	True	2	0	
ZL3b|f113r|f113r.1-f113r.3|MATERIAL|REVERSED	Mugwort	7	134	True	3	4	
ZL3b|f113r|f113r.1-f113r.3|MATERIAL|REVERSED	Succory	2	37	True	1	1	
ZL3b|f113r|f113r.1-f113r.3|MATERIAL|REVERSED	Trifoile	2	42	True	1	1	
ZL3b|f113r|f113r.1-f113r.3|PLANT_IDENTITY|ORIGINAL	Mandrake	3	51	True	2	1	
ZL3b|f113r|f113r.1-f113r.3|PLANT_IDENTITY|ORIGINAL	Mugwort	7	121	True	4	3	
ZL3b|f113r|f113r.1-f113r.3|PLANT_IDENTITY|ORIGINAL	Perwinkle	2	34	True	1	1	
ZL3b|f113r|f113r.1-f113r.3|PLANT_IDENTITY|ORIGINAL	Succory	2	33	True	1	1	
ZL3b|f113r|f113r.1-f113r.3|PLANT_IDENTITY|ORIGINAL	Trifoile	2	35	True	1	1	
ZL3b|f113r|f113r.1-f113r.3|PLANT_IDENTITY|REVERSED	Mandrake	3	58	True	2	1	
ZL3b|f113r|f113r.1-f113r.3|PLANT_IDENTITY|REVERSED	Mugwort	7	134	True	3	4	
ZL3b|f113r|f113r.1-f113r.3|PLANT_IDENTITY|REVERSED	Perwinkle	2	41	True	2	0	
ZL3b|f113r|f113r.1-f113r.3|PLANT_IDENTITY|REVERSED	Succory	2	37	True	1	1	
ZL3b|f113r|f113r.1-f113r.3|PLANT_IDENTITY|REVERSED	Trifoile	2	42	True	1	1	
ZL3b|f113r|f113r.4-f113r.7|MATERIAL|ORIGINAL	Mandrake	2	41	True	1	1	
ZL3b|f113r|f113r.4-f113r.7|MATERIAL|ORIGINAL	Mugwort	7	153	True	2	5	
ZL3b|f113r|f113r.4-f113r.7|MATERIAL|ORIGINAL	Succory	2	26	True	1	1	
ZL3b|f113r|f113r.4-f113r.7|MATERIAL|ORIGINAL	Trifoile	2	32	True	1	1	
ZL3b|f113r|f113r.4-f113r.7|MATERIAL|REVERSED	Mandrake	2	23	False	1	1	
ZL3b|f113r|f113r.4-f113r.7|MATERIAL|REVERSED	Mugwort	7	23	False	1	6	
ZL3b|f113r|f113r.4-f113r.7|MATERIAL|REVERSED	Succory	2	24	True	1	1	
ZL3b|f113r|f113r.4-f113r.7|MATERIAL|REVERSED	Trifoile	2	15	False	1	1	
ZL3b|f113r|f113r.4-f113r.7|PLANT_IDENTITY|ORIGINAL	Mandrake	3	70	True	1	2	
ZL3b|f113r|f113r.4-f113r.7|PLANT_IDENTITY|ORIGINAL	Mugwort	7	153	True	2	5	
ZL3b|f113r|f113r.4-f113r.7|PLANT_IDENTITY|ORIGINAL	Perwinkle	2	37	True	1	1	
ZL3b|f113r|f113r.4-f113r.7|PLANT_IDENTITY|ORIGINAL	Succory	2	26	True	1	1	
ZL3b|f113r|f113r.4-f113r.7|PLANT_IDENTITY|ORIGINAL	Trifoile	2	32	True	1	1	
ZL3b|f113r|f113r.4-f113r.7|PLANT_IDENTITY|REVERSED	Mandrake	3	23	False	1	2	
ZL3b|f113r|f113r.4-f113r.7|PLANT_IDENTITY|REVERSED	Mugwort	7	23	False	1	6	
ZL3b|f113r|f113r.4-f113r.7|PLANT_IDENTITY|REVERSED	Perwinkle	2	15	False	1	1	
ZL3b|f113r|f113r.4-f113r.7|PLANT_IDENTITY|REVERSED	Succory	2	13	False	1	1	
ZL3b|f113r|f113r.4-f113r.7|PLANT_IDENTITY|REVERSED	Trifoile	2	15	False	1	1	
ZL3b|f113v|f113v.1-f113v.3|MATERIAL|ORIGINAL	Mandrake	2	27	True	1	1	
ZL3b|f113v|f113v.1-f113v.3|MATERIAL|ORIGINAL	Mugwort	7	109	True	3	4	
ZL3b|f113v|f113v.1-f113v.3|MATERIAL|ORIGINAL	Succory	2	21	True	1	1	
ZL3b|f113v|f113v.1-f113v.3|MATERIAL|ORIGINAL	Trifoile	2	26	True	1	1	
ZL3b|f113v|f113v.1-f113v.3|MATERIAL|REVERSED	Mandrake	2	33	True	1	1	
ZL3b|f113v|f113v.1-f113v.3|MATERIAL|REVERSED	Mugwort	7	109	True	2	5	
ZL3b|f113v|f113v.1-f113v.3|MATERIAL|REVERSED	Succory	2	34	True	1	1	
ZL3b|f113v|f113v.1-f113v.3|MATERIAL|REVERSED	Trifoile	2	34	True	1	1	
ZL3b|f113v|f113v.1-f113v.3|PLANT_IDENTITY|ORIGINAL	Mandrake	3	38	True	1	2	
ZL3b|f113v|f113v.1-f113v.3|PLANT_IDENTITY|ORIGINAL	Mugwort	7	109	True	3	4	
ZL3b|f113v|f113v.1-f113v.3|PLANT_IDENTITY|ORIGINAL	Perwinkle	2	24	True	1	1	
ZL3b|f113v|f113v.1-f113v.3|PLANT_IDENTITY|ORIGINAL	Succory	2	21	True	1	1	
ZL3b|f113v|f113v.1-f113v.3|PLANT_IDENTITY|ORIGINAL	Trifoile	2	26	True	1	1	
ZL3b|f113v|f113v.1-f113v.3|PLANT_IDENTITY|REVERSED	Mandrake	3	47	True	1	2	
ZL3b|f113v|f113v.1-f113v.3|PLANT_IDENTITY|REVERSED	Mugwort	7	109	True	2	5	
ZL3b|f113v|f113v.1-f113v.3|PLANT_IDENTITY|REVERSED	Perwinkle	2	31	True	1	1	
ZL3b|f113v|f113v.1-f113v.3|PLANT_IDENTITY|REVERSED	Succory	2	34	True	1	1	
ZL3b|f113v|f113v.1-f113v.3|PLANT_IDENTITY|REVERSED	Trifoile	2	34	True	1	1	
