case_id	edition	page	physical_leaf	source_model	direction	status	known_support_assignment_count	upper_solver_result	independent_confirmation_leaves	unknown_slots	plants_with_empty_upper_domain	unsat_core
ZL3b|f103r|f103r.13-f103r.15|PLANT_IDENTITY|ORIGINAL	ZL3b	f103r	103	PLANT_IDENTITY	ORIGINAL	CONTRADICTED	0	unsat	0	55	1	plant_17
ZL3b|f103r|f103r.13-f103r.15|PLANT_IDENTITY|REVERSED	ZL3b	f103r	103	PLANT_IDENTITY	REVERSED	CONTRADICTED	0	unsat	0	55	1	plant_17
ZL3b|f106r|f106r.1-f106r.3|MATERIAL|ORIGINAL	ZL3b	f106r	106	MATERIAL	ORIGINAL	UNKNOWN_COMPLETION_ONLY	0	sat	0	71	0	
ZL3b|f106r|f106r.1-f106r.3|MATERIAL|REVERSED	ZL3b	f106r	106	MATERIAL	REVERSED	UNKNOWN_COMPLETION_ONLY	0	sat	0	71	0	
ZL3b|f106r|f106r.1-f106r.3|PLANT_IDENTITY|ORIGINAL	ZL3b	f106r	106	PLANT_IDENTITY	ORIGINAL	UNKNOWN_COMPLETION_ONLY	0	sat	0	71	0	
ZL3b|f106r|f106r.1-f106r.3|PLANT_IDENTITY|REVERSED	ZL3b	f106r	106	PLANT_IDENTITY	REVERSED	UNKNOWN_COMPLETION_ONLY	0	sat	0	71	0	
ZL3b|f106v|f106v.1-f106v.4|MATERIAL|ORIGINAL	ZL3b	f106v	106	MATERIAL	ORIGINAL	UNKNOWN_COMPLETION_ONLY	0	sat	0	72	0	
ZL3b|f106v|f106v.1-f106v.4|MATERIAL|REVERSED	ZL3b	f106v	106	MATERIAL	REVERSED	UNKNOWN_COMPLETION_ONLY	0	sat	0	72	0	
ZL3b|f106v|f106v.1-f106v.4|PLANT_IDENTITY|ORIGINAL	ZL3b	f106v	106	PLANT_IDENTITY	ORIGINAL	UNKNOWN_COMPLETION_ONLY	0	sat	0	72	0	
ZL3b|f106v|f106v.1-f106v.4|PLANT_IDENTITY|REVERSED	ZL3b	f106v	106	PLANT_IDENTITY	REVERSED	UNKNOWN_COMPLETION_ONLY	0	sat	0	72	0	
ZL3b|f107v|f107v.1-f107v.4|MATERIAL|ORIGINAL	ZL3b	f107v	107	MATERIAL	ORIGINAL	UNKNOWN_COMPLETION_ONLY	0	sat	0	64	0	
ZL3b|f107v|f107v.1-f107v.4|MATERIAL|REVERSED	ZL3b	f107v	107	MATERIAL	REVERSED	UNKNOWN_COMPLETION_ONLY	0	sat	0	64	0	
ZL3b|f107v|f107v.1-f107v.4|PLANT_IDENTITY|ORIGINAL	ZL3b	f107v	107	PLANT_IDENTITY	ORIGINAL	UNKNOWN_COMPLETION_ONLY	0	sat	0	64	0	
ZL3b|f107v|f107v.1-f107v.4|PLANT_IDENTITY|REVERSED	ZL3b	f107v	107	PLANT_IDENTITY	REVERSED	UNKNOWN_COMPLETION_ONLY	0	sat	0	64	0	
ZL3b|f113r|f113r.1-f113r.3|MATERIAL|ORIGINAL	ZL3b	f113r	113	MATERIAL	ORIGINAL	UNKNOWN_COMPLETION_ONLY	0	sat	0	67	0	
ZL3b|f113r|f113r.1-f113r.3|MATERIAL|REVERSED	ZL3b	f113r	113	MATERIAL	REVERSED	UNKNOWN_COMPLETION_ONLY	0	sat	0	67	0	
ZL3b|f113r|f113r.1-f113r.3|PLANT_IDENTITY|ORIGINAL	ZL3b	f113r	113	PLANT_IDENTITY	ORIGINAL	UNKNOWN_COMPLETION_ONLY	0	sat	0	67	0	
ZL3b|f113r|f113r.1-f113r.3|PLANT_IDENTITY|REVERSED	ZL3b	f113r	113	PLANT_IDENTITY	REVERSED	UNKNOWN_COMPLETION_ONLY	0	sat	0	67	0	
ZL3b|f113r|f113r.4-f113r.7|MATERIAL|ORIGINAL	ZL3b	f113r	113	MATERIAL	ORIGINAL	UNKNOWN_COMPLETION_ONLY	0	sat	0	73	0	
ZL3b|f113r|f113r.4-f113r.7|MATERIAL|REVERSED	ZL3b	f113r	113	MATERIAL	REVERSED	UNKNOWN_COMPLETION_ONLY	0	sat	0	73	0	
ZL3b|f113r|f113r.4-f113r.7|PLANT_IDENTITY|ORIGINAL	ZL3b	f113r	113	PLANT_IDENTITY	ORIGINAL	UNKNOWN_COMPLETION_ONLY	0	sat	0	73	0	
ZL3b|f113r|f113r.4-f113r.7|PLANT_IDENTITY|REVERSED	ZL3b	f113r	113	PLANT_IDENTITY	REVERSED	UNKNOWN_COMPLETION_ONLY	0	sat	0	73	0	
ZL3b|f113v|f113v.1-f113v.3|MATERIAL|ORIGINAL	ZL3b	f113v	113	MATERIAL	ORIGINAL	UNKNOWN_COMPLETION_ONLY	0	sat	0	102	0	
ZL3b|f113v|f113v.1-f113v.3|MATERIAL|REVERSED	ZL3b	f113v	113	MATERIAL	REVERSED	UNKNOWN_COMPLETION_ONLY	0	sat	0	102	0	
ZL3b|f113v|f113v.1-f113v.3|PLANT_IDENTITY|ORIGINAL	ZL3b	f113v	113	PLANT_IDENTITY	ORIGINAL	UNKNOWN_COMPLETION_ONLY	0	sat	0	102	0	
ZL3b|f113v|f113v.1-f113v.3|PLANT_IDENTITY|REVERSED	ZL3b	f113v	113	PLANT_IDENTITY	REVERSED	UNKNOWN_COMPLETION_ONLY	0	sat	0	102	0	
IT2a|f103r|f103r.1-f103r.4|MATERIAL|ORIGINAL	IT2a	f103r	103	MATERIAL	ORIGINAL	CONTRADICTED	0	unsat	0	3	4	plant_12
IT2a|f103r|f103r.1-f103r.4|MATERIAL|REVERSED	IT2a	f103r	103	MATERIAL	REVERSED	CONTRADICTED	0	unsat	0	3	3	plant_12
IT2a|f103r|f103r.1-f103r.4|PLANT_IDENTITY|ORIGINAL	IT2a	f103r	103	PLANT_IDENTITY	ORIGINAL	CONTRADICTED	0	unsat	0	3	5	plant_11
IT2a|f103r|f103r.1-f103r.4|PLANT_IDENTITY|REVERSED	IT2a	f103r	103	PLANT_IDENTITY	REVERSED	CONTRADICTED	0	unsat	0	3	4	plant_11
IT2a|f103r|f103r.5-f103r.7|MATERIAL|ORIGINAL	IT2a	f103r	103	MATERIAL	ORIGINAL	CONTRADICTED	0	unsat	0	1	3	plant_12
IT2a|f103r|f103r.5-f103r.7|MATERIAL|REVERSED	IT2a	f103r	103	MATERIAL	REVERSED	CONTRADICTED	0	unsat	0	1	2	plant_17
IT2a|f103r|f103r.5-f103r.7|PLANT_IDENTITY|ORIGINAL	IT2a	f103r	103	PLANT_IDENTITY	ORIGINAL	CONTRADICTED	0	unsat	0	1	4	plant_11
IT2a|f103r|f103r.5-f103r.7|PLANT_IDENTITY|REVERSED	IT2a	f103r	103	PLANT_IDENTITY	REVERSED	CONTRADICTED	0	unsat	0	1	3	plant_17
IT2a|f103r|f103r.8-f103r.12|MATERIAL|ORIGINAL	IT2a	f103r	103	MATERIAL	ORIGINAL	CONTRADICTED	0	unsat	0	0	4	plant_12
IT2a|f103r|f103r.8-f103r.12|MATERIAL|REVERSED	IT2a	f103r	103	MATERIAL	REVERSED	CONTRADICTED	0	unsat	0	0	4	plant_12
IT2a|f103r|f103r.8-f103r.12|PLANT_IDENTITY|ORIGINAL	IT2a	f103r	103	PLANT_IDENTITY	ORIGINAL	CONTRADICTED	0	unsat	0	0	5	plant_11
IT2a|f103r|f103r.8-f103r.12|PLANT_IDENTITY|REVERSED	IT2a	f103r	103	PLANT_IDENTITY	REVERSED	CONTRADICTED	0	unsat	0	0	4	plant_11
IT2a|f103r|f103r.13-f103r.15|MATERIAL|ORIGINAL	IT2a	f103r	103	MATERIAL	ORIGINAL	CONTRADICTED	0	unsat	0	0	2	plant_17
IT2a|f103r|f103r.13-f103r.15|MATERIAL|REVERSED	IT2a	f103r	103	MATERIAL	REVERSED	CONTRADICTED	0	unsat	0	0	3	plant_17
IT2a|f103r|f103r.13-f103r.15|PLANT_IDENTITY|ORIGINAL	IT2a	f103r	103	PLANT_IDENTITY	ORIGINAL	CONTRADICTED	0	unsat	0	0	4	plant_11
IT2a|f103r|f103r.13-f103r.15|PLANT_IDENTITY|REVERSED	IT2a	f103r	103	PLANT_IDENTITY	REVERSED	CONTRADICTED	0	unsat	0	0	5	plant_11
IT2a|f106v|f106v.1-f106v.4|MATERIAL|ORIGINAL	IT2a	f106v	106	MATERIAL	ORIGINAL	CONTRADICTED	0	unsat	0	0	3	plant_17
IT2a|f106v|f106v.1-f106v.4|MATERIAL|REVERSED	IT2a	f106v	106	MATERIAL	REVERSED	CONTRADICTED	0	unsat	0	0	2	plant_12
IT2a|f106v|f106v.1-f106v.4|PLANT_IDENTITY|ORIGINAL	IT2a	f106v	106	PLANT_IDENTITY	ORIGINAL	CONTRADICTED	0	unsat	0	0	5	plant_11
IT2a|f106v|f106v.1-f106v.4|PLANT_IDENTITY|REVERSED	IT2a	f106v	106	PLANT_IDENTITY	REVERSED	CONTRADICTED	0	unsat	0	0	3	plant_11
IT2a|f107r|f107r.1-f107r.3|MATERIAL|ORIGINAL	IT2a	f107r	107	MATERIAL	ORIGINAL	CONTRADICTED	0	unsat	0	0	4	plant_12
IT2a|f107r|f107r.1-f107r.3|MATERIAL|REVERSED	IT2a	f107r	107	MATERIAL	REVERSED	CONTRADICTED	0	unsat	0	0	3	plant_12
IT2a|f107r|f107r.1-f107r.3|PLANT_IDENTITY|ORIGINAL	IT2a	f107r	107	PLANT_IDENTITY	ORIGINAL	CONTRADICTED	0	unsat	0	0	5	plant_11
IT2a|f107r|f107r.1-f107r.3|PLANT_IDENTITY|REVERSED	IT2a	f107r	107	PLANT_IDENTITY	REVERSED	CONTRADICTED	0	unsat	0	0	4	plant_11
IT2a|f107v|f107v.1-f107v.4|MATERIAL|ORIGINAL	IT2a	f107v	107	MATERIAL	ORIGINAL	CONTRADICTED	0	unsat	0	0	3	plant_12
IT2a|f107v|f107v.1-f107v.4|MATERIAL|REVERSED	IT2a	f107v	107	MATERIAL	REVERSED	CONTRADICTED	0	unsat	0	0	3	plant_12
IT2a|f107v|f107v.1-f107v.4|PLANT_IDENTITY|ORIGINAL	IT2a	f107v	107	PLANT_IDENTITY	ORIGINAL	CONTRADICTED	0	unsat	0	0	3	plant_11
IT2a|f107v|f107v.1-f107v.4|PLANT_IDENTITY|REVERSED	IT2a	f107v	107	PLANT_IDENTITY	REVERSED	CONTRADICTED	0	unsat	0	0	4	plant_11
IT2a|f108r|f108r.1-f108r.4|MATERIAL|ORIGINAL	IT2a	f108r	108	MATERIAL	ORIGINAL	CONTRADICTED	0	unsat	0	0	4	plant_12
IT2a|f108r|f108r.1-f108r.4|MATERIAL|REVERSED	IT2a	f108r	108	MATERIAL	REVERSED	CONTRADICTED	0	unsat	0	0	2	plant_12
IT2a|f108r|f108r.1-f108r.4|PLANT_IDENTITY|ORIGINAL	IT2a	f108r	108	PLANT_IDENTITY	ORIGINAL	CONTRADICTED	0	unsat	0	0	5	plant_11
IT2a|f108r|f108r.1-f108r.4|PLANT_IDENTITY|REVERSED	IT2a	f108r	108	PLANT_IDENTITY	REVERSED	CONTRADICTED	0	unsat	0	0	3	plant_11
IT2a|f108r|f108r.5-f108r.7|MATERIAL|ORIGINAL	IT2a	f108r	108	MATERIAL	ORIGINAL	CONTRADICTED	0	unsat	0	0	3	plant_17
IT2a|f108r|f108r.5-f108r.7|MATERIAL|REVERSED	IT2a	f108r	108	MATERIAL	REVERSED	CONTRADICTED	0	unsat	0	0	3	plant_12
IT2a|f108r|f108r.5-f108r.7|PLANT_IDENTITY|ORIGINAL	IT2a	f108r	108	PLANT_IDENTITY	ORIGINAL	CONTRADICTED	0	unsat	0	0	5	plant_11
IT2a|f108r|f108r.5-f108r.7|PLANT_IDENTITY|REVERSED	IT2a	f108r	108	PLANT_IDENTITY	REVERSED	CONTRADICTED	0	unsat	0	0	3	plant_11
IT2a|f113r|f113r.1-f113r.3|MATERIAL|ORIGINAL	IT2a	f113r	113	MATERIAL	ORIGINAL	CONTRADICTED	0	unsat	0	0	4	plant_12
IT2a|f113r|f113r.1-f113r.3|MATERIAL|REVERSED	IT2a	f113r	113	MATERIAL	REVERSED	CONTRADICTED	0	unsat	0	0	3	plant_17
IT2a|f113r|f113r.1-f113r.3|PLANT_IDENTITY|ORIGINAL	IT2a	f113r	113	PLANT_IDENTITY	ORIGINAL	CONTRADICTED	0	unsat	0	0	5	plant_11
IT2a|f113r|f113r.1-f113r.3|PLANT_IDENTITY|REVERSED	IT2a	f113r	113	PLANT_IDENTITY	REVERSED	CONTRADICTED	0	unsat	0	0	4	plant_11
IT2a|f113r|f113r.4-f113r.7|MATERIAL|ORIGINAL	IT2a	f113r	113	MATERIAL	ORIGINAL	CONTRADICTED	0	unsat	0	0	4	plant_12
IT2a|f113r|f113r.4-f113r.7|MATERIAL|REVERSED	IT2a	f113r	113	MATERIAL	REVERSED	CONTRADICTED	0	unsat	0	0	4	plant_12
IT2a|f113r|f113r.4-f113r.7|PLANT_IDENTITY|ORIGINAL	IT2a	f113r	113	PLANT_IDENTITY	ORIGINAL	CONTRADICTED	0	unsat	0	0	5	plant_11
IT2a|f113r|f113r.4-f113r.7|PLANT_IDENTITY|REVERSED	IT2a	f113r	113	PLANT_IDENTITY	REVERSED	CONTRADICTED	0	unsat	0	0	5	plant_11
IT2a|f113v|f113v.1-f113v.3|MATERIAL|ORIGINAL	IT2a	f113v	113	MATERIAL	ORIGINAL	CONTRADICTED	0	unsat	0	1	4	plant_12
IT2a|f113v|f113v.1-f113v.3|MATERIAL|REVERSED	IT2a	f113v	113	MATERIAL	REVERSED	CONTRADICTED	0	unsat	0	1	4	plant_12
IT2a|f113v|f113v.1-f113v.3|PLANT_IDENTITY|ORIGINAL	IT2a	f113v	113	PLANT_IDENTITY	ORIGINAL	CONTRADICTED	0	unsat	0	1	5	plant_11
IT2a|f113v|f113v.1-f113v.3|PLANT_IDENTITY|REVERSED	IT2a	f113v	113	PLANT_IDENTITY	REVERSED	CONTRADICTED	0	unsat	0	1	5	plant_11
