page	locus	record	line	event_index	surface	exact_tuple_id	default_English	source_class	confidence	inheritance_context_rule	ledger_scope	source_event_serial
f10r	f10r.8	2	f10r.8	6	chol	dcda95c81a5460feb191	with it; likewise under the same heading	CONTINUING_RELATION	.59	Missing left argument is inherited at field entry; line-final use carries the relation onward.	GDT327_PROSE	29
f10r	f10r.8	2	f10r.8	7	daiin	2f1c5e56e8f0ff459065	in the stated or usual measure	REFERENCE_STANDARD	.48	The active measure may be inherited; no numeral is supplied.	GDT327_PROSE	30
f10r	f10r.8	2	f10r.8	8	dar	4d4559019a961b834aa1	of the same	PROSE_REFERENCE	.29	Ordinary resumptive phrase; no privileged topic ownership.	GDT327_PROSE	31
f10r	f10r.9	2	f10r.9	1	oykchor	27d97af8c96eb056c2e6	its flower appears	HERBAL_CLAUSE_HEAD	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion. Physical-line entry does not itself start a new sentence.	GDT327_PROSE	32
f10r	f10r.9	2	f10r.9	2	shor	7a4bb8136330ee4e6e56	the prepared liquid	WORKING_LIQUID	.28	Portable Herbal/Biological material phrase.	GDT327_PROSE	33
f10r	f10r.9	2	f10r.9	3	chor	7a4bb8136330ee4e6e56	the prepared liquid	WORKING_LIQUID	.28	Portable Herbal/Biological material phrase.	GDT327_PROSE	34
f10r	f10r.9	2	f10r.9	4	chy	b921a237be883a820352	this portion	CURRENT_PORTION	.43	Refers to the locally active portion, preparation, or rubric entry.	GDT327_PROSE	35
f10r	f10r.9	2	f10r.9	5	kaiiin	409de02322e7b2ca0c62	a bitter taste	HERBAL_PHRASE	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion.	GDT327_PROSE	36
f10r	f10r.9	2	f10r.9	6	dy	b921a237be883a820352	this portion	CURRENT_PORTION	.43	Refers to the locally active portion, preparation, or rubric entry.	GDT327_PROSE	37
f10r	f10r.9	2	f10r.9	7	chodaiin	834825c61d048a6b5628	and preserve it in oil	HERBAL_CLAUSE_END	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion.	GDT327_PROSE	38
f11r	f11r.1	1	f11r.1	1	tshol	953ad19b79517fc8a211	gather it in spring	HERBAL_CLAUSE_HEAD	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion. Physical-line entry does not itself start a new sentence.	GDT327_PROSE	39
f11r	f11r.1	1	f11r.1	2	schoal	428a5e3662aa57b4b256	shaded woodland	HERBAL_PHRASE	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion.	GDT327_PROSE	40
f11r	f11r.1	1	f11r.1	3	cfhy	bdad9f9ea8b80f141496	gathered before flowering	HERBAL_PHRASE	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion.	GDT327_PROSE	41
f11r	f11r.1	1	f11r.1	4	shfydaiin	a8af08e69edab8e54f15	strained through cloth	HERBAL_PHRASE	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion.	GDT327_PROSE	42
f11r	f11r.1	1	f11r.1	5	cphy	deb377381ceaf55ea310	strained through cloth	HERBAL_PHRASE	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion.	GDT327_PROSE	43
f11r	f11r.1	1	f11r.1	6	shey	b5df9126607030b95175	until it becomes clear	CLARITY_CONDITION	.25	Open condition shared across records.	GDT327_PROSE	44
f11r	f11r.1	1	f11r.1	7	tchody	2e2027b1951d79911e24	leave the outlet open; close the rubric	COMMITTED_TECHNICAL_INSTRUCTION	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	45
f11r	f11r.1	1	f11r.1	8	shoyty	577c03a928d674d420d7	its flower appears	HERBAL_CLAUSE_HEAD	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion.	GDT327_PROSE	46
f11r	f11r.4	1	f11r.4	1	dchol	d665560c8ff80799a82c	the pictured simple is called local-name-D6655	HERBAL_CLAUSE_HEAD	.24	Fixed exact-card default across all selected occurrences. Physical-line entry does not itself start a new sentence.	GDT327_PROSE	47
f11r	f11r.4	1	f11r.4	2	chy	b921a237be883a820352	this portion	CURRENT_PORTION	.43	Refers to the locally active portion, preparation, or rubric entry.	GDT327_PROSE	48
f11r	f11r.4	1	f11r.4	3	kchy	b2812c8283c3a62438bd	used against swelling	HERBAL_PHRASE	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion.	GDT327_PROSE	49
f11r	f11r.4	1	f11r.4	4	dy	b921a237be883a820352	this portion	CURRENT_PORTION	.43	Refers to the locally active portion, preparation, or rubric entry.	GDT327_PROSE	50
f11r	f11r.4	1	f11r.4	5	daiin	2f1c5e56e8f0ff459065	in the stated or usual measure	REFERENCE_STANDARD	.48	The active measure may be inherited; no numeral is supplied.	GDT327_PROSE	51
f11r	f11r.7	1	f11r.7	1	qotchy	a48efd6c4491a046ba78	the pictured simple is called local-name-A48EF	HERBAL_CLAUSE_HEAD	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion. Physical-line entry does not itself start a new sentence.	GDT327_PROSE	52
f11r	f11r.7	1	f11r.7	2	okchol	322281bd391aa621f568	applied while warm	HERBAL_PHRASE	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion.	GDT327_PROSE	53
f11r	f11r.7	1	f11r.7	3	cthy	e0b630cb1b5df5e7105b	when prepared and ready	READINESS_CONDITION	.38	Same readiness phrase in Herbal and application registers.	GDT327_PROSE	54
f11r	f11r.7	1	f11r.7	4	dy	b921a237be883a820352	this portion	CURRENT_PORTION	.43	Refers to the locally active portion, preparation, or rubric entry.	GDT327_PROSE	55
f55v	f55v.5	1	f55v.5	1	qokaiin	b5fcea1eaed06b2f2291	take up the next entry	ENTRY_HEAD	.68	One entry/catchword sense across all occurrences. Physical-line entry does not itself start a new sentence.	GDT327_PROSE	56
f55v	f55v.5	1	f55v.5	2	chaiin	2f1c5e56e8f0ff459065	in the stated or usual measure	REFERENCE_STANDARD	.48	The active measure may be inherited; no numeral is supplied.	GDT327_PROSE	57
f55v	f55v.5	1	f55v.5	3	ykain	403c1592f918c8f23b88	boiled gently	HERBAL_PHRASE	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion.	GDT327_PROSE	58
f55v	f55v.5	1	f55v.5	4	ykan	d929a14ec45749b2e805	white wine	HERBAL_PHRASE	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion.	GDT327_PROSE	59
f55v	f55v.5	1	f55v.5	5	ody	97cc9ac109148723c472	steep until clear; close the rubric	COMMITTED_TECHNICAL_INSTRUCTION	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	60
f55v	f55v.5	1	f55v.5	6	daiin	2f1c5e56e8f0ff459065	in the stated or usual measure	REFERENCE_STANDARD	.48	The active measure may be inherited; no numeral is supplied.	GDT327_PROSE	61
f55v	f55v.5	1	f55v.5	7	chedy	6f7ff8287eddf4da9fdb	mix until even	MIXING_ACTION	.31	Recurrent open Biological action; f55v use is the same preparation instruction.	GDT327_PROSE	62
f55v	f55v.5	1	f55v.5	8	talam	e026af581c99322fbd46	wash once; close the rubric	COMMITTED_TECHNICAL_INSTRUCTION	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	63
f55v	f55v.11	1	f55v.11	1	ykaiin	f7dc90b2c31fd341f0a4	for its medicinal use	HERBAL_CLAUSE_HEAD	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion. Physical-line entry does not itself start a new sentence.	GDT327_PROSE	64
f55v	f55v.11	1	f55v.11	2	cheoar	807591efc3d3f7ddbfab	white wine	HERBAL_PHRASE	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion.	GDT327_PROSE	65
f55v	f55v.11	1	f55v.11	3	cheeky	2c1a5fd92b9e3c762242	while still warm	PORTABLE_TECHNICAL_PHRASE	.24	Fixed exact-card default across all selected occurrences.	GDT327_PROSE	66
f55v	f55v.11	1	f55v.11	4	oldy	1b1ffdd869fb1429ad03	boil gently; close the rubric	COMMITTED_TECHNICAL_INSTRUCTION	.24	Fixed exact-card default across all selected occurrences. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	67
f55v	f55v.11	1	f55v.11	5	aiin	2f1c5e56e8f0ff459065	in the stated or usual measure	REFERENCE_STANDARD	.48	The active measure may be inherited; no numeral is supplied.	GDT327_PROSE	68
f55v	f55v.11	1	f55v.11	6	okal	308e8ea2d5d190c498e8	combine the two portions	COMBINATION_ACTION	.29	Recurrent cross-page application instruction.	GDT327_PROSE	69
f55v	f55v.11	1	f55v.11	7	oltchy	204b04837409088c48f9	kept in a covered jar	HERBAL_PHRASE	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion.	GDT327_PROSE	70
f55v	f55v.11	1	f55v.11	8	or	7a4bb8136330ee4e6e56	the prepared liquid	WORKING_LIQUID	.28	Portable Herbal/Biological material phrase.	GDT327_PROSE	71
f55v	f55v.11	1	f55v.11	9	y	b921a237be883a820352	this portion	CURRENT_PORTION	.43	Refers to the locally active portion, preparation, or rubric entry.	GDT327_PROSE	72
f55v	f55v.11	1	f55v.11	10	orain	6afeb5c9ab9f6cbdea0d	and use it fresh	HERBAL_CLAUSE_END	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion.	GDT327_PROSE	73
f56r	f56r.5	1	f56r.5	1	chochor	b9d7b6d68209a9019e7a	gather it in spring	HERBAL_CLAUSE_HEAD	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion. Physical-line entry does not itself start a new sentence.	GDT327_PROSE	74
f56r	f56r.5	1	f56r.5	2	cho	2cc054357a929df85f64	thereafter	PROSE_CONTINUATION	.30	f56r early-line recurrence; ordinary resumptive adverb, not a page title.	GDT327_PROSE	75
f56r	f56r.5	1	f56r.5	3	chodaly	0ec6a45e2950e8e7061d	the lower root	HERBAL_PHRASE	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion.	GDT327_PROSE	76
f56r	f56r.5	1	f56r.5	4	daiin	2f1c5e56e8f0ff459065	in the stated or usual measure	REFERENCE_STANDARD	.48	The active measure may be inherited; no numeral is supplied.	GDT327_PROSE	77
f56r	f56r.7	1	f56r.7	1	sho	2cc054357a929df85f64	thereafter	PROSE_CONTINUATION	.30	f56r early-line recurrence; ordinary resumptive adverb, not a page title. Physical-line entry does not itself start a new sentence.	GDT327_PROSE	78
f56r	f56r.7	1	f56r.7	2	kchol	893c570f3fa3fce99711	white wine	HERBAL_PHRASE	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion.	GDT327_PROSE	79
f56r	f56r.7	1	f56r.7	3	otchor	10488b911aae52b3b334	gathered before flowering	HERBAL_PHRASE	.24	Fixed exact-card default across all selected occurrences.	GDT327_PROSE	80
f56r	f56r.7	1	f56r.7	4	choky	276a7c2d74d1143446f4	use the lesser portion	QUANTITY_INSTRUCTION	.29	Portable open card; lesser is a relative, not numeric, measure.	GDT327_PROSE	81
f56r	f56r.7	1	f56r.7	5	dal	dd0ecaf5e27d81befffc	at the indicated place	LOCAL_REFERENCE	.29	Mobile locative reference shared across applications and one Herbal clause.	GDT327_PROSE	82
f56r	f56r.8	1	f56r.8	1	schol	d665560c8ff80799a82c	the pictured simple is called local-name-D6655	HERBAL_CLAUSE_HEAD	.24	Fixed exact-card default across all selected occurrences. Physical-line entry does not itself start a new sentence.	GDT327_PROSE	83
f56r	f56r.8	1	f56r.8	2	choy	c10aec6d4dd877ec8bd8	shaded woodland	HERBAL_PHRASE	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion.	GDT327_PROSE	84
f56r	f56r.8	1	f56r.8	3	choky	276a7c2d74d1143446f4	use the lesser portion	QUANTITY_INSTRUCTION	.29	Portable open card; lesser is a relative, not numeric, measure.	GDT327_PROSE	85
f56r	f56r.8	1	f56r.8	4	cheeckhody	95987d6f198d6d247511	leave the outlet open; close the rubric	COMMITTED_TECHNICAL_INSTRUCTION	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	86
f56r	f56r.12	1	f56r.12	1	sh	ad3581d3144f69a5912d	its seed is	HERBAL_CLAUSE_HEAD	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion. Physical-line entry does not itself start a new sentence.	GDT327_PROSE	87
f56r	f56r.12	1	f56r.12	2	cho	2cc054357a929df85f64	thereafter	PROSE_CONTINUATION	.30	f56r early-line recurrence; ordinary resumptive adverb, not a page title.	GDT327_PROSE	88
f56r	f56r.12	1	f56r.12	3	kchey	b74e9e65637b7c8538dd	the dried leaf	HERBAL_PHRASE	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion.	GDT327_PROSE	89
f56r	f56r.12	1	f56r.12	4	qokokchy	1322bc176443fc2a8a86	and dry it in shade	HERBAL_CLAUSE_END	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion.	GDT327_PROSE	90
f56r	f56r.13	1	f56r.13	1	okchy	9ad66e67803a12e745de	use the fresh preparation	FRESH_PREPARATION	.26	Herbal-open instruction crossing two dossiers. Physical-line entry does not itself start a new sentence.	GDT327_PROSE	91
f56r	f56r.13	1	f56r.13	2	chokcheo	087a47b5423438cd6b6a	drunk for stomach pain	HERBAL_PHRASE	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion.	GDT327_PROSE	92
f56r	f56r.13	1	f56r.13	3	kchal	75a523fcf039b006f97b	and dry it in shade	HERBAL_CLAUSE_END	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion.	GDT327_PROSE	93
f56r	f56r.18	1	f56r.18	1	sho	2cc054357a929df85f64	thereafter	PROSE_CONTINUATION	.30	f56r early-line recurrence; ordinary resumptive adverb, not a page title. Physical-line entry does not itself start a new sentence.	GDT327_PROSE	94
f56r	f56r.18	1	f56r.18	2	chokchy	9ad66e67803a12e745de	use the fresh preparation	FRESH_PREPARATION	.26	Herbal-open instruction crossing two dossiers.	GDT327_PROSE	95
f56r	f56r.18	1	f56r.18	3	kchoar	c71c72da4e09e0833392	honey	HERBAL_PHRASE	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion.	GDT327_PROSE	96
f56r	f56r.18	1	f56r.18	4	sotodan	61a075bc54793c1c781f	and use it fresh	HERBAL_CLAUSE_END	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion.	GDT327_PROSE	97
f56r	f56r.19	1	f56r.19	1	otchey	faf321940aed922846a9	mark the following share	PORTABLE_CLAUSE_HEAD	.24	Fixed exact-card default across all selected occurrences. Physical-line entry does not itself start a new sentence.	GDT327_PROSE	98
f56r	f56r.19	1	f56r.19	2	keol	9bb7122b386ebbc6138f	a pale flower	HERBAL_PHRASE	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion.	GDT327_PROSE	99
f56r	f56r.19	1	f56r.19	3	daiin	2f1c5e56e8f0ff459065	in the stated or usual measure	REFERENCE_STANDARD	.48	The active measure may be inherited; no numeral is supplied.	GDT327_PROSE	100
f81v	f81v.2	1	f81v.2	1	qokedy	7db18b2f0fb7ed0fcfd3	rinse or pour over the local place; close the rubric	LOCAL_RINSE_CLOSE	.27	VAL-L; local carried application. Physical-line entry does not itself start a new sentence. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	101
f81v	f81v.2	1	f81v.2	2	okaiin	b5fcea1eaed06b2f2291	take up the next entry	ENTRY_HEAD	.68	One entry/catchword sense across all occurrences.	GDT327_PROSE	102
f81v	f81v.2	1	f81v.2	3	kair	22fb87a5a83e5c3fb510	the returning flow	APPLICATION_PHRASE	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion.	GDT327_PROSE	103
f81v	f81v.2	1	f81v.2	4	okal	308e8ea2d5d190c498e8	combine the two portions	COMBINATION_ACTION	.29	Recurrent cross-page application instruction.	GDT327_PROSE	104
f81v	f81v.2	1	f81v.2	5	sar	4d4559019a961b834aa1	of the same	PROSE_REFERENCE	.29	Ordinary resumptive phrase; no privileged topic ownership.	GDT327_PROSE	105
f81v	f81v.2	1	f81v.2	6	ol	dcda95c81a5460feb191	with it; likewise under the same heading	CONTINUING_RELATION	.59	Missing left argument is inherited at field entry; line-final use carries the relation onward.	GDT327_PROSE	106
f81v	f81v.2	1	f81v.2	7	kain	9da1b6ac2c929daea697	one measured share	MEASURED_SHARE	.25	Mobile count/portion phrase.	GDT327_PROSE	107
f81v	f81v.2	1	f81v.2	8	olkain	94df4847b7b16c98394a	the lower basin	APPLICATION_PHRASE	.24	Fixed exact-card default across all selected occurrences.	GDT327_PROSE	108
f81v	f81v.2	1	f81v.2	9	al	dd0ecaf5e27d81befffc	at the indicated place	LOCAL_REFERENCE	.29	Mobile locative reference shared across applications and one Herbal clause.	GDT327_PROSE	109
f81v	f81v.2	1	f81v.2	10	ol	dcda95c81a5460feb191	with it; likewise under the same heading	CONTINUING_RELATION	.59	Missing left argument is inherited at field entry; line-final use carries the relation onward.	GDT327_PROSE	110
f81v	f81v.2	1	f81v.2	11	rol	1496a731803a9f48d2e1	before it cools	APPLICATION_PHRASE	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion.	GDT327_PROSE	111
f81v	f81v.2	1	f81v.2	12	dl	0f18de177ed7c878bf95	the prepared oil	APPLICATION_PHRASE	.24	Fixed exact-card default across all selected occurrences.	GDT327_PROSE	112
f81v	f81v.7	1	f81v.7	1	olor	dec401773c1f0347793d	from the foregoing batch	PORTABLE_TECHNICAL_PHRASE	.24	Fixed exact-card default across all selected occurrences. Physical-line entry does not itself start a new sentence.	GDT327_PROSE	113
f81v	f81v.7	1	f81v.7	2	ol	dcda95c81a5460feb191	with it; likewise under the same heading	CONTINUING_RELATION	.59	Missing left argument is inherited at field entry; line-final use carries the relation onward.	GDT327_PROSE	114
f81v	f81v.7	1	f81v.7	3	sheckhal	4eab1841ed655c20a348	a moderate quantity	APPLICATION_PHRASE	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion.	GDT327_PROSE	115
f81v	f81v.7	1	f81v.7	4	daiin	2f1c5e56e8f0ff459065	in the stated or usual measure	REFERENCE_STANDARD	.48	The active measure may be inherited; no numeral is supplied.	GDT327_PROSE	116
f81v	f81v.7	1	f81v.7	5	qokeedal	93f69c38fdedee1598e9	the immersed part	APPLICATION_PHRASE	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion.	GDT327_PROSE	117
f81v	f81v.7	1	f81v.7	6	daiin	2f1c5e56e8f0ff459065	in the stated or usual measure	REFERENCE_STANDARD	.48	The active measure may be inherited; no numeral is supplied.	GDT327_PROSE	118
f81v	f81v.7	1	f81v.7	7	chckhy	2cc8bb3c2af19607888f	through the joined channels	CHANNEL_CONFIGURATION	.26	CKHY-family concrete default; not the rejected leaf gloss.	GDT327_PROSE	119
f81v	f81v.7	1	f81v.7	8	schedy	259b2b3b0bf859882e2c	finish this application; close the rubric	APPLICATION_CLOSE	.28	Recurrent short committed cell. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	120
f81v	f81v.7	1	f81v.7	9	qol	dcda95c81a5460feb191	with it; likewise under the same heading	CONTINUING_RELATION	.59	Missing left argument is inherited at field entry; line-final use carries the relation onward.	GDT327_PROSE	121
f81v	f81v.17	1	f81v.17	1	sshkchdy	54e32e9c1414b20640e9	keep it warm; close the rubric	COMMITTED_TECHNICAL_INSTRUCTION	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion. Physical-line entry does not itself start a new sentence. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	122
f81v	f81v.17	1	f81v.17	2	chedy	6f7ff8287eddf4da9fdb	mix until even	MIXING_ACTION	.31	Recurrent open Biological action; f55v use is the same preparation instruction.	GDT327_PROSE	123
f81v	f81v.17	1	f81v.17	3	ol	dcda95c81a5460feb191	with it; likewise under the same heading	CONTINUING_RELATION	.59	Missing left argument is inherited at field entry; line-final use carries the relation onward.	GDT327_PROSE	124
f81v	f81v.17	1	f81v.17	4	shedy	bc4f1f5c006c74a4d26d	set ready in the usual manner; close the rubric	READY_RESULT_CLOSE	.34	VAL-S; the final clause includes the attached local close. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	125
f81v	f81v.17	1	f81v.17	5	qolchedy	28ffbc88b97772a75f1e	retain the combined mixture; close the rubric	MIXTURE_CLOSE	.27	Three-page recurrent committed answer. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	126
f81v	f81v.17	1	f81v.17	6	qokain	1645e612504fcef59ced	then put it in	TRANSFER_ACTION	.31	Field-entry-biased but permits interior continuation.	GDT327_PROSE	127
f81v	f81v.17	1	f81v.17	7	shckhy	2cc8bb3c2af19607888f	through the joined channels	CHANNEL_CONFIGURATION	.26	CKHY-family concrete default; not the rejected leaf gloss.	GDT327_PROSE	128
f81v	f81v.17	1	f81v.17	8	dl	0f18de177ed7c878bf95	the prepared oil	APPLICATION_PHRASE	.24	Fixed exact-card default across all selected occurrences.	GDT327_PROSE	129
f81v	f81v.17	1	f81v.17	9	ral	4da0f0f7b5fc7ac20067	and let it cool	APPLICATION_CLAUSE_END	.16	CONTEXT_DEFAULT: page/register and field ecology select this low-confidence expansion.	GDT327_PROSE	130
f81v	f81v.18	1	f81v.18	1	qokchdy	87411f84689b4f93a303	heat once; close the rubric	HEATING_CLOSE	.26	Recurrent committed operation. Physical-line entry does not itself start a new sentence. Attached close ends the local rubric, not necessarily the paragraph statement.	GDT327_PROSE	131
