namespace	form_id	surface_variants	events	pages	primary_default_English	source_class	confidence	polysemy_rule	assignment_basis
GDT327_EXACT	1779decef17481ec2853	qotedaiin	1	f83r	use the alternate setting	REFERENCE|CONTEXT_DEFAULT	0.23	NONE	Biological application context default; singleton forced concrete
GDT327_EXACT	1b1ffdd869fb1429ad03	oldy	2	f55v|f83r	hold the member immersed	COMMITTED_APPLICATION	0.27	NONE	exact committed-card context default
GDT327_EXACT	1bfd786e6b8b63734a59	solkeey	1	f83r	the lower basin	APPARATUS|CONTEXT_DEFAULT	0.23	NONE	Biological application context default; singleton forced concrete
GDT327_EXACT	204b04837409088c48f9	oltchy	1	f55v	gather before full flowering	COLLECTION|CONTEXT_DEFAULT	0.24	NONE	Herbal article context default; singleton forced concrete
GDT327_EXACT	21ed2873b71e57269c08	chckhal	1	f83r	the outlet channel	APPARATUS|CONTEXT_DEFAULT	0.23	NONE	Biological application context default; singleton forced concrete
GDT327_EXACT	22fb87a5a83e5c3fb510	kair	1	f81v	join the two conduits	APPARATUS_ACTION|CONTEXT_DEFAULT	0.23	NONE	Biological application context default; singleton forced concrete
GDT327_EXACT	232195d6ff2f326322f7	qokol	1	f83r	fresh spring water	MEDIUM|CONTEXT_DEFAULT	0.23	NONE	Biological application context default; singleton forced concrete
GDT327_EXACT	259b2b3b0bf859882e2c	dchedy|schedy|tchedy	4	f81v|f82r|f83r	strain it and set it aside	COMMITTED_PROCESS	0.38	NONE	fixed recurrent-card default
GDT327_EXACT	276a7c2d74d1143446f4	choky|oky|qoky	10	f10r|f56r|f81v|f82r|f83r	apply it to the affected place	ACTION	0.43	NONE	fixed recurrent-card default
GDT327_EXACT	27d97af8c96eb056c2e6	oykchor	1	f10r	the pictured simple's accepted name	PLANT_NAME|CONTEXT_DEFAULT	0.24	NONE	Herbal article context default; singleton forced concrete
GDT327_EXACT	28ffbc88b97772a75f1e	olchedy|qolchedy	3	f81v|f82r|f83r	with it, complete the rinse	COMMITTED_RELATION	0.37	NONE	fixed recurrent-card default
GDT327_EXACT	29e0eb222ef2fb99523a	lar	1	f82r	until gently warm	DURATION|CONTEXT_DEFAULT	0.23	NONE	Biological application context default; singleton forced concrete
GDT327_EXACT	2b7fa918d1b2f5c656e3	lo	1	f83r	half the usual quantity	MEASURE|CONTEXT_DEFAULT	0.23	NONE	Biological application context default; singleton forced concrete
GDT327_EXACT	2bc2ed2630dbdaaa6b59	dalchdy	1	f83r	strain off the spent liquid	COMMITTED_PROCESS|CONTEXT_DEFAULT	0.27	NONE	exact committed-card context default; singleton forced concrete
GDT327_EXACT	2c1a5fd92b9e3c762242	cheeky	2	f55v|f83r	wash it clean	ACTION	0.36	NONE	fixed recurrent-card default
GDT327_EXACT	2c82523794dcb7d2b343	oiiin|soiiin	2	f81v|f83r	the strained decoction	MEDIUM	0.28	NONE	Biological application context default
GDT327_EXACT	2cc054357a929df85f64	cho|sho	4	f56r	its blue flowering tops	PLANT_PART	0.35	NONE	fixed recurrent-card default
GDT327_EXACT	2cc8bb3c2af19607888f	chckhy|shckhy	4	f81v|f82r	keep it immersed	ACTION	0.37	NONE	fixed recurrent-card default
GDT327_EXACT	2d2e37ccb2dacc53ee5a	solkaiin	1	f82r	fill the lower basin	BATH_ACTION|CONTEXT_DEFAULT	0.23	NONE	Biological application context default; singleton forced concrete
GDT327_EXACT	2e2027b1951d79911e24	tchody	1	f11r	leave the conduit closed	COMMITTED_APPARATUS|CONTEXT_DEFAULT	0.27	NONE	exact committed-card context default; singleton forced concrete
GDT327_EXACT	2e7e89e0bd12b999c280	lshedy	2	f81v	finish the pouring at this station	COMMITTED_APPLICATION	0.27	NONE	exact committed-card context default
GDT327_EXACT	2f1c5e56e8f0ff459065	aiin|chaiin|daiin|saiin|taiin	20	f10r|f11r|f55v|f56r|f81v|f82r|f83r	according to the stated measure or duration	REFERENCE	0.58	NONE	fixed recurrent-card default
GDT327_EXACT	308e8ea2d5d190c498e8	okal|qokal	6	f55v|f81v|f82r|f83r	with warmed water	MEDIUM	0.39	NONE	fixed recurrent-card default
GDT327_EXACT	322281bd391aa621f568	okchol	1	f11r	bruise the leaves	PREPARATION|CONTEXT_DEFAULT	0.24	NONE	Herbal article context default; singleton forced concrete
GDT327_EXACT	342c3f0777337648f4b3	cheedar	1	f83r	the green herbal liquor	MEDIUM|CONTEXT_DEFAULT	0.23	NONE	Biological application context default; singleton forced concrete
GDT327_EXACT	348e81ba084c5acdb32b	shecthedchy	1	f83r	the application is finished	RESULT|CONTEXT_DEFAULT	0.23	NONE	Biological application context default; singleton forced concrete
GDT327_EXACT	3ae9a121ba0045b913e8	qokar	1	f82r	the lower basin	APPARATUS|CONTEXT_DEFAULT	0.23	NONE	Biological application context default; singleton forced concrete
GDT327_EXACT	3b70942557b3a40e8030	olkeedy|solkeedy	3	f81v|f83r	bathe the two together	COMMITTED_APPLICATION	0.36	NONE	fixed recurrent-card default
GDT327_EXACT	3e9c7f217843b588489d	raly	1	f83r	one vesselful	MEASURE|CONTEXT_DEFAULT	0.23	NONE	Biological application context default; singleton forced concrete
GDT327_EXACT	403c1592f918c8f23b88	ykain	1	f55v	keep the remainder dry	STORAGE|CONTEXT_DEFAULT	0.24	NONE	Herbal article context default; singleton forced concrete
GDT327_EXACT	409de02322e7b2ca0c62	kaiiin	1	f10r	the broad lower leaves	PLANT_PART|CONTEXT_DEFAULT	0.24	NONE	Herbal article context default; singleton forced concrete
GDT327_EXACT	428a5e3662aa57b4b256	schoal	1	f11r	boil the root in water	PREPARATION|CONTEXT_DEFAULT	0.24	NONE	Herbal article context default; singleton forced concrete
GDT327_EXACT	42cdc187d5b9ffc60063	solkey	1	f83r	the joining tube	APPARATUS|CONTEXT_DEFAULT	0.23	NONE	Biological application context default; singleton forced concrete
GDT327_EXACT	433713294b25b0a12f66	lchedal	1	f81v	then repeat once	SEQUENCE|CONTEXT_DEFAULT	0.23	NONE	Biological application context default; singleton forced concrete
GDT327_EXACT	43eb9aa12959b4d5cdc9	qekey	1	f83r	open the upper inlet	APPARATUS_ACTION|CONTEXT_DEFAULT	0.23	NONE	Biological application context default; singleton forced concrete
GDT327_EXACT	497cbd9c7401810ff56b	otol	1	f10r	slightly moist in complexion	HUMORAL_QUALITY|CONTEXT_DEFAULT	0.24	NONE	Herbal article context default; singleton forced concrete
GDT327_EXACT	4a7a6326ac95a8809302	qokaly	1	f82r	the upper vessel	APPARATUS|CONTEXT_DEFAULT	0.23	NONE	Biological application context default; singleton forced concrete
GDT327_EXACT	4d4559019a961b834aa1	char|dar|sar	5	f10r|f81v|f82r|f83r	then continue	SEQUENCE	0.35	NONE	fixed recurrent-card default
GDT327_EXACT	4da0f0f7b5fc7ac20067	ral	1	f81v	the outlet channel	APPARATUS|CONTEXT_DEFAULT	0.23	NONE	Biological application context default; singleton forced concrete
GDT327_EXACT	4de12cf322dfb76ded1e	otchedy|qotchedy	2	f83r	seal the inlet after filling	COMMITTED_APPARATUS	0.27	NONE	exact committed-card context default
GDT327_EXACT	4eab1841ed655c20a348	sheckhal	1	f81v	fill the lower basin	BATH_ACTION|CONTEXT_DEFAULT	0.23	NONE	Biological application context default; singleton forced concrete
GDT327_EXACT	53cd0637c6820ba5e91f	dain	2	f83r	half the usual quantity	MEASURE	0.28	NONE	Biological application context default
GDT327_EXACT	54d0e228ca346110af05	otaiin|sotaiin	3	f82r|f83r	for the stated time	DURATION	0.38	NONE	fixed recurrent-card default
GDT327_EXACT	54e32e9c1414b20640e9	sshkchdy	1	f81v	let the bath stand until warm	COMMITTED_PROCESS|CONTEXT_DEFAULT	0.27	NONE	exact committed-card context default; singleton forced concrete
GDT327_EXACT	577c03a928d674d420d7	shoyty	1	f11r	the narrow upper leaves	PLANT_PART|CONTEXT_DEFAULT	0.24	NONE	Herbal article context default; singleton forced concrete
GDT327_EXACT	5d5e0b288cf36864ed9d	oteey	2	f82r	join the two conduits	APPARATUS_ACTION	0.28	NONE	Biological application context default
GDT327_EXACT	5e8441397e7c0faf042b	chedchy	1	f83r	after the first bathing	SEQUENCE|CONTEXT_DEFAULT	0.23	NONE	Biological application context default; singleton forced concrete
GDT327_EXACT	5eff216ba51fbfb21f22	ls	1	f82r	the upper vessel	APPARATUS|CONTEXT_DEFAULT	0.23	NONE	Biological application context default; singleton forced concrete
GDT327_EXACT	5fca8fc3dee57e1d8c1f	lcheey	1	f82r	rinse with clean water	BATH_ACTION|CONTEXT_DEFAULT	0.23	NONE	Biological application context default; singleton forced concrete
GDT327_EXACT	601b77449028deed39de	otchdy	1	f83r	hold the member immersed	COMMITTED_APPLICATION|CONTEXT_DEFAULT	0.27	NONE	exact committed-card context default; singleton forced concrete
GDT327_EXACT	61a075bc54793c1c781f	sotodan	1	f56r	mix the powder with honey	PREPARATION|CONTEXT_DEFAULT	0.24	NONE	Herbal article context default; singleton forced concrete
GDT327_EXACT	62ff059766b21c7de083	otytchol	1	f10r	the fresh root	PLANT_PART|CONTEXT_DEFAULT	0.24	NONE	Herbal article context default; singleton forced concrete
GDT327_EXACT	65df3cd9e59060042d47	pchedy	1	f82r	seal the inlet after filling	COMMITTED_APPARATUS|CONTEXT_DEFAULT	0.27	NONE	exact committed-card context default; singleton forced concrete
GDT327_EXACT	65f320e75510b2f38182	dchey	1	f10r	wash the sore place	APPLICATION|CONTEXT_DEFAULT	0.24	NONE	Herbal article context default; singleton forced concrete
GDT327_EXACT	6afeb5c9ab9f6cbdea0d	orain	1	f55v	it eases pain of the chest	VIRTUE|CONTEXT_DEFAULT	0.24	NONE	Herbal article context default; singleton forced concrete
GDT327_EXACT	6b89d6dd70635bc60fe0	qcthey|shcthey	2	f82r|f83r	until gently warm	DURATION	0.28	NONE	Biological application context default
GDT327_EXACT	6f7ff8287eddf4da9fdb	chdy|chedy	11	f55v|f81v|f83r	keep it prepared and ready	COMMITTED_RESULT	0.40	NONE	fixed recurrent-card default
GDT327_EXACT	7249edc4df3419c26999	ycheor	1	f10r	make a warm wash	PREPARATION|CONTEXT_DEFAULT	0.24	NONE	Herbal article context default; singleton forced concrete
GDT327_EXACT	74c76d589d44120f647b	dsheol	1	f81v	the joining tube	APPARATUS|CONTEXT_DEFAULT	0.23	NONE	Biological application context default; singleton forced concrete
GDT327_EXACT	75a523fcf039b006f97b	kchal	1	f56r	it opens a stopped passage	VIRTUE|CONTEXT_DEFAULT	0.24	NONE	Herbal article context default; singleton forced concrete
GDT327_EXACT	7811a7daff25d476e28d	olsaly	1	f83r	the outlet channel	APPARATUS|CONTEXT_DEFAULT	0.23	NONE	Biological application context default; singleton forced concrete
GDT327_EXACT	78b3b3140714da19090d	daldy	1	f82r	repeat the rinsing once	COMMITTED_APPLICATION|CONTEXT_DEFAULT	0.27	NONE	exact committed-card context default; singleton forced concrete
GDT327_EXACT	7a4bb8136330ee4e6e56	chor|or|shor|sor	7	f10r|f55v|f83r	the expressed juice	MATERIAL	0.34	NONE	fixed recurrent-card default
GDT327_EXACT	7d2404c835b10a2c06af	okair	1	f83r	hold the flow at the junction	FLOW_ACTION|CONTEXT_DEFAULT	0.23	NONE	Biological application context default; singleton forced concrete
GDT327_EXACT	7d25241b0e56c836372a	qokeedy	10	f82r|f83r	use the tempered herbal bath	COMMITTED_APPLICATION	0.41	NONE	fixed recurrent-card default
GDT327_EXACT	7db18b2f0fb7ed0fcfd3	qokedy	8	f81v|f83r	warm it gently	COMMITTED_PROCESS	0.38	NONE	fixed recurrent-card default
GDT327_EXACT	7f68f60279efe6b28cd7	rshedy	1	f82r	hold the member immersed	COMMITTED_APPLICATION|CONTEXT_DEFAULT	0.27	NONE	exact committed-card context default; singleton forced concrete
GDT327_EXACT	807591efc3d3f7ddbfab	cheoar	1	f55v	found beside ditches and springs	HABITAT|CONTEXT_DEFAULT	0.24	NONE	Herbal article context default; singleton forced concrete
GDT327_EXACT	80ebbbbf238eee9f0aef	chety|chty	2	f10r|f83r	finely dried	PREPARATION	0.33	NONE	fixed recurrent-card default
GDT327_EXACT	834825c61d048a6b5628	chodaiin	1	f10r	its common local name	PLANT_ALIAS|CONTEXT_DEFAULT	0.24	NONE	Herbal article context default; singleton forced concrete
GDT327_EXACT	87411f84689b4f93a303	qokchdy	3	f81v|f83r	heat it gently	COMMITTED_PROCESS	0.38	NONE	fixed recurrent-card default
GDT327_EXACT	883a6708116c342cb10b	skar	1	f83r	open the upper inlet	APPARATUS_ACTION|CONTEXT_DEFAULT	0.23	NONE	Biological application context default; singleton forced concrete
GDT327_EXACT	893c570f3fa3fce99711	kchol	1	f56r	the narrow upper leaves	PLANT_PART|CONTEXT_DEFAULT	0.24	NONE	Herbal article context default; singleton forced concrete
GDT327_EXACT	8aedd154964a78e555d6	dairydy	1	f83r	close this treatment step	COMMITTED_RESULT|CONTEXT_DEFAULT	0.27	NONE	exact committed-card context default; singleton forced concrete
GDT327_EXACT	8c97dfde96fbc78e3355	lol	1	f83r	then repeat once	SEQUENCE|CONTEXT_DEFAULT	0.23	NONE	Biological application context default; singleton forced concrete
GDT327_EXACT	90bcf0a9ec0ef56399e6	otal|qotal	3	f83r	at moderate warmth	TEMPERATURE	0.37	NONE	fixed recurrent-card default
GDT327_EXACT	9247e38d29c79a0d2fa5	cheeety	1	f83r	fill the lower basin	BATH_ACTION|CONTEXT_DEFAULT	0.23	NONE	Biological application context default; singleton forced concrete
GDT327_EXACT	92e43836d82f98bf02d3	sheey	1	f83r	rinse with clean water	BATH_ACTION|CONTEXT_DEFAULT	0.23	NONE	Biological application context default; singleton forced concrete
GDT327_EXACT	93f69c38fdedee1598e9	qokeedal	1	f81v	fill the lower basin	BATH_ACTION|CONTEXT_DEFAULT	0.23	NONE	Biological application context default; singleton forced concrete
GDT327_EXACT	94df4847b7b16c98394a	olkain|qolkain	2	f81v|f83r	until the flow clears	DURATION	0.28	NONE	Biological application context default
GDT327_EXACT	953ad19b79517fc8a211	tshol	1	f11r	it draws out corrupted matter	VIRTUE|CONTEXT_DEFAULT	0.24	NONE	Herbal article context default; singleton forced concrete
GDT327_EXACT	95987d6f198d6d247511	cheeckhody	1	f56r	let the bath stand until warm	COMMITTED_PROCESS|CONTEXT_DEFAULT	0.27	NONE	exact committed-card context default; singleton forced concrete
GDT327_EXACT	97cc9ac109148723c472	ody	1	f55v	complete one local washing	COMMITTED_APPLICATION|CONTEXT_DEFAULT	0.27	NONE	exact committed-card context default; singleton forced concrete
GDT327_EXACT	97ddca78c9ebcc956d04	ldalor	1	f83r	let the green liquor flow	FLOW_ACTION|CONTEXT_DEFAULT	0.23	NONE	Biological application context default; singleton forced concrete
GDT327_EXACT	98bdc4244c84cbef3321	rsheal	1	f82r	anoint after bathing	APPLICATION|CONTEXT_DEFAULT	0.23	NONE	Biological application context default; singleton forced concrete
GDT327_EXACT	9ad66e67803a12e745de	chokchy|okchy|qokchy	3	f10r|f56r	bruise it well	ACTION	0.40	NONE	fixed recurrent-card default
GDT327_EXACT	9bb7122b386ebbc6138f	keol	1	f56r	the dried root	PLANT_PART|CONTEXT_DEFAULT	0.24	NONE	Herbal article context default; singleton forced concrete
GDT327_EXACT	9da1b6ac2c929daea697	chkain|kain	3	f81v|f83r	one handful	MEASURE	0.37	NONE	fixed recurrent-card default
GDT327_EXACT	a06244ef1f2b37ca44c1	teol	1	f81v	the application is finished	RESULT|CONTEXT_DEFAULT	0.23	NONE	Biological application context default; singleton forced concrete
GDT327_EXACT	a48efd6c4491a046ba78	qotchy	1	f11r	slightly moist in complexion	HUMORAL_QUALITY|CONTEXT_DEFAULT	0.24	NONE	Herbal article context default; singleton forced concrete
GDT327_EXACT	a6939862e33ece5a0483	etyd	1	f10r	it draws out corrupted matter	VIRTUE|CONTEXT_DEFAULT	0.24	NONE	Herbal article context default; singleton forced concrete
GDT327_EXACT	a7af89ab31ce5e247395	ytey	1	f81v	open the upper inlet	APPARATUS_ACTION|CONTEXT_DEFAULT	0.23	NONE	Biological application context default; singleton forced concrete
GDT327_EXACT	a84fbe3ad380df345b97	chkeedy	1	f83r	hold the member immersed	COMMITTED_APPLICATION|CONTEXT_DEFAULT	0.27	NONE	exact committed-card context default; singleton forced concrete
GDT327_EXACT	a8af08e69edab8e54f15	shfydaiin	1	f11r	dry it in the shade	PREPARATION|CONTEXT_DEFAULT	0.24	NONE	Herbal article context default; singleton forced concrete
GDT327_EXACT	a8f891de626fc00028e9	octheol	1	f82r	bathe until the skin is warm	BATH_ACTION|CONTEXT_DEFAULT	0.23	NONE	Biological application context default; singleton forced concrete
GDT327_EXACT	abb23e5e6936b4147f76	shedal	2	f83r	fill the lower basin	BATH_ACTION	0.28	NONE	Biological application context default
GDT327_EXACT	ad3581d3144f69a5912d	sh	1	f56r	it cools inflamed skin	VIRTUE|CONTEXT_DEFAULT	0.24	NONE	Herbal article context default; singleton forced concrete
GDT327_EXACT	af816c04e65874a0f2fa	qoctholy	1	f10r	cool in the first degree	HUMORAL_QUALITY|CONTEXT_DEFAULT	0.24	NONE	Herbal article context default; singleton forced concrete
GDT327_EXACT	b154ff779abe5f196c80	schedair	1	f83r	join the two conduits	APPARATUS_ACTION|CONTEXT_DEFAULT	0.23	NONE	Biological application context default; singleton forced concrete
GDT327_EXACT	b2812c8283c3a62438bd	kchy	1	f11r	press out the juice	PREPARATION|CONTEXT_DEFAULT	0.24	NONE	Herbal article context default; singleton forced concrete
GDT327_EXACT	b38d70daefd663d74625	ly	1	f81v	then repeat once	SEQUENCE|CONTEXT_DEFAULT	0.23	NONE	Biological application context default; singleton forced concrete
GDT327_EXACT	b5df9126607030b95175	cheey|shey	4	f11r|f82r|f83r	repeat the application	REPEAT_ACTION	0.34	NONE	fixed recurrent-card default
GDT327_EXACT	b5fcea1eaed06b2f2291	okaiin|qokaiin	9	f55v|f81v|f82r|f83r	take the next portion	ENTRY_ACTION	0.57	NONE	fixed recurrent-card default
GDT327_EXACT	b6b654722e55729cc947	otar	1	f81v	open the upper inlet	APPARATUS_ACTION|CONTEXT_DEFAULT	0.23	NONE	Biological application context default; singleton forced concrete
GDT327_EXACT	b74e9e65637b7c8538dd	kchey	1	f56r	cool in the first degree	HUMORAL_QUALITY|CONTEXT_DEFAULT	0.24	NONE	Herbal article context default; singleton forced concrete
GDT327_EXACT	b921a237be883a820352	chey|chy|dy|shy|sy|y	18	f10r|f11r|f55v|f81v|f82r|f83r	the current portion	POINTER	0.56	NONE	fixed recurrent-card default
GDT327_EXACT	b958a512ca6a3559e86e	lkedy	1	f83r	complete one local washing	COMMITTED_APPLICATION|CONTEXT_DEFAULT	0.27	NONE	exact committed-card context default; singleton forced concrete
GDT327_EXACT	b9d7b6d68209a9019e7a	chochor	1	f56r	the broad lower leaves	PLANT_PART|CONTEXT_DEFAULT	0.24	NONE	Herbal article context default; singleton forced concrete
GDT327_EXACT	ba540da978ea132f6da5	pchedal	1	f83r	the strained decoction	MEDIUM|CONTEXT_DEFAULT	0.23	NONE	Biological application context default; singleton forced concrete
GDT327_EXACT	ba8142680851f24c9ff2	lched	1	f82r	leave it at rest	RESULT|CONTEXT_DEFAULT	0.23	NONE	Biological application context default; singleton forced concrete
GDT327_EXACT	bc4f1f5c006c74a4d26d	cheedy|shedy|tedy	12	f81v|f82r|f83r	use the standard lukewarm bath	COMMITTED_APPLICATION	0.38	NONE	fixed recurrent-card default
GDT327_EXACT	bdad9f9ea8b80f141496	cfhy	1	f11r	it cools inflamed skin	VIRTUE|CONTEXT_DEFAULT	0.24	NONE	Herbal article context default; singleton forced concrete
GDT327_EXACT	be0974b366c981dc1eef	lsho	1	f81v	the joining tube	APPARATUS|CONTEXT_DEFAULT	0.23	NONE	Biological application context default; singleton forced concrete
GDT327_EXACT	c10aec6d4dd877ec8bd8	choy	1	f56r	it softens hard swellings	VIRTUE|CONTEXT_DEFAULT	0.24	NONE	Herbal article context default; singleton forced concrete
GDT327_EXACT	c1913ec4ff84148da6d3	sheckhy	1	f82r	the lower basin	APPARATUS|CONTEXT_DEFAULT	0.23	NONE	Biological application context default; singleton forced concrete
GDT327_EXACT	c1db6b0a28d5cbb5d3d2	lcheckhedy	1	f82r	hold the member immersed	COMMITTED_APPLICATION|CONTEXT_DEFAULT	0.27	NONE	exact committed-card context default; singleton forced concrete
GDT327_EXACT	c205570c49d4d93c23d3	qolky	1	f81v	close the lower outlet	APPARATUS_ACTION|CONTEXT_DEFAULT	0.23	NONE	Biological application context default; singleton forced concrete
GDT327_EXACT	c45ebac60774620561e2	otedy	2	f83r	close this treatment step	COMMITTED_RESULT	0.27	NONE	exact committed-card context default
GDT327_EXACT	c71c72da4e09e0833392	kchoar	1	f56r	the blue flowers	PLANT_PART|CONTEXT_DEFAULT	0.24	NONE	Herbal article context default; singleton forced concrete
GDT327_EXACT	cb57b696b815fdef9cb7	shecthy	1	f83r	the application is finished	RESULT|CONTEXT_DEFAULT	0.23	NONE	Biological application context default; singleton forced concrete
GDT327_EXACT	cbb42a4fe68068325d6b	dshedy	1	f82r	keep the mixture at gentle heat	COMMITTED_PROCESS|CONTEXT_DEFAULT	0.27	NONE	exact committed-card context default; singleton forced concrete
GDT327_EXACT	d225b7a7b95da7aee437	dchdy	1	f81v	keep the mixture at gentle heat	COMMITTED_PROCESS|CONTEXT_DEFAULT	0.27	NONE	exact committed-card context default; singleton forced concrete
GDT327_EXACT	d25110e0d8488927278f	qokeeedy	1	f82r	keep the mixture at gentle heat	COMMITTED_PROCESS|CONTEXT_DEFAULT	0.27	NONE	exact committed-card context default; singleton forced concrete
GDT327_EXACT	d4a31dbcf1ed6d9e5aa9	tshey	1	f82r	let the green liquor flow	FLOW_ACTION|CONTEXT_DEFAULT	0.23	NONE	Biological application context default; singleton forced concrete
GDT327_EXACT	d665560c8ff80799a82c	dchol|schol	2	f11r|f56r	its tender stem	PLANT_PART	0.34	NONE	fixed recurrent-card default
GDT327_EXACT	d68bc8de3bcee09db23c	shckhedy	3	f81v|f83r	let it steep until ready	COMMITTED_PROCESS	0.38	NONE	fixed recurrent-card default
GDT327_EXACT	d72f71baff01cd0a0406	chldaiin	1	f83r	the strained decoction	MEDIUM|CONTEXT_DEFAULT	0.23	NONE	Biological application context default; singleton forced concrete
GDT327_EXACT	d784b2abcaf1a3703de2	chedain	1	f83r	retain the same setting	REFERENCE|CONTEXT_DEFAULT	0.23	NONE	Biological application context default; singleton forced concrete
GDT327_EXACT	d788d8d72d41b25a3c71	chealror	1	f83r	rinse with clean water	BATH_ACTION|CONTEXT_DEFAULT	0.23	NONE	Biological application context default; singleton forced concrete
GDT327_EXACT	d904bf7b044dd3922781	cheky	3	f81v|f83r	pour it over	ACTION	0.38	NONE	fixed recurrent-card default
GDT327_EXACT	d929a14ec45749b2e805	ykan	1	f55v	it draws out corrupted matter	VIRTUE|CONTEXT_DEFAULT	0.24	NONE	Herbal article context default; singleton forced concrete
GDT327_EXACT	daa1347f456415fe8737	solshedy	1	f82r	strain off the spent liquid	COMMITTED_PROCESS|CONTEXT_DEFAULT	0.27	NONE	exact committed-card context default; singleton forced concrete
GDT327_EXACT	daf32e6db9e04413ce7f	okeeol	1	f83r	rinse with clean water	BATH_ACTION|CONTEXT_DEFAULT	0.23	NONE	Biological application context default; singleton forced concrete
GDT327_EXACT	db167f8e9b53eefb58f8	qokshedy	1	f83r	hold the member immersed	COMMITTED_APPLICATION|CONTEXT_DEFAULT	0.27	NONE	exact committed-card context default; singleton forced concrete
GDT327_EXACT	db729b598e89e11452e0	ches	1	f82r	the outlet channel	APPARATUS|CONTEXT_DEFAULT	0.23	NONE	Biological application context default; singleton forced concrete
GDT327_EXACT	dcda95c81a5460feb191	cheol|chol|ol|qol|sol|tol	19	f10r|f81v|f83r	with it; likewise under the same heading	RELATION	0.62	NONE	fixed recurrent-card default
GDT327_EXACT	dd0ecaf5e27d81befffc	al|chal|cheal|dal|sal|tal	10	f56r|f81v|f82r|f83r	upon the affected place	APPLICATION_RELATION	0.40	NONE	fixed recurrent-card default
GDT327_EXACT	de7321bface5628e35d6	lchedy	8	f82r|f83r	pour or rinse it locally	COMMITTED_APPLICATION	0.39	NONE	fixed recurrent-card default
GDT327_EXACT	deb377381ceaf55ea310	cphy	1	f11r	found beside ditches and springs	HABITAT|CONTEXT_DEFAULT	0.24	NONE	Herbal article context default; singleton forced concrete
GDT327_EXACT	dec401773c1f0347793d	cholor|olor	2	f10r|f81v	the juice thereof	MATERIAL	0.37	NONE	fixed recurrent-card default
GDT327_EXACT	dedc383b600397a301ee	cthoor	1	f10r	keep the remainder dry	STORAGE|CONTEXT_DEFAULT	0.24	NONE	Herbal article context default; singleton forced concrete
GDT327_EXACT	df1098831679a8ad1b39	os	1	f10r	drink a small draught	APPLICATION|CONTEXT_DEFAULT	0.24	NONE	Herbal article context default; singleton forced concrete
