lexicon_key	domain	exact_tuple_or_surface_id	surface_realizations	occurrences	pages	default_English	source_class	confidence	sense_rule
PROSE:65f320e75510b2f38182	HERBAL	65f320e75510b2f38182	dchey	1	f10r	thrives in damp shaded ground	MOIST_HABITAT	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT
PROSE:6afeb5c9ab9f6cbdea0d	HERBAL	6afeb5c9ab9f6cbdea0d	orain	1	f55v	apply the warm liquor	APPLICATION	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT
PROSE:6b89d6dd70635bc60fe0	BIOLOGICAL	6b89d6dd70635bc60fe0	qcthey|shcthey	2	f82r|f83r	immerse the limbs	APPLICATION	0.20	BIO_STENCIL_CONTEXT_DEFAULT
PROSE:6f7ff8287eddf4da9fdb	HERBAL_AND_BIO	6f7ff8287eddf4da9fdb	chdy|chedy	11	f55v|f81v|f83r	bind this addition to the current preparation	RELATION	0.30	CROSS_REGISTER_DEFAULT
PROSE:7249edc4df3419c26999	HERBAL	7249edc4df3419c26999	ycheor	1	f10r	apply it while warm	APPLICATION	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT
PROSE:74c76d589d44120f647b	BIOLOGICAL	74c76d589d44120f647b	dsheol	1	f81v	the course is complete	CLOSURE	0.20	BIO_STENCIL_CONTEXT_DEFAULT
PROSE:75a523fcf039b006f97b	HERBAL	75a523fcf039b006f97b	kchal	1	f56r	gather it before flowering	COLLECTION_TIME	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT
PROSE:7811a7daff25d476e28d	BIOLOGICAL	7811a7daff25d476e28d	olsaly	1	f83r	immerse the limbs	APPLICATION	0.20	BIO_STENCIL_CONTEXT_DEFAULT
PROSE:78b3b3140714da19090d	BIOLOGICAL	78b3b3140714da19090d	daldy	1	f82r	close the outlet when the basin is full	COMMITTED_APPARATUS_ACTION	0.20	BIO_STENCIL_CONTEXT_DEFAULT
PROSE:7a4bb8136330ee4e6e56	HERBAL_AND_BIO	7a4bb8136330ee4e6e56	chor|or|shor|sor	7	f10r|f55v|f83r	use the usual prescribed measure	MEASURE_REFERENCE	0.30	CROSS_REGISTER_DEFAULT
PROSE:7d2404c835b10a2c06af	BIOLOGICAL	7d2404c835b10a2c06af	okair	1	f83r	rinse the local part	APPLICATION	0.20	BIO_STENCIL_CONTEXT_DEFAULT
PROSE:7d25241b0e56c836372a	BIOLOGICAL	7d25241b0e56c836372a	qokeedy	10	f82r|f83r	use the tempered circulating liquor	VAL_QE_TEMPERED	0.48	BIO_VALUE_DECK_DEFAULT
PROSE:7db18b2f0fb7ed0fcfd3	BIOLOGICAL	7db18b2f0fb7ed0fcfd3	qokedy	8	f81v|f83r	use the standard bath configuration	VAL_Q_STANDARD	0.50	BIO_VALUE_DECK_DEFAULT
PROSE:7f68f60279efe6b28cd7	BIOLOGICAL	7f68f60279efe6b28cd7	rshedy	1	f82r	complete the local rinsing	COMMITTED_APPLICATION	0.20	BIO_STENCIL_CONTEXT_DEFAULT
PROSE:807591efc3d3f7ddbfab	HERBAL	807591efc3d3f7ddbfab	cheoar	1	f55v	add clean well-water	WATER_MEDIUM	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT
PROSE:80ebbbbf238eee9f0aef	HERBAL_AND_BIO	80ebbbbf238eee9f0aef	chety|chty	2	f10r|f83r	continue the same prescription	CONTINUATION	0.30	CROSS_REGISTER_DEFAULT
PROSE:834825c61d048a6b5628	HERBAL	834825c61d048a6b5628	chodaiin	1	f10r	keep the herb after drying	STORAGE	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT
PROSE:87411f84689b4f93a303	BIOLOGICAL	87411f84689b4f93a303	qokchdy	3	f81v|f83r	seal the vessel after straining	COMMITTED_APPARATUS_ACTION	0.20	BIO_STENCIL_CONTEXT_DEFAULT
PROSE:883a6708116c342cb10b	BIOLOGICAL	883a6708116c342cb10b	skar	1	f83r	repeat the washing	REPETITION	0.20	BIO_STENCIL_CONTEXT_DEFAULT
PROSE:893c570f3fa3fce99711	HERBAL	893c570f3fa3fce99711	kchol	1	f56r	grows beside running water	WATER_HABITAT	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT
PROSE:8aedd154964a78e555d6	BIOLOGICAL	8aedd154964a78e555d6	dairydy	1	f83r	close the outlet when the basin is full	COMMITTED_APPARATUS_ACTION	0.20	BIO_STENCIL_CONTEXT_DEFAULT
PROSE:8c97dfde96fbc78e3355	BIOLOGICAL	8c97dfde96fbc78e3355	lol	1	f83r	add the strained herbal liquor	ADDITION	0.20	BIO_STENCIL_CONTEXT_DEFAULT
PROSE:90bcf0a9ec0ef56399e6	BIOLOGICAL	90bcf0a9ec0ef56399e6	otal|qotal	3	f83r	admit warm water through the upper channel	FLOW_ACTION	0.20	BIO_STENCIL_CONTEXT_DEFAULT
PROSE:9247e38d29c79a0d2fa5	BIOLOGICAL	9247e38d29c79a0d2fa5	cheeety	1	f83r	keep the body below the marked level	LEVEL_CONDITION	0.20	BIO_STENCIL_CONTEXT_DEFAULT
PROSE:92e43836d82f98bf02d3	BIOLOGICAL	92e43836d82f98bf02d3	sheey	1	f83r	seat the patient in the lower basin	PATIENT_PLACEMENT	0.20	BIO_STENCIL_CONTEXT_DEFAULT
PROSE:93f69c38fdedee1598e9	BIOLOGICAL	93f69c38fdedee1598e9	qokeedal	1	f81v	rinse the local part	APPLICATION	0.20	BIO_STENCIL_CONTEXT_DEFAULT
PROSE:94df4847b7b16c98394a	BIOLOGICAL	94df4847b7b16c98394a	olkain|qolkain	2	f81v|f83r	hold until the skin is warmed	DURATION_GATE	0.20	BIO_STENCIL_CONTEXT_DEFAULT
PROSE:953ad19b79517fc8a211	HERBAL	953ad19b79517fc8a211	tshol	1	f11r	mix it with honey	MIXING_MEDIUM	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT
PROSE:95987d6f198d6d247511	HERBAL	95987d6f198d6d247511	cheeckhody	1	f56r	apply it while warm	APPLICATION	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT
PROSE:97cc9ac109148723c472	HERBAL	97cc9ac109148723c472	ody	1	f55v	give the usual small measure	DOSE	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT
PROSE:97ddca78c9ebcc956d04	BIOLOGICAL	97ddca78c9ebcc956d04	ldalor	1	f83r	apply before sleep	APPLICATION_TIME	0.20	BIO_STENCIL_CONTEXT_DEFAULT
PROSE:98bdc4244c84cbef3321	BIOLOGICAL	98bdc4244c84cbef3321	rsheal	1	f82r	close the lower outlet	APPARATUS_ACTION	0.20	BIO_STENCIL_CONTEXT_DEFAULT
PROSE:9ad66e67803a12e745de	HERBAL	9ad66e67803a12e745de	chokchy|okchy|qokchy	3	f10r|f56r	drink one small cup	DOSE	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT
PROSE:9bb7122b386ebbc6138f	HERBAL	9bb7122b386ebbc6138f	keol	1	f56r	apply it while warm	APPLICATION	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT
PROSE:9da1b6ac2c929daea697	BIOLOGICAL	9da1b6ac2c929daea697	chkain|kain	3	f81v|f83r	the preparation is ready	RESULT	0.20	BIO_STENCIL_CONTEXT_DEFAULT
PROSE:a06244ef1f2b37ca44c1	BIOLOGICAL	a06244ef1f2b37ca44c1	teol	1	f81v	warm it gently	HEATING_ACTION	0.20	BIO_STENCIL_CONTEXT_DEFAULT
PROSE:a48efd6c4491a046ba78	HERBAL	a48efd6c4491a046ba78	qotchy	1	f11r	bruise it well in a mortar	PREPARATION_ACTION	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT
PROSE:a6939862e33ece5a0483	HERBAL	a6939862e33ece5a0483	etyd	1	f10r	keep the herb after drying	STORAGE	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT
PROSE:a7af89ab31ce5e247395	BIOLOGICAL	a7af89ab31ce5e247395	ytey	1	f81v	take the prepared bath	APPLICATION_ENTRY	0.20	BIO_STENCIL_CONTEXT_DEFAULT
PROSE:a84fbe3ad380df345b97	BIOLOGICAL	a84fbe3ad380df345b97	chkeedy	1	f83r	complete the local rinsing	COMMITTED_APPLICATION	0.20	BIO_STENCIL_CONTEXT_DEFAULT
PROSE:a8af08e69edab8e54f15	HERBAL	a8af08e69edab8e54f15	shfydaiin	1	f11r	has a fibrous bitter root	ROOT_DESCRIPTION	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT
PROSE:a8f891de626fc00028e9	BIOLOGICAL	a8f891de626fc00028e9	octheol	1	f82r	close the lower outlet	APPARATUS_ACTION	0.20	BIO_STENCIL_CONTEXT_DEFAULT
PROSE:abb23e5e6936b4147f76	BIOLOGICAL	abb23e5e6936b4147f76	shedal	2	f83r	take the prepared bath	APPLICATION_ENTRY	0.20	BIO_STENCIL_CONTEXT_DEFAULT
PROSE:ad3581d3144f69a5912d	HERBAL	ad3581d3144f69a5912d	sh	1	f56r	avoid an excessive dose	CAUTION	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT
PROSE:af816c04e65874a0f2fa	HERBAL	af816c04e65874a0f2fa	qoctholy	1	f10r	has a fibrous bitter root	ROOT_DESCRIPTION	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT
PROSE:b154ff779abe5f196c80	BIOLOGICAL	b154ff779abe5f196c80	schedair	1	f83r	apply before sleep	APPLICATION_TIME	0.20	BIO_STENCIL_CONTEXT_DEFAULT
PROSE:b2812c8283c3a62438bd	HERBAL	b2812c8283c3a62438bd	kchy	1	f11r	take the scraped root	PLANT_PART	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT
PROSE:b38d70daefd663d74625	BIOLOGICAL	b38d70daefd663d74625	ly	1	f81v	do not let the liquor boil	CAUTION	0.20	BIO_STENCIL_CONTEXT_DEFAULT
PROSE:b5df9126607030b95175	HERBAL_AND_BIO	b5df9126607030b95175	cheey|shey	4	f11r|f82r|f83r	use the usual prescribed measure	MEASURE_REFERENCE	0.30	CROSS_REGISTER_DEFAULT
PROSE:b5fcea1eaed06b2f2291	HERBAL_AND_BIO	b5fcea1eaed06b2f2291	okaiin|qokaiin	9	f55v|f81v|f82r|f83r	take the next entry	ENTRY_OR_RESUMPTION	0.57	GLOBAL_CORE_DEFAULT
PROSE:b6b654722e55729cc947	BIOLOGICAL	b6b654722e55729cc947	otar	1	f81v	immerse the limbs	APPLICATION	0.20	BIO_STENCIL_CONTEXT_DEFAULT
PROSE:b74e9e65637b7c8538dd	HERBAL	b74e9e65637b7c8538dd	kchey	1	f56r	use only the inner bark	PLANT_PART	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT
PROSE:b921a237be883a820352	HERBAL_AND_BIO	b921a237be883a820352	chey|chy|dy|shy|sy|y	18	f10r|f11r|f55v|f81v|f82r|f83r	the current prescribed portion	CURRENT_PORTION	0.52	GLOBAL_CORE_DEFAULT
PROSE:b958a512ca6a3559e86e	BIOLOGICAL	b958a512ca6a3559e86e	lkedy	1	f83r	hold the usual measure until ready	COMMITTED_DURATION	0.20	BIO_STENCIL_CONTEXT_DEFAULT
PROSE:b9d7b6d68209a9019e7a	HERBAL	b9d7b6d68209a9019e7a	chochor	1	f56r	use only the inner bark	PLANT_PART	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT
PROSE:ba540da978ea132f6da5	BIOLOGICAL	ba540da978ea132f6da5	pchedal	1	f83r	close the lower outlet	APPARATUS_ACTION	0.20	BIO_STENCIL_CONTEXT_DEFAULT
PROSE:ba8142680851f24c9ff2	BIOLOGICAL	ba8142680851f24c9ff2	lched	1	f82r	transfer to the next basin	TRANSFER	0.20	BIO_STENCIL_CONTEXT_DEFAULT
PROSE:bc4f1f5c006c74a4d26d	BIOLOGICAL	bc4f1f5c006c74a4d26d	cheedy|shedy|tedy	12	f81v|f82r|f83r	let the preparation settle until ready	VAL_S_READY	0.45	BIO_VALUE_DECK_DEFAULT
PROSE:bdad9f9ea8b80f141496	HERBAL	bdad9f9ea8b80f141496	cfhy	1	f11r	is moist in the first degree	QUALITY_DEGREE	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT
PROSE:be0974b366c981dc1eef	BIOLOGICAL	be0974b366c981dc1eef	lsho	1	f81v	mix with clean spring water	WATER_MEDIUM	0.20	BIO_STENCIL_CONTEXT_DEFAULT
PROSE:c10aec6d4dd877ec8bd8	HERBAL	c10aec6d4dd877ec8bd8	choy	1	f56r	drink one small cup	DOSE	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT
PROSE:c1913ec4ff84148da6d3	BIOLOGICAL	c1913ec4ff84148da6d3	sheckhy	1	f82r	transfer to the next basin	TRANSFER	0.20	BIO_STENCIL_CONTEXT_DEFAULT
PROSE:c1db6b0a28d5cbb5d3d2	BIOLOGICAL	c1db6b0a28d5cbb5d3d2	lcheckhedy	1	f82r	end this course after one immersion	COMMITTED_DURATION	0.20	BIO_STENCIL_CONTEXT_DEFAULT
