page	locus	record	line	event_index	surface	exact_tuple_id	default_English	source_class	confidence	inheritance_context_rule	field_ordinal	within_field_position	closure	scope
f10r	f10r.5	1	f10r.5	12	qotchol	e8a6105b5c3a6220b440	the broad lower leaves	PLANT_PART|CONTEXT_DEFAULT	0.24	Herbal article context default; singleton forced concrete	1	MIDDLE	OPEN	PROSE_GDT327
f10r	f10r.5	1	f10r.5	13	chol	dcda95c81a5460feb191	with it; likewise under the same heading	RELATION	0.62	fixed recurrent-card default	1	MIDDLE	OPEN	PROSE_GDT327
f10r	f10r.5	1	f10r.5	14	cthy	e0b630cb1b5df5e7105b	when it is prepared	PREPARATION_CONDITION	0.42	fixed recurrent-card default	1	LAST	OPEN	PROSE_GDT327
f10r	f10r.6	2	f10r.6	15	ycheor	7249edc4df3419c26999	make a warm wash	PREPARATION|CONTEXT_DEFAULT	0.24	Herbal article context default; singleton forced concrete	1	FIRST	OPEN	PROSE_GDT327
f10r	f10r.6	2	f10r.6	16	cthy	e0b630cb1b5df5e7105b	when it is prepared	PREPARATION_CONDITION	0.42	fixed recurrent-card default	1	MIDDLE	OPEN	PROSE_GDT327
f10r	f10r.6	2	f10r.6	17	chor	7a4bb8136330ee4e6e56	the expressed juice	MATERIAL	0.34	fixed recurrent-card default	1	MIDDLE	OPEN	PROSE_GDT327
f10r	f10r.6	2	f10r.6	18	cthaiin	f3c23f42baf625639e1e	keep the remainder dry	STORAGE|CONTEXT_DEFAULT	0.24	Herbal article context default; singleton forced concrete	1	MIDDLE	OPEN	PROSE_GDT327
f10r	f10r.6	2	f10r.6	19	qoctholy	af816c04e65874a0f2fa	cool in the first degree	HUMORAL_QUALITY|CONTEXT_DEFAULT	0.24	Herbal article context default; singleton forced concrete	1	MIDDLE	OPEN	PROSE_GDT327
f10r	f10r.6	2	f10r.6	20	dy	b921a237be883a820352	the current portion	POINTER	0.56	fixed recurrent-card default	1	MIDDLE	OPEN	PROSE_GDT327
f10r	f10r.6	2	f10r.6	21	chy	b921a237be883a820352	the current portion	POINTER	0.56	fixed recurrent-card default	1	MIDDLE	OPEN	PROSE_GDT327
f10r	f10r.6	2	f10r.6	22	taiin	2f1c5e56e8f0ff459065	according to the stated measure or duration	REFERENCE	0.58	fixed recurrent-card default	1	MIDDLE	OPEN	PROSE_GDT327
f10r	f10r.6	2	f10r.6	23	shy	b921a237be883a820352	the current portion	POINTER	0.56	fixed recurrent-card default	1	LAST	OPEN	PROSE_GDT327
f10r	f10r.8	2	f10r.8	24	qotchor	10488b911aae52b3b334	boil it	ACTION	0.38	fixed recurrent-card default	1	FIRST	OPEN	PROSE_GDT327
f10r	f10r.8	2	f10r.8	25	chor	7a4bb8136330ee4e6e56	the expressed juice	MATERIAL	0.34	fixed recurrent-card default	1	MIDDLE	OPEN	PROSE_GDT327
f10r	f10r.8	2	f10r.8	26	otol	497cbd9c7401810ff56b	slightly moist in complexion	HUMORAL_QUALITY|CONTEXT_DEFAULT	0.24	Herbal article context default; singleton forced concrete	1	MIDDLE	OPEN	PROSE_GDT327
f10r	f10r.8	2	f10r.8	27	chol	dcda95c81a5460feb191	with it; likewise under the same heading	RELATION	0.62	fixed recurrent-card default	1	MIDDLE	OPEN	PROSE_GDT327
f10r	f10r.8	2	f10r.8	28	cholor	dec401773c1f0347793d	the juice thereof	MATERIAL	0.37	fixed recurrent-card default	1	MIDDLE	OPEN	PROSE_GDT327
f10r	f10r.8	2	f10r.8	29	chol	dcda95c81a5460feb191	with it; likewise under the same heading	RELATION	0.62	fixed recurrent-card default	1	MIDDLE	OPEN	PROSE_GDT327
f10r	f10r.8	2	f10r.8	30	daiin	2f1c5e56e8f0ff459065	according to the stated measure or duration	REFERENCE	0.58	fixed recurrent-card default	1	MIDDLE	OPEN	PROSE_GDT327
f10r	f10r.8	2	f10r.8	31	dar	4d4559019a961b834aa1	then continue	SEQUENCE	0.35	fixed recurrent-card default	1	LAST	OPEN	PROSE_GDT327
f10r	f10r.9	2	f10r.9	32	oykchor	27d97af8c96eb056c2e6	the pictured simple's accepted name	PLANT_NAME|CONTEXT_DEFAULT	0.24	Herbal article context default; singleton forced concrete	1	FIRST	OPEN	PROSE_GDT327
f10r	f10r.9	2	f10r.9	33	shor	7a4bb8136330ee4e6e56	the expressed juice	MATERIAL	0.34	fixed recurrent-card default	1	MIDDLE	OPEN	PROSE_GDT327
f10r	f10r.9	2	f10r.9	34	chor	7a4bb8136330ee4e6e56	the expressed juice	MATERIAL	0.34	fixed recurrent-card default	1	MIDDLE	OPEN	PROSE_GDT327
f10r	f10r.9	2	f10r.9	35	chy	b921a237be883a820352	the current portion	POINTER	0.56	fixed recurrent-card default	1	MIDDLE	OPEN	PROSE_GDT327
f10r	f10r.9	2	f10r.9	36	kaiiin	409de02322e7b2ca0c62	the broad lower leaves	PLANT_PART|CONTEXT_DEFAULT	0.24	Herbal article context default; singleton forced concrete	1	MIDDLE	OPEN	PROSE_GDT327
f10r	f10r.9	2	f10r.9	37	dy	b921a237be883a820352	the current portion	POINTER	0.56	fixed recurrent-card default	1	MIDDLE	OPEN	PROSE_GDT327
f10r	f10r.9	2	f10r.9	38	chodaiin	834825c61d048a6b5628	its common local name	PLANT_ALIAS|CONTEXT_DEFAULT	0.24	Herbal article context default; singleton forced concrete	1	LAST	OPEN	PROSE_GDT327
f11r	f11r.1	1	f11r.1	39	tshol	953ad19b79517fc8a211	it draws out corrupted matter	VIRTUE|CONTEXT_DEFAULT	0.24	Herbal article context default; singleton forced concrete	1	FIRST	OPEN	PROSE_GDT327
f11r	f11r.1	1	f11r.1	40	schoal	428a5e3662aa57b4b256	boil the root in water	PREPARATION|CONTEXT_DEFAULT	0.24	Herbal article context default; singleton forced concrete	1	MIDDLE	OPEN	PROSE_GDT327
f11r	f11r.1	1	f11r.1	41	cfhy	bdad9f9ea8b80f141496	it cools inflamed skin	VIRTUE|CONTEXT_DEFAULT	0.24	Herbal article context default; singleton forced concrete	1	MIDDLE	OPEN	PROSE_GDT327
f11r	f11r.1	1	f11r.1	42	shfydaiin	a8af08e69edab8e54f15	dry it in the shade	PREPARATION|CONTEXT_DEFAULT	0.24	Herbal article context default; singleton forced concrete	1	MIDDLE	OPEN	PROSE_GDT327
f11r	f11r.1	1	f11r.1	43	cphy	deb377381ceaf55ea310	found beside ditches and springs	HABITAT|CONTEXT_DEFAULT	0.24	Herbal article context default; singleton forced concrete	1	MIDDLE	OPEN	PROSE_GDT327
f11r	f11r.1	1	f11r.1	44	shey	b5df9126607030b95175	repeat the application	REPEAT_ACTION	0.34	fixed recurrent-card default	1	MIDDLE	OPEN	PROSE_GDT327
f11r	f11r.1	1	f11r.1	45	tchody	2e2027b1951d79911e24	leave the conduit closed	COMMITTED_APPARATUS|CONTEXT_DEFAULT	0.27	exact committed-card context default; singleton forced concrete	1	LAST	DY	PROSE_GDT327
f11r	f11r.1	1	f11r.1	46	shoyty	577c03a928d674d420d7	the narrow upper leaves	PLANT_PART|CONTEXT_DEFAULT	0.24	Herbal article context default; singleton forced concrete	2	ONLY	OPEN	PROSE_GDT327
f11r	f11r.4	1	f11r.4	47	dchol	d665560c8ff80799a82c	its tender stem	PLANT_PART	0.34	fixed recurrent-card default	1	FIRST	OPEN	PROSE_GDT327
f11r	f11r.4	1	f11r.4	48	chy	b921a237be883a820352	the current portion	POINTER	0.56	fixed recurrent-card default	1	MIDDLE	OPEN	PROSE_GDT327
f11r	f11r.4	1	f11r.4	49	kchy	b2812c8283c3a62438bd	press out the juice	PREPARATION|CONTEXT_DEFAULT	0.24	Herbal article context default; singleton forced concrete	1	MIDDLE	OPEN	PROSE_GDT327
f11r	f11r.4	1	f11r.4	50	dy	b921a237be883a820352	the current portion	POINTER	0.56	fixed recurrent-card default	1	MIDDLE	OPEN	PROSE_GDT327
f11r	f11r.4	1	f11r.4	51	daiin	2f1c5e56e8f0ff459065	according to the stated measure or duration	REFERENCE	0.58	fixed recurrent-card default	1	LAST	OPEN	PROSE_GDT327
f11r	f11r.7	1	f11r.7	52	qotchy	a48efd6c4491a046ba78	slightly moist in complexion	HUMORAL_QUALITY|CONTEXT_DEFAULT	0.24	Herbal article context default; singleton forced concrete	1	FIRST	OPEN	PROSE_GDT327
f11r	f11r.7	1	f11r.7	53	okchol	322281bd391aa621f568	bruise the leaves	PREPARATION|CONTEXT_DEFAULT	0.24	Herbal article context default; singleton forced concrete	1	MIDDLE	OPEN	PROSE_GDT327
f11r	f11r.7	1	f11r.7	54	cthy	e0b630cb1b5df5e7105b	when it is prepared	PREPARATION_CONDITION	0.42	fixed recurrent-card default	1	MIDDLE	OPEN	PROSE_GDT327
f11r	f11r.7	1	f11r.7	55	dy	b921a237be883a820352	the current portion	POINTER	0.56	fixed recurrent-card default	1	LAST	OPEN	PROSE_GDT327
f55v	f55v.5	1	f55v.5	56	qokaiin	b5fcea1eaed06b2f2291	take the next portion	ENTRY_ACTION	0.57	fixed recurrent-card default	1	FIRST	OPEN	PROSE_GDT327
f55v	f55v.5	1	f55v.5	57	chaiin	2f1c5e56e8f0ff459065	according to the stated measure or duration	REFERENCE	0.58	fixed recurrent-card default	1	MIDDLE	OPEN	PROSE_GDT327
f55v	f55v.5	1	f55v.5	58	ykain	403c1592f918c8f23b88	keep the remainder dry	STORAGE|CONTEXT_DEFAULT	0.24	Herbal article context default; singleton forced concrete	1	MIDDLE	OPEN	PROSE_GDT327
f55v	f55v.5	1	f55v.5	59	ykan	d929a14ec45749b2e805	it draws out corrupted matter	VIRTUE|CONTEXT_DEFAULT	0.24	Herbal article context default; singleton forced concrete	1	MIDDLE	OPEN	PROSE_GDT327
f55v	f55v.5	1	f55v.5	60	ody	97cc9ac109148723c472	complete one local washing	COMMITTED_APPLICATION|CONTEXT_DEFAULT	0.27	exact committed-card context default; singleton forced concrete	1	LAST	DY	PROSE_GDT327
f55v	f55v.5	1	f55v.5	61	daiin	2f1c5e56e8f0ff459065	according to the stated measure or duration	REFERENCE	0.58	fixed recurrent-card default	2	FIRST	OPEN	PROSE_GDT327
f55v	f55v.5	1	f55v.5	62	chedy	6f7ff8287eddf4da9fdb	keep it prepared and ready	COMMITTED_RESULT	0.40	fixed recurrent-card default	2	MIDDLE	OPEN	PROSE_GDT327
f55v	f55v.5	1	f55v.5	63	talam	e026af581c99322fbd46	hold the member immersed	COMMITTED_APPLICATION|CONTEXT_DEFAULT	0.27	exact committed-card context default; singleton forced concrete	2	LAST	B3	PROSE_GDT327
f55v	f55v.11	1	f55v.11	64	ykaiin	f7dc90b2c31fd341f0a4	boil the root in water	PREPARATION|CONTEXT_DEFAULT	0.24	Herbal article context default; singleton forced concrete	1	FIRST	OPEN	PROSE_GDT327
f55v	f55v.11	1	f55v.11	65	cheoar	807591efc3d3f7ddbfab	found beside ditches and springs	HABITAT|CONTEXT_DEFAULT	0.24	Herbal article context default; singleton forced concrete	1	MIDDLE	OPEN	PROSE_GDT327
f55v	f55v.11	1	f55v.11	66	cheeky	2c1a5fd92b9e3c762242	wash it clean	ACTION	0.36	fixed recurrent-card default	1	MIDDLE	OPEN	PROSE_GDT327
f55v	f55v.11	1	f55v.11	67	oldy	1b1ffdd869fb1429ad03	hold the member immersed	COMMITTED_APPLICATION	0.27	exact committed-card context default	1	LAST	DY	PROSE_GDT327
f55v	f55v.11	1	f55v.11	68	aiin	2f1c5e56e8f0ff459065	according to the stated measure or duration	REFERENCE	0.58	fixed recurrent-card default	2	FIRST	OPEN	PROSE_GDT327
f55v	f55v.11	1	f55v.11	69	okal	308e8ea2d5d190c498e8	with warmed water	MEDIUM	0.39	fixed recurrent-card default	2	MIDDLE	OPEN	PROSE_GDT327
f55v	f55v.11	1	f55v.11	70	oltchy	204b04837409088c48f9	gather before full flowering	COLLECTION|CONTEXT_DEFAULT	0.24	Herbal article context default; singleton forced concrete	2	MIDDLE	OPEN	PROSE_GDT327
f55v	f55v.11	1	f55v.11	71	or	7a4bb8136330ee4e6e56	the expressed juice	MATERIAL	0.34	fixed recurrent-card default	2	MIDDLE	OPEN	PROSE_GDT327
f55v	f55v.11	1	f55v.11	72	y	b921a237be883a820352	the current portion	POINTER	0.56	fixed recurrent-card default	2	MIDDLE	OPEN	PROSE_GDT327
f55v	f55v.11	1	f55v.11	73	orain	6afeb5c9ab9f6cbdea0d	it eases pain of the chest	VIRTUE|CONTEXT_DEFAULT	0.24	Herbal article context default; singleton forced concrete	2	LAST	OPEN	PROSE_GDT327
f56r	f56r.5	1	f56r.5	74	chochor	b9d7b6d68209a9019e7a	the broad lower leaves	PLANT_PART|CONTEXT_DEFAULT	0.24	Herbal article context default; singleton forced concrete	1	FIRST	OPEN	PROSE_GDT327
f56r	f56r.5	1	f56r.5	75	cho	2cc054357a929df85f64	its blue flowering tops	PLANT_PART	0.35	fixed recurrent-card default	1	MIDDLE	OPEN	PROSE_GDT327
f56r	f56r.5	1	f56r.5	76	chodaly	0ec6a45e2950e8e7061d	it eases pain of the chest	VIRTUE|CONTEXT_DEFAULT	0.24	Herbal article context default; singleton forced concrete	1	MIDDLE	OPEN	PROSE_GDT327
f56r	f56r.5	1	f56r.5	77	daiin	2f1c5e56e8f0ff459065	according to the stated measure or duration	REFERENCE	0.58	fixed recurrent-card default	1	LAST	OPEN	PROSE_GDT327
f56r	f56r.7	1	f56r.7	78	sho	2cc054357a929df85f64	its blue flowering tops	PLANT_PART	0.35	fixed recurrent-card default	1	FIRST	OPEN	PROSE_GDT327
f56r	f56r.7	1	f56r.7	79	kchol	893c570f3fa3fce99711	the narrow upper leaves	PLANT_PART|CONTEXT_DEFAULT	0.24	Herbal article context default; singleton forced concrete	1	MIDDLE	OPEN	PROSE_GDT327
f56r	f56r.7	1	f56r.7	80	otchor	10488b911aae52b3b334	boil it	ACTION	0.38	fixed recurrent-card default	1	MIDDLE	OPEN	PROSE_GDT327
f56r	f56r.7	1	f56r.7	81	choky	276a7c2d74d1143446f4	apply it to the affected place	ACTION	0.43	fixed recurrent-card default	1	MIDDLE	OPEN	PROSE_GDT327
f56r	f56r.7	1	f56r.7	82	dal	dd0ecaf5e27d81befffc	upon the affected place	APPLICATION_RELATION	0.40	fixed recurrent-card default	1	LAST	OPEN	PROSE_GDT327
f56r	f56r.8	1	f56r.8	83	schol	d665560c8ff80799a82c	its tender stem	PLANT_PART	0.34	fixed recurrent-card default	1	FIRST	OPEN	PROSE_GDT327
f56r	f56r.8	1	f56r.8	84	choy	c10aec6d4dd877ec8bd8	it softens hard swellings	VIRTUE|CONTEXT_DEFAULT	0.24	Herbal article context default; singleton forced concrete	1	MIDDLE	OPEN	PROSE_GDT327
f56r	f56r.8	1	f56r.8	85	choky	276a7c2d74d1143446f4	apply it to the affected place	ACTION	0.43	fixed recurrent-card default	1	MIDDLE	OPEN	PROSE_GDT327
f56r	f56r.8	1	f56r.8	86	cheeckhody	95987d6f198d6d247511	let the bath stand until warm	COMMITTED_PROCESS|CONTEXT_DEFAULT	0.27	exact committed-card context default; singleton forced concrete	1	LAST	DY	PROSE_GDT327
f56r	f56r.12	1	f56r.12	87	sh	ad3581d3144f69a5912d	it cools inflamed skin	VIRTUE|CONTEXT_DEFAULT	0.24	Herbal article context default; singleton forced concrete	1	FIRST	OPEN	PROSE_GDT327
f56r	f56r.12	1	f56r.12	88	cho	2cc054357a929df85f64	its blue flowering tops	PLANT_PART	0.35	fixed recurrent-card default	1	MIDDLE	OPEN	PROSE_GDT327
f56r	f56r.12	1	f56r.12	89	kchey	b74e9e65637b7c8538dd	cool in the first degree	HUMORAL_QUALITY|CONTEXT_DEFAULT	0.24	Herbal article context default; singleton forced concrete	1	MIDDLE	OPEN	PROSE_GDT327
f56r	f56r.12	1	f56r.12	90	qokokchy	1322bc176443fc2a8a86	mix the powder with honey	PREPARATION|CONTEXT_DEFAULT	0.24	Herbal article context default; singleton forced concrete	1	LAST	OPEN	PROSE_GDT327
f56r	f56r.13	1	f56r.13	91	okchy	9ad66e67803a12e745de	bruise it well	ACTION	0.40	fixed recurrent-card default	1	FIRST	OPEN	PROSE_GDT327
f56r	f56r.13	1	f56r.13	92	chokcheo	087a47b5423438cd6b6a	its common local name	PLANT_ALIAS|CONTEXT_DEFAULT	0.24	Herbal article context default; singleton forced concrete	1	MIDDLE	OPEN	PROSE_GDT327
f56r	f56r.13	1	f56r.13	93	kchal	75a523fcf039b006f97b	it opens a stopped passage	VIRTUE|CONTEXT_DEFAULT	0.24	Herbal article context default; singleton forced concrete	1	LAST	OPEN	PROSE_GDT327
f56r	f56r.18	1	f56r.18	94	sho	2cc054357a929df85f64	its blue flowering tops	PLANT_PART	0.35	fixed recurrent-card default	1	FIRST	OPEN	PROSE_GDT327
f56r	f56r.18	1	f56r.18	95	chokchy	9ad66e67803a12e745de	bruise it well	ACTION	0.40	fixed recurrent-card default	1	MIDDLE	OPEN	PROSE_GDT327
f56r	f56r.18	1	f56r.18	96	kchoar	c71c72da4e09e0833392	the blue flowers	PLANT_PART|CONTEXT_DEFAULT	0.24	Herbal article context default; singleton forced concrete	1	MIDDLE	OPEN	PROSE_GDT327
f56r	f56r.18	1	f56r.18	97	sotodan	61a075bc54793c1c781f	mix the powder with honey	PREPARATION|CONTEXT_DEFAULT	0.24	Herbal article context default; singleton forced concrete	1	LAST	OPEN	PROSE_GDT327
f56r	f56r.19	1	f56r.19	98	otchey	faf321940aed922846a9	according to the usual rule	REFERENCE	0.25	cross-register practical default	1	FIRST	OPEN	PROSE_GDT327
f56r	f56r.19	1	f56r.19	99	keol	9bb7122b386ebbc6138f	the dried root	PLANT_PART|CONTEXT_DEFAULT	0.24	Herbal article context default; singleton forced concrete	1	MIDDLE	OPEN	PROSE_GDT327
f56r	f56r.19	1	f56r.19	100	daiin	2f1c5e56e8f0ff459065	according to the stated measure or duration	REFERENCE	0.58	fixed recurrent-card default	1	LAST	OPEN	PROSE_GDT327
f81v	f81v.2	1	f81v.2	101	qokedy	7db18b2f0fb7ed0fcfd3	warm it gently	COMMITTED_PROCESS	0.38	fixed recurrent-card default	1	ONLY	DY	PROSE_GDT327
f81v	f81v.2	1	f81v.2	102	okaiin	b5fcea1eaed06b2f2291	take the next portion	ENTRY_ACTION	0.57	fixed recurrent-card default	2	FIRST	OPEN	PROSE_GDT327
f81v	f81v.2	1	f81v.2	103	kair	22fb87a5a83e5c3fb510	join the two conduits	APPARATUS_ACTION|CONTEXT_DEFAULT	0.23	Biological application context default; singleton forced concrete	2	MIDDLE	OPEN	PROSE_GDT327
f81v	f81v.2	1	f81v.2	104	okal	308e8ea2d5d190c498e8	with warmed water	MEDIUM	0.39	fixed recurrent-card default	2	MIDDLE	OPEN	PROSE_GDT327
f81v	f81v.2	1	f81v.2	105	sar	4d4559019a961b834aa1	then continue	SEQUENCE	0.35	fixed recurrent-card default	2	MIDDLE	OPEN	PROSE_GDT327
f81v	f81v.2	1	f81v.2	106	ol	dcda95c81a5460feb191	with it; likewise under the same heading	RELATION	0.62	fixed recurrent-card default	2	MIDDLE	OPEN	PROSE_GDT327
f81v	f81v.2	1	f81v.2	107	kain	9da1b6ac2c929daea697	one handful	MEASURE	0.37	fixed recurrent-card default	2	MIDDLE	OPEN	PROSE_GDT327
f81v	f81v.2	1	f81v.2	108	olkain	94df4847b7b16c98394a	until the flow clears	DURATION	0.28	Biological application context default	2	MIDDLE	OPEN	PROSE_GDT327
f81v	f81v.2	1	f81v.2	109	al	dd0ecaf5e27d81befffc	upon the affected place	APPLICATION_RELATION	0.40	fixed recurrent-card default	2	MIDDLE	OPEN	PROSE_GDT327
f81v	f81v.2	1	f81v.2	110	ol	dcda95c81a5460feb191	with it; likewise under the same heading	RELATION	0.62	fixed recurrent-card default	2	MIDDLE	OPEN	PROSE_GDT327
f81v	f81v.2	1	f81v.2	111	rol	1496a731803a9f48d2e1	draw off the spent liquor	FLOW_ACTION|CONTEXT_DEFAULT	0.23	Biological application context default; singleton forced concrete	2	MIDDLE	OPEN	PROSE_GDT327
f81v	f81v.2	1	f81v.2	112	dl	0f18de177ed7c878bf95	let the green liquor flow	FLOW_ACTION	0.28	Biological application context default	2	LAST	OPEN	PROSE_GDT327
f81v	f81v.7	1	f81v.7	113	olor	dec401773c1f0347793d	the juice thereof	MATERIAL	0.37	fixed recurrent-card default	1	FIRST	OPEN	PROSE_GDT327
f81v	f81v.7	1	f81v.7	114	ol	dcda95c81a5460feb191	with it; likewise under the same heading	RELATION	0.62	fixed recurrent-card default	1	MIDDLE	OPEN	PROSE_GDT327
f81v	f81v.7	1	f81v.7	115	sheckhal	4eab1841ed655c20a348	fill the lower basin	BATH_ACTION|CONTEXT_DEFAULT	0.23	Biological application context default; singleton forced concrete	1	MIDDLE	OPEN	PROSE_GDT327
f81v	f81v.7	1	f81v.7	116	daiin	2f1c5e56e8f0ff459065	according to the stated measure or duration	REFERENCE	0.58	fixed recurrent-card default	1	MIDDLE	OPEN	PROSE_GDT327
f81v	f81v.7	1	f81v.7	117	qokeedal	93f69c38fdedee1598e9	fill the lower basin	BATH_ACTION|CONTEXT_DEFAULT	0.23	Biological application context default; singleton forced concrete	1	MIDDLE	OPEN	PROSE_GDT327
f81v	f81v.7	1	f81v.7	118	daiin	2f1c5e56e8f0ff459065	according to the stated measure or duration	REFERENCE	0.58	fixed recurrent-card default	1	MIDDLE	OPEN	PROSE_GDT327
f81v	f81v.7	1	f81v.7	119	chckhy	2cc8bb3c2af19607888f	keep it immersed	ACTION	0.37	fixed recurrent-card default	1	MIDDLE	OPEN	PROSE_GDT327
f81v	f81v.7	1	f81v.7	120	schedy	259b2b3b0bf859882e2c	strain it and set it aside	COMMITTED_PROCESS	0.38	fixed recurrent-card default	1	LAST	DY	PROSE_GDT327
f81v	f81v.7	1	f81v.7	121	qol	dcda95c81a5460feb191	with it; likewise under the same heading	RELATION	0.62	fixed recurrent-card default	2	ONLY	OPEN	PROSE_GDT327
f81v	f81v.17	1	f81v.17	122	sshkchdy	54e32e9c1414b20640e9	let the bath stand until warm	COMMITTED_PROCESS|CONTEXT_DEFAULT	0.27	exact committed-card context default; singleton forced concrete	1	ONLY	DY	PROSE_GDT327
f81v	f81v.17	1	f81v.17	123	chedy	6f7ff8287eddf4da9fdb	keep it prepared and ready	COMMITTED_RESULT	0.40	fixed recurrent-card default	2	FIRST	OPEN	PROSE_GDT327
f81v	f81v.17	1	f81v.17	124	ol	dcda95c81a5460feb191	with it; likewise under the same heading	RELATION	0.62	fixed recurrent-card default	2	MIDDLE	OPEN	PROSE_GDT327
f81v	f81v.17	1	f81v.17	125	shedy	bc4f1f5c006c74a4d26d	use the standard lukewarm bath	COMMITTED_APPLICATION	0.38	fixed recurrent-card default	2	LAST	DY	PROSE_GDT327
f81v	f81v.17	1	f81v.17	126	qolchedy	28ffbc88b97772a75f1e	with it, complete the rinse	COMMITTED_RELATION	0.37	fixed recurrent-card default	3	ONLY	DY	PROSE_GDT327
f81v	f81v.17	1	f81v.17	127	qokain	1645e612504fcef59ced	add the measured ingredient	ACTION	0.39	fixed recurrent-card default	4	FIRST	OPEN	PROSE_GDT327
f81v	f81v.17	1	f81v.17	128	shckhy	2cc8bb3c2af19607888f	keep it immersed	ACTION	0.37	fixed recurrent-card default	4	MIDDLE	OPEN	PROSE_GDT327
f81v	f81v.17	1	f81v.17	129	dl	0f18de177ed7c878bf95	let the green liquor flow	FLOW_ACTION	0.28	Biological application context default	4	MIDDLE	OPEN	PROSE_GDT327
f81v	f81v.17	1	f81v.17	130	ral	4da0f0f7b5fc7ac20067	the outlet channel	APPARATUS|CONTEXT_DEFAULT	0.23	Biological application context default; singleton forced concrete	4	LAST	OPEN	PROSE_GDT327
f81v	f81v.18	1	f81v.18	131	qokchdy	87411f84689b4f93a303	heat it gently	COMMITTED_PROCESS	0.38	fixed recurrent-card default	1	ONLY	DY	PROSE_GDT327
f81v	f81v.18	1	f81v.18	132	chey	b921a237be883a820352	the current portion	POINTER	0.56	fixed recurrent-card default	2	FIRST	OPEN	PROSE_GDT327
f81v	f81v.18	1	f81v.18	133	ol	dcda95c81a5460feb191	with it; likewise under the same heading	RELATION	0.62	fixed recurrent-card default	2	MIDDLE	OPEN	PROSE_GDT327
f81v	f81v.18	1	f81v.18	134	cheky	d904bf7b044dd3922781	pour it over	ACTION	0.38	fixed recurrent-card default	2	MIDDLE	OPEN	PROSE_GDT327
f81v	f81v.18	1	f81v.18	135	ol	dcda95c81a5460feb191	with it; likewise under the same heading	RELATION	0.62	fixed recurrent-card default	2	MIDDLE	OPEN	PROSE_GDT327
f81v	f81v.18	1	f81v.18	136	shedy	bc4f1f5c006c74a4d26d	use the standard lukewarm bath	COMMITTED_APPLICATION	0.38	fixed recurrent-card default	2	LAST	DY	PROSE_GDT327
f81v	f81v.18	1	f81v.18	137	qokedy	7db18b2f0fb7ed0fcfd3	warm it gently	COMMITTED_PROCESS	0.38	fixed recurrent-card default	3	ONLY	DY	PROSE_GDT327
f81v	f81v.18	1	f81v.18	138	qokedy	7db18b2f0fb7ed0fcfd3	warm it gently	COMMITTED_PROCESS	0.38	fixed recurrent-card default	4	ONLY	DY	PROSE_GDT327
f81v	f81v.18	1	f81v.18	139	chckhy	2cc8bb3c2af19607888f	keep it immersed	ACTION	0.37	fixed recurrent-card default	5	FIRST	OPEN	PROSE_GDT327
f81v	f81v.18	1	f81v.18	140	qoky	276a7c2d74d1143446f4	apply it to the affected place	ACTION	0.43	fixed recurrent-card default	5	LAST	OPEN	PROSE_GDT327
