domain	page	locus	record	line	event_index	surface	exact_tuple_id	default_English	source_class	confidence	inheritance_context_rule	assignment_status
PROSE	f10r	f10r.5	1	f10r.5	1	qokchy	9ad66e67803a12e745de	use the flowering top	FLOWERING_TOP_USE	.37	pictured simple supplies the silent subject; exact card keeps this default	COMMON_DECK_DEFAULT
PROSE	f10r	f10r.5	1	f10r.5	2	qotchol	e8a6105b5c3a6220b440	the seed is not used	EXCLUSION	.24	pictured simple supplies the silent subject; exact card keeps this default	CONTEXT_DEFAULT
PROSE	f10r	f10r.5	1	f10r.5	3	chol	dcda95c81a5460feb191	with the same preparation	RELATION_CONTINUATION	.61	pictured simple supplies the silent subject; exact card keeps this default	COMMON_DECK_DEFAULT
PROSE	f10r	f10r.5	1	f10r.5	4	cthy	e0b630cb1b5df5e7105b	when fully prepared	READY_CONDITION	.46	pictured simple supplies the silent subject; exact card keeps this default	COMMON_DECK_DEFAULT
PROSE	f10r	f10r.6	2	f10r.6	1	ycheor	7249edc4df3419c26999	it is warm in the second degree	HUMORAL_QUALITY	.24	pictured simple supplies the silent subject; exact card keeps this default	CONTEXT_DEFAULT
PROSE	f10r	f10r.6	2	f10r.6	2	cthy	e0b630cb1b5df5e7105b	when fully prepared	READY_CONDITION	.46	pictured simple supplies the silent subject; exact card keeps this default	COMMON_DECK_DEFAULT
PROSE	f10r	f10r.6	2	f10r.6	3	chor	7a4bb8136330ee4e6e56	from the named source	SOURCE_RELATION	.38	pictured simple supplies the silent subject; exact card keeps this default	COMMON_DECK_DEFAULT
PROSE	f10r	f10r.6	2	f10r.6	4	cthaiin	f3c23f42baf625639e1e	it softens hardened swellings	VIRTUE	.24	pictured simple supplies the silent subject; exact card keeps this default	CONTEXT_DEFAULT
PROSE	f10r	f10r.6	2	f10r.6	5	qoctholy	af816c04e65874a0f2fa	it cleans a foul wound	VIRTUE	.24	pictured simple supplies the silent subject; exact card keeps this default	CONTEXT_DEFAULT
PROSE	f10r	f10r.6	2	f10r.6	6	dy	b921a237be883a820352	this current portion	CURRENT_PORTION	.52	pictured simple supplies the silent subject; exact card keeps this default	COMMON_DECK_DEFAULT
PROSE	f10r	f10r.6	2	f10r.6	7	chy	b921a237be883a820352	this current portion	CURRENT_PORTION	.52	pictured simple supplies the silent subject; exact card keeps this default	COMMON_DECK_DEFAULT
PROSE	f10r	f10r.6	2	f10r.6	8	taiin	2f1c5e56e8f0ff459065	the usual measured portion	MEASURE_STANDARD	.58	pictured simple supplies the silent subject; exact card keeps this default	COMMON_DECK_DEFAULT
PROSE	f10r	f10r.6	2	f10r.6	9	shy	b921a237be883a820352	this current portion	CURRENT_PORTION	.52	pictured simple supplies the silent subject; exact card keeps this default	COMMON_DECK_DEFAULT
PROSE	f10r	f10r.8	2	f10r.8	1	qotchor	10488b911aae52b3b334	continue the second use	SECOND_USE	.35	pictured simple supplies the silent subject; exact card keeps this default	COMMON_DECK_DEFAULT
PROSE	f10r	f10r.8	2	f10r.8	2	chor	7a4bb8136330ee4e6e56	from the named source	SOURCE_RELATION	.38	pictured simple supplies the silent subject; exact card keeps this default	COMMON_DECK_DEFAULT
PROSE	f10r	f10r.8	2	f10r.8	3	otol	497cbd9c7401810ff56b	its common country name	PLANT_ALIAS	.24	pictured simple supplies the silent subject; exact card keeps this default	CONTEXT_DEFAULT
PROSE	f10r	f10r.8	2	f10r.8	4	chol	dcda95c81a5460feb191	with the same preparation	RELATION_CONTINUATION	.61	pictured simple supplies the silent subject; exact card keeps this default	COMMON_DECK_DEFAULT
PROSE	f10r	f10r.8	2	f10r.8	5	cholor	dec401773c1f0347793d	likewise from the same part	SAME_PART_RELATION	.35	pictured simple supplies the silent subject; exact card keeps this default	COMMON_DECK_DEFAULT
PROSE	f10r	f10r.8	2	f10r.8	6	chol	dcda95c81a5460feb191	with the same preparation	RELATION_CONTINUATION	.61	pictured simple supplies the silent subject; exact card keeps this default	COMMON_DECK_DEFAULT
PROSE	f10r	f10r.8	2	f10r.8	7	daiin	2f1c5e56e8f0ff459065	the usual measured portion	MEASURE_STANDARD	.58	pictured simple supplies the silent subject; exact card keeps this default	COMMON_DECK_DEFAULT
PROSE	f10r	f10r.8	2	f10r.8	8	dar	4d4559019a961b834aa1	then proceed	SEQUENCE	.43	pictured simple supplies the silent subject; exact card keeps this default	COMMON_DECK_DEFAULT
PROSE	f10r	f10r.9	2	f10r.9	1	oykchor	27d97af8c96eb056c2e6	steep the flowering top in wine	FLOWER_INFUSION	.24	pictured simple supplies the silent subject; exact card keeps this default	CONTEXT_DEFAULT
PROSE	f10r	f10r.9	2	f10r.9	2	shor	7a4bb8136330ee4e6e56	from the named source	SOURCE_RELATION	.38	pictured simple supplies the silent subject; exact card keeps this default	COMMON_DECK_DEFAULT
PROSE	f10r	f10r.9	2	f10r.9	3	chor	7a4bb8136330ee4e6e56	from the named source	SOURCE_RELATION	.38	pictured simple supplies the silent subject; exact card keeps this default	COMMON_DECK_DEFAULT
PROSE	f10r	f10r.9	2	f10r.9	4	chy	b921a237be883a820352	this current portion	CURRENT_PORTION	.52	pictured simple supplies the silent subject; exact card keeps this default	COMMON_DECK_DEFAULT
PROSE	f10r	f10r.9	2	f10r.9	5	kaiiin	409de02322e7b2ca0c62	its flower forms a clustered head	FLOWER_DESCRIPTION	.24	pictured simple supplies the silent subject; exact card keeps this default	CONTEXT_DEFAULT
PROSE	f10r	f10r.9	2	f10r.9	6	dy	b921a237be883a820352	this current portion	CURRENT_PORTION	.52	pictured simple supplies the silent subject; exact card keeps this default	COMMON_DECK_DEFAULT
PROSE	f10r	f10r.9	2	f10r.9	7	chodaiin	834825c61d048a6b5628	its broad leaves are serrated	LEAF_DESCRIPTION	.24	pictured simple supplies the silent subject; exact card keeps this default	CONTEXT_DEFAULT
PROSE	f11r	f11r.1	1	f11r.1	1	tshol	953ad19b79517fc8a211	drink the strained decoction	INTERNAL_USE	.24	pictured simple supplies the silent subject; exact card keeps this default	CONTEXT_DEFAULT
PROSE	f11r	f11r.1	1	f11r.1	2	schoal	428a5e3662aa57b4b256	wash the root in clean water	WASH_ROOT	.24	pictured simple supplies the silent subject; exact card keeps this default	CONTEXT_DEFAULT
PROSE	f11r	f11r.1	1	f11r.1	3	cfhy	bdad9f9ea8b80f141496	it cleans a foul wound	VIRTUE	.24	pictured simple supplies the silent subject; exact card keeps this default	CONTEXT_DEFAULT
PROSE	f11r	f11r.1	1	f11r.1	4	shfydaiin	a8af08e69edab8e54f15	the seed is not used	EXCLUSION	.24	pictured simple supplies the silent subject; exact card keeps this default	CONTEXT_DEFAULT
PROSE	f11r	f11r.1	1	f11r.1	5	cphy	deb377381ceaf55ea310	wash the root in clean water	WASH_ROOT	.24	pictured simple supplies the silent subject; exact card keeps this default	CONTEXT_DEFAULT
PROSE	f11r	f11r.1	1	f11r.1	6	shey	b5df9126607030b95175	until it is lukewarm	TEMPERATURE_GATE	.34	pictured simple supplies the silent subject; exact card keeps this default	COMMON_DECK_DEFAULT
PROSE	f11r	f11r.1	1	f11r.1	7	tchody	2e2027b1951d79911e24	strain it through clean linen	STRAINING	.24	pictured simple supplies the silent subject; exact card keeps this default; attached mark commits the local instruction	CONTEXT_DEFAULT
PROSE	f11r	f11r.1	1	f11r.1	8	shoyty	577c03a928d674d420d7	it softens hardened swellings	VIRTUE	.24	pictured simple supplies the silent subject; exact card keeps this default	CONTEXT_DEFAULT
PROSE	f11r	f11r.4	1	f11r.4	1	dchol	d665560c8ff80799a82c	this pictured simple	PICTURED_SIMPLE	.38	pictured simple supplies the silent subject; exact card keeps this default	COMMON_DECK_DEFAULT
PROSE	f11r	f11r.4	1	f11r.4	2	chy	b921a237be883a820352	this current portion	CURRENT_PORTION	.52	pictured simple supplies the silent subject; exact card keeps this default	COMMON_DECK_DEFAULT
PROSE	f11r	f11r.4	1	f11r.4	3	kchy	b2812c8283c3a62438bd	it grows beside running water	WATERSIDE_HABITAT	.24	pictured simple supplies the silent subject; exact card keeps this default	CONTEXT_DEFAULT
PROSE	f11r	f11r.4	1	f11r.4	4	dy	b921a237be883a820352	this current portion	CURRENT_PORTION	.52	pictured simple supplies the silent subject; exact card keeps this default	COMMON_DECK_DEFAULT
PROSE	f11r	f11r.4	1	f11r.4	5	daiin	2f1c5e56e8f0ff459065	the usual measured portion	MEASURE_STANDARD	.58	pictured simple supplies the silent subject; exact card keeps this default	COMMON_DECK_DEFAULT
PROSE	f11r	f11r.7	1	f11r.7	1	qotchy	a48efd6c4491a046ba78	drink the strained decoction	INTERNAL_USE	.24	pictured simple supplies the silent subject; exact card keeps this default	CONTEXT_DEFAULT
PROSE	f11r	f11r.7	1	f11r.7	2	okchol	322281bd391aa621f568	the seed is not used	EXCLUSION	.24	pictured simple supplies the silent subject; exact card keeps this default	CONTEXT_DEFAULT
PROSE	f11r	f11r.7	1	f11r.7	3	cthy	e0b630cb1b5df5e7105b	when fully prepared	READY_CONDITION	.46	pictured simple supplies the silent subject; exact card keeps this default	COMMON_DECK_DEFAULT
PROSE	f11r	f11r.7	1	f11r.7	4	dy	b921a237be883a820352	this current portion	CURRENT_PORTION	.52	pictured simple supplies the silent subject; exact card keeps this default	COMMON_DECK_DEFAULT
PROSE	f55v	f55v.5	1	f55v.5	1	qokaiin	b5fcea1eaed06b2f2291	take the next portion	NEXT_ENTRY	.64	pictured simple supplies the silent subject; exact card keeps this default	COMMON_DECK_DEFAULT
PROSE	f55v	f55v.5	1	f55v.5	2	chaiin	2f1c5e56e8f0ff459065	the usual measured portion	MEASURE_STANDARD	.58	pictured simple supplies the silent subject; exact card keeps this default	COMMON_DECK_DEFAULT
PROSE	f55v	f55v.5	1	f55v.5	3	ykain	403c1592f918c8f23b88	it cleans a foul wound	VIRTUE	.24	pictured simple supplies the silent subject; exact card keeps this default	CONTEXT_DEFAULT
PROSE	f55v	f55v.5	1	f55v.5	4	ykan	d929a14ec45749b2e805	it eases pain of the side	VIRTUE	.24	pictured simple supplies the silent subject; exact card keeps this default	CONTEXT_DEFAULT
PROSE	f55v	f55v.5	1	f55v.5	5	ody	97cc9ac109148723c472	it is warm in the second degree	HUMORAL_QUALITY	.24	pictured simple supplies the silent subject; exact card keeps this default; attached mark commits the local instruction	CONTEXT_DEFAULT
PROSE	f55v	f55v.5	1	f55v.5	6	daiin	2f1c5e56e8f0ff459065	the usual measured portion	MEASURE_STANDARD	.58	pictured simple supplies the silent subject; exact card keeps this default	COMMON_DECK_DEFAULT
PROSE	f55v	f55v.5	1	f55v.5	7	chedy	6f7ff8287eddf4da9fdb	prepare this portion and close it	PREPARE_COMMIT	.44	pictured simple supplies the silent subject; exact card keeps this default	COMMON_DECK_DEFAULT
PROSE	f55v	f55v.5	1	f55v.5	8	talam	e026af581c99322fbd46	keep the dried root for winter	STORAGE	.24	pictured simple supplies the silent subject; exact card keeps this default; attached mark commits the local instruction	CONTEXT_DEFAULT
PROSE	f55v	f55v.11	1	f55v.11	1	ykaiin	f7dc90b2c31fd341f0a4	give it while still warm	APPLICATION_TEMPERATURE	.24	pictured simple supplies the silent subject; exact card keeps this default	CONTEXT_DEFAULT
PROSE	f55v	f55v.11	1	f55v.11	2	cheoar	807591efc3d3f7ddbfab	repeat the dose on the third day	REPEAT_DOSE	.24	pictured simple supplies the silent subject; exact card keeps this default	CONTEXT_DEFAULT
PROSE	f55v	f55v.11	1	f55v.11	3	cheeky	2c1a5fd92b9e3c762242	the strained preparation	STRAINED_PREPARATION	.34	pictured simple supplies the silent subject; exact card keeps this default	COMMON_DECK_DEFAULT
PROSE	f55v	f55v.11	1	f55v.11	4	oldy	1b1ffdd869fb1429ad03	retain it in the liquid	LIQUID_HOLD	.36	pictured simple supplies the silent subject; exact card keeps this default; attached mark commits the local instruction	COMMON_DECK_DEFAULT
PROSE	f55v	f55v.11	1	f55v.11	5	aiin	2f1c5e56e8f0ff459065	the usual measured portion	MEASURE_STANDARD	.58	pictured simple supplies the silent subject; exact card keeps this default	COMMON_DECK_DEFAULT
PROSE	f55v	f55v.11	1	f55v.11	6	okal	308e8ea2d5d190c498e8	in clean water	WATER_MEDIUM	.37	pictured simple supplies the silent subject; exact card keeps this default	COMMON_DECK_DEFAULT
PROSE	f55v	f55v.11	1	f55v.11	7	oltchy	204b04837409088c48f9	dig the root in autumn	HARVEST_TIME	.24	pictured simple supplies the silent subject; exact card keeps this default	CONTEXT_DEFAULT
PROSE	f55v	f55v.11	1	f55v.11	8	or	7a4bb8136330ee4e6e56	from the named source	SOURCE_RELATION	.38	pictured simple supplies the silent subject; exact card keeps this default	COMMON_DECK_DEFAULT
PROSE	f55v	f55v.11	1	f55v.11	9	y	b921a237be883a820352	this current portion	CURRENT_PORTION	.52	pictured simple supplies the silent subject; exact card keeps this default	COMMON_DECK_DEFAULT
PROSE	f55v	f55v.11	1	f55v.11	10	orain	6afeb5c9ab9f6cbdea0d	give it while still warm	APPLICATION_TEMPERATURE	.24	pictured simple supplies the silent subject; exact card keeps this default	CONTEXT_DEFAULT
PROSE	f56r	f56r.5	1	f56r.5	1	chochor	b9d7b6d68209a9019e7a	dig the root in autumn	HARVEST_TIME	.24	pictured simple supplies the silent subject; exact card keeps this default	CONTEXT_DEFAULT
PROSE	f56r	f56r.5	1	f56r.5	2	cho	2cc054357a929df85f64	the spiny leaf	HERBAL_PART	.35	pictured simple supplies the silent subject; exact card keeps this default	COMMON_DECK_DEFAULT
PROSE	f56r	f56r.5	1	f56r.5	3	chodaly	0ec6a45e2950e8e7061d	apply the bruised leaf to swelling	TOPICAL_USE	.24	pictured simple supplies the silent subject; exact card keeps this default	CONTEXT_DEFAULT
PROSE	f56r	f56r.5	1	f56r.5	4	daiin	2f1c5e56e8f0ff459065	the usual measured portion	MEASURE_STANDARD	.58	pictured simple supplies the silent subject; exact card keeps this default	COMMON_DECK_DEFAULT
PROSE	f56r	f56r.7	1	f56r.7	1	sho	2cc054357a929df85f64	the spiny leaf	HERBAL_PART	.35	pictured simple supplies the silent subject; exact card keeps this default	COMMON_DECK_DEFAULT
PROSE	f56r	f56r.7	1	f56r.7	2	kchol	893c570f3fa3fce99711	it grows beside running water	WATERSIDE_HABITAT	.24	pictured simple supplies the silent subject; exact card keeps this default	CONTEXT_DEFAULT
PROSE	f56r	f56r.7	1	f56r.7	3	otchor	10488b911aae52b3b334	continue the second use	SECOND_USE	.35	pictured simple supplies the silent subject; exact card keeps this default	COMMON_DECK_DEFAULT
PROSE	f56r	f56r.7	1	f56r.7	4	choky	276a7c2d74d1143446f4	apply it to the indicated place	LOCAL_APPLICATION	.43	pictured simple supplies the silent subject; exact card keeps this default	COMMON_DECK_DEFAULT
PROSE	f56r	f56r.7	1	f56r.7	5	dal	dd0ecaf5e27d81befffc	into the lower vessel	LOWER_DESTINATION	.41	pictured simple supplies the silent subject; exact card keeps this default	COMMON_DECK_DEFAULT
PROSE	f56r	f56r.8	1	f56r.8	1	schol	d665560c8ff80799a82c	this pictured simple	PICTURED_SIMPLE	.38	pictured simple supplies the silent subject; exact card keeps this default	COMMON_DECK_DEFAULT
PROSE	f56r	f56r.8	1	f56r.8	2	choy	c10aec6d4dd877ec8bd8	it cleans a foul wound	VIRTUE	.24	pictured simple supplies the silent subject; exact card keeps this default	CONTEXT_DEFAULT
PROSE	f56r	f56r.8	1	f56r.8	3	choky	276a7c2d74d1143446f4	apply it to the indicated place	LOCAL_APPLICATION	.43	pictured simple supplies the silent subject; exact card keeps this default	COMMON_DECK_DEFAULT
PROSE	f56r	f56r.8	1	f56r.8	4	cheeckhody	95987d6f198d6d247511	boil the root in water	ROOT_DECOCTION	.24	pictured simple supplies the silent subject; exact card keeps this default; attached mark commits the local instruction	CONTEXT_DEFAULT
PROSE	f56r	f56r.12	1	f56r.12	1	sh	ad3581d3144f69a5912d	mix the powder with honey	HONEY_MIXTURE	.24	pictured simple supplies the silent subject; exact card keeps this default	CONTEXT_DEFAULT
PROSE	f56r	f56r.12	1	f56r.12	2	cho	2cc054357a929df85f64	the spiny leaf	HERBAL_PART	.35	pictured simple supplies the silent subject; exact card keeps this default	COMMON_DECK_DEFAULT
PROSE	f56r	f56r.12	1	f56r.12	3	kchey	b74e9e65637b7c8538dd	the larger leaf is preferred	PART_SELECTION	.24	pictured simple supplies the silent subject; exact card keeps this default	CONTEXT_DEFAULT
PROSE	f56r	f56r.12	1	f56r.12	4	qokokchy	1322bc176443fc2a8a86	it grows beside running water	WATERSIDE_HABITAT	.24	pictured simple supplies the silent subject; exact card keeps this default	CONTEXT_DEFAULT
PROSE	f56r	f56r.13	1	f56r.13	1	okchy	9ad66e67803a12e745de	use the flowering top	FLOWERING_TOP_USE	.37	pictured simple supplies the silent subject; exact card keeps this default	COMMON_DECK_DEFAULT
PROSE	f56r	f56r.13	1	f56r.13	2	chokcheo	087a47b5423438cd6b6a	it is warm in the second degree	HUMORAL_QUALITY	.24	pictured simple supplies the silent subject; exact card keeps this default	CONTEXT_DEFAULT
PROSE	f56r	f56r.13	1	f56r.13	3	kchal	75a523fcf039b006f97b	keep the dried root for winter	STORAGE	.24	pictured simple supplies the silent subject; exact card keeps this default	CONTEXT_DEFAULT
PROSE	f56r	f56r.18	1	f56r.18	1	sho	2cc054357a929df85f64	the spiny leaf	HERBAL_PART	.35	pictured simple supplies the silent subject; exact card keeps this default	COMMON_DECK_DEFAULT
PROSE	f56r	f56r.18	1	f56r.18	2	chokchy	9ad66e67803a12e745de	use the flowering top	FLOWERING_TOP_USE	.37	pictured simple supplies the silent subject; exact card keeps this default	COMMON_DECK_DEFAULT
PROSE	f56r	f56r.18	1	f56r.18	3	kchoar	c71c72da4e09e0833392	dig the root in autumn	HARVEST_TIME	.24	pictured simple supplies the silent subject; exact card keeps this default	CONTEXT_DEFAULT
PROSE	f56r	f56r.18	1	f56r.18	4	sotodan	61a075bc54793c1c781f	keep the dried root for winter	STORAGE	.24	pictured simple supplies the silent subject; exact card keeps this default	CONTEXT_DEFAULT
PROSE	f56r	f56r.19	1	f56r.19	1	otchey	faf321940aed922846a9	for the principal remedy	PRIMARY_REMEDY	.34	pictured simple supplies the silent subject; exact card keeps this default	COMMON_DECK_DEFAULT
PROSE	f56r	f56r.19	1	f56r.19	2	keol	9bb7122b386ebbc6138f	steep the flowering top in wine	FLOWER_INFUSION	.24	pictured simple supplies the silent subject; exact card keeps this default	CONTEXT_DEFAULT
PROSE	f56r	f56r.19	1	f56r.19	3	daiin	2f1c5e56e8f0ff459065	the usual measured portion	MEASURE_STANDARD	.58	pictured simple supplies the silent subject; exact card keeps this default	COMMON_DECK_DEFAULT
PROSE	f81v	f81v.2	1	f81v.2	1	qokedy	7db18b2f0fb7ed0fcfd3	keep the standard setting and seal	BASE_SETTING	.50	drawn vessel/body/path and active record supply silent arguments; exact card keeps this default; attached mark commits the local instruction	COMMON_DECK_DEFAULT
PROSE	f81v	f81v.2	1	f81v.2	2	okaiin	b5fcea1eaed06b2f2291	take the next portion	NEXT_ENTRY	.64	drawn vessel/body/path and active record supply silent arguments; exact card keeps this default	COMMON_DECK_DEFAULT
PROSE	f81v	f81v.2	1	f81v.2	3	kair	22fb87a5a83e5c3fb510	mark the completed application	MARK_COMPLETE	.24	drawn vessel/body/path and active record supply silent arguments; exact card keeps this default	CONTEXT_DEFAULT
PROSE	f81v	f81v.2	1	f81v.2	4	okal	308e8ea2d5d190c498e8	in clean water	WATER_MEDIUM	.37	drawn vessel/body/path and active record supply silent arguments; exact card keeps this default	COMMON_DECK_DEFAULT
PROSE	f81v	f81v.2	1	f81v.2	5	sar	4d4559019a961b834aa1	then proceed	SEQUENCE	.43	drawn vessel/body/path and active record supply silent arguments; exact card keeps this default	COMMON_DECK_DEFAULT
PROSE	f81v	f81v.2	1	f81v.2	6	ol	dcda95c81a5460feb191	with the same preparation	RELATION_CONTINUATION	.61	drawn vessel/body/path and active record supply silent arguments; exact card keeps this default	COMMON_DECK_DEFAULT
PROSE	f81v	f81v.2	1	f81v.2	7	kain	9da1b6ac2c929daea697	one small measure	SMALL_MEASURE	.35	drawn vessel/body/path and active record supply silent arguments; exact card keeps this default	COMMON_DECK_DEFAULT
PROSE	f81v	f81v.2	1	f81v.2	8	olkain	94df4847b7b16c98394a	the measured flow	MEASURED_FLOW	.34	drawn vessel/body/path and active record supply silent arguments; exact card keeps this default	COMMON_DECK_DEFAULT
PROSE	f81v	f81v.2	1	f81v.2	9	al	dd0ecaf5e27d81befffc	into the lower vessel	LOWER_DESTINATION	.41	drawn vessel/body/path and active record supply silent arguments; exact card keeps this default	COMMON_DECK_DEFAULT
PROSE	f81v	f81v.2	1	f81v.2	10	ol	dcda95c81a5460feb191	with the same preparation	RELATION_CONTINUATION	.61	drawn vessel/body/path and active record supply silent arguments; exact card keeps this default	COMMON_DECK_DEFAULT
PROSE	f81v	f81v.2	1	f81v.2	11	rol	1496a731803a9f48d2e1	resume from the preceding station	RESUME_STATION	.24	drawn vessel/body/path and active record supply silent arguments; exact card keeps this default	CONTEXT_DEFAULT
PROSE	f81v	f81v.2	1	f81v.2	12	dl	0f18de177ed7c878bf95	through the lower channel	LOWER_CHANNEL	.35	drawn vessel/body/path and active record supply silent arguments; exact card keeps this default	COMMON_DECK_DEFAULT
PROSE	f81v	f81v.7	1	f81v.7	1	olor	dec401773c1f0347793d	likewise from the same part	SAME_PART_RELATION	.35	drawn vessel/body/path and active record supply silent arguments; exact card keeps this default	COMMON_DECK_DEFAULT
PROSE	f81v	f81v.7	1	f81v.7	2	ol	dcda95c81a5460feb191	with the same preparation	RELATION_CONTINUATION	.61	drawn vessel/body/path and active record supply silent arguments; exact card keeps this default	COMMON_DECK_DEFAULT
PROSE	f81v	f81v.7	1	f81v.7	3	sheckhal	4eab1841ed655c20a348	carry the liquid to the second basin	TRANSFER	.24	drawn vessel/body/path and active record supply silent arguments; exact card keeps this default	CONTEXT_DEFAULT
PROSE	f81v	f81v.7	1	f81v.7	4	daiin	2f1c5e56e8f0ff459065	the usual measured portion	MEASURE_STANDARD	.58	drawn vessel/body/path and active record supply silent arguments; exact card keeps this default	COMMON_DECK_DEFAULT
PROSE	f81v	f81v.7	1	f81v.7	5	qokeedal	93f69c38fdedee1598e9	add a second small portion	ADDITION	.24	drawn vessel/body/path and active record supply silent arguments; exact card keeps this default	CONTEXT_DEFAULT
PROSE	f81v	f81v.7	1	f81v.7	6	daiin	2f1c5e56e8f0ff459065	the usual measured portion	MEASURE_STANDARD	.58	drawn vessel/body/path and active record supply silent arguments; exact card keeps this default	COMMON_DECK_DEFAULT
PROSE	f81v	f81v.7	1	f81v.7	7	chckhy	2cc8bb3c2af19607888f	divide it between the paired channels	PAIRED_CHANNEL_ACTION	.34	drawn vessel/body/path and active record supply silent arguments; exact card keeps this default	COMMON_DECK_DEFAULT
PROSE	f81v	f81v.7	1	f81v.7	8	schedy	259b2b3b0bf859882e2c	mix thoroughly and seal	MIX_COMMIT	.40	drawn vessel/body/path and active record supply silent arguments; exact card keeps this default; attached mark commits the local instruction	COMMON_DECK_DEFAULT
PROSE	f81v	f81v.7	1	f81v.7	9	qol	dcda95c81a5460feb191	with the same preparation	RELATION_CONTINUATION	.61	drawn vessel/body/path and active record supply silent arguments; exact card keeps this default	COMMON_DECK_DEFAULT
PROSE	f81v	f81v.17	1	f81v.17	1	sshkchdy	54e32e9c1414b20640e9	discard the first washing	DISCARD_WASH	.24	drawn vessel/body/path and active record supply silent arguments; exact card keeps this default; attached mark commits the local instruction	CONTEXT_DEFAULT
PROSE	f81v	f81v.17	1	f81v.17	2	chedy	6f7ff8287eddf4da9fdb	prepare this portion and close it	PREPARE_COMMIT	.44	drawn vessel/body/path and active record supply silent arguments; exact card keeps this default	COMMON_DECK_DEFAULT
PROSE	f81v	f81v.17	1	f81v.17	3	ol	dcda95c81a5460feb191	with the same preparation	RELATION_CONTINUATION	.61	drawn vessel/body/path and active record supply silent arguments; exact card keeps this default	COMMON_DECK_DEFAULT
PROSE	f81v	f81v.17	1	f81v.17	4	shedy	bc4f1f5c006c74a4d26d	leave it set and ready	READY_RESULT	.45	drawn vessel/body/path and active record supply silent arguments; exact card keeps this default; attached mark commits the local instruction	COMMON_DECK_DEFAULT
PROSE	f81v	f81v.17	1	f81v.17	5	qolchedy	28ffbc88b97772a75f1e	carry it through the channel and seal	CHANNEL_TRANSFER	.40	drawn vessel/body/path and active record supply silent arguments; exact card keeps this default; attached mark commits the local instruction	COMMON_DECK_DEFAULT
PROSE	f81v	f81v.17	1	f81v.17	6	qokain	1645e612504fcef59ced	measure the working liquid	LIQUID_MEASURE	.38	drawn vessel/body/path and active record supply silent arguments; exact card keeps this default	COMMON_DECK_DEFAULT
PROSE	f81v	f81v.17	1	f81v.17	7	shckhy	2cc8bb3c2af19607888f	divide it between the paired channels	PAIRED_CHANNEL_ACTION	.34	drawn vessel/body/path and active record supply silent arguments; exact card keeps this default	COMMON_DECK_DEFAULT
PROSE	f81v	f81v.17	1	f81v.17	8	dl	0f18de177ed7c878bf95	through the lower channel	LOWER_CHANNEL	.35	drawn vessel/body/path and active record supply silent arguments; exact card keeps this default	COMMON_DECK_DEFAULT
PROSE	f81v	f81v.17	1	f81v.17	9	ral	4da0f0f7b5fc7ac20067	continue until the liquid clears	CLEAR_GATE	.24	drawn vessel/body/path and active record supply silent arguments; exact card keeps this default	CONTEXT_DEFAULT
PROSE	f81v	f81v.18	1	f81v.18	1	qokchdy	87411f84689b4f93a303	join the indicated channel and seal	JOIN_CHANNEL	.40	drawn vessel/body/path and active record supply silent arguments; exact card keeps this default; attached mark commits the local instruction	COMMON_DECK_DEFAULT
