construction_id	page	construction_level	visible_sequence	default_reading	confidence	composition_rule
f81v:1:f81v.18:F4	f81v	PROSE_FIELD	qokedy	use the standard bath configuration.	0.50	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f81v:1:f81v.18:F5	f81v	PROSE_FIELD	chckhy qoky	warm it gently; bind this addition to the current preparation.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f81v:1:f81v.2:F1	f81v	PROSE_FIELD	qokedy	use the standard bath configuration.	0.50	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f81v:1:f81v.2:F2	f81v	PROSE_FIELD	okaiin kair okal sar ol kain olkain al ol rol dl	take the next entry; open the upper outlet; continue the same prescription; bind this addition to the current preparation; with it; likewise under the same heading; the preparation is ready; hold until the skin is warmed; continue the same prescription; with it; likewise under the same heading; use the usual measure; retain the same proportion.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f81v:1:f81v.21:F1	f81v	PROSE_FIELD	lsho qokey lshedy	mix with clean spring water; immerse the limbs; leave the mixture to settle.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f81v:1:f81v.21:F2	f81v	PROSE_FIELD	lshedy	leave the mixture to settle.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f81v:1:f81v.21:F3	f81v	PROSE_FIELD	chedy qolky lchedal qol otar	bind this addition to the current preparation; transfer to the next basin; the course is complete; with it; likewise under the same heading; immerse the limbs.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f81v:1:f81v.24:F1	f81v	PROSE_FIELD	ytey okchedy	take the prepared bath; end this course after one immersion.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f81v:1:f81v.24:F2	f81v	PROSE_FIELD	qokal okeey qol cheedy	continue the same prescription; warm it gently; with it; likewise under the same heading; let the preparation settle until ready.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f81v:1:f81v.24:F3	f81v	PROSE_FIELD	sal teol dchdy	continue the same prescription; warm it gently; complete the local rinsing.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f81v:1:f81v.24:F4	f81v	PROSE_FIELD	ly	do not let the liquor boil.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f81v:1:f81v.27:F1	f81v	PROSE_FIELD	dsheol oiiin olkeedy	the course is complete; let the liquor return through the side conduit; close the outlet when the basin is full.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f81v:1:f81v.27:F2	f81v	PROSE_FIELD	tedy	let the preparation settle until ready.	0.45	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f81v:1:f81v.27:F3	f81v	PROSE_FIELD	cheky shckhedy	rinse the local part; end this course after one immersion.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f81v:1:f81v.27:F4	f81v	PROSE_FIELD	chal	continue the same prescription.	0.30	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f81v:1:f81v.7:F1	f81v	PROSE_FIELD	olor ol sheckhal daiin qokeedal daiin chckhy schedy	repeat the preceding direction; with it; likewise under the same heading; use the usual measure; in the stated or usual measure; rinse the local part; in the stated or usual measure; warm it gently; finish with the ordinary warm bath.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f81v:1:f81v.7:F2	f81v	PROSE_FIELD	qol	with it; likewise under the same heading.	0.59	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f82r:1:f82r.19:F1	f82r	PROSE_FIELD	okain char okain qokeedy	the preparation is ready; bind this addition to the current preparation; the preparation is ready; use the tempered circulating liquor.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f82r:1:f82r.19:F2	f82r	PROSE_FIELD	lchy	the preparation is ready.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f82r:1:f82r.2:F1	f82r	PROSE_FIELD	dchedy	finish with the ordinary warm bath.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f82r:1:f82r.2:F2	f82r	PROSE_FIELD	qolchedy	finish with the ordinary warm bath.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f82r:1:f82r.2:F3	f82r	PROSE_FIELD	qokain dy qokeedy	the preparation is ready; the current prescribed portion; use the tempered circulating liquor.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f82r:1:f82r.2:F4	f82r	PROSE_FIELD	qokal lcheckhy lched	continue the same prescription; open the upper outlet; transfer to the next basin.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f82r:1:f82r.23:F1	f82r	PROSE_FIELD	cheey qcthey qokeey lcheey daiin chey qokeeedy	use the usual prescribed measure; immerse the limbs; warm it gently; apply before sleep; in the stated or usual measure; the current prescribed portion; retain the prepared liquor for the next washing.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f82r:1:f82r.23:F2	f82r	PROSE_FIELD	lchedy	pour the liquor over the local part.	0.43	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f82r:1:f82r.23:F3	f82r	PROSE_FIELD	lar	keep the body below the marked level.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f82r:1:f82r.26:F1	f82r	PROSE_FIELD	tshey qokeedy	let the liquor return through the side conduit; use the tempered circulating liquor.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f82r:1:f82r.26:F2	f82r	PROSE_FIELD	cheal lchedar ches aiin oteey qokaiin okey	continue the same prescription; seat the patient in the lower basin; retain the same proportion; in the stated or usual measure; retain the same proportion; take the next entry; immerse the limbs.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f82r:1:f82r.27:F1	f82r	PROSE_FIELD	pchedy	close the outlet when the basin is full.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f82r:1:f82r.27:F2	f82r	PROSE_FIELD	rsheal daldy	close the lower outlet; close the outlet when the basin is full.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f82r:1:f82r.27:F3	f82r	PROSE_FIELD	qokeedy	use the tempered circulating liquor.	0.48	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f82r:1:f82r.27:F4	f82r	PROSE_FIELD	rshedy	complete the local rinsing.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f82r:1:f82r.27:F5	f82r	PROSE_FIELD	qoteedy	end this course after one immersion.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f82r:1:f82r.27:F6	f82r	PROSE_FIELD	qokeedy	use the tempered circulating liquor.	0.48	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f82r:1:f82r.27:F7	f82r	PROSE_FIELD	lochedy	seal the vessel after straining.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f82r:1:f82r.3:F1	f82r	PROSE_FIELD	qokeey lcheckhedy	warm it gently; end this course after one immersion.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f82r:1:f82r.3:F2	f82r	PROSE_FIELD	qokaly solkaiin chckhy qokaiin	seat the patient in the lower basin; seat the patient in the lower basin; warm it gently; take the next entry.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f82r:1:f82r.4:F1	f82r	PROSE_FIELD	qokaiin octheol chkeey ldy	take the next entry; close the lower outlet; open the upper outlet; hold the usual measure until ready.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f82r:1:f82r.4:F2	f82r	PROSE_FIELD	oteey qokal sheckhy qoky	retain the same proportion; continue the same prescription; transfer to the next basin; bind this addition to the current preparation.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f82r:1:f82r.7:F1	f82r	PROSE_FIELD	dshedy	hold the usual measure until ready.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f82r:1:f82r.7:F2	f82r	PROSE_FIELD	sotaiin qokar shedy	apply before sleep; open the upper outlet; let the preparation settle until ready.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f82r:1:f82r.7:F3	f82r	PROSE_FIELD	solshedy	seal the vessel after straining.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f82r:1:f82r.7:F4	f82r	PROSE_FIELD	qokeey qoky ls cheey	warm it gently; bind this addition to the current preparation; open the upper outlet; use the usual prescribed measure.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f83r:1:f83r.11:F1	f83r	PROSE_FIELD	sor shedy	use the usual prescribed measure; let the preparation settle until ready.	0.30	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f83r:1:f83r.11:F2	f83r	PROSE_FIELD	qokaiin chkain shcthey qokedy	take the next entry; the preparation is ready; immerse the limbs; use the standard bath configuration.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f83r:1:f83r.11:F3	f83r	PROSE_FIELD	okair sheedy	rinse the local part; retain the prepared liquor for the next washing.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f83r:1:f83r.11:F4	f83r	PROSE_FIELD	lchedy	pour the liquor over the local part.	0.43	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f83r:1:f83r.11:F5	f83r	PROSE_FIELD	lo	admit warm water through the upper channel.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f83r:1:f83r.14:F1	f83r	PROSE_FIELD	qokchedy	end this course after one immersion.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f83r:1:f83r.14:F2	f83r	PROSE_FIELD	qokeedy	use the tempered circulating liquor.	0.48	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f83r:1:f83r.14:F3	f83r	PROSE_FIELD	shedy	let the preparation settle until ready.	0.45	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f83r:1:f83r.14:F4	f83r	PROSE_FIELD	qokshedy	retain the prepared liquor for the next washing.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f83r:1:f83r.14:F5	f83r	PROSE_FIELD	dal lchedy	continue the same prescription; pour the liquor over the local part.	0.30	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f83r:1:f83r.14:F6	f83r	PROSE_FIELD	qokaiin shcthy dal sy	take the next entry; prepared and ready for use; continue the same prescription; the current prescribed portion.	0.30	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f83r:1:f83r.15:F1	f83r	PROSE_FIELD	saiin shedal shecthy chey tal shcthy dalchdy	in the stated or usual measure; take the prepared bath; the course is complete; the current prescribed portion; continue the same prescription; prepared and ready for use; complete the local rinsing.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f83r:1:f83r.15:F2	f83r	PROSE_FIELD	qotchedy	seal the vessel after straining.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f83r:1:f83r.15:F3	f83r	PROSE_FIELD	lchedy	pour the liquor over the local part.	0.43	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f83r:1:f83r.16:F1	f83r	PROSE_FIELD	tchedy	finish with the ordinary warm bath.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f83r:1:f83r.16:F2	f83r	PROSE_FIELD	qokchdy	seal the vessel after straining.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f83r:1:f83r.16:F3	f83r	PROSE_FIELD	cheedar chldaiin chedy qokain checthy chealror	retain the same proportion; seat the patient in the lower basin; bind this addition to the current preparation; the preparation is ready; prepared and ready for use; pour the herbal liquor over the affected part.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f83r:1:f83r.20:F1	f83r	PROSE_FIELD	solkeedy	close the outlet when the basin is full.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f83r:1:f83r.20:F2	f83r	PROSE_FIELD	qoteedy	end this course after one immersion.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f83r:1:f83r.20:F3	f83r	PROSE_FIELD	qokeey qokedy	warm it gently; use the standard bath configuration.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f83r:1:f83r.20:F4	f83r	PROSE_FIELD	sol cheeety qokedy	with it; likewise under the same heading; keep the body below the marked level; use the standard bath configuration.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f83r:1:f83r.20:F5	f83r	PROSE_FIELD	qoky saiin	bind this addition to the current preparation; in the stated or usual measure.	0.30	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f83r:1:f83r.22:F1	f83r	PROSE_FIELD	schedair otchedy	apply before sleep; seal the vessel after straining.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f83r:1:f83r.22:F2	f83r	PROSE_FIELD	qokeedy	use the tempered circulating liquor.	0.48	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f83r:1:f83r.22:F3	f83r	PROSE_FIELD	chedain chedy qotedaiin otaiin otedy	immerse the limbs; bind this addition to the current preparation; use for the person shown; apply before sleep; finish with the ordinary warm bath.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f83r:1:f83r.22:F4	f83r	PROSE_FIELD	ldy	hold the usual measure until ready.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f83r:1:f83r.24:F1	f83r	PROSE_FIELD	soiiin checthy chety otaiin olsaly shedy	let the liquor return through the side conduit; prepared and ready for use; continue the same prescription; apply before sleep; immerse the limbs; let the preparation settle until ready.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f83r:1:f83r.3:F1	f83r	PROSE_FIELD	olkeedy	close the outlet when the basin is full.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f83r:1:f83r.3:F2	f83r	PROSE_FIELD	qotal chkeedy	admit warm water through the upper channel; complete the local rinsing.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f83r:1:f83r.3:F3	f83r	PROSE_FIELD	chey daiin chey lchedy	the current prescribed portion; in the stated or usual measure; the current prescribed portion; pour the liquor over the local part.	0.43	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f83r:1:f83r.3:F4	f83r	PROSE_FIELD	qokaiin qotal dar	take the next entry; admit warm water through the upper channel; bind this addition to the current preparation.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f83r:1:f83r.6:F1	f83r	PROSE_FIELD	schedy	finish with the ordinary warm bath.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f83r:1:f83r.6:F2	f83r	PROSE_FIELD	chedchy qokal olchedy	let the liquor return through the side conduit; continue the same prescription; finish with the ordinary warm bath.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f83r:1:f83r.6:F3	f83r	PROSE_FIELD	qokaiin chedy qokeedy	take the next entry; bind this addition to the current preparation; use the tempered circulating liquor.	0.30	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f83r:1:f83r.6:F4	f83r	PROSE_FIELD	lchedy	pour the liquor over the local part.	0.43	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f83r:1:f83r.6:F5	f83r	PROSE_FIELD	qoky	bind this addition to the current preparation.	0.30	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f83r:1:f83r.8:F1	f83r	PROSE_FIELD	pchedal otedy	close the lower outlet; finish with the ordinary warm bath.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f83r:1:f83r.8:F2	f83r	PROSE_FIELD	shecthedchy qoky chedy chary	close the lower outlet; bind this addition to the current preparation; bind this addition to the current preparation; do not let the liquor boil.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f83r:2:f83r.25:F1	f83r	PROSE_FIELD	qokeedy	use the tempered circulating liquor.	0.48	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f83r:2:f83r.25:F2	f83r	PROSE_FIELD	qolchey qokeey qokedy	use the usual measure; warm it gently; use the standard bath configuration.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f83r:2:f83r.25:F3	f83r	PROSE_FIELD	chedy otal	bind this addition to the current preparation; admit warm water through the upper channel.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f83r:2:f83r.26:F1	f83r	PROSE_FIELD	otchey qokeey qoky tol shedy	continue the same prescription; warm it gently; bind this addition to the current preparation; with it; likewise under the same heading; let the preparation settle until ready.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f83r:2:f83r.26:F2	f83r	PROSE_FIELD	qokylddy	seal the vessel after straining.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f83r:2:f83r.27:F1	f83r	PROSE_FIELD	dain chedy qokeedy	keep the body below the marked level; bind this addition to the current preparation; use the tempered circulating liquor.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f83r:2:f83r.27:F2	f83r	PROSE_FIELD	shckhedy	end this course after one immersion.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f83r:2:f83r.27:F3	f83r	PROSE_FIELD	shckhedy	end this course after one immersion.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f83r:2:f83r.28:F1	f83r	PROSE_FIELD	saiin cheeky sheey qokedy	in the stated or usual measure; repeat the preceding direction; seat the patient in the lower basin; use the standard bath configuration.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f83r:2:f83r.28:F2	f83r	PROSE_FIELD	shedy	let the preparation settle until ready.	0.45	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f83r:2:f83r.28:F3	f83r	PROSE_FIELD	oldy	use the usual prescribed measure.	0.30	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f83r:2:f83r.35:F1	f83r	PROSE_FIELD	saiin cheky okeeol okain chdy	in the stated or usual measure; rinse the local part; seat the patient in the lower basin; the preparation is ready; bind this addition to the current preparation.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f83r:2:f83r.37:F1	f83r	PROSE_FIELD	sol lkedy	with it; likewise under the same heading; hold the usual measure until ready.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f83r:2:f83r.37:F2	f83r	PROSE_FIELD	lchedy	pour the liquor over the local part.	0.43	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f83r:2:f83r.37:F3	f83r	PROSE_FIELD	qokol shedy	allow it to cool; let the preparation settle until ready.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f83r:2:f83r.38:F1	f83r	PROSE_FIELD	or chey qockhey dairydy	use the usual prescribed measure; the current prescribed portion; close the lower outlet; close the outlet when the basin is full.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f83r:2:f83r.39:F1	f83r	PROSE_FIELD	qokain shey kain chckhal	the preparation is ready; use the usual prescribed measure; the preparation is ready; allow it to cool.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f83r:2:f83r.41:F1	f83r	PROSE_FIELD	solkey lchedy	mix with clean spring water; pour the liquor over the local part.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f83r:2:f83r.41:F2	f83r	PROSE_FIELD	qolkain dal	hold until the skin is warmed; continue the same prescription.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f83r:2:f83r.44:F1	f83r	PROSE_FIELD	skar shedy	repeat the washing; let the preparation settle until ready.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f83r:3:f83r.47:F1	f83r	PROSE_FIELD	otchdy	end this course after one immersion.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f83r:3:f83r.47:F2	f83r	PROSE_FIELD	qokchdy	seal the vessel after straining.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f83r:3:f83r.47:F3	f83r	PROSE_FIELD	shedal	take the prepared bath.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f83r:3:f83r.48:F1	f83r	PROSE_FIELD	dal cheol lol chdal aiin	continue the same prescription; with it; likewise under the same heading; add the strained herbal liquor; use for the person shown; in the stated or usual measure.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f83r:3:f83r.49:F1	f83r	PROSE_FIELD	sol daiiin chedy	with it; likewise under the same heading; the preparation is ready; bind this addition to the current preparation.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f83r:4:f83r.52:F1	f83r	PROSE_FIELD	solkeey qekey raly ol	allow it to cool; repeat the washing; apply before sleep; with it; likewise under the same heading.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f83r:4:f83r.54:F1	f83r	PROSE_FIELD	daiin ol dain chey ldalor	in the stated or usual measure; with it; likewise under the same heading; keep the body below the marked level; the current prescribed portion; apply before sleep.	0.20	ordered exact-card meanings; omitted subject supplied by picture/current prescription
f10r:RECORD:1	f10r	PROSE_RECORD_ACROSS_PHYSICAL_LINES	dchey cthoor char chty os chair otytchol oky daiin etyd qokchy qotchol chol cthy	thrives in damp shaded ground; strain the resulting liquor; bind this addition to the current preparation; continue the same prescription; strain the resulting liquor; it opens an obstruction; the pictured medicinal simple; bind this addition to the current preparation; in the stated or usual measure; keep the herb after drying; drink one small cup; the seed is less strong; with it; likewise under the same heading; prepared and ready for use.	0.18	record continuity outranks physical line endings
