page	locus	surface_sequence	complete_default_reading	event_count	continuity_note
f67r2	f67r2.2	ykecho ols eesydy	zodiac division 2: Taurus; its ruling quality; its application rule	3	Physical end is reflow only unless the final group carries a local close.
f67r2	f67r2.20	chocfhy saral	then proceed; the favourable condition	2	Physical end is reflow only unless the final group carries a local close.
f67r2	f67r2.21	sain am ar	the favourable condition; the adverse condition; as written above	3	Physical end is reflow only unless the final group carries a local close.
f67r2	f67r2.22	okal	sevenfold governor 2: Jupiter	1	Physical end is reflow only unless the final group carries a local close.
f67r2	f67r2.23	oparchy salsain	as written above; choose	2	Physical end is reflow only unless the final group carries a local close.
f67r2	f67r2.24	sodar ofar ar	choose; the governing influence; for this division	3	Physical end is reflow only unless the final group carries a local close.
f67r2	f67r2.25	ydam	the governing influence	1	Physical end is reflow only unless the final group carries a local close.
f67r2	f67r2.26	yteoor yto ykor	for this division; when the Moon enters; use the indicated remedy	3	Physical end is reflow only unless the final group carries a local close.
f67r2	f67r2.27	okeo r aiin am	when the Moon enters; use the indicated remedy; avoid bleeding; favour washing	4	Physical end is reflow only unless the final group carries a local close.
f67r2	f67r2.28	okain am	sevenfold governor 3: Mars; sevenfold governor 3: Mars	2	Physical end is reflow only unless the final group carries a local close.
f67r2	f67r2.29	ytody saiin	avoid bleeding; favour washing	2	Physical end is reflow only unless the final group carries a local close.
f67r2	f67r2.3	ey shs okar	zodiac division 3: Gemini; its ruling quality; its application rule	3	Physical end is reflow only unless the final group carries a local close.
f67r2	f67r2.30	ochol olol	favour washing; favour purging	2	Physical end is reflow only unless the final group carries a local close.
f67r2	f67r2.31	opcholdy	sevenfold governor 4: Sun	1	Physical end is reflow only unless the final group carries a local close.
f67r2	f67r2.32	dosar odas air alaiin	apply while warm; wait until the next station; with the usual measure; under the same governor	4	Physical end is reflow only unless the final group carries a local close.
f67r2	f67r2.33	dokan oear odal	wait until the next station; with the usual measure; under the same governor	3	Physical end is reflow only unless the final group carries a local close.
f67r2	f67r2.34	ofar oeoldan	sevenfold governor 5: Venus; sevenfold governor 5: Venus	2	Physical end is reflow only unless the final group carries a local close.
f67r2	f67r2.35	chol giin okol	under the same governor; at night; in the morning	3	Physical end is reflow only unless the final group carries a local close.
f67r2	f67r2.36	ytor daiin or	at night; in the morning; for the sick person	3	Physical end is reflow only unless the final group carries a local close.
f67r2	f67r2.37	ytoaiin	sevenfold governor 6: Mercury	1	Physical end is reflow only unless the final group carries a local close.
f67r2	f67r2.38	otoldos octhole	for the sick person; at the affected place	2	Physical end is reflow only unless the final group carries a local close.
f67r2	f67r2.39	sor chedaiin dy	at the affected place; repeat once; do not overheat	3	Physical end is reflow only unless the final group carries a local close.
f67r2	f67r2.4	shekchy sykos	zodiac division 4: Cancer; its ruling quality	2	Physical end is reflow only unless the final group carries a local close.
f67r2	f67r2.40	yteos oiin og	repeat once; do not overheat; let it settle	3	Physical end is reflow only unless the final group carries a local close.
f67r2	f67r2.41	ytoeopchey chekody	do not overheat; let it settle	2	Physical end is reflow only unless the final group carries a local close.
f67r2	f67r2.42	sosho chos ockhy	let it settle; then proceed; the favourable condition	3	Physical end is reflow only unless the final group carries a local close.
f67r2	f67r2.43	daiin aiin os qsg	then proceed; the favourable condition; the adverse condition; as written above	4	Physical end is reflow only unless the final group carries a local close.
f67r2	f67r2.44	ofydy sheody aiin	the favourable condition; the adverse condition; as written above	3	Physical end is reflow only unless the final group carries a local close.
f67r2	f67r2.45	ycheody es odaiiin	the adverse condition; as written above; choose	3	Physical end is reflow only unless the final group carries a local close.
f67r2	f67r2.46	yekees oraly	as written above; choose	2	Physical end is reflow only unless the final group carries a local close.
f67r2	f67r2.47	yfain	sevenfold governor 7: Moon	1	Physical end is reflow only unless the final group carries a local close.
f67r2	f67r2.48	todaiin dain dy	the governing influence; for this division; when the Moon enters	3	Physical end is reflow only unless the final group carries a local close.
f67r2	f67r2.49	os choer aiin	for this division; when the Moon enters; use the indicated remedy	3	Physical end is reflow only unless the final group carries a local close.
f67r2	f67r2.5	ykeody okchy	zodiac division 5: Leo; its ruling quality	2	Physical end is reflow only unless the final group carries a local close.
f67r2	f67r2.50	choeea sal	when the Moon enters; use the indicated remedy	2	Physical end is reflow only unless the final group carries a local close.
f67r2	f67r2.51	dadaiin	use the indicated remedy	1	Physical end is reflow only unless the final group carries a local close.
f67r2	f67r2.52	qotoear	house 1: life and body	1	Physical end is reflow only unless the final group carries a local close.
f67r2	f67r2.53	dchdar	house 2: goods and wealth	1	Physical end is reflow only unless the final group carries a local close.
f67r2	f67r2.54	y saldal	house 3: siblings and messages; its permitted application	2	Physical end is reflow only unless the final group carries a local close.
f67r2	f67r2.55	ytodal	house 4: home and land	1	Physical end is reflow only unless the final group carries a local close.
f67r2	f67r2.56	tol daiin	house 5: children and pleasure; its permitted application	2	Physical end is reflow only unless the final group carries a local close.
f67r2	f67r2.57	otar dy	house 6: illness and service; its permitted application	2	Physical end is reflow only unless the final group carries a local close.
f67r2	f67r2.58	cho dal g	house 7: marriage and partners; its permitted application; its warning	3	Physical end is reflow only unless the final group carries a local close.
f67r2	f67r2.59	ytchodly	house 8: death and inheritance	1	Physical end is reflow only unless the final group carries a local close.
f67r2	f67r2.6	dchetay	zodiac division 6: Virgo	1	Physical end is reflow only unless the final group carries a local close.
f67r2	f67r2.60	octhys	house 9: journeys and learning	1	Physical end is reflow only unless the final group carries a local close.
f67r2	f67r2.61	ytokar	house 10: office and dignity	1	Physical end is reflow only unless the final group carries a local close.
f67r2	f67r2.62	otolor	house 11: friends and aid	1	Physical end is reflow only unless the final group carries a local close.
f67r2	f67r2.63	okodar	house 12: confinement and hidden enemies	1	Physical end is reflow only unless the final group carries a local close.
f67r2	f67r2.64	s air	central condition sector 1: hot and dry; central condition sector 1: hot and dry	2	Physical end is reflow only unless the final group carries a local close.
f67r2	f67r2.65	soear	central condition sector 2: warm and dry	1	Physical end is reflow only unless the final group carries a local close.
f67r2	f67r2.66	cpheey	central condition sector 3: warm and moist	1	Physical end is reflow only unless the final group carries a local close.
f67r2	f67r2.67	okodar	central condition sector 4: hot and moist	1	Physical end is reflow only unless the final group carries a local close.
f67r2	f67r2.68	oepchod	central condition sector 5: cold and moist	1	Physical end is reflow only unless the final group carries a local close.
f67r2	f67r2.69	s ay	central condition sector 6: cool and moist; central condition sector 6: cool and moist	2	Physical end is reflow only unless the final group carries a local close.
f67r2	f67r2.7	ykchy kchey ykchys	zodiac division 7: Libra; its ruling quality; its application rule	3	Physical end is reflow only unless the final group carries a local close.
f67r2	f67r2.70	osar	central condition sector 7: cool and dry	1	Physical end is reflow only unless the final group carries a local close.
f67r2	f67r2.71	oran	central condition sector 8: cold and dry	1	Physical end is reflow only unless the final group carries a local close.
f67r2	f67r2.72	dar aldaiin ydaiin qkoy ydaiin qofair ypair ykoaiin ydoly ytalchos oly okey	for this division; when the Moon enters; use the indicated remedy; avoid bleeding; favour washing; favour purging; apply while warm; wait until the next station; with the usual measure; under the same governor; at night; in the morning	12	Physical end is reflow only unless the final group carries a local close.
f67r2	f67r2.73	sshey sy shees qeykeey ykchey ykchey qokeochy oaiin okol ar olar	when the Moon enters; use the indicated remedy; avoid bleeding; favour washing; favour purging; apply while warm; wait until the next station; with the usual measure; under the same governor; at night; in the morning	11	Physical end is reflow only unless the final group carries a local close.
f67r2	f67r2.74	yshey qokeeody cheos oeeos qockhy chos aiin okeeody qokoaiin odain ar air ay	use the indicated remedy; avoid bleeding; favour washing; favour purging; apply while warm; wait until the next station; with the usual measure; under the same governor; at night; in the morning; for the sick person; at the affected place; repeat once	13	Physical end is reflow only unless the final group carries a local close.
f67r2	f67r2.8	chkchdar	zodiac division 8: Scorpio	1	Physical end is reflow only unless the final group carries a local close.
f67r2	f67r2.9	ykar ykaly	zodiac division 9: Sagittarius; its ruling quality	2	Physical end is reflow only unless the final group carries a local close.
f68r1	f68r1.1	shokchy chteey choteey cphol cheor opcheeol otor choctheeey okchoal	identify; the lunar station; by its drawn place; and consult its rule; without changing the catalogue order; identify; the lunar station; by its drawn place; and consult its rule	9	Physical end is reflow only unless the final group carries a local close.
f68r1	f68r1.10	otcheody	noncentral lunar station at source locus f68r1.10	1	Physical end is reflow only unless the final group carries a local close.
f68r1	f68r1.11	okoaly	noncentral lunar station at source locus f68r1.11	1	Physical end is reflow only unless the final group carries a local close.
f68r1	f68r1.12	chocfhy	noncentral lunar station at source locus f68r1.12	1	Physical end is reflow only unless the final group carries a local close.
f68r1	f68r1.13	octhey	noncentral lunar station at source locus f68r1.13	1	Physical end is reflow only unless the final group carries a local close.
f68r1	f68r1.14	otshey	noncentral lunar station at source locus f68r1.14	1	Physical end is reflow only unless the final group carries a local close.
f68r1	f68r1.15	otydy	noncentral lunar station at source locus f68r1.15	1	Physical end is reflow only unless the final group carries a local close.
f68r1	f68r1.16	okear	noncentral lunar station at source locus f68r1.16	1	Physical end is reflow only unless the final group carries a local close.
f68r1	f68r1.17	cphocthy	noncentral lunar station at source locus f68r1.17	1	Physical end is reflow only unless the final group carries a local close.
f68r1	f68r1.18	ytchody	noncentral lunar station at source locus f68r1.18	1	Physical end is reflow only unless the final group carries a local close.
f68r1	f68r1.19	otys	noncentral lunar station at source locus f68r1.19	1	Physical end is reflow only unless the final group carries a local close.
f68r1	f68r1.2	tochso otchl qokeeedy cheey cheeteey yteody chpor cheokorchey chod	the lunar station; by its drawn place; and consult its rule; without changing the catalogue order; identify; the lunar station; by its drawn place; and consult its rule; without changing the catalogue order	9	Physical end is reflow only unless the final group carries a local close.
f68r1	f68r1.20	olor	noncentral lunar station at source locus f68r1.20	1	Physical end is reflow only unless the final group carries a local close.
f68r1	f68r1.21	ockhy	noncentral lunar station at source locus f68r1.21	1	Physical end is reflow only unless the final group carries a local close.
f68r1	f68r1.22	ofcheor	noncentral lunar station at source locus f68r1.22	1	Physical end is reflow only unless the final group carries a local close.
f68r1	f68r1.23	otchdy	noncentral lunar station at source locus f68r1.23	1	Physical end is reflow only unless the final group carries a local close.
f68r1	f68r1.24	otykchs	noncentral lunar station at source locus f68r1.24	1	Physical end is reflow only unless the final group carries a local close.
f68r1	f68r1.25	otol	noncentral lunar station at source locus f68r1.25	1	Physical end is reflow only unless the final group carries a local close.
f68r1	f68r1.26	otor	noncentral lunar station at source locus f68r1.26	1	Physical end is reflow only unless the final group carries a local close.
f68r1	f68r1.27	oiinar	noncentral lunar station at source locus f68r1.27	1	Physical end is reflow only unless the final group carries a local close.
f68r1	f68r1.28	okoldy	noncentral lunar station at source locus f68r1.28	1	Physical end is reflow only unless the final group carries a local close.
f68r1	f68r1.29	ykchdy	noncentral lunar station at source locus f68r1.29	1	Physical end is reflow only unless the final group carries a local close.
f68r1	f68r1.3	ykor shey qocheey chokal okeey ror eckhear daram	by its drawn place; and consult its rule; without changing the catalogue order; identify; the lunar station; by its drawn place; and consult its rule; without changing the catalogue order	8	Physical end is reflow only unless the final group carries a local close.
f68r1	f68r1.30	oeeody	noncentral lunar station at source locus f68r1.30	1	Physical end is reflow only unless the final group carries a local close.
f68r1	f68r1.31	ocphy	noncentral lunar station at source locus f68r1.31	1	Physical end is reflow only unless the final group carries a local close.
f68r1	f68r1.32	okeeodal	noncentral lunar station at source locus f68r1.32	1	Physical end is reflow only unless the final group carries a local close.
f68r1	f68r1.33	okshor	noncentral lunar station at source locus f68r1.33	1	Physical end is reflow only unless the final group carries a local close.
f68r1	f68r1.34	osdaiin	noncentral lunar station at source locus f68r1.34	1	Physical end is reflow only unless the final group carries a local close.
f68r1	f68r1.35	otochedy	noncentral lunar station at source locus f68r1.35	1	Physical end is reflow only unless the final group carries a local close.
f68r1	f68r1.36	dolchedy	noncentral lunar station at source locus f68r1.36	1	Physical end is reflow only unless the final group carries a local close.
f68r1	f68r1.37	oky okchdy okardy qear oygy	the Moon; governs; the whole circuit; of twenty-eight; lunar stations	5	Physical end is reflow only unless the final group carries a local close.
f68r1	f68r1.4	dchor okaiiin	and consult its rule; without changing the catalogue order	2	Physical end is reflow only unless the final group carries a local close.
f68r1	f68r1.5	yky	without changing the catalogue order	1	Physical end is reflow only unless the final group carries a local close.
f68r1	f68r1.6	dary	identify	1	Physical end is reflow only unless the final group carries a local close.
f68r1	f68r1.7	chkchykoly	the lunar station	1	Physical end is reflow only unless the final group carries a local close.
f68r1	f68r1.8	okodaly	the Moon governing the twenty-eight stations	1	Physical end is reflow only unless the final group carries a local close.
f68r1	f68r1.9	odchecthy	noncentral lunar station at source locus f68r1.9	1	Physical end is reflow only unless the final group carries a local close.
f69v	f69v.1	dair cheyky otaza sar ar chykar okoirsh ar chetody okeeos o tey otokeeey okeeody okeey doiir teeo y chey ot y okedy chsdy okeod y dy choaiin okar okar chol chees yto odair oty oteeo dar o eykeody dchor char	apply the remedy; if adverse, withhold it; keep the usual measure; continue to the next station; repeat only once; close the consultation; when the Moon reaches the station; inspect the pictured schedule; if the condition is favourable; apply the remedy; if adverse, withhold it; keep the usual measure; continue to the next station; repeat only once; close the consultation; when the Moon reaches the station; inspect the pictured schedule; if the condition is favourable; apply the remedy; if adverse, withhold it; keep the usual measure; continue to the next station; repeat only once; close the consultation; when the Moon reaches the station; inspect the pictured schedule; if the condition is favourable; apply the remedy; if adverse, withhold it; keep the usual measure; continue to the next station; repeat only once; close the consultation; when the Moon reaches the station; inspect the pictured schedule; if the condition is favourable; apply the remedy; if adverse, withhold it; keep the usual measure; continue to the next station	40	Physical end is reflow only unless the final group carries a local close.
f69v	f69v.10	ytody	schedule station 7: favour the named application	1	Physical end is reflow only unless the final group carries a local close.
f69v	f69v.11	okody	schedule station 8: withhold the named application	1	Physical end is reflow only unless the final group carries a local close.
f69v	f69v.12	otody	schedule station 9: favour the named application	1	Physical end is reflow only unless the final group carries a local close.
f69v	f69v.13	okeal	schedule station 10: withhold the named application	1	Physical end is reflow only unless the final group carries a local close.
f69v	f69v.14	okeod	schedule station 11: favour the named application	1	Physical end is reflow only unless the final group carries a local close.
f69v	f69v.15	oteeys	schedule station 12: withhold the named application	1	Physical end is reflow only unless the final group carries a local close.
f69v	f69v.16	oteol	schedule station 13: favour the named application	1	Physical end is reflow only unless the final group carries a local close.
f69v	f69v.17	ykeydy	schedule station 14: withhold the named application	1	Physical end is reflow only unless the final group carries a local close.
f69v	f69v.18	okeod	schedule station 15: favour the named application	1	Physical end is reflow only unless the final group carries a local close.
f69v	f69v.19	saral	schedule station 16: withhold the named application	1	Physical end is reflow only unless the final group carries a local close.
f69v	f69v.2	yka chol ykar dal ykady iokeeor cheey choly ykeeal cheo oaram ockhy sheey aiin y daiial cheody cheal yetey chear y dy ykey ch y dy chol ykar ol y ykeeody chey dal ody airchy choky ychey chey	continue to the next station; repeat only once; close the consultation; when the Moon reaches the station; inspect the pictured schedule; if the condition is favourable; apply the remedy; if adverse, withhold it; keep the usual measure; continue to the next station; repeat only once; close the consultation; when the Moon reaches the station; inspect the pictured schedule; if the condition is favourable; apply the remedy; if adverse, withhold it; keep the usual measure; continue to the next station; repeat only once; close the consultation; when the Moon reaches the station; inspect the pictured schedule; if the condition is favourable; apply the remedy; if adverse, withhold it; keep the usual measure; continue to the next station; repeat only once; close the consultation; when the Moon reaches the station; inspect the pictured schedule; if the condition is favourable; apply the remedy; if adverse, withhold it; keep the usual measure; continue to the next station; repeat only once	38	Physical end is reflow only unless the final group carries a local close.
f69v	f69v.20	saiir	schedule station 17: favour the named application	1	Physical end is reflow only unless the final group carries a local close.
f69v	f69v.21	okolar	schedule station 18: withhold the named application	1	Physical end is reflow only unless the final group carries a local close.
f69v	f69v.22	ykeody	schedule station 19: favour the named application	1	Physical end is reflow only unless the final group carries a local close.
f69v	f69v.23	sarydy	schedule station 20: withhold the named application	1	Physical end is reflow only unless the final group carries a local close.
f69v	f69v.24	otchy	schedule station 21: favour the named application	1	Physical end is reflow only unless the final group carries a local close.
f69v	f69v.25	okeey dy	schedule station 22: withhold the named application; repeat the station rule	2	Physical end is reflow only unless the final group carries a local close.
f69v	f69v.26	okey d	schedule station 23: favour the named application; repeat the station rule	2	Physical end is reflow only unless the final group carries a local close.
f69v	f69v.27	okeod	schedule station 24: withhold the named application	1	Physical end is reflow only unless the final group carries a local close.
f69v	f69v.28	okodchy	schedule station 25: favour the named application	1	Physical end is reflow only unless the final group carries a local close.
f69v	f69v.29	okeody	schedule station 26: withhold the named application	1	Physical end is reflow only unless the final group carries a local close.
f69v	f69v.3	doair otaldal dair chdy otoar ar chy qoteor cho qotair chda oteeal cheor ar air oteody ytyd a dchy otoly okeodal oteoarar cheteeser dair chey okody dal oteey oteey	when the Moon reaches the station; inspect the pictured schedule; if the condition is favourable; apply the remedy; if adverse, withhold it; keep the usual measure; continue to the next station; repeat only once; close the consultation; when the Moon reaches the station; inspect the pictured schedule; if the condition is favourable; apply the remedy; if adverse, withhold it; keep the usual measure; continue to the next station; repeat only once; close the consultation; when the Moon reaches the station; inspect the pictured schedule; if the condition is favourable; apply the remedy; if adverse, withhold it; keep the usual measure; continue to the next station; repeat only once; close the consultation; when the Moon reaches the station; inspect the pictured schedule	29	Physical end is reflow only unless the final group carries a local close.
f69v	f69v.30	okcheys	schedule station 27: favour the named application	1	Physical end is reflow only unless the final group carries a local close.
f69v	f69v.31	oar alys	schedule station 28: withhold the named application; repeat the station rule	2	Physical end is reflow only unless the final group carries a local close.
f69v	f69v.4	okeey sar	schedule station 1: favour the named application; repeat the station rule	2	Physical end is reflow only unless the final group carries a local close.
f69v	f69v.5	okeo dy	schedule station 2: withhold the named application; repeat the station rule	2	Physical end is reflow only unless the final group carries a local close.
f69v	f69v.6	ochoyk	schedule station 3: favour the named application	1	Physical end is reflow only unless the final group carries a local close.
f69v	f69v.7	ykeey	schedule station 4: withhold the named application	1	Physical end is reflow only unless the final group carries a local close.
f69v	f69v.8	ytory	schedule station 5: favour the named application	1	Physical end is reflow only unless the final group carries a local close.
f69v	f69v.9	oeesy	schedule station 6: withhold the named application	1	Physical end is reflow only unless the final group carries a local close.
f81v	f81v.17	sshkchdy chedy ol shedy qolchedy qokain shckhy dl ral	keep it warm; close the rubric; mix until even; with it; likewise under the same heading; set ready in the usual manner; close the rubric; retain the combined mixture; close the rubric; then put it in; through the joined channels; the prepared oil; and let it cool	9	Physical end is reflow only unless the final group carries a local close.
f81v	f81v.18	qokchdy chey ol cheky ol shedy qokedy qokedy chckhy qoky	heat once; close the rubric; this portion; with it; likewise under the same heading; at gentle heat; with it; likewise under the same heading; set ready in the usual manner; close the rubric; rinse or pour over the local place; close the rubric; rinse or pour over the local place; close the rubric; through the joined channels; use the lesser portion	10	Physical end is reflow only unless the final group carries a local close.
f81v	f81v.2	qokedy okaiin kair okal sar ol kain olkain al ol rol dl	rinse or pour over the local place; close the rubric; take up the next entry; the returning flow; combine the two portions; of the same; with it; likewise under the same heading; one measured share; the lower basin; at the indicated place; with it; likewise under the same heading; before it cools; the prepared oil	12	Physical end is reflow only unless the final group carries a local close.
f81v	f81v.21	lsho qokey lshedy lshedy chedy qolky lchedal qol otar	begin the rinsing; warm water; wash twice; close the rubric; wash twice; close the rubric; mix until even; the affected place; the lower basin; with it; likewise under the same heading; then use the lower outlet	9	Physical end is reflow only unless the final group carries a local close.
f81v	f81v.24	ytey okchedy qokal okeey qol cheedy sal teol dchdy ly	then fill the vessel; let it cool; close the rubric; combine the two portions; keep gently warmed; with it; likewise under the same heading; set ready in the usual manner; close the rubric; at the indicated place; the first opening; strain it clear; close the rubric; then fill the vessel	10	Physical end is reflow only unless the final group carries a local close.
f81v	f81v.27	dsheol oiiin olkeedy tedy cheky shckhedy chal	apply at the marked place; until clear; let it settle; close the rubric; set ready in the usual manner; close the rubric; at gentle heat; strain completely; close the rubric; at the indicated place	7	Physical end is reflow only unless the final group carries a local close.
f81v	f81v.7	olor ol sheckhal daiin qokeedal daiin chckhy schedy qol	from the foregoing batch; with it; likewise under the same heading; a moderate quantity; in the stated or usual measure; the immersed part; in the stated or usual measure; through the joined channels; finish this application; close the rubric; with it; likewise under the same heading	9	Physical end is reflow only unless the final group carries a local close.
f82r	f82r.19	okain char okain qokeedy lchy	then put it in; of the same; then put it in; use the tempered warm medium; close the rubric; draw off the clear liquid	5	Physical end is reflow only unless the final group carries a local close.
f82r	f82r.2	dchedy qolchedy qokain dy qokeedy qokal lcheckhy lched	finish this application; close the rubric; retain the combined mixture; close the rubric; then put it in; this portion; use the tempered warm medium; close the rubric; combine the two portions; the second opening; and proceed to the next basin	8	Physical end is reflow only unless the final group carries a local close.
f82r	f82r.23	cheey qcthey qokeey lcheey daiin chey qokeeedy lchedy lar	until it becomes clear; under the same setting; keep gently warmed; the immersed part; in the stated or usual measure; this portion; immerse fully; close the rubric; leave at the ordinary base setting; close the rubric; close the lower outlet	9	Physical end is reflow only unless the final group carries a local close.
f82r	f82r.26	tshey qokeedy cheal lchedar ches aiin oteey qokaiin okey	begin the rinsing; use the tempered warm medium; close the rubric; at the indicated place; cool water; in equal portions; in the stated or usual measure; the prepared oil; take up the next entry; warm water	9	Physical end is reflow only unless the final group carries a local close.
f82r	f82r.27	pchedy rsheal daldy qokeedy rshedy qoteedy qokeedy lochedy	draw it off; close the rubric; pour in the warmed water; repeat at the second opening; close the rubric; use the tempered warm medium; close the rubric; drink the stated portion; close the rubric; bind upon the place; close the rubric; use the tempered warm medium; close the rubric; mix in equal shares; close the rubric	8	Physical end is reflow only unless the final group carries a local close.
f82r	f82r.3	qokeey lcheckhedy qokaly solkaiin chckhy qokaiin	keep gently warmed; strain it clear; close the rubric; continue at the second conduit; through a cloth; through the joined channels; take up the next entry	6	Physical end is reflow only unless the final group carries a local close.
f82r	f82r.4	qokaiin octheol chkeey ldy oteey qokal sheckhy qoky	take up the next entry; under the same setting; the broad vessel; draw it off; close the rubric; the prepared oil; combine the two portions; over the local place; use the lesser portion	8	Physical end is reflow only unless the final group carries a local close.
f82r	f82r.7	dshedy sotaiin qokar shedy solshedy qokeey qoky ls cheey	add clean water; close the rubric; for the same duration; over the local place; set ready in the usual manner; close the rubric; keep it warm; close the rubric; keep gently warmed; use the lesser portion; the first opening; until it becomes clear	9	Physical end is reflow only unless the final group carries a local close.
f83r	f83r.11	sor shedy qokaiin chkain shcthey qokedy okair sheedy lchedy lo	the prepared liquid; set ready in the usual manner; close the rubric; take up the next entry; one measured share; under the same setting; rinse or pour over the local place; close the rubric; next open the upper channel; wash once; close the rubric; leave at the ordinary base setting; close the rubric; close the lower outlet	10	Physical end is reflow only unless the final group carries a local close.
f83r	f83r.14	qokchedy qokeedy shedy qokshedy dal lchedy qokaiin shcthy dal sy	let it cool; close the rubric; use the tempered warm medium; close the rubric; set ready in the usual manner; close the rubric; boil gently; close the rubric; at the indicated place; leave at the ordinary base setting; close the rubric; take up the next entry; when prepared and ready; at the indicated place; this portion	10	Physical end is reflow only unless the final group carries a local close.
