page	locus	record	field_ordinal	line	event_index	group_index	surface	exact_tuple_id	default_English	source_class	confidence	inheritance_context_rule
f10r	f10r.6	2	1	f10r.6	20	6	dy	b921a237be883a820352	the current prescribed portion	CURRENT_PORTION	0.52	GLOBAL_CORE_DEFAULT; subject=[PICTURED SIMPLE] when omitted
f10r	f10r.6	2	1	f10r.6	21	7	chy	b921a237be883a820352	the current prescribed portion	CURRENT_PORTION	0.52	GLOBAL_CORE_DEFAULT; subject=[PICTURED SIMPLE] when omitted
f10r	f10r.6	2	1	f10r.6	22	8	taiin	2f1c5e56e8f0ff459065	in the stated or usual measure	ACTIVE_STANDARD_REFERENCE	0.61	GLOBAL_CORE_DEFAULT; subject=[PICTURED SIMPLE] when omitted
f10r	f10r.6	2	1	f10r.6	23	9	shy	b921a237be883a820352	the current prescribed portion	CURRENT_PORTION	0.52	GLOBAL_CORE_DEFAULT; subject=[PICTURED SIMPLE] when omitted
f10r	f10r.8	2	1	f10r.8	24	1	qotchor	10488b911aae52b3b334	drink one small cup	DOSE	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT; subject=[PICTURED SIMPLE] when omitted
f10r	f10r.8	2	1	f10r.8	25	2	chor	7a4bb8136330ee4e6e56	use the usual prescribed measure	MEASURE_REFERENCE	0.30	CROSS_REGISTER_DEFAULT; subject=[PICTURED SIMPLE] when omitted
f10r	f10r.8	2	1	f10r.8	26	3	otol	497cbd9c7401810ff56b	bruise it well in a mortar	PREPARATION_ACTION	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT; subject=[PICTURED SIMPLE] when omitted
f10r	f10r.8	2	1	f10r.8	27	4	chol	dcda95c81a5460feb191	with it; likewise under the same heading	ACTIVE_RELATION	0.59	GLOBAL_CORE_DEFAULT; subject=[PICTURED SIMPLE] when omitted
f10r	f10r.8	2	1	f10r.8	28	5	cholor	dec401773c1f0347793d	repeat the preceding direction	REPETITION	0.30	CROSS_REGISTER_DEFAULT; subject=[PICTURED SIMPLE] when omitted
f10r	f10r.8	2	1	f10r.8	29	6	chol	dcda95c81a5460feb191	with it; likewise under the same heading	ACTIVE_RELATION	0.59	GLOBAL_CORE_DEFAULT; subject=[PICTURED SIMPLE] when omitted
f10r	f10r.8	2	1	f10r.8	30	7	daiin	2f1c5e56e8f0ff459065	in the stated or usual measure	ACTIVE_STANDARD_REFERENCE	0.61	GLOBAL_CORE_DEFAULT; subject=[PICTURED SIMPLE] when omitted
f10r	f10r.8	2	1	f10r.8	31	8	dar	4d4559019a961b834aa1	bind this addition to the current preparation	RELATION	0.30	CROSS_REGISTER_DEFAULT; subject=[PICTURED SIMPLE] when omitted
f10r	f10r.9	2	1	f10r.9	32	1	oykchor	27d97af8c96eb056c2e6	has a narrow divided leaf	LEAF_DESCRIPTION	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT; subject=[PICTURED SIMPLE] when omitted
f10r	f10r.9	2	1	f10r.9	33	2	shor	7a4bb8136330ee4e6e56	use the usual prescribed measure	MEASURE_REFERENCE	0.30	CROSS_REGISTER_DEFAULT; subject=[PICTURED SIMPLE] when omitted
f10r	f10r.9	2	1	f10r.9	34	3	chor	7a4bb8136330ee4e6e56	use the usual prescribed measure	MEASURE_REFERENCE	0.30	CROSS_REGISTER_DEFAULT; subject=[PICTURED SIMPLE] when omitted
f10r	f10r.9	2	1	f10r.9	35	4	chy	b921a237be883a820352	the current prescribed portion	CURRENT_PORTION	0.52	GLOBAL_CORE_DEFAULT; subject=[PICTURED SIMPLE] when omitted
f10r	f10r.9	2	1	f10r.9	36	5	kaiiin	409de02322e7b2ca0c62	keep the herb after drying	STORAGE	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT; subject=[PICTURED SIMPLE] when omitted
f10r	f10r.9	2	1	f10r.9	37	6	dy	b921a237be883a820352	the current prescribed portion	CURRENT_PORTION	0.52	GLOBAL_CORE_DEFAULT; subject=[PICTURED SIMPLE] when omitted
f10r	f10r.9	2	1	f10r.9	38	7	chodaiin	834825c61d048a6b5628	keep the herb after drying	STORAGE	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT; subject=[PICTURED SIMPLE] when omitted
f11r	f11r.1	1	1	f11r.1	1	1	tshol	953ad19b79517fc8a211	mix it with honey	MIXING_MEDIUM	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT; subject=[PICTURED SIMPLE] when omitted
f11r	f11r.1	1	1	f11r.1	2	2	schoal	428a5e3662aa57b4b256	has a broad soft leaf	LEAF_DESCRIPTION	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT; subject=[PICTURED SIMPLE] when omitted
f11r	f11r.1	1	1	f11r.1	3	3	cfhy	bdad9f9ea8b80f141496	is moist in the first degree	QUALITY_DEGREE	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT; subject=[PICTURED SIMPLE] when omitted
f11r	f11r.1	1	1	f11r.1	4	4	shfydaiin	a8af08e69edab8e54f15	has a fibrous bitter root	ROOT_DESCRIPTION	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT; subject=[PICTURED SIMPLE] when omitted
f11r	f11r.1	1	1	f11r.1	5	5	cphy	deb377381ceaf55ea310	belongs to the marsh-growing kind	PLANT_CLASS	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT; subject=[PICTURED SIMPLE] when omitted
f11r	f11r.1	1	1	f11r.1	6	6	shey	b5df9126607030b95175	use the usual prescribed measure	MEASURE_REFERENCE	0.30	CROSS_REGISTER_DEFAULT; subject=[PICTURED SIMPLE] when omitted
f11r	f11r.1	1	1	f11r.1	7	7	tchody	2e2027b1951d79911e24	it cools a fever	INDICATION	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT; subject=[PICTURED SIMPLE] when omitted; local cell committed after this card
f11r	f11r.1	1	2	f11r.1	8	8	shoyty	577c03a928d674d420d7	is moist in the first degree	QUALITY_DEGREE	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT; subject=[PICTURED SIMPLE] when omitted
f11r	f11r.4	1	1	f11r.4	9	1	dchol	d665560c8ff80799a82c	has a broad soft leaf	LEAF_DESCRIPTION	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT; subject=[PICTURED SIMPLE] when omitted
f11r	f11r.4	1	1	f11r.4	10	2	chy	b921a237be883a820352	the current prescribed portion	CURRENT_PORTION	0.52	GLOBAL_CORE_DEFAULT; subject=[PICTURED SIMPLE] when omitted
f11r	f11r.4	1	1	f11r.4	11	3	kchy	b2812c8283c3a62438bd	take the scraped root	PLANT_PART	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT; subject=[PICTURED SIMPLE] when omitted
f11r	f11r.4	1	1	f11r.4	12	4	dy	b921a237be883a820352	the current prescribed portion	CURRENT_PORTION	0.52	GLOBAL_CORE_DEFAULT; subject=[PICTURED SIMPLE] when omitted
f11r	f11r.4	1	1	f11r.4	13	5	daiin	2f1c5e56e8f0ff459065	in the stated or usual measure	ACTIVE_STANDARD_REFERENCE	0.61	GLOBAL_CORE_DEFAULT; subject=[PICTURED SIMPLE] when omitted
f11r	f11r.7	1	1	f11r.7	14	1	qotchy	a48efd6c4491a046ba78	bruise it well in a mortar	PREPARATION_ACTION	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT; subject=[PICTURED SIMPLE] when omitted
f11r	f11r.7	1	1	f11r.7	15	2	okchol	322281bd391aa621f568	it opens an obstruction	INDICATION	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT; subject=[PICTURED SIMPLE] when omitted
f11r	f11r.7	1	1	f11r.7	16	3	cthy	e0b630cb1b5df5e7105b	prepared and ready for use	PREPARED_CONDITION	0.44	GLOBAL_CORE_DEFAULT; subject=[PICTURED SIMPLE] when omitted
f11r	f11r.7	1	1	f11r.7	17	4	dy	b921a237be883a820352	the current prescribed portion	CURRENT_PORTION	0.52	GLOBAL_CORE_DEFAULT; subject=[PICTURED SIMPLE] when omitted
f55v	f55v.5	1	1	f55v.5	1	1	qokaiin	b5fcea1eaed06b2f2291	take the next entry	ENTRY_OR_RESUMPTION	0.57	GLOBAL_CORE_DEFAULT; subject=[PICTURED SIMPLE] when omitted
f55v	f55v.5	1	1	f55v.5	2	2	chaiin	2f1c5e56e8f0ff459065	in the stated or usual measure	ACTIVE_STANDARD_REFERENCE	0.61	GLOBAL_CORE_DEFAULT; subject=[PICTURED SIMPLE] when omitted
f55v	f55v.5	1	1	f55v.5	3	3	ykain	403c1592f918c8f23b88	cut the fresh stalks	PREPARATION_ACTION	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT; subject=[PICTURED SIMPLE] when omitted
f55v	f55v.5	1	1	f55v.5	4	4	ykan	d929a14ec45749b2e805	cut the fresh stalks	PREPARATION_ACTION	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT; subject=[PICTURED SIMPLE] when omitted
f55v	f55v.5	1	1	f55v.5	5	5	ody	97cc9ac109148723c472	give the usual small measure	DOSE	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT; subject=[PICTURED SIMPLE] when omitted; local cell committed after this card
f55v	f55v.5	1	2	f55v.5	6	6	daiin	2f1c5e56e8f0ff459065	in the stated or usual measure	ACTIVE_STANDARD_REFERENCE	0.61	GLOBAL_CORE_DEFAULT; subject=[PICTURED SIMPLE] when omitted
f55v	f55v.5	1	2	f55v.5	7	7	chedy	6f7ff8287eddf4da9fdb	bind this addition to the current preparation	RELATION	0.30	CROSS_REGISTER_DEFAULT; subject=[PICTURED SIMPLE] when omitted
f55v	f55v.5	1	2	f55v.5	8	8	talam	e026af581c99322fbd46	apply the warm liquor	APPLICATION	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT; subject=[PICTURED SIMPLE] when omitted; local cell committed after this card
f55v	f55v.11	1	1	f55v.11	9	1	ykaiin	f7dc90b2c31fd341f0a4	apply the warm liquor	APPLICATION	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT; subject=[PICTURED SIMPLE] when omitted
f55v	f55v.11	1	1	f55v.11	10	2	cheoar	807591efc3d3f7ddbfab	add clean well-water	WATER_MEDIUM	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT; subject=[PICTURED SIMPLE] when omitted
f55v	f55v.11	1	1	f55v.11	11	3	cheeky	2c1a5fd92b9e3c762242	repeat the preceding direction	REPETITION	0.30	CROSS_REGISTER_DEFAULT; subject=[PICTURED SIMPLE] when omitted
f55v	f55v.11	1	1	f55v.11	12	4	oldy	1b1ffdd869fb1429ad03	use the usual prescribed measure	MEASURE_REFERENCE	0.30	CROSS_REGISTER_DEFAULT; subject=[PICTURED SIMPLE] when omitted; local cell committed after this card
f55v	f55v.11	1	2	f55v.11	13	5	aiin	2f1c5e56e8f0ff459065	in the stated or usual measure	ACTIVE_STANDARD_REFERENCE	0.61	GLOBAL_CORE_DEFAULT; subject=[PICTURED SIMPLE] when omitted
f55v	f55v.11	1	2	f55v.11	14	6	okal	308e8ea2d5d190c498e8	continue the same prescription	CONTINUATION	0.30	CROSS_REGISTER_DEFAULT; subject=[PICTURED SIMPLE] when omitted
f55v	f55v.11	1	2	f55v.11	15	7	oltchy	204b04837409088c48f9	wash the sore place	APPLICATION	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT; subject=[PICTURED SIMPLE] when omitted
f55v	f55v.11	1	2	f55v.11	16	8	or	7a4bb8136330ee4e6e56	use the usual prescribed measure	MEASURE_REFERENCE	0.30	CROSS_REGISTER_DEFAULT; subject=[PICTURED SIMPLE] when omitted
f55v	f55v.11	1	2	f55v.11	17	9	y	b921a237be883a820352	the current prescribed portion	CURRENT_PORTION	0.52	GLOBAL_CORE_DEFAULT; subject=[PICTURED SIMPLE] when omitted
f55v	f55v.11	1	2	f55v.11	18	10	orain	6afeb5c9ab9f6cbdea0d	apply the warm liquor	APPLICATION	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT; subject=[PICTURED SIMPLE] when omitted
f56r	f56r.5	1	1	f56r.5	1	1	chochor	b9d7b6d68209a9019e7a	use only the inner bark	PLANT_PART	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT; subject=[PICTURED SIMPLE] when omitted
f56r	f56r.5	1	1	f56r.5	2	2	cho	2cc054357a929df85f64	repeat for three days	DURATION	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT; subject=[PICTURED SIMPLE] when omitted
f56r	f56r.5	1	1	f56r.5	3	3	chodaly	0ec6a45e2950e8e7061d	wash the afflicted place	APPLICATION	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT; subject=[PICTURED SIMPLE] when omitted
f56r	f56r.5	1	1	f56r.5	4	4	daiin	2f1c5e56e8f0ff459065	in the stated or usual measure	ACTIVE_STANDARD_REFERENCE	0.61	GLOBAL_CORE_DEFAULT; subject=[PICTURED SIMPLE] when omitted
f56r	f56r.7	1	1	f56r.7	5	1	sho	2cc054357a929df85f64	repeat for three days	DURATION	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT; subject=[PICTURED SIMPLE] when omitted
f56r	f56r.7	1	1	f56r.7	6	2	kchol	893c570f3fa3fce99711	grows beside running water	WATER_HABITAT	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT; subject=[PICTURED SIMPLE] when omitted
f56r	f56r.7	1	1	f56r.7	7	3	otchor	10488b911aae52b3b334	drink one small cup	DOSE	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT; subject=[PICTURED SIMPLE] when omitted
f56r	f56r.7	1	1	f56r.7	8	4	choky	276a7c2d74d1143446f4	bind this addition to the current preparation	RELATION	0.30	CROSS_REGISTER_DEFAULT; subject=[PICTURED SIMPLE] when omitted
f56r	f56r.7	1	1	f56r.7	9	5	dal	dd0ecaf5e27d81befffc	continue the same prescription	CONTINUATION	0.30	CROSS_REGISTER_DEFAULT; subject=[PICTURED SIMPLE] when omitted
f56r	f56r.8	1	1	f56r.8	10	1	schol	d665560c8ff80799a82c	has a broad soft leaf	LEAF_DESCRIPTION	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT; subject=[PICTURED SIMPLE] when omitted
f56r	f56r.8	1	1	f56r.8	11	2	choy	c10aec6d4dd877ec8bd8	drink one small cup	DOSE	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT; subject=[PICTURED SIMPLE] when omitted
f56r	f56r.8	1	1	f56r.8	12	3	choky	276a7c2d74d1143446f4	bind this addition to the current preparation	RELATION	0.30	CROSS_REGISTER_DEFAULT; subject=[PICTURED SIMPLE] when omitted
f56r	f56r.8	1	1	f56r.8	13	4	cheeckhody	95987d6f198d6d247511	apply it while warm	APPLICATION	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT; subject=[PICTURED SIMPLE] when omitted; local cell committed after this card
f56r	f56r.12	1	1	f56r.12	14	1	sh	ad3581d3144f69a5912d	avoid an excessive dose	CAUTION	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT; subject=[PICTURED SIMPLE] when omitted
f56r	f56r.12	1	1	f56r.12	15	2	cho	2cc054357a929df85f64	repeat for three days	DURATION	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT; subject=[PICTURED SIMPLE] when omitted
f56r	f56r.12	1	1	f56r.12	16	3	kchey	b74e9e65637b7c8538dd	use only the inner bark	PLANT_PART	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT; subject=[PICTURED SIMPLE] when omitted
f56r	f56r.12	1	1	f56r.12	17	4	qokokchy	1322bc176443fc2a8a86	gather it before flowering	COLLECTION_TIME	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT; subject=[PICTURED SIMPLE] when omitted
f56r	f56r.13	1	1	f56r.13	18	1	okchy	9ad66e67803a12e745de	drink one small cup	DOSE	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT; subject=[PICTURED SIMPLE] when omitted
f56r	f56r.13	1	1	f56r.13	19	2	chokcheo	087a47b5423438cd6b6a	is cooling in the second degree	QUALITY_DEGREE	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT; subject=[PICTURED SIMPLE] when omitted
f56r	f56r.13	1	1	f56r.13	20	3	kchal	75a523fcf039b006f97b	gather it before flowering	COLLECTION_TIME	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT; subject=[PICTURED SIMPLE] when omitted
f56r	f56r.18	1	1	f56r.18	21	1	sho	2cc054357a929df85f64	repeat for three days	DURATION	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT; subject=[PICTURED SIMPLE] when omitted
f56r	f56r.18	1	1	f56r.18	22	2	chokchy	9ad66e67803a12e745de	drink one small cup	DOSE	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT; subject=[PICTURED SIMPLE] when omitted
f56r	f56r.18	1	1	f56r.18	23	3	kchoar	c71c72da4e09e0833392	has a pale hollow stalk	STALK_DESCRIPTION	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT; subject=[PICTURED SIMPLE] when omitted
f56r	f56r.18	1	1	f56r.18	24	4	sotodan	61a075bc54793c1c781f	mix it with honey	MIXING_MEDIUM	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT; subject=[PICTURED SIMPLE] when omitted
f56r	f56r.19	1	1	f56r.19	25	1	otchey	faf321940aed922846a9	continue the same prescription	CONTINUATION	0.30	CROSS_REGISTER_DEFAULT; subject=[PICTURED SIMPLE] when omitted
f56r	f56r.19	1	1	f56r.19	26	2	keol	9bb7122b386ebbc6138f	apply it while warm	APPLICATION	0.18	PICTURED_SIMPLE_CONTEXT_DEFAULT; subject=[PICTURED SIMPLE] when omitted
f56r	f56r.19	1	1	f56r.19	27	3	daiin	2f1c5e56e8f0ff459065	in the stated or usual measure	ACTIVE_STANDARD_REFERENCE	0.61	GLOBAL_CORE_DEFAULT; subject=[PICTURED SIMPLE] when omitted
f81v	f81v.2	1	1	f81v.2	1	1	qokedy	7db18b2f0fb7ed0fcfd3	use the standard bath configuration	VAL_Q_STANDARD	0.50	BIO_VALUE_DECK_DEFAULT; apparatus/patient=[PICTURED CONFIGURATION] when omitted; local cell committed after this card
f81v	f81v.2	1	2	f81v.2	2	2	okaiin	b5fcea1eaed06b2f2291	take the next entry	ENTRY_OR_RESUMPTION	0.57	GLOBAL_CORE_DEFAULT; apparatus/patient=[PICTURED CONFIGURATION] when omitted
f81v	f81v.2	1	2	f81v.2	3	3	kair	22fb87a5a83e5c3fb510	open the upper outlet	APPARATUS_ACTION	0.20	BIO_STENCIL_CONTEXT_DEFAULT; apparatus/patient=[PICTURED CONFIGURATION] when omitted
f81v	f81v.2	1	2	f81v.2	4	4	okal	308e8ea2d5d190c498e8	continue the same prescription	CONTINUATION	0.30	CROSS_REGISTER_DEFAULT; apparatus/patient=[PICTURED CONFIGURATION] when omitted
f81v	f81v.2	1	2	f81v.2	5	5	sar	4d4559019a961b834aa1	bind this addition to the current preparation	RELATION	0.30	CROSS_REGISTER_DEFAULT; apparatus/patient=[PICTURED CONFIGURATION] when omitted
f81v	f81v.2	1	2	f81v.2	6	6	ol	dcda95c81a5460feb191	with it; likewise under the same heading	ACTIVE_RELATION	0.59	GLOBAL_CORE_DEFAULT; apparatus/patient=[PICTURED CONFIGURATION] when omitted
f81v	f81v.2	1	2	f81v.2	7	7	kain	9da1b6ac2c929daea697	the preparation is ready	RESULT	0.20	BIO_STENCIL_CONTEXT_DEFAULT; apparatus/patient=[PICTURED CONFIGURATION] when omitted
f81v	f81v.2	1	2	f81v.2	8	8	olkain	94df4847b7b16c98394a	hold until the skin is warmed	DURATION_GATE	0.20	BIO_STENCIL_CONTEXT_DEFAULT; apparatus/patient=[PICTURED CONFIGURATION] when omitted
f81v	f81v.2	1	2	f81v.2	9	9	al	dd0ecaf5e27d81befffc	continue the same prescription	CONTINUATION	0.30	CROSS_REGISTER_DEFAULT; apparatus/patient=[PICTURED CONFIGURATION] when omitted
f81v	f81v.2	1	2	f81v.2	10	10	ol	dcda95c81a5460feb191	with it; likewise under the same heading	ACTIVE_RELATION	0.59	GLOBAL_CORE_DEFAULT; apparatus/patient=[PICTURED CONFIGURATION] when omitted
f81v	f81v.2	1	2	f81v.2	11	11	rol	1496a731803a9f48d2e1	use the usual measure	MEASURE_REFERENCE	0.20	BIO_STENCIL_CONTEXT_DEFAULT; apparatus/patient=[PICTURED CONFIGURATION] when omitted
f81v	f81v.2	1	2	f81v.2	12	12	dl	0f18de177ed7c878bf95	retain the same proportion	PROPORTION_REFERENCE	0.20	BIO_STENCIL_CONTEXT_DEFAULT; apparatus/patient=[PICTURED CONFIGURATION] when omitted
f81v	f81v.7	1	1	f81v.7	13	1	olor	dec401773c1f0347793d	repeat the preceding direction	REPETITION	0.30	CROSS_REGISTER_DEFAULT; apparatus/patient=[PICTURED CONFIGURATION] when omitted
f81v	f81v.7	1	1	f81v.7	14	2	ol	dcda95c81a5460feb191	with it; likewise under the same heading	ACTIVE_RELATION	0.59	GLOBAL_CORE_DEFAULT; apparatus/patient=[PICTURED CONFIGURATION] when omitted
f81v	f81v.7	1	1	f81v.7	15	3	sheckhal	4eab1841ed655c20a348	use the usual measure	MEASURE_REFERENCE	0.20	BIO_STENCIL_CONTEXT_DEFAULT; apparatus/patient=[PICTURED CONFIGURATION] when omitted
f81v	f81v.7	1	1	f81v.7	16	4	daiin	2f1c5e56e8f0ff459065	in the stated or usual measure	ACTIVE_STANDARD_REFERENCE	0.61	GLOBAL_CORE_DEFAULT; apparatus/patient=[PICTURED CONFIGURATION] when omitted
f81v	f81v.7	1	1	f81v.7	17	5	qokeedal	93f69c38fdedee1598e9	rinse the local part	APPLICATION	0.20	BIO_STENCIL_CONTEXT_DEFAULT; apparatus/patient=[PICTURED CONFIGURATION] when omitted
f81v	f81v.7	1	1	f81v.7	18	6	daiin	2f1c5e56e8f0ff459065	in the stated or usual measure	ACTIVE_STANDARD_REFERENCE	0.61	GLOBAL_CORE_DEFAULT; apparatus/patient=[PICTURED CONFIGURATION] when omitted
f81v	f81v.7	1	1	f81v.7	19	7	chckhy	2cc8bb3c2af19607888f	warm it gently	HEATING_ACTION	0.20	BIO_STENCIL_CONTEXT_DEFAULT; apparatus/patient=[PICTURED CONFIGURATION] when omitted
f81v	f81v.7	1	1	f81v.7	20	8	schedy	259b2b3b0bf859882e2c	finish with the ordinary warm bath	COMMITTED_APPLICATION	0.20	BIO_STENCIL_CONTEXT_DEFAULT; apparatus/patient=[PICTURED CONFIGURATION] when omitted; local cell committed after this card
f81v	f81v.7	1	2	f81v.7	21	9	qol	dcda95c81a5460feb191	with it; likewise under the same heading	ACTIVE_RELATION	0.59	GLOBAL_CORE_DEFAULT; apparatus/patient=[PICTURED CONFIGURATION] when omitted
f81v	f81v.17	1	1	f81v.17	22	1	sshkchdy	54e32e9c1414b20640e9	finish with the ordinary warm bath	COMMITTED_APPLICATION	0.20	BIO_STENCIL_CONTEXT_DEFAULT; apparatus/patient=[PICTURED CONFIGURATION] when omitted; local cell committed after this card
f81v	f81v.17	1	2	f81v.17	23	2	chedy	6f7ff8287eddf4da9fdb	bind this addition to the current preparation	RELATION	0.30	CROSS_REGISTER_DEFAULT; apparatus/patient=[PICTURED CONFIGURATION] when omitted
f81v	f81v.17	1	2	f81v.17	24	3	ol	dcda95c81a5460feb191	with it; likewise under the same heading	ACTIVE_RELATION	0.59	GLOBAL_CORE_DEFAULT; apparatus/patient=[PICTURED CONFIGURATION] when omitted
