event_id	physical_page	locus	register	channel	surface	component_recipe	revised_signs	visible_owner_de	revised_compositional_reading_de
P912-E1966	f68r1	f68r1.4	ZODIAC	WORKSHOP_PROSE	okaiiin	OK+A_ADDR+LOCAL_CHAR_I+IIN	LOCAL_CHAR_I	mehrteiliger Sternatlas mit lokalen Zentren	Arbeitsgang ansetzen; lokale Arbeitsstelle; auf der Unterstufe; Arbeitsstufe
P912-E1984	f68r1	f68r1.22	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	ofcheor	O+LOCAL_CHAR_F+CHEO+R	LOCAL_CHAR_F	mehrteiliger Sternatlas mit lokalen Zentren	Reihe aufrufen; Nebenreihe oder Seitenzweig; lokaler Eintrag; Zustandsmarke
P912-E2003	f68r1	f68r1.37	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	oygy	O+Y+G_LABEL+Y	G_LABEL	mehrteiliger Sternatlas mit lokalen Zentren	Reihe aufrufen; dieser Bildplatz; Prüfmarke am Eintrag; dieser Bildplatz
P912-E2006	f69v	f69v.1	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	otaza	OT+A_ADDR+LOCAL_CHAR_Z+A_ADDR	LOCAL_CHAR_Z	drei getrennte heterogene Himmelsraeder	nächster Bildplatz; lokale Bildadresse; Zwischenadresse; lokale Bildadresse
P912-E2010	f69v	f69v.1	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	okoirsh	OK+O+LOCAL_CHAR_I+R+SH	LOCAL_CHAR_I	drei getrennte heterogene Himmelsraeder	Bildplatz aktivieren; Reihe aufrufen; Unterindex; Zustandsmarke; Bezug festhalten
P912-E2098	f69v	f69v.3	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	ytyd	Y+T+Y+D_LABEL	D_LABEL	drei getrennte heterogene Himmelsraeder	dieser Bildplatz; Platz oder Wert einstellen; dieser Bildplatz; Randmarke
P912-E2167	f70v	f70v1.1	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	zar	Z_ADDR+AR	Z_ADDR	Widderrad mit Stern tragenden Figuren	Außenplatz; Quell- oder Bezugsstelle
P912-E2188	f70v	f70v1.4	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	otakaizan	OT+A_ADDR+K+AIN+Z_ADDR+AN	Z_ADDR	Widderrad mit Stern tragenden Figuren	nächster Bildplatz; lokale Bildadresse; Wert zuordnen; Einheit oder Index; Außenplatz; zusätzlicher Eintrag
P912-E2191	f70v	f70v1.7	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	oalcheg	O+AL+CH+E+G_LABEL	G_LABEL	Widderrad mit Stern tragenden Figuren	Reihe aufrufen; Zielplatz; Klasse oder Figur kennzeichnen; erster Grad; Prüfmarke am Eintrag
P912-E2272	f70v	f70v2.2	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	otalalg	OT+AL+AL+G_LABEL	G_LABEL	Fischrad mit Stern tragenden Figuren	nächster Bildplatz; Zielplatz; Zielplatz; Prüfmarke am Eintrag
P912-E2282	f70v	f70v2.10	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	otald	OT+AL+D_LABEL	D_LABEL	Fischrad mit Stern tragenden Figuren	nächster Bildplatz; Zielplatz; Randmarke
P912-E2293	f70v	f70v2.20	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	okees	OK+EE+S_LABEL	S_LABEL	Fischrad mit Stern tragenden Figuren	Bildplatz aktivieren; zweiter Grad; Rahmengrenze
P912-E2336	f70v	f70v2.29	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	salols	S_LABEL+AL+OL+S_LABEL	S_LABEL|S_LABEL	Fischrad mit Stern tragenden Figuren	Rahmengrenze; Zielplatz; dieselbe Reihe fortführen; Rahmengrenze
P912-E2360	f70v	f70v2.32	ZODIAC	OWNER_ADDRESS_OR_DIAGRAM	daim	DA+IIN+M_LOCAL	M_LOCAL	Fischrad mit Stern tragenden Figuren	zweite Bildstufe; Wertstufe; Mittelplatz
P912-E2373	f88r	f88r.7	PHARMA	WORKSHOP_PROSE	sholfchor	SH+OL+LOCAL_CHAR_F+CH+OR	LOCAL_CHAR_F	drei Gefaesse mit Wurzel- und Blattreihen	Arbeitsgegenstand halten; im selben Arbeitsgang fortfahren; über einen Nebenpfad; bezeichneten Anteil entnehmen; Ansatz oder Zubereitung
P912-E2407	f88r	f88r.10	PHARMA	WORKSHOP_PROSE	cheojam	CHEO+LOCAL_CHAR_J+A_ADDR+AM_ADDR	LOCAL_CHAR_J	drei Gefaesse mit Wurzel- und Blattreihen	Auszug; im verbundenen Gang; lokale Arbeitsstelle; Innenstelle
P912-E2411	f88r	f88r.11	PHARMA	WORKSHOP_PROSE	cheeb	CH+EE+LOCAL_CHAR_B	LOCAL_CHAR_B	drei Gefaesse mit Wurzel- und Blattreihen	bezeichneten Anteil entnehmen; länger oder gehalten; paarweise entnehmen
P912-E2453	f88r	f88r.21	PHARMA	WORKSHOP_PROSE	sheoldg	SH+E+OL+D_ADDR+LOCAL_CHAR_G	LOCAL_CHAR_G	drei Gefaesse mit Wurzel- und Blattreihen	Arbeitsgegenstand halten; kurz oder direkt; im selben Arbeitsgang fortfahren; bezeichneter Teil; einmal ausführen
P912-E2460	f88r	f88r.23	PHARMA	OWNER_ADDRESS_OR_DIAGRAM	ofyskydal	O+LOCAL_CHAR_F+Y+S+K+Y+DA+L	LOCAL_CHAR_F	drei Gefaesse mit Wurzel- und Blattreihen	Reihe aufrufen; Nebenreihe oder Seitenzweig; dieser Bildplatz; Bildklasse auswählen; Wert zuordnen; dieser Bildplatz; zweite Bildstufe; Bildverbindung
P912-E2463	f88r	f88r.25	PHARMA	OWNER_ADDRESS_OR_DIAGRAM	ofaldo	O+LOCAL_CHAR_F+AL+D_ADDR+O	LOCAL_CHAR_F	drei Gefaesse mit Wurzel- und Blattreihen	Reihe aufrufen; Nebenreihe oder Seitenzweig; Zielplatz; Unterplatz; Reihe aufrufen
P912-E2505	f88r	f88r.30	PHARMA	WORKSHOP_PROSE	ofal	O+LOCAL_CHAR_F+AL	LOCAL_CHAR_F	drei Gefaesse mit Wurzel- und Blattreihen	Arbeitsgang ausführen; über einen Nebenpfad; Ziel- oder Anschlussstelle
