paragraph	locus	index	raw	role	D	H	status	N_H	N_D	row_status
f17v|f17v.1-f17v.23	f17v.14	3	okeeol	OPEN	[ungelesen: okeeol]	[ungelesen: okeeol]	UNREAD	[ungelesen: okeeol]	[ungelesen: okeeol]	recorded
f17v|f17v.1-f17v.23	f17v.14	4	chodaiin	MATERIAL_DOSE	Dosis Q des Trockenmaterials [nominale Qualität: Stoffkonstitution]	Dosis Q des Trockenmaterials [nominale Qualität: Stoffkonstitution]	ASSUMED	Dosis Q des Trockenmaterials [nominale Qualität: Stoffkonstitution]	Dosis Q des Trockenmaterials [nominale Qualität: Stoffkonstitution]	recorded
f17v|f17v.1-f17v.23	f17v.14	5	okeol	MATERIAL	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	ASSUMED	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	recorded
f17v|f17v.1-f17v.23	f17v.14	6	tchory	OPEN	[ungelesen: tchory]	[ungelesen: tchory]	UNREAD	[ungelesen: tchory]	[ungelesen: tchory]	recorded
f17v|f17v.1-f17v.23	f17v.15	1	ychor	LINK	nimm	nimm	ASSUMED	nimm	nimm	recorded
f17v|f17v.1-f17v.23	f17v.15	2	cthy	MATERIAL	Kraut	Kraut	ASSUMED	Kraut	Kraut	recorded
f17v|f17v.1-f17v.23	f17v.15	3	che'eky	OPEN	[ungelesen: che'eky]	[ungelesen: che'eky]	UNREAD	[ungelesen: che'eky]	[ungelesen: che'eky]	recorded
f17v|f17v.1-f17v.23	f17v.15	4	cheo	MATERIAL	Zubereitung	Zubereitung	ASSUMED	Zubereitung	Zubereitung	recorded
f17v|f17v.1-f17v.23	f17v.15	5	otor	MATERIAL	kühler Anteil [nominale Qualität: Stoffkonstitution]	kühler Anteil [nominale Qualität: Stoffkonstitution]	ASSUMED	kühler Anteil [nominale Qualität: Stoffkonstitution]	kühler Anteil [nominale Qualität: Stoffkonstitution]	recorded
f17v|f17v.1-f17v.23	f17v.15	6	oteol	MATERIAL	kühle Flüssigkeit [nominale Qualität: Stoffkonstitution]	kühle Flüssigkeit [nominale Qualität: Stoffkonstitution]	ASSUMED	kühle Flüssigkeit [nominale Qualität: Stoffkonstitution]	kühle Flüssigkeit [nominale Qualität: Stoffkonstitution]	recorded
f17v|f17v.1-f17v.23	f17v.16	1	okcheol	OPEN	[ungelesen: okcheol]	[ungelesen: okcheol]	UNREAD	[ungelesen: okcheol]	[ungelesen: okcheol]	recorded
f17v|f17v.1-f17v.23	f17v.16	2	chol	ACTION	trockne	erhitze	ASSUMED	erhitze	trockne	recorded
f17v|f17v.1-f17v.23	f17v.16	3	okeol	MATERIAL	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	ASSUMED	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	recorded
f17v|f17v.1-f17v.23	f17v.16	4	cthol	MATERIAL	Krautpulver	Krautpulver	ASSUMED	Krautpulver	Krautpulver	recorded
f17v|f17v.1-f17v.23	f17v.16	5	otcheolom	OPEN	[ungelesen: otcheolom]	[ungelesen: otcheolom]	UNREAD	[ungelesen: otcheolom]	[ungelesen: otcheolom]	recorded
f17v|f17v.1-f17v.23	f17v.17	1	qoain	OPEN	[ungelesen: qoain]	[ungelesen: qoain]	UNREAD	[ungelesen: qoain]	[ungelesen: qoain]	recorded
f17v|f17v.1-f17v.23	f17v.17	2	[s:e']ar	OPEN	[ungelesen: [s:e']ar]	[ungelesen: [s:e']ar]	UNREAD	[ungelesen: [s:e']ar]	[ungelesen: [s:e']ar]	recorded
f17v|f17v.1-f17v.23	f17v.17	3	she	ACTION	lasse stehen	lasse stehen	ASSUMED	lasse stehen	lasse stehen	recorded
f17v|f17v.1-f17v.23	f17v.17	4	dol	AMOUNT	Portion	Portion	ASSUMED	Portion	Portion	recorded
f17v|f17v.1-f17v.23	f17v.17	5	qopchaiin	OPEN	[ungelesen: qopchaiin]	[ungelesen: qopchaiin]	UNREAD	[ungelesen: qopchaiin]	[ungelesen: qopchaiin]	recorded
f17v|f17v.1-f17v.23	f17v.17	6	cthor	MATERIAL	Krautanteil	Krautanteil	ASSUMED	Krautanteil	Krautanteil	recorded
f17v|f17v.1-f17v.23	f17v.18	1	otor	MATERIAL	kühler Anteil [nominale Qualität: Stoffkonstitution]	kühler Anteil [nominale Qualität: Stoffkonstitution]	ASSUMED	kühler Anteil [nominale Qualität: Stoffkonstitution]	kühler Anteil [nominale Qualität: Stoffkonstitution]	recorded
f17v|f17v.1-f17v.23	f17v.18	2	cheeor	MATERIAL	geklärter Auszug	geklärter Auszug	ASSUMED	geklärter Auszug	geklärter Auszug	recorded
f17v|f17v.1-f17v.23	f17v.18	3	ol	RELATION	mit	mit	ASSUMED	mit	mit	recorded
f17v|f17v.1-f17v.23	f17v.18	4	chol	ACTION	trockne	erhitze	ASSUMED	erhitze	trockne	recorded
f17v|f17v.1-f17v.23	f17v.18	5	dor	AMOUNT	abgemessene Menge	abgemessene Menge	ASSUMED	abgemessene Menge	abgemessene Menge	recorded
f17v|f17v.1-f17v.23	f17v.18	6	chr	MATERIAL	Blütenrest	Blütenrest	ASSUMED	Blütenrest	Blütenrest	recorded
f17v|f17v.1-f17v.23	f17v.18	7	or	AMOUNT	Anteil	Anteil	ASSUMED	Anteil	Anteil	recorded
f17v|f17v.1-f17v.23	f17v.18	8	eees	OPEN	[ungelesen: eees]	[ungelesen: eees]	UNREAD	[ungelesen: eees]	[ungelesen: eees]	recorded
f17v|f17v.1-f17v.23	f17v.19	1	dain	AMOUNT	Dosis P	Dosis P	ASSUMED	Dosis P	Dosis P	recorded
f17v|f17v.1-f17v.23	f17v.19	2	chey	ACTION	prüfe	prüfe	ASSUMED	nicht [Bereich bis f17v.20:1]	nicht [Bereich bis f17v.20:1]	recorded
f17v|f17v.1-f17v.23	f17v.19	3	qoaiin	OPEN	[ungelesen: qoaiin]	[ungelesen: qoaiin]	UNREAD	[ungelesen: qoaiin]	[ungelesen: qoaiin]	recorded
f17v|f17v.1-f17v.23	f17v.19	4	cthor	MATERIAL	Krautanteil	Krautanteil	ASSUMED	Krautanteil	Krautanteil	recorded
f17v|f17v.1-f17v.23	f17v.19	5	cholchom	OPEN	[ungelesen: cholchom]	[ungelesen: cholchom]	UNREAD	[ungelesen: cholchom]	[ungelesen: cholchom]	recorded
f17v|f17v.1-f17v.23	f17v.20	1	ykeey	REPEAT_ACTION	erwärme erneut	erwärme erneut	ASSUMED	NICHT: erwärme erneut	NICHT: erwärme erneut	recorded
f17v|f17v.1-f17v.23	f17v.20	2	okeey	ACTION	erwärme vorsichtig	erwärme vorsichtig	ASSUMED	erwärme vorsichtig	erwärme vorsichtig	recorded
f17v|f17v.1-f17v.23	f17v.20	3	cheor	MATERIAL	Auszug	Auszug	ASSUMED	Auszug	Auszug	recorded
f17v|f17v.1-f17v.23	f17v.20	4	chol	ACTION	trockne	erhitze	ASSUMED	erhitze	trockne	recorded
f17v|f17v.1-f17v.23	f17v.20	5	sho	MATERIAL	Flüssigkeit	Flüssigkeit	ASSUMED	Flüssigkeit	Flüssigkeit	recorded
f17v|f17v.1-f17v.23	f17v.20	6	odaiin	AMOUNT	zusätzliche Dosis Q	zusätzliche Dosis Q	ASSUMED	zusätzliche Dosis Q	zusätzliche Dosis Q	recorded
f17v|f17v.1-f17v.23	f17v.21	1	oal	OPEN	[ungelesen: oal]	[ungelesen: oal]	UNREAD	[ungelesen: oal]	[ungelesen: oal]	recorded
f17v|f17v.1-f17v.23	f17v.21	2	sheor	OPEN	[ungelesen: sheor]	[ungelesen: sheor]	UNREAD	[ungelesen: sheor]	[ungelesen: sheor]	recorded
f17v|f17v.1-f17v.23	f17v.21	3	sholor	OPEN	[ungelesen: sholor]	[ungelesen: sholor]	UNREAD	[ungelesen: sholor]	[ungelesen: sholor]	recorded
f17v|f17v.1-f17v.23	f17v.21	4	or	AMOUNT	Anteil	Anteil	ASSUMED	Anteil	Anteil	recorded
f17v|f17v.1-f17v.23	f17v.21	5	shecthy	OPEN	[ungelesen: shecthy]	[ungelesen: shecthy]	UNREAD	[ungelesen: shecthy]	[ungelesen: shecthy]	recorded
f17v|f17v.1-f17v.23	f17v.21	6	cpheor	OPEN	[ungelesen: cpheor]	[ungelesen: cpheor]	UNREAD	[ungelesen: cpheor]	[ungelesen: cpheor]	recorded
f17v|f17v.1-f17v.23	f17v.21	7	daiin	AMOUNT	Dosis Q	Dosis Q	ASSUMED	Dosis Q	Dosis Q	recorded
f17v|f17v.1-f17v.23	f17v.22	1	qokeee	OPEN	[ungelesen: qokeee]	[ungelesen: qokeee]	UNREAD	[ungelesen: qokeee]	[ungelesen: qokeee]	recorded
f17v|f17v.1-f17v.23	f17v.22	2	dar	AMOUNT	Teilmenge	Teilmenge	ASSUMED	Teilmenge	Teilmenge	recorded
f17v|f17v.1-f17v.23	f17v.22	3	chey	ACTION	prüfe	prüfe	ASSUMED	nicht [Bereich bis f17v.23:1]	nicht [Bereich bis f17v.23:1]	recorded
f17v|f17v.1-f17v.23	f17v.22	4	keeor	MATERIAL	Feinauszug	Feinauszug	ASSUMED	Feinauszug	Feinauszug	recorded
f17v|f17v.1-f17v.23	f17v.22	5	cheeol	OPEN	[ungelesen: cheeol]	[ungelesen: cheeol]	UNREAD	[ungelesen: cheeol]	[ungelesen: cheeol]	recorded
f17v|f17v.1-f17v.23	f17v.22	6	ctheey	MATERIAL	Krautzubereitung	Krautzubereitung	ASSUMED	Krautzubereitung	Krautzubereitung	recorded
f17v|f17v.1-f17v.23	f17v.22	7	cthy	MATERIAL	Kraut	Kraut	ASSUMED	Kraut	Kraut	recorded
f17v|f17v.1-f17v.23	f17v.23	1	chkeey	ACTION	zerreibe vollständig	zerreibe vollständig	ASSUMED	NICHT: zerreibe vollständig	NICHT: zerreibe vollständig	recorded
f17v|f17v.1-f17v.23	f17v.23	2	okeor	MATERIAL	warmer Auszug [nominale Qualität: Stoffkonstitution]	warmer Auszug [nominale Qualität: Stoffkonstitution]	ASSUMED	warmer Auszug [nominale Qualität: Stoffkonstitution]	warmer Auszug [nominale Qualität: Stoffkonstitution]	recorded
f17v|f17v.1-f17v.23	f17v.23	3	sh[a:o]r	OPEN	[ungelesen: sh[a:o]r]	[ungelesen: sh[a:o]r]	UNREAD	[ungelesen: sh[a:o]r]	[ungelesen: sh[a:o]r]	recorded
f17v|f17v.1-f17v.23	f17v.23	4	okeom	OPEN	[ungelesen: okeom]	[ungelesen: okeom]	UNREAD	[ungelesen: okeom]	[ungelesen: okeom]	recorded
f24r|f24r.1-f24r.20	f24r.1	1	por	AMOUNT	Zubereitungsmenge	Zubereitungsmenge	ASSUMED	Zubereitungsmenge	Zubereitungsmenge	recorded
f24r|f24r.1-f24r.20	f24r.1	2	or	AMOUNT	Anteil	Anteil	ASSUMED	Anteil	Anteil	recorded
f24r|f24r.1-f24r.20	f24r.1	3	y	LINK	und	und	ASSUMED	und	und	recorded
f24r|f24r.1-f24r.20	f24r.1	4	chor	MATERIAL	Blüten	Blüten	ASSUMED	Blüten	Blüten	recorded
f24r|f24r.1-f24r.20	f24r.1	5	opchar	OPEN	[ungelesen: opchar]	[ungelesen: opchar]	UNREAD	[ungelesen: opchar]	[ungelesen: opchar]	recorded
f24r|f24r.1-f24r.20	f24r.1	6	she	ACTION	lasse stehen	lasse stehen	ASSUMED	lasse stehen	lasse stehen	recorded
f24r|f24r.1-f24r.20	f24r.1	7	cheol	MATERIAL	flüssige Zubereitung	flüssige Zubereitung	ASSUMED	flüssige Zubereitung	flüssige Zubereitung	recorded
f24r|f24r.1-f24r.20	f24r.1	8	daiin	AMOUNT	Dosis Q	Dosis Q	ASSUMED	Dosis Q	Dosis Q	recorded
f24r|f24r.1-f24r.20	f24r.1	9	or	AMOUNT	Anteil	Anteil	ASSUMED	Anteil	Anteil	recorded
f24r|f24r.1-f24r.20	f24r.2	1	qotaiin	OPEN	[ungelesen: qotaiin]	[ungelesen: qotaiin]	UNREAD	[ungelesen: qotaiin]	[ungelesen: qotaiin]	recorded
f24r|f24r.1-f24r.20	f24r.2	2	char	MATERIAL	Blütenanteil	Blütenanteil	ASSUMED	Blütenanteil	Blütenanteil	recorded
f24r|f24r.1-f24r.20	f24r.2	3	odaiin	AMOUNT	zusätzliche Dosis Q	zusätzliche Dosis Q	ASSUMED	zusätzliche Dosis Q	zusätzliche Dosis Q	recorded
f24r|f24r.1-f24r.20	f24r.2	4	okai{ikh}al	OPEN	[ungelesen: okai{ikh}al]	[ungelesen: okai{ikh}al]	UNREAD	[ungelesen: okai{ikh}al]	[ungelesen: okai{ikh}al]	recorded
f24r|f24r.1-f24r.20	f24r.2	5	oky	STATE	warm	warm	ASSUMED	warm	warm	recorded
f24r|f24r.1-f24r.20	f24r.3	1	ycthar	OPEN	[ungelesen: ycthar]	[ungelesen: ycthar]	UNREAD	[ungelesen: ycthar]	[ungelesen: ycthar]	recorded
f24r|f24r.1-f24r.20	f24r.3	2	cthal	MATERIAL	Kräuterstück	Kräuterstück	ASSUMED	Kräuterstück	Kräuterstück	recorded
f24r|f24r.1-f24r.20	f24r.3	3	okol	MATERIAL	Grundansatz	Grundansatz	ASSUMED	Grundansatz	Grundansatz	recorded
f24r|f24r.1-f24r.20	f24r.3	4	qotar	AMOUNT	abgeteilter Anteil	abgeteilter Anteil	ASSUMED	abgeteilter Anteil	abgeteilter Anteil	recorded
f24r|f24r.1-f24r.20	f24r.3	5	ckhy	ACTION	stampfe	stampfe	ASSUMED	stampfe	stampfe	recorded
f24r|f24r.1-f24r.20	f24r.4	1	or	AMOUNT	Anteil	Anteil	ASSUMED	Anteil	Anteil	recorded
f24r|f24r.1-f24r.20	f24r.4	2	chckhaly	OPEN	[ungelesen: chckhaly]	[ungelesen: chckhaly]	UNREAD	[ungelesen: chckhaly]	[ungelesen: chckhaly]	recorded
f24r|f24r.1-f24r.20	f24r.4	3	cthar	MATERIAL	kleine Kräuterportion	kleine Kräuterportion	ASSUMED	kleine Kräuterportion	kleine Kräuterportion	recorded
