shol	paragraph	chey	contract	target	target_form	target_kind	stop	interval	open_interval	parity	row_status
Q	f93r|f93r.1-f93r.32	f93r.10:2	P16_LITERAL				PARAGRAPH_END	f93r.10:3=keol;f93r.10:4=cheol;f93r.10:5=ckhody;f93r.11:1=okeol;f93r.11:2=oteol;f93r.11:3=s;f93r.11:4=odam;f93r.11:5=sheo;f93r.11:6=al;f93r.11:7=sal;f93r.12:1=qokor;f93r.12:2=shey;f93r.12:3=okcheor;f93r.12:4=sheodom;f93r.13:1=shodaiin;f93r.13:2=qotchy;f93r.13:3=kchol;f93r.13:4=r;f93r.14:1=ychey;f93r.14:2=ckhos;f93r.14:3=okcheod;f93r.14:4=chr;f93r.15:1=ochol;f93r.15:2=shodal;f93r.15:3=dol;f93r.15:4=cheodam;f93r.16:1=choshy;f93r.16:2=qokor;f93r.16:3=chckhs;f93r.17:1=tcheo;f93r.17:2=l;f93r.17:3=cholchecthody;f93r.18:1=olkees;f93r.18:2=shodaiin;f93r.18:3=shody;f93r.19:1=tchor;f93r.19:2=shol;f93r.19:3=r;f93r.19:4=sheoky;f93r.20:1=ychockhy;f93r.20:2=cthol;f93r.20:3=osos;f93r.21:1=dol;f93r.21:2=shol;f93r.21:3=daiin;f93r.21:4=shcthy;f93r.22:1=kchor;f93r.22:2=cthy;f93r.22:3=chakal;f93r.22:4=daiin;f93r.23:1=oain;f93r.23:2=okor;f93r.23:3=shody;f93r.23:4=teols;f93r.24:1=ychocthy;f93r.24:2=chotey;f93r.24:3=teey;f93r.24:4=s;f93r.25:1=ysaiin;f93r.25:2=chotar;f93r.25:3=shody;f93r.26:1=ocheodaiin;f93r.26:2=tchos;f93r.26:3=sor;f93r.27:1=qokor;f93r.27:2=cheo;f93r.27:3=los;f93r.27:4=ckheody;f93r.28:1=ychor;f93r.28:2=odol;f93r.28:3=chodaiin;f93r.28:4=s;f93r.29:1=dain;f93r.29:2={ck}cho;f93r.29:3=ctho;f93r.29:4=ctho[s:e]g;f93r.30:1=shodaiin;f93r.30:2=qokcho;f93r.30:3=cthol;f93r.31:1=ol;f93r.31:2=chol;f93r.31:3=cthol;f93r.31:4=olchod;f93r.32:1=dol;f93r.32:2=chokal;f93r.32:3=schos	f93r.10:3=keol;f93r.10:5=ckhody;f93r.11:4=odam;f93r.12:2=shey;f93r.12:3=okcheor;f93r.12:4=sheodom;f93r.14:1=ychey;f93r.14:2=ckhos;f93r.14:3=okcheod;f93r.15:1=ochol;f93r.15:2=shodal;f93r.15:4=cheodam;f93r.16:1=choshy;f93r.16:3=chckhs;f93r.17:1=tcheo;f93r.17:2=l;f93r.17:3=cholchecthody;f93r.18:1=olkees;f93r.19:4=sheoky;f93r.20:1=ychockhy;f93r.20:3=osos;f93r.21:4=shcthy;f93r.22:3=chakal;f93r.23:1=oain;f93r.23:2=okor;f93r.23:4=teols;f93r.24:1=ychocthy;f93r.24:2=chotey;f93r.24:3=teey;f93r.25:1=ysaiin;f93r.25:2=chotar;f93r.26:1=ocheodaiin;f93r.26:2=tchos;f93r.27:3=los;f93r.27:4=ckheody;f93r.29:2={ck}cho;f93r.29:4=ctho[s:e]g;f93r.31:4=olchod;f93r.32:2=chokal;f93r.32:3=schos		recorded
Q	f93r|f93r.1-f93r.32	f93r.10:2	TRANSFER	f93r.12:1	qokor	ACTION	TARGET	f93r.10:3=keol;f93r.10:4=cheol;f93r.10:5=ckhody;f93r.11:1=okeol;f93r.11:2=oteol;f93r.11:3=s;f93r.11:4=odam;f93r.11:5=sheo;f93r.11:6=al;f93r.11:7=sal	f93r.10:3=keol;f93r.10:5=ckhody;f93r.11:4=odam	1	recorded
Q	f102v2|f102v2.30-f102v2.39	f102v2.37:3	P16_LITERAL				PARAGRAPH_END	f102v2.37:4=kor;f102v2.37:5=or;f102v2.37:6=cthey;f102v2.37:7=qoeeey;f102v2.37:8=qokeey;f102v2.37:9=okeoroly;f102v2.37:10=sar;f102v2.38:1=dar;f102v2.38:2=cheey;f102v2.38:3=ckheey;f102v2.38:4=qokeor;f102v2.38:5=okey;f102v2.38:6=chos;f102v2.38:7=sho;f102v2.38:8=ykeey;f102v2.38:9=okeeo;f102v2.38:10=ra[in:i?];f102v2.39:1=yotaiin;f102v2.39:2=cheor;f102v2.39:3=cheekey;f102v2.39:4=orain	f102v2.37:4=kor;f102v2.37:6=cthey;f102v2.37:7=qoeeey;f102v2.37:9=okeoroly;f102v2.38:3=ckheey;f102v2.38:6=chos;f102v2.38:9=okeeo;f102v2.38:10=ra[in:i?];f102v2.39:1=yotaiin;f102v2.39:3=cheekey;f102v2.39:4=orain		recorded
Q	f102v2|f102v2.30-f102v2.39	f102v2.37:3	TRANSFER	f102v2.37:8	qokeey	ACTION	TARGET	f102v2.37:4=kor;f102v2.37:5=or;f102v2.37:6=cthey;f102v2.37:7=qoeeey	f102v2.37:4=kor;f102v2.37:6=cthey;f102v2.37:7=qoeeey	1	recorded
Q	f29v.1-f29v.4	f29v.2:6	P16_LITERAL				PARAGRAPH_END	f29v.2:7=cthold;f29v.2:8=ytchor;f29v.2:9=dary;f29v.3:1=chol;f29v.3:2=chol;f29v.3:3=kor;f29v.3:4=shey;f29v.3:5=odaiin;f29v.3:6=qotchy;f29v.3:7=taiin;f29v.3:8=s;f29v.3:9=she;f29v.3:10=otey;f29v.3:11=sy;f29v.4:1=ysho;f29v.4:2=otshy;f29v.4:3=okaiin;f29v.4:4=cthy;f29v.4:5=oltchy;f29v.4:6=s;f29v.4:7=shot;f29v.4:8=sho;f29v.4:9=okaiin	f29v.2:7=cthold;f29v.2:8=ytchor;f29v.2:9=dary;f29v.3:3=kor;f29v.3:4=shey;f29v.3:7=taiin;f29v.3:10=otey;f29v.4:1=ysho;f29v.4:2=otshy;f29v.4:5=oltchy;f29v.4:7=shot		recorded
Q	f29v.1-f29v.4	f29v.2:6	TRANSFER	f29v.3:1	chol	ACTION	TARGET	f29v.2:7=cthold;f29v.2:8=ytchor;f29v.2:9=dary	f29v.2:7=cthold;f29v.2:8=ytchor;f29v.2:9=dary	1	recorded
A	f17v|f17v.1-f17v.23	f17v.19:2	P16_LITERAL				PARAGRAPH_END	f17v.19:3=qoaiin;f17v.19:4=cthor;f17v.19:5=cholchom;f17v.20:1=ykeey;f17v.20:2=okeey;f17v.20:3=cheor;f17v.20:4=chol;f17v.20:5=sho;f17v.20:6=odaiin;f17v.21:1=oal;f17v.21:2=sheor;f17v.21:3=sholor;f17v.21:4=or;f17v.21:5=shecthy;f17v.21:6=cpheor;f17v.21:7=daiin;f17v.22:1=qokeee;f17v.22:2=dar;f17v.22:3=chey;f17v.22:4=keeor;f17v.22:5=cheeol;f17v.22:6=ctheey;f17v.22:7=cthy;f17v.23:1=chkeey;f17v.23:2=okeor;f17v.23:3=sh[a:o]r;f17v.23:4=okeom	f17v.19:3=qoaiin;f17v.19:5=cholchom;f17v.21:1=oal;f17v.21:2=sheor;f17v.21:3=sholor;f17v.21:5=shecthy;f17v.21:6=cpheor;f17v.22:1=qokeee;f17v.22:5=cheeol;f17v.23:3=sh[a:o]r;f17v.23:4=okeom		recorded
A	f17v|f17v.1-f17v.23	f17v.19:2	TRANSFER	f17v.20:1	ykeey	ACTION	TARGET	f17v.19:3=qoaiin;f17v.19:4=cthor;f17v.19:5=cholchom	f17v.19:3=qoaiin;f17v.19:5=cholchom	1	recorded
A	f17v|f17v.1-f17v.23	f17v.22:3	P16_LITERAL				PARAGRAPH_END	f17v.22:4=keeor;f17v.22:5=cheeol;f17v.22:6=ctheey;f17v.22:7=cthy;f17v.23:1=chkeey;f17v.23:2=okeor;f17v.23:3=sh[a:o]r;f17v.23:4=okeom	f17v.22:5=cheeol;f17v.23:3=sh[a:o]r;f17v.23:4=okeom		recorded
A	f17v|f17v.1-f17v.23	f17v.22:3	TRANSFER	f17v.23:1	chkeey	ACTION	TARGET	f17v.22:4=keeor;f17v.22:5=cheeol;f17v.22:6=ctheey;f17v.22:7=cthy	f17v.22:5=cheeol	1	recorded
A	f24r|f24r.1-f24r.20	f24r.5:4	P16_LITERAL				PARAGRAPH_END	f24r.5:5=cthy;f24r.5:6=cthe;f24r.5:7=keom;f24r.6:1=oeeeos;f24r.6:2=cthor;f24r.6:3=otal;f24r.6:4=qocthol;f24r.6:5=qoky;f24r.7:1=q@145;kar;f24r.7:2=chtar;f24r.7:3=s;f24r.7:4=cheor;f24r.7:5=cthol;f24r.7:6=qodol;f24r.8:1=ychor;f24r.8:2=s;f24r.8:3=om;f24r.8:4=qoear;f24r.8:5=daiin;f24r.8:6=qokeol;f24r.9:1=odaiin;f24r.9:2=ckham;f24r.9:3=qodai{ikh}y;f24r.9:4=dol;f24r.9:5=dal;f24r.10:1=q[?:e]or;f24r.10:2=cfhar;f24r.10:3=chor;f24r.10:4=s;f24r.10:5=am;f24r.10:6=chotaiin;f24r.10:7=dy;f24r.11:1=sar;f24r.11:2=cheoiees;f24r.11:3=okeem;f24r.11:4=cheor;f24r.11:5=qokain;f24r.12:1=qokchy;f24r.12:2=qotchy;f24r.12:3=tol;f24r.12:4=tod;f24r.12:5=ckhy;f24r.13:1=oees;f24r.13:2=ol;f24r.13:3=s;f24r.13:4=chey;f24r.13:5=chcth;f24r.13:6=s;f24r.13:7=ar;f24r.14:1=qor;f24r.14:2=cheey;f24r.14:3=qod;f24r.14:4=char;f24r.14:5=cthal;f24r.15:1=ockhoees;f24r.15:2=oeees;f24r.15:3=ol;f24r.15:4=dal;f24r.15:5=s;f24r.16:1=sham;f24r.16:2=okeal;f24r.16:3=dal;f24r.16:4=dam;f24r.16:5=dal;f24r.17:1=sshey;f24r.17:2=otam;f24r.17:3=sham;f24r.17:4=cthoj;f24r.17:5=oky;f24r.18:1=ycheol;f24r.18:2=chol;f24r.18:3=daiin;f24r.18:4=chol;f24r.18:5=s;f24r.19:1=yol;f24r.19:2=kol;f24r.19:3=chol;f24r.19:4=shom;f24r.19:5=otacphy;f24r.20:1=sam;f24r.20:2=chorly	f24r.5:6=cthe;f24r.5:7=keom;f24r.6:1=oeeeos;f24r.6:4=qocthol;f24r.7:1=q@145;kar;f24r.7:2=chtar;f24r.7:6=qodol;f24r.8:3=om;f24r.8:4=qoear;f24r.9:2=ckham;f24r.9:3=qodai{ikh}y;f24r.10:1=q[?:e]or;f24r.10:2=cfhar;f24r.10:5=am;f24r.10:6=chotaiin;f24r.11:2=cheoiees;f24r.11:3=okeem;f24r.13:5=chcth;f24r.14:1=qor;f24r.14:3=qod;f24r.15:1=ockhoees;f24r.15:2=oeees;f24r.16:2=okeal;f24r.17:1=sshey;f24r.17:4=cthoj;f24r.19:1=yol;f24r.19:2=kol;f24r.19:4=shom;f24r.19:5=otacphy;f24r.20:1=sam;f24r.20:2=chorly		recorded
A	f24r|f24r.1-f24r.20	f24r.5:4	TRANSFER	f24r.6:5	qoky	ACTION	TARGET	f24r.5:5=cthy;f24r.5:6=cthe;f24r.5:7=keom;f24r.6:1=oeeeos;f24r.6:2=cthor;f24r.6:3=otal;f24r.6:4=qocthol	f24r.5:6=cthe;f24r.5:7=keom;f24r.6:1=oeeeos;f24r.6:4=qocthol	1	recorded
A	f24r|f24r.1-f24r.20	f24r.13:4	P16_LITERAL				PARAGRAPH_END	f24r.13:5=chcth;f24r.13:6=s;f24r.13:7=ar;f24r.14:1=qor;f24r.14:2=cheey;f24r.14:3=qod;f24r.14:4=char;f24r.14:5=cthal;f24r.15:1=ockhoees;f24r.15:2=oeees;f24r.15:3=ol;f24r.15:4=dal;f24r.15:5=s;f24r.16:1=sham;f24r.16:2=okeal;f24r.16:3=dal;f24r.16:4=dam;f24r.16:5=dal;f24r.17:1=sshey;f24r.17:2=otam;f24r.17:3=sham;f24r.17:4=cthoj;f24r.17:5=oky;f24r.18:1=ycheol;f24r.18:2=chol;f24r.18:3=daiin;f24r.18:4=chol;f24r.18:5=s;f24r.19:1=yol;f24r.19:2=kol;f24r.19:3=chol;f24r.19:4=shom;f24r.19:5=otacphy;f24r.20:1=sam;f24r.20:2=chorly	f24r.13:5=chcth;f24r.14:1=qor;f24r.14:3=qod;f24r.15:1=ockhoees;f24r.15:2=oeees;f24r.16:2=okeal;f24r.17:1=sshey;f24r.17:4=cthoj;f24r.19:1=yol;f24r.19:2=kol;f24r.19:4=shom;f24r.19:5=otacphy;f24r.20:1=sam;f24r.20:2=chorly		recorded
A	f24r|f24r.1-f24r.20	f24r.13:4	TRANSFER	f24r.14:2	cheey	ACTION	TARGET	f24r.13:5=chcth;f24r.13:6=s;f24r.13:7=ar;f24r.14:1=qor	f24r.13:5=chcth;f24r.14:1=qor	1	recorded
A	f86v5|f86v5.18-f86v5.25	f86v5.19:3	P16_LITERAL				PARAGRAPH_END	f86v5.19:4=shckhy;f86v5.19:5=shoky;f86v5.19:6=oty;f86v5.19:7=oty;f86v5.19:8=otain;f86v5.19:9=olkchdy;f86v5.20:1=ychor;f86v5.20:2=ar;f86v5.20:3=aiin;f86v5.20:4=ytaly;f86v5.20:5=otaiin;f86v5.20:6=ykaiin;f86v5.20:7=otal;f86v5.20:8=ytar;f86v5.20:9=aiin;f86v5.20:10=ytaiiil;f86v5.21:1=oar;f86v5.21:2=ar;f86v5.21:3=aiin;f86v5.21:4=okaiin;f86v5.21:5=yteey;f86v5.21:6=ytaiin;f86v5.21:7=qokees;f86v5.21:8=aiin;f86v5.21:9=yteey;f86v5.21:10=qotey;f86v5.21:11=lkey;f86v5.22:1=ykaiin;f86v5.22:2=ykeey;f86v5.22:3=ykal;f86v5.22:4=chod;f86v5.22:5=aiin;f86v5.22:6=oeey;f86v5.22:7=teodkaiin;f86v5.22:8=otodaiin;f86v5.22:9=okain;f86v5.23:1=ykaiin;f86v5.23:2=or;f86v5.23:3=aiin;f86v5.23:4=okol;f86v5.23:5=chokar;f86v5.23:6=sheol;f86v5.23:7=qokar;f86v5.23:8=cheey;f86v5.23:9=or;f86v5.23:10=aiin;f86v5.23:11=ody;f86v5.24:1=oar;f86v5.24:2=aiin;f86v5.24:3=ykain;f86v5.24:4=okal;f86v5.24:5=kchody;f86v5.24:6=chckhy;f86v5.24:7=otaiin;f86v5.24:8=olkar;f86v5.24:9=otaiin;f86v5.25:1=sair;f86v5.25:2=kain;f86v5.25:3=ar;f86v5.25:4=alosheey;f86v5.25:5=qoeey;f86v5.25:6=lkesy	f86v5.19:4=shckhy;f86v5.19:5=shoky;f86v5.19:8=otain;f86v5.19:9=olkchdy;f86v5.20:4=ytaly;f86v5.20:10=ytaiiil;f86v5.21:7=qokees;f86v5.21:10=qotey;f86v5.21:11=lkey;f86v5.22:3=ykal;f86v5.22:4=chod;f86v5.22:6=oeey;f86v5.22:7=teodkaiin;f86v5.22:8=otodaiin;f86v5.22:9=okain;f86v5.23:5=chokar;f86v5.24:3=ykain;f86v5.24:5=kchody;f86v5.24:6=chckhy;f86v5.24:8=olkar;f86v5.25:1=sair;f86v5.25:2=kain;f86v5.25:4=alosheey;f86v5.25:5=qoeey;f86v5.25:6=lkesy		recorded
A	f86v5|f86v5.18-f86v5.25	f86v5.19:3	TRANSFER	f86v5.19:6	oty	QUALITY	TARGET	f86v5.19:4=shckhy;f86v5.19:5=shoky	f86v5.19:4=shckhy;f86v5.19:5=shoky	1	recorded
A	f93r|f93r.1-f93r.32	f93r.10:2	P16_LITERAL				PARAGRAPH_END	f93r.10:3=keol;f93r.10:4=cheol;f93r.10:5=ckhody;f93r.11:1=okeol;f93r.11:2=oteol;f93r.11:3=s;f93r.11:4=odam;f93r.11:5=sheo;f93r.11:6=al;f93r.11:7=sal;f93r.12:1=qokor;f93r.12:2=shey;f93r.12:3=okcheor;f93r.12:4=sheodom;f93r.13:1=shodaiin;f93r.13:2=qotchy;f93r.13:3=kchol;f93r.13:4=r;f93r.14:1=ychey;f93r.14:2=ckhos;f93r.14:3=okcheod;f93r.14:4=chr;f93r.15:1=ochol;f93r.15:2=shodal;f93r.15:3=dol;f93r.15:4=cheodam;f93r.16:1=choshy;f93r.16:2=qokor;f93r.16:3=chckhs;f93r.17:1=tcheo;f93r.17:2=l;f93r.17:3=cholchecthody;f93r.18:1=olkees;f93r.18:2=shodaiin;f93r.18:3=shody;f93r.19:1=tchor;f93r.19:2=shol;f93r.19:3=r;f93r.19:4=sheoky;f93r.20:1=ychockhy;f93r.20:2=cthol;f93r.20:3=osos;f93r.21:1=dol;f93r.21:2=shol;f93r.21:3=daiin;f93r.21:4=shcthy;f93r.22:1=kchor;f93r.22:2=cthy;f93r.22:3=chakal;f93r.22:4=daiin;f93r.23:1=oain;f93r.23:2=okor;f93r.23:3=shody;f93r.23:4=teols;f93r.24:1=ychocthy;f93r.24:2=chotey;f93r.24:3=teey;f93r.24:4=s;f93r.25:1=ysaiin;f93r.25:2=chotar;f93r.25:3=shody;f93r.26:1=ocheodaiin;f93r.26:2=tchos;f93r.26:3=sor;f93r.27:1=qokor;f93r.27:2=cheo;f93r.27:3=los;f93r.27:4=ckheody;f93r.28:1=ychor;f93r.28:2=odol;f93r.28:3=chodaiin;f93r.28:4=s;f93r.29:1=dain;f93r.29:2={ck}cho;f93r.29:3=ctho;f93r.29:4=ctho[s:e]g;f93r.30:1=shodaiin;f93r.30:2=qokcho;f93r.30:3=cthol;f93r.31:1=ol;f93r.31:2=chol;f93r.31:3=cthol;f93r.31:4=olchod;f93r.32:1=dol;f93r.32:2=chokal;f93r.32:3=schos	f93r.10:3=keol;f93r.10:5=ckhody;f93r.11:4=odam;f93r.12:2=shey;f93r.12:3=okcheor;f93r.12:4=sheodom;f93r.14:1=ychey;f93r.14:2=ckhos;f93r.14:3=okcheod;f93r.15:1=ochol;f93r.15:2=shodal;f93r.15:4=cheodam;f93r.16:1=choshy;f93r.16:3=chckhs;f93r.17:1=tcheo;f93r.17:2=l;f93r.17:3=cholchecthody;f93r.18:1=olkees;f93r.19:4=sheoky;f93r.20:1=ychockhy;f93r.20:3=osos;f93r.21:4=shcthy;f93r.22:3=chakal;f93r.23:1=oain;f93r.23:2=okor;f93r.23:4=teols;f93r.24:1=ychocthy;f93r.24:2=chotey;f93r.24:3=teey;f93r.25:1=ysaiin;f93r.25:2=chotar;f93r.26:1=ocheodaiin;f93r.26:2=tchos;f93r.27:3=los;f93r.27:4=ckheody;f93r.29:2={ck}cho;f93r.29:4=ctho[s:e]g;f93r.31:4=olchod;f93r.32:2=chokal;f93r.32:3=schos		recorded
