statement_id	record	page	old_form_class	old_phase_chain	new_program_id	new_primitive_signature	new_support	new_status	relation
H4-S002	H4	f55v	LOCAL_FORM	MEASURE>PREPARE	PG042	METER_CHECK>ACTIVATE_CHARGE>CONTINUE_USE	1	UNIQUE	LOCAL_BOTH
H4-S003	H4	f55v	LOCAL_FORM	MEASURE>MOVE>MEASURE>PREPARE>CLOSE	PG049	METER_CHECK>SOURCE_DRAW>ACTIVATE_CHARGE>CONTINUE_USE>CLOSE	1	UNIQUE	LOCAL_BOTH
H4-S004	H4	f55v	LOCAL_FORM	MEASURE>APPLY>MEASURE>PREPARE>MOVE>MEASURE	PG051	METER_CHECK>TARGET_HANDOFF>ACTIVATE_CHARGE>ACTIVATE_CHARGE>CONTINUE_USE>ACTIVATE_CHARGE	1	UNIQUE	LOCAL_BOTH
H5-S001	H5	f56r	LOCAL_FORM	COLLECT>SELECT>MOVE>MEASURE>SELECT>MOVE>COLLECT>APPLY>MOVE	PG018	ACTIVATE_CHARGE>ACTIVATE_CHARGE>TARGET_HANDOFF>METER_CHECK>ACTIVATE_CHARGE>MOVE_PASS>ACTIVATE_CHARGE>CONTINUE_USE>TARGET_HANDOFF	1	UNIQUE	LOCAL_BOTH
H5-S002	H5	f56r	LOCAL_FORM	PREPARE>SELECT>APPLY>HOLD>CLOSE	PG026	CONTINUE_USE>ACTIVATE_CHARGE>ACTIVATE_CHARGE>HOLD_STATE>CLOSE	1	UNIQUE	LOCAL_BOTH
H5-S003	H5	f56r	LOCAL_FORM	HOLD>SELECT>HOLD>SELECT	PG035	HOLD_STATE>ACTIVATE_CHARGE>HOLD_STATE>ACTIVATE_CHARGE	1	UNIQUE	LOCAL_BOTH
H5-S004	H5	f56r	LOCAL_FORM	SELECT>MOVE	PG017	ACTIVATE_CHARGE>ACTIVATE_CHARGE>TARGET_HANDOFF	1	UNIQUE	LOCAL_BOTH
H5-S005	H5	f56r	LOCAL_FORM	SELECT>MOVE>MEASURE	PG011	ACTIVATE_CHARGE>ACTIVATE_CHARGE>ACTIVATE_CHARGE>ACTIVATE_CHARGE	1	UNIQUE	LOCAL_BOTH
H5-S006	H5	f56r	LOCAL_FORM	SELECT>HOLD>MEASURE	PG021	ACTIVATE_CHARGE>HOLD_STATE>METER_CHECK	1	UNIQUE	LOCAL_BOTH
B1-S001	B1	f81v	F01	HOLD>CLOSE	PG001	HOLD_STATE>CLOSE	21	RECURRENT	OLD_AND_NEW_RECURRENT
B1-S002	B1	f81v	LOCAL_FORM	MEASURE>MOVE>APPLY>MOVE>PREPARE>MEASURE>MOVE>PREPARE>HOLD>MOVE>PREPARE>HOLD>MEASURE>APPLY>MEASURE>MOVE>CLOSE	PG048	METER_CHECK>MOVE_PASS>TARGET_HANDOFF>SOURCE_DRAW>CONTINUE_USE>ACTIVATE_CHARGE>ACTIVATE_CHARGE>TARGET_HANDOFF>CONTINUE_USE>HOLD_STATE>MOVE_PASS>ACTIVATE_CHARGE>CONTINUE_USE>HOLD_STATE>METER_CHECK>HOLD_STATE>METER_CHECK>MOVE_PASS>MOVE_PASS>CLOSE	1	UNIQUE	LOCAL_BOTH
B1-S003	B1	f81v	F05	PREPARE>HOLD>CLOSE	PG030	CONTINUE_USE>HOLD_STATE>CLOSE	1	UNIQUE	OLD_RECURRENT_NOW_UNIQUE
B1-S004	B1	f81v	LOCAL_FORM	MOVE>PREPARE>HOLD>CLOSE	PG055	MOVE_PASS>CONTINUE_USE>HOLD_STATE>CLOSE	1	UNIQUE	LOCAL_BOTH
B1-S005	B1	f81v	F04	MOVE>CLOSE	PG002	MOVE_PASS>CLOSE	14	RECURRENT	OLD_AND_NEW_RECURRENT
B1-S006	B1	f81v	LOCAL_FORM	MEASURE>MOVE>HOLD	PG023	ACTIVATE_CHARGE>MOVE_PASS>MOVE_PASS>HOLD_STATE	1	UNIQUE	LOCAL_BOTH
B1-S007	B1	f81v	F04	MOVE>CLOSE	PG003	ACTIVATE_CHARGE>CLOSE	4	RECURRENT	OLD_AND_NEW_RECURRENT
B1-S008	B1	f81v	LOCAL_FORM	MOVE>PREPARE>HOLD>PREPARE>HOLD>CLOSE	PG029	CONTINUE_USE>CONTINUE_USE>HOLD_STATE>CONTINUE_USE>HOLD_STATE>CLOSE	1	UNIQUE	LOCAL_BOTH
B1-S009	B1	f81v	F01	HOLD>CLOSE	PG001	HOLD_STATE>CLOSE	21	RECURRENT	OLD_AND_NEW_RECURRENT
B1-S010	B1	f81v	F01	HOLD>CLOSE	PG001	HOLD_STATE>CLOSE	21	RECURRENT	OLD_AND_NEW_RECURRENT
B1-S011	B1	f81v	LOCAL_FORM	MOVE>APPLY	PG053	MOVE_PASS>ACTIVATE_CHARGE	1	UNIQUE	LOCAL_BOTH
B1-S012	B1	f81v	F05	PREPARE>HOLD>CLOSE	PG004	CONTINUE_USE>HOLD_STATE>HOLD_STATE>CLOSE	3	RECURRENT	OLD_AND_NEW_RECURRENT
B1-S013	B1	f81v	F01	HOLD>CLOSE	PG001	HOLD_STATE>CLOSE	21	RECURRENT	OLD_AND_NEW_RECURRENT
B1-S014	B1	f81v	LOCAL_FORM	MOVE>COLLECT>MOVE>PREPARE>MOVE	PG058	MOVE_PASS>HOLD_STATE>TARGET_HANDOFF>CONTINUE_USE>SOURCE_DRAW	1	UNIQUE	LOCAL_BOTH
B1-S015	B1	f81v	LOCAL_FORM	HOLD>MOVE>CLOSE	PG033	HOLD_STATE>ACTIVATE_CHARGE>CLOSE	1	UNIQUE	LOCAL_BOTH
B1-S016	B1	f81v	LOCAL_FORM	APPLY>HOLD>PREPARE>HOLD>CLOSE	PG067	TARGET_HANDOFF>HOLD_STATE>CONTINUE_USE>HOLD_STATE>CLOSE	1	UNIQUE	LOCAL_BOTH
B1-S017	B1	f81v	LOCAL_FORM	MOVE>HOLD>MOVE>CLOSE	PG068	TARGET_HANDOFF>HOLD_STATE>MOVE_PASS>CLOSE	1	UNIQUE	LOCAL_BOTH
B1-S018	B1	f81v	LOCAL_FORM	MOVE>HOLD>MEASURE>COLLECT>CLOSE	PG057	MOVE_PASS>HOLD_STATE>METER_CHECK>HOLD_STATE>CLOSE	1	UNIQUE	LOCAL_BOTH
B1-S019	B1	f81v	F01	HOLD>CLOSE	PG001	HOLD_STATE>CLOSE	21	RECURRENT	OLD_AND_NEW_RECURRENT
B1-S020	B1	f81v	F01	HOLD>CLOSE	PG005	HOLD_STATE>HOLD_STATE>CLOSE	3	RECURRENT	OLD_AND_NEW_RECURRENT
B1-S021	B1	f81v	LOCAL_FORM	MOVE	PG065	TARGET_HANDOFF	1	UNIQUE	LOCAL_BOTH
B2-S001	B2	f82r	LOCAL_FORM	MOVE>CLOSE	PG002	MOVE_PASS>CLOSE	14	RECURRENT	NEW_RECURRENT_FROM_OLD_LOCAL
B2-S002	B2	f82r	F04	MOVE>CLOSE	PG002	MOVE_PASS>CLOSE	14	RECURRENT	OLD_AND_NEW_RECURRENT
B2-S003	B2	f82r	F03	MEASURE>HOLD>CLOSE	PG006	ACTIVATE_CHARGE>ACTIVATE_CHARGE>HOLD_STATE>CLOSE	2	RECURRENT	OLD_AND_NEW_RECURRENT
B2-S004	B2	f82r	LOCAL_FORM	APPLY>MEASURE>MOVE>HOLD>MOVE>CLOSE	PG066	TARGET_HANDOFF>ACTIVATE_CHARGE>MOVE_PASS>HOLD_STATE>MOVE_PASS>CLOSE	1	UNIQUE	LOCAL_BOTH
B2-S005	B2	f82r	LOCAL_FORM	APPLY>MEASURE>MOVE>MEASURE>HOLD>MEASURE>MOVE>CLOSE	PG069	TARGET_HANDOFF>METER_CHECK>MOVE_PASS>METER_CHECK>METER_CHECK>HOLD_STATE>ACTIVATE_CHARGE>MOVE_PASS>CLOSE	1	UNIQUE	LOCAL_BOTH
B2-S006	B2	f82r	LOCAL_FORM	HOLD>APPLY>MEASURE>APPLY	PG039	HOLD_STATE>TARGET_HANDOFF>ACTIVATE_CHARGE>ACTIVATE_CHARGE	1	UNIQUE	LOCAL_BOTH
B2-S007	B2	f82r	F01	HOLD>CLOSE	PG001	HOLD_STATE>CLOSE	21	RECURRENT	OLD_AND_NEW_RECURRENT
B2-S008	B2	f82r	LOCAL_FORM	MEASURE>MOVE>HOLD>CLOSE	PG050	METER_CHECK>SOURCE_DRAW>HOLD_STATE>CLOSE	1	UNIQUE	LOCAL_BOTH
B2-S009	B2	f82r	F01	HOLD>CLOSE	PG001	HOLD_STATE>CLOSE	21	RECURRENT	OLD_AND_NEW_RECURRENT
B2-S010	B2	f82r	LOCAL_FORM	HOLD>APPLY>MOVE>COLLECT	PG034	HOLD_STATE>ACTIVATE_CHARGE>CONTINUE_USE>HOLD_STATE	1	UNIQUE	LOCAL_BOTH
B2-S011	B2	f82r	F03	MEASURE>HOLD>CLOSE	PG013	ACTIVATE_CHARGE>ACTIVATE_CHARGE>ACTIVATE_CHARGE>HOLD_STATE>CLOSE	1	UNIQUE	OLD_RECURRENT_NOW_UNIQUE
B2-S012	B2	f82r	LOCAL_FORM	MEASURE>COLLECT>HOLD>COLLECT>MEASURE>COLLECT>HOLD>CLOSE	PG064	SOURCE_DRAW>HOLD_STATE>HOLD_STATE>HOLD_STATE>SOURCE_DRAW>METER_CHECK>CONTINUE_USE>HOLD_STATE>CLOSE	1	UNIQUE	LOCAL_BOTH
B2-S013	B2	f82r	F04	MOVE>CLOSE	PG002	MOVE_PASS>CLOSE	14	RECURRENT	OLD_AND_NEW_RECURRENT
B2-S014	B2	f82r	LOCAL_FORM	COLLECT	PG061	SOURCE_DRAW	1	UNIQUE	LOCAL_BOTH
B2-S015	B2	f82r	F01	HOLD>CLOSE	PG005	HOLD_STATE>HOLD_STATE>CLOSE	3	RECURRENT	OLD_AND_NEW_RECURRENT
B2-S016	B2	f82r	LOCAL_FORM	MOVE>PREPARE>MEASURE>HOLD>MEASURE>HOLD>MOVE>CLOSE	PG071	TARGET_HANDOFF>SOURCE_DRAW>ACTIVATE_CHARGE>METER_CHECK>HOLD_STATE>METER_CHECK>HOLD_STATE>MOVE_PASS>CLOSE	1	UNIQUE	LOCAL_BOTH
B2-S017	B2	f82r	LOCAL_FORM	HOLD>MOVE>CLOSE	PG040	HOLD_STATE>TARGET_HANDOFF>CLOSE	1	UNIQUE	LOCAL_BOTH
B2-S018	B2	f82r	F01	HOLD>CLOSE	PG001	HOLD_STATE>CLOSE	21	RECURRENT	OLD_AND_NEW_RECURRENT
B2-S019	B2	f82r	F01	HOLD>CLOSE	PG001	HOLD_STATE>CLOSE	21	RECURRENT	OLD_AND_NEW_RECURRENT
B2-S020	B2	f82r	F01	HOLD>CLOSE	PG001	HOLD_STATE>CLOSE	21	RECURRENT	OLD_AND_NEW_RECURRENT
B2-S021	B2	f82r	F01	HOLD>CLOSE	PG001	HOLD_STATE>CLOSE	21	RECURRENT	OLD_AND_NEW_RECURRENT
B2-S022	B2	f82r	F04	MOVE>CLOSE	PG002	MOVE_PASS>CLOSE	14	RECURRENT	OLD_AND_NEW_RECURRENT
B3-S001	B3	f83r	LOCAL_FORM	COLLECT>CLOSE	PG001	HOLD_STATE>CLOSE	21	RECURRENT	NEW_RECURRENT_FROM_OLD_LOCAL
B3-S002	B3	f83r	LOCAL_FORM	MOVE>HOLD>CLOSE	PG009	TARGET_HANDOFF>HOLD_STATE>CLOSE	2	RECURRENT	NEW_RECURRENT_FROM_OLD_LOCAL
B3-S003	B3	f83r	LOCAL_FORM	SELECT>MEASURE>SELECT>MOVE>CLOSE	PG031	CONTINUE_USE>METER_CHECK>CONTINUE_USE>MOVE_PASS>CLOSE	1	UNIQUE	LOCAL_BOTH
B3-S004	B3	f83r	LOCAL_FORM	MEASURE>MOVE	PG052	METER_CHECK>TARGET_HANDOFF>SOURCE_DRAW	1	UNIQUE	LOCAL_BOTH
B3-S005	B3	f83r	F06	MOVE>CLOSE	PG002	MOVE_PASS>CLOSE	14	RECURRENT	OLD_AND_NEW_RECURRENT
B3-S006	B3	f83r	LOCAL_FORM	MOVE>APPLY>MOVE>CLOSE	PG060	MOVE_PASS>TARGET_HANDOFF>MOVE_PASS>CLOSE	1	UNIQUE	LOCAL_BOTH
B3-S007	B3	f83r	LOCAL_FORM	MEASURE>MOVE>HOLD>CLOSE	PG047	METER_CHECK>MOVE_PASS>HOLD_STATE>CLOSE	1	UNIQUE	LOCAL_BOTH
B3-S008	B3	f83r	F07	MOVE>CLOSE	PG002	MOVE_PASS>CLOSE	14	RECURRENT	OLD_AND_NEW_RECURRENT
B3-S009	B3	f83r	LOCAL_FORM	APPLY	PG010	ACTIVATE_CHARGE	1	UNIQUE	LOCAL_BOTH
B3-S010	B3	f83r	LOCAL_FORM	MOVE>HOLD>CLOSE	PG009	TARGET_HANDOFF>HOLD_STATE>CLOSE	2	RECURRENT	NEW_RECURRENT_FROM_OLD_LOCAL
B3-S011	B3	f83r	LOCAL_FORM	HOLD>APPLY>MOVE	PG036	HOLD_STATE>ACTIVATE_CHARGE>MOVE_PASS>SOURCE_DRAW	1	UNIQUE	LOCAL_BOTH
B3-S012	B3	f83r	F05	PREPARE>HOLD>CLOSE	PG007	ACTIVATE_CHARGE>HOLD_STATE>CLOSE	2	RECURRENT	OLD_AND_NEW_RECURRENT
B3-S013	B3	f83r	F03	MEASURE>HOLD>CLOSE	PG008	METER_CHECK>ACTIVATE_CHARGE>ACTIVATE_CHARGE>HOLD_STATE>CLOSE	2	RECURRENT	OLD_AND_NEW_RECURRENT
B3-S014	B3	f83r	LOCAL_FORM	MOVE>HOLD>CLOSE	PG056	MOVE_PASS>HOLD_STATE>CLOSE	1	UNIQUE	LOCAL_BOTH
B3-S015	B3	f83r	F02	MOVE>CLOSE	PG002	MOVE_PASS>CLOSE	14	RECURRENT	OLD_AND_NEW_RECURRENT
B3-S016	B3	f83r	F02	MOVE>CLOSE	PG054	MOVE_PASS>ACTIVATE_CHARGE>CLOSE	1	UNIQUE	OLD_RECURRENT_NOW_UNIQUE
B3-S017	B3	f83r	F01	HOLD>CLOSE	PG001	HOLD_STATE>CLOSE	21	RECURRENT	OLD_AND_NEW_RECURRENT
B3-S018	B3	f83r	F01	HOLD>CLOSE	PG001	HOLD_STATE>CLOSE	21	RECURRENT	OLD_AND_NEW_RECURRENT
B3-S019	B3	f83r	F01	HOLD>CLOSE	PG001	HOLD_STATE>CLOSE	21	RECURRENT	OLD_AND_NEW_RECURRENT
B3-S020	B3	f83r	LOCAL_FORM	MOVE>CLOSE	PG070	TARGET_HANDOFF>MOVE_PASS>CLOSE	1	UNIQUE	LOCAL_BOTH
B3-S021	B3	f83r	LOCAL_FORM	MEASURE>CHECK>MOVE>MEASURE>APPLY>HOLD>MOVE>CHECK>MOVE>CLOSE	PG045	METER_CHECK>HOLD_STATE>TARGET_HANDOFF>CONTINUE_USE>METER_CHECK>HOLD_STATE>HOLD_STATE>CONTINUE_USE>TARGET_HANDOFF>HOLD_STATE>TARGET_HANDOFF>CLOSE	1	UNIQUE	LOCAL_BOTH
B3-S022	B3	f83r	F02	MOVE>CLOSE	PG002	MOVE_PASS>CLOSE	14	RECURRENT	OLD_AND_NEW_RECURRENT
B3-S023	B3	f83r	F02	MOVE>CLOSE	PG002	MOVE_PASS>CLOSE	14	RECURRENT	OLD_AND_NEW_RECURRENT
B3-S024	B3	f83r	F02	MOVE>CLOSE	PG002	MOVE_PASS>CLOSE	14	RECURRENT	OLD_AND_NEW_RECURRENT
B3-S025	B3	f83r	F02	MOVE>CLOSE	PG003	ACTIVATE_CHARGE>CLOSE	4	RECURRENT	OLD_AND_NEW_RECURRENT
B3-S026	B3	f83r	LOCAL_FORM	HOLD>MEASURE>MOVE>MEASURE>CHECK>HOLD>COLLECT>CLOSE	PG038	HOLD_STATE>METER_CHECK>MOVE_PASS>ACTIVATE_CHARGE>HOLD_STATE>ACTIVATE_CHARGE>HOLD_STATE>CLOSE	1	UNIQUE	LOCAL_BOTH
B3-S027	B3	f83r	F01	HOLD>CLOSE	PG001	HOLD_STATE>CLOSE	21	RECURRENT	OLD_AND_NEW_RECURRENT
B3-S028	B3	f83r	F01	HOLD>CLOSE	PG005	HOLD_STATE>HOLD_STATE>CLOSE	3	RECURRENT	OLD_AND_NEW_RECURRENT
B3-S029	B3	f83r	F05	PREPARE>HOLD>CLOSE	PG004	CONTINUE_USE>HOLD_STATE>HOLD_STATE>CLOSE	3	RECURRENT	OLD_AND_NEW_RECURRENT
B3-S030	B3	f83r	LOCAL_FORM	APPLY>MEASURE>MOVE>CLOSE	PG022	ACTIVATE_CHARGE>METER_CHECK>MOVE_PASS>MOVE_PASS>CLOSE	1	UNIQUE	LOCAL_BOTH
B3-S031	B3	f83r	F01	HOLD>CLOSE	PG001	HOLD_STATE>CLOSE	21	RECURRENT	OLD_AND_NEW_RECURRENT
B3-S032	B3	f83r	F03	MEASURE>HOLD>CLOSE	PG016	ACTIVATE_CHARGE>ACTIVATE_CHARGE>METER_CHECK>METER_CHECK>HOLD_STATE>CLOSE	1	UNIQUE	OLD_RECURRENT_NOW_UNIQUE
B3-S033	B3	f83r	F04	MOVE>CLOSE	PG002	MOVE_PASS>CLOSE	14	RECURRENT	OLD_AND_NEW_RECURRENT
B3-S034	B3	f83r	LOCAL_FORM	MEASURE>CHECK>MEASURE>APPLY>HOLD>CLOSE	PG043	METER_CHECK>HOLD_STATE>ACTIVATE_CHARGE>METER_CHECK>TARGET_HANDOFF>HOLD_STATE>CLOSE	1	UNIQUE	LOCAL_BOTH
B4-S001	B4	f83r	F01	HOLD>CLOSE	PG001	HOLD_STATE>CLOSE	21	RECURRENT	OLD_AND_NEW_RECURRENT
B4-S002	B4	f83r	LOCAL_FORM	MOVE>HOLD>CLOSE	PG004	CONTINUE_USE>HOLD_STATE>HOLD_STATE>CLOSE	3	RECURRENT	NEW_RECURRENT_FROM_OLD_LOCAL
B4-S003	B4	f83r	LOCAL_FORM	MOVE>SELECT>HOLD>APPLY>PREPARE>HOLD>CLOSE	PG059	MOVE_PASS>TARGET_HANDOFF>ACTIVATE_CHARGE>HOLD_STATE>ACTIVATE_CHARGE>CONTINUE_USE>HOLD_STATE>CLOSE	1	UNIQUE	LOCAL_BOTH
B4-S004	B4	f83r	LOCAL_FORM	APPLY>CLOSE	PG003	ACTIVATE_CHARGE>CLOSE	4	RECURRENT	NEW_RECURRENT_FROM_OLD_LOCAL
B4-S005	B4	f83r	F03	MEASURE>HOLD>CLOSE	PG006	ACTIVATE_CHARGE>ACTIVATE_CHARGE>HOLD_STATE>CLOSE	2	RECURRENT	OLD_AND_NEW_RECURRENT
B4-S006	B4	f83r	F01	HOLD>CLOSE	PG001	HOLD_STATE>CLOSE	21	RECURRENT	OLD_AND_NEW_RECURRENT
B4-S007	B4	f83r	F01	HOLD>CLOSE	PG001	HOLD_STATE>CLOSE	21	RECURRENT	OLD_AND_NEW_RECURRENT
B4-S008	B4	f83r	F03	MEASURE>HOLD>CLOSE	PG008	METER_CHECK>ACTIVATE_CHARGE>ACTIVATE_CHARGE>HOLD_STATE>CLOSE	2	RECURRENT	OLD_AND_NEW_RECURRENT
B4-S009	B4	f83r	F01	HOLD>CLOSE	PG001	HOLD_STATE>CLOSE	21	RECURRENT	OLD_AND_NEW_RECURRENT
B4-S010	B4	f83r	LOCAL_FORM	PREPARE>CLOSE	PG027	CONTINUE_USE>CLOSE	1	UNIQUE	LOCAL_BOTH
B4-S011	B4	f83r	LOCAL_FORM	MEASURE>HOLD>MEASURE>PREPARE>HOLD>CLOSE	PG044	METER_CHECK>HOLD_STATE>HOLD_STATE>ACTIVATE_CHARGE>ACTIVATE_CHARGE>CONTINUE_USE>HOLD_STATE>CLOSE	1	UNIQUE	LOCAL_BOTH
B4-S012	B4	f83r	F02	MOVE>CLOSE	PG002	MOVE_PASS>CLOSE	14	RECURRENT	OLD_AND_NEW_RECURRENT
B4-S013	B4	f83r	F05	PREPARE>HOLD>CLOSE	PG007	ACTIVATE_CHARGE>HOLD_STATE>CLOSE	2	RECURRENT	OLD_AND_NEW_RECURRENT
B4-S014	B4	f83r	LOCAL_FORM	PREPARE>MOVE>HOLD>MOVE>CLOSE	PG019	ACTIVATE_CHARGE>CONTINUE_USE>HOLD_STATE>MOVE_PASS>CLOSE	1	UNIQUE	LOCAL_BOTH
B4-S015	B4	f83r	LOCAL_FORM	MEASURE>COLLECT>MEASURE>MOVE>COLLECT>MOVE>CLOSE	PG020	ACTIVATE_CHARGE>HOLD_STATE>ACTIVATE_CHARGE>TARGET_HANDOFF>HOLD_STATE>MOVE_PASS>CLOSE	1	UNIQUE	LOCAL_BOTH
B4-S016	B4	f83r	LOCAL_FORM	MEASURE>MOVE>HOLD>CLOSE	PG025	ACTIVATE_CHARGE>TARGET_HANDOFF>SOURCE_DRAW>HOLD_STATE>CLOSE	1	UNIQUE	LOCAL_BOTH
B5-S001	B5	f83r	F06	MOVE>CLOSE	PG002	MOVE_PASS>CLOSE	14	RECURRENT	OLD_AND_NEW_RECURRENT
B5-S002	B5	f83r	F07	MOVE>CLOSE	PG003	ACTIVATE_CHARGE>CLOSE	4	RECURRENT	OLD_AND_NEW_RECURRENT
B5-S003	B5	f83r	LOCAL_FORM	APPLY>MOVE>PREPARE>MOVE>APPLY>MEASURE>PREPARE>MEASURE>MOVE	PG072	TARGET_HANDOFF>TARGET_HANDOFF>CONTINUE_USE>MOVE_PASS>TARGET_HANDOFF>METER_CHECK>CONTINUE_USE>METER_CHECK>MOVE_PASS	1	UNIQUE	LOCAL_BOTH
B6-S001	B6	f83r	LOCAL_FORM	COLLECT>HOLD>PREPARE>MEASURE>PREPARE>MEASURE>MOVE	PG037	HOLD_STATE>HOLD_STATE>HOLD_STATE>CONTINUE_USE>METER_CHECK>CONTINUE_USE>ACTIVATE_CHARGE>ACTIVATE_CHARGE>ACTIVATE_CHARGE	1	UNIQUE	LOCAL_BOTH
