raw	dictionary_entry	all_parts	all_tags	all_occurrence_ids
qockhol	True	"[[""qockhol""]]"	"[[""RETAIN""]]"	PROJECTED|f83r.12|G001;ZL3b|f83r.12|G001;IT2a|f83r.12|G001
qofshdy	False	[]	[]	IT2a|f83r.9|G008
qokaiin	True	"[[""qokaiin""]]"	"[[""WEARER""]]"	PROJECTED|f83r.11|G003;PROJECTED|f83r.14|G007;ZL3b|f83r.11|G003;ZL3b|f83r.14|G007;IT2a|f83r.11|G003;IT2a|f83r.14|G007;ZL3b|f108r.46|G007;IT2a|f108r.46|G006
qokain	True	"[[""qokain""]]"	"[[""YOU""]]"	PROJECTED|f83r.16|G006;ZL3b|f83r.16|G006;IT2a|f83r.16|G006
qokal	True	"[[""qokal""]]"	"[[""PERSISTS""]]"	PROJECTED|f83r.12|G009;ZL3b|f83r.12|G009;IT2a|f83r.12|G009
qokchdy	True	"[[""qokchdy""]]"	"[[""ENCLOSE""]]"	PROJECTED|f83r.9|G005;PROJECTED|f83r.16|G002;ZL3b|f83r.9|G005;ZL3b|f83r.16|G002;IT2a|f83r.9|G005;IT2a|f83r.16|G002
qokchedy	True	"[[""qokchedy""]]"	"[[""PREPARE_ITEMS""]]"	PROJECTED|f83r.14|G001;ZL3b|f83r.14|G001;IT2a|f83r.14|G001
qokeal	True	"[[""qokeal""]]"	"[[""ITS_CARRIER""]]"	PROJECTED|f83r.12|G004;ZL3b|f83r.12|G004;IT2a|f83r.12|G004
qokedy	True	"[[""qokedy""]]"	"[[""STONE""]]"	PROJECTED|f83r.9|G003;PROJECTED|f83r.11|G006;PROJECTED|f83r.12|G008;PROJECTED|f83r.13|G007;ZL3b|f83r.9|G003;ZL3b|f83r.11|G006;ZL3b|f83r.12|G008;ZL3b|f83r.13|G007;IT2a|f83r.9|G003;IT2a|f83r.11|G006;IT2a|f83r.12|G008;IT2a|f83r.13|G006;ZL3b|f108r.45|G007;ZL3b|f108r.45|G010;ZL3b|f108r.46|G010;IT2a|f108r.45|G007;IT2a|f108r.45|G010;IT2a|f108r.46|G009
qokeed	True	"[[""qokeed""]]"	"[[""ENCLOSED_STATE""]]"	ZL3b|f108r.46|G002
qokeedy	True	"[[""qokeedy""], [""qokeed"", ""y""]]"	"[[""WING_TIP_OF""], [""ENCLOSED_STATE"", ""AND""]]"	PROJECTED|f83r.14|G002;ZL3b|f83r.14|G002;IT2a|f83r.14|G002;ZL3b|f108r.47|G008;IT2a|f108r.46|G002;IT2a|f108r.47|G008
qokey	True	"[[""qokey""]]"	"[[""WORN_STATE""]]"	ZL3b|f108r.46|G004;IT2a|f108r.46|G003
qokshedy	True	"[[""qokshedy""]]"	"[[""TOGETHER""]]"	PROJECTED|f83r.14|G004;ZL3b|f83r.14|G004;IT2a|f83r.14|G004
qopshdy	True	"[[""qopshdy""]]"	"[[""FOR_WEAR""]]"	PROJECTED|f83r.9|G008;ZL3b|f83r.9|G008
qopy	True	"[[""qopy""]]"	"[[""FOR_PROTECTION""]]"	PROJECTED|f83r.9|G009;ZL3b|f83r.9|G009;IT2a|f83r.9|G009
qotchedy	True	"[[""qotchedy""]]"	"[[""ACCOMPANIED_BY""]]"	PROJECTED|f83r.15|G008;ZL3b|f83r.15|G008;IT2a|f83r.15|G008
qpchedy	False	[]	[]	IT2a|f83r.13|G007
q{cphh}edy	False	[]	[]	ZL3b|f83r.13|G008
r	True	"[[""r""]]"	"[[""AS""]]"	PROJECTED|f83r.9|G006;ZL3b|f83r.9|G006;IT2a|f83r.9|G006
ram	False	[]	[]	IT2a|f83r.10|G012
rchs	True	"[[""rchs""]]"	"[[""IMAGE""]]"	PROJECTED|f83r.10|G002;ZL3b|f83r.10|G002;IT2a|f83r.10|G002
s	True	"[[""s""]]"	"[[""ALSO""]]"	PROJECTED|f83r.10|G009;PROJECTED|f83r.13|G004;ZL3b|f83r.10|G009;ZL3b|f83r.13|G004
saiin	True	"[[""saiin""], [""s"", ""aiin""]]"	"[[""ALTERNATIVELY""], [""ALSO"", ""OF""]]"	PROJECTED|f83r.15|G001;ZL3b|f83r.15|G001;IT2a|f83r.10|G009;IT2a|f83r.15|G001
sair	True	"[[""sair""]]"	"[[""UNDER""]]"	PROJECTED|f83r.13|G006;ZL3b|f83r.13|G006;IT2a|f83r.13|G005
salcheol	True	"[[""salcheol""]]"	"[[""KEEP_IMAGE""]]"	PROJECTED|f83r.13|G001;ZL3b|f83r.13|G001
saltedy	False	"[[""s"", ""altedy""]]"	"[[""ALSO"", ""REQUIRE_POSITION""]]"	IT2a|f83r.13|G004
sam	True	"[[""sam""]]"	"[[""MATERIAL""]]"	PROJECTED|f83r.10|G013;ZL3b|f83r.10|G013
schety	True	"[[""schety""]]"	"[[""ALPHA""]]"	PROJECTED|f83r.17|G006;ZL3b|f83r.17|G006;IT2a|f83r.17|G007
shckhey	True	"[[""shckhey""]]"	"[[""OTHER_EFFECTS_UNLISTED""]]"	PROJECTED|f83r.17|G003;ZL3b|f83r.17|G003;IT2a|f83r.17|G004
shcthey	True	"[[""shcthey""]]"	"[[""ENGRAVE_ON""]]"	PROJECTED|f83r.11|G005;ZL3b|f83r.11|G005;IT2a|f83r.11|G005
shcthy	True	"[[""shcthy""]]"	"[[""PLACES""]]"	PROJECTED|f83r.14|G008;PROJECTED|f83r.15|G006;ZL3b|f83r.14|G008;ZL3b|f83r.15|G006;IT2a|f83r.14|G008;IT2a|f83r.15|G006
shechy	True	"[[""shechy""]]"	"[[""FIRST_SECTION""]]"	PROJECTED|f83r.17|G005;ZL3b|f83r.17|G005;IT2a|f83r.17|G006
sheckhdy	True	"[[""sheckhdy""]]"	"[[""THROUGH""]]"	PROJECTED|f83r.12|G005;ZL3b|f83r.12|G005
sheckhy	True	"[[""sheckhy""]]"	"[[""THE_ENGRAVING""]]"	PROJECTED|f83r.12|G002;ZL3b|f83r.12|G002;IT2a|f83r.12|G002;ZL3b|f108r.45|G002;IT2a|f108r.45|G002
shecthy	True	"[[""shecthy""]]"	"[[""WING_TIP""]]"	PROJECTED|f83r.15|G003;ZL3b|f83r.15|G003;IT2a|f83r.15|G003
shedal	True	"[[""shedal""]]"	"[[""HAWK""]]"	PROJECTED|f83r.15|G002;ZL3b|f83r.15|G002;IT2a|f83r.15|G002
shedkedy	True	"[[""shedkedy""]]"	"[[""AMULET""]]"	PROJECTED|f83r.9|G007;ZL3b|f83r.9|G007;IT2a|f83r.9|G007
shedy	True	"[[""shedy""]]"	"[[""EAGLE""]]"	PROJECTED|f83r.11|G002;PROJECTED|f83r.13|G003;PROJECTED|f83r.14|G003;ZL3b|f83r.11|G002;ZL3b|f83r.13|G003;ZL3b|f83r.14|G003;IT2a|f83r.11|G002;IT2a|f83r.13|G003;IT2a|f83r.14|G003
sheedy	True	"[[""sheedy""]]"	"[[""FOR_UNDER""]]"	PROJECTED|f83r.11|G008;ZL3b|f83r.11|G008;IT2a|f83r.11|G008
sheol	True	"[[""sheol""]]"	"[[""UNDER""]]"	ZL3b|f108r.47|G004;IT2a|f108r.47|G004
skal	True	"[[""skal""]]"	"[[""BIRD_KIND""]]"	PROJECTED|f83r.10|G006;ZL3b|f83r.10|G006;IT2a|f83r.10|G006
solcheol	False	[]	[]	IT2a|f83r.13|G001
sor	True	"[[""sor""]]"	"[[""IMAGE_OF""]]"	PROJECTED|f83r.11|G001;ZL3b|f83r.11|G001;IT2a|f83r.11|G001
sy	True	"[[""sy""], [""s"", ""y""]]"	"[[""THE_STONE""], [""ALSO"", ""AND""]]"	PROJECTED|f83r.14|G010;ZL3b|f83r.14|G010;IT2a|f83r.14|G010
tal	True	"[[""tal""]]"	"[[""THAT_PART""]]"	PROJECTED|f83r.15|G005;ZL3b|f83r.15|G005;IT2a|f83r.15|G005
tar	True	"[[""tar""]]"	"[[""OF_KIND""]]"	PROJECTED|f83r.13|G002;ZL3b|f83r.13|G002;IT2a|f83r.13|G002
tchedy	True	"[[""tchedy""]]"	"[[""THEN""]]"	PROJECTED|f83r.16|G001;ZL3b|f83r.16|G001;IT2a|f83r.16|G001
y	True	"[[""y""]]"	"[[""AND""]]"	ZL3b|f108r.46|G003
yched	True	"[[""yched""], [""y"", ""ched""]]"	"[[""THROUGHOUT""], [""AND"", ""SELECTED_BIRD_KIND""]]"	ZL3b|f108r.47|G001;IT2a|f108r.47|G001
ytaiin	True	"[[""ytaiin""]]"	"[[""CLOSE""]]"	PROJECTED|f83r.17|G004;ZL3b|f83r.17|G004;IT2a|f83r.17|G005
yteedy	True	"[[""yteedy""]]"	"[[""SELECTED_MATERIALS""]]"	ZL3b|f108r.46|G001;IT2a|f108r.46|G001
{ck}al	False	[]	[]	ZL3b|f83r.12|G006
