event_id	record	page	locus	statement_id	surface	joint_tuple_id	small_value_de	source_pass	semantic_segmentation_before_consolidation
E013	H1	f10r	f10r.5	H1-S002	chol	dcda95c81a5460feb191	fortsetzen	sidequest_semantic_f10_root_scrape_four_hundred_sixteenth	OL_CONTINUE
E014	H1	f10r	f10r.5	H1-S002	cthy	e0b630cb1b5df5e7105b	bereit	sidequest_semantic_f10_root_scrape_four_hundred_sixteenth	CTH_READY+Y_CURRENT
E015	H2	f10r	f10r.6	H2-S001	ycheor	7249edc4df3419c26999	Spitzen	sidequest_semantic_h2_press_paste_four_hundred_twenty_fourth	ycheor=Pflanzenspitzen
E016	H2	f10r	f10r.6	H2-S001	cthy	e0b630cb1b5df5e7105b	bereit	sidequest_semantic_h2_press_paste_four_hundred_twenty_fourth	CTH_READY+Y_CURRENT
E017	H2	f10r	f10r.6	H2-S001	chor	7a4bb8136330ee4e6e56	Ansatz	sidequest_semantic_h2_press_paste_four_hundred_twenty_fourth	OR_BATCH
E018	H2	f10r	f10r.6	H2-S001	cthaiin	f3c23f42baf625639e1e	zerstoßen	sidequest_semantic_h2_press_paste_four_hundred_twenty_fourth	cthaiin=Kraut zerstoßen
E019	H2	f10r	f10r.6	H2-S001	qoctholy	af816c04e65874a0f2fa	abpressen	sidequest_semantic_h2_press_paste_four_hundred_twenty_fourth	QOCTHOLY_PRESS_WHOLE_CARD
E020	H2	f10r	f10r.6	H2-S001	dy	b921a237be883a820352	dies A	sidequest_semantic_h2_press_paste_four_hundred_twenty_fourth	Y_CURRENT_ITEM_CARD
E021	H2	f10r	f10r.6	H2-S001	chy	b921a237be883a820352	dies B	sidequest_semantic_h2_press_paste_four_hundred_twenty_fourth	Y_CURRENT_ITEM_CARD
E022	H2	f10r	f10r.6	H2-S001	taiin	2f1c5e56e8f0ff459065	Mass	sidequest_semantic_h2_press_paste_four_hundred_twenty_fourth	AIIN_TARGET_MEASURE
E023	H2	f10r	f10r.6	H2-S001	shy	b921a237be883a820352	dies bemessene	sidequest_semantic_h2_press_paste_four_hundred_twenty_fourth	Y_CURRENT_ITEM_CARD
E024	H2	f10r	f10r.8	H2-S002	qotchor	10488b911aae52b3b334	Folgeansatz	sidequest_semantic_h2_press_paste_four_hundred_twenty_fourth	OT_FOLLOW+OR_BATCH
E025	H2	f10r	f10r.8	H2-S002	chor	7a4bb8136330ee4e6e56	Ansatz	sidequest_semantic_h2_press_paste_four_hundred_twenty_fourth	OR_BATCH
E026	H2	f10r	f10r.8	H2-S002	otol	497cbd9c7401810ff56b	danach fortsetzen	sidequest_semantic_h2_press_paste_four_hundred_twenty_fourth	OT_FOLLOW+OL_CONTINUE
E027	H2	f10r	f10r.8	H2-S002	chol	dcda95c81a5460feb191	fortsetzen	sidequest_semantic_h2_press_paste_four_hundred_twenty_fourth	OL_CONTINUE
E028	H2	f10r	f10r.8	H2-S002	cholor	dec401773c1f0347793d	Fortsetzungsansatz	sidequest_semantic_h2_press_paste_four_hundred_twenty_fourth	OL_CONTINUE+OR_BATCH
E029	H2	f10r	f10r.8	H2-S002	chol	dcda95c81a5460feb191	fortsetzen	sidequest_semantic_h2_press_paste_four_hundred_twenty_fourth	OL_CONTINUE
E030	H2	f10r	f10r.8	H2-S002	daiin	2f1c5e56e8f0ff459065	Mass	sidequest_semantic_h2_press_paste_four_hundred_twenty_fourth	AIIN_TARGET_MEASURE
E031	H2	f10r	f10r.8	H2-S002	dar	4d4559019a961b834aa1	dasselbe	sidequest_semantic_h2_press_paste_four_hundred_twenty_fourth	AR_SOURCE
E032	H2	f10r	f10r.9	H2-S003	oykchor	27d97af8c96eb056c2e6	glasiertes Gefäß	sidequest_semantic_h2_press_paste_four_hundred_twenty_fourth	oykchor=glasiertes Gefäß
E033	H2	f10r	f10r.9	H2-S003	shor	7a4bb8136330ee4e6e56	Ansatz A	sidequest_semantic_h2_press_paste_four_hundred_twenty_fourth	OR_BATCH
E034	H2	f10r	f10r.9	H2-S003	chor	7a4bb8136330ee4e6e56	Ansatz B	sidequest_semantic_h2_press_paste_four_hundred_twenty_fourth	OR_BATCH
E035	H2	f10r	f10r.9	H2-S003	chy	b921a237be883a820352	dies	sidequest_semantic_h2_press_paste_four_hundred_twenty_fourth	Y_CURRENT_ITEM_CARD
E036	H2	f10r	f10r.9	H2-S003	kaiiin	409de02322e7b2ca0c62	weicher Sollstand	sidequest_semantic_h2_press_paste_four_hundred_twenty_fourth	K_SOFT_HULL+IIN_TARGET_GRADE
E037	H2	f10r	f10r.9	H2-S003	dy	b921a237be883a820352	dies	sidequest_semantic_h2_press_paste_four_hundred_twenty_fourth	Y_CURRENT_ITEM_CARD
E038	H2	f10r	f10r.9	H2-S003	chodaiin	834825c61d048a6b5628	Paste	sidequest_semantic_h2_press_paste_four_hundred_twenty_fourth	chodaiin=Geschwür
E039	H3	f11r	f11r.1	H3-S001	tshol	953ad19b79517fc8a211	Blütenkraut	sidequest_semantic_h3_complete_filtration_four_hundred_twenty_third	tshol=Blütenkraut
E040	H3	f11r	f11r.1	H3-S001	schoal	428a5e3662aa57b4b256	Sud	sidequest_semantic_h3_complete_filtration_four_hundred_twenty_third	SCHOAL_WINE_DECOCTION_WHOLE_CARD
E041	H3	f11r	f11r.1	H3-S001	cfhy	bdad9f9ea8b80f141496	auswringen	sidequest_semantic_h3_complete_filtration_four_hundred_twenty_third	CFHY_WRING_WHOLE_CARD
E042	H3	f11r	f11r.1	H3-S001	shfydaiin	a8af08e69edab8e54f15	Standzeit	sidequest_semantic_h3_complete_filtration_four_hundred_twenty_third	SHFY_STAND+AIIN_TARGET_MEASURE
E043	H3	f11r	f11r.1	H3-S001	cphy	deb377381ceaf55ea310	nachseihen	sidequest_semantic_h3_complete_filtration_four_hundred_twenty_third	CPHY_RESTRAIN_WHOLE_CARD
E044	H3	f11r	f11r.1	H3-S001	shey	b5df9126607030b95175	Klarauszug	sidequest_semantic_h3_complete_filtration_four_hundred_twenty_third	SHEY_CLEAR_EXTRACT_WHOLE_CARD
E045	H3	f11r	f11r.1	H3-S001	tchody	2e2027b1951d79911e24	abkühlen; Schluss	sidequest_semantic_h3_complete_filtration_four_hundred_twenty_third	TCHO_COOL+DY_CLOSE
E046	H3	f11r	f11r.1	H3-S002	shoyty	577c03a928d674d420d7	Reserve setzen	sidequest_semantic_h3_complete_filtration_four_hundred_twenty_third	shoyty=Blütenanteil zurückhalten
E047	H3	f11r	f11r.4	H3-S003	dchol	d665560c8ff80799a82c	Fortsetzung	sidequest_semantic_h3_complete_filtration_four_hundred_twenty_third	CH_WRAPPER+OL_CONTINUE
E048	H3	f11r	f11r.4	H3-S003	chy	b921a237be883a820352	dies	sidequest_semantic_h3_complete_filtration_four_hundred_twenty_third	Y_CURRENT_ITEM_CARD
E049	H3	f11r	f11r.4	H3-S003	kchy	b2812c8283c3a62438bd	Trank	sidequest_semantic_h3_complete_filtration_four_hundred_twenty_third	KCHY_DRAUGHT_WHOLE_CARD
E050	H3	f11r	f11r.4	H3-S003	dy	b921a237be883a820352	dies	sidequest_semantic_h3_complete_filtration_four_hundred_twenty_third	Y_CURRENT_ITEM_CARD
E051	H3	f11r	f11r.4	H3-S003	daiin	2f1c5e56e8f0ff459065	Mass	sidequest_semantic_h3_complete_filtration_four_hundred_twenty_third	AIIN_TARGET_MEASURE
E052	H3	f11r	f11r.7	H3-S004	qotchy	a48efd6c4491a046ba78	Reserve nehmen	sidequest_semantic_h3_complete_filtration_four_hundred_twenty_third	qotchy=zurückbehaltene Blüten
E053	H3	f11r	f11r.7	H3-S004	okchol	322281bd391aa621f568	Fortsetzung einsetzen	sidequest_semantic_h3_complete_filtration_four_hundred_twenty_third	OK_SET+CH_WRAPPER+OL_CONTINUE
E054	H3	f11r	f11r.7	H3-S004	cthy	e0b630cb1b5df5e7105b	bereit	sidequest_semantic_h3_complete_filtration_four_hundred_twenty_third	CTH_READY+Y_CURRENT
E055	H3	f11r	f11r.7	H3-S004	dy	b921a237be883a820352	dies	sidequest_semantic_h3_complete_filtration_four_hundred_twenty_third	Y_CURRENT_ITEM_CARD
E056	H4	f55v	f55v.5	H4-S001	qokaiin	b5fcea1eaed06b2f2291	nach Mass ansetzen	sidequest_semantic_h4_complete_preparation_four_hundred_twenty_second	OK_SET+AIIN_TARGET_MEASURE
E057	H4	f55v	f55v.5	H4-S001	chaiin	2f1c5e56e8f0ff459065	Mass	sidequest_semantic_h4_complete_preparation_four_hundred_twenty_second	AIIN_TARGET_MEASURE
E058	H4	f55v	f55v.5	H4-S001	ykain	403c1592f918c8f23b88	eine Portion davon	sidequest_semantic_h4_complete_preparation_four_hundred_twenty_second	Y_REFERENT+K_HULL+AIN_PORTION
E059	H4	f55v	f55v.5	H4-S001	ykan	d929a14ec45749b2e805	diese Portion	sidequest_semantic_h4_complete_preparation_four_hundred_twenty_second	Y_REFERENT+K_HULL+AIN_PORTION
E060	H4	f55v	f55v.5	H4-S001	ody	97cc9ac109148723c472	abkühlen; Schluss	sidequest_semantic_h4_complete_preparation_four_hundred_twenty_second	ODY_COOL+TERMINAL_CLOSE
E061	H4	f55v	f55v.5	H4-S002	daiin	2f1c5e56e8f0ff459065	Mass	sidequest_semantic_h4_complete_preparation_four_hundred_twenty_second	AIIN_TARGET_MEASURE
E062	H4	f55v	f55v.5	H4-S002	chedy	6f7ff8287eddf4da9fdb	dies umsetzen	sidequest_semantic_h4_complete_preparation_four_hundred_twenty_second	CHD~CHED+Y_REFERENT
E063	H4	f55v	f55v.5	H4-S002	talam	e026af581c99322fbd46	verwahren	sidequest_semantic_h4_complete_preparation_four_hundred_twenty_second	TALAM_STORE_WHOLE_CARD
E064	H4	f55v	f55v.11	H4-S003	ykaiin	f7dc90b2c31fd341f0a4	Mass dieses Postens	sidequest_semantic_h4_complete_preparation_four_hundred_twenty_second	Y_CURRENT_ITEM+AIIN_TARGET_MEASURE
E065	H4	f55v	f55v.11	H4-S003	cheoar	807591efc3d3f7ddbfab	Auszug daraus	sidequest_semantic_h4_complete_preparation_four_hundred_twenty_second	CHEO_EXTRACT+AR_SOURCE
E066	H4	f55v	f55v.11	H4-S003	cheeky	2c1a5fd92b9e3c762242	länger wärmen	sidequest_semantic_h4_complete_preparation_four_hundred_twenty_second	CHK_WARM+GRADE_2+Y_OPEN
E067	H4	f55v	f55v.11	H4-S003	oldy	1b1ffdd869fb1429ad03	fortsetzen; Schluss	sidequest_semantic_h4_complete_preparation_four_hundred_twenty_second	OL_CONTINUE+DY_CLOSE
E068	H4	f55v	f55v.11	H4-S004	aiin	2f1c5e56e8f0ff459065	Mass	sidequest_semantic_h4_complete_preparation_four_hundred_twenty_second	AIIN_TARGET_MEASURE
E069	H4	f55v	f55v.11	H4-S004	okal	308e8ea2d5d190c498e8	an die Stelle setzen	sidequest_semantic_h4_complete_preparation_four_hundred_twenty_second	Q_RENDERER+OK+AL_SITE
E070	H4	f55v	f55v.11	H4-S004	oltchy	204b04837409088c48f9	anwärmen	sidequest_semantic_h4_complete_preparation_four_hundred_twenty_second	OLTCHY_WARM_WHOLE_CARD
E071	H4	f55v	f55v.11	H4-S004	or	7a4bb8136330ee4e6e56	Ansatz	sidequest_semantic_h4_complete_preparation_four_hundred_twenty_second	OR_BATCH
E072	H4	f55v	f55v.11	H4-S004	y	b921a237be883a820352	dies	sidequest_semantic_h4_complete_preparation_four_hundred_twenty_second	Y_CURRENT_ITEM_CARD
E073	H4	f55v	f55v.11	H4-S004	orain	6afeb5c9ab9f6cbdea0d	Ansatzportion	sidequest_semantic_h4_complete_preparation_four_hundred_twenty_second	OR_BATCH+AIN_PORTION
E074	H5	f56r	f56r.5	H5-S001	chochor	b9d7b6d68209a9019e7a	Zutatenansatz	sidequest_semantic_h5_complete_article_four_hundred_twenty_first	HO_INGREDIENT+OR_BATCH
E075	H5	f56r	f56r.5	H5-S001	cho	2cc054357a929df85f64	Zutat	sidequest_semantic_h5_complete_article_four_hundred_twenty_first	HO_INGREDIENT
E076	H5	f56r	f56r.5	H5-S001	chodaly	0ec6a45e2950e8e7061d	Blütebeginn	sidequest_semantic_h5_complete_article_four_hundred_twenty_first	chodaly=Blütebeginn
E077	H5	f56r	f56r.5	H5-S001	daiin	2f1c5e56e8f0ff459065	Mass	sidequest_semantic_h5_complete_article_four_hundred_twenty_first	AIIN_TARGET_MEASURE
E078	H5	f56r	f56r.7	H5-S001	sho	2cc054357a929df85f64	Zutat	sidequest_semantic_h5_complete_article_four_hundred_twenty_first	HO_INGREDIENT
E079	H5	f56r	f56r.7	H5-S001	kchol	893c570f3fa3fce99711	auflegen	sidequest_semantic_h5_complete_article_four_hundred_twenty_first	kchol=auflegen
E080	H5	f56r	f56r.7	H5-S001	otchor	10488b911aae52b3b334	Folgeansatz	sidequest_semantic_h5_complete_article_four_hundred_twenty_first	OT_FOLLOW+OR_BATCH
E081	H5	f56r	f56r.7	H5-S001	choky	276a7c2d74d1143446f4	verwende dies	sidequest_semantic_h5_complete_article_four_hundred_twenty_first	OK_SET+Y_OPEN
E082	H5	f56r	f56r.7	H5-S001	dal	dd0ecaf5e27d81befffc	Stelle	sidequest_semantic_h5_complete_article_four_hundred_twenty_first	AL_SITE
E083	H5	f56r	f56r.8	H5-S002	schol	d665560c8ff80799a82c	Fortsetzung	sidequest_semantic_h5_complete_article_four_hundred_twenty_first	CH_WRAPPER+OL_CONTINUE
E084	H5	f56r	f56r.8	H5-S002	choy	c10aec6d4dd877ec8bd8	waschen	sidequest_semantic_h5_complete_article_four_hundred_twenty_first	CHOY_WASH_WHOLE_CARD
E085	H5	f56r	f56r.8	H5-S002	choky	276a7c2d74d1143446f4	verwende dies	sidequest_semantic_h5_complete_article_four_hundred_twenty_first	OK_SET+Y_OPEN
E086	H5	f56r	f56r.8	H5-S002	cheeckhody	95987d6f198d6d247511	auftragen; Schluss	sidequest_semantic_h5_complete_article_four_hundred_twenty_first	CHEECKHO_APPLY_WHOLE_CARD+DY_CLOSE
E087	H5	f56r	f56r.12	H5-S003	sh	ad3581d3144f69a5912d	Kraut	sidequest_semantic_h5_complete_article_four_hundred_twenty_first	sh=Pflanzenteil
E088	H5	f56r	f56r.12	H5-S003	cho	2cc054357a929df85f64	Zutat	sidequest_semantic_h5_complete_article_four_hundred_twenty_first	HO_INGREDIENT
E089	H5	f56r	f56r.12	H5-S003	kchey	b74e9e65637b7c8538dd	zerreiben	sidequest_semantic_h5_complete_article_four_hundred_twenty_first	kchey=grob zerreiben
E090	H5	f56r	f56r.12	H5-S003	qokokchy	1322bc176443fc2a8a86	erneut ansetzen	sidequest_semantic_h5_complete_article_four_hundred_twenty_first	OK_SET+OK_REPEAT+Y_CURRENT
E091	H5	f56r	f56r.13	H5-S004	okchy	9ad66e67803a12e745de	nimm dies	sidequest_semantic_h5_complete_article_four_hundred_twenty_first	OK_SET+CH_WRAPPER+Y_OPEN
E092	H5	f56r	f56r.13	H5-S004	chokcheo	087a47b5423438cd6b6a	Auszug zugeben	sidequest_semantic_h5_complete_article_four_hundred_twenty_first	CH_RENDERER+OK_ADD+CHEO_EXTRACT
E093	H5	f56r	f56r.13	H5-S004	kchal	75a523fcf039b006f97b	abseihen	sidequest_semantic_h5_complete_article_four_hundred_twenty_first	KCHAL_STRAIN_WHOLE_CARD
E094	H5	f56r	f56r.18	H5-S005	sho	2cc054357a929df85f64	Zutat	sidequest_semantic_h5_complete_article_four_hundred_twenty_first	HO_INGREDIENT
E095	H5	f56r	f56r.18	H5-S005	chokchy	9ad66e67803a12e745de	nimm dies	sidequest_semantic_h5_complete_article_four_hundred_twenty_first	OK_SET+CH_WRAPPER+Y_OPEN
E096	H5	f56r	f56r.18	H5-S005	kchoar	c71c72da4e09e0833392	Gebrauchsauszug	sidequest_semantic_h5_complete_article_four_hundred_twenty_first	KCHOAR_USE_EXTRACT_WHOLE_CARD
E097	H5	f56r	f56r.18	H5-S005	sotodan	61a075bc54793c1c781f	gebrauchen	sidequest_semantic_h5_complete_article_four_hundred_twenty_first	sotodan=gebrauchen
E098	H5	f56r	f56r.19	H5-S006	otchey	faf321940aed922846a9	nächstes	sidequest_semantic_h5_complete_article_four_hundred_twenty_first	OT_FOLLOW+Y_CURRENT_ITEM
E099	H5	f56r	f56r.19	H5-S006	keol	9bb7122b386ebbc6138f	je Gabe	sidequest_semantic_h5_complete_article_four_hundred_twenty_first	keol=je Gabe
E100	H5	f56r	f56r.19	H5-S006	daiin	2f1c5e56e8f0ff459065	Mass	sidequest_semantic_h5_complete_article_four_hundred_twenty_first	AIIN_TARGET_MEASURE
