attachment_contact_id	window_id	dispatch_id	patch_id	page	locus	target_ordinal	target_surface	opaque_head_id	line_position	selected_roles	side	signed_offset	distance	neighbor_ordinal	neighbor_surface	neighbor_semantic_value_de	neighbor_axis_tags	neighbor_scalar_host_types	formal_role_direction_match	guarded_reader_exact_pair_occurrences	guarded_reader_exact_full_frame_occurrences	intervening_surface	intervening_emits_own_unit	intervening_strict_initial_head	intervening_another_gdt738_target	target_family	target_level	target_favored_axis	target_dimension	target_prior_state_mode	target_wanted_carrier_set	host_quality_set	host_carrier_set	host_scalar_class_set	host_boundary_set	host_axis_signature	single_host_covers_requested_carrier	middle_reader_exact	middle_known	middle_positive_host_eligible	middle_ineligibility_reasons	middle_quality_set	middle_carrier_set	middle_scalar_class_set	middle_boundary_set	middle_axis_signature	middle_barrier	axis_continuity	carrier_continuity	opposite_reader_exact	opposite_known	opposite_positive_host_eligible	opposite_ineligibility_reasons	opposite_quality_set	strict_axis_relay_candidate	strict_carrier_relay_candidate	relaxed_axis_relay_candidate	relaxed_carrier_relay_candidate	axis_role_retained	carrier_role_retained	predicted_axis_role_retained	predicted_carrier_role_retained	predicted_renderer_role_retained	grammar_rule_trace	axis_flag_matches_gdt740	carrier_flag_matches_gdt740	role_flags_match_gdt740	literal_plaintext_claimed	component_export_credit
G740-C0011	G739-N00170	G739-D0026	G738-P0026	f105r	f105r.15	7	lkaiin	H4	MIDDLE	CARRIER	R	1	1	8	okeeol	vollständig erhitzter Ansatzstoff	HOT|MATERIAL|PREPARATION	NONE	0	1	1	NONE	0	0	0	SCALAR	III	HOT	QUALITY_DEGREE	NOT_APPLICABLE	MATERIAL|PREPARATION	HOT	MATERIAL|PREPARATION	NONE	NONE	NONE	1	NA	0	NA	NA	NA	NA	NA	NA	NA	NOT_APPLICABLE	NONE	NONE	1	1	0	RETIRED_LITERAL_PATIENT	NONE	0	0	0	0	0	1	0	1	1	DIRECT_DEFAULT	1	1	1	0	0
G740-C0012	G739-N00175	G739-D0027	G738-P0027	f105v	f105v.7	2	lkaiin	H4	MIDDLE	AXIS+CARRIER	L	-1	1	1	ycheeo	Eintrag: zweiter Trockenansatz	DRY|PREPARATION|PASS	PROCESS_PASS	1	2	2	NONE	0	0	0	SCALAR	III	HOT	PROCESS_PASS	NOT_APPLICABLE	PREPARATION	DRY	PREPARATION	PROCESS_PASS	PASS	PROCESS_PASS	1	NA	0	NA	NA	NA	NA	NA	NA	NA	NOT_APPLICABLE	NONE	NONE	1	1	0	BELOW_W2_OR_NA	COLD	0	0	0	0	1	1	1	1	1	DIRECT_DEFAULT	1	1	1	0	0
G740-C0013	G739-N00184	G739-D0028	G738-P0028	f105v	f105v.37	5	lkaiin	H4	MIDDLE	AXIS+CARRIER	L	-1	1	4	qoeeo	zweite Feuchtzubereitung	MOIST|PREPARATION|PASS	PROCESS_PASS	1	1	1	NONE	0	0	0	SCALAR	III	HOT	PROCESS_PASS	NOT_APPLICABLE	PREPARATION	MOIST	PREPARATION	PROCESS_PASS	PASS	PROCESS_PASS	1	NA	0	NA	NA	NA	NA	NA	NA	NA	NOT_APPLICABLE	NONE	NONE	1	1	0	BELOW_W2_OR_NA	DRY	0	0	0	0	1	1	1	1	1	DIRECT_DEFAULT	1	1	1	0	0
G740-C0014	G739-N00190	G739-D0029	G738-P0029	f106r	f106r.30	2	lkaiin	H4	MIDDLE	AXIS+CARRIER	L	-1	1	1	ycheeo	Eintrag: zweiter Trockenansatz	DRY|PREPARATION|PASS	PROCESS_PASS	1	2	2	NONE	0	0	0	SCALAR	III	HOT	PROCESS_PASS	NOT_APPLICABLE	PREPARATION	DRY	PREPARATION	PROCESS_PASS	PASS	PROCESS_PASS	1	NA	0	NA	NA	NA	NA	NA	NA	NA	NOT_APPLICABLE	NONE	NONE	1	1	1	NONE	DRY	0	0	0	0	1	1	1	1	1	DIRECT_DEFAULT	1	1	1	0	0
G740-C0015	G739-N00191	G739-D0029	G738-P0029	f106r	f106r.30	2	lkaiin	H4	MIDDLE	CARRIER	R	1	1	3	cho	Trockenansatz	DRY|PREPARATION	NONE	0	1	1	NONE	0	0	0	SCALAR	III	HOT	PROCESS_PASS	NOT_APPLICABLE	PREPARATION	DRY	PREPARATION	NONE	NONE	NONE	1	NA	0	NA	NA	NA	NA	NA	NA	NA	NOT_APPLICABLE	NONE	NONE	1	1	1	NONE	DRY	0	0	0	0	0	1	0	1	1	DIRECT_DEFAULT	1	1	1	0	0
G740-C0016	G739-N00208	G739-D0031	G738-P0031	f107r	f107r.8	6	lkaiin	H4	MIDDLE	AXIS	L	-2	2	4	qokeey	heiß am Ende des Grades	HOT|VALUE	QUALITY_DEGREE	1	1	0	qokedy	1	0	0	SCALAR	III	HOT	QUALITY_DEGREE	NOT_APPLICABLE	NONE	HOT	NONE	QUALITY_DEGREE	NONE	QUALITY:HOT	0	0	1	0	READER_VARIANT|BELOW_W2_OR_NA	HOT	NONE	QUALITY_DEGREE	CLOSE	QUALITY:HOT	CLOSE	EXACT_SINGLE	NONE	NA	0	NA	NA	NA	0	0	0	0	0	0	0	0	0	R2_DEFAULT_HOLD	1	1	1	0	0
G740-C0017	G739-N00218	G739-D0032	G738-P0032	f107r	f107r.21	8	lkaiin	H4	MIDDLE	AXIS+CARRIER	L	-1	1	7	qokeol	erhitze den Drogenstoff bis zur Mittelstufe	HOT|VALUE|MATERIAL|PROCESS	QUALITY_DEGREE	1	1	1	NONE	0	0	0	SCALAR	III	HOT	QUALITY_DEGREE	NOT_APPLICABLE	MATERIAL	HOT	MATERIAL	QUALITY_DEGREE	PROCESS	QUALITY:HOT	1	NA	0	NA	NA	NA	NA	NA	NA	NA	NOT_APPLICABLE	NONE	NONE	0	0	0	READER_VARIANT|UNKNOWN|BELOW_W2_OR_NA|NO_SELECTING_AXIS	NONE	0	0	0	0	1	1	1	1	1	DIRECT_DEFAULT	1	1	1	0	0
G740-C0018	G739-N00239	G739-D0035	G738-P0035	f107r	f107r.35	6	lkaiin	H4	MIDDLE	AXIS+CARRIER	L	-1	1	5	qokor	heiße Drogenportion	HOT|AMOUNT|MATERIAL	AMOUNT_DOSE	1	1	1	NONE	0	0	0	SCALAR	III	HOT	AMOUNT_DOSE	NOT_APPLICABLE	MATERIAL	HOT	MATERIAL	AMOUNT_DOSE	NONE	AMOUNT	1	NA	0	NA	NA	NA	NA	NA	NA	NA	NOT_APPLICABLE	NONE	NONE	1	1	0	BELOW_W2_OR_NA	DRY	0	0	0	0	1	1	1	1	1	DIRECT_DEFAULT	1	1	1	0	0
G740-C0019	G739-N00256	G739-D0037	G738-P0037	f107r	f107r.49	7	lkaiin	H4	MIDDLE	AXIS+CARRIER	R	1	1	8	okair	heiße Drogenfraktion II im Ansatz	HOT|PART|MATERIAL|PREPARATION	AMOUNT_DOSE	0	1	1	NONE	0	0	0	SCALAR	III	HOT	AMOUNT_DOSE	NOT_APPLICABLE	MATERIAL|PART|PREPARATION	HOT	MATERIAL|PART|PREPARATION	AMOUNT_DOSE	NONE	AMOUNT	1	NA	0	NA	NA	NA	NA	NA	NA	NA	NOT_APPLICABLE	NONE	NONE	1	0	0	UNKNOWN|BELOW_W2_OR_NA|NO_SELECTING_AXIS	NONE	0	0	0	0	1	1	1	1	1	DIRECT_DEFAULT	1	1	1	0	0
G740-C0020	G739-N00263	G739-D0038	G738-P0038	f107v	f107v.1	4	lkaiin	H4	MIDDLE	AXIS+CARRIER	R	2	2	6	qokair	erhitze die zweite Fraktion	HOT|PART|PROCESS	AMOUNT_DOSE	0	1	0	otody	1	0	0	SCALAR	III	HOT	AMOUNT_DOSE	NOT_APPLICABLE	PART	HOT	PART	AMOUNT_DOSE	PROCESS	AMOUNT	1	0	1	0	READER_VARIANT|BELOW_W2_OR_NA	COLD	PREPARATION	NONE	CLOSE	NONE	CLOSE	CONFLICT	NONE	NA	0	NA	NA	NA	0	0	0	0	0	0	0	0	0	R2_DEFAULT_HOLD	1	1	1	0	0
G740-C0021	G739-N00271	G739-D0039	G738-P0039	f107v	f107v.3	10	lkaiin	H4	MIDDLE	CARRIER	L	-1	1	9	ochedy	Ansatz aus getrockneter Droge, abgeschlossen	DRY|MATERIAL|PREPARATION|CLOSE	NONE	1	1	1	NONE	0	0	0	SCALAR	III	HOT	OPEN_SCALAR	NOT_APPLICABLE	MATERIAL|PREPARATION	DRY	MATERIAL|PREPARATION	NONE	CLOSE	NONE	1	NA	0	NA	NA	NA	NA	NA	NA	NA	NOT_APPLICABLE	NONE	NONE	1	1	0	BELOW_W2_OR_NA	COLD	0	0	0	0	0	1	0	1	1	DIRECT_DEFAULT	1	1	1	0	0
G740-C0022	G739-N00279	G739-D0040	G738-P0040	f107v	f107v.15	4	lkaiin	H4	MIDDLE	AXIS+CARRIER	R	2	2	6	chkal	Rohstoffklasse I, trocken-heiß am Gradanfang	HOT|DRY|VALUE|MATERIAL	QUALITY_DEGREE	0	1	1	okain	1	0	0	SCALAR	III	HOT	QUALITY_DEGREE	NOT_APPLICABLE	MATERIAL	DRY|HOT	MATERIAL	QUALITY_DEGREE	NONE	QUALITY:DRY|HOT	1	1	1	0	BELOW_W2_OR_NA	HOT	PREPARATION	QUALITY_DEGREE	NONE	QUALITY:HOT	OPEN	PARTIAL	NONE	NA	0	NA	NA	NA	0	0	1	0	0	0	0	0	0	R2_DEFAULT_HOLD	1	1	1	0	0
G740-C0023	G739-N00286	G739-D0041	G738-P0041	f107v	f107v.24	5	lkaiin	H4	LAST	AXIS+CARRIER	L	-1	1	4	olkain	heißes Drogenmaterial, Grad II	HOT|VALUE|MATERIAL	QUALITY_DEGREE	1	1	1	NONE	0	0	0	SCALAR	III	HOT	QUALITY_DEGREE	NOT_APPLICABLE	MATERIAL	HOT	MATERIAL	QUALITY_DEGREE	NONE	QUALITY:HOT	1	NA	0	NA	NA	NA	NA	NA	NA	NA	NOT_APPLICABLE	NONE	NONE	NA	0	NA	NA	NA	0	0	0	0	1	1	1	1	1	DIRECT_DEFAULT	1	1	1	0	0
G740-C0024	G739-N00306	G739-D0044	G738-P0044	f108r	f108r.50	3	lkaiin	H4	MIDDLE	AXIS	R	2	2	5	qokey	heiß in der Mitte des Grades	HOT|VALUE	QUALITY_DEGREE	0	1	1	chdy	1	0	0	SCALAR	III	HOT	QUALITY_DEGREE	NOT_APPLICABLE	NONE	HOT	NONE	QUALITY_DEGREE	NONE	QUALITY:HOT	0	1	1	0	BELOW_W2_OR_NA	DRY	NONE	QUALITY_DEGREE	CLOSE	QUALITY:DRY	CLOSE	CONFLICT	NONE	NA	0	NA	NA	NA	0	0	0	0	0	0	0	0	0	R2_DEFAULT_HOLD	1	1	1	0	0
G740-C0025	G739-N00313	G739-D0045	G738-P0045	f108v	f108v.49	4	lkaiin	H4	MIDDLE	AXIS+CARRIER	R	1	1	5	cheal	Rohstoffklasse I, trocken in der Gradmitte	DRY|VALUE|MATERIAL	QUALITY_DEGREE	0	1	1	NONE	0	0	0	SCALAR	III	HOT	QUALITY_DEGREE	NOT_APPLICABLE	MATERIAL	DRY	MATERIAL	QUALITY_DEGREE	NONE	QUALITY:DRY	1	NA	0	NA	NA	NA	NA	NA	NA	NA	NOT_APPLICABLE	NONE	NONE	1	1	0	BELOW_W2_OR_NA	DRY	0	0	0	0	1	1	1	1	1	DIRECT_DEFAULT	1	1	1	0	0
G740-C0026	G739-N00326	G739-D0048	G738-P0048	f113r	f113r.46	3	lkaiin	H4	MIDDLE	AXIS+CARRIER	L	-2	2	1	oaiin	drei Ansatzportionen	AMOUNT|PREPARATION	AMOUNT_DOSE	1	1	0	cheokeeas	1	0	0	SCALAR	III	HOT	AMOUNT_DOSE	NOT_APPLICABLE	PREPARATION	NONE	PREPARATION	AMOUNT_DOSE	NONE	AMOUNT	1	0	0	0	READER_VARIANT|UNKNOWN|BELOW_W2_OR_NA|NO_SELECTING_AXIS	NONE	NONE	NONE	NONE	NONE	UNKNOWN	NONE	NONE	NA	0	NA	NA	NA	0	0	0	0	0	0	0	0	0	R2_DEFAULT_HOLD	1	1	1	0	0
G740-C0027	G739-N00375	G739-D0054	G738-P0054	f76r	f76r.44	6	lkaiin	H4	MIDDLE	AXIS	L	-2	2	4	ykar	nimm hiervon die erste erhitzte Drogenfraktion	HOT|PART|MATERIAL	AMOUNT_DOSE	1	1	1	alol	1	0	0	SCALAR	III	HOT	AMOUNT_DOSE	NOT_APPLICABLE	MATERIAL	HOT	MATERIAL|PART	AMOUNT_DOSE	NONE	AMOUNT	1	1	1	1	NONE	NONE	MATERIAL	NONE	NONE	NONE	OPEN	NONE	FULL_WANTED	NA	0	NA	NA	NA	0	0	0	0	0	0	0	0	0	R2_DEFAULT_HOLD	1	1	1	0	0
G740-C0028	G739-N00376	G739-D0054	G738-P0054	f76r	f76r.44	6	lkaiin	H4	MIDDLE	CARRIER	L	-1	1	5	alol	Drogenstoff aus Rohdroge I	MATERIAL	NONE	1	1	1	NONE	0	0	0	SCALAR	III	HOT	AMOUNT_DOSE	NOT_APPLICABLE	MATERIAL	NONE	MATERIAL	NONE	NONE	NONE	1	NA	0	NA	NA	NA	NA	NA	NA	NA	NOT_APPLICABLE	NONE	NONE	0	1	0	READER_VARIANT|BELOW_W2_OR_NA	NONE	0	0	0	0	0	1	0	1	1	DIRECT_DEFAULT	1	1	1	0	0
G740-C0029	G739-N00408	G739-D0058	G738-P0058	f86v5	f86v5.18	5	lkaiin	H4	MIDDLE	CARRIER	L	-1	1	4	otcho	kalt-trockene Zubereitung	COLD|DRY|PREPARATION	NONE	1	1	1	NONE	0	0	0	SCALAR	III	HOT	OPEN_SCALAR	NOT_APPLICABLE	PREPARATION	COLD|DRY	PREPARATION	NONE	NONE	NONE	1	NA	0	NA	NA	NA	NA	NA	NA	NA	NOT_APPLICABLE	NONE	NONE	1	1	0	BELOW_W2_OR_NA	NONE	0	0	0	0	0	1	0	1	1	DIRECT_DEFAULT	1	1	1	0	0
G740-C0030	G739-N00417	G739-D0059	G738-P0059	f86v6	f86v6.36	8	lkaiin	H4	MIDDLE	CARRIER	L	-2	2	6	cthdy	Krautdroge fertig aufbereiten	MATERIAL|CLOSE	NONE	1	1	1	qokeey	1	0	0	SCALAR	III	HOT	QUALITY_DEGREE	NOT_APPLICABLE	MATERIAL	NONE	MATERIAL	NONE	CLOSE	NONE	1	1	1	1	NONE	HOT	NONE	QUALITY_DEGREE	NONE	QUALITY:HOT	OPEN	NONE	NONE	NA	0	NA	NA	NA	0	0	0	0	0	0	0	0	0	R2_DEFAULT_HOLD	1	1	1	0	0
G740-C0031	G739-N00418	G739-D0059	G738-P0059	f86v6	f86v6.36	8	lkaiin	H4	MIDDLE	AXIS	L	-1	1	7	qokeey	heiß am Ende des Grades	HOT|VALUE	QUALITY_DEGREE	1	1	1	NONE	0	0	0	SCALAR	III	HOT	QUALITY_DEGREE	NOT_APPLICABLE	MATERIAL	HOT	NONE	QUALITY_DEGREE	NONE	QUALITY:HOT	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NOT_APPLICABLE	NONE	NONE	1	1	0	BELOW_W2_OR_NA	HOT	0	0	0	0	1	0	1	0	1	DIRECT_DEFAULT	1	1	1	0	0
G740-C0032	G739-N00438	G739-D0062	G738-P0062	f104r	f104r.13	5	lkain	H4	MIDDLE	AXIS+CARRIER	L	-2	2	3	chokar	erste heiß getrocknete Ansatzfraktion	HOT|DRY|PART|PREPARATION	AMOUNT_DOSE	1	1	1	okcho	1	0	0	SCALAR	II	HOT	AMOUNT_DOSE	NOT_APPLICABLE	PART|PREPARATION	DRY|HOT	PART|PREPARATION	AMOUNT_DOSE	NONE	AMOUNT	1	1	1	0	BELOW_W2_OR_NA	DRY|HOT	PREPARATION	NONE	NONE	NONE	OPEN	NONE	PARTIAL	NA	0	NA	NA	NA	0	0	0	0	0	0	0	0	0	R2_DEFAULT_HOLD	1	1	1	0	0
G740-C0033	G739-N00449	G739-D0063	G738-P0063	f104r	f104r.23	6	lkain	H4	MIDDLE	AXIS+CARRIER	L	-1	1	5	okeedal	Ansatz vollständig erhitzen und Rohdroge I abmessen	HOT|AMOUNT|MATERIAL|PREPARATION|PROCESS	AMOUNT_DOSE	1	1	1	NONE	0	0	0	SCALAR	II	HOT	AMOUNT_DOSE	NOT_APPLICABLE	MATERIAL|PREPARATION	HOT	MATERIAL|PREPARATION	AMOUNT_DOSE	PROCESS	AMOUNT	1	NA	0	NA	NA	NA	NA	NA	NA	NA	NOT_APPLICABLE	NONE	NONE	1	1	0	BELOW_W2_OR_NA	DRY	0	0	0	0	1	1	1	1	1	DIRECT_DEFAULT	1	1	1	0	0
G740-C0034	G739-N00459	G739-D0064	G738-P0064	f107r	f107r.24	6	lkain	H4	MIDDLE	CARRIER	L	-1	1	5	kair	heiße Drogenfraktion II	HOT|PART|MATERIAL	AMOUNT_DOSE	1	1	1	NONE	0	0	0	SCALAR	II	HOT	OPEN_SCALAR_CONFLICT	NOT_APPLICABLE	MATERIAL|PART|PREPARATION	HOT	MATERIAL|PART	AMOUNT_DOSE	NONE	NONE	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NOT_APPLICABLE	NONE	NONE	1	1	1	NONE	HOT	0	0	0	0	0	0	0	0	0	G05	1	1	1	0	0
G740-C0035	G739-N00460	G739-D0064	G738-P0064	f107r	f107r.24	6	lkain	H4	MIDDLE	CARRIER	R	1	1	7	qokeeo	heißer Ansatz, Bindungsstufe II	HOT|VALUE|PREPARATION	QUALITY_DEGREE	0	1	1	NONE	0	0	0	SCALAR	II	HOT	OPEN_SCALAR_CONFLICT	NOT_APPLICABLE	MATERIAL|PART|PREPARATION	HOT	PREPARATION	QUALITY_DEGREE	NONE	NONE	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NOT_APPLICABLE	NONE	NONE	1	1	1	NONE	HOT	0	0	0	0	0	0	0	0	0	G05	1	1	1	0	0
G740-C0036	G739-N00469	G739-D0065	G738-P0065	f107r	f107r.39	9	lkain	H4	MIDDLE	CARRIER	L	-1	1	8	cho	Trockenansatz	DRY|PREPARATION	NONE	1	1	1	NONE	0	0	0	SCALAR	II	HOT	OPEN_SCALAR	NOT_APPLICABLE	PREPARATION	DRY	PREPARATION	NONE	NONE	NONE	1	NA	0	NA	NA	NA	NA	NA	NA	NA	NOT_APPLICABLE	NONE	NONE	1	1	0	BELOW_W2_OR_NA	NONE	0	0	0	0	0	1	0	1	1	DIRECT_DEFAULT	1	1	1	0	0
G740-C0037	G739-N00477	G739-D0066	G738-P0066	f107v	f107v.38	9	lkain	H4	LAST	AXIS+CARRIER	L	-1	1	8	oteey	kalter Ansatz am Ende des Grades	COLD|VALUE|PREPARATION	QUALITY_DEGREE	1	1	1	NONE	0	0	0	SCALAR	II	HOT	QUALITY_DEGREE	NOT_APPLICABLE	PREPARATION	COLD	PREPARATION	QUALITY_DEGREE	NONE	QUALITY:COLD	1	NA	0	NA	NA	NA	NA	NA	NA	NA	NOT_APPLICABLE	NONE	NONE	NA	0	NA	NA	NA	0	0	0	0	1	1	1	1	1	DIRECT_DEFAULT	1	1	1	0	0
G740-C0038	G739-N00482	G739-D0067	G738-P0067	f107v	f107v.41	13	lkain	H4	LAST	AXIS	L	-1	1	12	qokeey	heiß am Ende des Grades	HOT|VALUE	QUALITY_DEGREE	1	1	1	NONE	0	0	0	SCALAR	II	HOT	QUALITY_DEGREE	NOT_APPLICABLE	NONE	HOT	NONE	QUALITY_DEGREE	NONE	QUALITY:HOT	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NOT_APPLICABLE	NONE	NONE	NA	0	NA	NA	NA	0	0	0	0	1	0	1	0	1	DIRECT_DEFAULT	1	1	1	0	0
