feature_id	gdt739_dispatch_id	page	locus	token_ordinal	surface	opaque_head_id	line_position	family	level	target_dimension	target_favored_axis	target_wanted_carrier_set	target_prior_state_mode	selected_contacts	direct_contacts	radius_two_contacts	closure_crossing	bilateral_role_split	state_opposite_axis_rival	pure_amount_field_owns_value	single_host_composite_carrier_conflict	strict_axis_relay_count	strict_carrier_relay_count	retained_direct_process_host_count	grammar_rule_trace	gdt740_attachment_tier	gdt741_grammar_tier	gdt740_working_render_de	gdt741_working_render_de	role_flag_matches_gdt740	mode_matches_gdt740	render_matches_gdt740	dispatcher_uses_dispatch_id_or_locus	plaintext_or_lexeme_claim	component_export_credit
G741-F017	G739-D0032	f107r	f107r.21	8	lkaiin	H4	MIDDLE	SCALAR	III	QUALITY_DEGREE	HOT	MATERIAL	NOT_APPLICABLE	1	1	0	0	0	0	0	0	0	0	1	DEFAULT	ATTACHED_SUPPORTED	ATTACHED_SUPPORTED	Heißgrad III des Materials	Heißgrad III des Materials	1	1	1	0	0	0
G741-F018	G739-D0035	f107r	f107r.35	6	lkaiin	H4	MIDDLE	SCALAR	III	AMOUNT_DOSE	HOT	MATERIAL	NOT_APPLICABLE	1	1	0	0	0	0	0	0	0	0	0	DEFAULT	ATTACHED_SUPPORTED	ATTACHED_SUPPORTED	Mengen-/Portionsstufe III des Materials	Mengen-/Portionsstufe III des Materials	1	1	1	0	0	0
G741-F019	G739-D0037	f107r	f107r.49	7	lkaiin	H4	MIDDLE	SCALAR	III	AMOUNT_DOSE	HOT	MATERIAL|PART|PREPARATION	NOT_APPLICABLE	1	1	0	0	0	0	0	0	0	0	0	DEFAULT	ATTACHED_PROVISIONAL_REVERSE	ATTACHED_PROVISIONAL_REVERSE	Mengen-/Portionsstufe III der Zubereitungsfraktion	Mengen-/Portionsstufe III der Zubereitungsfraktion	1	1	1	0	0	0
G741-F020	G739-D0038	f107v	f107v.1	4	lkaiin	H4	MIDDLE	SCALAR	III	AMOUNT_DOSE	HOT	PART	NOT_APPLICABLE	1	0	1	0	0	0	0	0	0	0	0	DEFAULT	NEAR_ONLY_HOLD	NEAR_ONLY_HOLD	Skalarstufe III; Dimension offen	Skalarstufe III; Dimension offen	1	1	1	0	0	0
G741-F021	G739-D0039	f107v	f107v.3	10	lkaiin	H4	MIDDLE	SCALAR	III	OPEN_SCALAR	HOT	MATERIAL|PREPARATION	NOT_APPLICABLE	1	1	0	0	0	0	0	0	0	0	0	DEFAULT	ATTACHED_SUPPORTED	ATTACHED_SUPPORTED	Skalarstufe III des Zubereitungsmaterials; Dimension offen	Skalarstufe III des Zubereitungsmaterials; Dimension offen	1	1	1	0	0	0
G741-F022	G739-D0040	f107v	f107v.15	4	lkaiin	H4	MIDDLE	SCALAR	III	QUALITY_DEGREE	HOT	MATERIAL	NOT_APPLICABLE	1	0	1	0	0	0	0	0	0	0	0	DEFAULT	NEAR_ONLY_HOLD	NEAR_ONLY_HOLD	Skalarstufe III; Dimension offen	Skalarstufe III; Dimension offen	1	1	1	0	0	0
G741-F023	G739-D0041	f107v	f107v.24	5	lkaiin	H4	LAST	SCALAR	III	QUALITY_DEGREE	HOT	MATERIAL	NOT_APPLICABLE	1	1	0	0	0	0	0	0	0	0	0	DEFAULT	ATTACHED_SUPPORTED	ATTACHED_SUPPORTED	Heißgrad III des Materials	Heißgrad III des Materials	1	1	1	0	0	0
G741-F024	G739-D0044	f108r	f108r.50	3	lkaiin	H4	MIDDLE	SCALAR	III	QUALITY_DEGREE	HOT	NONE	NOT_APPLICABLE	1	0	1	0	0	0	0	0	0	0	0	DEFAULT	NEAR_ONLY_HOLD	NEAR_ONLY_HOLD	Skalarstufe III; Dimension offen	Skalarstufe III; Dimension offen	1	1	1	0	0	0
G741-F025	G739-D0045	f108v	f108v.49	4	lkaiin	H4	MIDDLE	SCALAR	III	QUALITY_DEGREE	HOT	MATERIAL	NOT_APPLICABLE	1	1	0	0	0	0	0	0	0	0	0	DEFAULT	ATTACHED_PROVISIONAL_REVERSE	ATTACHED_PROVISIONAL_REVERSE	Trockenheitsgrad III des Materials	Trockenheitsgrad III des Materials	1	1	1	0	0	0
G741-F026	G739-D0048	f113r	f113r.46	3	lkaiin	H4	MIDDLE	SCALAR	III	AMOUNT_DOSE	HOT	PREPARATION	NOT_APPLICABLE	1	0	1	0	0	0	0	0	0	0	0	DEFAULT	NEAR_ONLY_HOLD	NEAR_ONLY_HOLD	Skalarstufe III; Dimension offen	Skalarstufe III; Dimension offen	1	1	1	0	0	0
G741-F027	G739-D0054	f76r	f76r.44	6	lkaiin	H4	MIDDLE	SCALAR	III	AMOUNT_DOSE	HOT	MATERIAL	NOT_APPLICABLE	2	1	1	0	0	0	0	0	0	0	0	DEFAULT	ATTACHED_SUPPORTED	ATTACHED_SUPPORTED	Skalarstufe III des Materials; Dimension offen	Skalarstufe III des Materials; Dimension offen	1	1	1	0	0	0
G741-F028	G739-D0058	f86v5	f86v5.18	5	lkaiin	H4	MIDDLE	SCALAR	III	OPEN_SCALAR	HOT	PREPARATION	NOT_APPLICABLE	1	1	0	0	0	0	0	0	0	0	0	DEFAULT	ATTACHED_SUPPORTED	ATTACHED_SUPPORTED	Skalarstufe III der Zubereitung; Dimension offen	Skalarstufe III der Zubereitung; Dimension offen	1	1	1	0	0	0
G741-F029	G739-D0059	f86v6	f86v6.36	8	lkaiin	H4	MIDDLE	SCALAR	III	QUALITY_DEGREE	HOT	MATERIAL	NOT_APPLICABLE	2	1	1	0	0	0	0	0	0	0	0	DEFAULT	ATTACHED_SUPPORTED	ATTACHED_SUPPORTED	Heißgrad III	Heißgrad III	1	1	1	0	0	0
G741-F030	G739-D0062	f104r	f104r.13	5	lkain	H4	MIDDLE	SCALAR	II	AMOUNT_DOSE	HOT	PART|PREPARATION	NOT_APPLICABLE	1	0	1	0	0	0	0	0	0	0	0	DEFAULT	NEAR_ONLY_HOLD	NEAR_ONLY_HOLD	Skalarstufe II; Dimension offen	Skalarstufe II; Dimension offen	1	1	1	0	0	0
G741-F031	G739-D0063	f104r	f104r.23	6	lkain	H4	MIDDLE	SCALAR	II	AMOUNT_DOSE	HOT	MATERIAL|PREPARATION	NOT_APPLICABLE	1	1	0	0	0	0	0	0	0	0	1	DEFAULT	ATTACHED_SUPPORTED	ATTACHED_SUPPORTED	Mengen-/Portionsstufe II des Zubereitungsmaterials	Mengen-/Portionsstufe II des Zubereitungsmaterials	1	1	1	0	0	0
G741-F032	G739-D0064	f107r	f107r.24	6	lkain	H4	MIDDLE	SCALAR	II	OPEN_SCALAR_CONFLICT	HOT	MATERIAL|PART|PREPARATION	NOT_APPLICABLE	2	2	0	0	0	0	0	1	0	0	0	G05	DIRECT_COMPONENT_CONFLICT_OPEN	DIRECT_COMPONENT_CONFLICT_OPEN	Skalarstufe II; Dimension offen	Skalarstufe II; Dimension offen	1	1	1	0	0	0
G741-F033	G739-D0065	f107r	f107r.39	9	lkain	H4	MIDDLE	SCALAR	II	OPEN_SCALAR	HOT	PREPARATION	NOT_APPLICABLE	1	1	0	0	0	0	0	0	0	0	0	DEFAULT	ATTACHED_SUPPORTED	ATTACHED_SUPPORTED	Skalarstufe II der Zubereitung; Dimension offen	Skalarstufe II der Zubereitung; Dimension offen	1	1	1	0	0	0
G741-F034	G739-D0066	f107v	f107v.38	9	lkain	H4	LAST	SCALAR	II	QUALITY_DEGREE	HOT	PREPARATION	NOT_APPLICABLE	1	1	0	0	0	0	0	0	0	0	0	DEFAULT	ATTACHED_SUPPORTED	ATTACHED_SUPPORTED	Kältegrad II der Zubereitung	Kältegrad II der Zubereitung	1	1	1	0	0	0
G741-F035	G739-D0067	f107v	f107v.41	13	lkain	H4	LAST	SCALAR	II	QUALITY_DEGREE	HOT	NONE	NOT_APPLICABLE	1	1	0	0	0	0	0	0	0	0	0	DEFAULT	ATTACHED_SUPPORTED	ATTACHED_SUPPORTED	Heißgrad II	Heißgrad II	1	1	1	0	0	0
G741-F036	G739-D0068	f108v	f108v.37	8	lkain	H4	MIDDLE	SCALAR	II	QUALITY_DEGREE	HOT	PREPARATION	NOT_APPLICABLE	1	0	1	0	0	0	0	0	0	0	0	DEFAULT	NEAR_ONLY_HOLD	NEAR_ONLY_HOLD	Skalarstufe II; Dimension offen	Skalarstufe II; Dimension offen	1	1	1	0	0	0
G741-F037	G739-D0069	f111v	f111v.21	9	lkain	H4	MIDDLE	SCALAR	II	QUALITY_DEGREE	HOT	PREPARATION	NOT_APPLICABLE	1	1	0	0	0	0	0	0	0	0	1	DEFAULT	ATTACHED_PROVISIONAL_REVERSE	ATTACHED_PROVISIONAL_REVERSE	Qualitätsstufe II im heiß/trocken-Feld der Zubereitung	Qualitätsstufe II im heiß/trocken-Feld der Zubereitung	1	1	1	0	0	0
G741-F038	G739-D0075	f111v	f111v.40	2	lkain	H4	MIDDLE	SCALAR	II	QUALITY_DEGREE	HOT	PREPARATION	NOT_APPLICABLE	1	0	1	0	0	0	0	0	0	0	0	DEFAULT	NEAR_ONLY_HOLD	NEAR_ONLY_HOLD	Skalarstufe II; Dimension offen	Skalarstufe II; Dimension offen	1	1	1	0	0	0
G741-F039	G739-D0076	f112v	f112v.38	10	lkain	H4	MIDDLE	SCALAR	II	OPEN_SCALAR_CONFLICT	HOT	PART|PREPARATION	NOT_APPLICABLE	2	2	0	0	0	0	0	1	0	0	0	G05	DIRECT_COMPONENT_CONFLICT_OPEN	DIRECT_COMPONENT_CONFLICT_OPEN	Skalarstufe II; Dimension offen	Skalarstufe II; Dimension offen	1	1	1	0	0	0
G741-F040	G739-D0079	f116r	f116r.5	6	lkain	H4	MIDDLE	SCALAR	II	AMOUNT_DOSE	HOT	MATERIAL|PREPARATION	NOT_APPLICABLE	1	0	1	0	0	0	0	0	0	0	0	DEFAULT	NEAR_ONLY_HOLD	NEAR_ONLY_HOLD	Skalarstufe II; Dimension offen	Skalarstufe II; Dimension offen	1	1	1	0	0	0
G741-F041	G739-D0080	f116r	f116r.27	7	lkain	H4	MIDDLE	SCALAR	II	AMOUNT_DOSE	HOT	MATERIAL	NOT_APPLICABLE	1	0	1	0	0	0	0	0	0	0	0	DEFAULT	NEAR_ONLY_HOLD	NEAR_ONLY_HOLD	Skalarstufe II; Dimension offen	Skalarstufe II; Dimension offen	1	1	1	0	0	0
G741-F042	G739-D0084	f76r	f76r.17	6	lkain	H4	MIDDLE	SCALAR	II	PROCESS_PASS	HOT	NONE	NOT_APPLICABLE	1	0	1	0	0	0	0	0	0	0	0	DEFAULT	NEAR_ONLY_HOLD	NEAR_ONLY_HOLD	Skalarstufe II; Dimension offen	Skalarstufe II; Dimension offen	1	1	1	0	0	0
G741-F043	G739-D0085	f78r	f78r.32	6	lkain	H4	MIDDLE	SCALAR	II	OPEN_SCALAR_CONFLICT	HOT	MATERIAL	NOT_APPLICABLE	1	1	0	0	0	0	0	0	0	0	1	DEFAULT	ATTACHED_SUPPORTED	ATTACHED_SUPPORTED	Skalarstufe II des Materials; Dimension offen	Skalarstufe II des Materials; Dimension offen	1	1	1	0	0	0
G741-F044	G739-D0088	f103r	f103r.5	6	lkar	H4	MIDDLE	SCALAR	I	QUALITY_DEGREE	HOT_OR_PART	PREPARATION	NOT_APPLICABLE	2	1	1	0	0	0	0	0	0	0	0	DEFAULT	ATTACHED_SUPPORTED	ATTACHED_SUPPORTED	Heißgrad I	Heißgrad I	1	1	1	0	0	0
G741-F045	G739-D0092	f104v	f104v.18	4	lkar	H4	MIDDLE	SCALAR	I	QUALITY_DEGREE	HOT_OR_PART	NONE	NOT_APPLICABLE	1	1	0	0	0	0	0	0	0	0	0	DEFAULT	ATTACHED_PROVISIONAL_REVERSE	ATTACHED_PROVISIONAL_REVERSE	Kältegrad I	Kältegrad I	1	1	1	0	0	0
G741-F046	G739-D0093	f106r	f106r.35	3	lkar	H4	MIDDLE	SCALAR	I	OPEN_SCALAR	HOT_OR_PART	PREPARATION	NOT_APPLICABLE	1	1	0	0	0	0	0	0	0	0	0	DEFAULT	ATTACHED_SUPPORTED	ATTACHED_SUPPORTED	Skalarstufe I der Zubereitung; Dimension offen	Skalarstufe I der Zubereitung; Dimension offen	1	1	1	0	0	0
G741-F047	G739-D0094	f107r	f107r.33	10	lkar	H4	MIDDLE	SCALAR	I	OPEN_SCALAR	HOT_OR_PART	MATERIAL	NOT_APPLICABLE	1	0	1	0	0	0	0	0	0	0	0	DEFAULT	NEAR_ONLY_HOLD	NEAR_ONLY_HOLD	Skalarstufe I; Dimension offen	Skalarstufe I; Dimension offen	1	1	1	0	0	0
G741-F048	G739-D0106	f115r	f115r.15	11	lkar	H4	MIDDLE	SCALAR	I	AMOUNT_DOSE	HOT_OR_PART	MATERIAL|PART	NOT_APPLICABLE	1	1	0	0	0	0	0	0	0	0	0	DEFAULT	ATTACHED_PROVISIONAL_REVERSE	ATTACHED_PROVISIONAL_REVERSE	Mengen-/Portionsstufe I des Materialteils	Mengen-/Portionsstufe I des Materialteils	1	1	1	0	0	0
G741-F049	G739-D0107	f115v	f115v.42	9	lkar	H4	MIDDLE	SCALAR	I	QUALITY_DEGREE	HOT_OR_PART	NONE	NOT_APPLICABLE	1	1	0	0	0	0	0	0	0	0	0	DEFAULT	ATTACHED_SUPPORTED	ATTACHED_SUPPORTED	Qualitätsstufe I im heiß/trocken-Feld	Qualitätsstufe I im heiß/trocken-Feld	1	1	1	0	0	0
G741-F050	G739-D0112	f80r	f80r.33	3	lkar	H4	MIDDLE	SCALAR	I	QUALITY_DEGREE	HOT_OR_PART	NONE	NOT_APPLICABLE	1	1	0	0	0	0	0	0	0	0	0	DEFAULT	ATTACHED_SUPPORTED	ATTACHED_SUPPORTED	Heißgrad I	Heißgrad I	1	1	1	0	0	0
G741-F051	G739-D0113	f86v3	f86v3.20	8	lkar	H4	MIDDLE	SCALAR	I	AMOUNT_DOSE	HOT_OR_PART	MATERIAL|PART	NOT_APPLICABLE	1	1	0	0	0	0	0	0	0	0	0	DEFAULT	ATTACHED_PROVISIONAL_REVERSE	ATTACHED_PROVISIONAL_REVERSE	Mengen-/Portionsstufe I des Materialteils	Mengen-/Portionsstufe I des Materialteils	1	1	1	0	0	0
G741-F052	G739-D0116	f86v6	f86v6.42	7	lkar	H4	MIDDLE	SCALAR	I	OPEN_SCALAR	HOT_OR_PART	MATERIAL	NOT_APPLICABLE	1	0	1	0	0	0	0	0	0	0	0	DEFAULT	NEAR_ONLY_HOLD	NEAR_ONLY_HOLD	Skalarstufe I; Dimension offen	Skalarstufe I; Dimension offen	1	1	1	0	0	0
G741-F053	G739-D0117	f76r	f76r.52	6	lsheedy	H4	MIDDLE	STATE_RESULT	II	PROCESS_RESULT_AXIS_OPEN	MOIST	NONE	PROCESS_RESULT	0	0	0	0	0	0	0	0	0	0	0	G07	MODE_DOWNGRADED_OPEN	MODE_DOWNGRADED_OPEN	Zustandsstufe II; Zustandsachse offen; Träger offen	Zustandsstufe II; Zustandsachse offen; Träger offen	1	1	1	0	0	0
G741-F054	G739-D0118	f76v	f76v.15	2	lsheedy	H4	MIDDLE	STATE_RESULT	II	PROCESS_RESULT_AXIS_OPEN	MOIST	NONE	PROCESS_RESULT	0	0	0	0	0	0	0	0	0	0	0	G07	MODE_DOWNGRADED_OPEN	MODE_DOWNGRADED_OPEN	Zustandsstufe II; Zustandsachse offen; Träger offen	Zustandsstufe II; Zustandsachse offen; Träger offen	1	1	1	0	0	0
G741-F055	G739-D0120	f83r	f83r.9	4	lsheedy	H4	MIDDLE	STATE_RESULT	II	PROCESS_RESULT_AXIS_OPEN	MOIST	NONE	PROCESS_RESULT	0	0	0	0	0	0	0	0	0	0	0	G07	MODE_DOWNGRADED_OPEN	MODE_DOWNGRADED_OPEN	Zustandsstufe II; Zustandsachse offen; Träger offen	Zustandsstufe II; Zustandsachse offen; Träger offen	1	1	1	0	0	0
G741-F056	G739-D0122	f106r	f106r.13	1	pcheol	H1	FIRST	STATE	NA	QUALITY_STATE_AXIS_OPEN	DRY	PREPARATION	QUALITY_STATE	1	0	1	0	0	0	0	0	0	0	0	DEFAULT	NEAR_ONLY_HOLD	NEAR_ONLY_HOLD	Status-Eintrag; Zustandsachse offen; Träger offen	Status-Eintrag; Zustandsachse offen; Träger offen	1	1	1	0	0	0
G741-F057	G739-D0123	f113v	f113v.15	8	pcheol	H1	MIDDLE	STATE	NA	QUALITY_STATE_DRY_LOCAL	DRY	MATERIAL	QUALITY_STATE	1	1	0	0	0	0	0	0	0	0	0	DEFAULT	ATTACHED_SUPPORTED	ATTACHED_SUPPORTED	Trockenstatus des Materials	Trockenstatus des Materials	1	1	1	0	0	0
G741-F058	G739-D0124	f113v	f113v.25	5	pcheol	H1	MIDDLE	STATE	NA	QUALITY_STATE_AXIS_OPEN	DRY	PREPARATION	QUALITY_STATE	1	1	0	0	0	0	0	0	0	0	0	DEFAULT	ATTACHED_PROVISIONAL_REVERSE	ATTACHED_PROVISIONAL_REVERSE	Statusfeld der Zubereitung; Zustandsachse offen	Statusfeld der Zubereitung; Zustandsachse offen	1	1	1	0	0	0
G741-F059	G739-D0126	f52v	f52v.7	1	pcheol	H1	FIRST	STATE	NA	QUALITY_STATE_AXIS_OPEN	DRY	MATERIAL	QUALITY_STATE	1	0	1	0	0	0	0	0	0	1	0	G06C	RELAY_R2_MANUAL	RELAY_R2_GRAMMAR_SINGLETON	Status-Eintrag des Materials; Zustandsachse offen	Status-Eintrag des Materials; Zustandsachse offen	1	1	1	0	0	0
G741-F060	G739-D0128	f80v	f80v.6	3	pcheol	H1	MIDDLE	STATE	NA	QUALITY_STATE_DRY_LOCAL	DRY	MATERIAL	QUALITY_STATE	1	0	1	0	0	0	0	0	0	0	0	DEFAULT	NEAR_ONLY_HOLD	NEAR_ONLY_HOLD	Statusfeld; Zustandsachse offen; Träger offen	Statusfeld; Zustandsachse offen; Träger offen	1	1	1	0	0	0
G741-F061	G739-D0131	f103r	f103r.8	5	rain	H3	MIDDLE	SCALAR	II	QUALITY_DEGREE	OPEN	PREPARATION	NOT_APPLICABLE	1	1	0	0	0	0	0	0	0	0	0	DEFAULT	ATTACHED_SUPPORTED	ATTACHED_SUPPORTED	Heißgrad II der Zubereitung; interner Rückbezug	Heißgrad II der Zubereitung; interner Rückbezug	1	1	1	0	0	0
G741-F062	G739-D0134	f114v	f114v.30	11	rain	H3	LAST	SCALAR	II	QUALITY_DEGREE	OPEN	PREPARATION	NOT_APPLICABLE	2	1	1	0	0	0	0	0	0	0	0	DEFAULT	ATTACHED_SUPPORTED	ATTACHED_SUPPORTED	Kältegrad II; Abschlussbezug	Kältegrad II; Abschlussbezug	1	1	1	0	0	0
G741-F063	G739-D0135	f115r	f115r.11	8	rain	H3	MIDDLE	SCALAR	II	QUALITY_DEGREE	OPEN	PREPARATION	NOT_APPLICABLE	2	1	1	0	0	0	0	0	0	0	0	DEFAULT	ATTACHED_PROVISIONAL_REVERSE	ATTACHED_PROVISIONAL_REVERSE	Skalarstufe II der Zubereitung; Dimension offen; interner Rückbezug	Skalarstufe II der Zubereitung; Dimension offen; interner Rückbezug	1	1	1	0	0	0
G741-F064	G739-D0136	f115v	f115v.35	10	rain	H3	MIDDLE	SCALAR	II	PROCESS_PASS	OPEN	MATERIAL	NOT_APPLICABLE	1	1	0	0	0	0	0	0	0	0	1	DEFAULT	ATTACHED_PROVISIONAL_REVERSE	ATTACHED_PROVISIONAL_REVERSE	Verarbeitungsgang II des Materials; interner Rückbezug	Verarbeitungsgang II des Materials; interner Rückbezug	1	1	1	0	0	0
G741-F065	G739-D0137	f116r	f116r.10	7	rain	H3	MIDDLE	SCALAR	II	OPEN_SCALAR	OPEN	MATERIAL	NOT_APPLICABLE	1	0	1	0	0	0	0	0	0	0	0	DEFAULT	NEAR_ONLY_HOLD	NEAR_ONLY_HOLD	Skalarstufe II; Dimension offen; interner Rückbezug	Skalarstufe II; Dimension offen; interner Rückbezug	1	1	1	0	0	0
G741-F066	G739-D0138	f116r	f116r.19	9	rain	H3	MIDDLE	SCALAR	II	QUALITY_DEGREE	OPEN	PREPARATION	NOT_APPLICABLE	1	1	0	0	0	0	0	0	0	0	0	DEFAULT	ATTACHED_PROVISIONAL_REVERSE	ATTACHED_PROVISIONAL_REVERSE	Kältegrad II der Zubereitung; interner Rückbezug	Kältegrad II der Zubereitung; interner Rückbezug	1	1	1	0	0	0
