locus	page	physical_folio	section	currier	hand	paragraph_start	group_count	first_token	first_page_host	first_token_cross_folio_recurrent	first_page_host_cross_folio_recurrent	semantic_role
f76v.14	f76v	f76	B	B	2	0	10	qokeedy	okee	1	1	UNASSIGNED
f76v.15	f76v	f76	B	B	2	0	5	tchedy	che	1	1	UNASSIGNED
f76v.18	f76v	f76	B	B	2	0	9	lshey	lshey	0	0	UNASSIGNED
f76v.22	f76v	f76	B	B	2	0	12	sol	l	1	1	UNASSIGNED
f76v.24	f76v	f76	B	B	2	0	5	qokeey	okeey	1	1	UNASSIGNED
f76v.30	f76v	f76	B	B	2	0	11	tchedy	che	1	1	UNASSIGNED
f76v.31	f76v	f76	B	B	2	0	10	sair	air	0	0	UNASSIGNED
f76v.32	f76v	f76	B	B	2	0	10	tain	ain	0	1	UNASSIGNED
f76v.33	f76v	f76	B	B	2	0	3	saiin	aiin	1	1	UNASSIGNED
f76v.36	f76v	f76	B	B	2	0	6	daiin	aiin	1	1	UNASSIGNED
f76v.40	f76v	f76	B	B	2	0	11	sol	l	1	1	UNASSIGNED
f76v.41	f76v	f76	B	B	2	0	9	sol	l	1	1	UNASSIGNED
f77r.11	f77r	f77	B	B	2	0	9	qoteedy	ee	1	1	UNASSIGNED
f77r.14	f77r	f77	B	B	2	0	8	sokcheey	okcheey	0	0	UNASSIGNED
f77r.16	f77r	f77	B	B	2	0	8	sshedy	she	0	1	UNASSIGNED
f77r.19	f77r	f77	B	B	2	0	9	qokeedy	okee	1	1	UNASSIGNED
f77r.20	f77r	f77	B	B	2	0	8	qotain	ot	1	1	UNASSIGNED
f77r.21	f77r	f77	B	B	2	0	8	chedaiin	d	0	0	UNASSIGNED
f77r.22	f77r	f77	B	B	2	0	10	qoteedy	ee	1	1	UNASSIGNED
f77r.26	f77r	f77	B	B	2	0	6	qoteedy	ee	1	1	UNASSIGNED
f77r.27	f77r	f77	B	B	2	0	6	solchedy	olche	1	1	UNASSIGNED
f77r.28	f77r	f77	B	B	2	0	6	olchey	olchey	0	1	UNASSIGNED
f77r.29	f77r	f77	B	B	2	0	5	saiin	aiin	1	1	UNASSIGNED
f77r.31	f77r	f77	B	B	2	0	6	qokain	ok	1	1	UNASSIGNED
f77r.37	f77r	f77	B	B	2	0	7	teeolain	eeol	0	1	UNASSIGNED
f77r.38	f77r	f77	B	B	2	1	9	pol	pol	1	1	UNASSIGNED
f77r.39	f77r	f77	B	B	2	0	7	olaiin	l	0	1	UNASSIGNED
f77r.40	f77r	f77	B	B	2	0	8	daiiin	aiiin	0	0	UNASSIGNED
f77r.44	f77r	f77	B	B	2	0	8	sheey	eey	0	1	UNASSIGNED
f77r.48	f77r	f77	B	B	2	0	2	sodar	d	0	0	UNASSIGNED
f77v.6	f77v	f77	B	B	2	1	11	qetedy	ete	0	0	UNASSIGNED
f77v.8	f77v	f77	B	B	2	0	10	qokeeey	okeeey	0	0	UNASSIGNED
f77v.12	f77v	f77	B	B	2	0	11	lchedy	lche	1	1	UNASSIGNED
f77v.13	f77v	f77	B	B	2	0	12	sor	or	1	1	UNASSIGNED
f77v.15	f77v	f77	B	B	2	0	3	qol	l	1	1	UNASSIGNED
f77v.16	f77v	f77	B	B	2	1	8	tedal	ed	0	0	UNASSIGNED
f77v.17	f77v	f77	B	B	2	0	7	olchedy	olche	0	1	UNASSIGNED
f77v.18	f77v	f77	B	B	2	0	7	qokaiin	ok	1	1	UNASSIGNED
f77v.19	f77v	f77	B	B	2	0	7	qoraiin	or	0	1	UNASSIGNED
f77v.27	f77v	f77	B	B	2	0	9	tshedy	she	0	1	UNASSIGNED
f77v.30	f77v	f77	B	B	2	0	9	shey	ey	0	1	UNASSIGNED
f77v.34	f77v	f77	B	B	2	0	8	solkchedy	olkche	0	0	UNASSIGNED
f78r.4	f78r	f78	B	B	2	0	7	qokeedy	okee	1	1	UNASSIGNED
f78r.8	f78r	f78	B	B	2	0	8	dshedy	she	1	1	UNASSIGNED
f78r.9	f78r	f78	B	B	2	0	8	schedy	che	1	1	UNASSIGNED
f78r.11	f78r	f78	B	B	2	0	8	qoky	oky	0	0	UNASSIGNED
f78r.12	f78r	f78	B	B	2	0	8	dor	or	0	1	UNASSIGNED
f78r.22	f78r	f78	B	B	2	0	5	yched	yched	0	0	UNASSIGNED
f78r.24	f78r	f78	B	B	2	0	5	qokeedy	okee	1	1	UNASSIGNED
f78r.31	f78r	f78	B	B	2	0	8	solkeedy	olkee	1	1	UNASSIGNED
f78r.32	f78r	f78	B	B	2	0	9	qokedy	oke	1	1	UNASSIGNED
f78v.2	f78v	f78	B	B	2	0	11	olshedy	olshe	0	1	UNASSIGNED
f78v.8	f78v	f78	B	B	2	0	9	qokedy	oke	1	1	UNASSIGNED
f78v.11	f78v	f78	B	B	2	0	10	qol	l	1	1	UNASSIGNED
f78v.12	f78v	f78	B	B	2	0	8	sheor	eor	1	1	UNASSIGNED
f78v.14	f78v	f78	B	B	2	0	8	qolkeshdy	olkesh	0	0	UNASSIGNED
f78v.18	f78v	f78	B	B	2	0	9	chedy	y	0	1	UNASSIGNED
f78v.19	f78v	f78	B	B	2	0	7	lchedy	lche	1	1	UNASSIGNED
f78v.21	f78v	f78	B	B	2	0	8	chedy	y	0	1	UNASSIGNED
f78v.24	f78v	f78	B	B	2	0	9	ytaiin	yt	0	0	UNASSIGNED
f78v.25	f78v	f78	B	B	2	0	9	teeol	eeol	0	1	UNASSIGNED
f78v.26	f78v	f78	B	B	2	0	9	qokaiin	ok	1	1	UNASSIGNED
f78v.27	f78v	f78	B	B	2	0	11	lol	lol	1	1	UNASSIGNED
f78v.28	f78v	f78	B	B	2	0	10	olkain	olk	0	1	UNASSIGNED
f78v.30	f78v	f78	B	B	2	0	10	sal	al	1	1	UNASSIGNED
f78v.32	f78v	f78	B	B	2	0	6	lol	lol	1	1	UNASSIGNED
f79r.4	f79r	f79	B	B	2	0	11	teey	eey	0	1	UNASSIGNED
f79r.7	f79r	f79	B	B	2	1	10	polchedy	polche	0	0	UNASSIGNED
f79r.8	f79r	f79	B	B	2	0	9	qokol	okol	0	1	UNASSIGNED
f79r.9	f79r	f79	B	B	2	0	9	saiin	aiin	1	1	UNASSIGNED
f79r.14	f79r	f79	B	B	2	0	10	saral	ar	0	1	UNASSIGNED
f79r.16	f79r	f79	B	B	2	0	9	shain	ain	0	1	UNASSIGNED
f79r.17	f79r	f79	B	B	2	0	11	qokaiin	ok	1	1	UNASSIGNED
f79r.18	f79r	f79	B	B	2	0	10	solor	olor	0	1	UNASSIGNED
f79r.24	f79r	f79	B	B	2	0	8	qokshedy	okshe	0	0	UNASSIGNED
f79r.25	f79r	f79	B	B	2	0	8	cholchey	olchey	0	1	UNASSIGNED
f79r.26	f79r	f79	B	B	2	1	8	polaiin	pol	0	1	UNASSIGNED
f79r.29	f79r	f79	B	B	2	0	9	lcheey	lcheey	0	0	UNASSIGNED
f79r.34	f79r	f79	B	B	2	0	6	lcheol	lcheol	0	0	UNASSIGNED
f79r.38	f79r	f79	B	B	2	0	4	pol	pol	1	1	UNASSIGNED
f79r.41	f79r	f79	B	B	2	0	9	qokain	ok	1	1	UNASSIGNED
f79v.2	f79v	f79	B	B	2	0	7	qoteedy	ee	1	1	UNASSIGNED
f79v.8	f79v	f79	B	B	2	0	8	ychedy	yche	1	1	UNASSIGNED
f79v.10	f79v	f79	B	B	2	1	7	pchedy	pche	1	1	UNASSIGNED
f79v.12	f79v	f79	B	B	2	1	8	pshdy	psh	0	0	UNASSIGNED
f79v.13	f79v	f79	B	B	2	0	9	dain	ain	1	1	UNASSIGNED
f79v.15	f79v	f79	B	B	2	0	8	yteedy	ytee	0	0	UNASSIGNED
f79v.16	f79v	f79	B	B	2	0	9	dol	l	1	1	UNASSIGNED
f79v.17	f79v	f79	B	B	2	0	10	qol	l	1	1	UNASSIGNED
f79v.21	f79v	f79	B	B	2	0	9	dshey	shey	0	1	UNASSIGNED
f79v.25	f79v	f79	B	B	2	0	9	qokeey	okeey	1	1	UNASSIGNED
f79v.26	f79v	f79	B	B	2	0	9	ykeedy	ykee	1	1	UNASSIGNED
f79v.28	f79v	f79	B	B	2	1	8	pchey	pchey	0	0	UNASSIGNED
f79v.35	f79v	f79	B	B	2	0	11	qor	or	0	1	UNASSIGNED
f79v.36	f79v	f79	B	B	2	0	5	ysheey	ysheey	0	0	UNASSIGNED
f79v.39	f79v	f79	B	B	2	0	10	qokeedy	okee	1	1	UNASSIGNED
f79v.40	f79v	f79	B	B	2	0	10	qokees	okees	0	0	UNASSIGNED
f80r.14	f80r	f80	B	B	2	0	12	solkain	olk	0	1	UNASSIGNED
f80r.15	f80r	f80	B	B	2	0	10	qokedy	oke	1	1	UNASSIGNED
f80r.16	f80r	f80	B	B	2	0	11	solchedy	olche	1	1	UNASSIGNED
f80r.18	f80r	f80	B	B	2	0	11	paiin	p	0	0	UNASSIGNED
f80r.20	f80r	f80	B	B	2	0	11	qoteedy	ee	1	1	UNASSIGNED
f80r.21	f80r	f80	B	B	2	0	11	shedy	e	0	0	UNASSIGNED
f80r.27	f80r	f80	B	B	2	0	10	lol	lol	1	1	UNASSIGNED
f80r.31	f80r	f80	B	B	2	0	8	qokal	ok	0	1	UNASSIGNED
f80r.33	f80r	f80	B	B	2	0	8	solchey	olchey	0	1	UNASSIGNED
f80r.36	f80r	f80	B	B	2	0	11	qokeey	okeey	1	1	UNASSIGNED
f80r.40	f80r	f80	B	B	2	1	7	torolshsdy	orolshs	0	0	UNASSIGNED
f80r.43	f80r	f80	B	B	2	0	8	sor	or	1	1	UNASSIGNED
f80r.45	f80r	f80	B	B	2	0	8	okain	ok	1	1	UNASSIGNED
f80r.51	f80r	f80	B	B	2	0	11	talkl	alkl	0	0	UNASSIGNED
f80v.3	f80v	f80	B	B	2	0	7	schedy	che	1	1	UNASSIGNED
f80v.6	f80v	f80	B	B	2	0	9	tcheol	cheol	0	0	UNASSIGNED
f80v.7	f80v	f80	B	B	2	1	8	polshol	polshol	0	0	UNASSIGNED
f80v.16	f80v	f80	B	B	2	0	11	cheol	l	0	1	UNASSIGNED
f80v.18	f80v	f80	B	B	2	0	6	ychedy	yche	1	1	UNASSIGNED
f80v.22	f80v	f80	B	B	2	0	8	dchedy	che	1	1	UNASSIGNED
f80v.24	f80v	f80	B	B	2	0	10	yshedy	yshe	1	1	UNASSIGNED
f80v.25	f80v	f80	B	B	2	0	10	lshedy	lshe	0	0	UNASSIGNED
f80v.29	f80v	f80	B	B	2	0	5	qokain	ok	1	1	UNASSIGNED
f80v.33	f80v	f80	B	B	2	0	8	qokeedy	okee	1	1	UNASSIGNED
f80v.34	f80v	f80	B	B	2	0	9	dol	l	1	1	UNASSIGNED
f80v.35	f80v	f80	B	B	2	0	12	tol	l	0	1	UNASSIGNED
f80v.37	f80v	f80	B	B	2	0	4	polshdy	polsh	0	0	UNASSIGNED
f80v.44	f80v	f80	B	B	2	0	2	qokal	ok	0	1	UNASSIGNED
f81r.4	f81r	f81	B	B	2	0	7	dchedy	che	1	1	UNASSIGNED
f81r.6	f81r	f81	B	B	2	0	7	sar	ar	0	1	UNASSIGNED
f81r.8	f81r	f81	B	B	2	0	6	pchedy	pche	1	1	UNASSIGNED
f81r.9	f81r	f81	B	B	2	0	4	qoteesy	oteesy	0	0	UNASSIGNED
f81r.10	f81r	f81	B	B	2	0	6	chol	l	0	1	UNASSIGNED
f81r.12	f81r	f81	B	B	2	0	6	ychedy	yche	1	1	UNASSIGNED
f81r.15	f81r	f81	B	B	2	0	5	sain	ain	0	1	UNASSIGNED
f81r.20	f81r	f81	B	B	2	0	7	qopchedy	opche	0	0	UNASSIGNED
f81r.21	f81r	f81	B	B	2	0	7	dshedy	she	1	1	UNASSIGNED
f81r.22	f81r	f81	B	B	2	0	9	qotal	ot	0	1	UNASSIGNED
f81r.28	f81r	f81	B	B	2	0	7	qokesdy	okes	0	0	UNASSIGNED
f81r.31	f81r	f81	B	B	2	0	11	sol	l	1	1	UNASSIGNED
f81v.2	f81v	f81	B	B	2	0	12	qokedy	oke	1	1	UNASSIGNED
f81v.7	f81v	f81	B	B	2	0	9	olor	olor	0	1	UNASSIGNED
f81v.17	f81v	f81	B	B	2	0	9	sshkchdy	shkch	0	0	UNASSIGNED
f81v.18	f81v	f81	B	B	2	0	10	qokchdy	okch	1	1	UNASSIGNED
f81v.21	f81v	f81	B	B	2	0	9	lsho	lsho	0	0	UNASSIGNED
f81v.24	f81v	f81	B	B	2	0	10	ytey	ytey	0	0	UNASSIGNED
f81v.27	f81v	f81	B	B	2	0	7	dsheol	sheol	1	1	UNASSIGNED
f82r.2	f82r	f82	B	B	2	0	8	dchedy	che	1	1	UNASSIGNED
f82r.3	f82r	f82	B	B	2	0	6	qokeey	okeey	1	1	UNASSIGNED
f82r.4	f82r	f82	B	B	2	0	8	qokaiin	ok	1	1	UNASSIGNED
f82r.7	f82r	f82	B	B	2	0	9	dshedy	she	1	1	UNASSIGNED
f82r.19	f82r	f82	B	B	2	0	5	okain	ok	1	1	UNASSIGNED
f82r.23	f82r	f82	B	B	2	0	9	cheey	ey	0	1	UNASSIGNED
f82r.26	f82r	f82	B	B	2	0	9	tshey	shey	0	1	UNASSIGNED
f82r.27	f82r	f82	B	B	2	0	8	pchedy	pche	1	1	UNASSIGNED
f82v.5	f82v	f82	B	B	2	1	9	tokol	okol	0	1	UNASSIGNED
f82v.8	f82v	f82	B	B	2	0	10	qokain	ok	1	1	UNASSIGNED
f82v.9	f82v	f82	B	B	2	0	9	solshedy	olshe	0	1	UNASSIGNED
f82v.13	f82v	f82	B	B	2	0	8	tchedy	che	1	1	UNASSIGNED
f82v.18	f82v	f82	B	B	2	0	10	ykeedy	ykee	1	1	UNASSIGNED
f82v.25	f82v	f82	B	B	2	0	8	qok	ok	0	1	UNASSIGNED
f82v.27	f82v	f82	B	B	2	0	6	qokain	ok	1	1	UNASSIGNED
f82v.28	f82v	f82	B	B	2	1	8	tchal	ch	0	1	UNASSIGNED
f82v.29	f82v	f82	B	B	2	0	8	daiin	aiin	1	1	UNASSIGNED
f82v.34	f82v	f82	B	B	2	0	9	yckhey	yckhey	0	0	UNASSIGNED
f82v.35	f82v	f82	B	B	2	0	10	cthor	cthor	0	0	UNASSIGNED
f82v.38	f82v	f82	B	B	2	0	4	pcheol	pcheol	0	0	UNASSIGNED
f83r.3	f83r	f83	B	B	2	0	10	olkeedy	olkee	0	1	UNASSIGNED
f83r.6	f83r	f83	B	B	2	0	9	schedy	che	1	1	UNASSIGNED
f83r.8	f83r	f83	B	B	2	0	6	pchedal	pched	0	1	UNASSIGNED
f83r.11	f83r	f83	B	B	2	0	10	sor	or	1	1	UNASSIGNED
f83r.14	f83r	f83	B	B	2	0	10	qokchedy	okche	0	0	UNASSIGNED
f83r.15	f83r	f83	B	B	2	0	9	saiin	aiin	1	1	UNASSIGNED
f83r.16	f83r	f83	B	B	2	0	8	tchedy	che	1	1	UNASSIGNED
f83r.20	f83r	f83	B	B	2	0	9	solkeedy	olkee	1	1	UNASSIGNED
f83r.22	f83r	f83	B	B	2	0	9	schedair	ched	0	0	UNASSIGNED
f83r.24	f83r	f83	B	B	2	0	6	soiiin	oiiin	0	0	UNASSIGNED
f83r.25	f83r	f83	B	B	2	1	6	qokeedy	okee	1	1	UNASSIGNED
f83r.26	f83r	f83	B	B	2	0	6	otchey	chey	0	0	UNASSIGNED
f83r.27	f83r	f83	B	B	2	0	5	dain	ain	1	1	UNASSIGNED
f83r.28	f83r	f83	B	B	2	0	6	saiin	aiin	1	1	UNASSIGNED
f83r.35	f83r	f83	B	B	2	0	5	saiin	aiin	1	1	UNASSIGNED
f83r.37	f83r	f83	B	B	2	0	5	sol	l	1	1	UNASSIGNED
f83r.38	f83r	f83	B	B	2	0	4	or	or	0	1	UNASSIGNED
f83r.39	f83r	f83	B	B	2	0	4	qokain	ok	1	1	UNASSIGNED
f83r.41	f83r	f83	B	B	2	0	4	solkey	olkey	0	0	UNASSIGNED
f83r.44	f83r	f83	B	B	2	0	2	skar	k	0	0	UNASSIGNED
f83r.47	f83r	f83	B	B	2	1	3	otchdy	ch	0	1	UNASSIGNED
f83r.48	f83r	f83	B	B	2	0	5	dal	al	0	1	UNASSIGNED
f83r.49	f83r	f83	B	B	2	0	3	sol	l	1	1	UNASSIGNED
f83r.52	f83r	f83	B	B	2	1	4	solkeey	olkeey	0	0	UNASSIGNED
f83r.54	f83r	f83	B	B	2	0	5	daiin	aiin	1	1	UNASSIGNED
f83v.2	f83v	f83	B	B	2	0	10	dol	l	1	1	UNASSIGNED
f83v.3	f83v	f83	B	B	2	0	10	qotain	ot	1	1	UNASSIGNED
f83v.4	f83v	f83	B	B	2	0	10	dain	ain	1	1	UNASSIGNED
f83v.8	f83v	f83	B	B	2	0	5	rolkeedy	rolkee	0	0	UNASSIGNED
f83v.16	f83v	f83	B	B	2	0	10	daiin	aiin	1	1	UNASSIGNED
f83v.19	f83v	f83	B	B	2	0	9	qolchedy	olche	0	1	UNASSIGNED
f83v.20	f83v	f83	B	B	2	0	8	tocthey	octhey	0	0	UNASSIGNED
f83v.22	f83v	f83	B	B	2	0	7	char	ar	0	1	UNASSIGNED
f83v.23	f83v	f83	B	B	2	0	7	qol	l	1	1	UNASSIGNED
f83v.25	f83v	f83	B	B	2	0	8	y	y	0	1	UNASSIGNED
f83v.27	f83v	f83	B	B	2	0	6	dsheol	sheol	1	1	UNASSIGNED
f83v.29	f83v	f83	B	B	2	0	7	ol	l	0	1	UNASSIGNED
f83v.30	f83v	f83	B	B	2	0	6	qokaiin	ok	1	1	UNASSIGNED
f83v.32	f83v	f83	B	B	2	0	6	qol	l	1	1	UNASSIGNED
