page	unit	locus_a	locus_b	raw_a	raw_b	prefix_a	prefix_b	residual_a	residual_b	raw_similarity	residual_similarity	delta_residual_minus_raw	raw_common_prefix	residual_common_prefix	both_residual_nonempty	claim_state
f77v	V1	f77v.2	f77v.4	AQAB|LJBA	AQABAC	AQAB	AQAB	|LJBA	AC	0.444444444444	0.000000000000	-0.444444444444	4	0	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f82v	N1	f82v.1	f82v.2	AQJKBA	AQJBA	NONE	NONE	AQJKBA	AQJBA	0.833333333333	0.833333333333	0.000000000000	3	3	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f75v	N1	f75v.25	f75v.33	DAQAB	DAQJB	NONE	NONE	DAQAB	DAQJB	0.800000000000	0.800000000000	0.000000000000	3	3	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f80r	N1	f80r.3	f80r.5	AQABA	AQACA	AQAB	AQAC	A	A	0.800000000000	1.000000000000	0.200000000000	3	1	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f80r	N1	f80r.4	f80r.5	AQABA	AQACA	AQAB	AQAC	A	A	0.800000000000	1.000000000000	0.200000000000	3	1	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f82r	N1	f82r.34	f82r.36	AQAC	AQAB	AQAC	AQAB	EMPTY	EMPTY	0.750000000000	1.000000000000	0.250000000000	3	0	0	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f82v	N3	f82v.41	f82v.44	AQAF	AQAB	AQA	AQAB	F	EMPTY	0.750000000000	0.000000000000	-0.750000000000	3	0	0	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f82r	N1	f82r.37	f82r.39	AQABBA	AQAFABA	AQAB	AQA	BA	FABA	0.714285714286	0.500000000000	-0.214285714286	3	0	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f75v	N1	f75v.22	f75v.24	BABBA	BABQAC	NONE	NONE	BABBA	BABQAC	0.666666666667	0.666666666667	0.000000000000	3	3	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f75v	N1	f75v.24	f75v.32	BABQAC	BABBA	NONE	NONE	BABQAC	BABBA	0.666666666667	0.666666666667	0.000000000000	3	3	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f82v	N1	f82v.1	f82v.4	AQJKBA	AQJBAB	NONE	NONE	AQJKBA	AQJBAB	0.666666666667	0.666666666667	0.000000000000	3	3	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f82v	X2	f82v.42	f82v.45	AQAAQA	AQABBA	AQA	AQAB	AQA	BA	0.666666666667	0.333333333333	-0.333333333333	3	0	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f75v	N1	f75v.22	f75v.31	BABBA	BAB	NONE	NONE	BABBA	BAB	0.600000000000	0.600000000000	0.000000000000	3	3	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f75v	N1	f75v.28	f75v.37	AQA	AQABA	AQA	AQAB	EMPTY	A	0.600000000000	0.000000000000	-0.600000000000	3	0	0	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f75v	N1	f75v.31	f75v.32	BAB	BABBA	NONE	NONE	BAB	BABBA	0.600000000000	0.600000000000	0.000000000000	3	3	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f77r	V1	f77r.4	f77r.5	AQACQ	AQAB	AQAC	AQAB	Q	EMPTY	0.600000000000	0.000000000000	-0.600000000000	3	0	0	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f80r	N1	f80r.3	f80r.9	AQABA	AQAC	AQAB	AQAC	A	EMPTY	0.600000000000	0.000000000000	-0.600000000000	3	0	0	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f80r	N1	f80r.4	f80r.9	AQABA	AQAC	AQAB	AQAC	A	EMPTY	0.600000000000	0.000000000000	-0.600000000000	3	0	0	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f82r	N1	f82r.36	f82r.39	AQAB	AQAFABA	AQAB	AQA	EMPTY	FABA	0.571428571429	0.000000000000	-0.571428571429	3	0	0	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f75r	N1	f75r.47	f75r.52	CAB|AQKBA	CABBA	NONE	NONE	CAB|AQKBA	CABBA	0.555555555556	0.555555555556	0.000000000000	3	3	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f75r	N1	f75r.49	f75r.52	CABC|BACA	CABBA	NONE	NONE	CABC|BACA	CABBA	0.555555555556	0.555555555556	0.000000000000	3	3	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f75v	N1	f75v.22	f75v.23	BABBA	BAB|LB	NONE	NONE	BABBA	BAB|LB	0.500000000000	0.500000000000	0.000000000000	3	3	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f75v	N1	f75v.23	f75v.24	BAB|LB	BABQAC	NONE	NONE	BAB|LB	BABQAC	0.500000000000	0.500000000000	0.000000000000	3	3	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f75v	N1	f75v.23	f75v.31	BAB|LB	BAB	NONE	NONE	BAB|LB	BAB	0.500000000000	0.500000000000	0.000000000000	3	3	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f75v	N1	f75v.23	f75v.32	BAB|LB	BABBA	NONE	NONE	BAB|LB	BABBA	0.500000000000	0.500000000000	0.000000000000	3	3	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f75v	N1	f75v.24	f75v.31	BABQAC	BAB	NONE	NONE	BABQAC	BAB	0.500000000000	0.500000000000	0.000000000000	3	3	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f80r	N1	f80r.5	f80r.8	AQACA	AQABLJBA	AQAC	AQAB	A	LJBA	0.500000000000	0.250000000000	-0.250000000000	3	0	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f82r	N1	f82r.34	f82r.37	AQAC	AQABBA	AQAC	AQAB	EMPTY	BA	0.500000000000	0.000000000000	-0.500000000000	3	0	0	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f75r	N1	f75r.47	f75r.49	CAB|AQKBA	CABC|BACA	NONE	NONE	CAB|AQKBA	CABC|BACA	0.444444444444	0.444444444444	0.000000000000	3	3	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f77v	N1	f77v.1	f77v.44	AQAF|AQAB	AQABA	AQA	AQAB	F|AQAB	A	0.444444444444	0.166666666667	-0.277777777778	3	0	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f82r	N1	f82r.34	f82r.39	AQAC	AQAFABA	AQAC	AQA	EMPTY	FABA	0.428571428571	0.000000000000	-0.428571428571	3	0	0	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f80r	N1	f80r.8	f80r.9	AQABLJBA	AQAC	AQAB	AQAC	LJBA	EMPTY	0.375000000000	0.000000000000	-0.375000000000	3	0	0	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f75v	N1	f75v.20	f75v.21	BAQAB	BACAB	NONE	NONE	BAQAB	BACAB	0.800000000000	0.800000000000	0.000000000000	2	2	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f75v	N1	f75v.35	f75v.37	AQJBA	AQABA	NONE	AQAB	AQJBA	A	0.800000000000	0.200000000000	-0.600000000000	2	1	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f82r	N1	f82r.34	f82r.45	AQAC	AQKAC	AQAC	NONE	EMPTY	AQKAC	0.800000000000	0.000000000000	-0.800000000000	2	0	0	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f75v	N1	f75v.18	f75v.28	AQLA	AQA	NONE	AQA	AQLA	EMPTY	0.750000000000	0.000000000000	-0.750000000000	2	0	0	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f75v	N1	f75v.20	f75v.24	BAQAB	BABQAC	NONE	NONE	BAQAB	BABQAC	0.666666666667	0.666666666667	0.000000000000	2	2	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f82v	X2	f82v.43	f82v.48	AQJBAC	AQKBA	NONE	NONE	AQJBAC	AQKBA	0.666666666667	0.666666666667	0.000000000000	2	2	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f82v	X2	f82v.47	f82v.48	AQJBAB	AQKBA	NONE	NONE	AQJBAB	AQKBA	0.666666666667	0.666666666667	0.000000000000	2	2	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f82v	X2	f82v.48	f82v.45	AQKBA	AQABBA	NONE	AQAB	AQKBA	BA	0.666666666667	0.400000000000	-0.266666666667	2	0	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f75r	N1	f75r.51	f75r.52	CAFA	CABBA	NONE	NONE	CAFA	CABBA	0.600000000000	0.600000000000	0.000000000000	2	2	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f75v	N1	f75v.18	f75v.35	AQLA	AQJBA	NONE	NONE	AQLA	AQJBA	0.600000000000	0.600000000000	0.000000000000	2	2	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f75v	N1	f75v.18	f75v.37	AQLA	AQABA	NONE	AQAB	AQLA	A	0.600000000000	0.250000000000	-0.350000000000	2	1	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f75v	N1	f75v.20	f75v.30	BAQAB	BACA	NONE	NONE	BAQAB	BACA	0.600000000000	0.600000000000	0.000000000000	2	2	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f75v	N1	f75v.20	f75v.31	BAQAB	BAB	NONE	NONE	BAQAB	BAB	0.600000000000	0.600000000000	0.000000000000	2	2	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f75v	N1	f75v.21	f75v.31	BACAB	BAB	NONE	NONE	BACAB	BAB	0.600000000000	0.600000000000	0.000000000000	2	2	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f75v	N1	f75v.22	f75v.30	BABBA	BACA	NONE	NONE	BABBA	BACA	0.600000000000	0.600000000000	0.000000000000	2	2	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f75v	N1	f75v.28	f75v.35	AQA	AQJBA	AQA	NONE	EMPTY	AQJBA	0.600000000000	0.000000000000	-0.600000000000	2	0	0	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f75v	N1	f75v.30	f75v.32	BACA	BABBA	NONE	NONE	BACA	BABBA	0.600000000000	0.600000000000	0.000000000000	2	2	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f75v	N3	f75v.54	f75v.55	AQJBA	AQKA	NONE	NONE	AQJBA	AQKA	0.600000000000	0.600000000000	0.000000000000	2	2	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f77r	V1	f77r.3	f77r.5	AQJBA	AQAB	NONE	AQAB	AQJBA	EMPTY	0.600000000000	0.000000000000	-0.600000000000	2	0	0	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f80r	N1	f80r.2	f80r.7	ABKBA	ABQA	NONE	ABQA	ABKBA	EMPTY	0.600000000000	0.000000000000	-0.600000000000	2	0	0	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f82r	N1	f82r.36	f82r.45	AQAB	AQKAC	AQAB	NONE	EMPTY	AQKAC	0.600000000000	0.000000000000	-0.600000000000	2	0	0	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f77r	N1	f77r.1	f77r.8	BACKBAC	BAQJBA	NONE	NONE	BACKBAC	BAQJBA	0.571428571429	0.571428571429	0.000000000000	2	2	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f77r	N1	f77r.49	f77r.50	AQKBA	AQABAGA	NONE	AQAB	AQKBA	AGA	0.571428571429	0.400000000000	-0.171428571429	2	1	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f75v	N2	f75v.50	f75v.51	AQAB|APAB	AQKA|BAB	AQAB	NONE	|APAB	AQKA|BAB	0.555555555556	0.375000000000	-0.180555555556	2	0	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f75v	N1	f75v.20	f75v.23	BAQAB	BAB|LB	NONE	NONE	BAQAB	BAB|LB	0.500000000000	0.500000000000	0.000000000000	2	2	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f75v	N1	f75v.21	f75v.23	BACAB	BAB|LB	NONE	NONE	BACAB	BAB|LB	0.500000000000	0.500000000000	0.000000000000	2	2	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f75v	N1	f75v.21	f75v.24	BACAB	BABQAC	NONE	NONE	BACAB	BABQAC	0.500000000000	0.500000000000	0.000000000000	2	2	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f75v	N1	f75v.24	f75v.30	BABQAC	BACA	NONE	NONE	BABQAC	BACA	0.500000000000	0.500000000000	0.000000000000	2	2	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f75v	N1	f75v.30	f75v.31	BACA	BAB	NONE	NONE	BACA	BAB	0.500000000000	0.500000000000	0.000000000000	2	2	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f75v	N2	f75v.51	f75v.53	AQKA|BAB	AQJBA	NONE	NONE	AQKA|BAB	AQJBA	0.500000000000	0.500000000000	0.000000000000	2	2	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f78r	X1	f78r.2	f78r.47	AQKBA	AQACAB	NONE	AQAC	AQKBA	AB	0.500000000000	0.400000000000	-0.100000000000	2	1	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f82r	N1	f82r.40	f82r.42	CACACB	CAQABA	NONE	NONE	CACACB	CAQABA	0.500000000000	0.500000000000	0.000000000000	2	2	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f82r	N1	f82r.41	f82r.44	ABQAQA	ABAG	ABQA	NONE	QA	ABAG	0.500000000000	0.250000000000	-0.250000000000	2	0	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f82v	X2	f82v.42	f82v.48	AQAAQA	AQKBA	AQA	NONE	AQA	AQKBA	0.500000000000	0.600000000000	0.100000000000	2	2	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f82v	X2	f82v.43	f82v.45	AQJBAC	AQABBA	NONE	AQAB	AQJBAC	BA	0.500000000000	0.333333333333	-0.166666666667	2	0	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f82v	X2	f82v.47	f82v.45	AQJBAB	AQABBA	NONE	AQAB	AQJBAB	BA	0.500000000000	0.333333333333	-0.166666666667	2	0	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f75v	N2	f75v.50	f75v.53	AQAB|APAB	AQJBA	AQAB	NONE	|APAB	AQJBA	0.444444444444	0.200000000000	-0.244444444444	2	0	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f82r	N1	f82r.39	f82r.45	AQAFABA	AQKAC	AQA	NONE	FABA	AQKAC	0.428571428571	0.200000000000	-0.228571428571	2	0	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f75v	N1	f75v.20	f75v.22	BAQAB	BABBA	NONE	NONE	BAQAB	BABBA	0.400000000000	0.400000000000	0.000000000000	2	2	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f75v	N1	f75v.20	f75v.32	BAQAB	BABBA	NONE	NONE	BAQAB	BABBA	0.400000000000	0.400000000000	0.000000000000	2	2	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f75v	N1	f75v.21	f75v.22	BACAB	BABBA	NONE	NONE	BACAB	BABBA	0.400000000000	0.400000000000	0.000000000000	2	2	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f75v	N1	f75v.21	f75v.32	BACAB	BABBA	NONE	NONE	BACAB	BABBA	0.400000000000	0.400000000000	0.000000000000	2	2	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f77r	V1	f77r.3	f77r.4	AQJBA	AQACQ	NONE	AQAC	AQJBA	Q	0.400000000000	0.200000000000	-0.200000000000	2	0	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f78r	X1	f78r.1	f78r.47	AQKBBBBA	AQACAB	NONE	AQAC	AQKBBBBA	AB	0.375000000000	0.250000000000	-0.125000000000	2	1	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f75r	N1	f75r.47	f75r.51	CAB|AQKBA	CAFA	NONE	NONE	CAB|AQKBA	CAFA	0.333333333333	0.333333333333	0.000000000000	2	2	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f75r	N1	f75r.48	f75r.53	BABA|AKJA	BAFA	NONE	NONE	BABA|AKJA	BAFA	0.333333333333	0.333333333333	0.000000000000	2	2	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f75r	N1	f75r.49	f75r.51	CABC|BACA	CAFA	NONE	NONE	CABC|BACA	CAFA	0.333333333333	0.333333333333	0.000000000000	2	2	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f75v	N1	f75v.23	f75v.30	BAB|LB	BACA	NONE	NONE	BAB|LB	BACA	0.333333333333	0.333333333333	0.000000000000	2	2	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f82r	N1	f82r.37	f82r.45	AQABBA	AQKAC	AQAB	NONE	BA	AQKAC	0.333333333333	0.200000000000	-0.133333333333	2	0	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f82v	X2	f82v.42	f82v.43	AQAAQA	AQJBAC	AQA	NONE	AQA	AQJBAC	0.333333333333	0.500000000000	0.166666666667	2	2	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f82v	X2	f82v.42	f82v.47	AQAAQA	AQJBAB	AQA	NONE	AQA	AQJBAB	0.333333333333	0.500000000000	0.166666666667	2	2	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f76r	K1	f76r.14	f76r.31	C	C	NONE	NONE	C	C	1.000000000000	1.000000000000	0.000000000000	1	1	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f76r	K1	f76r.14	f76r.37	C	C	NONE	NONE	C	C	1.000000000000	1.000000000000	0.000000000000	1	1	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f76r	K1	f76r.31	f76r.37	C	C	NONE	NONE	C	C	1.000000000000	1.000000000000	0.000000000000	1	1	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f76r	K1	f76r.4	f76r.14	C	C	NONE	NONE	C	C	1.000000000000	1.000000000000	0.000000000000	1	1	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f76r	K1	f76r.4	f76r.31	C	C	NONE	NONE	C	C	1.000000000000	1.000000000000	0.000000000000	1	1	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f76r	K1	f76r.4	f76r.37	C	C	NONE	NONE	C	C	1.000000000000	1.000000000000	0.000000000000	1	1	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f76r	K1	f76r.7	f76r.22	B	B	NONE	NONE	B	B	1.000000000000	1.000000000000	0.000000000000	1	1	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f82v	N3	f82v.46	f82v.44	ABQAB	AQAB	ABQA	AQAB	B	EMPTY	0.800000000000	0.000000000000	-0.800000000000	1	0	0	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f80r	N1	f80r.6	f80r.9	APAC	AQAC	APAC	AQAC	EMPTY	EMPTY	0.750000000000	1.000000000000	0.250000000000	1	0	0	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f75v	N1	f75v.26	f75v.29	BBA	BKA	NONE	NONE	BBA	BKA	0.666666666667	0.666666666667	0.000000000000	1	1	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f75v	N1	f75v.27	f75v.28	ACA	AQA	ACA	AQA	EMPTY	EMPTY	0.666666666667	1.000000000000	0.333333333333	1	0	0	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f75v	N1	f75v.18	f75v.36	AQLA	ABQKA	NONE	NONE	AQLA	ABQKA	0.600000000000	0.600000000000	0.000000000000	1	1	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f75v	N1	f75v.19	f75v.34	CACAB	CQAB	NONE	NONE	CACAB	CQAB	0.600000000000	0.600000000000	0.000000000000	1	1	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f75v	N1	f75v.22	f75v.26	BABBA	BBA	NONE	NONE	BABBA	BBA	0.600000000000	0.600000000000	0.000000000000	1	1	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f75v	N1	f75v.26	f75v.32	BBA	BABBA	NONE	NONE	BBA	BABBA	0.600000000000	0.600000000000	0.000000000000	1	1	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f75v	N1	f75v.28	f75v.36	AQA	ABQKA	AQA	NONE	EMPTY	ABQKA	0.600000000000	0.000000000000	-0.600000000000	1	0	0	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f80r	N1	f80r.2	f80r.3	ABKBA	AQABA	NONE	AQAB	ABKBA	A	0.600000000000	0.200000000000	-0.400000000000	1	1	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f80r	N1	f80r.2	f80r.4	ABKBA	AQABA	NONE	AQAB	ABKBA	A	0.600000000000	0.200000000000	-0.400000000000	1	1	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f80r	N1	f80r.5	f80r.6	AQACA	APAC	AQAC	APAC	A	EMPTY	0.600000000000	0.000000000000	-0.600000000000	1	0	0	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f82v	N3	f82v.41	f82v.46	AQAF	ABQAB	AQA	ABQA	F	B	0.600000000000	0.000000000000	-0.600000000000	1	0	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f77v	N1	f77v.3	f77v.44	ABQKBAB	AQABA	NONE	AQAB	ABQKBAB	A	0.571428571429	0.142857142857	-0.428571428571	1	1	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f77v	N1	f77v.3	f77v.5	ABQKBAB	ACKJBAB	NONE	NONE	ABQKBAB	ACKJBAB	0.571428571429	0.571428571429	0.000000000000	1	1	1	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
f75v	N1	f75v.18	f75v.27	AQLA	ACA	NONE	ACA	AQLA	EMPTY	0.500000000000	0.000000000000	-0.500000000000	1	0	0	REGISTER_RESIDUAL_MECHANISM_DIAGNOSTIC_NO_GLOSS
