locus	page	physical_folio	group_index	token	family_surface	record_state	source_family_roles	residual_host_roles	union_roles	source_family_features	residual_host_features	claim_state
f100v.21	f100v	f100	4	choy	KAA	CARRIER_STATE	STAR_OR_SKY		STAR_OR_SKY	F2:AA		FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f100v.21	f100v	f100	5	ly	BA	OTHER		WATER_OR_APPARATUS	WATER_OR_APPARATUS		H2:^l	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f100v.21	f100v	f100	6	araroy	ACACAA	AR_REFERENCE	STAR_OR_SKY	REL_PROXIMITY	REL_PROXIMITY|STAR_OR_SKY	F2:AA	H2:ro|H3:aro	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f100v.21	f100v	f100	10	orey	ACJA	OTHER	REL_ENCLOSURE		REL_ENCLOSURE	F2:CJ		FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f100v.22	f100v	f100	1	daiin	BAG	ENTRY_STATE	STAR_OR_SKY	STAR_OR_SKY	STAR_OR_SKY	FAMILY_EXACT:BAG	HOST_EXACT:aiin	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f102r1.10	f102r1	f102	2	sholdy	LABBA	DY_RESOLUTION	REL_ARRAY_OR_GROUP|REL_ENCLOSURE		REL_ARRAY_OR_GROUP|REL_ENCLOSURE	F3:LAB		FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f102r1.10	f102r1	f102	9	cthedy	UJBA	DY_RESOLUTION	WATER_OR_APPARATUS	REL_EXPLICIT_ATTACHMENT	REL_EXPLICIT_ATTACHMENT|WATER_OR_APPARATUS	F2:JB	H3:he$	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f102r1.11	f102r1	f102	1	dcheo	BKJA	ENTRY_STATE	REL_EXPLICIT_ATTACHMENT		REL_EXPLICIT_ATTACHMENT	F3:BKJ		FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f102r1.11	f102r1	f102	2	qockhy	DAUA	Q_OUTER_STATE	REL_EXPLICIT_ATTACHMENT		REL_EXPLICIT_ATTACHMENT	F3:UA$		FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f102r1.14	f102r1	f102	4	daor	BAAC	ENTRY_STATE	STAR_OR_SKY		STAR_OR_SKY	F2:AA		FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f102r1.14	f102r1	f102	8	chos	KAC	CARRIER_STATE		PLANT	PLANT		H3:^os	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f102r1.15	f102r1	f102	3	daiin	BAG	ENTRY_STATE	STAR_OR_SKY	STAR_OR_SKY	STAR_OR_SKY	FAMILY_EXACT:BAG	HOST_EXACT:aiin	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f102r1.17	f102r1	f102	2	arody	ACABA	DY_RESOLUTION		REL_PROXIMITY	REL_PROXIMITY		H2:ro|H3:aro	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f102r1.17	f102r1	f102	3	oldaiin	ABBAG	OL_STATE		PLANT|REL_ENCLOSURE	PLANT|REL_ENCLOSURE		H3:dai|H3:lda	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f102r1.17	f102r1	f102	5	chockhy	KAUA	CARRIER_STATE	REL_EXPLICIT_ATTACHMENT		REL_EXPLICIT_ATTACHMENT	F3:UA$		FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f102r1.3	f102r1	f102	2	shocthy	LAUA	CARRIER_STATE	REL_EXPLICIT_ATTACHMENT	REL_EXPLICIT_ATTACHMENT|STAR_OR_SKY	REL_EXPLICIT_ATTACHMENT|STAR_OR_SKY	F3:UA$	H3:oct|H3:thy	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f102r1.3	f102r1	f102	4	loiiin	BAH	OTHER		WATER_OR_APPARATUS	WATER_OR_APPARATUS		H2:^l	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f102r1.3	f102r1	f102	7	sholdaiin	LABBAG	OL_STATE	REL_ARRAY_OR_GROUP|REL_ENCLOSURE	PLANT|REL_ENCLOSURE	PLANT|REL_ARRAY_OR_GROUP|REL_ENCLOSURE	F3:LAB	H3:dai|H3:lda	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f102r1.5	f102r1	f102	1	ytol	AQAB	OL_STATE		STAR_OR_SKY	STAR_OR_SKY		H3:yto	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f102r1.5	f102r1	f102	5	orain	ACAF	OTHER	REL_ENCLOSURE		REL_ENCLOSURE	F3:CAF		FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f102r1.5	f102r1	f102	6	oraroekeol	ACACAJQJAB	AR_REFERENCE		REL_PROXIMITY	REL_PROXIMITY		H2:ro|H3:aro	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f102r1.6	f102r1	f102	1	daiin	BAG	ENTRY_STATE	STAR_OR_SKY	STAR_OR_SKY	STAR_OR_SKY	FAMILY_EXACT:BAG	HOST_EXACT:aiin	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f102r1.6	f102r1	f102	4	okodaiin	AQABAG	OTHER		REL_ENCLOSURE	REL_ENCLOSURE		H3:dai	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f102r1.8	f102r1	f102	1	pshodaiin	PLABAG	OTHER	REL_ARRAY_OR_GROUP|REL_ENCLOSURE	REL_ARRAY_OR_GROUP|REL_ENCLOSURE	REL_ARRAY_OR_GROUP|REL_ENCLOSURE	F3:LAB	H2:sh|H3:dai	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f102r1.8	f102r1	f102	2	qoorar	DAACAC	AR_REFERENCE	STAR_OR_SKY		STAR_OR_SKY	F2:AA		FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f102r1.8	f102r1	f102	5	daiin	BAG	ENTRY_STATE	STAR_OR_SKY	STAR_OR_SKY	STAR_OR_SKY	FAMILY_EXACT:BAG	HOST_EXACT:aiin	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f102r1.9	f102r1	f102	1	daiin	BAG	ENTRY_STATE	STAR_OR_SKY	STAR_OR_SKY	STAR_OR_SKY	FAMILY_EXACT:BAG	HOST_EXACT:aiin	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f102r1.9	f102r1	f102	2	orsheoldy	ACLJABBA	DY_RESOLUTION		REL_ARRAY_OR_GROUP	REL_ARRAY_OR_GROUP		H2:sh	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f102r2.18	f102r2	f102	9	daiin	BAG	ENTRY_STATE	STAR_OR_SKY	STAR_OR_SKY	STAR_OR_SKY	FAMILY_EXACT:BAG	HOST_EXACT:aiin	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f102r2.18	f102r2	f102	10	oky	AQA	OTHER		PLANT	PLANT		H3:oky|HOST_EXACT:oky	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f102r2.18	f102r2	f102	11	oky	AQA	OTHER		PLANT	PLANT		H3:oky|HOST_EXACT:oky	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f102r2.2	f102r2	f102	1	lsais	BCAEC	OTHER	PLANT	WATER_OR_APPARATUS	PLANT|WATER_OR_APPARATUS	F2:BC|F3:BCA	H2:^l	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f102r2.2	f102r2	f102	6	aiin	AG	OTHER		STAR_OR_SKY	STAR_OR_SKY		HOST_EXACT:aiin	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f102r2.4	f102r2	f102	1	daiin	BAG	ENTRY_STATE	STAR_OR_SKY	STAR_OR_SKY	STAR_OR_SKY	FAMILY_EXACT:BAG	HOST_EXACT:aiin	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f102r2.5	f102r2	f102	1	tor	QAC	ENTRY_STATE	PLANT		PLANT	F3:^QA		FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f102r2.6	f102r2	f102	1	daiin	BAG	ENTRY_STATE	STAR_OR_SKY	STAR_OR_SKY	STAR_OR_SKY	FAMILY_EXACT:BAG	HOST_EXACT:aiin	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f102r2.6	f102r2	f102	6	chckhy	KUA	CARRIER_STATE	REL_EXPLICIT_ATTACHMENT		REL_EXPLICIT_ATTACHMENT	F3:UA$		FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f102v1.23	f102v1	f102	1	ksheody	QLJABA	DY_RESOLUTION	REL_ARRAY_OR_GROUP	REL_ARRAY_OR_GROUP	REL_ARRAY_OR_GROUP	F2:QL	H2:sh	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f102v1.24	f102v1	f102	3	qoor	DAAC	Q_OUTER_STATE	STAR_OR_SKY		STAR_OR_SKY	F2:AA		FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f102v1.7	f102v1	f102	4	doiin	BAG	ENTRY_STATE	STAR_OR_SKY		STAR_OR_SKY	FAMILY_EXACT:BAG		FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f102v2.37	f102v2	f102	1	tchor	QKAC	ENTRY_STATE		REL_ENCLOSURE|REL_EXPLICIT_ATTACHMENT	REL_ENCLOSURE|REL_EXPLICIT_ATTACHMENT		H3:hor	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f102v2.37	f102v2	f102	4	kor	QAC	OTHER	PLANT		PLANT	F3:^QA		FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f102v2.39	f102v2	f102	1	yotaiin	AAQAG	OTHER	STAR_OR_SKY		STAR_OR_SKY	F2:AA		FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f102v2.39	f102v2	f102	4	orain	ACAF	OTHER	REL_ENCLOSURE		REL_ENCLOSURE	F3:CAF		FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f103r.10	f103r	f103	1	daiin	BAG	ENTRY_STATE	STAR_OR_SKY	STAR_OR_SKY	STAR_OR_SKY	FAMILY_EXACT:BAG	HOST_EXACT:aiin	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f103r.10	f103r	f103	3	oain	AAF	OTHER	STAR_OR_SKY		STAR_OR_SKY	F2:AA		FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f103r.10	f103r	f103	8	shedy	LJBA	DY_RESOLUTION	WATER_OR_APPARATUS		WATER_OR_APPARATUS	F2:JB		FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f103r.10	f103r	f103	10	shedy	LJBA	DY_RESOLUTION	WATER_OR_APPARATUS		WATER_OR_APPARATUS	F2:JB		FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f103r.10	f103r	f103	11	teolshy	QJABLA	OL_STATE		REL_ARRAY_OR_GROUP	REL_ARRAY_OR_GROUP		H2:sh	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f103r.10	f103r	f103	12	oteedy	AQKBA	DY_RESOLUTION	REL_PROXIMITY		REL_PROXIMITY	F2:KB|F3:KBA|F3:QKB		FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f103r.12	f103r	f103	1	oain	AAF	OTHER	STAR_OR_SKY		STAR_OR_SKY	F2:AA		FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f103r.12	f103r	f103	3	shckhy	LUA	CARRIER_STATE	REL_EXPLICIT_ATTACHMENT		REL_EXPLICIT_ATTACHMENT	F3:UA$		FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f103r.12	f103r	f103	6	keedy	QKBA	DY_RESOLUTION	REL_PROXIMITY		REL_PROXIMITY	F2:KB|F3:KBA|F3:QKB		FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f103r.12	f103r	f103	8	aiin	AG	OTHER		STAR_OR_SKY	STAR_OR_SKY		HOST_EXACT:aiin	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f103r.12	f103r	f103	9	otedy	AQJBA	DY_RESOLUTION	FIGURE|WATER_OR_APPARATUS		FIGURE|WATER_OR_APPARATUS	F2:JB|F3:QJB|FAMILY_EXACT:AQJBA		FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f103r.13	f103r	f103	3	qotedy	DAQJBA	DY_RESOLUTION	FIGURE|WATER_OR_APPARATUS		FIGURE|WATER_OR_APPARATUS	F2:JB|F3:QJB		FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f103r.13	f103r	f103	6	checkhy	KJUA	CARRIER_STATE	REL_EXPLICIT_ATTACHMENT		REL_EXPLICIT_ATTACHMENT	F3:UA$		FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f103r.13	f103r	f103	8	chedy	KJBA	CARRIER_STATE	STAR_OR_SKY|WATER_OR_APPARATUS		STAR_OR_SKY|WATER_OR_APPARATUS	F2:JB|F3:KJB		FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f103r.13	f103r	f103	9	pchdy	PKBA	DY_RESOLUTION	REL_PROXIMITY	REL_PROXIMITY	REL_PROXIMITY	F2:KB|F3:KBA	H2:h$|H3:ch$	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f103r.13	f103r	f103	10	tshdy	QLBA	DY_RESOLUTION	REL_ARRAY_OR_GROUP	REL_ARRAY_OR_GROUP|REL_PROXIMITY	REL_ARRAY_OR_GROUP|REL_PROXIMITY	F2:QL	H2:h$|H2:sh	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f103r.18	f103r	f103	1	polchedy	PABKJBA	DY_RESOLUTION	REL_EXPLICIT_ATTACHMENT|STAR_OR_SKY|WATER_OR_APPARATUS	REL_EXPLICIT_ATTACHMENT	REL_EXPLICIT_ATTACHMENT|STAR_OR_SKY|WATER_OR_APPARATUS	F2:JB|F3:BKJ|F3:KJB	H3:he$|H3:olc	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f103r.18	f103r	f103	4	checthy	KJUA	CARRIER_STATE	REL_EXPLICIT_ATTACHMENT	REL_EXPLICIT_ATTACHMENT|STAR_OR_SKY	REL_EXPLICIT_ATTACHMENT|STAR_OR_SKY	F3:UA$	H3:thy	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f103r.19	f103r	f103	3	qoy	DAA	Q_OUTER_STATE	STAR_OR_SKY		STAR_OR_SKY	F2:AA		FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f103r.19	f103r	f103	6	chedy	KJBA	CARRIER_STATE	STAR_OR_SKY|WATER_OR_APPARATUS		STAR_OR_SKY|WATER_OR_APPARATUS	F2:JB|F3:KJB		FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f103r.19	f103r	f103	9	lkar	BQAC	AR_REFERENCE	FIGURE|REL_PROXIMITY	FIGURE|REL_PROXIMITY|WATER_OR_APPARATUS	FIGURE|REL_PROXIMITY|WATER_OR_APPARATUS	F2:BQ	H2:^l|H2:lk	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f103r.19	f103r	f103	11	lkldy	BQBBA	DY_RESOLUTION	FIGURE|REL_PROXIMITY	FIGURE|REL_PROXIMITY|WATER_OR_APPARATUS	FIGURE|REL_PROXIMITY|WATER_OR_APPARATUS	F2:BQ	H2:^l|H2:lk	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f103r.19	f103r	f103	12	lr	BC	OTHER	PLANT	WATER_OR_APPARATUS	PLANT|WATER_OR_APPARATUS	F2:BC	H2:^l	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f103r.21	f103r	f103	2	sokedy	CAQJBA	DY_RESOLUTION	FIGURE|WATER_OR_APPARATUS		FIGURE|WATER_OR_APPARATUS	F2:JB|F3:QJB		FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f103r.21	f103r	f103	3	dalkar	BABQAC	AR_REFERENCE	FIGURE|REL_PROXIMITY	FIGURE|REL_PROXIMITY	FIGURE|REL_PROXIMITY	F2:BQ|F3:ABQ	H2:lk	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f103r.21	f103r	f103	5	qokal	DAQAB	AL_STATE		FIGURE|REL_ARRAY_OR_GROUP|WATER_OR_APPARATUS	FIGURE|REL_ARRAY_OR_GROUP|WATER_OR_APPARATUS		H3:kal|HOST_EXACT:okal	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f103r.21	f103r	f103	7	okedy	AQJBA	DY_RESOLUTION	FIGURE|WATER_OR_APPARATUS		FIGURE|WATER_OR_APPARATUS	F2:JB|F3:QJB|FAMILY_EXACT:AQJBA		FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f103r.21	f103r	f103	8	qoky	DAQA	Q_OUTER_STATE		PLANT	PLANT		H3:oky|HOST_EXACT:oky	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f103r.21	f103r	f103	9	pchedy	PKJBA	DY_RESOLUTION	STAR_OR_SKY|WATER_OR_APPARATUS	REL_EXPLICIT_ATTACHMENT	REL_EXPLICIT_ATTACHMENT|STAR_OR_SKY|WATER_OR_APPARATUS	F2:JB|F3:KJB	H3:he$	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f103r.21	f103r	f103	10	okaly	AQABA	AL_STATE		FIGURE|REL_ARRAY_OR_GROUP	FIGURE|REL_ARRAY_OR_GROUP		H3:kal	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f103r.21	f103r	f103	11	qokeedy	DAQKBA	DY_RESOLUTION	REL_PROXIMITY		REL_PROXIMITY	F2:KB|F3:KBA|F3:QKB		FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f103r.21	f103r	f103	12	lor	BAC	OTHER		WATER_OR_APPARATUS	WATER_OR_APPARATUS		H2:^l	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f103r.22	f103r	f103	1	dalshy	BABLA	AL_STATE		REL_ARRAY_OR_GROUP	REL_ARRAY_OR_GROUP		H2:sh	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f103r.22	f103r	f103	5	qokeedy	DAQKBA	DY_RESOLUTION	REL_PROXIMITY		REL_PROXIMITY	F2:KB|F3:KBA|F3:QKB		FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f103r.22	f103r	f103	6	shedy	LJBA	DY_RESOLUTION	WATER_OR_APPARATUS		WATER_OR_APPARATUS	F2:JB		FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f103r.22	f103r	f103	7	qotar	DAQAC	OT_AR_LOCAL		REL_ENCLOSURE	REL_ENCLOSURE		H3:tar	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f103r.22	f103r	f103	8	chcthy	KUA	CARRIER_STATE	REL_EXPLICIT_ATTACHMENT	REL_EXPLICIT_ATTACHMENT|STAR_OR_SKY	REL_EXPLICIT_ATTACHMENT|STAR_OR_SKY	F3:UA$	H3:thy	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f103r.23	f103r	f103	1	daiin	BAG	ENTRY_STATE	STAR_OR_SKY	STAR_OR_SKY	STAR_OR_SKY	FAMILY_EXACT:BAG	HOST_EXACT:aiin	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f103r.23	f103r	f103	2	sheckhy	LJUA	CARRIER_STATE	REL_EXPLICIT_ATTACHMENT	REL_EXPLICIT_ATTACHMENT	REL_EXPLICIT_ATTACHMENT	F3:UA$	H2:ec	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f103r.23	f103r	f103	3	lchedy	BKJBA	DY_RESOLUTION	REL_EXPLICIT_ATTACHMENT|STAR_OR_SKY|WATER_OR_APPARATUS	REL_EXPLICIT_ATTACHMENT|WATER_OR_APPARATUS	REL_EXPLICIT_ATTACHMENT|STAR_OR_SKY|WATER_OR_APPARATUS	F2:JB|F3:BKJ|F3:KJB	H2:^l|H3:he$	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f103r.23	f103r	f103	4	chckhy	KUA	CARRIER_STATE	REL_EXPLICIT_ATTACHMENT		REL_EXPLICIT_ATTACHMENT	F3:UA$		FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f103r.23	f103r	f103	5	shol	LAB	OL_STATE	REL_ARRAY_OR_GROUP|REL_ENCLOSURE		REL_ARRAY_OR_GROUP|REL_ENCLOSURE	F3:LAB		FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f103r.24	f103r	f103	1	tchoky	QKAQA	ENTRY_STATE	PLANT	PLANT	PLANT	F3:KAQ	H3:oky	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f103r.24	f103r	f103	3	shedy	LJBA	DY_RESOLUTION	WATER_OR_APPARATUS		WATER_OR_APPARATUS	F2:JB		FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f103r.24	f103r	f103	4	qokal	DAQAB	AL_STATE		FIGURE|REL_ARRAY_OR_GROUP|WATER_OR_APPARATUS	FIGURE|REL_ARRAY_OR_GROUP|WATER_OR_APPARATUS		H3:kal|HOST_EXACT:okal	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f103r.24	f103r	f103	6	opchedy	APKJBA	DY_RESOLUTION	STAR_OR_SKY|WATER_OR_APPARATUS	REL_EXPLICIT_ATTACHMENT	REL_EXPLICIT_ATTACHMENT|STAR_OR_SKY|WATER_OR_APPARATUS	F2:JB|F3:KJB	H3:he$	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f103r.24	f103r	f103	8	shcthy	LUA	CARRIER_STATE	REL_EXPLICIT_ATTACHMENT	REL_EXPLICIT_ATTACHMENT|STAR_OR_SKY	REL_EXPLICIT_ATTACHMENT|STAR_OR_SKY	F3:UA$	H3:thy	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f103r.24	f103r	f103	12	oky	AQA	OTHER		PLANT	PLANT		H3:oky|HOST_EXACT:oky	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f103r.27	f103r	f103	1	qokechy	DAQJKA	Q_OUTER_STATE		REL_EXPLICIT_ATTACHMENT	REL_EXPLICIT_ATTACHMENT		H2:ec	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f103r.30	f103r	f103	1	pcholkchdy	PKABQKBA	DY_RESOLUTION	FIGURE|REL_PROXIMITY|WATER_OR_APPARATUS	FIGURE|REL_PROXIMITY	FIGURE|REL_PROXIMITY|WATER_OR_APPARATUS	F2:BQ|F2:KB|F3:ABQ|F3:BQK|F3:KBA|F3:QKB	H2:h$|H2:lk|H3:ch$|H3:olk	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f103r.30	f103r	f103	2	sheckhy	LJUA	CARRIER_STATE	REL_EXPLICIT_ATTACHMENT	REL_EXPLICIT_ATTACHMENT	REL_EXPLICIT_ATTACHMENT	F3:UA$	H2:ec	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f103r.30	f103r	f103	5	shedy	LJBA	DY_RESOLUTION	WATER_OR_APPARATUS		WATER_OR_APPARATUS	F2:JB		FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f103r.30	f103r	f103	7	opchedy	APKJBA	DY_RESOLUTION	STAR_OR_SKY|WATER_OR_APPARATUS	REL_EXPLICIT_ATTACHMENT	REL_EXPLICIT_ATTACHMENT|STAR_OR_SKY|WATER_OR_APPARATUS	F2:JB|F3:KJB	H3:he$	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
f103r.30	f103r	f103	8	oteeykshy	AQKAQLA	OTHER	PLANT|REL_ARRAY_OR_GROUP	REL_ARRAY_OR_GROUP	PLANT|REL_ARRAY_OR_GROUP	F2:QL|F3:KAQ	H2:sh	FULL_CENSUS_FORMAL_ANCHOR_MATCH_NOT_MEANING
