page	physical_folio	currier	hand	illustration_profile	catalogue_prose_lines	paragraph_starts	catalogue_label_presence	formal_lines	formal_groups	DAISY_CUP	BROAD_CALYX	GRASS	ROOT_PLATFORM	LEAVES_ONE_SIDE	FUSED_PARALLEL_LEAVES	BULB_OR_TUBER_ROOT	LARGE_OR_EXTENSIVE_ROOT	MULTIPLE_PLANTS	BLUE_FLOWERS_OR_BUDS	FINGERED_OR_FRILLED_LEAVES	MULTIPLE_STEMS_OR_STALKS	illustrations_sha256	source_url	provenance	semantic_role
f17v	f17	A	1	ALPHA	23	1	0	17	87	0	0	0	0	0	0	1	0	0	0	0	0	7009846ddf0ff79066354012807b24ba121bce35aeb102e2bba5b6e244c9a86a	https://www.voynich.nu/q03/index.html#f17v	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f18r	f18	A	1	MIXED	14	2	0	7	36	0	1	0	0	0	0	0	0	0	0	0	0	d498c4128247f1f8901f6a2ca3092b5f035ef8d7ea6e79363509d2aeb6c9f230	https://www.voynich.nu/q03/index.html#f18r	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f18v	f18	A	1	ALPHA	10	1	0	7	42	0	0	0	0	0	0	0	1	0	0	0	0	c26859af02e11dafef71e8f7b719840399fa0cf17670d0d3f663832a8ba109c0	https://www.voynich.nu/q03/index.html#f18v	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f19r	f19	A	1	ALPHA	13	1	0	9	49	0	0	0	0	0	0	0	0	0	1	0	0	09b183f30e075ede31642e089cf2ab7d3d13a4a68b1b27cad1e8c2f1150a55eb	https://www.voynich.nu/q03/index.html#f19r	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f19v	f19	A	1	ALPHA	14	2	0	7	37	0	0	0	0	0	0	0	0	0	0	0	0	a8821f7a247a201fdd38b7e662a7b85d5afae590fc881ec08fd70013d7927a78	https://www.voynich.nu/q03/index.html#f19v	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f1v	f1	A	1	UNCLASSIFIED	10	2	0	6	24	0	0	0	0	0	0	1	0	0	0	0	0	d9400834f5c4d721eaabf190f420c9e411b85a65840a1187e124df2f055af39b	https://www.voynich.nu/q01/index.html#f1v	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f20r	f20	A	1	ALPHA	13	3	0	9	53	0	0	0	0	0	0	0	0	0	0	0	0	8a2df9cc210811dc4aed1e722797c405c0297128919a206674c6dee62d32eb0d	https://www.voynich.nu/q03/index.html#f20r	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f20v	f20	A	1	ALPHA	11	2	0	9	56	0	0	0	0	0	0	0	0	0	0	0	1	98dd5322db1f4d2936dc0c981d24b0578528f8bd0e632ac066167a0616115531	https://www.voynich.nu/q03/index.html#f20v	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f21r	f21	A	1	ALPHA	12	3	0	9	45	0	0	0	0	0	0	0	0	0	0	0	0	e579db7c49b5c2920ec3232dbda202dafb469b357e86c068fa9f8018cc8a2286	https://www.voynich.nu/q03/index.html#f21r	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f21v	f21	A	1	ALPHA	8	1	0	8	46	0	0	0	0	0	0	0	0	0	1	0	0	845b2b72614e8da26544337e043abf426c1ff6c031ab888a8e1e8fcd25d669d3	https://www.voynich.nu/q03/index.html#f21v	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f22r	f22	A	1	ALPHA	13	4	0	8	54	0	0	0	0	0	0	0	0	0	0	0	0	4ed00c1ff06198327382b48bc41259c87c212eb00408764075835c8d3ef02d4b	https://www.voynich.nu/q03/index.html#f22r	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f22v	f22	A	1	ALPHA	16	2	0	14	58	0	0	0	0	0	0	0	0	0	0	0	0	3aedf562b35de903c3888ad85000482d72056fe93fbf6abe59c1e1fe7136f5f8	https://www.voynich.nu/q03/index.html#f22v	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f23r	f23	A	1	ALPHA	11	3	0	5	22	0	0	0	0	0	0	0	0	1	1	0	0	a671a9371a916738d7359c89ab5a7ca4c6e440223555761834357290c20b7581	https://www.voynich.nu/q03/index.html#f23r	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f23v	f23	A	1	ALPHA	12	2	0	7	46	0	0	0	0	0	0	0	0	0	0	0	0	0cd4be4770cf43f1e4e0ffd2a7e60c5ddb38294d7cdf60fc733db452c46e059a	https://www.voynich.nu/q03/index.html#f23v	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f24r	f24	A	1	UNCLASSIFIED	20	1	0	9	46	0	0	0	0	0	0	0	0	0	0	0	0	3e807f30afba3739c3ee555f42afb78d9b0968e285801f523ab13eca81be4910	https://www.voynich.nu/q03/index.html#f24r	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f24v	f24	A	1	ALPHA	16	2	0	9	34	0	0	0	0	0	0	0	0	0	1	0	0	d747d86daf677d80f75d4c6c984f161a6c18d40887785727248000032fc37b00	https://www.voynich.nu/q03/index.html#f24v	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f25r	f25	A	1	ALPHA	7	1	0	4	18	0	0	0	0	0	0	0	0	0	0	0	0	e05fb05e9c25dd40f103653a3b9e78edc00e530036bedee91ac03b0353e546ce	https://www.voynich.nu/q04/index.html#f25r	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f25v	f25	A	1	ALPHA	7	1	0	4	23	0	0	0	0	0	0	0	0	0	0	0	0	bd8e3889f5c3d79c57809b9ccf53f2d575434f2605b8b6e17de22a9bdd06133d	https://www.voynich.nu/q04/index.html#f25v	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f26r	f26	B	2	UNCLASSIFIED	10	2	0	6	33	0	0	0	0	0	0	0	0	0	1	0	1	a8a28075bbd6d1445b092677036ffeefba883fe0ac2b05a1487e4529058e6819	https://www.voynich.nu/q04/index.html#f26r	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f26v	f26	B	2	BETA	9	1	0	3	33	0	1	0	0	0	0	0	0	0	1	0	0	0ec05b316e39bec7d2ee3687bf3b7093b0a36df8e5cb24758da9d84572d25604	https://www.voynich.nu/q04/index.html#f26v	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f27r	f27	A	1	ALPHA	13	2	0	9	45	0	0	0	0	0	0	0	0	1	0	0	0	1bb560b0c1fbb720d4e3dbbce3880d8fe02a91b07b42f1dab03e144a9c06831d	https://www.voynich.nu/q04/index.html#f27r	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f27v	f27	A	1	ALPHA	8	1	0	3	7	0	0	0	0	0	0	0	0	0	0	0	0	aee6b9728a6ba9674f6156d39e2c21e6380e61420aa84f73f7b4631dc8a9945c	https://www.voynich.nu/q04/index.html#f27v	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f28r	f28	A	1	ALPHA	9	1	0	8	48	0	0	0	0	0	0	0	0	0	0	0	0	edef0324d9cf8114e4b48a178a7a36ae4f2d222ee711139a9530074aca196b5c	https://www.voynich.nu/q04/index.html#f28r	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f28v	f28	A	1	ALPHA	9	3	0	6	35	0	0	0	0	0	0	0	0	0	0	0	0	897aa81881c1b60cdd37aad8e71a5f3509201e84aff65f5d29bb111a4ef9b7d3	https://www.voynich.nu/q04/index.html#f28v	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f29r	f29	A	1	ALPHA	9	2	0	8	35	0	0	0	0	0	0	0	0	0	1	0	0	b00515737b46d57556d91f471c43e13e6010d18d305fe2aba88b00a3a69a4d87	https://www.voynich.nu/q04/index.html#f29r	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f29v	f29	A	1	ALPHA	12	3	0	6	35	0	0	0	0	0	0	1	0	0	1	0	0	c5e0e8a7cf271609a07742aedb230abb015098b81bb597a01cac96873f5b5c66	https://www.voynich.nu/q04/index.html#f29v	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f2r	f2	A	1	ALPHA	13	2	1	11	73	0	0	0	0	0	0	1	0	0	0	0	0	4505ae93c10b95183ec264de6fdb0f9a3eb8c6cf5dc12bdee473ccdf94ee7455	https://www.voynich.nu/q01/index.html#f2r	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f2v	f2	A	1	ALPHA	8	2	0	6	33	0	0	0	0	0	0	0	0	0	0	0	0	f481b9346f1c740077854587e4a60d997ce196d22a7c1ea9af0c5738083503d9	https://www.voynich.nu/q01/index.html#f2v	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f30r	f30	A	1	ALPHA	13	2	0	10	55	0	0	0	0	0	0	0	0	0	1	0	0	c46746a8b28b4781e11581e6bdd0a492df0ea428d5bd0c109414c21a01d97fcb	https://www.voynich.nu/q04/index.html#f30r	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f30v	f30	A	1	ALPHA	11	1	0	7	33	0	0	0	0	0	0	0	0	0	0	0	0	fd69e352e8e5593b729f32b20a695f1f45a47dc4cffe97e994b88e0d72ba09f5	https://www.voynich.nu/q04/index.html#f30v	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f31r	f31	B	2	BETA	16	3	0	8	33	1	1	0	0	1	0	0	0	0	0	0	0	d42876e93e322da0483ae5068f236a9f8e59dc2fa46039d38e1204872d0ebfd4	https://www.voynich.nu/q04/index.html#f31r	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f31v	f31	B	2	BETA	11	2	0	4	14	0	0	0	0	1	0	0	0	0	0	0	0	4bf2570984fe05ad3771102994b53d545228afcd99bc55bbc68abae711d4c1e6	https://www.voynich.nu/q04/index.html#f31v	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f32r	f32	A	1	ALPHA	19	2	0	14	48	0	0	0	0	0	0	0	0	0	1	0	0	0c035bbe3238f5f7b0f3fd01fc8898eca87bae7c7ebc3e5c1f177df372e5bb05	https://www.voynich.nu/q04/index.html#f32r	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f32v	f32	A	1	ALPHA	11	2	0	6	33	0	0	0	0	0	0	0	1	0	1	0	0	7924c5453eb84c5e7410246ff9cb611e9a86e42bf6fef93d6eba57910f8ddd58	https://www.voynich.nu/q04/index.html#f32v	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f33r	f33	B	2	UNCLASSIFIED	7	1	0	4	22	0	0	0	0	0	0	0	0	0	0	0	0	fa7a1ea0af213266f65d97669dc267b1383c0f552037650519d83b4570688ae4	https://www.voynich.nu/q05/index.html#f33r	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f33v	f33	B	2	UNCLASSIFIED	11	2	0	7	52	0	0	0	0	0	0	0	0	0	0	0	0	a13d7c90b5a370346e59f4e6414af2c3512e91c2bd7bc38398198427d461d3ad	https://www.voynich.nu/q05/index.html#f33v	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f34r	f34	B	2	BETA	15	2	0	9	76	0	1	0	0	0	1	0	1	0	0	1	0	ecdec99c1349153b1c80789f30d25168208e8c6f5b3b3a9e3da931077c83cfc1	https://www.voynich.nu/q05/index.html#f34r	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f34v	f34	B	2	BETA	11	2	0	4	41	1	1	1	0	1	1	0	1	0	0	0	0	15d6f2ff89e43aefdca62f64ed458a64405d40f560e380d6e8db4d2502bc49f0	https://www.voynich.nu/q05/index.html#f34v	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f35r	f35	A	1	ALPHA	15	2	0	11	55	0	0	0	0	0	0	0	0	0	1	0	0	a45ffd6d8256a00947894623189c193bfc90b4b2a055d1f79625c009b5d8e440	https://www.voynich.nu/q05/index.html#f35r	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f35v	f35	A	1	ALPHA	21	1	0	17	50	0	0	0	0	0	0	0	0	0	0	0	0	4e7852a1cf44c5d9c652513782674ac5545ba899b12ae1a50aac96ba9b61532a	https://www.voynich.nu/q05/index.html#f35v	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f36r	f36	A	1	ALPHA	9	2	0	7	38	0	0	0	0	0	0	0	0	0	0	0	0	9a3a4befe2b988426faf2b32f44c64a578e3b98cc62dc31d93c38ac3c9fe2226	https://www.voynich.nu/q05/index.html#f36r	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f36v	f36	A	1	ALPHA	14	2	0	11	37	0	0	0	0	0	0	0	0	0	0	0	0	92db275a89b1db2b282ef761bc4f9edb9002d3128dc514f6c34f28629abca297	https://www.voynich.nu/q05/index.html#f36v	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f37r	f37	A	1	ALPHA	11	3	0	6	25	0	0	0	0	0	0	0	0	0	0	0	0	1c571494ea6bad2aba60f5be0d0fb73b0985a50bd394b8b2ab7756631b07c888	https://www.voynich.nu/q05/index.html#f37r	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f37v	f37	A	1	ALPHA	23	3	0	18	56	0	0	0	0	0	0	0	1	0	0	0	0	a28b465673d5fed47fdbd69df64d30dffb7fa94483d723be152519bc4219bec1	https://www.voynich.nu/q05/index.html#f37v	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f38r	f38	A	1	ALPHA	6	1	0	3	17	0	0	0	0	0	0	0	0	0	0	0	0	069eba2f9e6a4c5a1d70b5d49dfa34ab4651bba334ebd0a304d4ae359ae93932	https://www.voynich.nu/q05/index.html#f38r	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f38v	f38	A	1	ALPHA	8	1	0	6	35	0	0	0	0	0	0	0	0	0	1	0	0	c2be650656cad36f80f00864cc0402913978da6ccdaef8f337f4aa593447a8a2	https://www.voynich.nu/q05/index.html#f38v	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f39r	f39	B	2	BETA	16	3	0	7	46	1	0	0	1	0	1	0	0	0	0	0	0	87fa7a1bb6adfeea6854bb23bddc3e94cee8daf8d7349e25e7c3985b0137f377	https://www.voynich.nu/q05/index.html#f39r	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f39v	f39	B	2	MIXED	14	2	0	10	72	0	0	1	0	0	1	0	1	0	0	0	0	b4f02aa427cec0ab4a0a9245a7d56f4ab78c4a4ab3b6077d856024b32450c487	https://www.voynich.nu/q05/index.html#f39v	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f3r	f3	A	1	ALPHA	20	4	0	17	84	0	0	0	0	0	0	0	0	0	0	0	0	7548bf33687aff3bb7b268ebc230167387b2f3e7f0ac69672415b37910fb26a9	https://www.voynich.nu/q01/index.html#f3r	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f3v	f3	A	1	ALPHA	14	2	0	10	53	0	0	0	0	0	0	0	0	0	0	0	0	d4e2fecea47dc3445cba9d075cf2178607d68e506435a25d31c623dbf05ab881	https://www.voynich.nu/q01/index.html#f3v	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f40r	f40	B	2	MIXED	11	2	0	6	30	1	0	0	0	0	1	0	0	0	1	0	0	b475dca5f75eb7e87f1e82d611e45309ac4c97a441c6da3c0013ecaaac1011cd	https://www.voynich.nu/q05/index.html#f40r	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f40v	f40	B	2	BETA	19	2	0	11	48	1	0	0	0	0	1	0	0	1	0	0	0	643f8635e7c3e16aaca01f77fad247375be99a99bda12441993b69897fe5dc94	https://www.voynich.nu/q05/index.html#f40v	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f41r	f41	B	5	UNCLASSIFIED	11	2	0	3	20	0	0	0	0	0	0	0	0	0	0	0	0	501495b75993c385819b3b6c9d0ccc4595c75a9d5df701e7893b8d79f63f92fd	https://www.voynich.nu/q06/index.html#f41r	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f41v	f41	B	5	ALPHA	7	1	1	4	17	0	0	0	0	0	0	0	0	0	0	1	0	023bb34ca2484e92fec1f0ac630a75aad0c6cc7f8447f5810b2c97b0010dd9ef	https://www.voynich.nu/q06/index.html#f41v	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f42r	f42	A	1	ALPHA	23	3	0	11	63	0	0	0	0	0	0	0	0	1	0	0	0	6cf62a6ba08532fb9b3965b27aab2beaf1b089783612b5f31795a7bb98c3d8b3	https://www.voynich.nu/q06/index.html#f42r	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f42v	f42	A	1	ALPHA	16	2	0	11	56	0	0	0	0	0	0	0	0	0	0	0	0	42c800c537e39639ca1a2066dce78f5bcf6129bf5210d5b148a5de998927911b	https://www.voynich.nu/q06/index.html#f42v	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f43r	f43	B	2	BETA	14	3	0	5	32	1	1	0	1	0	0	0	0	1	0	0	0	91c4a153de1a857ffd52ea4fbffbbd555ddc52d797d453fa9c9200804b398ca6	https://www.voynich.nu/q06/index.html#f43r	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f43v	f43	B	2	BETA	16	3	0	6	49	1	0	1	0	0	1	0	0	1	0	0	1	3511c0abdc4cb44ff7d5b2b0ad95b28c4957ee0032b8489daa5adca95d0bde17	https://www.voynich.nu/q06/index.html#f43v	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f44r	f44	A	1	ALPHA	11	3	0	8	39	0	0	0	0	0	0	0	0	0	0	0	0	9f4fb2378f6a60ac356300e8fc98b2cecad6e74c9c18009fbec3142b80a87d21	https://www.voynich.nu/q06/index.html#f44r	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f44v	f44	A	1	ALPHA	13	3	0	10	55	0	0	0	0	0	0	0	0	0	0	0	0	4804043b3c42f53e62b2285c1f84ee73c9d9adf93665c5cb89c292cbe90218e9	https://www.voynich.nu/q06/index.html#f44v	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f45r	f45	A	1	MIXED	11	3	0	8	46	0	0	1	0	0	0	0	0	0	1	0	0	14d2fb85a25683f42e0f00a2749f14b5c6b6ecb03f549f6f2cebff57037526d5	https://www.voynich.nu/q06/index.html#f45r	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f45v	f45	A	1	ALPHA	11	2	0	5	30	0	0	0	0	0	0	0	0	0	1	0	1	50582dadd85604373cdc3efa087331d578c259a00e1238bfe7f9ffce3b98ad77	https://www.voynich.nu/q06/index.html#f45v	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f46r	f46	B	2	BETA	15	5	0	4	40	1	1	1	1	1	1	0	0	0	0	0	1	806ac7b45f265dc3e8c4c62fd42645c86f3732e44def0223ba5d57408d2cce1b	https://www.voynich.nu/q06/index.html#f46r	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f46v	f46	B	2	BETA	13	1	0	6	40	1	1	0	0	0	0	0	0	0	0	0	0	2e23289bb2a06dc2cf7f54d4316f42e7c196d4c63e2af45507f15a6907cf2b6c	https://www.voynich.nu/q06/index.html#f46v	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f47r	f47	A	1	ALPHA	11	2	0	6	37	0	0	0	0	0	0	0	0	0	0	0	0	a37a2befb462830b638d42884644c38e6680efad564281412b23f2ec18226de0	https://www.voynich.nu/q06/index.html#f47r	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f47v	f47	A	1	ALPHA	14	2	0	10	55	0	0	0	0	0	0	0	0	0	0	0	0	2749997f58fb5b1206c9730ca800d4fca5dd4301810ba8c2c8feb5213bb53cfc	https://www.voynich.nu/q06/index.html#f47v	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f48r	f48	B	5	BETA	9	1	0	7	50	1	0	0	0	0	1	0	0	0	0	0	0	0c5cc0d0763853553f3a9b98448185394352abc883a92cb666a50bfe4bc49dcc	https://www.voynich.nu/q06/index.html#f48r	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f48v	f48	B	5	BETA	11	2	0	8	82	1	0	0	0	0	0	0	0	1	1	0	0	103aed6a95c966099adcf6ce84eb874160aea618ab95f757986081f8edf240e6	https://www.voynich.nu/q06/index.html#f48v	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f49r	f49	A	1	ALPHA	21	3	0	14	63	0	0	0	0	0	0	1	0	0	1	0	0	1841d331f7be26caab3a343bdeb4a6b68d53895ddd063b6ae5f5c4e9a4bbb419	https://www.voynich.nu/q07/index.html#f49r	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f49v	f49	A	1	ALPHA	26	3	1	20	90	0	0	0	0	0	0	0	0	0	1	0	0	421f7460bcf5081998fd4973ba7d8cee233e4460371f1a7f8019585149399804	https://www.voynich.nu/q07/index.html#f49v	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f4r	f4	A	1	ALPHA	13	2	0	10	44	0	0	0	0	0	0	0	0	0	0	0	0	0d6e5e7ff8ae7cee41dcca487eca27ef500816f1d2038a505a20162995ca455d	https://www.voynich.nu/q01/index.html#f4r	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f4v	f4	A	1	ALPHA	14	2	0	9	38	0	0	0	0	0	0	0	0	0	0	0	0	18c3c66940f35a24255072bab5c47ae4bb615994e4b200eeeb03de699e8893c3	https://www.voynich.nu/q01/index.html#f4v	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f50r	f50	B	2	UNCLASSIFIED	10	1	0	4	41	0	0	0	0	0	0	0	0	0	1	0	0	d6e3ee2d7897137a5bc5df602999dd2d9afcc158fe3bd985fdc6bc50cea17e64	https://www.voynich.nu/q07/index.html#f50r	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f50v	f50	B	2	UNCLASSIFIED	11	1	0	5	41	0	0	0	0	0	0	0	0	0	1	0	0	dae34ff9b3c712c673689b7862fc406b05287cab57c4011e5e612fbff35ca02d	https://www.voynich.nu/q07/index.html#f50v	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f51r	f51	A	1	UNCLASSIFIED	15	1	0	4	25	0	0	0	0	0	0	0	0	0	0	0	0	762a5196c97d6d7f81503a257e3685c1a90ff2fbdc237b5390819912edaa7ba4	https://www.voynich.nu/q07/index.html#f51r	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f51v	f51	A	1	UNCLASSIFIED	13	1	0	7	36	0	0	0	0	0	0	0	0	0	1	0	1	08dcbf74aa6517ba2072f7e06abd74ff9a87b9c6524d786fc8a5ac0af28a2dd3	https://www.voynich.nu/q07/index.html#f51v	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f52r	f52	A	1	MIXED	8	1	0	4	24	0	1	0	0	0	1	0	0	0	0	1	0	c7e558906a959524d7da795dee300932835434b88b369641f3f4ce63c028da32	https://www.voynich.nu/q07/index.html#f52r	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f52v	f52	A	1	ALPHA	14	2	0	6	25	0	0	0	0	0	0	0	0	0	0	0	0	f40fd65eac21ae333a9798e965b2a01bd013e8a0d866660e559f3cd72d077107	https://www.voynich.nu/q07/index.html#f52v	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
f53r	f53	A	1	UNCLASSIFIED	9	1	0	4	20	0	0	0	0	0	0	0	0	0	0	0	0	c3016ac80398e002038f3403e8bc2ac2818866c0bdc7485feda84da553d0816e	https://www.voynich.nu/q07/index.html#f53r	EXISTING_HUMAN_ANNOTATION	UNASSIGNED
