host_feature	q_groups	l_groups	q_folios	l_folios	log2_q_vs_l_enrichment	direction	claim_state
otc	28	0	16	0	4.607553316213	Q	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
ok	561	10	38	10	4.515488091670	Q	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
^ok	559	10	38	10	4.510340200246	Q	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
ted	24	0	14	0	4.389373146163	Q	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
olk	68	1	24	1	4.287732884287	Q	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
^ke	56	1	28	1	4.009879763742	Q	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
chd	18	0	14	0	3.984116667677	Q	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
hd	18	0	14	0	3.984116667677	Q	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
k	780	22	40	16	3.891065027696	Q	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
^e	51	324	23	36	-3.880910838768	L	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
c	114	3	33	3	3.806512168087	Q	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
ch	113	3	33	3	3.793856867281	Q	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
ot	263	8	34	7	3.728859612435	Q	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
^ot	261	8	34	7	3.717867597045	Q	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
t	313	10	35	9	3.674667512071	Q	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
^kc	11	0	9	0	3.298225258105	Q	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
lt	11	0	8	0	3.298225258105	Q	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
^ee	12	52	10	24	-3.295726025843	L	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
^ed	11	44	9	26	-3.177508172861	L	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
yke	30	1	20	1	3.120438138890	Q	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
lk	110	5	26	4	3.103134242802	Q	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
^o	891	51	39	21	2.888253762490	Q	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
o	911	56	39	21	2.786583185672	Q	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
^k	68	4	34	4	2.702770383566	Q	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
yt	36	2	22	2	2.642559766041	Q	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
p	5	14	4	9	-2.623886074442	L	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
^yt	34	2	21	2	2.561259663939	Q	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
yk	33	2	22	2	2.518824397618	Q	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
^yk	30	2	20	2	2.383472544724	Q	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
^c	13	1	10	1	1.944588303490	Q	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
^lk	38	4	15	3	1.871524841301	Q	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
^ch	12	1	9	1	1.833556991102	Q	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
^p	4	6	4	5	-1.755851414651	L	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
h	116	167	34	32	-1.749167838643	L	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
ee$	457	61	34	25	1.669776729880	Q	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
eed	54	7	23	5	1.635957031216	Q	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
ee	511	71	34	26	1.613382395015	Q	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
y$	5	6	4	6	-1.466344797456	L	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
^l	43	36	16	17	-0.972217760983	L	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
^y	65	16	29	14	0.763692184227	Q	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
r$	37	10	21	10	0.611164569765	Q	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
ed$	31	19	15	13	-0.533458993314	L	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
y	75	22	30	17	0.521214945043	Q	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
ar$	28	8	18	8	0.520090474962	Q	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
al$	20	12	13	7	-0.511640883109	L	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
ar	30	9	19	9	0.457473126167	Q	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
dar	30	9	19	9	0.457473126167	Q	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
aii	14	8	11	8	-0.454818544075	L	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
ii	14	8	11	8	-0.454818544075	L	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
iin	14	8	11	8	-0.454818544075	L	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
ol	79	25	26	12	0.415120915361	Q	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
dal	22	12	14	7	-0.377339791397	L	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
l$	24	13	14	8	-0.365514356000	L	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
ed	130	69	31	29	-0.316371774106	L	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
^ol	65	23	24	12	0.253497451908	Q	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
al	26	13	14	7	-0.252303745552	L	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
l	147	73	29	23	-0.220437898539	L	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
d$	39	19	19	13	-0.206958168637	L	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
ai	33	16	15	14	-0.203641626853	L	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
dai	33	16	15	14	-0.203641626853	L	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
i	33	16	15	14	-0.203641626853	L	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
in	31	15	14	13	-0.202253084839	L	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
in$	31	15	14	13	-0.202253084839	L	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
n	31	15	14	13	-0.202253084839	L	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
n$	31	15	14	13	-0.202253084839	L	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
eda	84	40	26	21	-0.164307264554	L	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
d	149	70	33	29	-0.140886376153	L	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
e	1036	488	40	37	-0.140047048811	L	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
am	7	3	5	3	-0.125801024401	L	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
am$	7	3	5	3	-0.125801024401	L	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
do	7	3	7	3	-0.125801024401	L	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
m	7	3	5	3	-0.125801024401	L	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
m$	7	3	5	3	-0.125801024401	L	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
e$	905	419	40	36	-0.115292867442	L	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
a	96	42	27	22	-0.042270596822	L	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
da	92	40	27	21	-0.033805240320	L	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
r	40	17	21	13	-0.014769712012	L	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
ain	17	7	8	5	-0.002944276616	L	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
$	1144	489	40	37	0.000000000000	L	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
^	1144	489	40	37	0.000000000000	L	ORTHOGRAPHIC_HOST_COMPATIBILITY_NOT_MEANING
