candidate	candidate_type	external_axis	loci	feature_loci	feature_positive	feature_negative	axis_positive_without_feature	physical_folios	pooled_risk_difference	informative_strata	eligible_feature_loci	conditional_effect	conditional_z	local_two_sided_p	unhedged_loci	unhedged_conditional_effect	unhedged_local_p	lofo_min_effect	lofo_max_effect	lofo_sign_stable	global_exact_host_wrapper_types	label	bonferroni_all_p
SUFFIX_1:k	SUFFIX_1	WATER_OR_APPARATUS	560	30	9	21	38	12	0.228301886792	4	4	0.59375	2.64901465034	0.00807268320808	316	0.857142857143	0.0143058784354	0.569444444444	0.625	1	0	INTERESTING_EXPLORATORY	1
SUFFIX_2:ok	SUFFIX_2	WATER_OR_APPARATUS	560	20	6	14	41	11	0.224074074074	4	4	0.59375	2.64901465034	0.00807268320808	316	0.857142857143	0.0143058784354	0.569444444444	0.625	1	0	INTERESTING_EXPLORATORY	1
NGRAM_3:chy	NGRAM_3	REL_EXPLICIT_ATTACHMENT	560	18	1	17	101	8	-0.130791307913	4	6	-0.391075650118	-2.64769204951	0.00810433126492	316	-0.377777777778	0.0722813310751	-0.449290780142	-0.319290780142	1	0	INTERESTING_EXPLORATORY	1
NGRAM_3:oka	NGRAM_3	REL_ENCLOSURE	560	23	4	19	58	10	0.0659055946887	1	6	0.43137254902	2.62575453814	0.00864571397065	316	0	1	0	0.43137254902	1	0	LIKELY_PAGE_CONFOUND	1
PREFIX_3:oka	PREFIX_3	REL_ENCLOSURE	560	23	4	19	58	10	0.0659055946887	1	6	0.43137254902	2.62575453814	0.00864571397065	316	0	1	0	0.43137254902	1	0	LIKELY_PAGE_CONFOUND	1
NGRAM_2:ar	NGRAM_2	REL_ENCLOSURE	560	79	12	67	50	18	0.0479486302271	4	12	0.286298845779	2.5816948091	0.0098316485379	316	0.05	0.846035801489	0.0874366767984	0.384095860566	1	0	INTERESTING_EXPLORATORY	1
LENGTH_BUCKET:1	LENGTH_BUCKET	REL_PROXIMITY	560	178	95	83	180	17	0.0625036766869	7	31	0.138046213681	2.53910194733	0.0111137432922	316	0.132757547463	0.0230783841042	0.0626666666667	0.200531914894	1	0	WEAK	1
SUFFIX_3:chy	SUFFIX_3	REL_EXPLICIT_ATTACHMENT	560	16	1	15	101	8	-0.123161764706	4	5	-0.402624113475	-2.49301483111	0.0126663555409	316	-0.377777777778	0.0722813310751	-0.478280141844	-0.315780141844	1	0	WEAK	1
NGRAM_2:of	NGRAM_2	REL_PROXIMITY	560	10	5	5	270	6	0.00909090909091	3	3	0.628841607565	2.36544924371	0.0180082115438	316	0.644117647059	0.0127045403734	0.526595744681	0.693262411348	1	0	WEAK	1
PREFIX_2:of	PREFIX_2	REL_PROXIMITY	560	9	5	4	270	6	0.0655374067352	3	3	0.628841607565	2.36544924371	0.0180082115438	316	0.644117647059	0.0127045403734	0.526595744681	0.693262411348	1	0	WEAK	1
PREFIX_1:a	PREFIX_1	REL_EXPLICIT_ATTACHMENT	560	96	3	93	99	17	-0.182112068966	12	22	-0.166483198695	-2.35676258104	0.0184350290638	316	-0.377777777778	0.0722813310751	-0.225330541382	-0.118294279887	1	0	WEAK	1
NGRAM_2:ra	NGRAM_2	REL_PROXIMITY	560	20	6	14	269	9	-0.198148148148	4	5	-0.472056737589	-2.32285772136	0.0201867970177	316	-0.454411764706	0.0407013469241	-0.488888888889	-0.464539007092	1	0	WEAK	1
NGRAM_3:ara	NGRAM_3	REL_PROXIMITY	560	13	3	10	272	8	-0.266488538883	3	4	-0.548404255319	-2.32054767718	0.0203112688998	316	-0.566666666667	0.0399742285824	-0.65	-0.464539007092	1	0	WEAK	1
LENGTH_BUCKET:0	LENGTH_BUCKET	REL_ENCLOSURE	560	70	9	61	53	15	0.0204081632653	5	19	0.188055139936	2.31842960144	0.0204259848386	316	0.271428571429	0.0884539085859	0.117859264918	0.21598095503	1	0	WEAK	1
NGRAM_3:ald	NGRAM_3	REL_EXPLICIT_ATTACHMENT	560	5	0	5	102	3	-0.183783783784	3	3	-0.530555555556	-2.27011266214	0.0232007482645	316	-0.5	0.317310507863	-0.8	-0.395833333333	1	0	WEAK	1
NGRAM_2:yk	NGRAM_2	REL_PROXIMITY	560	34	19	15	256	9	0.0721315142026	4	7	0.373986828774	2.26785265171	0.0233381890379	316	0.379621848739	0.0194230363824	0.229166666667	0.431914893617	1	0	WEAK	1
NGRAM_3:ary	NGRAM_3	REL_ENCLOSURE	560	20	5	15	57	8	0.144444444444	2	4	0.488423028786	2.26693301456	0.0233943180516	316	-0.3	0.512690760262	-0.340425531915	0.764705882353	0	0	UNSTABLE	1
SUFFIX_3:ary	SUFFIX_3	REL_ENCLOSURE	560	20	5	15	57	8	0.144444444444	2	4	0.488423028786	2.26693301456	0.0233943180516	316	-0.3	0.512690760262	-0.340425531915	0.764705882353	0	0	UNSTABLE	1
EXACT:eo	EXACT	REL_PROXIMITY	560	5	2	3	273	5	-0.0918918918919	1	1	0.833333333333	2.2360679775	0.0253473186775	316	0.882352941176	0.00616989932054	0	0.833333333333	1	6	LIKELY_PAGE_CONFOUND	1
NGRAM_2:op	NGRAM_2	WATER_OR_APPARATUS	560	23	2	21	45	13	0.00315763905757	1	1	0.833333333333	2.2360679775	0.0253473186775	316	0.833333333333	0.0253473186775	0	0.833333333333	1	0	LIKELY_PAGE_CONFOUND	1
NGRAM_2:po	NGRAM_2	WATER_OR_APPARATUS	560	7	1	6	46	6	0.0596745027125	1	1	0.833333333333	2.2360679775	0.0253473186775	316	0.833333333333	0.0253473186775	0	0.833333333333	1	0	LIKELY_PAGE_CONFOUND	1
PREFIX_2:eo	PREFIX_2	REL_PROXIMITY	560	11	3	8	272	7	-0.222718993211	1	1	0.833333333333	2.2360679775	0.0253473186775	316	0.882352941176	0.00616989932054	0	0.833333333333	1	0	LIKELY_PAGE_CONFOUND	1
PREFIX_2:op	PREFIX_2	WATER_OR_APPARATUS	560	22	2	20	45	13	0.00726596823251	1	1	0.833333333333	2.2360679775	0.0253473186775	316	0.833333333333	0.0253473186775	0	0.833333333333	1	0	LIKELY_PAGE_CONFOUND	1
SUFFIX_1:s	SUFFIX_1	STAR_OR_SKY	560	43	27	16	273	15	0.0998605550807	1	1	0.833333333333	2.2360679775	0.0253473186775	316	0.8	0.0455002638964	0	0.833333333333	1	0	LIKELY_PAGE_CONFOUND	1
SUFFIX_2:or	SUFFIX_2	WATER_OR_APPARATUS	560	30	4	26	43	12	0.0522012578616	1	1	0.833333333333	2.2360679775	0.0253473186775	316	0.833333333333	0.0253473186775	0	0.833333333333	1	0	LIKELY_PAGE_CONFOUND	1
SUFFIX_2:os	SUFFIX_2	STAR_OR_SKY	560	16	10	6	290	9	0.0919117647059	1	1	0.833333333333	2.2360679775	0.0253473186775	316	0.8	0.0455002638964	0	0.833333333333	1	0	LIKELY_PAGE_CONFOUND	1
NGRAM_2:ka	NGRAM_2	REL_ENCLOSURE	560	24	4	20	58	10	0.0584577114428	1	7	0.336134453782	2.23495078134	0.0254205801722	316	0	1	0	0.336134453782	1	0	LIKELY_PAGE_CONFOUND	1
PREFIX_3:oct	PREFIX_3	REL_EXPLICIT_ATTACHMENT	560	7	2	5	100	4	0.104882459313	2	2	0.480053191489	2.2188197753	0.0264989880968	316	0.1	0.738882680364	0.0851063829787	0.875	1	0	WEAK	1
NGRAM_2:hy	NGRAM_2	REL_ENCLOSURE	560	39	1	38	61	14	-0.0914415079482	3	10	-0.290912251425	-2.18547356154	0.0288541423924	316	-0.3	0.0597088054741	-0.317062995411	-0.175381263617	1	0	WEAK	1
NGRAM_2:oa	NGRAM_2	REL_EXPLICIT_ATTACHMENT	560	6	3	3	99	4	0.321299638989	2	3	0.356737588652	2.17398472655	0.0297062822618	316	0.1	0.738882680364	0.0851063829787	0.9	1	0	WEAK	1
LENGTH_BUCKET:1	LENGTH_BUCKET	WATER_OR_APPARATUS	560	178	26	152	21	17	0.0910935937408	5	7	0.345238095238	2.14844287932	0.0316785895099	316	0.857142857143	0.0143058784354	0.283333333333	0.416666666667	1	0	WEAK	1
NGRAM_2:fy	NGRAM_2	REL_PROXIMITY	560	5	2	3	273	4	-0.0918918918919	2	2	0.666666666667	2.1380899353	0.0325094446457	316	0.691176470588	0.0201254710354	0.5	0.833333333333	1	0	WEAK	1
SUFFIX_1:r	SUFFIX_1	WATER_OR_APPARATUS	560	64	6	58	41	18	0.0110887096774	2	2	0.666666666667	2.1380899353	0.0325094446457	316	0.666666666667	0.0325094446457	0.5	0.833333333333	1	0	WEAK	1
PREFIX_2:yk	PREFIX_2	REL_EXPLICIT_ATTACHMENT	560	31	1	30	101	9	-0.158668211476	1	2	-0.414893617021	-2.12597446877	0.0335053854452	316	-0.4	0.0560987502411	-0.414893617021	0	1	0	LIKELY_PAGE_CONFOUND	1
NGRAM_2:ys	NGRAM_2	REL_PROXIMITY	560	6	5	1	270	5	0.345968712395	3	4	0.526595744681	2.12387635019	0.033680484458	316	0.483333333333	0.0913257850276	0.5	0.535460992908	1	0	WEAK	1
NGRAM_3:tee	NGRAM_3	REL_ENCLOSURE	560	6	3	3	59	3	0.393501805054	2	3	0.572362278245	2.12349853708	0.0337120979548	316	0	1	0.47619047619	0.764705882353	1	0	WEAK	1
SUFFIX_1:o	SUFFIX_1	REL_ENCLOSURE	560	65	4	61	58	16	-0.0556332556333	6	16	-0.20197171067	-2.11047155308	0.0348177589294	316	-0.283333333333	0.271180910556	-0.275376959294	-0.170020828844	1	0	WEAK	1
NGRAM_2:pc	NGRAM_2	REL_EXPLICIT_ATTACHMENT	560	11	0	11	102	6	-0.185792349727	4	4	-0.412056737589	-2.09310598733	0.0363396943627	316	-0.9	0.00269979606326	-0.482742316785	-0.244444444444	1	0	WEAK	1
NGRAM_3:pch	NGRAM_3	REL_EXPLICIT_ATTACHMENT	560	11	0	11	102	6	-0.185792349727	4	4	-0.412056737589	-2.09310598733	0.0363396943627	316	-0.9	0.00269979606326	-0.482742316785	-0.244444444444	1	0	WEAK	1
EXACT:ch	EXACT	REL_EXPLICIT_ATTACHMENT	560	5	0	5	102	4	-0.183783783784	3	3	-0.454964539007	-2.09275699071	0.0363708529466	316	-0.575	0.0290311421354	-0.582446808511	-0.225	1	8	WEAK	1
LENGTH_BUCKET:3	LENGTH_BUCKET	REL_ARRAY_OR_GROUP	560	118	7	111	48	18	-0.0492752511696	2	10	-0.184210526316	-2.0675862151	0.0386789494234	316	0	1	-0.5	-0.105263157895	1	0	WEAK	1
EXACT:l	EXACT	REL_ENCLOSURE	560	12	3	9	59	7	0.142335766423	3	6	0.293932230102	2.04767621992	0.0405917354298	316	0.7	0.0286341748654	0.111111111111	0.421197793538	1	8	WEAK	1
PREFIX_1:l	PREFIX_1	REL_ENCLOSURE	560	16	3	13	59	9	0.0790441176471	3	6	0.293932230102	2.04767621992	0.0405917354298	316	0.7	0.0286341748654	0.111111111111	0.421197793538	1	0	WEAK	1
NGRAM_3:oct	NGRAM_3	REL_EXPLICIT_ATTACHMENT	560	9	3	6	99	5	0.153660012099	2	3	0.348404255319	2.04309890883	0.0410426479217	316	0.1	0.632958470934	0.0851063829787	0.875	1	0	WEAK	1
NGRAM_2:eo	NGRAM_2	REL_ENCLOSURE	560	87	11	76	51	12	0.0186143714612	4	37	-0.12252418698	-2.03565246564	0.0417852654331	316	-0.05	0.820323915613	-0.165861746998	-0.0538816204866	1	0	WEAK	1
LENGTH_BUCKET:1	LENGTH_BUCKET	STAR_OR_SKY	560	178	92	86	208	17	-0.0276486852168	4	13	0.152991452991	2.03081550374	0.0422737137073	316	0.177777777778	0.0490130491333	0.135353535354	0.183950617284	1	0	WEAK	1
SUFFIX_2:hy	SUFFIX_2	REL_ENCLOSURE	560	35	0	35	62	14	-0.118095238095	3	9	-0.285410775815	-2.02699127826	0.0426633046404	316	-0.3	0.0858998885789	-0.314142678348	-0.175381263617	1	0	WEAK	1
NGRAM_2:ho	NGRAM_2	REL_PROXIMITY	560	36	16	20	259	10	-0.0498303647159	5	15	-0.224964539007	-2.01901327462	0.0434858398032	316	-0.213529411765	0.0501431361123	-0.258274231678	-0.175	1	0	WEAK	1
SUFFIX_1:s	SUFFIX_1	REL_ENCLOSURE	560	43	1	42	61	15	-0.0947325806307	5	16	-0.19271609353	-2.00260589119	0.0452196070427	316	-0.3	0.244368948698	-0.255061792609	-0.143479614068	1	0	WEAK	1
NGRAM_2:ta	NGRAM_2	STAR_OR_SKY	560	26	16	10	284	12	0.0835494093921	1	1	-0.8	-2	0.0455002638964	316	-0.75	0.0832645166636	-0.8	0	1	0	LIKELY_PAGE_CONFOUND	1
NGRAM_3:ara	NGRAM_3	STAR_OR_SKY	560	13	7	6	293	8	0.002812543946	1	1	-0.8	-2	0.0455002638964	316	-0.75	0.0832645166636	-0.8	0	1	0	LIKELY_PAGE_CONFOUND	1
NGRAM_3:ota	NGRAM_3	STAR_OR_SKY	560	23	14	9	286	11	0.0761071977977	1	1	-0.8	-2	0.0455002638964	316	-0.75	0.0832645166636	-0.8	0	1	0	LIKELY_PAGE_CONFOUND	1
PREFIX_3:ota	PREFIX_3	STAR_OR_SKY	560	23	14	9	286	11	0.0761071977977	1	1	-0.8	-2	0.0455002638964	316	-0.75	0.0832645166636	-0.8	0	1	0	LIKELY_PAGE_CONFOUND	1
NGRAM_2:ke	NGRAM_2	REL_ENCLOSURE	560	65	9	56	53	13	0.0313908313908	4	21	-0.169920923452	-1.99507590298	0.0460346020714	316	-0.3	0.348284066145	-0.204224361139	-0.15197306993	1	0	WEAK	1
NGRAM_2:tc	NGRAM_2	REL_EXPLICIT_ATTACHMENT	560	6	3	3	99	5	0.321299638989	3	4	0.364413850647	1.97749591328	0.0479856020029	316	0.1	0.738882680364	-0.124113475177	0.596996245307	0	0	UNSTABLE	1
PREFIX_1:e	PREFIX_1	REL_ARRAY_OR_GROUP	560	36	3	33	52	11	-0.015903307888	1	2	-0.625	-1.97202659437	0.0486065706734	316	-0.714285714286	0.113846298007	-0.625	0	1	0	LIKELY_PAGE_CONFOUND	1
NGRAM_2:oc	NGRAM_2	REL_EXPLICIT_ATTACHMENT	560	27	11	16	91	9	0.23667570009	4	10	0.193741134752	1.97167341544	0.0486469003362	316	0.0458333333333	0.673096302193	0.11804570528	0.447222222222	1	0	WEAK	1
GROUP_COUNT:2	GROUP_COUNT	REL_ARRAY_OR_GROUP	560	58	2	56	53	10	-0.0710949306223	2	4	0.322368421053	1.97124628201	0.0486957124321	316	0	1	0.25	0.394736842105	1	0	WEAK	1
NGRAM_3:thy	NGRAM_3	REL_EXPLICIT_ATTACHMENT	560	6	4	2	98	4	0.489771359807	2	4	0.282579787234	1.95931245103	0.0500762064849	316	0.1	0.553349157921	0.0851063829787	0.875	1	0	WEAK	1
SUFFIX_1:d	SUFFIX_1	REL_ENCLOSURE	560	48	8	40	54	16	0.0611979166667	3	16	0.189911869003	1.93057486194	0.0535356490742	316	0.3	0.122289126453	0.0468409586057	0.345035460993	1	0	WEAK	1
NGRAM_2:po	NGRAM_2	REL_EXPLICIT_ATTACHMENT	560	7	2	5	100	6	0.104882459313	2	3	-0.387706855792	-1.90047449583	0.0573708788333	316	-0.4	0.0560987502411	-0.414893617021	-0.333333333333	1	0	WEAK	1
SUFFIX_2:ra	SUFFIX_2	REL_EXPLICIT_ATTACHMENT	560	8	2	6	100	6	0.0688405797101	2	2	0.516666666667	1.89010335863	0.0587441380218	316	0	1	0.2	0.833333333333	1	0	WEAK	1
GROUP_COUNT:2	GROUP_COUNT	FIGURE	560	58	13	45	222	10	-0.218093144663	2	3	0.416666666667	1.88982236505	0.0587817213554	316	0.75	0.0832645166636	0.25	0.75	1	0	WEAK	1
GROUP_COUNT:1	GROUP_COUNT	FIGURE	560	481	220	261	15	20	0.267507039659	2	9	-0.138888888889	-1.88982236505	0.0587817213554	316	-0.107142857143	0.0832645166636	-0.25	-0.107142857143	1	0	WEAK	1
NGRAM_3:teo	NGRAM_3	REL_EXPLICIT_ATTACHMENT	560	17	1	16	101	6	-0.127180153829	2	3	-0.309929078014	-1.88873026939	0.0589279805015	316	-0.4	0.0560987502411	-0.414893617021	-0.1	1	0	WEAK	1
NGRAM_2:ra	NGRAM_2	REL_EXPLICIT_ATTACHMENT	560	20	5	15	97	9	0.0703703703704	6	7	0.247355325109	1.88245440089	0.0597743455578	316	0.1	0.738882680364	0.146424349882	0.346297455152	1	0	WEAK	1
SUFFIX_2:ys	SUFFIX_2	REL_PROXIMITY	560	5	4	1	271	4	0.311711711712	2	3	0.535460992908	1.87551688083	0.0607216493659	316	0.475	0.173634357806	0.5	0.553191489362	1	0	WEAK	1
EXACT:oky	EXACT	REL_ARRAY_OR_GROUP	560	8	1	7	54	5	0.0271739130435	1	2	0.394736842105	1.87175324432	0.0612407495414	316	0	1	0	0.394736842105	1	7	LIKELY_PAGE_CONFOUND	1
NGRAM_2:ky	NGRAM_2	REL_ARRAY_OR_GROUP	560	22	3	19	52	11	0.0397093612707	1	2	0.394736842105	1.87175324432	0.0612407495414	316	0	1	0	0.394736842105	1	0	LIKELY_PAGE_CONFOUND	1
NGRAM_3:oky	NGRAM_3	REL_ARRAY_OR_GROUP	560	13	1	12	54	7	-0.0217972155815	1	2	0.394736842105	1.87175324432	0.0612407495414	316	0	1	0	0.394736842105	1	0	LIKELY_PAGE_CONFOUND	1
PREFIX_3:oky	PREFIX_3	REL_ARRAY_OR_GROUP	560	10	1	9	54	5	0.00181818181818	1	2	0.394736842105	1.87175324432	0.0612407495414	316	0	1	0	0.394736842105	1	0	LIKELY_PAGE_CONFOUND	1
SUFFIX_2:ky	SUFFIX_2	REL_ARRAY_OR_GROUP	560	18	1	17	54	10	-0.0440754407544	1	2	0.394736842105	1.87175324432	0.0612407495414	316	0	1	0	0.394736842105	1	0	LIKELY_PAGE_CONFOUND	1
SUFFIX_3:oky	SUFFIX_3	REL_ARRAY_OR_GROUP	560	11	1	10	54	7	-0.00745156482861	1	2	0.394736842105	1.87175324432	0.0612407495414	316	0	1	0	0.394736842105	1	0	LIKELY_PAGE_CONFOUND	1
NGRAM_2:ch	NGRAM_2	WATER_OR_APPARATUS	560	86	5	81	42	18	-0.030468060053	5	8	-0.244791666667	-1.86396432563	0.0623267142892	316	-0.161904761905	0.257602412915	-0.291666666667	-0.208333333333	1	0	WEAK	1
SUFFIX_1:r	SUFFIX_1	STAR_OR_SKY	560	64	29	35	271	18	-0.0932459677419	2	4	-0.283333333333	-1.83315714446	0.0667792049997	316	-0.270833333333	0.0905590926654	-0.283333333333	0	1	0	WEAK	1
NGRAM_2:yk	NGRAM_2	REL_ENCLOSURE	560	34	5	29	57	9	0.038693804518	4	9	-0.267484929354	-1.8330458032	0.066795759831	316	-0.3	0.244368948698	-0.293976101079	-0.231014628073	1	0	WEAK	1
SUFFIX_1:o	SUFFIX_1	REL_PROXIMITY	560	65	32	33	243	16	0.0013986013986	6	12	0.207973798266	1.82514569466	0.0679790461892	316	0.203270095917	0.0708982753483	0.0929012345679	0.300803782506	1	0	WEAK	1
PREFIX_3:och	PREFIX_3	REL_EXPLICIT_ATTACHMENT	560	5	2	3	100	4	0.21981981982	2	2	0.442553191489	1.81481251318	0.0695527267565	316	0.1	0.738882680364	0.0851063829787	0.8	1	0	WEAK	1
NGRAM_2:ka	NGRAM_2	REL_EXPLICIT_ATTACHMENT	560	24	3	21	99	10	-0.0597014925373	4	8	-0.225612745098	-1.81373372682	0.0697187299835	316	0	1	-0.304166666667	-0.150700280112	1	0	WEAK	1
NGRAM_3:oka	NGRAM_3	REL_EXPLICIT_ATTACHMENT	560	23	3	20	99	10	-0.0539227592907	4	8	-0.225612745098	-1.81373372682	0.0697187299835	316	0	1	-0.304166666667	-0.150700280112	1	0	WEAK	1
PREFIX_3:oka	PREFIX_3	REL_EXPLICIT_ATTACHMENT	560	23	3	20	99	10	-0.0539227592907	4	8	-0.225612745098	-1.81373372682	0.0697187299835	316	0	1	-0.304166666667	-0.150700280112	1	0	WEAK	1
NGRAM_2:ar	NGRAM_2	REL_PROXIMITY	560	79	40	39	235	18	0.0177636253586	8	17	-0.169044639132	-1.80966584702	0.0703476218756	316	-0.122659063625	0.22298180912	-0.214102564103	-0.148359929078	1	0	WEAK	1
PREFIX_1:y	PREFIX_1	REL_ENCLOSURE	560	82	7	75	55	11	-0.0296969078477	6	27	-0.121460835451	-1.80779929967	0.0706377428202	316	-0.283333333333	0.0931860832066	-0.221592466774	-0.0833800186741	1	0	WEAK	1
EXACT:okeey	EXACT	REL_ENCLOSURE	560	6	2	4	60	4	0.225030084236	1	1	0.764705882353	1.80277563773	0.0714234577299	316	0	1	0	0.764705882353	1	4	LIKELY_PAGE_CONFOUND	1
NGRAM_2:ir	NGRAM_2	REL_ENCLOSURE	560	11	3	8	59	5	0.165259148866	1	1	0.764705882353	1.80277563773	0.0714234577299	316	0	1	0	0.764705882353	1	0	LIKELY_PAGE_CONFOUND	1
NGRAM_2:rc	NGRAM_2	REL_ENCLOSURE	560	6	1	5	61	6	0.0565583634176	1	1	0.764705882353	1.80277563773	0.0714234577299	316	0	1	0	0.764705882353	1	0	LIKELY_PAGE_CONFOUND	1
NGRAM_3:air	NGRAM_3	REL_ENCLOSURE	560	7	2	5	60	3	0.177215189873	1	1	0.764705882353	1.80277563773	0.0714234577299	316	0	1	0	0.764705882353	1	0	LIKELY_PAGE_CONFOUND	1
NGRAM_3:rch	NGRAM_3	REL_ENCLOSURE	560	5	1	4	61	5	0.0900900900901	1	1	0.764705882353	1.80277563773	0.0714234577299	316	0	1	0	0.764705882353	1	0	LIKELY_PAGE_CONFOUND	1
PREFIX_2:yk	PREFIX_2	REL_PROXIMITY	560	31	17	14	258	9	0.0606744313678	4	5	0.362943262411	1.77575851132	0.0757727287207	316	0.371470588235	0.0643167237228	0.229166666667	0.452127659574	1	0	WEAK	1
SUFFIX_2:ar	SUFFIX_2	STAR_OR_SKY	560	29	15	14	285	10	-0.0194817845315	2	3	-0.340740740741	-1.77185379627	0.0764188298011	316	-0.324074074074	0.105316757883	-0.340740740741	0	1	0	WEAK	1
NGRAM_2:ra	NGRAM_2	STAR_OR_SKY	560	20	11	9	289	9	0.0148148148148	2	2	-0.483333333333	-1.76816120646	0.0770339575192	316	-0.75	0.0832645166636	-0.8	-0.166666666667	1	0	WEAK	1
PREFIX_1:y	PREFIX_1	REL_PROXIMITY	560	82	38	44	237	11	-0.0324012654352	7	21	0.13751266464	1.75682187476	0.0789481753207	316	0.119380252101	0.129422600354	0.0890625	0.254905437352	1	0	WEAK	1
NGRAM_2:ot	NGRAM_2	FIGURE	560	83	44	39	191	17	0.129701194716	2	3	0.416666666667	1.75219161013	0.0797408658179	316	0.25	0.3778216371	0.25	0.75	1	0	WEAK	1
PREFIX_2:ot	PREFIX_2	FIGURE	560	82	43	39	192	17	0.122716603735	2	3	0.416666666667	1.75219161013	0.0797408658179	316	0.25	0.3778216371	0.25	0.75	1	0	WEAK	1
NGRAM_3:och	NGRAM_3	REL_EXPLICIT_ATTACHMENT	560	9	3	6	99	4	0.153660012099	2	3	0.323404255319	1.73601046381	0.0825619843987	316	0.1	0.632958470934	0.0851063829787	0.8	1	0	WEAK	1
EXACT:ot	EXACT	FIGURE	560	12	6	6	229	10	0.0821167883212	1	1	0.75	1.73205080757	0.0832645166636	316	0	1	0	0.75	1	6	LIKELY_PAGE_CONFOUND	1
EXACT:ot	EXACT	REL_ARRAY_OR_GROUP	560	12	2	10	53	10	0.0699513381995	1	1	0.75	1.73205080757	0.0832645166636	316	0	1	0	0.75	1	6	LIKELY_PAGE_CONFOUND	1
