page	unit	unit_description	locus_a	locus_b	family_expression_a	family_expression_b	family_length_a	family_length_b	leading_common_family_length	trailing_common_family_length	normalized_edit_similarity	exact_family_equal	certainty_a	certainty_b	local_relation_a	local_relation_b	local_comment_a	local_comment_b	claim_state
f77v	V1	Labels on tubs and tubing.	f77v.2	f77v.4	AQAB|LJBA	AQABAC	9	6	4	0	0.444444444444	0	UNHEDGED	UNHEDGED	REL_PROXIMITY	REL_PROXIMITY	"Label in top figure, between left tubes Grove's #4. Rene's reading in ""outg.txt"" was numbered <e77v.L2;R>, should have been <e77v.L4;R>."	"Label in top figure, between right tubes. Grove's #5. Rene's reading in ""outg.txt"" was numbered <e77v.L4;R>, should have been <e77v.L5;R>."	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f82v	N1	Labels on nymphs at top of page.	f82v.1	f82v.2	AQJKBA	AQJBA	6	5	3	2	0.833333333333	0	UNHEDGED	UNHEDGED	REL_PROXIMITY	REL_PROXIMITY	Label above Northwest nymph.	Label near North nymph.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f75v	N1	Two-line labels near the ten nymphs in the top pond.	f75v.25	f75v.33	DAQAB	DAQJB	5	5	3	1	0.800000000000	0	UNHEDGED	UNHEDGED			Label L4, line 2.	Label L8, line 2.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f80r	N1	Labels on nymphs along top margin.	f80r.3	f80r.5	AQABA	AQACA	5	5	3	1	0.800000000000	0	UNHEDGED	UNHEDGED	REL_PROXIMITY	REL_PROXIMITY	Label above nymph 3.	Label high up between nymphs 4 and 5.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f80r	N1	Labels on nymphs along top margin.	f80r.4	f80r.5	AQABA	AQACA	5	5	3	1	0.800000000000	0	UNHEDGED	UNHEDGED	REL_PROXIMITY	REL_PROXIMITY	Label high up between nymphs 3 and 4.	Label high up between nymphs 4 and 5.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f82r	N1	Labels near nymphs at bottom of page.	f82r.34	f82r.36	AQAC	AQAB	4	4	3	0	0.750000000000	0	UNHEDGED	UNHEDGED	REL_PROXIMITY	REL_PROXIMITY	Top row, near nymph 1. Grove's #8.	Top row, between nymph 2 and waterfall. Grove's #7.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f82v	N3	Labels of nymphs at bottom of page.	f82v.41	f82v.44	AQAF	AQAB	4	4	3	0	0.750000000000	0	HEDGED	HEDGED	REL_PROXIMITY	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	nymph? - in a barrel Label above nymphs 1 (in barrel) and 2.	Label next to nymph 3 (in barrel). This label may be attached to the East end of the upper channel.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f82r	N1	Labels near nymphs at bottom of page.	f82r.37	f82r.39	AQABBA	AQAFABA	6	7	3	2	0.714285714286	0	UNHEDGED	HEDGED	REL_PROXIMITY	REL_PROXIMITY	Top row, near to nymph 3. Grove's #6.	Top row, near nymph 4. Grove's #5. Rene says that next-to-last char is really a @j but keep this char at all?? ???	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f75v	N1	Two-line labels near the ten nymphs in the top pond.	f75v.22	f75v.24	BABBA	BABQAC	5	6	3	0	0.666666666667	0	UNHEDGED	UNHEDGED			Label L3, line 1.	Label L4, line 1.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f75v	N1	Two-line labels near the ten nymphs in the top pond.	f75v.24	f75v.32	BABQAC	BABBA	6	5	3	0	0.666666666667	0	UNHEDGED	UNHEDGED			Label L4, line 1.	Label L8, line 1.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f82v	N1	Labels on nymphs at top of page.	f82v.1	f82v.4	AQJKBA	AQJBAB	6	6	3	0	0.666666666667	0	UNHEDGED	HEDGED	REL_PROXIMITY	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	Label above Northwest nymph.	Label near Northeast nymph. The label may be attached to the right end of the arched structure.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f82v	X2	Non-nymph labels at bottom of page.	f82v.42	f82v.45	AQAAQA	AQABBA	6	6	3	1	0.666666666667	0	UNHEDGED	UNHEDGED	REL_PROXIMITY	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	Label near West end of upper curved channel.	"Label on pool with ""waterfall"", East of nymphs."	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f75v	N1	Two-line labels near the ten nymphs in the top pond.	f75v.22	f75v.31	BABBA	BAB	5	3	3	0	0.600000000000	0	UNHEDGED	UNHEDGED			Label L3, line 1.	Label L7, line 2.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f75v	N1	Two-line labels near the ten nymphs in the top pond.	f75v.28	f75v.37	AQA	AQABA	3	5	3	1	0.600000000000	0	UNHEDGED	UNHEDGED			Label L6, line 1.	Label L10, line 2.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f75v	N1	Two-line labels near the ten nymphs in the top pond.	f75v.31	f75v.32	BAB	BABBA	3	5	3	0	0.600000000000	0	UNHEDGED	UNHEDGED			Label L7, line 2.	Label L8, line 1.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f77r	V1	Labels between openings in tube at top of page.	f77r.4	f77r.5	AQACQ	AQAB	5	4	3	0	0.600000000000	0	UNHEDGED	UNHEDGED	REL_PROXIMITY	REL_PROXIMITY	Label 3, between side branches 2 and 3. Grove's #4.	Label 4, between side branches 3 and 4. Grove's #5.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f80r	N1	Labels on nymphs along top margin.	f80r.3	f80r.9	AQABA	AQAC	5	4	3	0	0.600000000000	0	UNHEDGED	UNHEDGED	REL_PROXIMITY	REL_PROXIMITY	Label above nymph 3.	Label between nymphs 8 and 9, top.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f80r	N1	Labels on nymphs along top margin.	f80r.4	f80r.9	AQABA	AQAC	5	4	3	0	0.600000000000	0	UNHEDGED	UNHEDGED	REL_PROXIMITY	REL_PROXIMITY	Label high up between nymphs 3 and 4.	Label between nymphs 8 and 9, top.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f82r	N1	Labels near nymphs at bottom of page.	f82r.36	f82r.39	AQAB	AQAFABA	4	7	3	0	0.571428571429	0	UNHEDGED	HEDGED	REL_PROXIMITY	REL_PROXIMITY	Top row, between nymph 2 and waterfall. Grove's #7.	Top row, near nymph 4. Grove's #5. Rene says that next-to-last char is really a @j but keep this char at all?? ???	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f75r	N1	"Labels in the triangular ""island"" between rivulet and ""water slide""."	f75r.47	f75r.52	CAB|AQKBA	CABBA	9	5	3	2	0.555555555556	0	HEDGED	UNHEDGED			"They may be nymph names. ""V"" transcription posted by John Grove to the Voynich list on 1998-may-02"		EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f75r	N1	"Labels in the triangular ""island"" between rivulet and ""water slide""."	f75r.49	f75r.52	CABC|BACA	CABBA	9	5	3	1	0.555555555556	0	UNHEDGED	UNHEDGED					EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f75v	N1	Two-line labels near the ten nymphs in the top pond.	f75v.22	f75v.23	BABBA	BAB|LB	5	6	3	0	0.500000000000	0	UNHEDGED	UNHEDGED			Label L3, line 1.	Label L3, line 2.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f75v	N1	Two-line labels near the ten nymphs in the top pond.	f75v.23	f75v.24	BAB|LB	BABQAC	6	6	3	0	0.500000000000	0	UNHEDGED	UNHEDGED			Label L3, line 2.	Label L4, line 1.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f75v	N1	Two-line labels near the ten nymphs in the top pond.	f75v.23	f75v.31	BAB|LB	BAB	6	3	3	1	0.500000000000	0	UNHEDGED	UNHEDGED			Label L3, line 2.	Label L7, line 2.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f75v	N1	Two-line labels near the ten nymphs in the top pond.	f75v.23	f75v.32	BAB|LB	BABBA	6	5	3	0	0.500000000000	0	UNHEDGED	UNHEDGED			Label L3, line 2.	Label L8, line 1.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f75v	N1	Two-line labels near the ten nymphs in the top pond.	f75v.24	f75v.31	BABQAC	BAB	6	3	3	0	0.500000000000	0	UNHEDGED	UNHEDGED			Label L4, line 1.	Label L7, line 2.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f80r	N1	Labels on nymphs along top margin.	f80r.5	f80r.8	AQACA	AQABLJBA	5	8	3	1	0.500000000000	0	UNHEDGED	UNHEDGED	REL_PROXIMITY	REL_PROXIMITY	Label high up between nymphs 4 and 5.	Label above nymph 8.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f82r	N1	Labels near nymphs at bottom of page.	f82r.34	f82r.37	AQAC	AQABBA	4	6	3	0	0.500000000000	0	UNHEDGED	UNHEDGED	REL_PROXIMITY	REL_PROXIMITY	Top row, near nymph 1. Grove's #8.	Top row, near to nymph 3. Grove's #6.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f75r	N1	"Labels in the triangular ""island"" between rivulet and ""water slide""."	f75r.47	f75r.49	CAB|AQKBA	CABC|BACA	9	9	3	1	0.444444444444	0	HEDGED	UNHEDGED			"They may be nymph names. ""V"" transcription posted by John Grove to the Voynich list on 1998-may-02"		EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f77v	N1	Labels near nymphs.	f77v.1	f77v.44	AQAF|AQAB	AQABA	9	5	3	0	0.444444444444	0	HEDGED	UNHEDGED	REL_PROXIMITY	REL_PROXIMITY	"Rene's readings for labels 2-5 in ""outg.txt"" (<e77v.L2;R>--<e77v.L5;R>) were scrambled. Label in top margin, near Northwest nymph. Grove's #1. May be associated with the left ""Y""-tube."	"Label in right margin, above East nymph. Grove's #8. Rene's reading in ""outg.txt"" was numbered <e77v.L7;R>, should have been <e77v.L8;R>."	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f82r	N1	Labels near nymphs at bottom of page.	f82r.34	f82r.39	AQAC	AQAFABA	4	7	3	0	0.428571428571	0	UNHEDGED	HEDGED	REL_PROXIMITY	REL_PROXIMITY	Top row, near nymph 1. Grove's #8.	Top row, near nymph 4. Grove's #5. Rene says that next-to-last char is really a @j but keep this char at all?? ???	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f80r	N1	Labels on nymphs along top margin.	f80r.8	f80r.9	AQABLJBA	AQAC	8	4	3	0	0.375000000000	0	UNHEDGED	UNHEDGED	REL_PROXIMITY	REL_PROXIMITY	Label above nymph 8.	Label between nymphs 8 and 9, top.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f75v	N1	Two-line labels near the ten nymphs in the top pond.	f75v.20	f75v.21	BAQAB	BACAB	5	5	2	2	0.800000000000	0	UNHEDGED	UNHEDGED			Label L2, line 1.	Label L2, line 2.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f75v	N1	Two-line labels near the ten nymphs in the top pond.	f75v.35	f75v.37	AQJBA	AQABA	5	5	2	2	0.800000000000	0	UNHEDGED	UNHEDGED			Label L9, line 2.	Label L10, line 2.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f82r	N1	Labels near nymphs at bottom of page.	f82r.34	f82r.45	AQAC	AQKAC	4	5	2	2	0.800000000000	0	UNHEDGED	UNHEDGED	REL_PROXIMITY	REL_PROXIMITY	Top row, near nymph 1. Grove's #8.	Bottom row, below nymph 7. Grove's #10.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f75v	N1	Two-line labels near the ten nymphs in the top pond.	f75v.18	f75v.28	AQLA	AQA	4	3	2	1	0.750000000000	0	UNHEDGED	UNHEDGED	REL_PROXIMITY		Label numbers 1-20 below are assigned column by column, top to bottom then left to right. In the EVMT files, each label was entered as a single line (L1-L10). Label L1, line 1.	Label L6, line 1.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f75v	N1	Two-line labels near the ten nymphs in the top pond.	f75v.20	f75v.24	BAQAB	BABQAC	5	6	2	0	0.666666666667	0	UNHEDGED	UNHEDGED			Label L2, line 1.	Label L4, line 1.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f82v	X2	Non-nymph labels at bottom of page.	f82v.43	f82v.48	AQJBAC	AQKBA	6	5	2	0	0.666666666667	0	UNHEDGED	UNHEDGED	REL_PROXIMITY	REL_PROXIMITY	Label above upper curved channel.	Label below the lower curved channel	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f82v	X2	Non-nymph labels at bottom of page.	f82v.47	f82v.48	AQJBAB	AQKBA	6	5	2	0	0.666666666667	0	UNHEDGED	UNHEDGED	REL_PROXIMITY	REL_PROXIMITY	Label between the two curved channels.	Label below the lower curved channel	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f82v	X2	Non-nymph labels at bottom of page.	f82v.48	f82v.45	AQKBA	AQABBA	5	6	2	2	0.666666666667	0	UNHEDGED	UNHEDGED	REL_PROXIMITY	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	Label below the lower curved channel	"Label on pool with ""waterfall"", East of nymphs."	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f75r	N1	"Labels in the triangular ""island"" between rivulet and ""water slide""."	f75r.51	f75r.52	CAFA	CABBA	4	5	2	1	0.600000000000	0	UNHEDGED	UNHEDGED					EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f75v	N1	Two-line labels near the ten nymphs in the top pond.	f75v.18	f75v.35	AQLA	AQJBA	4	5	2	1	0.600000000000	0	UNHEDGED	UNHEDGED	REL_PROXIMITY		Label numbers 1-20 below are assigned column by column, top to bottom then left to right. In the EVMT files, each label was entered as a single line (L1-L10). Label L1, line 1.	Label L9, line 2.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f75v	N1	Two-line labels near the ten nymphs in the top pond.	f75v.18	f75v.37	AQLA	AQABA	4	5	2	1	0.600000000000	0	UNHEDGED	UNHEDGED	REL_PROXIMITY		Label numbers 1-20 below are assigned column by column, top to bottom then left to right. In the EVMT files, each label was entered as a single line (L1-L10). Label L1, line 1.	Label L10, line 2.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f75v	N1	Two-line labels near the ten nymphs in the top pond.	f75v.20	f75v.30	BAQAB	BACA	5	4	2	0	0.600000000000	0	UNHEDGED	UNHEDGED			Label L2, line 1.	Label L7, line 1.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f75v	N1	Two-line labels near the ten nymphs in the top pond.	f75v.20	f75v.31	BAQAB	BAB	5	3	2	2	0.600000000000	0	UNHEDGED	UNHEDGED			Label L2, line 1.	Label L7, line 2.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f75v	N1	Two-line labels near the ten nymphs in the top pond.	f75v.21	f75v.31	BACAB	BAB	5	3	2	2	0.600000000000	0	UNHEDGED	UNHEDGED			Label L2, line 2.	Label L7, line 2.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f75v	N1	Two-line labels near the ten nymphs in the top pond.	f75v.22	f75v.30	BABBA	BACA	5	4	2	1	0.600000000000	0	UNHEDGED	UNHEDGED			Label L3, line 1.	Label L7, line 1.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f75v	N1	Two-line labels near the ten nymphs in the top pond.	f75v.28	f75v.35	AQA	AQJBA	3	5	2	1	0.600000000000	0	UNHEDGED	UNHEDGED			Label L6, line 1.	Label L9, line 2.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f75v	N1	Two-line labels near the ten nymphs in the top pond.	f75v.30	f75v.32	BACA	BABBA	4	5	2	1	0.600000000000	0	UNHEDGED	UNHEDGED			Label L7, line 1.	Label L8, line 1.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f75v	N3	Labels at left of lower pond, below channel.	f75v.54	f75v.55	AQJBA	AQKA	5	4	2	1	0.600000000000	0	HEDGED	HEDGED	REL_ARRAY_OR_GROUP;REL_PROXIMITY		These labels may be part of lines <f75v.P3.27> through <f75v.P3.29> on the right side of the pond, and have often been transcribed as such, including in the EVMT files. The label numbers indicate possible alignment between the two units. Units <f75v.N2>, <f75v.N3>, and <f75v.P4> may constitute a sigle logical group of labels. Label line 1. May be word 1 of <f75v.P3.27>.	Label line 2. May be word 1 of <f75v.P3.28>.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f77r	V1	Labels between openings in tube at top of page.	f77r.3	f77r.5	AQJBA	AQAB	5	4	2	0	0.600000000000	0	UNHEDGED	UNHEDGED	REL_PROXIMITY	REL_PROXIMITY	label 2, between side branches 1 and 2. Grove's #3.	Label 4, between side branches 3 and 4. Grove's #5.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f80r	N1	Labels on nymphs along top margin.	f80r.2	f80r.7	ABKBA	ABQA	5	4	2	1	0.600000000000	0	UNHEDGED	UNHEDGED	REL_PROXIMITY	REL_PROXIMITY	Label above nymph 2.	"Label above nymph 7 (with ""towel"")."	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f82r	N1	Labels near nymphs at bottom of page.	f82r.36	f82r.45	AQAB	AQKAC	4	5	2	0	0.600000000000	0	UNHEDGED	UNHEDGED	REL_PROXIMITY	REL_PROXIMITY	Top row, between nymph 2 and waterfall. Grove's #7.	Bottom row, below nymph 7. Grove's #10.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f77r	N1	Labels near nymphs.	f77r.1	f77r.8	BACKBAC	BAQJBA	7	6	2	0	0.571428571429	0	UNHEDGED	UNHEDGED	REL_PROXIMITY	REL_PROXIMITY	Label above nymph in Northwest corner. Grove's #1.	Label above nymph in Northeast corner. Grove's #8.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f77r	N1	Labels near nymphs.	f77r.49	f77r.50	AQKBA	AQABAGA	5	7	2	1	0.571428571429	0	UNHEDGED	UNHEDGED	REL_PROXIMITY	REL_PROXIMITY	Label above nymph in West margin, at mid-page. Grove's #9.	Label below nymph in Southwest corner. Grove's #10.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f75v	N2	Labels above the lower pond.	f75v.50	f75v.51	AQAB|APAB	AQKA|BAB	9	8	2	2	0.555555555556	0	HEDGED	HEDGED	REL_ARRAY_OR_GROUP;REL_PROXIMITY		"In some transcriptions, including the EVMT files, these labels were entered as part of lines <f75v.P3.24> through <f75v.P3.32>. These labels are delimited by a narrow channel on the left and separated by nymph heads ""<!hd>"" intruding from the pond below. Units <f75v.N2>, <f75v.N3>, and <f75v.P4> may constitute a sigle logical group of labels. Line 1, label 1. May be words 1 and 2 of <f75v.P3.24>. May be two separate labels."	Line 1, label 2. May be words 3 and 4 of <f75v.P3.24>. May be two labels.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f75v	N1	Two-line labels near the ten nymphs in the top pond.	f75v.20	f75v.23	BAQAB	BAB|LB	5	6	2	1	0.500000000000	0	UNHEDGED	UNHEDGED			Label L2, line 1.	Label L3, line 2.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f75v	N1	Two-line labels near the ten nymphs in the top pond.	f75v.21	f75v.23	BACAB	BAB|LB	5	6	2	1	0.500000000000	0	UNHEDGED	UNHEDGED			Label L2, line 2.	Label L3, line 2.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f75v	N1	Two-line labels near the ten nymphs in the top pond.	f75v.21	f75v.24	BACAB	BABQAC	5	6	2	0	0.500000000000	0	UNHEDGED	UNHEDGED			Label L2, line 2.	Label L4, line 1.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f75v	N1	Two-line labels near the ten nymphs in the top pond.	f75v.24	f75v.30	BABQAC	BACA	6	4	2	0	0.500000000000	0	UNHEDGED	UNHEDGED			Label L4, line 1.	Label L7, line 1.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f75v	N1	Two-line labels near the ten nymphs in the top pond.	f75v.30	f75v.31	BACA	BAB	4	3	2	0	0.500000000000	0	UNHEDGED	UNHEDGED			Label L7, line 1.	Label L7, line 2.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f75v	N2	Labels above the lower pond.	f75v.51	f75v.53	AQKA|BAB	AQJBA	8	5	2	0	0.500000000000	0	HEDGED	HEDGED			Line 1, label 2. May be words 3 and 4 of <f75v.P3.24>. May be two labels.	Line 2, label 1. May be word 1 of <f75v.P3.25>.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f78r	X1	Labels on illustrations.	f78r.2	f78r.47	AQKBA	AQACAB	5	6	2	0	0.500000000000	0	UNHEDGED	UNHEDGED	REL_PROXIMITY	REL_PROXIMITY	"Label near the Northeast ""grapes""."	Label in right margin, next to bottom pond, near inflowind stream.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f82r	N1	Labels near nymphs at bottom of page.	f82r.40	f82r.42	CACACB	CAQABA	6	6	2	0	0.500000000000	0	UNHEDGED	UNHEDGED	REL_PROXIMITY	REL_PROXIMITY	Bottom row, below nymph 1 (small). Grove's #12.	Bottom row, below nymphs 3 (tiny) and 4. Grove's #13.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
f82r	N1	Labels near nymphs at bottom of page.	f82r.41	f82r.44	ABQAQA	ABAG	6	4	2	0	0.500000000000	0	UNHEDGED	UNHEDGED	REL_PROXIMITY	REL_PROXIMITY	Bottom row, below nymph 2. Grove's #9.	Bottom row, below nymph 6. Grove's #1.	EXPLORATORY_VISUAL_HOMOLOG_FORMAL_SIMILARITY_NO_GLOSS
