edition	depth	model	held_folio	held_records	pseudo_gain_bits	positive_gain
ZL3b	BODY_LINE_2	RAW_CHAR3_HASH32	f114	22	1.697144749590	1
ZL3b	BODY_LINE_2	RAW_CHAR3_HASH32	f115	20	1.222939481446	1
ZL3b	BODY_TAIL_3PLUS	COMPILER12	f104	12	0.869051471924	1
ZL3b	BODY_TAIL_3PLUS	COMPILER12	f105	9	-0.061431608220	0
ZL3b	BODY_TAIL_3PLUS	COMPILER12	f106	4	0.241994207357	1
ZL3b	BODY_TAIL_3PLUS	COMPILER12	f107	6	0.238202848172	1
ZL3b	BODY_TAIL_3PLUS	COMPILER12	f112	6	0.455682726856	1
ZL3b	BODY_TAIL_3PLUS	COMPILER12	f113	8	0.238280692237	1
ZL3b	BODY_TAIL_3PLUS	COMPILER12	f114	10	0.674831608315	1
ZL3b	BODY_TAIL_3PLUS	COMPILER12	f115	10	0.025968952886	1
ZL3b	BODY_TAIL_3PLUS	RAW_CHAR3_HASH32	f104	12	-0.181403341846	0
ZL3b	BODY_TAIL_3PLUS	RAW_CHAR3_HASH32	f105	9	-0.239121737762	0
ZL3b	BODY_TAIL_3PLUS	RAW_CHAR3_HASH32	f106	4	0.159210963776	1
ZL3b	BODY_TAIL_3PLUS	RAW_CHAR3_HASH32	f107	6	0.408687883486	1
ZL3b	BODY_TAIL_3PLUS	RAW_CHAR3_HASH32	f112	6	0.913396121230	1
ZL3b	BODY_TAIL_3PLUS	RAW_CHAR3_HASH32	f113	8	0.590269177888	1
ZL3b	BODY_TAIL_3PLUS	RAW_CHAR3_HASH32	f114	10	0.218780700133	1
ZL3b	BODY_TAIL_3PLUS	RAW_CHAR3_HASH32	f115	10	-0.059036591388	0
IT2a	BODY_LINE_1	COMPILER12	f104	26	1.478060746421	1
IT2a	BODY_LINE_1	COMPILER12	f105	20	2.879695353399	1
IT2a	BODY_LINE_1	COMPILER12	f106	14	0.282058372889	1
IT2a	BODY_LINE_1	COMPILER12	f107	15	1.229832307903	1
IT2a	BODY_LINE_1	COMPILER12	f112	13	1.110260955777	1
IT2a	BODY_LINE_1	COMPILER12	f113	31	2.427000824041	1
IT2a	BODY_LINE_1	COMPILER12	f114	25	2.424763925733	1
IT2a	BODY_LINE_1	COMPILER12	f115	26	0.328983636249	1
IT2a	BODY_LINE_1	RAW_CHAR3_HASH32	f104	26	-0.424366542308	0
IT2a	BODY_LINE_1	RAW_CHAR3_HASH32	f105	20	3.741329588841	1
IT2a	BODY_LINE_1	RAW_CHAR3_HASH32	f106	14	-0.340625435683	0
IT2a	BODY_LINE_1	RAW_CHAR3_HASH32	f107	15	-0.104177360557	0
IT2a	BODY_LINE_1	RAW_CHAR3_HASH32	f112	13	2.620276979861	1
IT2a	BODY_LINE_1	RAW_CHAR3_HASH32	f113	31	0.198663213562	1
IT2a	BODY_LINE_1	RAW_CHAR3_HASH32	f114	25	1.166137185767	1
IT2a	BODY_LINE_1	RAW_CHAR3_HASH32	f115	26	0.046057649445	1
IT2a	BODY_LINE_2	COMPILER12	f104	21	-1.089200244761	0
IT2a	BODY_LINE_2	COMPILER12	f105	16	0.816301845566	1
IT2a	BODY_LINE_2	COMPILER12	f106	8	0.497639306990	1
IT2a	BODY_LINE_2	COMPILER12	f107	11	0.488484936642	1
IT2a	BODY_LINE_2	COMPILER12	f112	12	0.154791478821	1
IT2a	BODY_LINE_2	COMPILER12	f113	25	1.620466388049	1
IT2a	BODY_LINE_2	COMPILER12	f114	22	0.651388501956	1
IT2a	BODY_LINE_2	COMPILER12	f115	20	-0.606161027578	0
IT2a	BODY_LINE_2	RAW_CHAR3_HASH32	f104	21	-1.619772380057	0
IT2a	BODY_LINE_2	RAW_CHAR3_HASH32	f105	16	1.002069076886	1
IT2a	BODY_LINE_2	RAW_CHAR3_HASH32	f106	8	0.955339494839	1
IT2a	BODY_LINE_2	RAW_CHAR3_HASH32	f107	11	-0.782479178675	0
IT2a	BODY_LINE_2	RAW_CHAR3_HASH32	f112	12	1.987596447259	1
IT2a	BODY_LINE_2	RAW_CHAR3_HASH32	f113	25	-1.785613750857	0
IT2a	BODY_LINE_2	RAW_CHAR3_HASH32	f114	22	0.418139105295	1
IT2a	BODY_LINE_2	RAW_CHAR3_HASH32	f115	20	1.207608359619	1
IT2a	BODY_TAIL_3PLUS	COMPILER12	f104	12	0.867044826825	1
IT2a	BODY_TAIL_3PLUS	COMPILER12	f105	9	-0.248314173310	0
IT2a	BODY_TAIL_3PLUS	COMPILER12	f106	4	0.526756914497	1
IT2a	BODY_TAIL_3PLUS	COMPILER12	f107	6	0.326891712760	1
IT2a	BODY_TAIL_3PLUS	COMPILER12	f112	6	0.493034805416	1
IT2a	BODY_TAIL_3PLUS	COMPILER12	f113	8	0.187877761824	1
IT2a	BODY_TAIL_3PLUS	COMPILER12	f114	10	0.604013655973	1
IT2a	BODY_TAIL_3PLUS	COMPILER12	f115	10	0.002077914919	1
IT2a	BODY_TAIL_3PLUS	RAW_CHAR3_HASH32	f104	12	-0.840444791198	0
IT2a	BODY_TAIL_3PLUS	RAW_CHAR3_HASH32	f105	9	0.330232518734	1
IT2a	BODY_TAIL_3PLUS	RAW_CHAR3_HASH32	f106	4	0.255329811701	1
IT2a	BODY_TAIL_3PLUS	RAW_CHAR3_HASH32	f107	6	0.462291626751	1
IT2a	BODY_TAIL_3PLUS	RAW_CHAR3_HASH32	f112	6	1.030158216510	1
IT2a	BODY_TAIL_3PLUS	RAW_CHAR3_HASH32	f113	8	0.246869710151	1
IT2a	BODY_TAIL_3PLUS	RAW_CHAR3_HASH32	f114	10	0.226483625582	1
IT2a	BODY_TAIL_3PLUS	RAW_CHAR3_HASH32	f115	10	0.252004871859	1
RF1b	BODY_LINE_1	COMPILER12	f104	26	0.491648713516	1
RF1b	BODY_LINE_1	COMPILER12	f105	20	3.268851421284	1
RF1b	BODY_LINE_1	COMPILER12	f106	14	0.902140585288	1
RF1b	BODY_LINE_1	COMPILER12	f107	15	1.230166552548	1
RF1b	BODY_LINE_1	COMPILER12	f112	13	1.504746556111	1
RF1b	BODY_LINE_1	COMPILER12	f113	31	1.990399105930	1
RF1b	BODY_LINE_1	COMPILER12	f114	25	2.702152380648	1
RF1b	BODY_LINE_1	COMPILER12	f115	26	0.490254610412	1
RF1b	BODY_LINE_1	RAW_CHAR3_HASH32	f104	26	-0.016654078358	0
RF1b	BODY_LINE_1	RAW_CHAR3_HASH32	f105	20	3.817234574611	1
RF1b	BODY_LINE_1	RAW_CHAR3_HASH32	f106	14	0.282202533875	1
RF1b	BODY_LINE_1	RAW_CHAR3_HASH32	f107	15	-0.509751691796	0
RF1b	BODY_LINE_1	RAW_CHAR3_HASH32	f112	13	2.940244019648	1
RF1b	BODY_LINE_1	RAW_CHAR3_HASH32	f113	31	0.146075945453	1
RF1b	BODY_LINE_1	RAW_CHAR3_HASH32	f114	25	1.743359989419	1
RF1b	BODY_LINE_1	RAW_CHAR3_HASH32	f115	26	-0.136839098095	0
RF1b	BODY_LINE_2	COMPILER12	f104	21	-0.272272380244	0
RF1b	BODY_LINE_2	COMPILER12	f105	16	1.301462356460	1
RF1b	BODY_LINE_2	COMPILER12	f106	8	0.548898276774	1
RF1b	BODY_LINE_2	COMPILER12	f107	11	0.615969149551	1
RF1b	BODY_LINE_2	COMPILER12	f112	12	0.031978344392	1
RF1b	BODY_LINE_2	COMPILER12	f113	25	1.947891025788	1
RF1b	BODY_LINE_2	COMPILER12	f114	22	0.695927530155	1
RF1b	BODY_LINE_2	COMPILER12	f115	20	-0.402728725323	0
RF1b	BODY_LINE_2	RAW_CHAR3_HASH32	f104	21	-0.132436098490	0
RF1b	BODY_LINE_2	RAW_CHAR3_HASH32	f105	16	1.105892758319	1
RF1b	BODY_LINE_2	RAW_CHAR3_HASH32	f106	8	-0.242977052553	0
RF1b	BODY_LINE_2	RAW_CHAR3_HASH32	f107	11	-1.419924577610	0
RF1b	BODY_LINE_2	RAW_CHAR3_HASH32	f112	12	3.104731952000	1
RF1b	BODY_LINE_2	RAW_CHAR3_HASH32	f113	25	-0.672203061778	0
RF1b	BODY_LINE_2	RAW_CHAR3_HASH32	f114	22	2.454574738866	1
RF1b	BODY_LINE_2	RAW_CHAR3_HASH32	f115	20	1.180231077690	1
RF1b	BODY_TAIL_3PLUS	COMPILER12	f104	12	0.967899175661	1
RF1b	BODY_TAIL_3PLUS	COMPILER12	f105	9	0.071450080687	1
RF1b	BODY_TAIL_3PLUS	COMPILER12	f106	4	0.376862785875	1
RF1b	BODY_TAIL_3PLUS	COMPILER12	f107	6	0.194505627635	1
RF1b	BODY_TAIL_3PLUS	COMPILER12	f112	6	0.357215301914	1
RF1b	BODY_TAIL_3PLUS	COMPILER12	f113	8	0.035265370350	1
RF1b	BODY_TAIL_3PLUS	COMPILER12	f114	10	0.299660282907	1
RF1b	BODY_TAIL_3PLUS	COMPILER12	f115	10	-0.080244925240	0
RF1b	BODY_TAIL_3PLUS	RAW_CHAR3_HASH32	f104	12	0.075749316257	1
RF1b	BODY_TAIL_3PLUS	RAW_CHAR3_HASH32	f105	9	0.518740544758	1
RF1b	BODY_TAIL_3PLUS	RAW_CHAR3_HASH32	f106	4	-0.075938461222	0
RF1b	BODY_TAIL_3PLUS	RAW_CHAR3_HASH32	f107	6	0.692612967176	1
RF1b	BODY_TAIL_3PLUS	RAW_CHAR3_HASH32	f112	6	0.880786691271	1
RF1b	BODY_TAIL_3PLUS	RAW_CHAR3_HASH32	f113	8	0.744987957166	1
RF1b	BODY_TAIL_3PLUS	RAW_CHAR3_HASH32	f114	10	0.499244407250	1
RF1b	BODY_TAIL_3PLUS	RAW_CHAR3_HASH32	f115	10	0.208582444601	1
