representation	formal_feature	support_loci	positive_with_feature	negative_with_feature	positive_without_feature	within_folio_effect	local_permutation_p	max_search_p	positive_effect_folios	informative_folios	folio_contributions	leave_one_folio_effects	semantic_role
COMPILER_PREDICATE	W=d	13	6	7	28	1.82899262899	0.181290935453	0.979451027449	3	3	f100:0.818182;f102:0.000000;f88:0.000000;f89:0.200000;f99:0.810811	f100:1.010811;f102:1.828993;f88:1.828993;f89:1.628993;f99:1.018182	UNASSIGNED
PAGE_HOST_CHAR3	kch	4	4	0	30	1.81818181818	0.0669966501675	0.982150892455	1	1	f100:1.818182;f102:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:0.000000;f102:1.818182;f88:1.818182;f89:1.818182;f99:1.818182	UNASSIGNED
RAW_CHAR3	kch	4	4	0	30	1.81818181818	0.0669966501675	0.982150892455	1	1	f100:1.818182;f102:0.000000;f88:0.000000;f89:0.000000;f99:0.000000	f100:0.000000;f102:1.818182;f88:1.818182;f89:1.818182;f99:1.818182	UNASSIGNED
PAGE_HOST_CHAR3	ary	6	3	3	31	1.81081081081	0.0729963501825	0.984350782461	1	1	f100:0.000000;f102:0.000000;f88:0.000000;f89:0.000000;f99:1.810811	f100:1.810811;f102:1.810811;f88:1.810811;f89:1.810811;f99:0.000000	UNASSIGNED
RAW_CHAR3	ary	6	3	3	31	1.81081081081	0.0729963501825	0.984350782461	1	1	f100:0.000000;f102:0.000000;f88:0.000000;f89:0.000000;f99:1.810811	f100:1.810811;f102:1.810811;f88:1.810811;f89:1.810811;f99:0.000000	UNASSIGNED
RAW_CHAR3	ody	6	3	3	31	1.69411764706	0.101844907755	0.993850307485	2	2	f100:0.000000;f102:1.294118;f88:0.000000;f89:0.400000;f99:0.000000	f100:1.694118;f102:0.400000;f88:1.694118;f89:1.294118;f99:1.694118	UNASSIGNED
RAW_CHAR3	^da	8	4	4	30	1.6171990172	0.166941652917	0.998050097495	2	3	f100:-0.090909;f102:0.000000;f88:0.000000;f89:0.600000;f99:1.108108	f100:1.708108;f102:1.617199;f88:1.617199;f89:1.017199;f99:0.509091	UNASSIGNED
PAGE_HOST_CHAR3	osa	4	3	1	31	1.41179361179	0.158592070396	0.999500024999	2	3	f100:-0.090909;f102:0.000000;f88:0.000000;f89:0.800000;f99:0.702703	f100:1.502703;f102:1.411794;f88:1.411794;f89:0.611794;f99:0.709091	UNASSIGNED
RAW_CHAR3	osa	4	3	1	31	1.41179361179	0.158592070396	0.999500024999	2	3	f100:-0.090909;f102:0.000000;f88:0.000000;f89:0.800000;f99:0.702703	f100:1.502703;f102:1.411794;f88:1.411794;f89:0.611794;f99:0.709091	UNASSIGNED
PAGE_HOST_CHAR3	ry$	9	3	6	31	1.25786963434	0.237388130593	0.999700014999	1	3	f100:0.000000;f102:-0.352941;f88:0.000000;f89:-0.200000;f99:1.810811	f100:1.257870;f102:1.610811;f88:1.257870;f89:1.457870;f99:-0.552941	UNASSIGNED
RAW_CHAR3	ry$	9	3	6	31	1.25786963434	0.237388130593	0.999700014999	1	3	f100:0.000000;f102:-0.352941;f88:0.000000;f89:-0.200000;f99:1.810811	f100:1.257870;f102:1.610811;f88:1.257870;f89:1.457870;f99:-0.552941	UNASSIGNED
PAGE_HOST_CHAR3	^ol	13	5	8	29	1.17236594884	0.317234138293	0.999900005	3	4	f100:0.909091;f102:-0.352941;f88:0.000000;f89:0.400000;f99:0.216216	f100:0.263275;f102:1.525307;f88:1.172366;f89:0.772366;f99:0.956150	UNASSIGNED
RAW_CHAR3	tol	6	3	3	31	1.16265356265	0.260436978151	0.999900005	3	3	f100:0.454545;f102:0.000000;f88:0.000000;f89:0.600000;f99:0.108108	f100:0.708108;f102:1.162654;f88:1.162654;f89:0.562654;f99:1.054545	UNASSIGNED
PAGE_HOST_CHAR3	^ar	9	3	6	31	1.05786963434	0.305534723264	1	2	3	f100:0.000000;f102:-0.352941;f88:0.000000;f89:0.600000;f99:0.810811	f100:1.057870;f102:1.410811;f88:1.057870;f89:0.457870;f99:0.247059	UNASSIGNED
COMPILER_PREDICATE	B=1	11	4	7	30	1.0171990172	0.334333283336	1	2	2	f100:0.909091;f102:0.000000;f88:0.000000;f89:0.000000;f99:0.108108	f100:0.108108;f102:1.017199;f88:1.017199;f89:1.017199;f99:0.909091	UNASSIGNED
RAW_CHAR3	dar	10	3	7	31	0.946581875994	0.34013299335	1	2	3	f100:0.000000;f102:-0.058824;f88:0.000000;f89:0.600000;f99:0.405405	f100:0.946582;f102:1.005405;f88:0.946582;f89:0.346582;f99:0.541176	UNASSIGNED
RAW_CHAR3	ldy	4	2	2	32	0.852464228935	0.322733863307	1	2	3	f100:0.000000;f102:0.647059;f88:0.000000;f89:0.800000;f99:-0.594595	f100:0.852464;f102:0.205405;f88:0.852464;f89:0.052464;f99:1.447059	UNASSIGNED
COMPILER_PREDICATE	R=al	4	2	2	32	0.659950859951	0.406329683516	1	2	3	f100:0.454545;f102:0.000000;f88:0.000000;f89:-0.200000;f99:0.405405	f100:0.205405;f102:0.659951;f88:0.659951;f89:0.859951;f99:0.254545	UNASSIGNED
RAW_CHAR3	al$	4	2	2	32	0.659950859951	0.406329683516	1	2	3	f100:0.454545;f102:0.000000;f88:0.000000;f89:-0.200000;f99:0.405405	f100:0.205405;f102:0.659951;f88:0.659951;f89:0.859951;f99:0.254545	UNASSIGNED
PAGE_HOST_CHAR3	sy$	4	2	2	32	0.659950859951	0.409079546023	1	2	3	f100:0.454545;f102:0.000000;f88:0.000000;f89:-0.200000;f99:0.405405	f100:0.205405;f102:0.659951;f88:0.659951;f89:0.859951;f99:0.254545	UNASSIGNED
RAW_CHAR3	sy$	4	2	2	32	0.659950859951	0.409079546023	1	2	3	f100:0.454545;f102:0.000000;f88:0.000000;f89:-0.200000;f99:0.405405	f100:0.205405;f102:0.659951;f88:0.659951;f89:0.859951;f99:0.254545	UNASSIGNED
PAGE_HOST_CHAR3	^al	4	2	2	32	0.659950859951	0.409779511024	1	2	3	f100:0.454545;f102:0.000000;f88:0.000000;f89:-0.200000;f99:0.405405	f100:0.205405;f102:0.659951;f88:0.659951;f89:0.859951;f99:0.254545	UNASSIGNED
RAW_CHAR3	che	9	3	6	31	0.658852435323	0.426878656067	1	2	4	f100:0.909091;f102:-0.352941;f88:0.000000;f89:0.400000;f99:-0.297297	f100:-0.250238;f102:1.011794;f88:0.658852;f89:0.258852;f99:0.956150	UNASSIGNED
PAGE_HOST_CHAR3	chy	4	2	2	32	0.643879173291	0.416229188541	1	1	2	f100:0.000000;f102:0.941176;f88:0.000000;f89:0.000000;f99:-0.297297	f100:0.643879;f102:-0.297297;f88:0.643879;f89:0.643879;f99:0.941176	UNASSIGNED
RAW_CHAR3	hol	6	3	3	31	0.610695187166	0.449477526124	1	2	3	f100:0.363636;f102:0.647059;f88:0.000000;f89:-0.400000;f99:0.000000	f100:0.247059;f102:-0.036364;f88:0.610695;f89:1.010695;f99:0.610695	UNASSIGNED
RAW_CHAR3	am$	10	3	7	31	0.562653562654	0.459677016149	1	2	2	f100:0.454545;f102:0.000000;f88:0.000000;f89:0.000000;f99:0.108108	f100:0.108108;f102:0.562654;f88:0.562654;f89:0.562654;f99:0.454545	UNASSIGNED
PAGE_HOST_CHAR3	ols	4	2	2	32	0.562653562654	0.459077046148	1	2	2	f100:0.454545;f102:0.000000;f88:0.000000;f89:0.000000;f99:0.108108	f100:0.108108;f102:0.562654;f88:0.562654;f89:0.562654;f99:0.454545	UNASSIGNED
RAW_CHAR3	ols	4	2	2	32	0.562653562654	0.459077046148	1	2	2	f100:0.454545;f102:0.000000;f88:0.000000;f89:0.000000;f99:0.108108	f100:0.108108;f102:0.562654;f88:0.562654;f89:0.562654;f99:0.454545	UNASSIGNED
PAGE_HOST_CHAR3	ky$	6	2	4	32	0.513513513514	0.466926653667	1	1	1	f100:0.000000;f102:0.000000;f88:0.000000;f89:0.000000;f99:0.513514	f100:0.513514;f102:0.513514;f88:0.513514;f89:0.513514;f99:0.000000	UNASSIGNED
RAW_CHAR3	ky$	6	2	4	32	0.513513513514	0.466926653667	1	1	1	f100:0.000000;f102:0.000000;f88:0.000000;f89:0.000000;f99:0.513514	f100:0.513514;f102:0.513514;f88:0.513514;f89:0.513514;f99:0.000000	UNASSIGNED
RAW_CHAR3	chy	5	2	3	32	0.346581875994	0.536973151342	1	1	2	f100:0.000000;f102:0.941176;f88:0.000000;f89:0.000000;f99:-0.594595	f100:0.346582;f102:-0.594595;f88:0.346582;f89:0.346582;f99:0.941176	UNASSIGNED
RAW_CHAR3	^ar	4	1	3	33	0.205405405405	0.614319284036	1	1	2	f100:0.000000;f102:0.000000;f88:0.000000;f89:-0.200000;f99:0.405405	f100:0.205405;f102:0.205405;f88:0.205405;f89:0.405405;f99:-0.200000	UNASSIGNED
RAW_CHAR3	^ok	16	5	11	29	0.160601242954	0.58012099395	1	2	4	f100:-0.090909;f102:0.235294;f88:0.000000;f89:-0.200000;f99:0.216216	f100:0.251510;f102:-0.074693;f88:0.160601;f89:0.360601;f99:-0.055615	UNASSIGNED
COMPILER_PREDICATE	R=ar	7	2	5	32	0.10700968348	0.62791860407	1	2	4	f100:-0.545455;f102:-0.352941;f88:0.000000;f89:0.600000;f99:0.405405	f100:0.652464;f102:0.459951;f88:0.107010;f89:-0.492990;f99:-0.298396	UNASSIGNED
RAW_CHAR3	ar$	7	2	5	32	0.10700968348	0.62791860407	1	2	4	f100:-0.545455;f102:-0.352941;f88:0.000000;f89:0.600000;f99:0.405405	f100:0.652464;f102:0.459951;f88:0.107010;f89:-0.492990;f99:-0.298396	UNASSIGNED
RAW_CHAR3	oka	5	1	4	33	0.102702702703	0.653067346633	1	1	2	f100:0.000000;f102:0.000000;f88:0.000000;f89:-0.600000;f99:0.702703	f100:0.102703;f102:0.102703;f88:0.102703;f89:0.702703;f99:-0.600000	UNASSIGNED
COMPILER_PREDICATE	W=NONE	77	21	56	13	0.0745483451366	0.583570821459	1	3	4	f100:0.545455;f102:1.058824;f88:0.000000;f89:0.200000;f99:-1.729730	f100:-0.470906;f102:-0.984275;f88:0.074548;f89:-0.125452;f99:1.804278	UNASSIGNED
PAGE_HOST_CHAR3	^os	5	2	3	32	0.0663390663391	0.67596620169	1	1	2	f100:-0.636364;f102:0.000000;f88:0.000000;f89:0.000000;f99:0.702703	f100:0.702703;f102:0.066339;f88:0.066339;f89:0.066339;f99:-0.636364	UNASSIGNED
RAW_CHAR3	heo	8	2	6	32	0.058852435323	0.655517224139	1	1	4	f100:0.909091;f102:-0.352941;f88:0.000000;f89:-0.200000;f99:-0.297297	f100:-0.850238;f102:0.411794;f88:0.058852;f89:0.258852;f99:0.356150	UNASSIGNED
RAW_CHAR3	cho	16	6	10	28	0.034282410753	0.600269986501	1	2	4	f100:0.181818;f102:0.647059;f88:0.000000;f89:-0.200000;f99:-0.594595	f100:-0.147536;f102:-0.612776;f88:0.034282;f89:0.234282;f99:0.628877	UNASSIGNED
RAW_CHAR3	dam	4	1	3	33	0.00540540540541	0.690665466727	1	1	2	f100:0.000000;f102:0.000000;f88:0.000000;f89:-0.400000;f99:0.405405	f100:0.005405;f102:0.005405;f88:0.005405;f89:0.405405;f99:-0.400000	UNASSIGNED
COMPILER_PREDICATE	R=NONE	103	30	73	4	-0.0140193669605	0.640317984101	1	2	3	f100:0.090909;f102:0.705882;f88:0.000000;f89:-0.000000;f99:-0.810811	f100:-0.104928;f102:-0.719902;f88:-0.014019;f89:-0.014019;f99:0.796791	UNASSIGNED
PAGE_HOST_CHAR3	oky	5	1	4	33	-0.189189189189	0.77596120194	1	0	1	f100:0.000000;f102:0.000000;f88:0.000000;f89:0.000000;f99:-0.189189	f100:-0.189189;f102:-0.189189;f88:-0.189189;f89:-0.189189;f99:0.000000	UNASSIGNED
RAW_CHAR3	oky	5	1	4	33	-0.189189189189	0.77596120194	1	0	1	f100:0.000000;f102:0.000000;f88:0.000000;f89:0.000000;f99:-0.189189	f100:-0.189189;f102:-0.189189;f88:-0.189189;f89:-0.189189;f99:0.000000	UNASSIGNED
RAW_CHAR3	eod	4	1	3	33	-0.203179650238	0.77581120944	1	1	3	f100:0.000000;f102:0.294118;f88:0.000000;f89:-0.200000;f99:-0.297297	f100:-0.203180;f102:-0.497297;f88:-0.203180;f89:-0.003180;f99:0.094118	UNASSIGNED
COMPILER_PREDICATE	W=che	7	1	6	33	-0.250238473768	0.77181140943	1	1	3	f100:0.000000;f102:-0.352941;f88:0.000000;f89:0.400000;f99:-0.297297	f100:-0.250238;f102:0.102703;f88:-0.250238;f89:-0.650238;f99:0.047059	UNASSIGNED
RAW_CHAR3	eor	4	1	3	33	-0.251336898396	0.819159042048	1	1	2	f100:0.454545;f102:-0.705882;f88:0.000000;f89:0.000000;f99:0.000000	f100:-0.705882;f102:0.454545;f88:-0.251337;f89:-0.251337;f99:-0.251337	UNASSIGNED
RAW_CHAR3	old	9	2	7	32	-0.29507154213	0.730263486826	1	2	3	f100:0.000000;f102:0.294118;f88:0.000000;f89:0.600000;f99:-1.189189	f100:-0.295072;f102:-0.589189;f88:-0.295072;f89:-0.895072;f99:0.894118	UNASSIGNED
PAGE_HOST_CHAR3	oko	6	1	5	33	-0.356120826709	0.825008749563	1	0	2	f100:0.000000;f102:-0.058824;f88:0.000000;f89:0.000000;f99:-0.297297	f100:-0.356121;f102:-0.297297;f88:-0.356121;f89:-0.356121;f99:-0.058824	UNASSIGNED
RAW_CHAR3	oko	6	1	5	33	-0.356120826709	0.825008749563	1	0	2	f100:0.000000;f102:-0.058824;f88:0.000000;f89:0.000000;f99:-0.297297	f100:-0.356121;f102:-0.297297;f88:-0.356121;f89:-0.356121;f99:-0.058824	UNASSIGNED
RAW_CHAR3	in$	7	1	6	33	-0.450238473768	0.826258687066	1	1	3	f100:0.000000;f102:-0.352941;f88:0.000000;f89:-0.800000;f99:0.702703	f100:-0.450238;f102:-0.097297;f88:-0.450238;f89:0.349762;f99:-1.152941	UNASSIGNED
RAW_CHAR3	^ol	9	2	7	32	-0.487584911114	0.788810559472	1	1	4	f100:0.454545;f102:-0.352941;f88:0.000000;f89:-0.400000;f99:-0.189189	f100:-0.942130;f102:-0.134644;f88:-0.487585;f89:-0.087585;f99:-0.298396	UNASSIGNED
RAW_CHAR3	sho	4	1	3	33	-0.490909090909	0.882355882206	1	1	2	f100:-1.090909;f102:0.000000;f88:0.000000;f89:0.600000;f99:0.000000	f100:0.600000;f102:-0.490909;f88:-0.490909;f89:-1.090909;f99:-0.490909	UNASSIGNED
RAW_CHAR3	^sa	5	1	4	33	-0.500476947536	0.841957902105	1	1	3	f100:0.000000;f102:-0.705882;f88:0.000000;f89:-0.200000;f99:0.405405	f100:-0.500477;f102:0.205405;f88:-0.500477;f89:-0.300477;f99:-0.905882	UNASSIGNED
PAGE_HOST_CHAR3	^ok	19	5	14	29	-0.536696054343	0.72381380931	1	1	4	f100:-0.090909;f102:0.235294;f88:0.000000;f89:-0.600000;f99:-0.081081	f100:-0.445787;f102:-0.771990;f88:-0.536696;f89:0.063304;f99:-0.455615	UNASSIGNED
RAW_CHAR3	ora	4	0	4	34	-0.552941176471	1	1	0	2	f100:0.000000;f102:-0.352941;f88:0.000000;f89:-0.200000;f99:0.000000	f100:-0.552941;f102:-0.200000;f88:-0.552941;f89:-0.352941;f99:-0.552941	UNASSIGNED
COMPILER_PREDICATE	W=s	11	3	8	31	-0.634137881197	0.783660816959	1	1	4	f100:-0.636364;f102:-0.705882;f88:0.000000;f89:-0.400000;f99:1.108108	f100:0.002226;f102:0.071744;f88:-0.634138;f89:-0.234138;f99:-1.742246	UNASSIGNED
RAW_CHAR3	or$	8	2	6	32	-0.744327214915	0.850257487126	1	1	3	f100:0.909091;f102:-1.058824;f88:0.000000;f89:0.000000;f99:-0.594595	f100:-1.653418;f102:0.314496;f88:-0.744327;f89:-0.744327;f99:-0.149733	UNASSIGNED
RAW_CHAR3	sar	5	1	4	33	-0.790287613817	0.904354782261	1	1	3	f100:-0.545455;f102:-0.352941;f88:0.000000;f89:0.000000;f99:0.108108	f100:-0.244833;f102:-0.437346;f88:-0.790288;f89:-0.790288;f99:-0.898396	UNASSIGNED
PAGE_HOST_CHAR3	tal	4	0	4	34	-0.794594594595	1	1	0	2	f100:0.000000;f102:0.000000;f88:0.000000;f89:-0.200000;f99:-0.594595	f100:-0.794595;f102:-0.794595;f88:-0.794595;f89:-0.594595;f99:-0.200000	UNASSIGNED
RAW_CHAR3	^so	5	1	4	33	-0.836363636364	0.936603169842	1	0	2	f100:-0.636364;f102:0.000000;f88:0.000000;f89:-0.200000;f99:0.000000	f100:-0.200000;f102:-0.836364;f88:-0.836364;f89:-0.636364;f99:-0.836364	UNASSIGNED
PAGE_HOST_CHAR3	oke	5	1	4	33	-0.84593149299	0.909554522274	1	1	3	f100:-0.545455;f102:0.294118;f88:0.000000;f89:0.000000;f99:-0.594595	f100:-0.300477;f102:-1.140049;f88:-0.845931;f89:-0.845931;f99:-0.251337	UNASSIGNED
RAW_CHAR3	oke	5	1	4	33	-0.84593149299	0.909554522274	1	1	3	f100:-0.545455;f102:0.294118;f88:0.000000;f89:0.000000;f99:-0.594595	f100:-0.300477;f102:-1.140049;f88:-0.845931;f89:-0.845931;f99:-0.251337	UNASSIGNED
PAGE_HOST_CHAR3	kol	5	0	5	34	-0.850238473768	1	1	0	3	f100:0.000000;f102:-0.352941;f88:0.000000;f89:-0.200000;f99:-0.297297	f100:-0.850238;f102:-0.497297;f88:-0.850238;f89:-0.650238;f99:-0.552941	UNASSIGNED
RAW_CHAR3	kol	5	0	5	34	-0.850238473768	1	1	0	3	f100:0.000000;f102:-0.352941;f88:0.000000;f89:-0.200000;f99:-0.297297	f100:-0.850238;f102:-0.497297;f88:-0.850238;f89:-0.650238;f99:-0.552941	UNASSIGNED
PAGE_HOST_CHAR3	^l$	4	0	4	34	-0.897297297297	1	1	0	2	f100:0.000000;f102:0.000000;f88:0.000000;f89:-0.600000;f99:-0.297297	f100:-0.897297;f102:-0.897297;f88:-0.897297;f89:-0.297297;f99:-0.600000	UNASSIGNED
RAW_CHAR3	^or	4	0	4	34	-0.898395721925	1	1	0	2	f100:-0.545455;f102:-0.352941;f88:0.000000;f89:0.000000;f99:0.000000	f100:-0.352941;f102:-0.545455;f88:-0.898396;f89:-0.898396;f99:-0.898396	UNASSIGNED
PAGE_HOST_CHAR3	hy$	6	1	5	33	-0.901575372164	0.923203839808	1	0	3	f100:-0.545455;f102:-0.058824;f88:0.000000;f89:0.000000;f99:-0.297297	f100:-0.356121;f102:-0.842752;f88:-0.901575;f89:-0.901575;f99:-0.604278	UNASSIGNED
COMPILER_PREDICATE	R=aiin	5	0	5	34	-0.952941176471	1	1	0	2	f100:0.000000;f102:-0.352941;f88:0.000000;f89:-0.600000;f99:0.000000	f100:-0.952941;f102:-0.600000;f88:-0.952941;f89:-0.352941;f99:-0.952941	UNASSIGNED
PAGE_HOST_CHAR3	ota	5	0	5	34	-0.994594594595	1	1	0	2	f100:0.000000;f102:0.000000;f88:0.000000;f89:-0.400000;f99:-0.594595	f100:-0.994595;f102:-0.994595;f88:-0.994595;f89:-0.594595;f99:-0.400000	UNASSIGNED
COMPILER_PREDICATE	B=0	107	30	77	4	-1.0171990172	0.876806159692	1	0	2	f100:-0.909091;f102:0.000000;f88:0.000000;f89:-0.000000;f99:-0.108108	f100:-0.108108;f102:-1.017199;f88:-1.017199;f89:-1.017199;f99:-0.909091	UNASSIGNED
PAGE_HOST_CHAR3	lda	4	0	4	34	-1.05023847377	1	1	0	3	f100:0.000000;f102:-0.352941;f88:0.000000;f89:-0.400000;f99:-0.297297	f100:-1.050238;f102:-0.697297;f88:-1.050238;f89:-0.650238;f99:-0.752941	UNASSIGNED
RAW_CHAR3	lda	5	0	5	34	-1.05023847377	1	1	0	3	f100:0.000000;f102:-0.352941;f88:0.000000;f89:-0.400000;f99:-0.297297	f100:-1.050238;f102:-0.697297;f88:-1.050238;f89:-0.650238;f99:-0.752941	UNASSIGNED
RAW_CHAR3	tal	5	0	5	34	-1.09189189189	1	1	0	2	f100:0.000000;f102:0.000000;f88:0.000000;f89:-0.200000;f99:-0.891892	f100:-1.091892;f102:-1.091892;f88:-1.091892;f89:-0.891892;f99:-0.200000	UNASSIGNED
PAGE_HOST_CHAR3	old	5	0	5	34	-1.14753577107	1	1	0	3	f100:0.000000;f102:-0.352941;f88:0.000000;f89:-0.200000;f99:-0.594595	f100:-1.147536;f102:-0.794595;f88:-1.147536;f89:-0.947536;f99:-0.552941	UNASSIGNED
RAW_CHAR3	oto	10	1	9	33	-1.19777424483	0.933703314834	1	1	3	f100:0.000000;f102:-0.705882;f88:0.000000;f89:0.400000;f99:-0.891892	f100:-1.197774;f102:-0.491892;f88:-1.197774;f89:-1.597774;f99:-0.305882	UNASSIGNED
RAW_CHAR3	hy$	7	1	6	33	-1.19887266946	0.945802709865	1	0	3	f100:-0.545455;f102:-0.058824;f88:0.000000;f89:0.000000;f99:-0.594595	f100:-0.653418;f102:-1.140049;f88:-1.198873;f89:-1.198873;f99:-0.604278	UNASSIGNED
RAW_CHAR3	aii	6	0	6	34	-1.25023847377	1	1	0	3	f100:0.000000;f102:-0.352941;f88:0.000000;f89:-0.600000;f99:-0.297297	f100:-1.250238;f102:-0.897297;f88:-1.250238;f89:-0.650238;f99:-0.952941	UNASSIGNED
RAW_CHAR3	iin	6	0	6	34	-1.25023847377	1	1	0	3	f100:0.000000;f102:-0.352941;f88:0.000000;f89:-0.600000;f99:-0.297297	f100:-1.250238;f102:-0.897297;f88:-1.250238;f89:-0.650238;f99:-0.952941	UNASSIGNED
PAGE_HOST_CHAR3	oro	4	0	4	34	-1.2513368984	1	1	0	2	f100:-0.545455;f102:-0.705882;f88:0.000000;f89:0.000000;f99:0.000000	f100:-0.705882;f102:-0.545455;f88:-1.251337;f89:-1.251337;f99:-1.251337	UNASSIGNED
RAW_CHAR3	oro	4	0	4	34	-1.2513368984	1	1	0	2	f100:-0.545455;f102:-0.705882;f88:0.000000;f89:0.000000;f99:0.000000	f100:-0.705882;f102:-0.545455;f88:-1.251337;f89:-1.251337;f99:-1.251337	UNASSIGNED
PAGE_HOST_CHAR3	or$	11	2	9	32	-1.29726839139	0.919554022299	1	1	4	f100:0.909091;f102:-1.411765;f88:0.000000;f89:-0.200000;f99:-0.594595	f100:-2.206359;f102:0.114496;f88:-1.297268;f89:-1.097268;f99:-0.702674	UNASSIGNED
PAGE_HOST_CHAR3	os$	4	0	4	34	-1.38820638821	1	1	0	2	f100:-1.090909;f102:0.000000;f88:0.000000;f89:0.000000;f99:-0.297297	f100:-0.297297;f102:-1.388206;f88:-1.388206;f89:-1.388206;f99:-1.090909	UNASSIGNED
PAGE_HOST_CHAR3	ly$	6	0	6	34	-1.38918918919	1	1	0	2	f100:0.000000;f102:0.000000;f88:0.000000;f89:-0.200000;f99:-1.189189	f100:-1.389189;f102:-1.389189;f88:-1.389189;f89:-1.189189;f99:-0.200000	UNASSIGNED
RAW_CHAR3	ly$	6	0	6	34	-1.38918918919	1	1	0	2	f100:0.000000;f102:0.000000;f88:0.000000;f89:-0.200000;f99:-1.189189	f100:-1.389189;f102:-1.389189;f88:-1.389189;f89:-1.189189;f99:-0.200000	UNASSIGNED
RAW_CHAR3	ota	7	0	7	34	-1.49189189189	1	1	0	2	f100:0.000000;f102:0.000000;f88:0.000000;f89:-0.600000;f99:-0.891892	f100:-1.491892;f102:-1.491892;f88:-1.491892;f89:-0.891892;f99:-0.600000	UNASSIGNED
PAGE_HOST_CHAR3	oto	7	0	7	34	-1.50047694754	1	1	0	3	f100:0.000000;f102:-0.705882;f88:0.000000;f89:-0.200000;f99:-0.594595	f100:-1.500477;f102:-0.794595;f88:-1.500477;f89:-1.300477;f99:-0.905882	UNASSIGNED
PAGE_HOST_CHAR3	ol$	15	3	12	31	-1.57959242665	0.914204289786	1	2	4	f100:-1.181818;f102:0.294118;f88:0.000000;f89:0.200000;f99:-0.891892	f100:-0.397774;f102:-1.873710;f88:-1.579592;f89:-1.779592;f99:-0.687701	UNASSIGNED
PAGE_HOST_CHAR3	^or	8	0	8	34	-1.74863419569	1	1	0	4	f100:-0.545455;f102:-0.705882;f88:0.000000;f89:-0.200000;f99:-0.297297	f100:-1.203180;f102:-1.042752;f88:-1.748634;f89:-1.548634;f99:-1.451337	UNASSIGNED
PAGE_HOST_CHAR3	rol	6	0	6	34	-1.99028761382	1	1	0	4	f100:-0.545455;f102:-0.352941;f88:0.000000;f89:-0.200000;f99:-0.891892	f100:-1.444833;f102:-1.637346;f88:-1.990288;f89:-1.790288;f99:-1.098396	UNASSIGNED
