page_host	form_a	role_a	events_a	gain_a	form_b	role_b	events_b	gain_b	classification
ar	dar	LAST	51	-1.213808349353	tar	FIRST	11	6.227590094954	PROVISIONAL_CONTRAST
ar	dar	LAST	51	-1.213808349353	ar	MIDDLE	63	5.536460294950	PROVISIONAL_CONTRAST
ar	dar	LAST	51	-1.213808349353	chear	MIDDLE	8	-0.029298364525	PROVISIONAL_CONTRAST
ar	dar	LAST	51	-1.213808349353	sar	FIRST	13	3.956339315323	PROVISIONAL_CONTRAST
ar	shar	MIDDLE	13	-1.062948413748	tar	FIRST	11	6.227590094954	PROVISIONAL_CONTRAST
ar	shar	MIDDLE	13	-1.062948413748	sar	FIRST	13	3.956339315323	PROVISIONAL_CONTRAST
ar	tar	FIRST	11	6.227590094954	ar	MIDDLE	63	5.536460294950	PROVISIONAL_CONTRAST
ar	tar	FIRST	11	6.227590094954	chear	MIDDLE	8	-0.029298364525	PROVISIONAL_CONTRAST
ar	ar	MIDDLE	63	5.536460294950	sar	FIRST	13	3.956339315323	PROVISIONAL_CONTRAST
ar	chear	MIDDLE	8	-0.029298364525	sar	FIRST	13	3.956339315323	PROVISIONAL_CONTRAST
che	qotchedy	MIDDLE	9	2.973517637055	tchedy	FIRST	15	5.621436258133	STABLE_CONTRAST
che	qotchedy	MIDDLE	9	2.973517637055	dchedy	LAST	9	-0.368015772546	PROVISIONAL_CONTRAST
che	tchedy	FIRST	15	5.621436258133	dchedy	LAST	9	-0.368015772546	PROVISIONAL_CONTRAST
chol	otchol	FIRST	12	0.748335993340	dchol	LAST	11	-1.682554674537	PROVISIONAL_CONTRAST
chy	qotchy	FIRST	22	1.392693587696	otchy	MIDDLE	12	0.589055493162	PROVISIONAL_CONTRAST
d	chodaiin	LAST	20	-1.401883247789	chedaiin	FIRST	11	-1.665651898140	PROVISIONAL_CONTRAST
d	chodaiin	LAST	20	-1.401883247789	qodaiin	MIDDLE	11	1.740348209133	PROVISIONAL_CONTRAST
d	chodaiin	LAST	20	-1.401883247789	shodaiin	FIRST	8	0.462590921536	PROVISIONAL_CONTRAST
d	chodaiin	LAST	20	-1.401883247789	chdaiin	MIDDLE	8	0.972640339337	PROVISIONAL_CONTRAST
d	chedaiin	FIRST	11	-1.665651898140	odaiin	LAST	14	-0.073548371431	PROVISIONAL_CONTRAST
d	chedaiin	FIRST	11	-1.665651898140	qodaiin	MIDDLE	11	1.740348209133	PROVISIONAL_CONTRAST
d	chedaiin	FIRST	11	-1.665651898140	chdaiin	MIDDLE	8	0.972640339337	PROVISIONAL_CONTRAST
d	odaiin	LAST	14	-0.073548371431	qodaiin	MIDDLE	11	1.740348209133	PROVISIONAL_CONTRAST
d	odaiin	LAST	14	-0.073548371431	shodaiin	FIRST	8	0.462590921536	PROVISIONAL_CONTRAST
d	odaiin	LAST	14	-0.073548371431	chdaiin	MIDDLE	8	0.972640339337	PROVISIONAL_CONTRAST
d	qodaiin	MIDDLE	11	1.740348209133	shodaiin	FIRST	8	0.462590921536	PROVISIONAL_CONTRAST
d	shodaiin	FIRST	8	0.462590921536	chdaiin	MIDDLE	8	0.972640339337	PROVISIONAL_CONTRAST
e	tedy	FIRST	10	0.628215088722	otedy	LAST	39	-0.004359431626	PROVISIONAL_CONTRAST
e	tedy	FIRST	10	0.628215088722	cheedy	LAST	17	-0.498206588017	PROVISIONAL_CONTRAST
e	shedy	FIRST	117	-2.715478219363	otedy	LAST	39	-0.004359431626	PROVISIONAL_CONTRAST
e	shedy	FIRST	117	-2.715478219363	cheedy	LAST	17	-0.498206588017	PROVISIONAL_CONTRAST
e	otedy	LAST	39	-0.004359431626	qotedy	FIRST	23	-4.841801361060	PROVISIONAL_CONTRAST
e	cheedy	LAST	17	-0.498206588017	qotedy	FIRST	23	-4.841801361060	PROVISIONAL_CONTRAST
ee	oteedy	LAST	29	-0.691526009911	sheedy	MIDDLE	28	3.316438274265	PROVISIONAL_CONTRAST
ee	oteedy	LAST	29	-0.691526009911	qoteedy	FIRST	27	3.580834888987	PROVISIONAL_CONTRAST
ee	sheedy	MIDDLE	28	3.316438274265	qoteedy	FIRST	27	3.580834888987	PROVISIONAL_CONTRAST
eey	sheey	MIDDLE	36	-2.254970179114	qoteey	FIRST	11	-0.720962897926	PROVISIONAL_CONTRAST
eey	sheey	MIDDLE	36	-2.254970179114	oteey	LAST	30	-1.852807781128	PROVISIONAL_CONTRAST
eey	qoteey	FIRST	11	-0.720962897926	oteey	LAST	30	-1.852807781128	PROVISIONAL_CONTRAST
eo	sheo	MIDDLE	11	1.115177419048	sheody	LAST	8	-2.041411223924	PROVISIONAL_CONTRAST
ey	cheey	FIRST	30	-2.671893612415	shey	LAST	48	-2.438892587508	PROVISIONAL_CONTRAST
k	chkaiin	FIRST	9	-1.089363101360	kain	LAST	10	-0.860808354701	PROVISIONAL_CONTRAST
k	kaiin	FIRST	9	0.720918760319	kain	LAST	10	-0.860808354701	PROVISIONAL_CONTRAST
k	kain	LAST	10	-0.860808354701	kar	FIRST	12	1.091152901884	PROVISIONAL_CONTRAST
l	ldy	LAST	10	12.356465058104	sol	FIRST	15	8.535614264207	PROVISIONAL_CONTRAST
l	ldy	LAST	10	12.356465058104	tol	FIRST	13	10.611296056188	STABLE_CONTRAST
l	ldy	LAST	10	12.356465058104	shol	MIDDLE	54	2.204673022101	PROVISIONAL_CONTRAST
l	ldy	LAST	10	12.356465058104	olaiin	FIRST	12	-0.200614993893	PROVISIONAL_CONTRAST
l	ldy	LAST	10	12.356465058104	dol	FIRST	21	2.751482630532	STABLE_CONTRAST
l	ldy	LAST	10	12.356465058104	cheol	MIDDLE	35	0.294258380109	PROVISIONAL_CONTRAST
l	ldy	LAST	10	12.356465058104	qol	FIRST	44	-0.878061964257	PROVISIONAL_CONTRAST
l	ldy	LAST	10	12.356465058104	chol	MIDDLE	107	6.387698127922	PROVISIONAL_CONTRAST
l	sol	FIRST	15	8.535614264207	shol	MIDDLE	54	2.204673022101	PROVISIONAL_CONTRAST
l	sol	FIRST	15	8.535614264207	cheol	MIDDLE	35	0.294258380109	PROVISIONAL_CONTRAST
l	sol	FIRST	15	8.535614264207	ol	LAST	124	-0.939817704416	PROVISIONAL_CONTRAST
l	sol	FIRST	15	8.535614264207	chol	MIDDLE	107	6.387698127922	PROVISIONAL_CONTRAST
l	tol	FIRST	13	10.611296056188	shol	MIDDLE	54	2.204673022101	PROVISIONAL_CONTRAST
l	tol	FIRST	13	10.611296056188	cheol	MIDDLE	35	0.294258380109	PROVISIONAL_CONTRAST
l	tol	FIRST	13	10.611296056188	ol	LAST	124	-0.939817704416	PROVISIONAL_CONTRAST
l	tol	FIRST	13	10.611296056188	chol	MIDDLE	107	6.387698127922	PROVISIONAL_CONTRAST
l	shol	MIDDLE	54	2.204673022101	olaiin	FIRST	12	-0.200614993893	PROVISIONAL_CONTRAST
l	shol	MIDDLE	54	2.204673022101	dol	FIRST	21	2.751482630532	PROVISIONAL_CONTRAST
l	shol	MIDDLE	54	2.204673022101	ol	LAST	124	-0.939817704416	PROVISIONAL_CONTRAST
l	shol	MIDDLE	54	2.204673022101	qol	FIRST	44	-0.878061964257	PROVISIONAL_CONTRAST
l	olaiin	FIRST	12	-0.200614993893	cheol	MIDDLE	35	0.294258380109	PROVISIONAL_CONTRAST
l	olaiin	FIRST	12	-0.200614993893	ol	LAST	124	-0.939817704416	PROVISIONAL_CONTRAST
l	olaiin	FIRST	12	-0.200614993893	chol	MIDDLE	107	6.387698127922	PROVISIONAL_CONTRAST
l	dol	FIRST	21	2.751482630532	cheol	MIDDLE	35	0.294258380109	PROVISIONAL_CONTRAST
l	dol	FIRST	21	2.751482630532	ol	LAST	124	-0.939817704416	PROVISIONAL_CONTRAST
l	dol	FIRST	21	2.751482630532	chol	MIDDLE	107	6.387698127922	PROVISIONAL_CONTRAST
l	cheol	MIDDLE	35	0.294258380109	ol	LAST	124	-0.939817704416	PROVISIONAL_CONTRAST
l	cheol	MIDDLE	35	0.294258380109	qol	FIRST	44	-0.878061964257	PROVISIONAL_CONTRAST
l	ol	LAST	124	-0.939817704416	qol	FIRST	44	-0.878061964257	PROVISIONAL_CONTRAST
l	ol	LAST	124	-0.939817704416	chol	MIDDLE	107	6.387698127922	PROVISIONAL_CONTRAST
l	qol	FIRST	44	-0.878061964257	chol	MIDDLE	107	6.387698127922	PROVISIONAL_CONTRAST
o	sho	FIRST	34	11.846465478187	cheody	LAST	18	3.225179877961	PROVISIONAL_CONTRAST
o	sho	FIRST	34	11.846465478187	ody	MIDDLE	10	0.901193609592	PROVISIONAL_CONTRAST
o	sho	FIRST	34	11.846465478187	cheo	MIDDLE	12	1.848590062152	PROVISIONAL_CONTRAST
o	sho	FIRST	34	11.846465478187	qo	MIDDLE	10	0.257805365652	PROVISIONAL_CONTRAST
o	sho	FIRST	34	11.846465478187	cho	MIDDLE	13	2.034081586804	PROVISIONAL_CONTRAST
o	sho	FIRST	34	11.846465478187	shody	LAST	18	1.494645885221	PROVISIONAL_CONTRAST
o	sho	FIRST	34	11.846465478187	chody	LAST	21	0.259209023562	PROVISIONAL_CONTRAST
o	cheody	LAST	18	3.225179877961	ody	MIDDLE	10	0.901193609592	PROVISIONAL_CONTRAST
o	cheody	LAST	18	3.225179877961	cheo	MIDDLE	12	1.848590062152	PROVISIONAL_CONTRAST
o	cheody	LAST	18	3.225179877961	qo	MIDDLE	10	0.257805365652	PROVISIONAL_CONTRAST
o	cheody	LAST	18	3.225179877961	cho	MIDDLE	13	2.034081586804	PROVISIONAL_CONTRAST
o	ody	MIDDLE	10	0.901193609592	shody	LAST	18	1.494645885221	PROVISIONAL_CONTRAST
o	ody	MIDDLE	10	0.901193609592	chody	LAST	21	0.259209023562	PROVISIONAL_CONTRAST
o	cheo	MIDDLE	12	1.848590062152	shody	LAST	18	1.494645885221	PROVISIONAL_CONTRAST
o	cheo	MIDDLE	12	1.848590062152	chody	LAST	21	0.259209023562	PROVISIONAL_CONTRAST
o	qo	MIDDLE	10	0.257805365652	shody	LAST	18	1.494645885221	PROVISIONAL_CONTRAST
o	qo	MIDDLE	10	0.257805365652	chody	LAST	21	0.259209023562	PROVISIONAL_CONTRAST
o	cho	MIDDLE	13	2.034081586804	shody	LAST	18	1.494645885221	PROVISIONAL_CONTRAST
o	cho	MIDDLE	13	2.034081586804	chody	LAST	21	0.259209023562	PROVISIONAL_CONTRAST
ok	okain	LAST	33	-1.648410048001	qokain	FIRST	81	-1.133366853881	PROVISIONAL_CONTRAST
ok	okain	LAST	33	-1.648410048001	okar	FIRST	23	0.369380870096	PROVISIONAL_CONTRAST
ok	okain	LAST	33	-1.648410048001	qokaiin	FIRST	85	-0.245442865216	PROVISIONAL_CONTRAST
ok	okain	LAST	33	-1.648410048001	qokar	MIDDLE	46	0.236537755229	PROVISIONAL_CONTRAST
ok	okain	LAST	33	-1.648410048001	qokal	MIDDLE	46	-3.337298426026	PROVISIONAL_CONTRAST
ok	qokain	FIRST	81	-1.133366853881	okal	LAST	22	-0.719430345141	PROVISIONAL_CONTRAST
ok	qokain	FIRST	81	-1.133366853881	qokar	MIDDLE	46	0.236537755229	PROVISIONAL_CONTRAST
ok	qokain	FIRST	81	-1.133366853881	qokal	MIDDLE	46	-3.337298426026	PROVISIONAL_CONTRAST
ok	qokain	FIRST	81	-1.133366853881	okaiin	LAST	63	-1.912394088409	PROVISIONAL_CONTRAST
ok	okar	FIRST	23	0.369380870096	okal	LAST	22	-0.719430345141	PROVISIONAL_CONTRAST
ok	okar	FIRST	23	0.369380870096	qokar	MIDDLE	46	0.236537755229	PROVISIONAL_CONTRAST
ok	okar	FIRST	23	0.369380870096	qokal	MIDDLE	46	-3.337298426026	PROVISIONAL_CONTRAST
ok	okar	FIRST	23	0.369380870096	okaiin	LAST	63	-1.912394088409	PROVISIONAL_CONTRAST
ok	qokaiin	FIRST	85	-0.245442865216	okal	LAST	22	-0.719430345141	PROVISIONAL_CONTRAST
ok	qokaiin	FIRST	85	-0.245442865216	qokar	MIDDLE	46	0.236537755229	PROVISIONAL_CONTRAST
ok	qokaiin	FIRST	85	-0.245442865216	qokal	MIDDLE	46	-3.337298426026	PROVISIONAL_CONTRAST
ok	qokaiin	FIRST	85	-0.245442865216	okaiin	LAST	63	-1.912394088409	PROVISIONAL_CONTRAST
ok	okal	LAST	22	-0.719430345141	qokar	MIDDLE	46	0.236537755229	PROVISIONAL_CONTRAST
ok	okal	LAST	22	-0.719430345141	qokal	MIDDLE	46	-3.337298426026	PROVISIONAL_CONTRAST
ok	qokar	MIDDLE	46	0.236537755229	okaiin	LAST	63	-1.912394088409	PROVISIONAL_CONTRAST
ok	qokal	MIDDLE	46	-3.337298426026	okaiin	LAST	63	-1.912394088409	PROVISIONAL_CONTRAST
oke	okedy	LAST	18	-1.159618298873	qokedy	FIRST	93	-1.770223928971	PROVISIONAL_CONTRAST
okee	qokeedy	FIRST	99	-0.129767444464	okeedy	LAST	24	0.599379846248	PROVISIONAL_CONTRAST
okeey	qokeey	LAST	90	-1.294281297579	okeey	MIDDLE	22	0.395349928204	PROVISIONAL_CONTRAST
okey	okey	LAST	8	1.331674440641	qokey	FIRST	25	-0.112105813512	PROVISIONAL_CONTRAST
okol	okol	LAST	14	-2.340042656845	qokol	FIRST	29	0.520570398215	PROVISIONAL_CONTRAST
oky	choky	LAST	14	-0.159992285012	qoky	FIRST	39	-1.664459831844	PROVISIONAL_CONTRAST
oky	choky	LAST	14	-0.159992285012	oky	FIRST	25	-1.515317514690	PROVISIONAL_CONTRAST
ol	qotol	FIRST	20	0.391578899145	otol	LAST	27	-2.889346849139	PROVISIONAL_CONTRAST
or	oraiin	LAST	8	-0.260654161965	sor	FIRST	13	8.333093654171	PROVISIONAL_CONTRAST
or	oraiin	LAST	8	-0.260654161965	chor	MIDDLE	65	7.119523018081	PROVISIONAL_CONTRAST
or	oraiin	LAST	8	-0.260654161965	cheor	MIDDLE	21	3.309548084418	PROVISIONAL_CONTRAST
or	oraiin	LAST	8	-0.260654161965	shor	FIRST	33	1.266147663155	PROVISIONAL_CONTRAST
or	oraiin	LAST	8	-0.260654161965	dor	FIRST	15	1.614586011939	PROVISIONAL_CONTRAST
or	sor	FIRST	13	8.333093654171	chor	MIDDLE	65	7.119523018081	PROVISIONAL_CONTRAST
or	sor	FIRST	13	8.333093654171	or	LAST	65	-2.621980719810	PROVISIONAL_CONTRAST
or	sor	FIRST	13	8.333093654171	cheor	MIDDLE	21	3.309548084418	PROVISIONAL_CONTRAST
or	chor	MIDDLE	65	7.119523018081	or	LAST	65	-2.621980719810	PROVISIONAL_CONTRAST
or	chor	MIDDLE	65	7.119523018081	shor	FIRST	33	1.266147663155	PROVISIONAL_CONTRAST
or	chor	MIDDLE	65	7.119523018081	dor	FIRST	15	1.614586011939	PROVISIONAL_CONTRAST
or	or	LAST	65	-2.621980719810	cheor	MIDDLE	21	3.309548084418	PROVISIONAL_CONTRAST
or	or	LAST	65	-2.621980719810	shor	FIRST	33	1.266147663155	PROVISIONAL_CONTRAST
or	or	LAST	65	-2.621980719810	dor	FIRST	15	1.614586011939	PROVISIONAL_CONTRAST
or	cheor	MIDDLE	21	3.309548084418	shor	FIRST	33	1.266147663155	PROVISIONAL_CONTRAST
or	cheor	MIDDLE	21	3.309548084418	dor	FIRST	15	1.614586011939	PROVISIONAL_CONTRAST
ot	otal	LAST	37	-2.351333915215	qotain	FIRST	20	2.120730903916	PROVISIONAL_CONTRAST
ot	otal	LAST	37	-2.351333915215	qotal	FIRST	21	-2.571639768598	PROVISIONAL_CONTRAST
ot	otal	LAST	37	-2.351333915215	otar	FIRST	34	-1.069819654659	PROVISIONAL_CONTRAST
ot	otal	LAST	37	-2.351333915215	qotaiin	FIRST	26	-1.239765080075	PROVISIONAL_CONTRAST
ot	otal	LAST	37	-2.351333915215	otaiin	MIDDLE	44	-2.509517399449	PROVISIONAL_CONTRAST
ot	otal	LAST	37	-2.351333915215	otain	FIRST	31	-2.845356814771	PROVISIONAL_CONTRAST
ot	qotain	FIRST	20	2.120730903916	qotar	LAST	15	0.032444977501	PROVISIONAL_CONTRAST
ot	qotain	FIRST	20	2.120730903916	otaiin	MIDDLE	44	-2.509517399449	PROVISIONAL_CONTRAST
ot	qotar	LAST	15	0.032444977501	qotal	FIRST	21	-2.571639768598	PROVISIONAL_CONTRAST
ot	qotar	LAST	15	0.032444977501	otar	FIRST	34	-1.069819654659	PROVISIONAL_CONTRAST
ot	qotar	LAST	15	0.032444977501	qotaiin	FIRST	26	-1.239765080075	PROVISIONAL_CONTRAST
ot	qotar	LAST	15	0.032444977501	otaiin	MIDDLE	44	-2.509517399449	PROVISIONAL_CONTRAST
ot	qotar	LAST	15	0.032444977501	otain	FIRST	31	-2.845356814771	PROVISIONAL_CONTRAST
ot	qotal	FIRST	21	-2.571639768598	otaiin	MIDDLE	44	-2.509517399449	PROVISIONAL_CONTRAST
ot	otar	FIRST	34	-1.069819654659	otaiin	MIDDLE	44	-2.509517399449	PROVISIONAL_CONTRAST
ot	qotaiin	FIRST	26	-1.239765080075	otaiin	MIDDLE	44	-2.509517399449	PROVISIONAL_CONTRAST
ot	otaiin	MIDDLE	44	-2.509517399449	otain	FIRST	31	-2.845356814771	PROVISIONAL_CONTRAST
y	choty	FIRST	14	-2.518116010903	chy	MIDDLE	41	2.931009773146	PROVISIONAL_CONTRAST
y	choty	FIRST	14	-2.518116010903	chedy	MIDDLE	132	2.327555474388	PROVISIONAL_CONTRAST
y	choty	FIRST	14	-2.518116010903	sy	LAST	8	4.036901515875	PROVISIONAL_CONTRAST
y	choty	FIRST	14	-2.518116010903	shy	LAST	23	-2.026137001721	PROVISIONAL_CONTRAST
y	choty	FIRST	14	-2.518116010903	dy	LAST	47	7.932767089802	PROVISIONAL_CONTRAST
y	choty	FIRST	14	-2.518116010903	qoty	LAST	25	-2.415872126404	PROVISIONAL_CONTRAST
y	choty	FIRST	14	-2.518116010903	chey	MIDDLE	81	1.873070327000	PROVISIONAL_CONTRAST
y	choty	FIRST	14	-2.518116010903	chdy	MIDDLE	43	3.134192117231	PROVISIONAL_CONTRAST
y	chy	MIDDLE	41	2.931009773146	sy	LAST	8	4.036901515875	PROVISIONAL_CONTRAST
y	chy	MIDDLE	41	2.931009773146	shy	LAST	23	-2.026137001721	PROVISIONAL_CONTRAST
y	chy	MIDDLE	41	2.931009773146	y	FIRST	26	7.998716246935	PROVISIONAL_CONTRAST
y	chy	MIDDLE	41	2.931009773146	dy	LAST	47	7.932767089802	PROVISIONAL_CONTRAST
y	chy	MIDDLE	41	2.931009773146	qoty	LAST	25	-2.415872126404	PROVISIONAL_CONTRAST
y	chy	MIDDLE	41	2.931009773146	oty	FIRST	27	-0.539807946708	PROVISIONAL_CONTRAST
y	chy	MIDDLE	41	2.931009773146	shdy	FIRST	11	-2.025238167237	PROVISIONAL_CONTRAST
y	chedy	MIDDLE	132	2.327555474388	sy	LAST	8	4.036901515875	PROVISIONAL_CONTRAST
y	chedy	MIDDLE	132	2.327555474388	shy	LAST	23	-2.026137001721	PROVISIONAL_CONTRAST
y	chedy	MIDDLE	132	2.327555474388	y	FIRST	26	7.998716246935	PROVISIONAL_CONTRAST
y	chedy	MIDDLE	132	2.327555474388	dy	LAST	47	7.932767089802	PROVISIONAL_CONTRAST
y	chedy	MIDDLE	132	2.327555474388	qoty	LAST	25	-2.415872126404	PROVISIONAL_CONTRAST
y	chedy	MIDDLE	132	2.327555474388	oty	FIRST	27	-0.539807946708	PROVISIONAL_CONTRAST
y	chedy	MIDDLE	132	2.327555474388	shdy	FIRST	11	-2.025238167237	PROVISIONAL_CONTRAST
y	sy	LAST	8	4.036901515875	y	FIRST	26	7.998716246935	PROVISIONAL_CONTRAST
y	sy	LAST	8	4.036901515875	oty	FIRST	27	-0.539807946708	PROVISIONAL_CONTRAST
y	sy	LAST	8	4.036901515875	shdy	FIRST	11	-2.025238167237	PROVISIONAL_CONTRAST
y	sy	LAST	8	4.036901515875	chey	MIDDLE	81	1.873070327000	PROVISIONAL_CONTRAST
y	sy	LAST	8	4.036901515875	chdy	MIDDLE	43	3.134192117231	PROVISIONAL_CONTRAST
y	shy	LAST	23	-2.026137001721	y	FIRST	26	7.998716246935	PROVISIONAL_CONTRAST
y	shy	LAST	23	-2.026137001721	oty	FIRST	27	-0.539807946708	PROVISIONAL_CONTRAST
y	shy	LAST	23	-2.026137001721	shdy	FIRST	11	-2.025238167237	PROVISIONAL_CONTRAST
y	shy	LAST	23	-2.026137001721	chey	MIDDLE	81	1.873070327000	PROVISIONAL_CONTRAST
y	shy	LAST	23	-2.026137001721	chdy	MIDDLE	43	3.134192117231	PROVISIONAL_CONTRAST
y	y	FIRST	26	7.998716246935	dy	LAST	47	7.932767089802	PROVISIONAL_CONTRAST
y	y	FIRST	26	7.998716246935	qoty	LAST	25	-2.415872126404	PROVISIONAL_CONTRAST
y	y	FIRST	26	7.998716246935	chey	MIDDLE	81	1.873070327000	PROVISIONAL_CONTRAST
y	y	FIRST	26	7.998716246935	chdy	MIDDLE	43	3.134192117231	PROVISIONAL_CONTRAST
y	dy	LAST	47	7.932767089802	oty	FIRST	27	-0.539807946708	PROVISIONAL_CONTRAST
y	dy	LAST	47	7.932767089802	shdy	FIRST	11	-2.025238167237	PROVISIONAL_CONTRAST
y	dy	LAST	47	7.932767089802	chey	MIDDLE	81	1.873070327000	PROVISIONAL_CONTRAST
y	dy	LAST	47	7.932767089802	chdy	MIDDLE	43	3.134192117231	PROVISIONAL_CONTRAST
y	qoty	LAST	25	-2.415872126404	oty	FIRST	27	-0.539807946708	PROVISIONAL_CONTRAST
y	qoty	LAST	25	-2.415872126404	shdy	FIRST	11	-2.025238167237	PROVISIONAL_CONTRAST
y	qoty	LAST	25	-2.415872126404	chey	MIDDLE	81	1.873070327000	PROVISIONAL_CONTRAST
y	qoty	LAST	25	-2.415872126404	chdy	MIDDLE	43	3.134192117231	PROVISIONAL_CONTRAST
y	oty	FIRST	27	-0.539807946708	chey	MIDDLE	81	1.873070327000	PROVISIONAL_CONTRAST
y	oty	FIRST	27	-0.539807946708	chdy	MIDDLE	43	3.134192117231	PROVISIONAL_CONTRAST
y	shdy	FIRST	11	-2.025238167237	chey	MIDDLE	81	1.873070327000	PROVISIONAL_CONTRAST
y	shdy	FIRST	11	-2.025238167237	chdy	MIDDLE	43	3.134192117231	PROVISIONAL_CONTRAST
yk	ykar	LAST	8	-0.266629932080	ykaiin	MIDDLE	8	-0.333816449011	PROVISIONAL_CONTRAST
