site_id	book	record_id	surface_bare	expanded_truth	page_host	compiler_signature	raw_prediction	page_host_prediction	compiler_prediction	contrast
AS5C82EC498880D4	Band3	NB_B3_R000468	Groſſe	Groſſen	gross	NONE|NONE|NONE|e|1	grossem	grossen	haben	HOST_CORRECT_RAW_WRONG
AS4849AEF8D321B8	Band3	NB_B3_R000476	eine	einen	ein	NONE|NONE|NONE|e|1	einem	einen	haben	HOST_CORRECT_RAW_WRONG
ASADCB2227DA4309	Band3	NB_B3_R000482	eine	einen	ein	NONE|NONE|NONE|e|1	einem	einen	haben	HOST_CORRECT_RAW_WRONG
AS0DF50C3CF19328	Band3	NB_B3_R000488	eine	einen	ein	NONE|NONE|NONE|e|1	einem	einen	haben	HOST_CORRECT_RAW_WRONG
ASBF519E2CAAD9E5	Band3	NB_B3_R000488	eine	einen	ein	NONE|NONE|NONE|e|1	einem	einen	haben	HOST_CORRECT_RAW_WRONG
ASE8A02371640A57	Band3	NB_B3_R000489	eine	einen	ein	NONE|NONE|NONE|e|1	einem	einen	haben	HOST_CORRECT_RAW_WRONG
ASFF6643828E2FA8	Band3	NB_B3_R000489	eine	einen	ein	NONE|NONE|NONE|e|1	einem	einen	haben	HOST_CORRECT_RAW_WRONG
ASAB63A083E977AA	Band3	NB_B3_R000505	vtrage	vertragen	vtrag	NONE|NONE|NONE|e|1	vertrage	vertragen	haben	HOST_CORRECT_RAW_WRONG
AS0FAAB78778FD84	Band3	NB_B3_R000509	eine	einen	ein	NONE|NONE|NONE|e|1	einem	einen	haben	HOST_CORRECT_RAW_WRONG
AS0B7936A27649FF	Band3	NB_B3_R000516	eine	einen	ein	NONE|NONE|NONE|e|1	einem	einen	haben	HOST_CORRECT_RAW_WRONG
ASE8F3958F6673DF	Band3	NB_B3_R000516	eine	einen	ein	NONE|NONE|NONE|e|1	einem	einen	haben	HOST_CORRECT_RAW_WRONG
AS762A9F55099491	Band3	NB_B3_R000525	wıll	wıllen	wil	NONE|NONE|NONE|l|1	willig	willen	ernstlich	HOST_CORRECT_RAW_WRONG
ASBCE7EFD9AD80B7	Band3	NB_B3_R000528	eine	einen	ein	NONE|NONE|NONE|e|1	einem	einen	haben	HOST_CORRECT_RAW_WRONG
AS67A92D52951210	Band3	NB_B3_R000545	eıne	eınen	ein	NONE|NONE|NONE|e|1	einem	einen	haben	HOST_CORRECT_RAW_WRONG
AS9A73CEF77BF7CD	Band3	NB_B3_R000567	eine	einen	ein	NONE|NONE|NONE|e|1	einem	einen	haben	HOST_CORRECT_RAW_WRONG
ASE70D668BD701BA	Band3	NB_B3_R000604	vſtünde	verſtünden	stünde	v|NONE|NONE|NONE|1	verstünde	verstünden	vernemen	HOST_CORRECT_RAW_WRONG
AS6573D7DEB4DC82	Band3	NB_B3_R000733	eine	einen	ein	NONE|NONE|NONE|e|1	einem	einen	haben	HOST_CORRECT_RAW_WRONG
AS1B1D129DE3966F	Band3	NB_B3_R000754	eine	einen	ein	NONE|NONE|NONE|e|1	einem	einen	haben	HOST_CORRECT_RAW_WRONG
AS1AFF0764CE7269	Band3	NB_B3_R000772	Hanſ	Hanſen	hans	NONE|NONE|NONE|NONE|1	hanns	hansen	haben	HOST_CORRECT_RAW_WRONG
AS00F6AE74DEAF6F	Band3	NB_B3_R000791	vnſ	vnſern	vns	NONE|NONE|NONE|NONE|1	vnser	vnsern	haben	HOST_CORRECT_RAW_WRONG
AS800D188987D813	Band3	NB_B3_R000865	eine	einen	ein	NONE|NONE|NONE|e|1	einem	einen	haben	HOST_CORRECT_RAW_WRONG
ASFC1DD0F9548666	Band3	NB_B3_R000868	vnſ	vnſern	vns	NONE|NONE|NONE|NONE|1	vnser	vnsern	haben	HOST_CORRECT_RAW_WRONG
AS14BCE6EE308271	Band3	NB_B3_R000875	eıne	eınen	ein	NONE|NONE|NONE|e|1	einem	einen	haben	HOST_CORRECT_RAW_WRONG
ASCEE69AA40CB49F	Band3	NB_B3_R000905	diene	diener	die	NONE|NONE|n|e|1	dienen	diener	dienen	HOST_CORRECT_RAW_WRONG
AS681A1D8639E1ED	Band3	NB_B3_R000909	eine	einen	ein	NONE|NONE|NONE|e|1	einem	einen	haben	HOST_CORRECT_RAW_WRONG
AS41F9B297630B4A	Band3	NB_B3_R000936	vnſ	vnſern	vns	NONE|NONE|NONE|NONE|1	vnser	vnsern	haben	HOST_CORRECT_RAW_WRONG
ASFF7A87106E2009	Band3	NB_B3_R000944	Hanſ	Hanſen	hans	NONE|NONE|NONE|NONE|1	hanns	hansen	haben	HOST_CORRECT_RAW_WRONG
ASA5562896A41BFE	Band3	NB_B3_R000952	eine	einen	ein	NONE|NONE|NONE|e|1	einem	einen	haben	HOST_CORRECT_RAW_WRONG
AS5155755EAF0093	Band3	NB_B3_R000960	vnſen	vnſern	vns	NONE|NONE|NONE|en|1	vnseren	vnsern	egenanten	HOST_CORRECT_RAW_WRONG
AS62FE144A69156D	Band3	NB_B3_R000995	eine	einen	ein	NONE|NONE|NONE|e|1	einem	einen	haben	HOST_CORRECT_RAW_WRONG
AS37A3A14C7ACBE0	Band3	NB_B3_R000996	eıne	eınen	ein	NONE|NONE|NONE|e|1	einem	einen	haben	HOST_CORRECT_RAW_WRONG
AS3CCF9DA69AB45F	Band3	NB_B3_R000999	Rıtte	Rıtter	ritt	NONE|NONE|NONE|e|1	ritten	ritter	haben	HOST_CORRECT_RAW_WRONG
ASCF534E1984FD07	Band3	NB_B3_R001003	eine	einen	ein	NONE|NONE|NONE|e|1	einem	einen	haben	HOST_CORRECT_RAW_WRONG
AS3F3A18C8A94F21	Band3	NB_B3_R001045	eine	einen	ein	NONE|NONE|NONE|e|1	einem	einen	haben	HOST_CORRECT_RAW_WRONG
AS62B662FF9FB5D2	Band3	NB_B3_R001072	eine	einen	ein	NONE|NONE|NONE|e|1	einem	einen	haben	HOST_CORRECT_RAW_WRONG
ASC833952E95F344	Band3	NB_B3_R001080	Hanſ	Hanſen	hans	NONE|NONE|NONE|NONE|1	hanns	hansen	haben	HOST_CORRECT_RAW_WRONG
AS13F9627DAEA1D2	Band3	NB_B3_R001086	eine	einen	ein	NONE|NONE|NONE|e|1	einem	einen	haben	HOST_CORRECT_RAW_WRONG
AS450FBE653FA625	Band3	NB_B3_R001118	eine	einen	ein	NONE|NONE|NONE|e|1	einem	einen	haben	HOST_CORRECT_RAW_WRONG
AS120B049AAADE0E	Band3	NB_B3_R001180	eine	einen	ein	NONE|NONE|NONE|e|1	einem	einen	haben	HOST_CORRECT_RAW_WRONG
AS1EF2141A2E9CC5	Band3	NB_B3_R001188	eine	einen	ein	NONE|NONE|NONE|e|1	einem	einen	haben	HOST_CORRECT_RAW_WRONG
AS8922D1059D5C0D	Band3	NB_B3_R001188	eine	einen	ein	NONE|NONE|NONE|e|1	einem	einen	haben	HOST_CORRECT_RAW_WRONG
AS7CE4378E582126	Band3	NB_B3_R001192	eıne	eınen	ein	NONE|NONE|NONE|e|1	einem	einen	haben	HOST_CORRECT_RAW_WRONG
ASC69FE2824A9CB3	Band3	NB_B3_R001192	eine	einen	ein	NONE|NONE|NONE|e|1	einem	einen	haben	HOST_CORRECT_RAW_WRONG
AS17B44A6612C952	Band3	NB_B3_R001220	eıne	eınen	ein	NONE|NONE|NONE|e|1	einem	einen	haben	HOST_CORRECT_RAW_WRONG
ASB2A44099E93A0E	Band3	NB_B3_R001229	eıne	eınen	ein	NONE|NONE|NONE|e|1	einem	einen	haben	HOST_CORRECT_RAW_WRONG
AS4AEDB905689566	Band3	NB_B3_R001261	eine	einen	ein	NONE|NONE|NONE|e|1	einem	einen	haben	HOST_CORRECT_RAW_WRONG
ASA868A8FDCE6A34	Band3	NB_B3_R001261	vngeulıch	vngeuerlıchen	vngeulich	NONE|NONE|NONE|NONE|1	vngeuerlich	vngeuerlichen	haben	HOST_CORRECT_RAW_WRONG
ASE8104E163AC4CF	Band3	NB_B3_R001270	eine	einen	ein	NONE|NONE|NONE|e|1	einem	einen	haben	HOST_CORRECT_RAW_WRONG
AS8A6F95E2A88E9E	Band3	NB_B3_R001286	eine	einen	ein	NONE|NONE|NONE|e|1	einem	einen	haben	HOST_CORRECT_RAW_WRONG
ASD9C60E04198203	Band3	NB_B3_R001287	eine	einen	ein	NONE|NONE|NONE|e|1	einem	einen	haben	HOST_CORRECT_RAW_WRONG
AS3D6A6A912C199E	Band3	NB_B3_R001298	vngeulıch	vngeuerlıchen	vngeulich	NONE|NONE|NONE|NONE|1	vngeuerlich	vngeuerlichen	haben	HOST_CORRECT_RAW_WRONG
AS59025BA1442E00	Band3	NB_B3_R001298	eıne	eınen	ein	NONE|NONE|NONE|e|1	einem	einen	haben	HOST_CORRECT_RAW_WRONG
ASAF47ED4499D15F	Band3	NB_B3_R001318	eıne	eınen	ein	NONE|NONE|NONE|e|1	einem	einen	haben	HOST_CORRECT_RAW_WRONG
ASC77FDB0357FFF7	Band3	NB_B3_R001318	eıne	eınen	ein	NONE|NONE|NONE|e|1	einem	einen	haben	HOST_CORRECT_RAW_WRONG
AS8D80C1CE6BA9E4	Band3	NB_B3_R001329	eıne	eınen	ein	NONE|NONE|NONE|e|1	einem	einen	haben	HOST_CORRECT_RAW_WRONG
AS3212E5A12AAC60	Band3	NB_B3_R001338	eine	einen	ein	NONE|NONE|NONE|e|1	einem	einen	haben	HOST_CORRECT_RAW_WRONG
AS908CCAD055096B	Band3	NB_B3_R001351	eıne	eınen	ein	NONE|NONE|NONE|e|1	einem	einen	haben	HOST_CORRECT_RAW_WRONG
AS6E02B6D36A882C	Band3	NB_B3_R001354	eine	einen	ein	NONE|NONE|NONE|e|1	einem	einen	haben	HOST_CORRECT_RAW_WRONG
ASEC10E1A1749697	Band3	NB_B3_R001367	eine	einen	ein	NONE|NONE|NONE|e|1	einem	einen	haben	HOST_CORRECT_RAW_WRONG
AS9F7757C49F78DB	Band3	NB_B3_R001392	eine	einen	ein	NONE|NONE|NONE|e|1	einem	einen	haben	HOST_CORRECT_RAW_WRONG
AS2F294EA2502AB1	Band3	NB_B3_R001399	eine	einen	ein	NONE|NONE|NONE|e|1	einem	einen	haben	HOST_CORRECT_RAW_WRONG
ASDE7FAC440A96DE	Band3	NB_B3_R001409	eine	einen	ein	NONE|NONE|NONE|e|1	einem	einen	haben	HOST_CORRECT_RAW_WRONG
AS2A8AF558BC2DB1	Band3	NB_B3_R001417	helffn	helffen	helff	NONE|NONE|NONE|n|1	helffern	helffen	vnsern	HOST_CORRECT_RAW_WRONG
ASE6E189BBADCFE7	Band3	NB_B3_R001423	eine	einen	ein	NONE|NONE|NONE|e|1	einem	einen	haben	HOST_CORRECT_RAW_WRONG
ASA7B13CED0996B9	Band3	NB_B3_R001430	yemande	yemanden	yemand	NONE|NONE|NONE|e|1	yemandem	yemanden	haben	HOST_CORRECT_RAW_WRONG
AS0D29C4451E1009	Band3	NB_B3_R001433	eine	einen	ein	NONE|NONE|NONE|e|1	einem	einen	haben	HOST_CORRECT_RAW_WRONG
AS10A3B0CACDEA7B	Band3	NB_B3_R001464	yemande	yemanden	yemand	NONE|NONE|NONE|e|1	yemandem	yemanden	haben	HOST_CORRECT_RAW_WRONG
AS1DD95D621880B1	Band3	NB_B3_R001475	vkünde	verkünden	vkünd	NONE|NONE|NONE|e|1	verkünde	verkünden	haben	HOST_CORRECT_RAW_WRONG
AS890DC465AC84B6	Band3	NB_B3_R001489	vnſ	vnſern	vns	NONE|NONE|NONE|NONE|1	vnser	vnsern	haben	HOST_CORRECT_RAW_WRONG
AS227AAFB4234F25	Band3	NB_B3_R001501	eine	einen	ein	NONE|NONE|NONE|e|1	einem	einen	haben	HOST_CORRECT_RAW_WRONG
AS5BF0F79A0D4EA9	Band3	NB_B3_R001530	eıne	eınen	ein	NONE|NONE|NONE|e|1	einem	einen	haben	HOST_CORRECT_RAW_WRONG
AS19C16DE4D2E94A	Band3	NB_B3_R001540	eıne	eınen	ein	NONE|NONE|NONE|e|1	einem	einen	haben	HOST_CORRECT_RAW_WRONG
ASD429E3950348E7	Band4	NB_B4_R001556	Hanſ	Hanſen	hans	NONE|NONE|NONE|NONE|1	hanns	hansen	haben	HOST_CORRECT_RAW_WRONG
AS43D65C7AC5E48F	Band4	NB_B4_R001560	Hanſ	Hanſen	hans	NONE|NONE|NONE|NONE|1	hanns	hansen	haben	HOST_CORRECT_RAW_WRONG
ASA93127CDD536E7	Band4	NB_B4_R001560	vantwurt	verantwurten	antwurt	v|NONE|NONE|NONE|1	verantwurt	verantwurten	vernemen	HOST_CORRECT_RAW_WRONG
ASC012049881ABC9	Band4	NB_B4_R001571	gut	guten	gut	NONE|NONE|NONE|NONE|1	guter	guten	haben	HOST_CORRECT_RAW_WRONG
AS5CF485E64955B0	Band4	NB_B4_R001572	hanſ	hanſen	hans	NONE|NONE|NONE|NONE|1	hanns	hansen	haben	HOST_CORRECT_RAW_WRONG
AS609E514596BD66	Band4	NB_B4_R001572	vantwurt	verantwurten	antwurt	v|NONE|NONE|NONE|1	verantwurt	verantwurten	vernemen	HOST_CORRECT_RAW_WRONG
ASCEA61A0363D78E	Band4	NB_B4_R001573	hanſ	hanſen	hans	NONE|NONE|NONE|NONE|1	hanns	hansen	haben	HOST_CORRECT_RAW_WRONG
AS65A276F35E2A89	Band4	NB_B4_R001578	gut	guten	gut	NONE|NONE|NONE|NONE|1	guter	guten	haben	HOST_CORRECT_RAW_WRONG
AS6A83529D137F23	Band4	NB_B4_R001578	etlıch	etlıchen	etlich	NONE|NONE|NONE|NONE|1	etlicher	etlichen	haben	HOST_CORRECT_RAW_WRONG
AS6313EEA77F38C7	Band4	NB_B4_R001583	Hanſ	Hanſen	hans	NONE|NONE|NONE|NONE|1	hanns	hansen	haben	HOST_CORRECT_RAW_WRONG
ASDF94D7E249858B	Band4	NB_B4_R001587	Ratg	Ratgeſellen	ratg	NONE|NONE|NONE|NONE|1	ratgesell	ratgesellen	haben	HOST_CORRECT_RAW_WRONG
ASB042C0269B9A05	Band4	NB_B4_R001590	hab	haben	hab	NONE|NONE|NONE|NONE|1	hab	haben	haben	HOST_CORRECT_RAW_WRONG
AS2AB0EC5661A846	Band4	NB_B4_R001591	hab	haben	hab	NONE|NONE|NONE|NONE|1	hab	haben	haben	HOST_CORRECT_RAW_WRONG
AS2CF3256ADA9170	Band4	NB_B4_R001591	Hanſ	Hanſen	hans	NONE|NONE|NONE|NONE|1	hanns	hansen	haben	HOST_CORRECT_RAW_WRONG
AS6ADCF3E194CB72	Band4	NB_B4_R001592	hanſ	hanſen	hans	NONE|NONE|NONE|NONE|1	hanns	hansen	haben	HOST_CORRECT_RAW_WRONG
AS93E1CDF98E2862	Band4	NB_B4_R001592	Hans	Hansen	hans	NONE|NONE|NONE|NONE|1	hanns	hansen	haben	HOST_CORRECT_RAW_WRONG
ASE5D5D6F70D6576	Band4	NB_B4_R001592	frewntl	frewntlichen	frewntl	NONE|NONE|NONE|NONE|1	frewntlich	frewntlichen	haben	HOST_CORRECT_RAW_WRONG
AS302F66751B7230	Band4	NB_B4_R001595	eine	einen	ein	NONE|NONE|NONE|e|1	einem	einen	haben	HOST_CORRECT_RAW_WRONG
AS68F17CA98F80A8	Band4	NB_B4_R001603	eine	einen	ein	NONE|NONE|NONE|e|1	einem	einen	haben	HOST_CORRECT_RAW_WRONG
AS2ECDA770F02309	Band4	NB_B4_R001614	vantwurt	verantwurten	antwurt	v|NONE|NONE|NONE|1	verantwurt	verantwurten	vernemen	HOST_CORRECT_RAW_WRONG
AS35AC76D05F731A	Band4	NB_B4_R001617	eine	einen	ein	NONE|NONE|NONE|e|1	einem	einen	haben	HOST_CORRECT_RAW_WRONG
ASF76C648AD13825	Band4	NB_B4_R001623	Hanſ	Hanſen	hans	NONE|NONE|NONE|NONE|1	hanns	hansen	haben	HOST_CORRECT_RAW_WRONG
ASA84C6D3982B725	Band4	NB_B4_R001631	hanſ	hanſen	hans	NONE|NONE|NONE|NONE|1	hanns	hansen	haben	HOST_CORRECT_RAW_WRONG
ASC57CB04B6B01B2	Band4	NB_B4_R001631	haben	haben	hab	NONE|NONE|NONE|en|1	habeen	haben	egenanten	HOST_CORRECT_RAW_WRONG
ASCE131C90A4465F	Band4	NB_B4_R001635	Hanſ	Hanſen	hans	NONE|NONE|NONE|NONE|1	hanns	hansen	haben	HOST_CORRECT_RAW_WRONG
AS7D02CA55DB2498	Band4	NB_B4_R001641	Hanſ	Hanſen	hans	NONE|NONE|NONE|NONE|1	hanns	hansen	haben	HOST_CORRECT_RAW_WRONG
AS91ED4B4F85F10B	Band4	NB_B4_R001641	Hanſ	Hanſen	hans	NONE|NONE|NONE|NONE|1	hanns	hansen	haben	HOST_CORRECT_RAW_WRONG
ASFFDB8513200914	Band4	NB_B4_R001641	Hanſ	Hanſen	hans	NONE|NONE|NONE|NONE|1	hanns	hansen	haben	HOST_CORRECT_RAW_WRONG
AS7D49CFD51CD5F7	Band4	NB_B4_R001643	Ratg	Ratgeſellen	ratg	NONE|NONE|NONE|NONE|1	ratgesell	ratgesellen	haben	HOST_CORRECT_RAW_WRONG
ASC7251125E0A2EF	Band4	NB_B4_R001643	vnſ	vnſern	vns	NONE|NONE|NONE|NONE|1	vnser	vnsern	haben	HOST_CORRECT_RAW_WRONG
AS0D7CB121C1C9F6	Band4	NB_B4_R001645	Hanſ	Hanſen	hans	NONE|NONE|NONE|NONE|1	hanns	hansen	haben	HOST_CORRECT_RAW_WRONG
AS87A4CC7113DF7D	Band4	NB_B4_R001650	Hanſ	Hanſen	hans	NONE|NONE|NONE|NONE|1	hanns	hansen	haben	HOST_CORRECT_RAW_WRONG
AS434F4B2FB99943	Band4	NB_B4_R001654	gegenwtig	gegenwertigen	gegenwtig	NONE|NONE|NONE|NONE|1	gegenwertig	gegenwertigen	haben	HOST_CORRECT_RAW_WRONG
ASE6E1D530EBE529	Band4	NB_B4_R001663	Ratg	Ratgeſellen	ratg	NONE|NONE|NONE|NONE|1	ratgesell	ratgesellen	haben	HOST_CORRECT_RAW_WRONG
ASEA5ADD3C263CB4	Band4	NB_B4_R001664	Hanſ	Hanſen	hans	NONE|NONE|NONE|NONE|1	hanns	hansen	haben	HOST_CORRECT_RAW_WRONG
AS6662B11AD97D5D	Band4	NB_B4_R001667	vantwurt	verantwurten	antwurt	v|NONE|NONE|NONE|1	verantwurt	verantwurten	vernemen	HOST_CORRECT_RAW_WRONG
AS83109CDF04E36A	Band4	NB_B4_R001672	gut	guten	gut	NONE|NONE|NONE|NONE|1	guter	guten	haben	HOST_CORRECT_RAW_WRONG
ASF5B3311F45405F	Band4	NB_B4_R001674	etlıch	etlıchen	etlich	NONE|NONE|NONE|NONE|1	etlicher	etlichen	haben	HOST_CORRECT_RAW_WRONG
AS78181A59F141FF	Band4	NB_B4_R001681	hab	haben	hab	NONE|NONE|NONE|NONE|1	hab	haben	haben	HOST_CORRECT_RAW_WRONG
ASF46226AE65CA56	Band4	NB_B4_R001684	günſtikl	günſtiklichen	günstikl	NONE|NONE|NONE|NONE|1	günstiklich	günstiklichen	haben	HOST_CORRECT_RAW_WRONG
ASAF3F1F471A97A9	Band4	NB_B4_R001693	Hans	Hansen	hans	NONE|NONE|NONE|NONE|1	hanns	hansen	haben	HOST_CORRECT_RAW_WRONG
AS54972A046383CA	Band4	NB_B4_R001694	ettlıch	ettlıchen	ettlich	NONE|NONE|NONE|NONE|1	ettlicher	ettlichen	haben	HOST_CORRECT_RAW_WRONG
AS37D682003AD5FE	Band4	NB_B4_R001695	hanſ	hanſen	hans	NONE|NONE|NONE|NONE|1	hanns	hansen	haben	HOST_CORRECT_RAW_WRONG
AS6D8DDD0D2C27D4	Band4	NB_B4_R001699	dıene	dıener	die	NONE|NONE|n|e|1	dienen	diener	dienen	HOST_CORRECT_RAW_WRONG
