evidence_record_id	folio	panel_id	visual_unit_id	provenance	annotation_source	source_sha256	source_locator	confidence	unit_type	repetition_group	ordinal_in_group	x_order	y_order	relative_position	inside_outside	left_right	upper_lower	mirror_role	contained_in	connected_to	connection_type	endpoint_role	repeated_shape_class	visible_color_state	visible_pose_class	local_text_loci	ownership_evidence	prior_ai_visual_state	prior_ai_visual_source	raw_source_description	neutral_description	interpretation_excluded
HUMAN_LOCUS_f80r.5	f80r	f80r_TEXT_ASSOCIATED	f80r:f80r.5	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt#f80r.5;derived=existing_human_exact_locus_annotations.tsv@79c7f06e91f90054aff4cdf27f098a5977d820acdf91f239a14c6ddf553a7f61	0509b276fcb7c98c574ccc92e70a1272567851816c5a8ebbfda95da084a3da4b	f80r.5	UNHEDGED	FIGURE_ASSOCIATED_TEXT_POSITION	F80_TOP_TEXT_POSITIONS	5	4.5	UPPER_1	UPPER	UNKNOWN		UPPER					UNKNOWN				f80r.5	PROXIMITY_ONLY			Labels on nymphs along top margin. | Label high up between nymphs 4 and 5.	Label high up between figures 4 and 5.	FIGURE_IDENTITY;APPARATUS_FUNCTION;FLOW;ACTION;LEXICAL_MEANING
HUMAN_LOCUS_f80r.6	f80r	f80r_TEXT_ASSOCIATED	f80r:f80r.6	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt#f80r.6;derived=existing_human_exact_locus_annotations.tsv@79c7f06e91f90054aff4cdf27f098a5977d820acdf91f239a14c6ddf553a7f61	0509b276fcb7c98c574ccc92e70a1272567851816c5a8ebbfda95da084a3da4b	f80r.6	UNHEDGED	FIGURE_ASSOCIATED_TEXT_POSITION	F80_TOP_TEXT_POSITIONS	6	5.5	UPPER_1	UPPER	UNKNOWN		UPPER					UNKNOWN				f80r.6	PROXIMITY_ONLY			Labels on nymphs along top margin. | Label high up between nymphs 5 and 6 (in tub).	Label high up between figures 5 and 6 (in tub).	FIGURE_IDENTITY;APPARATUS_FUNCTION;FLOW;ACTION;LEXICAL_MEANING
HUMAN_LOCUS_f80r.7	f80r	f80r_TEXT_ASSOCIATED	f80r:f80r.7	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt#f80r.7;derived=existing_human_exact_locus_annotations.tsv@79c7f06e91f90054aff4cdf27f098a5977d820acdf91f239a14c6ddf553a7f61	0509b276fcb7c98c574ccc92e70a1272567851816c5a8ebbfda95da084a3da4b	f80r.7	UNHEDGED	FIGURE_ASSOCIATED_TEXT_POSITION	F80_TOP_TEXT_POSITIONS	7	7	UPPER_1	UPPER	UNKNOWN		UPPER					UNKNOWN				f80r.7	PROXIMITY_ONLY	BFE001:OPEN_OR_COMMUNAL	bfe001_bio_figure_enclosure_capacity.json	"Labels on nymphs along top margin. | Label above nymph 7 (with ""towel"")."	"Label above figure 7 (with ""towel"")."	FIGURE_IDENTITY;APPARATUS_FUNCTION;FLOW;ACTION;LEXICAL_MEANING
HUMAN_LOCUS_f80r.8	f80r	f80r_TEXT_ASSOCIATED	f80r:f80r.8	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt#f80r.8;derived=existing_human_exact_locus_annotations.tsv@79c7f06e91f90054aff4cdf27f098a5977d820acdf91f239a14c6ddf553a7f61	0509b276fcb7c98c574ccc92e70a1272567851816c5a8ebbfda95da084a3da4b	f80r.8	UNHEDGED	FIGURE_ASSOCIATED_TEXT_POSITION	F80_TOP_TEXT_POSITIONS	8	8	UPPER_1	UPPER	UNKNOWN		UPPER					UNKNOWN				f80r.8	PROXIMITY_ONLY	BFE001:OPEN_OR_COMMUNAL	bfe001_bio_figure_enclosure_capacity.json	Labels on nymphs along top margin. | Label above nymph 8.	Label above figure 8.	FIGURE_IDENTITY;APPARATUS_FUNCTION;FLOW;ACTION;LEXICAL_MEANING
HUMAN_LOCUS_f80r.9	f80r	f80r_TEXT_ASSOCIATED	f80r:f80r.9	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt#f80r.9;derived=existing_human_exact_locus_annotations.tsv@79c7f06e91f90054aff4cdf27f098a5977d820acdf91f239a14c6ddf553a7f61	0509b276fcb7c98c574ccc92e70a1272567851816c5a8ebbfda95da084a3da4b	f80r.9	UNHEDGED	FIGURE_ASSOCIATED_TEXT_POSITION	F80_TOP_TEXT_POSITIONS	9	8.5	UPPER_1	UPPER	UNKNOWN		UPPER					UNKNOWN				f80r.9	PROXIMITY_ONLY	BFE001:OPEN_OR_COMMUNAL	bfe001_bio_figure_enclosure_capacity.json	Labels on nymphs along top margin. | Label between nymphs 8 and 9, top.	Label between figures 8 and 9, top.	FIGURE_IDENTITY;APPARATUS_FUNCTION;FLOW;ACTION;LEXICAL_MEANING
HUMAN_LOCUS_f80r.10	f80r	f80r_TEXT_ASSOCIATED	f80r:f80r.10	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt#f80r.10;derived=existing_human_exact_locus_annotations.tsv@79c7f06e91f90054aff4cdf27f098a5977d820acdf91f239a14c6ddf553a7f61	0509b276fcb7c98c574ccc92e70a1272567851816c5a8ebbfda95da084a3da4b	f80r.10	UNHEDGED	FIGURE_ASSOCIATED_TEXT_POSITION	F80_TOP_TEXT_POSITIONS	10	8.5	UPPER_2	UPPER	UNKNOWN		UPPER					UNKNOWN				f80r.10	PROXIMITY_ONLY	BFE001:OPEN_OR_COMMUNAL	bfe001_bio_figure_enclosure_capacity.json	Labels on nymphs along top margin. | Label between nymphs 8 and 9, bottom.	Label between figures 8 and 9, bottom.	FIGURE_IDENTITY;APPARATUS_FUNCTION;FLOW;ACTION;LEXICAL_MEANING
HUMAN_PAGE_f82r_PAGE_BOTTOM_GREEN_REGION	f82r	f82r_PAGE	f82r:PAGE_BOTTOM_GREEN_REGION	EXISTING_HUMAN_ANNOTATION	voynich.nu q13 catalogue	424956a525b3bc0cf63aee266e8fd92c3c8c98c3f6d36427eeb3f62085ad6437	q13.html#f82r	SOURCE_ASSERTED	BOUNDED_REGION					LOWER	UNKNOWN		LOWER					UNKNOWN		GREEN			UNKNOWN			There are two nymphs in the left and right margin near the top of the page, connected by two tubes with a joining element. There are two more nymphs just below them, with a different type of connection. There is a green pool at the bottom of the page with a wavy outline, with several female figures. One nymph is standing in a separate blue pool.	A green, wavy-edged bounded region at the page bottom contains several figures.	OBJECT_IDENTITY;PROCESS;MATERIAL;MEDICAL_FUNCTION;LEXICAL_MEANING
HUMAN_PAGE_f82r_PAGE_LOWER_CONNECTION_SYSTEM	f82r	f82r_PAGE	f82r:PAGE_LOWER_CONNECTION_SYSTEM	EXISTING_HUMAN_ANNOTATION	voynich.nu q13 catalogue	424956a525b3bc0cf63aee266e8fd92c3c8c98c3f6d36427eeb3f62085ad6437	q13.html#f82r	SOURCE_ASSERTED	CONNECTED_FIGURE_SYSTEM	F82_PAIRED_CONNECTION_SYSTEMS				UPPER_MIDDLE	UNKNOWN		UPPER					UNKNOWN	F82_PAIRED_CONNECTION_SYSTEMS				UNKNOWN			There are two nymphs in the left and right margin near the top of the page, connected by two tubes with a joining element. There are two more nymphs just below them, with a different type of connection. There is a green pool at the bottom of the page with a wavy outline, with several female figures. One nymph is standing in a separate blue pool.	Two further figures below the upper pair have a visibly different connection.	OBJECT_IDENTITY;PROCESS;MATERIAL;MEDICAL_FUNCTION;LEXICAL_MEANING
HUMAN_PAGE_f82r_PAGE_SEPARATE_BLUE_REGION	f82r	f82r_PAGE	f82r:PAGE_SEPARATE_BLUE_REGION	EXISTING_HUMAN_ANNOTATION	voynich.nu q13 catalogue	424956a525b3bc0cf63aee266e8fd92c3c8c98c3f6d36427eeb3f62085ad6437	q13.html#f82r	SOURCE_ASSERTED	BOUNDED_REGION					LOWER	UNKNOWN		LOWER					UNKNOWN		BLUE			UNKNOWN			There are two nymphs in the left and right margin near the top of the page, connected by two tubes with a joining element. There are two more nymphs just below them, with a different type of connection. There is a green pool at the bottom of the page with a wavy outline, with several female figures. One nymph is standing in a separate blue pool.	One figure occupies a separate blue bounded region.	OBJECT_IDENTITY;PROCESS;MATERIAL;MEDICAL_FUNCTION;LEXICAL_MEANING
HUMAN_PAGE_f82r_PAGE_UPPER_CONNECTION_SYSTEM	f82r	f82r_PAGE	f82r:PAGE_UPPER_CONNECTION_SYSTEM	EXISTING_HUMAN_ANNOTATION	voynich.nu q13 catalogue	424956a525b3bc0cf63aee266e8fd92c3c8c98c3f6d36427eeb3f62085ad6437	q13.html#f82r	SOURCE_ASSERTED	CONNECTED_FIGURE_SYSTEM	F82_PAIRED_CONNECTION_SYSTEMS				UPPER	UNKNOWN		UPPER					UNKNOWN	F82_PAIRED_CONNECTION_SYSTEMS				UNKNOWN			There are two nymphs in the left and right margin near the top of the page, connected by two tubes with a joining element. There are two more nymphs just below them, with a different type of connection. There is a green pool at the bottom of the page with a wavy outline, with several female figures. One nymph is standing in a separate blue pool.	Two upper marginal figures are joined by two linear elements and one joining element.	OBJECT_IDENTITY;PROCESS;MATERIAL;MEDICAL_FUNCTION;LEXICAL_MEANING
HUMAN_LOCUS_f82r.10	f82r	f82r_TEXT_ASSOCIATED	f82r:f82r.10	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt#f82r.10;derived=existing_human_exact_locus_annotations.tsv@79c7f06e91f90054aff4cdf27f098a5977d820acdf91f239a14c6ddf553a7f61	0509b276fcb7c98c574ccc92e70a1272567851816c5a8ebbfda95da084a3da4b	f82r.10	UNHEDGED	APPARATUS_ASSOCIATED_TEXT_POSITION	F82_COMPONENT_POSITION	1		MIDDLE	MIDDLE	UNKNOWN					f82r:PAGE_UPPER_CONNECTION_SYSTEM	DRAWN_COMPONENT_ASSOCIATION	UNKNOWN				f82r.10	CONNECTED_COMPONENT	APPARATUS_CAPACITY:ONE_CROSS_SHAPED_TUBE_LOCAL	apparatus_component_caption_capacity.json	Labels between upper and lower text block. | Label on cross-shaped tube. Grove's #11.	Label on cross-shaped linear component. Grove's #11.	FIGURE_IDENTITY;APPARATUS_FUNCTION;FLOW;ACTION;LEXICAL_MEANING
HUMAN_LOCUS_f82r.34	f82r	f82r_TEXT_ASSOCIATED	f82r:f82r.34	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt#f82r.34;derived=existing_human_exact_locus_annotations.tsv@79c7f06e91f90054aff4cdf27f098a5977d820acdf91f239a14c6ddf553a7f61	0509b276fcb7c98c574ccc92e70a1272567851816c5a8ebbfda95da084a3da4b	f82r.34	UNHEDGED	FIGURE_ASSOCIATED_TEXT_POSITION	F82_BOTTOM_REGION_TOP_ROW	1	1	LOWER_1	LOWER	UNKNOWN		LOWER					UNKNOWN				f82r.34	PROXIMITY_ONLY	BFE001:OPEN_OR_COMMUNAL	bfe001_bio_figure_enclosure_capacity.json	Labels near nymphs at bottom of page. | Top row, near nymph 1. Grove's #8.	Top row, near figure 1. Grove's #8.	FIGURE_IDENTITY;APPARATUS_FUNCTION;FLOW;ACTION;LEXICAL_MEANING
HUMAN_LOCUS_f82r.35	f82r	f82r_TEXT_ASSOCIATED	f82r:f82r.35	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt#f82r.35;derived=existing_human_exact_locus_annotations.tsv@79c7f06e91f90054aff4cdf27f098a5977d820acdf91f239a14c6ddf553a7f61	0509b276fcb7c98c574ccc92e70a1272567851816c5a8ebbfda95da084a3da4b	f82r.35	UNHEDGED	APPARATUS_ASSOCIATED_TEXT_POSITION	F82_LATERAL_CONNECTOR_POSITIONS	1	1	LOWER	LOWER	UNKNOWN		LOWER					UNKNOWN				f82r.35	PROXIMITY_ONLY	RRA001:PROXIMITY_OR_GROUP_ONLY	rra001_recurrent_label_owner_atlas_result.json	"Labels on ""waterfalls"" at bottom of page. | Label near left waterfall. Grove's #3."	Label near left drawn vertical feature. Grove's #3.	FIGURE_IDENTITY;APPARATUS_FUNCTION;FLOW;ACTION;LEXICAL_MEANING
HUMAN_LOCUS_f82r.36	f82r	f82r_TEXT_ASSOCIATED	f82r:f82r.36	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt#f82r.36;derived=existing_human_exact_locus_annotations.tsv@79c7f06e91f90054aff4cdf27f098a5977d820acdf91f239a14c6ddf553a7f61	0509b276fcb7c98c574ccc92e70a1272567851816c5a8ebbfda95da084a3da4b	f82r.36	UNHEDGED	FIGURE_ASSOCIATED_TEXT_POSITION	F82_BOTTOM_REGION_TOP_ROW	2	2	LOWER_1	LOWER	UNKNOWN		LOWER					UNKNOWN				f82r.36	PROXIMITY_ONLY	BFE001:OPEN_OR_COMMUNAL	bfe001_bio_figure_enclosure_capacity.json	Labels near nymphs at bottom of page. | Top row, between nymph 2 and waterfall. Grove's #7.	Top row, between figure 2 and drawn vertical feature. Grove's #7.	FIGURE_IDENTITY;APPARATUS_FUNCTION;FLOW;ACTION;LEXICAL_MEANING
HUMAN_LOCUS_f82r.37	f82r	f82r_TEXT_ASSOCIATED	f82r:f82r.37	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt#f82r.37;derived=existing_human_exact_locus_annotations.tsv@79c7f06e91f90054aff4cdf27f098a5977d820acdf91f239a14c6ddf553a7f61	0509b276fcb7c98c574ccc92e70a1272567851816c5a8ebbfda95da084a3da4b	f82r.37	UNHEDGED	FIGURE_ASSOCIATED_TEXT_POSITION	F82_BOTTOM_REGION_TOP_ROW	3	3	LOWER_1	LOWER	UNKNOWN		LOWER					UNKNOWN				f82r.37	PROXIMITY_ONLY	BFE001:OPEN_OR_COMMUNAL	bfe001_bio_figure_enclosure_capacity.json	Labels near nymphs at bottom of page. | Top row, near to nymph 3. Grove's #6.	Top row, near to figure 3. Grove's #6.	FIGURE_IDENTITY;APPARATUS_FUNCTION;FLOW;ACTION;LEXICAL_MEANING
HUMAN_LOCUS_f82r.38	f82r	f82r_TEXT_ASSOCIATED	f82r:f82r.38	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt#f82r.38;derived=existing_human_exact_locus_annotations.tsv@79c7f06e91f90054aff4cdf27f098a5977d820acdf91f239a14c6ddf553a7f61	0509b276fcb7c98c574ccc92e70a1272567851816c5a8ebbfda95da084a3da4b	f82r.38	UNHEDGED	APPARATUS_ASSOCIATED_TEXT_POSITION	F82_LATERAL_CONNECTOR_POSITIONS	2	2	LOWER	LOWER	UNKNOWN		LOWER					UNKNOWN				f82r.38	PROXIMITY_ONLY			"Labels on ""waterfalls"" at bottom of page. | Label near right waterfall. Grove's #2."	Label near right drawn vertical feature. Grove's #2.	FIGURE_IDENTITY;APPARATUS_FUNCTION;FLOW;ACTION;LEXICAL_MEANING
HUMAN_LOCUS_f82r.39	f82r	f82r_TEXT_ASSOCIATED	f82r:f82r.39	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt#f82r.39;derived=existing_human_exact_locus_annotations.tsv@79c7f06e91f90054aff4cdf27f098a5977d820acdf91f239a14c6ddf553a7f61	0509b276fcb7c98c574ccc92e70a1272567851816c5a8ebbfda95da084a3da4b	f82r.39	HEDGED	FIGURE_ASSOCIATED_TEXT_POSITION	F82_BOTTOM_REGION_TOP_ROW	4	4	LOWER_1	LOWER	UNKNOWN		LOWER					UNKNOWN				f82r.39	PROXIMITY_ONLY	BFE001:OPEN_OR_COMMUNAL	bfe001_bio_figure_enclosure_capacity.json	Labels near nymphs at bottom of page. | Top row, near nymph 4. Grove's #5. Rene says that next-to-last char is really a @j but keep this char at all?? ???	Top row, near figure 4. Grove's #5. Rene says that next-to-last char is really a @j but keep this char at all?? ???	FIGURE_IDENTITY;APPARATUS_FUNCTION;FLOW;ACTION;LEXICAL_MEANING
HUMAN_LOCUS_f82r.40	f82r	f82r_TEXT_ASSOCIATED	f82r:f82r.40	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt#f82r.40;derived=existing_human_exact_locus_annotations.tsv@79c7f06e91f90054aff4cdf27f098a5977d820acdf91f239a14c6ddf553a7f61	0509b276fcb7c98c574ccc92e70a1272567851816c5a8ebbfda95da084a3da4b	f82r.40	UNHEDGED	FIGURE_ASSOCIATED_TEXT_POSITION	F82_BOTTOM_REGION_BOTTOM_ROW	1	1	LOWER_2	LOWER	UNKNOWN		LOWER					UNKNOWN				f82r.40	PROXIMITY_ONLY			Labels near nymphs at bottom of page. | Bottom row, below nymph 1 (small). Grove's #12.	Bottom row, below figure 1 (small). Grove's #12.	FIGURE_IDENTITY;APPARATUS_FUNCTION;FLOW;ACTION;LEXICAL_MEANING
HUMAN_LOCUS_f82r.41	f82r	f82r_TEXT_ASSOCIATED	f82r:f82r.41	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt#f82r.41;derived=existing_human_exact_locus_annotations.tsv@79c7f06e91f90054aff4cdf27f098a5977d820acdf91f239a14c6ddf553a7f61	0509b276fcb7c98c574ccc92e70a1272567851816c5a8ebbfda95da084a3da4b	f82r.41	UNHEDGED	FIGURE_ASSOCIATED_TEXT_POSITION	F82_BOTTOM_REGION_BOTTOM_ROW	2	2	LOWER_2	LOWER	UNKNOWN		LOWER					UNKNOWN				f82r.41	PROXIMITY_ONLY	BFE001:OPEN_OR_COMMUNAL	bfe001_bio_figure_enclosure_capacity.json	Labels near nymphs at bottom of page. | Bottom row, below nymph 2. Grove's #9.	Bottom row, below figure 2. Grove's #9.	FIGURE_IDENTITY;APPARATUS_FUNCTION;FLOW;ACTION;LEXICAL_MEANING
HUMAN_LOCUS_f82r.42	f82r	f82r_TEXT_ASSOCIATED	f82r:f82r.42	EXISTING_HUMAN_ANNOTATION	transcription/sources/Stolfi_text25e1-52.evt#f82r.42;derived=existing_human_exact_locus_annotations.tsv@79c7f06e91f90054aff4cdf27f098a5977d820acdf91f239a14c6ddf553a7f61	0509b276fcb7c98c574ccc92e70a1272567851816c5a8ebbfda95da084a3da4b	f82r.42	UNHEDGED	FIGURE_ASSOCIATED_TEXT_POSITION	F82_BOTTOM_REGION_BOTTOM_ROW	3	3	LOWER_2	LOWER	UNKNOWN		LOWER					UNKNOWN				f82r.42	PROXIMITY_ONLY	BFE001:OPEN_OR_COMMUNAL	bfe001_bio_figure_enclosure_capacity.json	Labels near nymphs at bottom of page. | Bottom row, below nymphs 3 (tiny) and 4. Grove's #13.	Bottom row, below figures 3 (tiny) and 4. Grove's #13.	FIGURE_IDENTITY;APPARATUS_FUNCTION;FLOW;ACTION;LEXICAL_MEANING
