page	locus	kind	grammar_scope	paragraph_id	paragraph_line_ordinal	paragraph_line_count	coverage_state	consensus_group_count	family_expression	first_family	last_family	transferred_label_prefix	transferred_label_residual	transferred_label_prediction	historical_role_state	semantic_value
f80r	f80r.35	P	CONFIRMED_PROSE	P3	2	6	NO_EXACT_FAMILY_CONSENSUS	0	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNAVAILABLE	UNAVAILABLE	UNAVAILABLE	SUSPENDED_COORDINATE_INVALID	UNASSIGNED
f80r	f80r.36	P	CONFIRMED_PROSE	P3	3	6	STRICT_EXACT_FAMILY	11	DAQKA|CKJA|QAF|AQKA|DAQAF|LJQAG|LJUA|DABLJA|DAQAF|AB|BAB	DAQKA	BAB	UNAVAILABLE	UNAVAILABLE	UNAVAILABLE	SUSPENDED_COORDINATE_INVALID	UNASSIGNED
f80r	f80r.37	P	CONFIRMED_PROSE	P3	4	6	STRICT_EXACT_FAMILY	12	CAB|ABQMA|AQAC|ACKJA|DAQKA|BQABAC|ABAC|DAQAG|AB|LJA|DAQAC|ABAB	CAB	ABAB	UNAVAILABLE	UNAVAILABLE	UNAVAILABLE	SUSPENDED_COORDINATE_INVALID	UNASSIGNED
f80r	f80r.38	P	CONFIRMED_PROSE	P3	5	6	NO_EXACT_FAMILY_CONSENSUS	0	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNAVAILABLE	UNAVAILABLE	UNAVAILABLE	SUSPENDED_COORDINATE_INVALID	UNASSIGNED
f80r	f80r.39	P	CONFIRMED_PROSE	P3	6	6	NO_EXACT_FAMILY_CONSENSUS	0	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNAVAILABLE	UNAVAILABLE	UNAVAILABLE	SUSPENDED_COORDINATE_INVALID	UNASSIGNED
f80r	f80r.40	P	CONFIRMED_PROSE	P4	1	7	STRICT_EXACT_FAMILY	7	QACABLCBA|APKJA|LJPKA|DAQAF|LUA|DAQJBA|BABA	QACABLCBA	BABA	UNAVAILABLE	UNAVAILABLE	UNAVAILABLE	SUSPENDED_COORDINATE_INVALID	UNASSIGNED
f80r	f80r.41	P	CONFIRMED_PROSE	P4	2	7	STRICT_EXACT_FAMILY	8	QABQAF|AQAB|KJBA|DAQAC|AB|LJBA|KJUA|ACABA	QABQAF	ACABA	UNAVAILABLE	UNAVAILABLE	UNAVAILABLE	SUSPENDED_COORDINATE_INVALID	UNASSIGNED
f80r	f80r.42	P	CONFIRMED_PROSE	P4	3	7	STRICT_EXACT_FAMILY	8	A|KKAQAB|KJUA|DAQAF|DAQAF|KJUA|DAQAF|AB	A	AB	UNAVAILABLE	UNAVAILABLE	UNAVAILABLE	SUSPENDED_COORDINATE_INVALID	UNASSIGNED
f80r	f80r.43	P	CONFIRMED_PROSE	P4	4	7	STRICT_EXACT_FAMILY	8	CAC|LJUA|DAQAC|KJUA|AQAF|LJUA|DAQKA|BA	CAC	BA	UNAVAILABLE	UNAVAILABLE	UNAVAILABLE	SUSPENDED_COORDINATE_INVALID	UNASSIGNED
f80r	f80r.44	P	CONFIRMED_PROSE	P4	5	7	STRICT_EXACT_FAMILY	7	DAQAF|LUA|DAQABQAF|KJBA|DAQAF|KJUA|BAC	DAQAF	BAC	UNAVAILABLE	UNAVAILABLE	UNAVAILABLE	SUSPENDED_COORDINATE_INVALID	UNASSIGNED
f80r	f80r.45	P	CONFIRMED_PROSE	P4	6	7	STRICT_EXACT_FAMILY	8	AQAF|LJBA|DAQAE|KJBA|DAQAF|KJQA|BQKA|BABAB	AQAF	BABAB	UNAVAILABLE	UNAVAILABLE	UNAVAILABLE	SUSPENDED_COORDINATE_INVALID	UNASSIGNED
f80r	f80r.46	P	CONFIRMED_PROSE	P4	7	7	NO_EXACT_FAMILY_CONSENSUS	0	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNAVAILABLE	UNAVAILABLE	UNAVAILABLE	SUSPENDED_COORDINATE_INVALID	UNASSIGNED
f80r	f80r.47	P	CONFIRMED_PROSE	P5	1	7	NO_EXACT_FAMILY_CONSENSUS	0	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNAVAILABLE	UNAVAILABLE	UNAVAILABLE	SUSPENDED_COORDINATE_INVALID	UNASSIGNED
f80r	f80r.48	P	CONFIRMED_PROSE	P5	2	7	NO_EXACT_FAMILY_CONSENSUS	0	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNAVAILABLE	UNAVAILABLE	UNAVAILABLE	SUSPENDED_COORDINATE_INVALID	UNASSIGNED
f80r	f80r.49	P	CONFIRMED_PROSE	P5	3	7	NO_EXACT_FAMILY_CONSENSUS	0	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNAVAILABLE	UNAVAILABLE	UNAVAILABLE	SUSPENDED_COORDINATE_INVALID	UNASSIGNED
f80r	f80r.50	P	CONFIRMED_PROSE	P5	4	7	NO_EXACT_FAMILY_CONSENSUS	0	UNRESOLVED	UNRESOLVED	UNRESOLVED	UNAVAILABLE	UNAVAILABLE	UNAVAILABLE	SUSPENDED_COORDINATE_INVALID	UNASSIGNED
f80r	f80r.51	P	CONFIRMED_PROSE	P5	5	7	STRICT_EXACT_FAMILY	11	QABQB|AB|C|AB|KJABA|BAG|AQABA|AQAF|KJA|BQAF|ABAB	QABQB	ABAB	UNAVAILABLE	UNAVAILABLE	UNAVAILABLE	SUSPENDED_COORDINATE_INVALID	UNASSIGNED
f80r	f80r.52	P	CONFIRMED_PROSE	P5	6	7	STRICT_EXACT_FAMILY	12	CAB|QB|LJA|DAQBKKA|BQAG|AB|ABAC|AG|A|BAG|KJAB|QAF	CAB	QAF	UNAVAILABLE	UNAVAILABLE	UNAVAILABLE	SUSPENDED_COORDINATE_INVALID	UNASSIGNED
f80r	f80r.53	P	CONFIRMED_PROSE	P5	7	7	STRICT_EXACT_FAMILY	7	BAB|KA|BKJA|DAQAB|KJAB|BKAC|AQBAB	BAB	AQBAB	UNAVAILABLE	UNAVAILABLE	UNAVAILABLE	SUSPENDED_COORDINATE_INVALID	UNASSIGNED
