folio	visual_unit_id	local_text_locus	provenance	repetition_group	ownership_evidence	prior_ai_visual_state	visual_position_summary	formal_access_state	coverage_state	code	kind	consensus_group_count	family_expression	boundary_expression	latent_role	interpretation
f84r	f84r:PAGE_SEPARATE_SMALL_BLUE_REGION		EXISTING_HUMAN_ANNOTATION		UNKNOWN		A separate small blue bounded region is visible.	NO_ASSOCIATED_LOCUS	NOT_APPLICABLE						UNASSIGNED	NONE
f84r	f84r:PAGE_TOP_ROOFED_GREEN_REGION		EXISTING_HUMAN_ANNOTATION		UNKNOWN		A roofed green bounded region spans the upper page and contains figures, mostly paired.	NO_ASSOCIATED_LOCUS	NOT_APPLICABLE						UNASSIGNED	NONE
f84r	f84r:f84r.1	f84r.1	EXISTING_HUMAN_ANNOTATION	F84_TOP_TEXT_POSITIONS	PROXIMITY_ONLY		"Label at left of funnel and figure 1. The ""<!V>"" comment indicates the binding gutter."	SEALED_HOLDOUT_NOT_OPENED_FOR_DISCOVERY	SEALED						UNASSIGNED	NONE
f84r	f84r:f84r.2	f84r.2	EXISTING_HUMAN_ANNOTATION	F84_TOP_TEXT_POSITIONS	PROXIMITY_ONLY	BFE001:OPEN_OR_COMMUNAL	Label above figures 2 and 3. ??? The @'she' could be @'sho'.	SEALED_HOLDOUT_NOT_OPENED_FOR_DISCOVERY	SEALED						UNASSIGNED	NONE
f84r	f84r:f84r.3	f84r.3	EXISTING_HUMAN_ANNOTATION	F84_TOP_TEXT_POSITIONS	PROXIMITY_ONLY	BFE001:OPEN_OR_COMMUNAL	Label at the right of figure 3. This label could be attached to figure 4.	SEALED_HOLDOUT_NOT_OPENED_FOR_DISCOVERY	SEALED						UNASSIGNED	NONE
f84r	f84r:f84r.4	f84r.4	EXISTING_HUMAN_ANNOTATION	F84_TOP_TEXT_POSITIONS	PROXIMITY_ONLY	BFE001:OPEN_OR_COMMUNAL;RRA001:PROXIMITY_OR_GROUP_ONLY	Label(s) above figures 4 and 5. This locus could be two labels, one for each figure, or a single label for figure 5.	SEALED_HOLDOUT_NOT_OPENED_FOR_DISCOVERY	SEALED						UNASSIGNED	NONE
f84r	f84r:f84r.5	f84r.5	EXISTING_HUMAN_ANNOTATION	F84_TOP_TEXT_POSITIONS	UNKNOWN		Legacy hedged figure-associated position; no exact local human description is available.	SEALED_HOLDOUT_NOT_OPENED_FOR_DISCOVERY	SEALED						UNASSIGNED	NONE
f84r	f84r:f84r.6	f84r.6	EXISTING_HUMAN_ANNOTATION	F84_TOP_TEXT_POSITIONS	PROXIMITY_ONLY		Label(s) above figures 6 and 7.	SEALED_HOLDOUT_NOT_OPENED_FOR_DISCOVERY	SEALED						UNASSIGNED	NONE
f84r	f84r:f84r.7	f84r.7	EXISTING_HUMAN_ANNOTATION	F84_TOP_TEXT_POSITIONS	UNKNOWN		Legacy hedged figure-associated position; no exact local human description is available.	SEALED_HOLDOUT_NOT_OPENED_FOR_DISCOVERY	SEALED						UNASSIGNED	NONE
f84r	f84r:f84r.8	f84r.8	EXISTING_HUMAN_ANNOTATION	F84_TOP_TEXT_POSITIONS	PROXIMITY_ONLY	BFE001:OPEN_OR_COMMUNAL	Label(s) above figures 8 and 9.	SEALED_HOLDOUT_NOT_OPENED_FOR_DISCOVERY	SEALED						UNASSIGNED	NONE
f84r	f84r:f84r.9	f84r.9	EXISTING_HUMAN_ANNOTATION	F84_TOP_TEXT_POSITIONS	UNKNOWN		Legacy hedged figure-associated position; no exact local human description is available.	SEALED_HOLDOUT_NOT_OPENED_FOR_DISCOVERY	SEALED						UNASSIGNED	NONE
f84r	f84r:f84r.10	f84r.10	EXISTING_HUMAN_ANNOTATION	F84_TOP_TEXT_POSITIONS	PROXIMITY_ONLY	BFE001:OPEN_OR_COMMUNAL;RRA001:SINGULAR_COMMON_CLASS_OWNED	Label above figure 10.	SEALED_HOLDOUT_NOT_OPENED_FOR_DISCOVERY	SEALED						UNASSIGNED	NONE
f84r	f84r:f84r.11	f84r.11	EXISTING_HUMAN_ANNOTATION	F84_TOP_TEXT_POSITIONS	PROXIMITY_ONLY	BFE001:OPEN_OR_COMMUNAL;RRA001:SINGULAR_COMMON_CLASS_OWNED	Label above figure 11.	SEALED_HOLDOUT_NOT_OPENED_FOR_DISCOVERY	SEALED						UNASSIGNED	NONE
f84r	f84r:f84r.12	f84r.12	EXISTING_HUMAN_ANNOTATION	F84_TOP_TEXT_POSITIONS	PROXIMITY_ONLY	BFE001:OPEN_OR_COMMUNAL	Label above figure 12, near right edge.	SEALED_HOLDOUT_NOT_OPENED_FOR_DISCOVERY	SEALED						UNASSIGNED	NONE
f84r	f84r:f84r.13	f84r.13	EXISTING_HUMAN_ANNOTATION	F84_PROSE_ABOVE_MIDDLE_REGION	UNKNOWN		Top text block, above middle bounded region.	SEALED_HOLDOUT_NOT_OPENED_FOR_DISCOVERY	SEALED						UNASSIGNED	NONE
f84r	f84r:f84r.17	f84r.17	EXISTING_HUMAN_ANNOTATION	F84_PROSE_ABOVE_MIDDLE_REGION	UNKNOWN		Top text block, above middle bounded region.	SEALED_HOLDOUT_NOT_OPENED_FOR_DISCOVERY	SEALED						UNASSIGNED	NONE
f84r	f84r:f84r.20	f84r.20	EXISTING_HUMAN_ANNOTATION	F84_PROSE_ABOVE_MIDDLE_REGION	UNKNOWN		Top text block, above middle bounded region.	SEALED_HOLDOUT_NOT_OPENED_FOR_DISCOVERY	SEALED						UNASSIGNED	NONE
f84r	f84r:f84r.24	f84r.24	EXISTING_HUMAN_ANNOTATION	F84_PROSE_ABOVE_MIDDLE_REGION	UNKNOWN		Top text block, above middle bounded region.	SEALED_HOLDOUT_NOT_OPENED_FOR_DISCOVERY	SEALED						UNASSIGNED	NONE
f84r	f84r:f84r.25	f84r.25	EXISTING_HUMAN_ANNOTATION	F84_PROSE_ABOVE_MIDDLE_REGION	UNKNOWN		Top text block, above middle bounded region.	SEALED_HOLDOUT_NOT_OPENED_FOR_DISCOVERY	SEALED						UNASSIGNED	NONE
f84r	f84r:f84r.27	f84r.27	EXISTING_HUMAN_ANNOTATION	F84_HEDGED_TEN_GROUP_ROW	PROXIMITY_ONLY		The 10 words of this line may be 10 labels for the 10 figures in the bounded region above it. The word spaces are wider than usual.	SEALED_HOLDOUT_NOT_OPENED_FOR_DISCOVERY	SEALED						UNASSIGNED	NONE
f84r	f84r:f84r.47	f84r.47	EXISTING_HUMAN_ANNOTATION	F84_LEFT_MARGIN_TEXT_POSITION	PROXIMITY_ONLY		Label between narrow channel and bottom text block.	SEALED_HOLDOUT_NOT_OPENED_FOR_DISCOVERY	SEALED						UNASSIGNED	NONE
