corpus_id	held_fold	training_forms	selected_operations	left_operations	right_operations	all_pair_denominator	left_right_denominator	semantic_eligible_all	semantic_eligible_LL	semantic_eligible_LR	semantic_eligible_RR	semantic_LR_triplets	semantic_LR_complete	graph_eligible_LR	graph_minus_semantic_LR	left_edges	right_edges	RIGHT_LABEL_SWITCH_LENGTH_EXACT_switchable_edges	RIGHT_LABEL_SWITCH_LENGTH_EXACT_null_mean	LEFT_LABEL_SWITCH_LENGTH_EXACT_switchable_edges	LEFT_LABEL_SWITCH_LENGTH_EXACT_null_mean	RIGHT_LABEL_SWITCH_RECURRENCE_STRICT_switchable_edges	RIGHT_LABEL_SWITCH_RECURRENCE_STRICT_null_mean
LATIN_15C_GRAPHEMATIC	F01	6218	411	213	198	84255	42174	124	0	124	0	454	184	124	0	2603	2839	2833	13.0517578125	2594	5.5634765625	2279	49.708984375
LATIN_15C_GRAPHEMATIC	F02	6125	407	212	195	82621	41340	104	0	104	0	379	151	104	0	2498	2792	2787	13.9130859375	2492	4.9716796875	2213	45.13671875
LATIN_15C_GRAPHEMATIC	F03	6149	407	212	195	82621	41340	119	0	119	0	434	179	119	0	2528	2853	2848	13.837890625	2520	6.0263671875	2229	54.4775390625
LATIN_15C_GRAPHEMATIC	F04	6173	408	212	196	83028	41552	109	0	109	0	394	161	109	0	2512	2763	2757	11.0947265625	2504	5.177734375	2181	53.826171875
LATIN_15C_GRAPHEMATIC	F05	6207	410	212	198	83845	41976	109	0	109	0	405	157	109	0	2482	2806	2799	11.671875	2475	5.0556640625	2236	46.0146484375
LATIN_15C_GRAPHEMATIC	F06	6200	409	212	197	83436	41764	129	0	129	0	464	185	129	0	2538	2782	2776	13.38671875	2529	5.5419921875	2225	43.21875
LATIN_15C_GRAPHEMATIC	F07	6196	408	213	195	83028	41535	122	0	122	0	438	182	122	0	2562	2796	2792	12.0283203125	2553	5.6015625	2214	51.9033203125
LATIN_15C_GRAPHEMATIC	F08	6201	408	213	195	83028	41535	130	0	130	0	469	185	130	0	2558	2807	2802	12.42578125	2551	5.509765625	2211	48.4755859375
LATIN_15C_GRAPHEMATIC	F09	6233	409	212	197	83436	41764	108	0	108	0	379	157	108	0	2542	2852	2847	11.9111328125	2539	5.0234375	2280	46.9521484375
LATIN_15C_GRAPHEMATIC	F10	6203	408	212	196	83028	41552	118	0	118	0	420	174	118	0	2529	2799	2794	11.74609375	2520	5.3486328125	2226	50.923828125
LATIN_15C_GRAPHEMATIC	F11	6192	406	213	193	82215	41109	118	0	118	0	435	170	118	0	2547	2828	2823	12.4833984375	2539	5.3125	2297	41.7666015625
LATIN_15C_GRAPHEMATIC	F12	6231	411	213	198	84255	42174	118	0	118	0	426	177	118	0	2570	2865	2857	13.490234375	2564	5.5654296875	2259	53.0947265625
LATIN_SCHOLASTIC_GRAPHEMATIC	F01	3595	299	181	118	44551	21358	27	0	27	0	88	34	27	0	1525	1487	1482	1.326171875	1516	0.951171875	980	7.48828125
LATIN_SCHOLASTIC_GRAPHEMATIC	F02	3639	306	182	124	46665	22568	31	0	31	0	102	38	31	0	1570	1560	1555	1.419921875	1561	1.083984375	1041	11.080078125
LATIN_SCHOLASTIC_GRAPHEMATIC	F03	3570	294	178	116	43071	20648	30	0	30	0	103	40	30	0	1495	1449	1442	1.73828125	1488	1.1728515625	969	8.7197265625
LATIN_SCHOLASTIC_GRAPHEMATIC	F04	3546	291	179	112	42195	20048	26	0	26	0	87	35	26	0	1473	1396	1389	1.4384765625	1459	1.0595703125	912	6.890625
LATIN_SCHOLASTIC_GRAPHEMATIC	F05	3606	293	174	119	42778	20706	24	0	24	0	80	31	24	0	1452	1474	1468	1.4541015625	1439	1.0361328125	1013	8.7861328125
LATIN_SCHOLASTIC_GRAPHEMATIC	F06	3511	290	175	115	41905	20125	17	0	17	0	57	22	17	0	1442	1403	1388	1.0751953125	1429	1.0234375	962	4.947265625
IFORAL_1395_1411_GRAPHEMATIC	F01	1927	177	111	66	15576	7326	19	0	18	1	59	31	18	0	848	698	685	3.560546875	842	1.767578125	423	12.1669921875
IFORAL_1395_1411_GRAPHEMATIC	F02	1938	169	117	52	14196	6084	25	0	25	0	86	39	25	0	859	600	590	3.7041015625	852	1.5869140625	326	15.8212890625
IFORAL_1395_1411_GRAPHEMATIC	F03	2053	194	124	70	18721	8680	31	0	30	1	106	48	30	0	973	711	704	4.77734375	969	1.962890625	415	18.1904296875
IFORAL_1395_1411_GRAPHEMATIC	F04	2001	182	117	65	16471	7605	15	0	14	1	46	25	14	0	885	687	673	3.154296875	875	1.4228515625	407	10.08203125
IFORAL_1395_1411_GRAPHEMATIC	F05	1988	186	121	65	17205	7865	19	0	18	1	61	29	18	0	907	682	672	3.693359375	902	1.19921875	412	13.201171875
IFORAL_1395_1411_GRAPHEMATIC	F06	1988	180	119	61	16110	7259	25	0	25	0	86	36	25	0	933	662	654	3.275390625	925	1.34765625	382	13.125
LATIN_GERMAN_APOTHECARY_LATE15	F01	804	3	1	2	3	2	0	0	0	0	0	0	0	0	5	16	11	0.0	0	0.0	4	0.0
LATIN_GERMAN_APOTHECARY_LATE15	F02	764	2	0	2	1	0	0	0	0	0	0	0	0	0	0	16	12	0.0	0	0.0	7	0.0
LATIN_GERMAN_APOTHECARY_LATE15	F03	827	5	1	4	10	4	0	0	0	0	0	0	0	0	5	24	22	0.0	0	0.0	14	0.0
LATIN_GERMAN_APOTHECARY_LATE15	F04	834	4	1	3	6	3	0	0	0	0	0	0	0	0	5	23	20	0.0	0	0.0	11	0.0
LATIN_GERMAN_APOTHECARY_LATE15	F05	828	6	2	4	15	8	0	0	0	0	0	0	0	0	10	27	25	0.0	0	0.0	18	0.0
LATIN_GERMAN_APOTHECARY_LATE15	F06	749	2	1	1	1	1	0	0	0	0	0	0	0	0	5	12	0	0.0	0	0.0	0	0.0
