fold_id	operation_id	operation_family	old_edge	new_edge	stratum	rank_within_stratum	training_edge_types	training_edge_occurrence_support	training_edge_folios	operation_set_sha256	held_folio_excluded_before_discovery	claim_state
f1	PREFIX_ADD:cth	PREFIX_ADD		cth	PREFIX_ADD:NEW3	17	27	1528	101	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_ADD:d	PREFIX_ADD		d	PREFIX_ADD:NEW1	3	212	7155	101	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_ADD:da	PREFIX_ADD		da	PREFIX_ADD:NEW2	9	50	943	100	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_ADD:dal	PREFIX_ADD		dal	PREFIX_ADD:NEW3	9	40	3014	101	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_ADD:dar	PREFIX_ADD		dar	PREFIX_ADD:NEW3	27	20	1770	101	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_ADD:dch	PREFIX_ADD		dch	PREFIX_ADD:NEW3	12	30	1784	101	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_ADD:do	PREFIX_ADD		do	PREFIX_ADD:NEW2	14	41	1567	100	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_ADD:dol	PREFIX_ADD		dol	PREFIX_ADD:NEW3	24	22	2246	100	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_ADD:dy	PREFIX_ADD		dy	PREFIX_ADD:NEW2	20	26	890	98	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_ADD:e	PREFIX_ADD		e	PREFIX_ADD:NEW1	14	13	537	88	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_ADD:f	PREFIX_ADD		f	PREFIX_ADD:NEW1	12	27	1954	100	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_ADD:k	PREFIX_ADD		k	PREFIX_ADD:NEW1	9	88	4024	101	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_ADD:ka	PREFIX_ADD		ka	PREFIX_ADD:NEW2	31	12	311	89	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_ADD:kch	PREFIX_ADD		kch	PREFIX_ADD:NEW3	26	21	1960	101	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_ADD:ke	PREFIX_ADD		ke	PREFIX_ADD:NEW2	21	24	1973	100	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_ADD:kee	PREFIX_ADD		kee	PREFIX_ADD:NEW3	30	19	1573	101	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_ADD:ko	PREFIX_ADD		ko	PREFIX_ADD:NEW2	19	26	1260	99	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_ADD:l	PREFIX_ADD		l	PREFIX_ADD:NEW1	5	163	6344	101	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_ADD:lk	PREFIX_ADD		lk	PREFIX_ADD:NEW2	16	30	2509	100	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_ADD:lo	PREFIX_ADD		lo	PREFIX_ADD:NEW2	17	30	1811	101	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_ADD:o	PREFIX_ADD		o	PREFIX_ADD:NEW1	1	392	9652	101	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_ADD:od	PREFIX_ADD		od	PREFIX_ADD:NEW2	25	21	1602	100	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_ADD:oe	PREFIX_ADD		oe	PREFIX_ADD:NEW2	29	15	307	88	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_ADD:of	PREFIX_ADD		of	PREFIX_ADD:NEW2	23	22	1545	100	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_ADD:ok	PREFIX_ADD		ok	PREFIX_ADD:NEW2	6	99	4377	101	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_ADD:oka	PREFIX_ADD		oka	PREFIX_ADD:NEW3	21	24	644	83	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_ADD:oke	PREFIX_ADD		oke	PREFIX_ADD:NEW3	7	47	3668	101	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_ADD:oko	PREFIX_ADD		oko	PREFIX_ADD:NEW3	19	24	1412	100	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_ADD:ol	PREFIX_ADD		ol	PREFIX_ADD:NEW2	4	132	5501	101	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_ADD:olk	PREFIX_ADD		olk	PREFIX_ADD:NEW3	29	19	1891	100	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_ADD:op	PREFIX_ADD		op	PREFIX_ADD:NEW2	7	60	3662	101	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_ADD:or	PREFIX_ADD		or	PREFIX_ADD:NEW2	18	27	1988	100	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_ADD:ot	PREFIX_ADD		ot	PREFIX_ADD:NEW2	5	119	4967	101	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_ADD:ota	PREFIX_ADD		ota	PREFIX_ADD:NEW3	15	29	597	94	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_ADD:ote	PREFIX_ADD		ote	PREFIX_ADD:NEW3	8	41	2889	101	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_ADD:oto	PREFIX_ADD		oto	PREFIX_ADD:NEW3	14	29	2007	100	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_ADD:p	PREFIX_ADD		p	PREFIX_ADD:NEW1	8	99	4303	101	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_ADD:pch	PREFIX_ADD		pch	PREFIX_ADD:NEW3	13	29	2215	101	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_ADD:po	PREFIX_ADD		po	PREFIX_ADD:NEW2	15	31	1813	101	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_ADD:pol	PREFIX_ADD		pol	PREFIX_ADD:NEW3	22	23	1707	101	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_ADD:q	PREFIX_ADD		q	PREFIX_ADD:NEW1	2	290	6206	101	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_ADD:qe	PREFIX_ADD		qe	PREFIX_ADD:NEW2	27	20	753	91	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_ADD:qo	PREFIX_ADD		qo	PREFIX_ADD:NEW2	2	247	7638	101	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_ADD:qoe	PREFIX_ADD		qoe	PREFIX_ADD:NEW3	28	20	1377	101	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_ADD:qok	PREFIX_ADD		qok	PREFIX_ADD:NEW3	4	82	4578	101	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_ADD:qol	PREFIX_ADD		qol	PREFIX_ADD:NEW3	16	27	1817	98	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_ADD:qop	PREFIX_ADD		qop	PREFIX_ADD:NEW3	10	34	3441	101	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_ADD:qot	PREFIX_ADD		qot	PREFIX_ADD:NEW3	5	70	3672	101	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_ADD:r	PREFIX_ADD		r	PREFIX_ADD:NEW1	11	48	2762	100	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_ADD:ro	PREFIX_ADD		ro	PREFIX_ADD:NEW2	30	12	432	88	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_ADD:s	PREFIX_ADD		s	PREFIX_ADD:NEW1	7	117	4466	101	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_ADD:sa	PREFIX_ADD		sa	PREFIX_ADD:NEW2	26	21	488	86	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_ADD:sh	PREFIX_ADD		sh	PREFIX_ADD:NEW2	3	143	5068	101	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_ADD:she	PREFIX_ADD		she	PREFIX_ADD:NEW3	3	96	4208	101	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_ADD:sho	PREFIX_ADD		sho	PREFIX_ADD:NEW3	6	64	2737	101	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_ADD:so	PREFIX_ADD		so	PREFIX_ADD:NEW2	8	60	2241	101	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_ADD:sol	PREFIX_ADD		sol	PREFIX_ADD:NEW3	18	24	2093	99	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_ADD:t	PREFIX_ADD		t	PREFIX_ADD:NEW1	6	129	5144	101	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_ADD:ta	PREFIX_ADD		ta	PREFIX_ADD:NEW2	32	12	186	56	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_ADD:tch	PREFIX_ADD		tch	PREFIX_ADD:NEW3	11	31	2085	101	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_ADD:te	PREFIX_ADD		te	PREFIX_ADD:NEW2	22	22	2266	100	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_ADD:to	PREFIX_ADD		to	PREFIX_ADD:NEW2	13	44	2479	101	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_ADD:y	PREFIX_ADD		y	PREFIX_ADD:NEW1	4	210	6365	101	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_ADD:ych	PREFIX_ADD		ych	PREFIX_ADD:NEW3	25	22	1127	99	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_ADD:yk	PREFIX_ADD		yk	PREFIX_ADD:NEW2	11	46	3029	101	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_ADD:yke	PREFIX_ADD		yke	PREFIX_ADD:NEW3	23	23	1640	101	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_ADD:yp	PREFIX_ADD		yp	PREFIX_ADD:NEW2	24	21	1771	101	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_ADD:yt	PREFIX_ADD		yt	PREFIX_ADD:NEW2	12	46	3028	101	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_REPLACE:a>da	PREFIX_REPLACE	a	da	PREFIX_REPLACE:OLD1_NEW2	15	50	1838	101	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_REPLACE:a>o	PREFIX_REPLACE	a	o	PREFIX_REPLACE:OLD1_NEW1	11	54	1747	96	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_REPLACE:al>l	PREFIX_REPLACE	al	l	PREFIX_REPLACE:OLD2_NEW1	26	36	380	51	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_REPLACE:c>dc	PREFIX_REPLACE	c	dc	PREFIX_REPLACE:OLD1_NEW2	14	51	2020	101	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_REPLACE:c>pc	PREFIX_REPLACE	c	pc	PREFIX_REPLACE:OLD1_NEW2	17	47	1739	101	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_REPLACE:c>s	PREFIX_REPLACE	c	s	PREFIX_REPLACE:OLD1_NEW1	1	191	4048	101	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_REPLACE:c>tc	PREFIX_REPLACE	c	tc	PREFIX_REPLACE:OLD1_NEW2	22	44	1830	101	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_REPLACE:c>yc	PREFIX_REPLACE	c	yc	PREFIX_REPLACE:OLD1_NEW2	21	45	1890	101	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_REPLACE:ch>d	PREFIX_REPLACE	ch	d	PREFIX_REPLACE:OLD2_NEW1	6	77	2861	101	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_REPLACE:ch>k	PREFIX_REPLACE	ch	k	PREFIX_REPLACE:OLD2_NEW1	11	62	1843	101	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_REPLACE:ch>ke	PREFIX_REPLACE	ch	ke	PREFIX_REPLACE:OLD2_NEW2	28	35	1631	100	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_REPLACE:ch>l	PREFIX_REPLACE	ch	l	PREFIX_REPLACE:OLD2_NEW1	10	65	1274	98	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_REPLACE:ch>o	PREFIX_REPLACE	ch	o	PREFIX_REPLACE:OLD2_NEW1	3	113	3381	101	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_REPLACE:ch>ok	PREFIX_REPLACE	ch	ok	PREFIX_REPLACE:OLD2_NEW2	6	86	2690	101	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_REPLACE:ch>ol	PREFIX_REPLACE	ch	ol	PREFIX_REPLACE:OLD2_NEW2	10	62	1392	100	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
f1	PREFIX_REPLACE:ch>ot	PREFIX_REPLACE	ch	ot	PREFIX_REPLACE:OLD2_NEW2	5	90	2811	101	b9275d172d4006ac54aa6805df2ea4d1f07a2aad9d7d71bc92bba52e7c70d1bb	1	TRAINING_DISCOVERED_FORMAL_RULE_NO_LINGUISTIC_STATUS
