representation	length	weighting	occurrences	types	position_inventories	position_entropies	mean_position_normalized_entropy	joint_entropy	sum_position_entropy	total_correlation	position_glyph_mi
LATIN_GERMAN_APOTHECARY_LATE15	3	TYPE	221	106	abcdefghilmnopqrstuwxzĩẽꝑꝯ|abdeilmnopqrstuãñõĩũ̃ẽꝑ|aceilmnoqrstuyzãđũ̃᷑ẽꝑꝭ	4.251545369156|4.017659493568|4.143087760326	0.902850960881	6.727920454563	12.412292623050	5.684372168487	0.334530162896
LATIN_GERMAN_APOTHECARY_LATE15	3	TOKEN	221	106	abcdefghilmnopqrstuwxzĩẽꝑꝯ|abdeilmnopqrstuãñõĩũ̃ẽꝑ|aceilmnoqrstuyzãđũ̃᷑ẽꝑꝭ	3.937264309979|3.829876280086|3.982405009239	0.854885764472	6.271026358598	11.749545599304	5.478519240706	0.430508324252
LATIN_MEDICAL_GRAPHEMATIC	2	TYPE	2331	252	abcdefghilmnopqrstuvxzãñõĩẜẽꝑꝓꝗꝙꝯ|abcdefilmnopqrstuvxyãñõħĩłũ̶̃̇̾ͣͤͥͦͧͨͫͭ᷑ᷠẽꝑꝯꝵ	4.716594112369|5.012656022526	0.923880491193	7.977279923500	9.729250134895	1.751970211395	0.357787945233
LATIN_MEDICAL_GRAPHEMATIC	2	TOKEN	2331	252	abcdefghilmnopqrstuvxzãñõĩẜẽꝑꝓꝗꝙꝯ|abcdefilmnopqrstuvxyãñõħĩłũ̶̃̇̾ͣͤͥͦͧͨͫͭ᷑ᷠẽꝑꝯꝵ	3.967531710741|4.478614337947	0.801012212637	6.154475846255	8.446146048688	2.291670202434	0.440773511881
LATIN_MEDICAL_GRAPHEMATIC	3	TYPE	1801	584	abcdefghilmnopqrstuvyzãñõĩũẜẽꝑꝓꝗꝙꝯ|abcdeghilmnopqrstuvxzãñõħĩłũ̶̃̾ͣͤͥͦẽꝑꝙ|abcdefgilmnopqrstuvxzãñõħĩłũ̶̃̇̾ͣͤͥͦͫͬ᷑ᷝᷠᷤẽꝑꝗꝙꝯꝵ	4.570255982410|4.600073141268|4.847359139914	0.880939294020	9.189824558880	14.017688263592	4.827863704712	0.273645595242
LATIN_MEDICAL_GRAPHEMATIC	3	TOKEN	1801	584	abcdefghilmnopqrstuvyzãñõĩũẜẽꝑꝓꝗꝙꝯ|abcdeghilmnopqrstuvxzãñõħĩłũ̶̃̾ͣͤͥͦẽꝑꝙ|abcdefgilmnopqrstuvxzãñõħĩłũ̶̃̇̾ͣͤͥͦͫͬ᷑ᷝᷠᷤẽꝑꝗꝙꝯꝵ	4.257373971156|4.327290520344|4.446706514107	0.819200140907	8.164892050930	13.031371005606	4.866478954677	0.365286865616
LATIN_SCHOLASTIC_GRAPHEMATIC	2	TYPE	3294	271	abcdefghilmnopqrstuvxñõĩũṽẜẽↄꝑꝓꝙꝯ|abcdefgiklmnopqrstuxãñõħĩłũ̶̃̾ͣͤͥͦͧͨͫͬͭ᷑ᷝᷠẜẽꝑꝓꝭꝯꝵ	4.696255120121|5.133361739308	0.922627572605	8.082149041354	9.829616859429	1.747467818075	0.352932893874
LATIN_SCHOLASTIC_GRAPHEMATIC	2	TOKEN	3294	271	abcdefghilmnopqrstuvxñõĩũṽẜẽↄꝑꝓꝙꝯ|abcdefgiklmnopqrstuxãñõħĩłũ̶̃̾ͣͤͥͦͧͨͫͬͭ᷑ᷝᷠẜẽꝑꝓꝭꝯꝵ	4.195513094386|4.628332706876	0.828020314510	6.352585742911	8.823845801262	2.471260058350	0.474213816624
LATIN_SCHOLASTIC_GRAPHEMATIC	3	TYPE	2347	586	abcdefghilmnopqrstuvyãõĩũẜẽỹↄꝑꝓꝗꝙꝯ|abcdefghilmnoprstuxãñõħĩłũ̶̃̾ͣͤͥͦͨͫͭ᷑ᷝẜẽꝑꝙꝯ|abcdefghiklmnopqrstuxãçñõĩłũ̃̇̾ͣͤͥͦͧͨͫͬͭ᷑ẜẽꝑꝓꝭꝯꝵ	4.554647447210|4.755298749702|4.897671474939	0.882852134099	9.194756854422	14.207617671851	5.012860817429	0.321236115561
LATIN_SCHOLASTIC_GRAPHEMATIC	3	TOKEN	2347	586	abcdefghilmnopqrstuvyãõĩũẜẽỹↄꝑꝓꝗꝙꝯ|abcdefghilmnoprstuxãñõħĩłũ̶̃̾ͣͤͥͦͨͫͭ᷑ᷝẜẽꝑꝙꝯ|abcdefghiklmnopqrstuxãçñõĩłũ̃̇̾ͣͤͥͦͧͨͫͬͭ᷑ẜẽꝑꝓꝭꝯꝵ	4.205473634173|4.436799426424|4.471329743343	0.814962973499	7.937151580424	13.113602803940	5.176451223516	0.375972343344
