locus	physical_folio	register	length_bucket	paragraph_start	group_count	b3_close	opening_member	closing_member	internal_dy_count	any_internal_dy	two_plus_internal_dy	three_plus_internal_dy
f16r.9	f16	HA	2	0	2	0	C2	G1	0	0	0	0
f16v.11	f16	HA	3	0	3	0	A1	G1	0	0	0	0
f16v.12	f16	HA	4	0	4	0	B1	A2	0	0	0	0
f16v.13	f16	HA	2	0	2	0	C2	C1	0	0	0	0
f16v.2	f16	HA	6	0	6	0	A2	A2	0	0	0	0
f16v.4	f16	HA	5	0	5	0	B1	B2	1	1	0	0
f16v.5	f16	HA	6	0	6	0	A2	E2	0	0	0	0
f16v.7	f16	HA	5	1	5	0	P1	A2	0	0	0	0
f16v.9	f16	HA	8	0	8	0	B1	A2	0	0	0	0
f17r.11	f17	HA	5	0	5	0	A1	H1	0	0	0	0
f17r.5	f17	HA	9	0	9	0	A2	A2	1	1	0	0
f17r.8	f17	HA	4	0	4	0	B1	A2	0	0	0	0
f17v.11	f17	HA	4	0	4	0	D1	B2	0	0	0	0
f17v.21	f17	HA	7	0	7	0	A1	G1	0	0	0	0
f17v.22	f17	HA	7	0	7	0	D1	A2	0	0	0	0
f17v.5	f17	HA	6	0	6	0	A2	A2	0	0	0	0
f17v.7	f17	HA	7	0	7	0	C2	G1	0	0	0	0
f17v.8	f17	HA	6	0	6	0	D1	A2	0	0	0	0
f17v.9	f17	HA	5	0	5	0	A2	B2	0	0	0	0
f18r.10	f18	HA	5	0	5	0	B1	G1	0	0	0	0
f18r.12	f18	HA	5	0	5	0	A2	A2	0	0	0	0
f18r.5	f18	HA	6	1	6	1	Q2	B3	0	0	0	0
f18r.6	f18	HA	8	0	8	0	A2	B2	0	0	0	0
f18r.7	f18	HA	6	0	6	0	A1	G1	2	1	1	0
f18r.9	f18	HA	4	0	4	0	K1	B1	0	0	0	0
f18v.4	f18	HA	6	0	6	0	D1	C1	0	0	0	0
f18v.6	f18	HA	8	0	8	0	D1	C1	0	0	0	0
f18v.7	f18	HA	8	0	8	0	A2	A2	0	0	0	0
f18v.8	f18	HA	7	0	7	1	Q2	B3	0	0	0	0
f18v.9	f18	HA	6	0	6	0	A1	A2	0	0	0	0
f19r.1	f19	HA	9	1	9	0	P1	A2	0	0	0	0
f19r.10	f19	HA	5	0	5	0	B1	A2	0	0	0	0
f19r.11	f19	HA	4	0	4	0	D1	B1	2	1	1	0
f19r.12	f19	HA	4	0	4	0	A2	B2	0	0	0	0
f19r.3	f19	HA	6	0	6	0	A1	A2	0	0	0	0
f19r.4	f19	HA	5	0	5	0	D1	C1	0	0	0	0
f19r.8	f19	HA	7	0	7	0	A1	A2	0	0	0	0
f19v.13	f19	HA	7	0	7	0	A2	G1	0	0	0	0
f19v.2	f19	HA	6	0	6	1	D1	B3	0	0	0	0
f19v.4	f19	HA	5	0	5	0	A2	G1	0	0	0	0
f19v.6	f19	HA	5	0	5	0	A2	C2	0	0	0	0
f19v.8	f19	HA	6	1	6	1	Q2	B3	0	0	0	0
f2r.1	f2	HA	6	1	6	0	Q1	A2	0	0	0	0
f2r.11	f2	HA	9	0	9	0	A2	C1	0	0	0	0
f2r.12	f2	HA	10PLUS	0	11	0	A1	B2	0	0	0	0
f2r.13	f2	HA	5	0	5	0	L1	A2	0	0	0	0
f2r.3	f2	HA	7	0	7	0	D1	G1	1	1	0	0
f2r.5	f2	HA	7	0	7	0	A1	E2	0	0	0	0
f2r.7	f2	HA	5	0	5	0	L1	E2	0	0	0	0
f2r.8	f2	HA	9	1	9	0	Q1	A2	0	0	0	0
f2v.3	f2	HA	8	0	8	0	A1	G1	1	1	0	0
f2v.4	f2	HA	4	0	4	0	L1	G1	0	0	0	0
f2v.7	f2	HA	7	0	7	0	B1	G1	0	0	0	0
f2v.8	f2	HA	5	0	5	0	K1	A2	0	0	0	0
f20r.10	f20	HA	8	0	8	0	A1	A2	2	1	1	0
f20r.12	f20	HA	8	0	8	0	L1	C1	1	1	0	0
f20r.3	f20	HA	8	0	8	0	D1	B2	0	0	0	0
f20r.6	f20	HA	8	0	8	0	K1	G1	0	0	0	0
f20r.8	f20	HA	4	0	4	0	C2	A2	0	0	0	0
f20r.9	f20	HA	6	1	6	0	P2	A2	1	1	0	0
f20v.10	f20	HA	7	0	7	0	L1	A2	0	0	0	0
f20v.4	f20	HA	5	0	5	0	L1	G1	0	0	0	0
f20v.7	f20	HA	8	0	8	0	L1	G1	0	0	0	0
f21r.11	f21	HA	9	0	9	0	L1	A2	0	0	0	0
f21r.2	f21	HA	9	0	9	0	C2	G1	0	0	0	0
f21r.5	f21	HA	8	0	8	0	A2	G1	0	0	0	0
f21v.2	f21	HA	8	0	8	0	A1	G1	1	1	0	0
f21v.3	f21	HA	9	0	9	0	D1	B2	0	0	0	0
f21v.4	f21	HA	8	0	8	0	L1	B2	0	0	0	0
f21v.6	f21	HA	6	0	6	0	L1	G1	0	0	0	0
f21v.8	f21	HA	3	0	3	0	K1	G1	0	0	0	0
f22r.10	f22	HA	10PLUS	1	10	1	Q1	B3	0	0	0	0
f22r.12	f22	HA	7	0	7	0	A1	G1	0	0	0	0
f22r.4	f22	HA	9	1	9	0	P1	G1	0	0	0	0
f22v.1	f22	HA	8	1	8	0	P1	B1	1	1	0	0
f22v.10	f22	HA	5	0	5	0	D1	B2	0	0	0	0
f22v.11	f22	HA	3	0	3	0	C2	A2	0	0	0	0
f22v.12	f22	HA	3	0	3	0	A2	A2	0	0	0	0
f22v.13	f22	HA	3	0	3	0	A1	A2	1	1	0	0
f22v.15	f22	HA	5	0	5	0	L1	A2	0	0	0	0
f22v.16	f22	HA	2	0	2	0	C2	B2	0	0	0	0
f22v.3	f22	HA	7	0	7	1	D1	B3	0	0	0	0
f22v.4	f22	HA	6	0	6	0	A1	G1	0	0	0	0
f22v.7	f22	HA	4	0	4	0	A2	A2	0	0	0	0
f22v.8	f22	HA	5	0	5	1	D1	B3	0	0	0	0
f23r.7	f23	HA	10PLUS	0	11	0	A1	B4	0	0	0	0
f23v.5	f23	HA	5	0	5	0	B1	A2	0	0	0	0
f23v.6	f23	HA	7	1	7	0	Q2	C1	0	0	0	0
f23v.7	f23	HA	9	0	9	0	A1	B4	0	0	0	0
f23v.8	f23	HA	9	0	9	1	D1	B3	0	0	0	0
f23v.9	f23	HA	10PLUS	0	10	0	A1	B4	0	0	0	0
f24r.14	f24	HA	5	0	5	0	D1	B2	0	0	0	0
f24r.15	f24	HA	5	0	5	0	A1	C2	0	0	0	0
f24r.16	f24	HA	5	0	5	0	L1	B2	0	0	0	0
f24r.4	f24	HA	6	0	6	0	A1	A3	0	0	0	0
f24r.7	f24	HA	6	0	6	0	D1	B2	0	0	0	0
f24r.8	f24	HA	6	0	6	0	A2	B2	0	0	0	0
f24v.13	f24	HA	7	0	7	0	A1	B2	0	0	0	0
f24v.16	f24	HA	2	0	2	1	A1	B3	0	0	0	0
f24v.4	f24	HA	6	0	6	0	A2	C2	0	0	0	0
f24v.7	f24	HA	4	0	4	1	A2	B3	0	0	0	0
f24v.8	f24	HA	4	0	4	0	Q1	F1	0	0	0	0
f25r.4	f25	HA	8	0	8	0	B1	F1	0	0	0	0
f25r.5	f25	HA	7	0	7	0	D1	G1	0	0	0	0
f25r.6	f25	HA	2	0	2	0	A1	G1	0	0	0	0
f25v.2	f25	HA	9	0	9	0	B1	G1	0	0	0	0
f27r.1	f27	HA	7	1	7	0	Q1	A2	0	0	0	0
f27r.10	f27	HA	7	0	7	0	D1	A2	0	0	0	0
f27r.12	f27	HA	5	0	5	0	B1	B2	0	0	0	0
f27r.2	f27	HA	9	0	9	0	B1	C2	0	0	0	0
f27r.4	f27	HA	8	0	8	0	D1	A2	0	0	0	0
f28r.3	f28	HA	7	0	7	0	D1	C1	0	0	0	0
f28r.4	f28	HA	8	0	8	0	K1	A2	0	0	0	0
f28r.7	f28	HA	8	0	8	0	L1	C1	1	1	0	0
f28r.8	f28	HA	8	0	8	0	A1	G1	0	0	0	0
f28r.9	f28	HA	4	0	4	0	A2	G1	0	0	0	0
f28v.3	f28	HA	4	0	4	0	K1	G1	0	0	0	0
f28v.4	f28	HA	10PLUS	1	10	0	Q2	A2	0	0	0	0
f28v.5	f28	HA	8	0	8	0	A1	H1	0	0	0	0
f28v.6	f28	HA	2	0	2	0	B1	G1	0	0	0	0
f28v.8	f28	HA	9	0	9	0	A1	B2	0	0	0	0
f29r.3	f29	HA	7	0	7	0	D1	A2	0	0	0	0
f29r.4	f29	HA	3	0	3	0	K1	C2	0	0	0	0
f29r.6	f29	HA	6	0	6	0	K1	H1	0	0	0	0
f29v.3	f29	HA	10PLUS	0	11	0	K1	A2	0	0	0	0
f29v.5	f29	HA	6	1	6	0	Q2	A2	0	0	0	0
f29v.6	f29	HA	8	0	8	0	B1	A2	0	0	0	0
f3r.11	f3	HA	5	1	5	0	P1	A2	0	0	0	0
f3r.14	f3	HA	4	0	4	0	K1	A2	0	0	0	0
f3r.19	f3	HA	9	0	9	0	A1	A2	0	0	0	0
f3r.2	f3	HA	5	0	5	1	A2	B3	0	0	0	0
f3r.3	f3	HA	5	0	5	0	A1	A2	0	0	0	0
f3r.5	f3	HA	5	0	5	0	D1	B2	0	0	0	0
f3r.7	f3	HA	5	0	5	0	A1	A1	0	0	0	0
f3v.1	f3	HA	8	1	8	0	Q1	A2	0	0	0	0
f3v.11	f3	HA	6	0	6	1	L1	B3	0	0	0	0
f3v.12	f3	HA	6	0	6	0	A1	C2	0	0	0	0
f3v.3	f3	HA	7	0	7	0	A1	E1	0	0	0	0
f3v.7	f3	HA	5	1	5	0	Q2	C2	0	0	0	0
f30r.10	f30	HA	6	0	6	0	K1	A2	0	0	0	0
f30r.12	f30	HA	8	0	8	0	B1	F1	0	0	0	0
f30r.5	f30	HA	6	0	6	0	K1	A2	0	0	0	0
f30r.6	f30	HA	9	0	9	0	B1	A2	0	0	0	0
f30r.7	f30	HA	3	0	3	0	D1	A2	0	0	0	0
f30r.9	f30	HA	7	0	7	0	B1	A2	0	0	0	0
f30v.10	f30	HA	4	0	4	0	L1	G1	1	1	0	0
f30v.2	f30	HA	10PLUS	0	10	0	D1	A2	0	0	0	0
f30v.4	f30	HA	6	0	6	0	A1	G1	0	0	0	0
f30v.8	f30	HA	4	0	4	0	A1	A2	0	0	0	0
f32r.11	f32	HA	3	0	3	0	L1	E2	0	0	0	0
f32r.15	f32	HA	4	0	4	0	D1	B2	0	0	0	0
f32r.16	f32	HA	3	0	3	0	A1	A2	0	0	0	0
f32r.17	f32	HA	2	0	2	0	K1	A2	0	0	0	0
f32r.19	f32	HA	3	0	3	0	B1	E2	0	0	0	0
f32r.2	f32	HA	7	0	7	0	A1	B2	0	0	0	0
f32r.3	f32	HA	7	0	7	0	D1	G1	0	0	0	0
f32r.5	f32	HA	3	0	3	0	D1	G1	0	0	0	0
f32r.7	f32	HA	4	0	4	0	A1	F3	0	0	0	0
f32r.9	f32	HA	2	0	2	0	B1	A2	0	0	0	0
f32v.11	f32	HA	3	0	3	0	A1	A2	0	0	0	0
f32v.3	f32	HA	9	0	9	0	L1	A3	0	0	0	0
f32v.9	f32	HA	7	0	7	0	D1	G1	0	0	0	0
f35r.10	f35	HA	9	0	9	0	A1	G1	0	0	0	0
f35r.12	f35	HA	8	0	8	0	A1	G1	1	1	0	0
f35r.13	f35	HA	7	0	7	0	D1	G1	0	0	0	0
f35r.14	f35	HA	8	0	8	0	U2	G1	0	0	0	0
f35r.15	f35	HA	5	0	5	0	A1	F1	0	0	0	0
f35r.3	f35	HA	5	0	5	0	B1	A2	0	0	0	0
f35r.6	f35	HA	4	0	4	0	C2	G1	0	0	0	0
f35r.7	f35	HA	3	0	3	0	L1	A2	0	0	0	0
f35v.11	f35	HA	2	0	2	0	D1	G1	0	0	0	0
f35v.13	f35	HA	5	0	5	0	A1	C1	0	0	0	0
f35v.14	f35	HA	4	0	4	0	Q2	F1	0	0	0	0
f35v.15	f35	HA	4	0	4	0	A2	K1	0	0	0	0
f35v.17	f35	HA	4	0	4	0	B1	A2	0	0	0	0
f35v.20	f35	HA	5	0	5	0	C2	E2	0	0	0	0
f35v.21	f35	HA	3	0	3	0	B1	C1	0	0	0	0
f35v.3	f35	HA	4	0	4	0	B1	G1	0	0	0	0
f35v.4	f35	HA	4	0	4	0	A2	A2	0	0	0	0
f35v.5	f35	HA	3	0	3	0	B1	C1	0	0	0	0
f36r.2	f36	HA	9	0	9	0	A1	C1	1	1	0	0
f36r.7	f36	HA	7	0	7	0	D1	B1	0	0	0	0
f36r.8	f36	HA	4	0	4	0	A2	B1	0	0	0	0
f36r.9	f36	HA	3	0	3	0	A2	A1	0	0	0	0
f36v.10	f36	HA	3	0	3	0	A2	B1	0	0	0	0
f36v.11	f36	HA	3	0	3	0	A1	B1	0	0	0	0
f36v.12	f36	HA	4	0	4	0	A2	B1	0	0	0	0
f36v.13	f36	HA	4	0	4	0	A1	A2	0	0	0	0
f36v.14	f36	HA	2	0	2	0	C2	F1	0	0	0	0
f36v.3	f36	HA	8	0	8	0	B1	C2	0	0	0	0
f36v.6	f36	HA	5	0	5	0	B1	C2	0	0	0	0
f37r.5	f37	HA	5	0	5	0	A2	A2	0	0	0	0
f37r.6	f37	HA	6	0	6	0	L1	G1	1	1	0	0
f37r.7	f37	HA	5	0	5	0	C2	G1	0	0	0	0
f37v.13	f37	HA	1	0	1	0	C2	H1	0	0	0	0
f37v.14	f37	HA	3	1	3	0	Q2	C2	0	0	0	0
f37v.15	f37	HA	4	0	4	0	C2	F1	0	0	0	0
f37v.16	f37	HA	3	0	3	0	D1	G1	0	0	0	0
f37v.17	f37	HA	3	0	3	0	C2	C2	0	0	0	0
f37v.23	f37	HA	3	0	3	0	A2	G1	0	0	0	0
f37v.4	f37	HA	4	0	4	0	B1	G1	0	0	0	0
f37v.5	f37	HA	4	0	4	0	B1	F1	0	0	0	0
f37v.6	f37	HA	4	0	4	0	A2	A2	0	0	0	0
f37v.7	f37	HA	2	0	2	0	D1	G1	0	0	0	0
f37v.8	f37	HA	4	1	4	0	D1	G1	0	0	0	0
f38r.1	f38	HA	7	1	7	0	Q2	A2	0	0	0	0
f38r.6	f38	HA	7	0	7	0	A2	G1	0	0	0	0
f38v.3	f38	HA	9	0	9	0	D1	C2	0	0	0	0
f38v.5	f38	HA	7	0	7	0	D1	A2	1	1	0	0
f38v.6	f38	HA	8	0	8	0	L1	F1	0	0	0	0
f38v.8	f38	HA	5	0	5	0	A1	G1	0	0	0	0
f4r.10	f4	HA	4	0	4	0	A1	G1	0	0	0	0
f4r.12	f4	HA	3	0	3	0	C2	G1	0	0	0	0
f4r.13	f4	HA	2	0	2	0	B1	A2	0	0	0	0
f4r.3	f4	HA	7	0	7	0	A1	F1	0	0	0	0
f4r.4	f4	HA	6	0	6	0	D1	A2	0	0	0	0
f4r.7	f4	HA	4	0	4	1	D1	B3	0	0	0	0
f4r.8	f4	HA	5	0	5	0	L1	A2	0	0	0	0
f4v.1	f4	HA	6	1	6	0	P1	B1	0	0	0	0
f4v.2	f4	HA	8	0	8	0	A1	A2	0	0	0	0
f4v.6	f4	HA	3	0	3	0	A2	A2	0	0	0	0
f42r.13	f42	HA	9	0	9	1	D1	B3	0	0	0	0
f42r.14	f42	HA	7	0	7	1	L1	B3	0	0	0	0
f42r.17	f42	HA	6	0	6	0	L1	G1	0	0	0	0
f42r.23	f42	HA	3	0	3	0	A1	C2	0	0	0	0
f42r.3	f42	HA	5	0	5	0	Q2	B2	0	0	0	0
f42r.7	f42	HA	6	1	6	0	P1	E2	0	0	0	0
f42v.13	f42	HA	8	0	8	0	L1	G1	0	0	0	0
f42v.15	f42	HA	3	0	3	0	K1	A2	0	0	0	0
f42v.16	f42	HA	2	0	2	0	A1	A2	0	0	0	0
f42v.2	f42	HA	10PLUS	0	10	0	B1	G1	0	0	0	0
f42v.3	f42	HA	9	0	9	0	L1	A2	1	1	0	0
f42v.8	f42	HA	2	0	2	0	C2	G1	0	0	0	0
f42v.9	f42	HA	8	1	8	0	P1	A2	0	0	0	0
f44r.1	f44	HA	6	1	6	0	Q2	G1	0	0	0	0
f44r.11	f44	HA	3	0	3	0	A2	A2	0	0	0	0
f44v.10	f44	HA	6	0	6	0	B2	B2	0	0	0	0
f44v.12	f44	HA	6	0	6	0	A2	B2	0	0	0	0
f44v.2	f44	HA	9	0	9	0	A2	C1	0	0	0	0
f45r.10	f45	HA	9	0	9	0	A1	B2	1	1	0	0
f45r.11	f45	HA	5	0	5	0	B2	G1	0	0	0	0
f45r.3	f45	HA	9	0	9	1	D1	B3	0	0	0	0
f45r.6	f45	HA	8	0	8	0	A1	A2	1	1	0	0
f45r.7	f45	HA	5	0	5	0	B2	C1	0	0	0	0
f45v.11	f45	HA	5	0	5	0	A1	A2	0	0	0	0
f45v.4	f45	HA	6	0	6	0	A1	A2	0	0	0	0
f45v.5	f45	HA	9	1	9	1	D1	B3	0	0	0	0
f47r.10	f47	HA	9	0	9	1	L1	B3	0	0	0	0
f47r.3	f47	HA	8	0	8	0	B1	G1	0	0	0	0
f47r.4	f47	HA	6	0	6	0	D1	B2	0	0	0	0
f47r.6	f47	HA	10PLUS	1	10	0	P2	B2	0	0	0	0
f47v.1	f47	HA	6	1	6	0	P1	A2	0	0	0	0
f47v.2	f47	HA	7	0	7	0	B1	A2	1	1	0	0
f47v.3	f47	HA	7	0	7	0	L1	G1	0	0	0	0
f47v.4	f47	HA	7	0	7	0	D1	A2	0	0	0	0
f47v.5	f47	HA	7	0	7	0	B1	A2	1	1	0	0
f47v.6	f47	HA	5	0	5	0	K1	B2	1	1	0	0
f47v.7	f47	HA	3	1	3	0	P1	A2	0	0	0	0
f47v.8	f47	HA	4	0	4	0	B1	B2	0	0	0	0
f49r.11	f49	HA	2	0	2	0	K1	B2	0	0	0	0
f49r.12	f49	HA	5	1	5	0	P1	A2	0	0	0	0
f49r.15	f49	HA	5	0	5	0	A1	G1	1	1	0	0
f49r.19	f49	HA	6	0	6	0	B1	E2	0	0	0	0
f49r.5	f49	HA	5	0	5	0	K1	E2	0	0	0	0
f49r.7	f49	HA	4	0	4	0	D1	A2	0	0	0	0
f49v.10	f49	HA	3	0	3	0	L1	C1	0	0	0	0
f49v.14	f49	HA	3	0	3	0	K1	E2	0	0	0	0
f49v.2	f49	HA	4	1	4	0	Q1	A2	0	0	0	0
f49v.22	f49	HA	4	0	4	0	B1	A2	0	0	0	0
f49v.28	f49	HA	6	1	6	0	P2	A2	0	0	0	0
f49v.30	f49	HA	7	0	7	0	B1	B2	0	0	0	0
f49v.32	f49	HA	6	0	6	0	Q2	B4	0	0	0	0
f49v.34	f49	HA	4	0	4	0	L1	A2	0	0	0	0
f49v.44	f49	HA	9	0	9	0	K1	A2	0	0	0	0
f49v.46	f49	HA	9	0	9	0	A1	C2	0	0	0	0
f49v.52	f49	HA	4	0	4	0	A2	G1	0	0	0	0
f5r.4	f5	HA	6	0	6	0	A1	A2	1	1	0	0
f5r.7	f5	HA	5	0	5	0	D1	A2	0	0	0	0
f5v.5	f5	HA	8	0	8	0	L1	G1	0	0	0	0
f5v.6	f5	HA	3	0	3	0	A1	B4	0	0	0	0
f51r.12	f51	HA	7	0	7	0	A2	B2	0	0	0	0
f51r.15	f51	HA	7	0	7	0	D1	B2	1	1	0	0
f51r.2	f51	HA	4	0	4	0	B1	A2	2	1	1	0
f51r.9	f51	HA	7	0	7	1	Q2	B3	1	1	0	0
f51v.11	f51	HA	4	0	4	0	A2	A2	0	0	0	0
f51v.13	f51	HA	3	0	3	0	B1	F1	0	0	0	0
f51v.2	f51	HA	8	0	8	0	B1	A2	2	1	1	0
f51v.3	f51	HA	8	0	8	1	Q2	B3	2	1	1	0
f51v.7	f51	HA	9	0	9	0	D1	A2	1	1	0	0
f52r.3	f52	HA	7	0	7	0	Q2	A2	1	1	0	0
f52r.5	f52	HA	8	0	8	1	A1	B3	0	0	0	0
f52v.11	f52	HA	5	0	5	0	B1	B2	0	0	0	0
f52v.12	f52	HA	4	0	4	0	D1	A2	1	1	0	0
f52v.14	f52	HA	3	0	3	0	A1	A2	0	0	0	0
f52v.6	f52	HA	4	0	4	0	D1	A2	0	0	0	0
f52v.7	f52	HA	4	1	4	0	P1	G1	0	0	0	0
f52v.8	f52	HA	5	0	5	0	Q1	B2	0	0	0	0
f53r.9	f53	HA	7	0	7	0	A1	A2	0	0	0	0
f53v.10	f53	HA	3	0	3	0	A2	G1	0	0	0	0
f53v.5	f53	HA	6	0	6	0	A2	A2	1	1	0	0
f54v.11	f54	HA	3	0	3	1	A1	B3	0	0	0	0
f54v.12	f54	HA	4	0	4	0	Q2	C2	0	0	0	0
f54v.9	f54	HA	6	0	6	0	A2	A2	0	0	0	0
f56r.12	f56	HA	4	0	4	0	L1	A2	0	0	0	0
f56r.13	f56	HA	3	0	3	0	A1	B2	0	0	0	0
f56r.18	f56	HA	4	0	4	0	L1	E2	0	0	0	0
f56r.19	f56	HA	3	0	3	0	A1	G1	0	0	0	0
f56r.5	f56	HA	4	0	4	0	K1	G1	0	0	0	0
f56r.7	f56	HA	5	0	5	0	L1	B2	0	0	0	0
f56r.8	f56	HA	4	0	4	0	C2	A2	0	0	0	0
f56v.11	f56	HA	5	0	5	0	K1	F1	0	0	0	0
f56v.13	f56	HA	6	0	6	0	A2	G1	0	0	0	0
f56v.14	f56	HA	6	0	6	0	K1	C1	0	0	0	0
f56v.15	f56	HA	5	0	5	0	A1	G1	0	0	0	0
f56v.3	f56	HA	7	0	7	0	A1	B2	0	0	0	0
f56v.6	f56	HA	3	0	3	0	K1	C2	0	0	0	0
f56v.8	f56	HA	5	0	5	0	A2	B2	0	0	0	0
f6r.12	f6	HA	5	0	5	0	A1	A2	0	0	0	0
f6r.14	f6	HA	4	0	4	1	A2	B3	0	0	0	0
f6r.2	f6	HA	8	0	8	0	B1	C2	0	0	0	0
f6r.6	f6	HA	7	0	7	0	A1	G1	0	0	0	0
f6r.7	f6	HA	7	0	7	0	B1	C2	0	0	0	0
f6r.8	f6	HA	5	0	5	0	A2	G1	0	0	0	0
f6v.14	f6	HA	4	0	4	0	D1	A2	0	0	0	0
f6v.20	f6	HA	4	0	4	0	B1	G1	0	0	0	0
f6v.21	f6	HA	3	0	3	1	A2	B3	0	0	0	0
f6v.7	f6	HA	5	0	5	0	A2	B2	0	0	0	0
f6v.8	f6	HA	4	0	4	1	A2	B3	0	0	0	0
f6v.9	f6	HA	5	0	5	0	A1	C2	0	0	0	0
f7r.3	f7	HA	6	0	6	0	A1	B1	0	0	0	0
f7r.4	f7	HA	7	0	7	0	D1	G1	0	0	0	0
f7r.5	f7	HA	2	0	2	0	A1	G1	0	0	0	0
f7r.7	f7	HA	8	0	8	0	B1	A2	1	1	0	0
f7r.8	f7	HA	8	0	8	0	A1	F1	0	0	0	0
f7v.1	f7	HA	8	1	8	0	P1	A2	1	1	0	0
f7v.2	f7	HA	9	0	9	0	K1	B1	0	0	0	0
f7v.5	f7	HA	4	0	4	0	B1	A2	0	0	0	0
f8r.2	f8	HA	9	0	9	0	Q2	B2	0	0	0	0
f8r.7	f8	HA	4	0	4	0	K1	F1	0	0	0	0
f8v.10	f8	HA	5	0	5	1	C2	B3	1	1	0	0
f8v.11	f8	HA	1	0	1	0	C2	F1	0	0	0	0
f8v.13	f8	HA	7	0	7	0	Q1	C1	0	0	0	0
f8v.14	f8	HA	9	0	9	1	L1	B3	0	0	0	0
f8v.17	f8	HA	3	0	3	0	B1	G1	0	0	0	0
f8v.5	f8	HA	7	0	7	0	K1	C1	0	0	0	0
f8v.7	f8	HA	7	0	7	0	L1	A2	0	0	0	0
f87r.10	f87	HA	5	0	5	0	L1	A2	1	1	0	0
f87r.11	f87	HA	6	1	6	0	P1	A2	0	0	0	0
f87r.14	f87	HA	7	0	7	1	B1	B3	0	0	0	0
f87r.4	f87	HA	7	0	7	0	C2	C1	1	1	0	0
f87v.16	f87	HA	2	0	2	0	C2	C1	0	0	0	0
f87v.4	f87	HA	4	0	4	0	B1	A2	0	0	0	0
f87v.7	f87	HA	5	0	5	0	D1	B4	0	0	0	0
f87v.9	f87	HA	3	0	3	0	Q2	B2	1	1	0	0
f9r.1	f9	HA	10PLUS	1	10	0	Q2	A2	0	0	0	0
f9r.2	f9	HA	9	0	9	0	A1	G1	1	1	0	0
f9r.5	f9	HA	10PLUS	0	10	0	B1	A2	1	1	0	0
f9v.1	f9	HA	10PLUS	1	10	0	P2	G1	1	1	0	0
f9v.10	f9	HA	5	0	5	0	A1	A2	0	0	0	0
f9v.12	f9	HA	3	0	3	0	K1	C1	0	0	0	0
