null_id	test_id	null_type	parameters	statistic_primary	statistic_secondary	tail_member	notes
T1_CARD_3_4_19_36	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,4,19,36	2	6	0	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_4_27_28	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,4,27,28	2	6	0	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_4_27_29	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,4,27,29	2	6	0	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_4_27_30	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,4,27,30	1	5	0	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_4_27_36	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,4,27,36	1	5	0	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_4_28_29	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,4,28,29	3	7	0	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_4_28_30	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,4,28,30	2	6	0	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_4_28_36	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,4,28,36	2	6	0	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_4_29_30	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,4,29,30	2	6	0	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_4_29_36	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,4,29,36	2	6	0	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_4_30_36	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,4,30,36	1	5	0	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_7_8_10	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,7,8,10	3	12	1	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_7_8_12	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,7,8,12	3	10	1	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_7_8_16	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,7,8,16	3	7	0	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_7_8_19	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,7,8,19	3	5	0	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_7_8_27	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,7,8,27	2	4	0	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_7_8_28	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,7,8,28	3	5	0	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_7_8_29	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,7,8,29	3	5	0	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_7_8_30	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,7,8,30	2	4	0	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_7_8_36	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,7,8,36	2	4	0	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_7_10_12	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,7,10,12	3	17	1	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_7_10_16	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,7,10,16	3	14	1	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_7_10_19	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,7,10,19	3	12	1	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_7_10_27	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,7,10,27	2	11	0	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_7_10_28	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,7,10,28	3	12	1	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_7_10_29	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,7,10,29	3	12	1	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_7_10_30	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,7,10,30	2	11	0	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_7_10_36	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,7,10,36	2	11	0	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_7_12_16	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,7,12,16	3	12	1	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_7_12_19	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,7,12,19	3	10	1	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_7_12_27	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,7,12,27	2	9	0	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_7_12_28	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,7,12,28	3	10	1	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_7_12_29	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,7,12,29	3	10	1	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_7_12_30	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,7,12,30	2	9	0	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_7_12_36	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,7,12,36	2	9	0	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_7_16_19	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,7,16,19	3	7	0	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_7_16_27	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,7,16,27	2	6	0	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_7_16_28	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,7,16,28	3	7	0	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_7_16_29	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,7,16,29	3	7	0	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_7_16_30	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,7,16,30	2	6	0	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_7_16_36	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,7,16,36	2	6	0	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_7_19_27	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,7,19,27	2	4	0	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_7_19_28	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,7,19,28	3	5	0	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_7_19_29	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,7,19,29	3	5	0	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_7_19_30	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,7,19,30	2	4	0	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_7_19_36	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,7,19,36	2	4	0	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_7_27_28	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,7,27,28	2	4	0	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_7_27_29	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,7,27,29	2	4	0	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_7_27_30	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,7,27,30	1	3	0	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_7_27_36	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,7,27,36	1	3	0	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_7_28_29	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,7,28,29	3	5	0	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_7_28_30	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,7,28,30	2	4	0	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_7_28_36	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,7,28,36	2	4	0	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_7_29_30	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,7,29,30	2	4	0	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_7_29_36	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,7,29,36	2	4	0	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_7_30_36	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,7,30,36	1	3	0	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_8_10_12	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,8,10,12	3	15	1	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_8_10_16	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,8,10,16	3	12	1	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_8_10_19	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,8,10,19	3	10	1	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_8_10_27	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,8,10,27	2	9	0	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_8_10_28	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,8,10,28	3	10	1	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_8_10_29	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,8,10,29	3	10	1	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_8_10_30	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,8,10,30	2	9	0	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_8_10_36	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,8,10,36	2	9	0	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_8_12_16	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,8,12,16	3	10	1	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_8_12_19	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,8,12,19	3	8	0	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_8_12_27	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,8,12,27	2	7	0	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_8_12_28	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,8,12,28	3	8	0	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_8_12_29	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,8,12,29	3	8	0	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_8_12_30	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,8,12,30	2	7	0	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_8_12_36	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,8,12,36	2	7	0	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_8_16_19	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,8,16,19	3	5	0	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_8_16_27	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,8,16,27	2	4	0	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_8_16_28	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,8,16,28	3	5	0	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_8_16_29	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,8,16,29	3	5	0	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_8_16_30	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,8,16,30	2	4	0	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_8_16_36	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,8,16,36	2	4	0	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_8_19_27	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,8,19,27	2	2	0	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_8_19_28	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,8,19,28	3	3	0	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_8_19_29	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,8,19,29	3	3	0	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_8_19_30	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,8,19,30	2	2	0	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_8_19_36	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,8,19,36	2	2	0	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_8_27_28	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,8,27,28	2	2	0	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_8_27_29	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,8,27,29	2	2	0	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_8_27_30	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,8,27,30	1	1	0	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_8_27_36	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,8,27,36	1	1	0	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_8_28_29	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,8,28,29	3	3	0	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_8_28_30	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,8,28,30	2	2	0	Lexicographic score: distinct target sizes, then arrays hit
T1_CARD_3_8_28_36	KART001-T1	EXHAUSTIVE_FOUR_OF_THIRTEEN_MEDIEVAL_CARDINALITIES	3,8,28,36	2	2	0	Lexicographic score: distinct target sizes, then arrays hit
