locus	physical_folio	register	hand	group_index	group_count	token	wrapper	residual_host	base_host	inner_d	field_position	late_half	field_start	preclose_or_close	after_dy	before_dy	physical_line_end
f39v.14	f39	HB	2	4	4	cholody	ch	olo	olo	0	FIELD_CLOSE	1	0	1	0	0	1
f39v.7	f39	HB	2	2	8	shedy	sh	e	e	0	SINGLE	0	0	0	1	0	0
f39v.7	f39	HB	2	4	8	sheedy	sh	ee	ee	0	FIELD_CLOSE	0	0	1	0	0	0
f40r.7	f40	HB	2	2	4	chekaiin	che	kaiin	kaiin	0	FIELD_INTERNAL	0	0	0	0	0	0
f40v.1	f40	HB	2	2	3	chefaiin	che	faiin	faiin	0	PRECLOSE	1	0	1	0	1	0
f40v.13	f40	HB	2	7	7	chefain	che	fain	fain	0	OPEN_FIELD_END	1	0	0	0	0	1
f40v.18	f40	HB	2	3	8	chckhy	ch	ckhy	ckhy	0	FIELD_INTERNAL	0	0	0	0	0	0
f40v.19	f40	HB	2	2	4	chetar	che	tar	tar	0	FIELD_START	0	1	0	1	0	0
f40v.5	f40	HB	2	4	4	chckhy	ch	ckhy	ckhy	0	OPEN_FIELD_END	1	0	0	0	0	1
f40v.7	f40	HB	2	1	5	shody	sh	o	o	0	SINGLE	0	0	0	0	0	0
f41r.11	f41	HB	5	3	4	chekeedy	che	kee	kee	0	SINGLE	1	0	0	1	0	0
f41r.11	f41	HB	5	4	4	cheked	che	ked	ked	0	SINGLE	1	0	0	1	0	1
f41v.2	f41	HB	5	6	9	chepchefy	che	pchefy	pchefy	0	FIELD_START	1	1	0	1	1	0
f41v.2	f41	HB	5	7	9	shdchdy	sh	dch	ch	1	FIELD_CLOSE	1	0	1	0	0	0
f43r.10	f43	HB	2	2	11	shed	sh	ed	ed	0	PRECLOSE	0	0	1	0	1	0
f43r.6	f43	HB	2	4	5	cheody	che	o	o	0	FIELD_CLOSE	1	0	1	0	0	0
f43r.6	f43	HB	2	5	5	cheolkeepchy	che	olkeepchy	olkeepchy	0	SINGLE	1	0	0	1	0	1
f43r.9	f43	HB	2	4	5	cheey	che	ey	ey	0	FIELD_INTERNAL	1	0	0	0	0	0
f43v.13	f43	HB	2	4	10	chekcheey	che	kcheey	kcheey	0	FIELD_START	0	1	0	1	0	0
f43v.13	f43	HB	2	8	10	cheetam	che	etam	etam	0	FIELD_START	1	1	0	1	0	0
f43v.3	f43	HB	2	4	12	chocthy	ch	octhy	octhy	0	FIELD_INTERNAL	0	0	0	0	0	0
f43v.3	f43	HB	2	5	12	chky	ch	ky	ky	0	FIELD_INTERNAL	0	0	0	0	0	0
f43v.7	f43	HB	2	6	10	chcthy	ch	cthy	cthy	0	FIELD_START	1	1	0	1	0	0
f43v.8	f43	HB	2	1	9	shetcheodchs	sh	etcheodchs	etcheodchs	0	FIELD_START	0	1	0	0	1	0
f43v.8	f43	HB	2	5	9	chody	ch	o	o	0	FIELD_CLOSE	1	0	1	0	0	0
f43v.8	f43	HB	2	7	9	sheody	sh	eo	eo	0	FIELD_CLOSE	1	0	1	0	0	0
f43v.8	f43	HB	2	9	9	chef	che	f	f	0	OPEN_FIELD_END	1	0	0	0	0	1
f46r.12	f46	HB	2	3	12	sheockhy	sh	eockhy	eockhy	0	FIELD_INTERNAL	0	0	0	0	0	0
f46r.12	f46	HB	2	4	12	choky	ch	oky	oky	0	FIELD_INTERNAL	0	0	0	0	0	0
f46r.12	f46	HB	2	7	12	ches	che	s	s	0	FIELD_INTERNAL	1	0	0	0	0	0
f46r.12	f46	HB	2	8	12	shey	sh	ey	ey	0	FIELD_INTERNAL	1	0	0	0	0	0
f46r.12	f46	HB	2	10	12	sheckhy	sh	eckhy	eckhy	0	FIELD_INTERNAL	1	0	0	0	0	0
f46r.12	f46	HB	2	12	12	chckham	ch	ckham	ckham	0	OPEN_FIELD_END	1	0	0	0	0	1
f46r.4	f46	HB	2	2	10	chol	ch	ol	ol	0	PRECLOSE	0	0	1	0	1	0
f46r.4	f46	HB	2	4	10	chckhy	ch	ckhy	ckhy	0	FIELD_START	0	1	0	1	1	0
f46r.4	f46	HB	2	6	10	chekal	che	kal	kal	0	FIELD_START	1	1	0	1	0	0
f46r.4	f46	HB	2	7	10	chckhy	ch	ckhy	ckhy	0	FIELD_INTERNAL	1	0	0	0	0	0
f46r.4	f46	HB	2	8	10	sheky	sh	eky	eky	0	FIELD_INTERNAL	1	0	0	0	0	0
f46r.4	f46	HB	2	9	10	sheky	sh	eky	eky	0	FIELD_INTERNAL	1	0	0	0	0	0
f46v.11	f46	HB	2	3	5	chocpheod	ch	ocpheod	ocpheod	0	FIELD_START	1	1	0	1	0	0
f46v.12	f46	HB	2	3	5	chdam	ch	dam	am	1	FIELD_INTERNAL	1	0	0	0	0	0
f46v.12	f46	HB	2	4	5	chcthy	ch	cthy	cthy	0	FIELD_INTERNAL	1	0	0	0	0	0
f46v.12	f46	HB	2	5	5	chdam	ch	dam	am	1	OPEN_FIELD_END	1	0	0	0	0	1
f46v.5	f46	HB	2	2	13	shedy	sh	e	e	0	FIELD_CLOSE	0	0	1	0	1	0
f48r.1	f48	HB	5	6	10	sheodaiin	sh	eodaiin	eodaiin	0	FIELD_INTERNAL	1	0	0	0	0	0
f48r.1	f48	HB	5	7	10	sheokeol	sh	eokeol	eokeol	0	PRECLOSE	1	0	1	0	1	0
f48r.3	f48	HB	5	1	13	sheody	sh	eo	eo	0	SINGLE	0	0	0	0	0	0
f48r.3	f48	HB	5	2	13	she	sh	e	e	0	FIELD_START	0	1	0	1	0	0
f48v.10	f48	HB	5	6	13	chdor	ch	dor	or	1	FIELD_INTERNAL	0	0	0	0	0	0
f48v.10	f48	HB	5	7	13	chtol	ch	tol	tol	0	FIELD_INTERNAL	1	0	0	0	0	0
f48v.5	f48	HB	5	4	10	shed	sh	ed	ed	0	FIELD_INTERNAL	0	0	0	0	0	0
f48v.9	f48	HB	5	2	12	shody	sh	o	o	0	FIELD_CLOSE	0	0	1	0	0	0
f48v.9	f48	HB	5	5	12	cheky	che	ky	ky	0	FIELD_START	0	1	0	1	0	0
f50r.2	f50	HB	2	4	12	shos	sh	os	os	0	FIELD_START	0	1	0	1	0	0
f50r.3	f50	HB	2	3	10	sheedy	sh	ee	ee	0	FIELD_CLOSE	0	0	1	0	1	0
f50r.3	f50	HB	2	6	10	chody	ch	o	o	0	SINGLE	1	0	0	1	1	0
f50r.3	f50	HB	2	9	10	chkaiin	ch	kaiin	kaiin	0	FIELD_START	1	1	0	1	0	0
f50r.5	f50	HB	2	2	11	chckhy	ch	ckhy	ckhy	0	PRECLOSE	0	0	1	0	1	0
f50v.1	f50	HB	2	4	10	shotchdy	sh	otch	otch	0	FIELD_CLOSE	0	0	1	0	1	0
f50v.1	f50	HB	2	8	10	shor	sh	or	or	0	FIELD_INTERNAL	1	0	0	0	0	0
f50v.3	f50	HB	2	3	9	checkhy	che	ckhy	ckhy	0	FIELD_START	0	1	0	1	0	0
f50v.3	f50	HB	2	4	9	shckhy	sh	ckhy	ckhy	0	FIELD_INTERNAL	0	0	0	0	0	0
f55r.12	f55	HB	2	7	10	chelal	che	lal	lal	0	FIELD_INTERNAL	1	0	0	0	0	0
f55r.13	f55	HB	2	6	7	shar	sh	ar	ar	0	FIELD_INTERNAL	1	0	0	0	0	0
f55v.11	f55	HB	2	2	10	cheoar	che	oar	oar	0	FIELD_INTERNAL	0	0	0	0	0	0
f55v.11	f55	HB	2	3	10	cheeky	che	eky	eky	0	PRECLOSE	0	0	1	0	1	0
f55v.5	f55	HB	2	2	8	chaiin	ch	aiin	aiin	0	FIELD_INTERNAL	0	0	0	0	0	0
f66v.5	f66	HB	5	2	5	shedefam	sh	edefam	edefam	0	PRECLOSE	0	0	1	0	1	0
f66v.5	f66	HB	5	4	5	chokal	ch	okal	okal	0	FIELD_START	1	1	0	1	0	0
f94v.11	f94	HB	3	2	10	shcthhy	sh	cthhy	cthhy	0	FIELD_INTERNAL	0	0	0	0	0	0
f94v.11	f94	HB	3	4	10	chetaiin	che	taiin	taiin	0	FIELD_INTERNAL	0	0	0	0	0	0
f94v.12	f94	HB	3	2	5	chcthy	ch	cthy	cthy	0	FIELD_INTERNAL	0	0	0	0	0	0
f94v.12	f94	HB	3	4	5	chckhy	ch	ckhy	ckhy	0	FIELD_INTERNAL	1	0	0	0	0	0
f94v.5	f94	HB	3	6	8	chorchor	ch	orchor	orchor	0	FIELD_INTERNAL	1	0	0	0	0	0
f95r1.1	f95	HB	3	2	9	chepchdy	che	pch	pch	0	FIELD_CLOSE	0	0	1	0	0	0
f95r1.3	f95	HB	3	5	8	chekaiin	che	kaiin	kaiin	0	FIELD_START	1	1	0	1	0	0
f95r1.3	f95	HB	3	6	8	chekaiin	che	kaiin	kaiin	0	FIELD_INTERNAL	1	0	0	0	0	0
f95r1.3	f95	HB	3	7	8	chky	ch	ky	ky	0	FIELD_INTERNAL	1	0	0	0	0	0
f95r1.3	f95	HB	3	8	8	chaiin	ch	aiin	aiin	0	OPEN_FIELD_END	1	0	0	0	0	1
f95r1.4	f95	HB	3	6	11	cholky	ch	olky	olky	0	FIELD_INTERNAL	1	0	0	0	0	0
f95r1.7	f95	HB	3	2	9	sheky	sh	eky	eky	0	FIELD_START	0	1	0	1	0	0
f95r1.7	f95	HB	3	3	9	chekar	che	kar	kar	0	FIELD_INTERNAL	0	0	0	0	0	0
f95r1.7	f95	HB	3	4	9	chdain	ch	dain	ain	1	FIELD_INTERNAL	0	0	0	0	0	0
f95r1.7	f95	HB	3	5	9	chdaiin	ch	daiin	aiin	1	FIELD_INTERNAL	1	0	0	0	0	0
f95r1.7	f95	HB	3	7	9	chetchdy	che	tch	tch	0	FIELD_CLOSE	1	0	1	0	0	0
f95r1.7	f95	HB	3	9	9	chkam	ch	kam	kam	0	OPEN_FIELD_END	1	0	0	0	0	1
f95r1.9	f95	HB	3	3	10	chol	ch	ol	ol	0	FIELD_INTERNAL	0	0	0	0	0	0
f95r2.2	f95	HB	3	2	10	shody	sh	o	o	0	FIELD_CLOSE	0	0	1	0	0	0
f95r2.2	f95	HB	3	3	10	chkain	ch	kain	kain	0	FIELD_START	0	1	0	1	0	0
f95r2.2	f95	HB	3	4	10	chol	ch	ol	ol	0	FIELD_INTERNAL	0	0	0	0	0	0
f95r2.2	f95	HB	3	5	10	chckhy	ch	ckhy	ckhy	0	FIELD_INTERNAL	0	0	0	0	0	0
f95r2.3	f95	HB	3	2	10	chor	ch	or	or	0	FIELD_INTERNAL	0	0	0	0	0	0
f95r2.3	f95	HB	3	3	10	chckhy	ch	ckhy	ckhy	0	FIELD_INTERNAL	0	0	0	0	0	0
f95r2.3	f95	HB	3	5	10	chkar	ch	kar	kar	0	FIELD_INTERNAL	0	0	0	0	0	0
f95r2.4	f95	HB	3	2	6	shody	sh	o	o	0	FIELD_CLOSE	0	0	1	0	0	0
f95r2.4	f95	HB	3	6	6	chckhey	ch	ckhey	ckhey	0	OPEN_FIELD_END	1	0	0	0	0	1
f95r2.5	f95	HB	3	4	9	chcfhol	ch	cfhol	cfhol	0	FIELD_START	0	1	0	1	0	0
f95r2.6	f95	HB	3	4	11	shol	sh	ol	ol	0	FIELD_INTERNAL	0	0	0	0	0	0
f95v1.13	f95	HB	3	5	5	chcthy	ch	cthy	cthy	0	SINGLE	1	0	0	1	0	1
f95v1.5	f95	HB	3	2	4	shedy	sh	e	e	0	FIELD_CLOSE	0	0	1	0	0	0
f95v1.8	f95	HB	3	2	8	sheos	sh	eos	eos	0	FIELD_START	0	1	0	1	0	0
f95v1.8	f95	HB	3	5	8	chtal	ch	tal	tal	0	FIELD_INTERNAL	1	0	0	0	0	0
f95v2.5	f95	HB	3	3	9	shos	sh	os	os	0	FIELD_INTERNAL	0	0	0	0	0	0
f95v2.6	f95	HB	3	3	8	chals	ch	als	als	0	FIELD_INTERNAL	0	0	0	0	0	0
f95v2.6	f95	HB	3	4	8	shedain	sh	edain	edain	0	FIELD_INTERNAL	0	0	0	0	0	0
f103r.12	f103	SB	3	2	9	shey	sh	ey	ey	0	FIELD_INTERNAL	0	0	0	0	0	0
f103r.12	f103	SB	3	3	9	shckhy	sh	ckhy	ckhy	0	FIELD_INTERNAL	0	0	0	0	0	0
f103r.12	f103	SB	3	7	9	shar	sh	ar	ar	0	FIELD_START	1	1	0	1	0	0
f103r.21	f103	SB	3	6	12	chepy	che	py	py	0	PRECLOSE	0	0	1	0	1	0
f103r.23	f103	SB	3	2	5	sheckhy	sh	eckhy	eckhy	0	PRECLOSE	0	0	1	0	1	0
f103r.23	f103	SB	3	4	5	chckhy	ch	ckhy	ckhy	0	FIELD_START	1	1	0	1	0	0
f103r.23	f103	SB	3	5	5	shol	sh	ol	ol	0	OPEN_FIELD_END	1	0	0	0	0	1
f103r.24	f103	SB	3	3	12	shedy	sh	e	e	0	FIELD_CLOSE	0	0	1	0	0	0
f103r.24	f103	SB	3	8	12	shcthy	sh	cthy	cthy	0	FIELD_INTERNAL	1	0	0	0	0	0
f103r.30	f103	SB	3	2	9	sheckhy	sh	eckhy	eckhy	0	FIELD_START	0	1	0	1	0	0
f103r.30	f103	SB	3	5	9	shedy	sh	e	e	0	FIELD_CLOSE	1	0	1	0	0	0
f103r.30	f103	SB	3	6	9	chpchy	ch	pchy	pchy	0	FIELD_START	1	1	0	1	1	0
f103r.30	f103	SB	3	9	9	chdaly	ch	daly	aly	1	OPEN_FIELD_END	1	0	0	0	0	1
f103r.32	f103	SB	3	2	8	shedy	sh	e	e	0	FIELD_CLOSE	0	0	1	0	1	0
f103r.32	f103	SB	3	5	8	shety	sh	ety	ety	0	PRECLOSE	1	0	1	0	1	0
f103r.32	f103	SB	3	7	8	shcthy	sh	cthy	cthy	0	FIELD_START	1	1	0	1	0	0
f103r.39	f103	SB	3	5	6	shedy	sh	e	e	0	FIELD_CLOSE	1	0	1	0	0	0
f103r.42	f103	SB	3	2	4	sheol	sh	eol	eol	0	FIELD_INTERNAL	0	0	0	0	0	0
f103r.42	f103	SB	3	3	4	cheolshy	che	olshy	olshy	0	FIELD_INTERNAL	1	0	0	0	0	0
f103r.42	f103	SB	3	4	4	chalal	ch	alal	alal	0	OPEN_FIELD_END	1	0	0	0	0	1
f103r.43	f103	SB	3	2	11	cheal	che	al	al	0	FIELD_INTERNAL	0	0	0	0	0	0
f103r.43	f103	SB	3	4	11	sheey	sh	eey	eey	0	FIELD_INTERNAL	0	0	0	0	0	0
f103r.43	f103	SB	3	6	11	sheal	sh	eal	eal	0	FIELD_INTERNAL	1	0	0	0	0	0
f103r.43	f103	SB	3	8	11	sheedy	sh	ee	ee	0	FIELD_CLOSE	1	0	1	0	1	0
f103r.43	f103	SB	3	10	11	shokey	sh	okey	okey	0	FIELD_START	1	1	0	1	0	0
f103r.44	f103	SB	3	3	5	shey	sh	ey	ey	0	FIELD_INTERNAL	1	0	0	0	0	0
f103r.44	f103	SB	3	4	5	sheal	sh	eal	eal	0	PRECLOSE	1	0	1	0	1	0
f103v.14	f103	SB	3	2	12	sheol	sh	eol	eol	0	FIELD_INTERNAL	0	0	0	0	0	0
f103v.14	f103	SB	3	3	12	sho	sh	o	o	0	PRECLOSE	0	0	1	0	1	0
f103v.14	f103	SB	3	5	12	shedy	sh	e	e	0	SINGLE	0	0	0	1	0	0
f103v.17	f103	SB	3	6	11	shedy	sh	e	e	0	SINGLE	1	0	0	1	0	0
f103v.17	f103	SB	3	9	11	char	ch	ar	ar	0	FIELD_INTERNAL	1	0	0	0	0	0
f103v.26	f103	SB	3	3	6	sheety	sh	eety	eety	0	FIELD_INTERNAL	0	0	0	0	0	0
f103v.32	f103	SB	3	4	7	chokaiin	ch	okaiin	okaiin	0	FIELD_INTERNAL	1	0	0	0	0	0
f103v.32	f103	SB	3	5	7	shal	sh	al	al	0	FIELD_INTERNAL	1	0	0	0	0	0
f103v.33	f103	SB	3	6	10	cheody	che	o	o	0	FIELD_CLOSE	1	0	1	0	0	0
f103v.33	f103	SB	3	8	10	shdpchy	sh	dpchy	pchy	1	FIELD_INTERNAL	1	0	0	0	0	0
f103v.36	f103	SB	3	2	5	shey	sh	ey	ey	0	FIELD_INTERNAL	0	0	0	0	0	0
f103v.7	f103	SB	3	2	12	shey	sh	ey	ey	0	FIELD_INTERNAL	0	0	0	0	0	0
f103v.7	f103	SB	3	3	12	chol	ch	ol	ol	0	FIELD_INTERNAL	0	0	0	0	0	0
f103v.7	f103	SB	3	8	12	shedy	sh	e	e	0	FIELD_CLOSE	1	0	1	0	1	0
f103v.7	f103	SB	3	9	12	shedy	sh	e	e	0	SINGLE	1	0	0	1	0	0
f104r.21	f104	SB	3	3	5	chear	che	ar	ar	0	PRECLOSE	1	0	1	0	1	0
f104r.21	f104	SB	3	5	5	charaiin	ch	araiin	araiin	0	SINGLE	1	0	0	1	0	1
f104r.22	f104	SB	3	2	12	chllo	ch	llo	llo	0	FIELD_INTERNAL	0	0	0	0	0	0
f104r.22	f104	SB	3	4	12	shed	sh	ed	ed	0	PRECLOSE	0	0	1	0	1	0
f104r.22	f104	SB	3	6	12	chokor	ch	okor	okor	0	FIELD_START	0	1	0	1	1	0
f104r.22	f104	SB	3	7	12	cheedy	che	e	e	0	FIELD_CLOSE	1	0	1	0	0	0
f104r.22	f104	SB	3	9	12	cheor	che	or	or	0	FIELD_INTERNAL	1	0	0	0	0	0
f104r.22	f104	SB	3	10	12	chckhey	ch	ckhey	ckhey	0	FIELD_INTERNAL	1	0	0	0	0	0
f104r.26	f104	SB	3	1	4	shar	sh	ar	ar	0	FIELD_START	0	1	0	0	0	0
f104r.26	f104	SB	3	2	4	sheey	sh	eey	eey	0	FIELD_INTERNAL	0	0	0	0	0	0
f104r.26	f104	SB	3	4	4	sheody	sh	eo	eo	0	FIELD_CLOSE	1	0	1	0	0	1
f104r.27	f104	SB	3	6	11	cheodl	che	odl	odl	0	FIELD_INTERNAL	1	0	0	0	0	0
f104r.37	f104	SB	3	2	10	cheodal	che	odal	odal	0	FIELD_INTERNAL	0	0	0	0	0	0
f104r.39	f104	SB	3	6	11	chol	ch	ol	ol	0	FIELD_INTERNAL	1	0	0	0	0	0
f104r.42	f104	SB	3	3	3	cholkar	ch	olkar	olkar	0	SINGLE	1	0	0	1	0	1
f104r.5	f104	SB	3	5	12	chl	ch	l	l	0	FIELD_INTERNAL	0	0	0	0	0	0
f104r.5	f104	SB	3	7	12	chedacphy	che	dacphy	acphy	1	FIELD_INTERNAL	1	0	0	0	0	0
f104r.7	f104	SB	3	2	11	sheos	sh	eos	eos	0	FIELD_INTERNAL	0	0	0	0	0	0
f104r.7	f104	SB	3	6	11	shedy	sh	e	e	0	FIELD_CLOSE	1	0	1	0	0	0
f104v.10	f104	SB	3	1	11	shol	sh	ol	ol	0	FIELD_START	0	1	0	0	1	0
f104v.10	f104	SB	3	2	11	cheedy	che	e	e	0	FIELD_CLOSE	0	0	1	0	0	0
f104v.10	f104	SB	3	9	11	cheos	che	os	os	0	FIELD_INTERNAL	1	0	0	0	0	0
f104v.10	f104	SB	3	10	11	cheeo	che	eo	eo	0	FIELD_INTERNAL	1	0	0	0	0	0
f104v.19	f104	SB	3	2	13	chol	ch	ol	ol	0	FIELD_INTERNAL	0	0	0	0	0	0
f104v.19	f104	SB	3	3	13	chpcheor	ch	pcheor	pcheor	0	PRECLOSE	0	0	1	0	1	0
f104v.19	f104	SB	3	4	13	cholkshedy	ch	olkshe	olkshe	0	FIELD_CLOSE	0	0	1	0	0	0
f104v.19	f104	SB	3	6	13	sheedy	sh	ee	ee	0	FIELD_CLOSE	0	0	1	0	0	0
f104v.19	f104	SB	3	9	13	sho	sh	o	o	0	FIELD_INTERNAL	1	0	0	0	0	0
f104v.19	f104	SB	3	13	13	chekal	che	kal	kal	0	OPEN_FIELD_END	1	0	0	0	0	1
f104v.20	f104	SB	3	2	12	sheeo	sh	eeo	eeo	0	PRECLOSE	0	0	1	0	1	0
f104v.20	f104	SB	3	9	12	chor	ch	or	or	0	FIELD_INTERNAL	1	0	0	0	0	0
f104v.20	f104	SB	3	10	12	chorol	ch	orol	orol	0	FIELD_INTERNAL	1	0	0	0	0	0
f104v.20	f104	SB	3	11	12	chdar	ch	dar	ar	1	FIELD_INTERNAL	1	0	0	0	0	0
f104v.21	f104	SB	3	2	6	sheedy	sh	ee	ee	0	FIELD_CLOSE	0	0	1	0	0	0
f104v.21	f104	SB	3	4	6	shokchey	sh	okchey	okchey	0	FIELD_INTERNAL	1	0	0	0	0	0
f104v.21	f104	SB	3	6	6	chodain	ch	odain	odain	0	OPEN_FIELD_END	1	0	0	0	0	1
f104v.27	f104	SB	3	2	13	shor	sh	or	or	0	FIELD_INTERNAL	0	0	0	0	0	0
f104v.27	f104	SB	3	3	13	sheol	sh	eol	eol	0	FIELD_INTERNAL	0	0	0	0	0	0
f104v.27	f104	SB	3	4	13	sheol	sh	eol	eol	0	FIELD_INTERNAL	0	0	0	0	0	0
f104v.27	f104	SB	3	5	13	sheol	sh	eol	eol	0	PRECLOSE	0	0	1	0	1	0
f104v.27	f104	SB	3	7	13	chdor	ch	dor	or	1	FIELD_START	1	1	0	1	0	0
f104v.27	f104	SB	3	8	13	sho	sh	o	o	0	FIELD_INTERNAL	1	0	0	0	0	0
f104v.27	f104	SB	3	11	13	chpchs	ch	pchs	pchs	0	FIELD_INTERNAL	1	0	0	0	0	0
f104v.34	f104	SB	3	5	8	chokain	ch	okain	okain	0	FIELD_INTERNAL	1	0	0	0	0	0
f104v.34	f104	SB	3	7	8	cheol	che	ol	ol	0	FIELD_INTERNAL	1	0	0	0	0	0
f104v.36	f104	SB	3	3	6	sheos	sh	eos	eos	0	FIELD_INTERNAL	0	0	0	0	0	0
f104v.4	f104	SB	3	2	11	chedaiin	che	daiin	aiin	1	FIELD_START	0	1	0	1	0	0
f104v.4	f104	SB	3	3	11	chokar	ch	okar	okar	0	FIELD_INTERNAL	0	0	0	0	0	0
f104v.4	f104	SB	3	6	11	chol	ch	ol	ol	0	FIELD_INTERNAL	1	0	0	0	0	0
f105r.15	f105	SB	3	10	12	shod	sh	od	od	0	FIELD_INTERNAL	1	0	0	0	0	0
f105r.18	f105	SB	3	1	12	sheoy	sh	eoy	eoy	0	FIELD_START	0	1	0	0	1	0
