page	physical_folio	feature	feature_class	source_field	matched_rule	source_field_sha256	source_url	raw_human_description	provenance	claim_state
f31v	f31	LEAVES_ONE_SIDE	VISIBLE_PLANT_FEATURE	illustrations	EXACT: beta all-leaves-one-side tag	4bf2570984fe05ad3771102994b53d545228afcd99bc55bbc68abae711d4c1e6	https://www.voynich.nu/q04/index.html#f31v	A plant with leaves to the right (several green and one brown), two flowers to the left and what looks like seeds at the top.. || Herbal drawing characterisation (Gheuens/Rapaport): β: all leaves point to one side	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f33v	f33	TEXT_AVOIDS_DRAWING	PAGE_LAYOUT_RELATION	text_description	LITERAL: avoid	4e6745ef7997861267ccf955371920dc998fa0bfeff40ae9affab3c34724bc5f	https://www.voynich.nu/q05/index.html#f33v	This page has 11 text items (loci), as follows: 11 lines of standard text in paragraphs. || There are 11 lines of text in two paragraphs, which avoid parts of the drawing. || Currier language: B RZ language: C- (page) / C (folio) / C (bifolio) LFD hand: 2 || Browse interlinear transliteration of f33v	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f34r	f34	BROAD_CALYX	VISIBLE_PLANT_FEATURE	illustrations	EXACT: beta broad-many-fingered-calyx tag	ecdec99c1349153b1c80789f30d25168208e8c6f5b3b3a9e3da931077c83cfc1	https://www.voynich.nu/q05/index.html#f34r	Drawing of a plant with large roots, leaves ending in 'figers' and three flowers. || Herbal drawing characterisation (Gheuens/Rapaport): β: broad many-fingered calyx β: leaves parallel and fused together on one stalk	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f34r	f34	FLOWER_HEAD_ARCHITECTURE	POSTHOC_COMPOSITE_VISIBLE_FEATURE	illustrations	UNION: DAISY_CUP or BROAD_CALYX	ecdec99c1349153b1c80789f30d25168208e8c6f5b3b3a9e3da931077c83cfc1	https://www.voynich.nu/q05/index.html#f34r	Drawing of a plant with large roots, leaves ending in 'figers' and three flowers. || Herbal drawing characterisation (Gheuens/Rapaport): β: broad many-fingered calyx β: leaves parallel and fused together on one stalk	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f34r	f34	FUSED_PARALLEL_LEAVES	VISIBLE_PLANT_FEATURE	illustrations	EXACT: beta leaves-parallel-and-fused tag	ecdec99c1349153b1c80789f30d25168208e8c6f5b3b3a9e3da931077c83cfc1	https://www.voynich.nu/q05/index.html#f34r	Drawing of a plant with large roots, leaves ending in 'figers' and three flowers. || Herbal drawing characterisation (Gheuens/Rapaport): β: broad many-fingered calyx β: leaves parallel and fused together on one stalk	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f34r	f34	LARGE_OR_EXTENSIVE_ROOT	VISIBLE_PLANT_FEATURE	illustrations	REGEX: large/extensive/huge root	ecdec99c1349153b1c80789f30d25168208e8c6f5b3b3a9e3da931077c83cfc1	https://www.voynich.nu/q05/index.html#f34r	Drawing of a plant with large roots, leaves ending in 'figers' and three flowers. || Herbal drawing characterisation (Gheuens/Rapaport): β: broad many-fingered calyx β: leaves parallel and fused together on one stalk	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f34r	f34	FINGERED_OR_FRILLED_LEAVES	VISIBLE_PLANT_FEATURE	illustrations	STRICT REGEX: fingered/frilled leaves	ecdec99c1349153b1c80789f30d25168208e8c6f5b3b3a9e3da931077c83cfc1	https://www.voynich.nu/q05/index.html#f34r	Drawing of a plant with large roots, leaves ending in 'figers' and three flowers. || Herbal drawing characterisation (Gheuens/Rapaport): β: broad many-fingered calyx β: leaves parallel and fused together on one stalk	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f34r	f34	TEXT_SPLIT_OR_INTERRUPTED	PAGE_LAYOUT_RELATION	text_description	REGEX: split/interrupted/broken by plant	bd72bebb1875c84c2001869d7472455bd13d1701653025219c9c26d4f1c091bd	https://www.voynich.nu/q05/index.html#f34r	This page has 15 text items (loci), as follows: 15 lines of standard text in paragraphs. || There are 16 lines of text in three paragraphs. All text is split by the plant and in the second paragraph the lines left and right are not aligned very well. This seems to end in a 'signature'. || Currier language: B RZ language: Bs (page) / B (folio) / B (bifolio) LFD hand: 2 || Browse interlinear transliteration of f34r	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f34v	f34	DAISY_CUP	VISIBLE_PLANT_FEATURE	illustrations	EXACT: beta daisy-in-a-cup tag	15d6f2ff89e43aefdca62f64ed458a64405d40f560e380d6e8db4d2502bc49f0	https://www.voynich.nu/q05/index.html#f34v	Drawing of a plant with very extensive roots, that appear like two animals standing face to face. Leaves are green and brown and flowers not painted. || This plant shows some similarity with plant fragment #110 on f99v . || Herbal drawing characterisation (Gheuens/Rapaport): β: 'daisy in a cup' β: broad many-fingered calyx β: 'grass' β: all leaves point to one side β: leaves parallel and fused together on one stalk (tentative)	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f34v	f34	BROAD_CALYX	VISIBLE_PLANT_FEATURE	illustrations	EXACT: beta broad-many-fingered-calyx tag	15d6f2ff89e43aefdca62f64ed458a64405d40f560e380d6e8db4d2502bc49f0	https://www.voynich.nu/q05/index.html#f34v	Drawing of a plant with very extensive roots, that appear like two animals standing face to face. Leaves are green and brown and flowers not painted. || This plant shows some similarity with plant fragment #110 on f99v . || Herbal drawing characterisation (Gheuens/Rapaport): β: 'daisy in a cup' β: broad many-fingered calyx β: 'grass' β: all leaves point to one side β: leaves parallel and fused together on one stalk (tentative)	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f34v	f34	FLOWER_HEAD_ARCHITECTURE	POSTHOC_COMPOSITE_VISIBLE_FEATURE	illustrations	UNION: DAISY_CUP or BROAD_CALYX	15d6f2ff89e43aefdca62f64ed458a64405d40f560e380d6e8db4d2502bc49f0	https://www.voynich.nu/q05/index.html#f34v	Drawing of a plant with very extensive roots, that appear like two animals standing face to face. Leaves are green and brown and flowers not painted. || This plant shows some similarity with plant fragment #110 on f99v . || Herbal drawing characterisation (Gheuens/Rapaport): β: 'daisy in a cup' β: broad many-fingered calyx β: 'grass' β: all leaves point to one side β: leaves parallel and fused together on one stalk (tentative)	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f34v	f34	GRASS	VISIBLE_PLANT_FEATURE	illustrations	EXACT: beta grass tag	15d6f2ff89e43aefdca62f64ed458a64405d40f560e380d6e8db4d2502bc49f0	https://www.voynich.nu/q05/index.html#f34v	Drawing of a plant with very extensive roots, that appear like two animals standing face to face. Leaves are green and brown and flowers not painted. || This plant shows some similarity with plant fragment #110 on f99v . || Herbal drawing characterisation (Gheuens/Rapaport): β: 'daisy in a cup' β: broad many-fingered calyx β: 'grass' β: all leaves point to one side β: leaves parallel and fused together on one stalk (tentative)	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f34v	f34	LEAVES_ONE_SIDE	VISIBLE_PLANT_FEATURE	illustrations	EXACT: beta all-leaves-one-side tag	15d6f2ff89e43aefdca62f64ed458a64405d40f560e380d6e8db4d2502bc49f0	https://www.voynich.nu/q05/index.html#f34v	Drawing of a plant with very extensive roots, that appear like two animals standing face to face. Leaves are green and brown and flowers not painted. || This plant shows some similarity with plant fragment #110 on f99v . || Herbal drawing characterisation (Gheuens/Rapaport): β: 'daisy in a cup' β: broad many-fingered calyx β: 'grass' β: all leaves point to one side β: leaves parallel and fused together on one stalk (tentative)	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f34v	f34	FUSED_PARALLEL_LEAVES	VISIBLE_PLANT_FEATURE	illustrations	EXACT: beta leaves-parallel-and-fused tag	15d6f2ff89e43aefdca62f64ed458a64405d40f560e380d6e8db4d2502bc49f0	https://www.voynich.nu/q05/index.html#f34v	Drawing of a plant with very extensive roots, that appear like two animals standing face to face. Leaves are green and brown and flowers not painted. || This plant shows some similarity with plant fragment #110 on f99v . || Herbal drawing characterisation (Gheuens/Rapaport): β: 'daisy in a cup' β: broad many-fingered calyx β: 'grass' β: all leaves point to one side β: leaves parallel and fused together on one stalk (tentative)	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f34v	f34	LARGE_OR_EXTENSIVE_ROOT	VISIBLE_PLANT_FEATURE	illustrations	REGEX: large/extensive/huge root	15d6f2ff89e43aefdca62f64ed458a64405d40f560e380d6e8db4d2502bc49f0	https://www.voynich.nu/q05/index.html#f34v	Drawing of a plant with very extensive roots, that appear like two animals standing face to face. Leaves are green and brown and flowers not painted. || This plant shows some similarity with plant fragment #110 on f99v . || Herbal drawing characterisation (Gheuens/Rapaport): β: 'daisy in a cup' β: broad many-fingered calyx β: 'grass' β: all leaves point to one side β: leaves parallel and fused together on one stalk (tentative)	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f39r	f39	DAISY_CUP	VISIBLE_PLANT_FEATURE	illustrations	EXACT: beta daisy-in-a-cup tag	87fa7a1bb6adfeea6854bb23bddc3e94cee8daf8d7349e25e7c3985b0137f377	https://www.voynich.nu/q05/index.html#f39r	There is a plateau of earth, with roots below and a bed of flowers above (mostly leaves only). || Herbal drawing characterisation (Gheuens/Rapaport): β: 'daisy in a cup' β: root platform β: leaves parallel and fused together on one stalk	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f39r	f39	FLOWER_HEAD_ARCHITECTURE	POSTHOC_COMPOSITE_VISIBLE_FEATURE	illustrations	UNION: DAISY_CUP or BROAD_CALYX	87fa7a1bb6adfeea6854bb23bddc3e94cee8daf8d7349e25e7c3985b0137f377	https://www.voynich.nu/q05/index.html#f39r	There is a plateau of earth, with roots below and a bed of flowers above (mostly leaves only). || Herbal drawing characterisation (Gheuens/Rapaport): β: 'daisy in a cup' β: root platform β: leaves parallel and fused together on one stalk	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f39r	f39	ROOT_PLATFORM	VISIBLE_PLANT_FEATURE	illustrations	EXACT: beta root-platform tag	87fa7a1bb6adfeea6854bb23bddc3e94cee8daf8d7349e25e7c3985b0137f377	https://www.voynich.nu/q05/index.html#f39r	There is a plateau of earth, with roots below and a bed of flowers above (mostly leaves only). || Herbal drawing characterisation (Gheuens/Rapaport): β: 'daisy in a cup' β: root platform β: leaves parallel and fused together on one stalk	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f39r	f39	FUSED_PARALLEL_LEAVES	VISIBLE_PLANT_FEATURE	illustrations	EXACT: beta leaves-parallel-and-fused tag	87fa7a1bb6adfeea6854bb23bddc3e94cee8daf8d7349e25e7c3985b0137f377	https://www.voynich.nu/q05/index.html#f39r	There is a plateau of earth, with roots below and a bed of flowers above (mostly leaves only). || Herbal drawing characterisation (Gheuens/Rapaport): β: 'daisy in a cup' β: root platform β: leaves parallel and fused together on one stalk	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f39v	f39	GRASS	VISIBLE_PLANT_FEATURE	illustrations	EXACT: beta grass tag	b4f02aa427cec0ab4a0a9245a7d56f4ab78c4a4ab3b6077d856024b32450c487	https://www.voynich.nu/q05/index.html#f39v	Plant with a large root, unnusual leaves and two composite flowers. || Herbal drawing characterisation (Gheuens/Rapaport): ! α: flat-topped root β: 'grass' β: leaves parallel and fused together on one stalk (tentative)	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f39v	f39	FUSED_PARALLEL_LEAVES	VISIBLE_PLANT_FEATURE	illustrations	EXACT: beta leaves-parallel-and-fused tag	b4f02aa427cec0ab4a0a9245a7d56f4ab78c4a4ab3b6077d856024b32450c487	https://www.voynich.nu/q05/index.html#f39v	Plant with a large root, unnusual leaves and two composite flowers. || Herbal drawing characterisation (Gheuens/Rapaport): ! α: flat-topped root β: 'grass' β: leaves parallel and fused together on one stalk (tentative)	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f39v	f39	LARGE_OR_EXTENSIVE_ROOT	VISIBLE_PLANT_FEATURE	illustrations	REGEX: large/extensive/huge root	b4f02aa427cec0ab4a0a9245a7d56f4ab78c4a4ab3b6077d856024b32450c487	https://www.voynich.nu/q05/index.html#f39v	Plant with a large root, unnusual leaves and two composite flowers. || Herbal drawing characterisation (Gheuens/Rapaport): ! α: flat-topped root β: 'grass' β: leaves parallel and fused together on one stalk (tentative)	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f40r	f40	DAISY_CUP	VISIBLE_PLANT_FEATURE	illustrations	EXACT: beta daisy-in-a-cup tag	b475dca5f75eb7e87f1e82d611e45309ac4c97a441c6da3c0013ecaaac1011cd	https://www.voynich.nu/q05/index.html#f40r	Plant with a large tapered bud and one blue flower. The stem has a loop. || Herbal drawing characterisation (Gheuens/Rapaport): ! α: unnatural connections β: 'daisy in a cup' β: leaves parallel and fused together on one stalk	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f40r	f40	FLOWER_HEAD_ARCHITECTURE	POSTHOC_COMPOSITE_VISIBLE_FEATURE	illustrations	UNION: DAISY_CUP or BROAD_CALYX	b475dca5f75eb7e87f1e82d611e45309ac4c97a441c6da3c0013ecaaac1011cd	https://www.voynich.nu/q05/index.html#f40r	Plant with a large tapered bud and one blue flower. The stem has a loop. || Herbal drawing characterisation (Gheuens/Rapaport): ! α: unnatural connections β: 'daisy in a cup' β: leaves parallel and fused together on one stalk	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f40r	f40	FUSED_PARALLEL_LEAVES	VISIBLE_PLANT_FEATURE	illustrations	EXACT: beta leaves-parallel-and-fused tag	b475dca5f75eb7e87f1e82d611e45309ac4c97a441c6da3c0013ecaaac1011cd	https://www.voynich.nu/q05/index.html#f40r	Plant with a large tapered bud and one blue flower. The stem has a loop. || Herbal drawing characterisation (Gheuens/Rapaport): ! α: unnatural connections β: 'daisy in a cup' β: leaves parallel and fused together on one stalk	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f40r	f40	BLUE_FLOWERS_OR_BUDS	VISIBLE_PLANT_FEATURE	illustrations	RULE: blue and flower/bud	b475dca5f75eb7e87f1e82d611e45309ac4c97a441c6da3c0013ecaaac1011cd	https://www.voynich.nu/q05/index.html#f40r	Plant with a large tapered bud and one blue flower. The stem has a loop. || Herbal drawing characterisation (Gheuens/Rapaport): ! α: unnatural connections β: 'daisy in a cup' β: leaves parallel and fused together on one stalk	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f40v	f40	DAISY_CUP	VISIBLE_PLANT_FEATURE	illustrations	EXACT: beta daisy-in-a-cup tag	643f8635e7c3e16aaca01f77fad247375be99a99bda12441993b69897fe5dc94	https://www.voynich.nu/q05/index.html#f40v	Two plants, which look the same, apart from the fact that the one on the right has an enormous flower. || Herbal drawing characterisation (Gheuens/Rapaport): β: 'daisy in a cup' β: leaves parallel and fused together on one stalk	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f40v	f40	FLOWER_HEAD_ARCHITECTURE	POSTHOC_COMPOSITE_VISIBLE_FEATURE	illustrations	UNION: DAISY_CUP or BROAD_CALYX	643f8635e7c3e16aaca01f77fad247375be99a99bda12441993b69897fe5dc94	https://www.voynich.nu/q05/index.html#f40v	Two plants, which look the same, apart from the fact that the one on the right has an enormous flower. || Herbal drawing characterisation (Gheuens/Rapaport): β: 'daisy in a cup' β: leaves parallel and fused together on one stalk	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f40v	f40	FUSED_PARALLEL_LEAVES	VISIBLE_PLANT_FEATURE	illustrations	EXACT: beta leaves-parallel-and-fused tag	643f8635e7c3e16aaca01f77fad247375be99a99bda12441993b69897fe5dc94	https://www.voynich.nu/q05/index.html#f40v	Two plants, which look the same, apart from the fact that the one on the right has an enormous flower. || Herbal drawing characterisation (Gheuens/Rapaport): β: 'daisy in a cup' β: leaves parallel and fused together on one stalk	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f40v	f40	MULTIPLE_PLANTS	VISIBLE_PLANT_FEATURE	illustrations	REGEX: explicitly multiple plants	643f8635e7c3e16aaca01f77fad247375be99a99bda12441993b69897fe5dc94	https://www.voynich.nu/q05/index.html#f40v	Two plants, which look the same, apart from the fact that the one on the right has an enormous flower. || Herbal drawing characterisation (Gheuens/Rapaport): β: 'daisy in a cup' β: leaves parallel and fused together on one stalk	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f41r	f41	TEXT_AVOIDS_DRAWING	PAGE_LAYOUT_RELATION	text_description	LITERAL: avoid	42187ee2e5adb7a040ddd7a1f821b0d6effb72d582876278404fdca8d395a7c9	https://www.voynich.nu/q06/index.html#f41r	This page has 11 text items (loci), as follows: 11 lines of standard text in paragraphs. || There are 11 lines of text in two paragraphs, one near the top and one near the bottom, avoiding the root. || Currier language: B RZ language: Bs+ (page) / B+ (folio) / B (bifolio) LFD hand: 5 || Browse interlinear transliteration of f41r	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f41v	f41	FINGERED_OR_FRILLED_LEAVES	VISIBLE_PLANT_FEATURE	illustrations	STRICT REGEX: fingered/frilled leaves	023bb34ca2484e92fec1f0ac630a75aad0c6cc7f8447f5810b2c97b0010dd9ef	https://www.voynich.nu/q06/index.html#f41v	Plant drawing with bright brown roots, frilled fingered leaves and seeds at the top. || Herbal drawing characterisation (Gheuens/Rapaport): ! α: veined leaves	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f43r	f43	DAISY_CUP	VISIBLE_PLANT_FEATURE	illustrations	EXACT: beta daisy-in-a-cup tag	91c4a153de1a857ffd52ea4fbffbbd555ddc52d797d453fa9c9200804b398ca6	https://www.voynich.nu/q06/index.html#f43r	Long row of plants with a forest of roots. Many small leaves alternating white and green and several small flowers. || Herbal drawing characterisation (Gheuens/Rapaport): β: 'daisy in a cup' β: broad many-fingered calyx β: root platform	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f43r	f43	BROAD_CALYX	VISIBLE_PLANT_FEATURE	illustrations	EXACT: beta broad-many-fingered-calyx tag	91c4a153de1a857ffd52ea4fbffbbd555ddc52d797d453fa9c9200804b398ca6	https://www.voynich.nu/q06/index.html#f43r	Long row of plants with a forest of roots. Many small leaves alternating white and green and several small flowers. || Herbal drawing characterisation (Gheuens/Rapaport): β: 'daisy in a cup' β: broad many-fingered calyx β: root platform	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f43r	f43	FLOWER_HEAD_ARCHITECTURE	POSTHOC_COMPOSITE_VISIBLE_FEATURE	illustrations	UNION: DAISY_CUP or BROAD_CALYX	91c4a153de1a857ffd52ea4fbffbbd555ddc52d797d453fa9c9200804b398ca6	https://www.voynich.nu/q06/index.html#f43r	Long row of plants with a forest of roots. Many small leaves alternating white and green and several small flowers. || Herbal drawing characterisation (Gheuens/Rapaport): β: 'daisy in a cup' β: broad many-fingered calyx β: root platform	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f43r	f43	ROOT_PLATFORM	VISIBLE_PLANT_FEATURE	illustrations	EXACT: beta root-platform tag	91c4a153de1a857ffd52ea4fbffbbd555ddc52d797d453fa9c9200804b398ca6	https://www.voynich.nu/q06/index.html#f43r	Long row of plants with a forest of roots. Many small leaves alternating white and green and several small flowers. || Herbal drawing characterisation (Gheuens/Rapaport): β: 'daisy in a cup' β: broad many-fingered calyx β: root platform	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f43r	f43	MULTIPLE_PLANTS	VISIBLE_PLANT_FEATURE	illustrations	REGEX: explicitly multiple plants	91c4a153de1a857ffd52ea4fbffbbd555ddc52d797d453fa9c9200804b398ca6	https://www.voynich.nu/q06/index.html#f43r	Long row of plants with a forest of roots. Many small leaves alternating white and green and several small flowers. || Herbal drawing characterisation (Gheuens/Rapaport): β: 'daisy in a cup' β: broad many-fingered calyx β: root platform	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
f43v	f43	DAISY_CUP	VISIBLE_PLANT_FEATURE	illustrations	EXACT: beta daisy-in-a-cup tag	3511c0abdc4cb44ff7d5b2b0ad95b28c4957ee0032b8489daa5adca95d0bde17	https://www.voynich.nu/q06/index.html#f43v	There are two different plants drawn side by side. The left one has a single stem and a snake-like root. The right one has a large bushy root system, several stems and leaves like crescents. || Herbal drawing characterisation (Gheuens/Rapaport): β: 'daisy in a cup' β: 'grass' β: leaves parallel and fused together on one stalk	EXISTING_HUMAN_ANNOTATION	VISIBLE_OR_LAYOUT_FEATURE_NOT_INTERPRETATION
