candidate_id	evidence_priority_rank	evidence_panel	source_page	target_page	relation_class	component	assertion_strength	cross_source_corroborated	local_query_locus	candidate_pool_pages	host_exact_similarity	host_exact_rank	host_exact_tail	host_exact_z	host_char2_similarity	host_char2_rank	host_char2_tail	host_char2_z	host_char3_similarity	host_char3_rank	host_char3_tail	host_char3_z	raw_char3_similarity	raw_char3_rank	raw_char3_tail	raw_char3_z	host_length_similarity	host_length_rank	host_length_tail	host_length_z
GDT151_HP008	14	HERBAL_TO_PHARMA	f24r	f89v2	PLANT_FRAGMENT_SIMILARITY	WHOLE_PLANT_OR_FRAGMENT	SIMILARITY_ONLY	0	NONE	15	0.063492063	14	0.933333333	-1.282057394	0.308108108	11	0.733333333	-0.122968826	0.151315789	13	0.866666667	-0.707901757	0.200000000	9	0.600000000	-0.057715224	0.456521739	7	0.466666667	0.196043344
GDT151_HP009	15	HERBAL_TO_PHARMA	f30r	f89r1	PLANT_FRAGMENT_SIMILARITY	WHOLE_PLANT_OR_FRAGMENT	SIMILARITY_ONLY	0	NONE	15	0.145833333	5	0.333333333	0.690808713	0.380062305	5	0.333333333	0.469199319	0.247191011	5	0.333333333	0.513570218	0.306818182	3	0.200000000	0.901449869	0.746031746	3	0.200000000	1.146123766
GDT151_HP010	16	HERBAL_TO_PHARMA	f30v	f101r	PLANT_FRAGMENT_SIMILARITY	WHOLE_PLANT_OR_FRAGMENT	SIMILARITY_ONLY	0	NONE	15	0.030303030	15	1.000000000	-2.004152076	0.013513514	15	1.000000000	-3.028694416	0.008695652	15	1.000000000	-2.907296798	0.022346369	15	1.000000000	-3.179341293	0.030303030	15	1.000000000	-3.127890615
GDT151_HP012	17	HERBAL_TO_PHARMA	f33r	f89r1	PLANT_FRAGMENT_SIMILARITY	WHOLE_PLANT_OR_FRAGMENT	SIMILARITY_ONLY	0	NONE	15	0.115942029	5	0.333333333	0.571733608	0.279475983	8	0.533333333	0.170116816	0.193370166	6	0.400000000	0.429936854	0.192073171	5	0.333333333	0.174124914	0.350877193	7	0.466666667	0.450038821
GDT151_HP013	18	HERBAL_TO_PHARMA	f34v	f99v	PLANT_FRAGMENT_SIMILARITY	WHOLE_PLANT_OR_FRAGMENT	SIMILARITY_ONLY	0	NONE	15	0.079207921	8	0.533333333	-0.064670463	0.248062016	11	0.733333333	-0.422005990	0.147239264	11	0.733333333	-0.152988434	0.188796680	8	0.533333333	0.031076432	0.434210526	6	0.400000000	0.214051135
GDT151_HP014	19	HERBAL_TO_PHARMA	f35v	f89r2	PLANT_FRAGMENT_SIMILARITY	WHOLE_PLANT_OR_FRAGMENT	SIMILARITY_ONLY	0	NONE	15	0.084745763	13	0.866666667	-0.654388553	0.172566372	14	0.933333333	-1.124170240	0.098360656	14	0.933333333	-1.191994720	0.095709571	14	0.933333333	-1.252434192	0.230769231	14	0.933333333	-1.333396515
GDT151_HP015	20	HERBAL_TO_PHARMA	f36r	f102v2	PLANT_FRAGMENT_SIMILARITY	WHOLE_PLANT_OR_FRAGMENT	SIMILARITY_ONLY	0	NONE	15	0.100000000	11	0.733333333	-0.469229138	0.240641711	12	0.800000000	-0.491315632	0.127388535	12	0.800000000	-0.510945077	0.130434783	12	0.800000000	-0.720028122	0.447368421	11	0.733333333	-0.242594150
GDT151_HP018	22	HERBAL_TO_PHARMA	f44r	f99v	PLANT_FRAGMENT_SIMILARITY	WHOLE_PLANT_OR_FRAGMENT	SIMILARITY_ONLY	0	NONE	15	0.059405941	11	0.733333333	-0.550015594	0.280285036	11	0.733333333	-0.232101018	0.164420485	11	0.733333333	-0.118952595	0.183127572	11	0.733333333	-0.236868530	0.486111111	2	0.133333333	0.751217279
GDT151_HP022	23	HERBAL_TO_PHARMA	f49r	f101r	PLANT_FRAGMENT_SIMILARITY	WHOLE_PLANT_OR_FRAGMENT	SIMILARITY_ONLY	0	NONE	15	0.015873016	15	1.000000000	-2.364750163	0.007968127	15	1.000000000	-2.726646664	0.005319149	15	1.000000000	-2.840311695	0.013071895	15	1.000000000	-2.583401475	0.015873016	15	1.000000000	-2.131163026
GDT151_HP023	24	HERBAL_TO_PHARMA	f4v	f101r	PLANT_FRAGMENT_SIMILARITY	WHOLE_PLANT_OR_FRAGMENT	SIMILARITY_ONLY	0	NONE	15	0.026315789	15	1.000000000	-2.189506909	0.013422819	15	1.000000000	-3.082439913	0.009009009	15	1.000000000	-2.833215502	0.020100503	15	1.000000000	-2.950473409	0.026315789	15	1.000000000	-2.842930632
GDT151_HP024	25	HERBAL_TO_PHARMA	f51r	f99r	PLANT_FRAGMENT_SIMILARITY	WHOLE_PLANT_OR_FRAGMENT	SIMILARITY_ONLY	0	NONE	15	0.093220339	11	0.733333333	-0.357083514	0.180933852	14	0.933333333	-1.139867114	0.146282974	14	0.933333333	-0.788810136	0.177858439	14	0.933333333	-0.655279868	0.240384615	14	0.933333333	-1.155654278
GDT151_HP025	26	HERBAL_TO_PHARMA	f53r	f102r2	PLANT_FRAGMENT_SIMILARITY	WHOLE_PLANT_OR_FRAGMENT	SIMILARITY_ONLY	0	NONE	15	0.065217391	7	0.466666667	-0.054933481	0.327044025	4	0.266666667	0.686881268	0.173913043	5	0.333333333	0.494894942	0.216216216	3	0.200000000	0.854754299	0.633333333	2	0.133333333	1.341265319
GDT151_HP026	27	HERBAL_TO_PHARMA	f55v	f101r	PLANT_FRAGMENT_SIMILARITY	WHOLE_PLANT_OR_FRAGMENT	SIMILARITY_ONLY	0	NONE	15	0.025641026	15	1.000000000	-2.401982605	0.014814815	15	1.000000000	-2.572934872	0.010416667	15	1.000000000	-2.159471847	0.011363636	15	1.000000000	-2.509647751	0.025641026	15	1.000000000	-2.735253581
GDT151_HP027	28	HERBAL_TO_PHARMA	f57r	f89r1	PLANT_FRAGMENT_SIMILARITY	WHOLE_PLANT_OR_FRAGMENT	SIMILARITY_ONLY	0	NONE	15	0.016393443	2	0.133333333	0.928750107	0.101382488	6	0.400000000	0.285693861	0.053571429	3	0.200000000	0.723662753	0.070469799	5	0.333333333	0.076781216	0.127272727	9	0.600000000	-0.593078528
GDT151_HP028	29	HERBAL_TO_PHARMA	f90r2	f88r	PLANT_FRAGMENT_SIMILARITY	WHOLE_PLANT_OR_FRAGMENT	SIMILARITY_ONLY	0	NONE	15	0.126436782	5	0.333333333	0.141450575	0.300000000	11	0.733333333	-0.297740507	0.226890756	10	0.666666667	-0.125588986	0.211229947	11	0.733333333	-0.250366419	0.342465753	12	0.800000000	-0.511144233
GDT151_HP029	30	HERBAL_TO_PHARMA	f90v2	f100v	PLANT_FRAGMENT_SIMILARITY	WHOLE_PLANT_OR_FRAGMENT	SIMILARITY_ONLY	0	NONE	15	0.113636364	7	0.466666667	-0.017163384	0.290322581	7	0.466666667	0.298045896	0.208000000	5	0.333333333	0.663727263	0.228855721	7	0.466666667	0.353690616	0.531250000	4	0.266666667	0.712216869
GDT151_HP030	31	HERBAL_TO_PHARMA	f94v	f88v	PLANT_FRAGMENT_SIMILARITY	WHOLE_PLANT_OR_FRAGMENT	SIMILARITY_ONLY	0	NONE	15	0.132743363	4	0.266666667	0.616423784	0.483050847	2	0.133333333	1.262760399	0.314569536	2	0.133333333	1.258987527	0.315476190	2	0.133333333	1.189908264	0.777777778	1	0.066666667	1.343729887
GDT151_HP031	32	HERBAL_TO_PHARMA	f96v	f99r	PLANT_FRAGMENT_SIMILARITY	WHOLE_PLANT_OR_FRAGMENT	SIMILARITY_ONLY	0	NONE	15	0.056910569	8	0.533333333	-0.021249793	0.205660377	14	0.933333333	-0.944758487	0.146396396	14	0.933333333	-0.691275425	0.147058824	13	0.866666667	-0.635091919	0.226415094	13	0.866666667	-1.093347320
GDT151_HP032	33	HERBAL_TO_PHARMA	f96v	f100r	PLANT_FRAGMENT_SIMILARITY	WHOLE_PLANT_OR_FRAGMENT	SIMILARITY_ONLY	0	NONE	15	0.021276596	14	0.933333333	-1.420584680	0.412790698	1	0.066666667	1.221002163	0.250000000	2	0.133333333	1.021350612	0.220183486	3	0.200000000	0.700048119	0.548387097	3	0.200000000	1.169769757
MHI007	34	INTERNAL_HERBAL	f90r1	f3v	COMPONENT_SIMILARITY	BULBS	STRONG	0	NONE	91	0.140845070	3	0.032967033	1.790352535	0.382352941	19	0.208791209	0.845593320	0.209756098	15	0.164835165	0.991979033	0.207667732	37	0.406593407	0.336480931	0.500000000	21	0.274725275	0.475717522
MHI002	36	INTERNAL_HERBAL	f17v	f96v	WHOLE_PLANT_SIMILARITY	WHOLE_PLANT	WEAK	0	NONE	93	0.086538462	78	0.838709677	-1.161694956	0.288265306	62	0.666666667	-0.379535009	0.202453988	57	0.612903226	-0.221722368	0.166315789	79	0.849462366	-1.087194948	0.269662921	81	0.870967742	-1.100597793
MHI003	37	INTERNAL_HERBAL	f44r	f1v	WHOLE_PLANT_SIMILARITY	WHOLE_PLANT	WEAK	0	NONE	93	0.086206897	61	0.655913978	-0.397360594	0.275109170	79	0.849462366	-1.027862351	0.174358974	73	0.784946237	-0.711332481	0.231939163	53	0.569892473	-0.220749753	0.369565217	74	0.795698925	-0.654988768
MHI004	38	INTERNAL_HERBAL	f6r	f51r	COMPONENT_SIMILARITY	LEAVES	MODERATE	0	NONE	93	0.133333333	73	0.795698925	-0.931726230	0.430851064	46	0.494623656	0.225804329	0.248447205	60	0.645161290	-0.165496931	0.190114068	78	0.838709677	-1.229167278	0.511111111	66	0.720430108	-0.545551825
MHI005	39	INTERNAL_HERBAL	f50r	f6r	COMPONENT_SIMILARITY	LEAVES	MODERATE	0	NONE	95	0.150684932	5	0.052631579	1.806937697	0.395652174	13	0.136842105	1.048265040	0.215384615	15	0.157894737	0.871457391	0.220447284	11	0.115789474	1.106785455	0.787234043	1	0.010526316	2.233301051
MHI006	40	INTERNAL_HERBAL	f19r	f2v	COMPONENT_SIMILARITY	FLOWER	MODERATE	0	NONE	93	0.261538462	6	0.064516129	1.477211101	0.382608696	60	0.645161290	-0.223929950	0.282608696	37	0.397849462	0.279983129	0.294701987	43	0.462365591	0.263039117	0.640000000	28	0.301075269	0.593995948
