world	flip_bits	STRUCTURE_ONLY	WRAPPER	RIGHT	COMPILER	RAW_EXACT	PAGE_HOST_EXACT	RAW_CHAR3	PAGE_HOST_CHAR3	max_standardized_correct
134	010000110	46	62	34	59	37	48	43	49	6.128258770283
135	010000111	48	58	37	59	40	45	45	52	5.421151989097
136	010001000	51	64	27	57	49	53	55	58	6.599663291074
137	010001001	51	62	37	60	51	51	57	57	6.128258770283
138	010001010	47	61	36	60	47	51	47	54	5.892556509888
139	010001011	36	61	38	61	47	46	48	51	5.892556509888
140	010001100	49	61	27	51	48	40	48	49	5.892556509888
141	010001101	49	58	34	54	50	37	51	50	5.185449728701
142	010001110	38	56	37	47	39	41	41	47	4.714045207910
143	010001111	29	43	38	46	39	33	44	47	2.592724864351
144	010010000	49	62	28	52	56	55	49	55	6.128258770283
145	010010001	47	61	32	53	58	49	48	53	5.892556509888
146	010010010	46	54	31	53	58	56	49	57	5.185449728701
147	010010011	45	53	36	54	61	51	47	53	5.892556509888
148	010010100	47	50	28	48	54	48	49	48	4.242640687119
149	010010101	47	46	28	49	55	41	47	43	4.478342947515
150	010010110	39	37	29	41	42	49	40	47	3.064129385142
151	010010111	37	38	34	44	49	43	36	45	3.064129385142
152	010011000	50	55	24	51	54	51	52	54	4.478342947515
153	010011001	49	54	34	50	57	48	52	53	4.949747468306
154	010011010	41	43	29	43	52	53	46	52	4.006938426724
155	010011011	39	40	37	48	55	47	46	45	4.478342947515
156	010011100	48	40	27	45	48	46	47	46	2.828427124746
157	010011101	47	40	29	43	50	37	46	45	3.299831645537
158	010011110	36	20	32	35	43	45	33	39	2.121320343560
159	010011111	34	16	36	32	43	35	36	37	1.649915822769
160	010100000	52	62	32	54	52	54	55	60	6.128258770283
161	010100001	53	60	36	56	50	53	55	60	5.656854249492
162	010100010	54	59	40	55	46	48	46	62	6.128258770283
163	010100011	48	56	36	52	44	45	46	52	4.714045207910
164	010100100	54	53	25	48	41	47	49	50	4.242640687119
165	010100101	55	53	31	51	34	42	50	44	4.478342947515
166	010100110	52	42	35	40	33	40	37	50	3.771236166328
167	010100111	45	36	36	40	31	33	40	44	2.121320343560
168	010101000	51	61	39	49	46	49	50	56	5.892556509888
169	010101001	51	60	34	50	47	47	56	51	5.656854249492
170	010101010	42	52	38	41	35	47	37	54	4.242640687119
171	010101011	31	48	35	42	38	38	36	45	2.828427124746
172	010101100	49	47	28	37	35	42	44	47	3.064129385142
173	010101101	43	40	29	40	40	35	45	41	2.121320343560
174	010101110	37	35	36	28	29	38	31	41	1.178511301978
175	010101111	26	32	36	29	29	31	32	38	0.471404520791
176	010110000	48	47	26	50	58	53	53	48	5.185449728701
177	010110001	49	44	28	51	59	47	50	49	5.421151989097
178	010110010	45	36	34	42	54	48	45	48	4.242640687119
179	010110011	44	37	34	44	54	41	45	41	4.242640687119
180	010110100	47	38	19	45	48	46	48	47	2.828427124746
181	010110101	48	39	27	44	47	40	46	41	2.828427124746
182	010110110	38	23	28	33	43	38	38	39	1.649915822769
183	010110111	35	17	37	30	44	28	41	35	1.885618083164
184	010111000	52	40	27	43	58	48	52	50	5.185449728701
185	010111001	53	35	27	40	57	40	52	43	4.949747468306
186	010111010	43	32	31	31	53	44	45	48	4.006938426724
187	010111011	43	25	32	36	50	41	49	40	3.299831645537
188	010111100	54	21	18	34	41	39	48	43	4.242640687119
189	010111101	49	16	24	32	39	29	42	36	3.064129385142
190	010111110	41	14	29	24	38	34	38	37	1.178511301978
191	010111111	37	11	36	25	39	24	45	35	2.121320343560
192	011000000	50	58	30	58	46	48	43	50	5.185449728701
193	011000001	48	55	37	57	51	46	41	51	4.949747468306
194	011000010	40	54	43	50	46	46	32	49	4.242640687119
195	011000011	36	48	42	48	46	41	31	41	2.828427124746
196	011000100	49	52	33	51	42	39	43	35	3.771236166328
197	011000101	47	41	35	49	46	34	41	34	3.064129385142
198	011000110	38	33	37	41	34	40	29	33	1.178511301978
199	011000111	33	33	40	36	34	30	26	27	0.942809041582
200	011001000	43	55	31	52	45	43	44	41	4.478342947515
201	011001001	35	50	39	52	45	39	42	43	3.771236166328
202	011001010	26	42	41	35	39	41	29	37	1.414213562373
203	011001011	23	40	45	34	35	40	27	35	2.121320343560
204	011001100	39	37	36	39	44	37	41	35	1.885618083164
205	011001101	35	33	33	40	42	31	36	28	1.414213562373
206	011001110	22	23	41	26	31	33	25	28	1.178511301978
207	011001111	23	20	39	23	28	24	25	24	0.707106781187
208	011010000	46	44	28	51	52	52	45	46	3.771236166328
209	011010001	42	39	34	49	53	44	45	44	4.006938426724
210	011010010	36	36	40	43	50	52	37	48	3.771236166328
211	011010011	33	27	40	43	47	40	36	39	2.592724864351
212	011010100	43	24	30	41	49	44	41	37	3.064129385142
213	011010101	41	14	30	39	53	37	40	30	4.006938426724
214	011010110	34	9	35	34	42	42	30	35	1.414213562373
215	011010111	30	9	37	30	40	33	29	29	0.942809041582
216	011011000	46	36	30	44	57	43	43	43	4.949747468306
217	011011001	44	33	36	41	52	42	42	37	3.771236166328
218	011011010	38	17	43	33	47	44	30	32	2.592724864351
219	011011011	35	17	42	35	43	35	29	31	1.649915822769
220	011011100	43	15	30	31	44	42	39	35	1.885618083164
221	011011101	40	14	33	31	45	30	38	24	2.121320343560
222	011011110	36	13	31	24	43	33	25	25	1.649915822769
223	011011111	32	13	40	22	35	30	25	24	0.942809041582
224	011100000	51	39	35	49	47	52	43	52	3.771236166328
225	011100001	45	37	46	49	47	41	44	48	3.064129385142
226	011100010	37	32	43	34	38	43	30	46	2.357022603955
227	011100011	37	30	45	33	32	33	28	36	2.121320343560
228	011100100	44	29	30	34	34	39	31	35	1.885618083164
229	011100101	38	28	41	36	40	31	31	32	1.178511301978
230	011100110	34	16	39	26	27	35	19	31	0.707106781187
231	011100111	30	16	40	25	25	28	20	27	0.942809041582
232	011101000	44	33	32	41	42	46	40	42	2.357022603955
233	011101001	33	32	47	39	42	35	39	39	2.592724864351
234	011101010	26	25	43	24	26	40	25	36	1.649915822769
235	011101011	24	24	46	24	27	35	22	30	2.357022603955
236	011101100	39	22	35	27	34	35	29	28	0.707106781187
237	011101101	27	16	42	27	36	25	29	20	1.414213562373
238	011101110	27	14	39	19	21	29	21	24	0.707106781187
239	011101111	24	15	40	20	21	27	21	27	0.942809041582
240	011110000	50	36	30	45	53	52	38	43	4.006938426724
241	011110001	47	25	42	42	50	35	35	35	3.299831645537
242	011110010	39	13	42	30	43	43	32	40	1.649915822769
243	011110011	36	10	41	33	42	34	28	34	1.414213562373
244	011110100	47	11	26	33	44	37	33	33	2.592724864351
245	011110101	45	10	28	29	44	26	27	29	2.121320343560
246	011110110	33	7	35	18	38	30	20	32	0.471404520791
247	011110111	30	6	40	19	32	27	23	29	0.942809041582
248	011111000	44	12	29	29	52	41	34	39	3.771236166328
249	011111001	38	12	37	29	50	30	30	28	3.299831645537
250	011111010	36	9	40	21	36	37	23	35	0.942809041582
251	011111011	33	11	40	19	40	30	25	27	0.942809041582
252	011111100	46	12	28	22	41	34	24	27	2.357022603955
253	011111101	40	11	28	23	39	24	21	22	0.942809041582
254	011111110	34	8	36	16	30	24	15	23	0.000000000000
255	011111111	29	8	39	18	27	29	21	24	0.707106781187
256	100000000	43	64	33	54	45	43	51	48	6.599663291074
257	100000001	38	64	36	56	42	48	57	49	6.599663291074
258	100000010	32	61	44	49	33	48	51	50	5.892556509888
259	100000011	26	60	44	50	31	38	48	45	5.656854249492
260	100000100	39	61	32	53	32	42	47	45	5.892556509888
261	100000101	36	63	32	51	36	35	49	37	6.363961030679
262	100000110	34	60	35	43	22	42	42	44	5.656854249492
263	100000111	28	60	43	43	20	31	38	33	5.656854249492
264	100001000	42	66	32	53	40	45	49	43	7.071067811865
265	100001001	39	65	37	54	34	42	52	40	6.835365551470
266	100001010	27	62	44	43	28	46	45	43	6.128258770283
267	100001011	25	61	46	39	28	35	39	39	5.892556509888
268	100001100	36	62	31	39	30	38	44	38	6.128258770283
269	100001101	33	59	30	42	29	29	40	32	5.421151989097
270	100001110	25	47	30	30	22	37	37	37	2.592724864351
271	100001111	22	36	42	27	19	20	34	29	1.414213562373
272	100010000	48	57	32	52	51	45	51	45	4.949747468306
273	100010001	45	58	33	53	51	43	51	48	5.185449728701
274	100010010	45	56	30	45	36	47	43	52	4.714045207910
275	100010011	33	50	37	45	38	37	43	44	3.299831645537
276	100010100	48	48	26	48	45	37	50	42	3.299831645537
277	100010101	46	47	29	48	46	32	47	36	2.828427124746
278	100010110	39	40	25	33	30	37	33	33	0.942809041582
279	100010111	28	39	40	31	30	26	32	30	0.942809041582
280	100011000	42	56	32	47	47	44	52	45	4.714045207910
281	100011001	38	56	33	46	45	37	53	41	4.714045207910
282	100011010	34	44	31	36	32	41	41	40	1.885618083164
283	100011011	28	43	42	38	38	33	41	37	1.649915822769
284	100011100	35	42	27	39	40	39	44	36	1.885618083164
285	100011101	35	40	29	38	34	29	42	26	1.414213562373
286	100011110	27	35	26	23	25	31	28	24	-0.235702260396
287	100011111	21	33	37	23	25	20	29	20	0.235702260396
288	100100000	40	59	32	50	37	42	47	48	5.421151989097
289	100100001	36	59	41	48	29	39	47	47	5.421151989097
290	100100010	32	58	39	41	27	42	34	48	5.185449728701
291	100100011	29	57	42	41	28	30	33	37	4.949747468306
292	100100100	37	55	30	37	29	37	43	41	4.478342947515
293	100100101	34	55	29	39	25	28	42	40	4.478342947515
294	100100110	28	39	36	31	20	30	30	35	0.707106781187
295	100100111	26	36	42	28	15	29	29	29	1.414213562373
296	100101000	42	63	35	42	32	39	43	43	6.363961030679
297	100101001	38	63	37	38	30	30	42	37	6.363961030679
298	100101010	31	58	42	33	19	35	32	42	5.185449728701
299	100101011	29	48	42	31	23	28	31	35	2.828427124746
300	100101100	39	45	32	29	25	32	36	33	2.121320343560
301	100101101	36	36	32	29	22	20	35	24	0.000000000000
302	100101110	30	33	38	23	19	28	27	28	0.471404520791
303	100101111	26	28	44	21	20	20	27	26	1.885618083164
304	100110000	49	52	33	49	44	48	47	48	3.771236166328
305	100110001	50	49	31	46	41	39	47	44	3.299831645537
306	100110010	37	39	39	32	30	41	36	44	1.885618083164
307	100110011	33	35	36	33	28	35	31	37	0.235702260396
308	100110100	49	32	27	38	37	32	45	37	3.064129385142
309	100110101	46	30	31	37	33	31	43	35	2.357022603955
310	100110110	37	22	33	20	27	33	30	29	0.235702260396
311	100110111	29	17	41	20	27	29	28	31	1.178511301978
312	100111000	39	39	32	36	38	42	46	45	2.357022603955
313	100111001	34	39	35	31	38	32	43	39	1.649915822769
314	100111010	25	31	37	23	26	38	31	38	0.471404520791
315	100111011	23	20	39	21	30	33	29	37	0.707106781187
316	100111100	36	24	30	24	26	31	41	31	1.178511301978
317	100111101	32	18	29	22	26	26	40	23	0.942809041582
318	100111110	24	17	35	15	21	26	31	21	-0.235702260396
319	100111111	22	14	42	14	26	24	29	22	1.414213562373
320	101000000	35	61	36	47	33	48	27	37	5.892556509888
321	101000001	31	58	43	48	34	38	34	35	5.185449728701
322	101000010	23	56	48	40	33	43	30	36	4.714045207910
323	101000011	18	51	54	38	31	33	24	29	4.242640687119
324	101000100	29	47	40	36	22	31	23	32	2.592724864351
325	101000101	29	40	41	41	19	28	27	24	1.178511301978
326	101000110	19	37	45	32	15	32	20	29	2.121320343560
327	101000111	20	32	45	29	14	24	20	22	2.121320343560
328	101001000	37	55	35	42	28	44	31	37	4.478342947515
329	101001001	34	49	44	39	29	34	34	33	3.064129385142
330	101001010	24	33	45	28	25	32	26	31	2.121320343560
331	101001011	25	34	53	27	24	26	24	25	4.006938426724
332	101001100	28	35	38	28	18	31	27	31	0.471404520791
333	101001101	27	36	38	30	18	24	27	24	0.471404520791
334	101001110	23	28	44	21	13	25	22	23	1.885618083164
335	101001111	24	25	46	22	14	19	19	24	2.357022603955
336	101010000	46	40	36	43	43	41	40	34	2.357022603955
337	101010001	35	37	36	44	43	34	41	31	1.885618083164
338	101010010	29	32	43	32	32	37	27	31	1.649915822769
339	101010011	23	25	44	35	37	30	28	25	1.885618083164
340	101010100	41	24	37	30	34	34	36	27	1.178511301978
341	101010101	30	20	34	31	37	25	35	18	0.235702260396
342	101010110	21	12	38	22	25	25	16	21	0.471404520791
343	101010111	21	11	33	23	26	23	22	16	-0.707106781187
344	101011000	27	36	36	32	41	39	32	28	1.178511301978
345	101011001	20	30	37	32	39	32	35	22	0.707106781187
346	101011010	17	19	41	21	38	30	22	28	1.178511301978
347	101011011	18	19	47	24	31	25	23	22	2.592724864351
348	101011100	24	16	36	20	28	27	26	20	0.000000000000
349	101011101	18	13	32	17	26	24	26	10	-0.942809041582
350	101011110	19	12	36	16	22	19	17	12	0.000000000000
351	101011111	20	10	40	18	20	18	17	12	0.942809041582
352	101100000	38	56	36	40	29	37	36	35	4.714045207910
353	101100001	36	52	40	37	29	27	39	33	3.771236166328
354	101100010	25	32	43	29	22	35	26	27	1.649915822769
355	101100011	24	32	45	27	24	26	25	26	2.121320343560
356	101100100	33	32	35	24	17	25	26	27	-0.235702260396
357	101100101	31	29	43	29	20	19	26	20	1.649915822769
358	101100110	23	18	38	22	15	24	20	19	0.471404520791
359	101100111	22	17	48	21	18	21	20	18	2.828427124746
360	101101000	35	34	38	28	23	29	36	27	0.471404520791
361	101101001	33	35	43	31	30	23	32	25	1.649915822769
362	101101010	25	26	44	23	17	31	25	29	1.885618083164
363	101101011	25	22	44	24	18	24	23	24	1.885618083164
364	101101100	27	19	36	18	11	21	25	19	0.000000000000
365	101101101	26	18	41	19	14	16	23	15	1.178511301978
366	101101110	25	11	40	19	14	23	24	19	0.942809041582
367	101101111	23	10	44	20	16	17	23	17	1.885618083164
368	101110000	43	29	34	26	33	39	28	25	1.649915822769
369	101110001	34	16	35	25	33	31	31	25	-0.235702260396
370	101110010	23	14	38	18	22	35	21	22	0.471404520791
371	101110011	23	11	45	21	24	32	24	23	2.121320343560
372	101110100	36	11	34	11	25	26	24	21	0.000000000000
373	101110101	25	11	36	12	25	21	25	18	0.000000000000
374	101110110	21	10	35	12	21	21	15	15	-0.235702260396
375	101110111	21	8	45	15	23	19	17	14	2.121320343560
376	101111000	24	14	35	13	32	27	27	20	-0.235702260396
377	101111001	26	10	38	13	35	24	29	23	0.471404520791
378	101111010	24	7	40	17	22	28	21	21	0.942809041582
379	101111011	23	9	40	18	25	24	24	20	0.942809041582
380	101111100	21	10	36	8	16	21	20	15	0.000000000000
381	101111101	22	8	39	8	21	20	24	12	0.707106781187
382	101111110	23	8	36	12	20	20	16	12	0.000000000000
383	101111111	23	7	45	16	21	17	18	11	2.121320343560
384	110000000	46	62	31	53	48	51	51	54	6.128258770283
385	110000001	44	62	35	51	50	50	53	56	6.128258770283
386	110000010	44	54	39	48	43	46	40	46	4.242640687119
387	110000011	40	47	42	48	49	40	41	45	3.064129385142
388	110000100	44	46	31	47	45	47	49	47	3.064129385142
389	110000101	43	38	33	45	46	46	49	44	3.064129385142
390	110000110	33	35	32	36	33	45	39	38	2.121320343560
391	110000111	31	34	40	37	32	37	34	37	0.942809041582
392	110001000	45	55	31	51	44	50	49	49	4.478342947515
393	110001001	38	49	32	50	47	42	51	48	3.535533905933
394	110001010	30	39	41	37	40	46	36	42	2.357022603955
395	110001011	26	35	41	34	44	40	37	37	1.885618083164
396	110001100	38	36	31	38	41	44	44	36	1.885618083164
397	110001101	33	34	32	38	38	36	41	36	1.178511301978
398	110001110	23	20	32	33	30	40	32	31	0.942809041582
399	110001111	22	18	39	28	31	30	30	29	0.707106781187
400	110010000	46	41	31	48	55	52	46	49	4.478342947515
401	110010001	44	38	34	47	56	50	48	46	4.714045207910
402	110010010	37	32	27	39	47	50	40	46	3.299831645537
403	110010011	35	27	38	42	48	43	40	41	2.828427124746
404	110010100	43	24	27	41	56	44	44	43	4.714045207910
405	110010101	43	18	31	40	59	41	44	37	5.421151989097
406	110010110	33	15	25	27	38	42	29	32	1.414213562373
407	110010111	33	11	35	31	38	34	27	31	0.471404520791
408	110011000	45	30	32	40	54	50	44	46	4.242640687119
409	110011001	41	27	33	41	54	43	45	41	4.242640687119
410	110011010	30	18	30	29	47	47	35	40	2.592724864351
411	110011011	27	17	40	31	53	41	38	38	4.006938426724
412	110011100	38	17	27	36	49	43	40	35	3.064129385142
413	110011101	38	17	31	35	46	33	39	33	2.357022603955
414	110011110	25	14	24	24	33	37	26	28	0.235702260396
415	110011111	25	14	35	23	30	26	25	24	-0.235702260396
416	110100000	46	46	29	48	43	48	49	58	5.185449728701
417	110100001	47	42	35	48	41	45	48	49	3.064129385142
418	110100010	36	34	37	37	35	41	26	43	1.649915822769
419	110100011	30	28	36	34	35	41	27	36	1.178511301978
420	110100100	45	27	27	37	36	41	43	41	2.121320343560
421	110100101	43	23	27	38	37	34	40	34	1.649915822769
422	110100110	26	16	35	20	27	40	22	32	0.942809041582
423	110100111	21	14	38	22	26	32	22	28	0.471404520791
424	110101000	45	37	26	36	38	45	40	47	2.592724864351
425	110101001	38	36	32	34	40	34	43	42	1.649915822769
426	110101010	32	26	34	22	25	38	28	41	1.178511301978
427	110101011	26	21	39	23	32	38	24	30	0.707106781187
428	110101100	39	19	31	24	33	37	34	34	0.707106781187
429	110101101	35	14	30	26	30	23	34	28	-0.235702260396
430	110101110	26	12	38	17	24	35	24	26	0.471404520791
431	110101111	24	11	41	17	24	28	24	20	1.178511301978
432	110110000	44	21	28	40	52	46	43	46	3.771236166328
433	110110001	44	17	31	40	48	43	43	41	2.828427124746
434	110110010	34	13	31	25	37	43	33	36	1.649915822769
435	110110011	32	11	36	24	43	39	32	29	1.649915822769
436	110110100	44	13	26	34	44	37	38	38	1.885618083164
437	110110101	42	10	29	33	38	34	37	28	1.414213562373
438	110110110	31	12	27	22	34	37	25	23	0.235702260396
439	110110111	28	9	35	20	32	31	27	26	-0.235702260396
440	110111000	41	15	30	34	50	40	39	40	3.299831645537
441	110111001	36	14	34	31	45	31	38	32	2.121320343560
442	110111010	25	14	31	16	37	38	30	34	0.471404520791
443	110111011	25	14	39	23	40	35	30	31	0.942809041582
444	110111100	35	13	29	27	37	31	35	30	0.235702260396
445	110111101	30	13	31	22	32	22	33	22	-0.707106781187
446	110111110	22	11	28	16	31	30	25	24	-1.178511301978
447	110111111	24	12	40	16	28	25	26	22	0.942809041582
448	111000000	43	29	38	44	37	48	41	39	2.828427124746
449	111000001	39	29	39	45	37	42	40	35	2.121320343560
450	111000010	30	33	49	37	40	43	30	35	3.064129385142
451	111000011	21	31	52	36	33	33	20	31	3.771236166328
452	111000100	38	22	38	35	32	40	36	35	0.942809041582
453	111000101	35	14	38	36	27	32	35	27	0.471404520791
454	111000110	23	11	45	29	22	34	20	28	2.121320343560
455	111000111	19	8	46	26	19	25	16	21	2.357022603955
456	111001000	37	27	37	37	35	44	30	34	1.885618083164
457	111001001	30	22	42	36	34	38	31	33	1.414213562373
458	111001010	19	16	45	22	34	36	19	33	2.121320343560
459	111001011	18	17	55	24	27	29	20	27	4.478342947515
460	111001100	28	13	36	25	30	35	26	28	0.000000000000
461	111001101	24	11	39	27	24	27	24	22	0.707106781187
462	111001110	16	13	44	17	21	29	14	22	1.885618083164
463	111001111	17	11	48	18	17	19	18	20	2.828427124746
464	111010000	41	13	35	35	44	54	40	36	4.242640687119
465	111010001	39	12	38	37	48	48	41	34	2.828427124746
466	111010010	33	11	42	29	39	46	28	33	2.357022603955
467	111010011	31	10	42	31	42	38	27	32	1.414213562373
468	111010100	34	9	33	26	39	40	37	26	0.942809041582
469	111010101	35	7	34	29	41	30	38	21	1.178511301978
470	111010110	29	9	30	18	31	35	22	19	-0.235702260396
471	111010111	28	8	33	20	33	33	22	18	-0.707106781187
472	111011000	33	16	35	30	49	45	36	31	3.064129385142
473	111011001	28	15	39	31	46	43	35	28	2.357022603955
474	111011010	26	14	40	22	46	40	23	23	2.357022603955
