site_id	corpus	record_id	line_id	site_index_in_record	surface_span_bare	surface_span_marked	source_element
AS3B830DE062C6C5	STE1	STE1_SEG02	STE1_SEG02_L0003	10	kuttn	kuttn¤	abbr
AS16E5F947E4E248	STE1	STE1_SEG02	STE1_SEG02_L0004	11	vn	vn¤	abbr
ASE1ABA98719ED02	STE1	STE1_SEG02	STE1_SEG02_L0004	12	vn	vn¤	abbr
ASF9C63CD6CBF8C4	STE1	STE1_SEG02	STE1_SEG02_L0004	13	siedn	siedn¤	abbr
AS247A54527E9FAB	STE1	STE1_SEG02	STE1_SEG02_L0005	14	lazzn	lazzn¤	abbr
AS0EED8F0430673B	STE1	STE1_SEG02	STE1_SEG02_L0005	15	zichn	zichn¤	abbr
AS09B9CB05835203	STE1	STE1_SEG02	STE1_SEG02_L0005	16	vn	vn¤	abbr
ASA503570D58C95D	STE1	STE1_SEG02	STE1_SEG02_L0006	17	werdn	werdn¤	abbr
AS8DA96BD525368E	STE1	STE1_SEG02	STE1_SEG02_L0006	18	vn	vn¤	abbr
ASA0D78BF67B797C	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0001	1	po	po¤	expan
ASD1BAAD71E629A2	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0002	2	Regiſtr	Regiſtr¤	expan
AS384875A470E70A	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0002	3	ıllı	ıllı¤	expan
AS21AEF01D71B831	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0002	4	lıbr	lıbr¤	expan
AS30C8316C51CC85	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0003	5	Rotembg	Rotembg¤	expan
AS33453C301DD98C	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0005	6	hn	hn¤	expan
ASECD0FDFBC4788C	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0005	7	Conr	Conr¤	expan
AS432ECF5B6A60B0	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0005	8	Schenke	Schenke¤	expan
AS85B253B1E8E4DD	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0005	9	vo	vo¤	expan
ASEDBAE4FCFB2F7C	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0007	10	hn	hn¤	expan
ASD6044AB313EFDC	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0007	11	Conr	Conr¤	expan
AS10ADA4043B3ABD	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0008	12	vicʒt	vicʒt¤	expan
AS69674F734D707D	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0009	13	hn	hn¤	expan
AS324704851AE8EB	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0009	14	hart	hart¤	expan
ASB05AA1660F62C0	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0009	15	vo	vo¤	expan
AS7249A751E08C10	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0009	16	Eglofſt	Eglofſt¤	expan
ASBE98B7B9EE888D	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0009	17	pfleg	pfleg¤	expan
AS86A6B78AA7D293	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0010	18	Oſwald	Oſwald¤	expan
AS5D965DB25C8E1C	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0010	19	Erh	Erh¤	expan
AS74A98BB928D205	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0010	20	vettn	vettn¤	expan
ASA9872DA6A3F5BB	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0010	21	dien	dien¤	expan
AS3C77D009B6F9F9	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0011	22	hn	hn¤	expan
AS7107162902FCD3	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0011	23	R	R¤	expan
ASCE28586CBEA0EE	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0012	24	hn	hn¤	expan
AS8510BDE1123EF8	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0012	25	fr	fr¤	expan
AS0B3740A8A94A4F	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0012	26	Schenke	Schenke¤	expan
AS3BA489439F431D	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0012	27	hauptma	hauptma¤	expan
AS73110D4DD5912A	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0012	28	lantfr	lantfr¤	expan
ASA36F3E08C06DBC	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0013	29	ij	ij¤	expan
AS299078E3A4D9B6	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0014	30	f	f¤	expan
ASE79F277DC448F1	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0014	31	Ochſe	Ochſe¤	expan
ASB9788365EA081A	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0014	32	Schulth	Schulth¤	expan
ASB2D20C9CF82F74	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0014	33	Bambg	Bambg¤	expan
AS3D0BCCFCFEE0F4	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0015	34	foꝛ	foꝛ¤	expan
AS380DEC1D074D5D	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0015	35	priuacois	priuacois¤	expan
ASE2931216492684	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0015	36	alıcuı	alıcuı¤	expan
AS4E346AFA6DD4D4	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0017	37	Epſcopo	Epſcopo¤	expan
AS356EA317BCA538	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0017	38	Bambergen	Bambergen¤	expan
AS5B0602921C11AC	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0017	39	Hanſ	Hanſ¤	expan
AS157D686F9019E2	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0017	40	Struperg	Struperg¤	expan
ASB86B979E5DC0A5	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0018	41	d	d¤	expan
AS4BDB96FFEA7E26	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0020	42	Schenk	Schenk¤	expan
ASD31F4E0707A15E	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0021	43	hn	hn¤	expan
AS35BD966931A99C	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0021	44	Raban	Raban¤	expan
ASA3EF237CC3CC2D	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0021	45	Biſch	Biſch¤	expan
AS729FDC813F84E1	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0022	46	de	de¤	expan
ASDFBAD82FFB956B	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0023	47	f	f¤	expan
ASAEB3FD33D9EEE0	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0023	48	Oting	Oting¤	expan
ASD35C1D75A76FF3	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0023	49	hofmeıſt	hofmeıſt¤	expan
AS2535C25053AB22	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0025	50	f	f¤	expan
ASA10DF8D8278E36	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0026	51	Augſpg	Augſpg¤	expan
ASFE77F799CF59A8	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0030	52	hn	hn¤	expan
ASA6157122732702	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0030	53	frıdrıchn	frıdrıchn¤	expan
AS8F746C95FED54E	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0030	54	hren	hren¤	expan
AS1E4CC9C40F5447	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0032	55	hn	hn¤	expan
ASF247E90BE97606	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0032	56	Heinr	Heinr¤	expan
ASD90584CA0C54D8	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0032	57	Reuſʒe	Reuſʒe¤	expan
AS53DE919A6DD7C0	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0032	58	vo	vo¤	expan
ASDE8EFBD2B8EA9D	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0032	59	plawe	plawe¤	expan
AS9643D2D3980A59	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0032	60	hren	hren¤	expan
AS8F541E785B8D07	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0032	61	Grewtʒ	Grewtʒ¤	expan
ASF0A5D1399710D8	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0032	62	hauptma	hauptma¤	expan
ASB69E317BC61585	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0034	63	hn	hn¤	expan
AS94CE38FE6BAD60	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0034	64	frıdr	frıdr¤	expan
AS20633D49FA0615	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0035	65	hn	hn¤	expan
AS903654882B4FBD	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0035	66	Albr	Albr¤	expan
AS1C1B9650437C72	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0036	67	vcʒeihbr	vcʒeihbr¤	expan
AS2994E23E31E835	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0036	68	Eb	Eb¤	expan
AS82A471A9CB5EF6	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0036	69	Roſembg	Roſembg¤	expan
AS7F3589EBD14774	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0036	70	ſe	ſe¤	expan
AS2091630C5A3052	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0036	71	or	or¤	expan
AS5C7F508D80D864	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0036	72	vlr	vlr¤	expan
AS6FD0A12E93F94F	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0037	73	hn	hn¤	expan
ASEAB2F4F5456EE2	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0043	74	hn	hn¤	expan
AS0818CD753ACE25	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0043	75	Frıdrıchn	Frıdrıchn¤	expan
AS82253CB59BC573	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0043	76	h	h¤	expan
ASDA15E9BFD01534	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0048	77	Burgraf	Burgraf¤	expan
ASE03341C41E7CC6	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0048	78	Joh	Joh¤	expan
ASAB87F0F73DC48D	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0052	79	d	d¤	expan
ASF61BDB928AA5DC	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0053	80	hn	hn¤	expan
ASBA0195F974EC40	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0053	81	Tumhre	Tumhre¤	expan
AS21F3892460307C	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0054	82	hn	hn¤	expan
AS26895567712C17	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0054	83	Conr	Conr¤	expan
AS8846AE45B27205	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0054	84	hren	hren¤	expan
AS84EE11A30886F1	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0059	85	hn	hn¤	expan
AS00B1645B839DD5	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0059	86	Raban	Raban¤	expan
AS8ABCF14AEBE092	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0059	87	hn	hn¤	expan
AS363CCB53E1C901	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0059	88	f	f¤	expan
ASC96EB548940AC8	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0059	89	hren	hren¤	expan
AS26C113326329E7	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0059	90	hn	hn¤	expan
ASB82F4C49E31000	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0059	91	hanſe	hanſe¤	expan
ASB4F2984BF26002	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0059	92	vo	vo¤	expan
ASAAD3C93D3F8600	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0063	93	Swarcʒemberg	Swarcʒemberg¤	expan
ASEBA4C4B8D37D22	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0063	94	Camr	Camr¤	expan
ASCF35CE22AEC758	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0065	95	Pet	Pet¤	expan
AS7BC7299B7D0DEB	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0066	96	Elſpethe	Elſpethe¤	expan
AS6F405836E20120	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0066	97	Nür	Nür¤	expan
ASCEB9A9CFF8AC68	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0068	98	hn	hn¤	expan
AS0C80F11A5EB745	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0068	99	vvirtʒbg	vvirtʒbg¤	expan
ASD3F3A7768E3424	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0069	100	frıdrıch	frıdrıch¤	expan
ASE59477EA66DDEC	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0070	101	Bambg	Bambg¤	expan
AS20A4ADD8D3085A	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0071	102	Heinr	Heinr¤	expan
ASC6AEF61746C9EE	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0071	103	Moritʒe	Moritʒe¤	expan
AS29A85B5156849B	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0071	104	Awrach	Awrach¤	expan
ASEF3970307383A7	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0072	105	Albr	Albr¤	expan
ASC2AD73689D524F	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0072	106	lantricht	lantricht¤	expan
ASD6591DB2E858F3	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0074	107	hailſprunen	hailſprunen¤	expan
ASB4C25BC250E34F	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0075	108	lantricht	lantricht¤	expan
AS05550B64C409D8	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0077	109	vveiſʒembg	vveiſʒembg¤	expan
AS38057EC488B664	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0077	110	d	d¤	expan
AS9AEF9C1E83E545	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0079	111	Gemaine	Gemaine¤	expan
AS167A967E6C00C7	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0079	112	Swabn	Swabn¤	expan
AS3B18A6B9B40349	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0079	113	ÿetʒund	ÿetʒund¤	expan
AS842353FA382736	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0079	114	einand	einand¤	expan
ASAEAB0DC085EA81	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0080	115	Beyn	Beyn¤	expan
AS37E2E377986C0C	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0082	116	vo	vo¤	expan
AS361F71CBFA7430	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0082	117	de	de¤	expan
AS486F1ADFCBD83B	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0082	118	eltn	eltn¤	expan
ASB0B1E863B1112D	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0082	119	vnſs	vnſs¤	expan
AS72226F76121F99	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0082	120	hre	hre¤	expan
AS625B87B20A16BF	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0082	121	Burg	Burg¤	expan
ASED8C9F196F004B	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0082	122	Johanſ	Johanſ¤	expan
AS83E04CC6155CE6	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0082	123	hofmeiſt	hofmeiſt¤	expan
ASE8965E5542CC6C	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0085	124	hn	hn¤	expan
AS1978BBF41B1A82	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0085	125	f	f¤	expan
AS25B6FF6C5B4405	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0085	126	Schencke	Schencke¤	expan
AS6872B478C06D42	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0086	127	hn	hn¤	expan
AS2EFF0DE77E06F9	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0086	128	vo	vo¤	expan
AS9FDCC138295A89	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0088	129	vo	vo¤	expan
ASF3D4577C6491B7	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0088	130	Öſtreich	Öſtreich¤	expan
ASBECBF1A21D3F95	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0089	131	Bambg	Bambg¤	expan
ASD42452570D77B9	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0090	132	Tuchſeſʒe	Tuchſeſʒe¤	expan
AS3CDB8437D55D57	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0090	133	vo	vo¤	expan
AS46FCE4A0810F61	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0090	134	pumerſfeld	pumerſfeld¤	expan
ASD0D3F989182C5B	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0092	135	Schencke	Schencke¤	expan
ASF627EAF137FAE3	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0093	136	d	d¤	expan
AS9B6D00A49004FB	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0094	137	fr	fr¤	expan
AS6D7422CF187CA6	NUREMBERG	NB_B2_R000001	NB_B2_R000001_L0094	138	vo	vo¤	expan
AS1FFF4250EF6CEF	NUREMBERG	NB_B2_R000002	NB_B2_R000002_L0007	1	VVindemberg	VVindemberg¤	expan
AS4EAF547F907D47	NUREMBERG	NB_B2_R000002	NB_B2_R000002_L0007	2	v̈berreit	v̈berreit¤	expan
ASFBBB1D9306FF66	NUREMBERG	NB_B2_R000002	NB_B2_R000002_L0008	3	Gumpemperg	Gumpemperg¤	expan
ASE530789BBA4ADE	NUREMBERG	NB_B2_R000002	NB_B2_R000002_L0008	4	Ritt	Ritt¤	expan
ASAA33376AA65C0A	NUREMBERG	NB_B2_R000003	NB_B2_R000003_L0002	1	feia	feia¤	expan
AS8F2F4635150BF1	NUREMBERG	NB_B2_R000003	NB_B2_R000003_L0002	2	p	p¤	expan
ASE3F1F0AEAC4E4A	NUREMBERG	NB_B2_R000003	NB_B2_R000003_L0002	3	virgis	virgis¤	expan
AS14F67E6BBB5C45	NUREMBERG	NB_B2_R000004	NB_B2_R000004_L0001	1	Rotembg	Rotembg¤	expan
AS7412E0F2CB22F6	NUREMBERG	NB_B2_R000004	NB_B2_R000004_L0002	2	Lıebn	Lıebn¤	expan
AS8D388139594058	NUREMBERG	NB_B2_R000004	NB_B2_R000004_L0003	3	vnſere	vnſere¤	expan
AS56CB2FEB9337B4	NUREMBERG	NB_B2_R000004	NB_B2_R000004_L0003	4	hren	hren¤	expan
AS05B8CE97A1FD5B	NUREMBERG	NB_B2_R000004	NB_B2_R000004_L0003	5	de	de¤	expan
AS60D455E7AD989F	NUREMBERG	NB_B2_R000004	NB_B2_R000004_L0004	6	ew	ew¤	expan
AS092B680E3530A7	NUREMBERG	NB_B2_R000004	NB_B2_R000004_L0004	7	d	d¤	expan
AS138AAB424CE518	NUREMBERG	NB_B2_R000004	NB_B2_R000004_L0004	8	vnſ	vnſ¤	expan
ASD858A90E0EF71A	NUREMBERG	NB_B2_R000004	NB_B2_R000004_L0005	9	Ro	Ro¤	expan
AS902BB0F5F1B03C	NUREMBERG	NB_B2_R000004	NB_B2_R000004_L0005	10	vſchr	vſchr¤	expan
ASEFFA5C18376ACD	NUREMBERG	NB_B2_R000004	NB_B2_R000004_L0008	11	dan	dan¤	expan
AS046715FD1AD522	NUREMBERG	NB_B2_R000004	NB_B2_R000004_L0008	12	v	v¤	expan
AS457C3F54082111	NUREMBERG	NB_B2_R000004	NB_B2_R000004_L0008	13	vnſr	vnſr¤	expan
AS6F70A213C72A0D	NUREMBERG	NB_B2_R000004	NB_B2_R000004_L0009	14	habn	habn¤	expan
ASEF055908C8F791	NUREMBERG	NB_B2_R000004	NB_B2_R000004_L0010	15	Dat	Dat¤	expan
AS72051E65E80BAA	NUREMBERG	NB_B2_R000004	NB_B2_R000004_L0010	16	feıa	feıa¤	expan
AS68A80D39A0C1D2	NUREMBERG	NB_B2_R000004	NB_B2_R000004_L0010	17	virgis	virgis¤	expan
AS28498A17E99BF9	NUREMBERG	NB_B2_R000005	NB_B2_R000005_L0002	1	hre	hre¤	expan
ASAA0591CF47E41C	NUREMBERG	NB_B2_R000005	NB_B2_R000005_L0003	2	vnſ	vnſ¤	expan
AS3B25D640A6951D	NUREMBERG	NB_B2_R000005	NB_B2_R000005_L0004	3	cʒwiſchn	cʒwiſchn¤	expan
ASB1A0B8C01BBEBC	NUREMBERG	NB_B2_R000005	NB_B2_R000005_L0005	4	woꝛde	woꝛde¤	expan
AS74CD8E075854CA	NUREMBERG	NB_B2_R000005	NB_B2_R000005_L0005	5	Ro	Ro¤	expan
AS3D5D2A417DAF6B	NUREMBERG	NB_B2_R000005	NB_B2_R000005_L0005	6	ewn	ewn¤	expan
AS474BF0901194DB	NUREMBERG	NB_B2_R000005	NB_B2_R000005_L0007	7	fürdrug	fürdrug¤	expan
AS1C9049BAC6F588	NUREMBERG	NB_B2_R000005	NB_B2_R000005_L0007	8	vnſr	vnſr¤	expan
AS6A00508185D104	NUREMBERG	NB_B2_R000005	NB_B2_R000005_L0007	9	willige	willige¤	expan
ASC8E1E90A288D03	NUREMBERG	NB_B2_R000005	NB_B2_R000005_L0008	10	eg	eg¤	expan
ASC2516FCB4FC775	NUREMBERG	NB_B2_R000005	NB_B2_R000005_L0008	11	vnſ	vnſ¤	expan
ASC21448049C463C	NUREMBERG	NB_B2_R000005	NB_B2_R000005_L0009	12	dat	dat¤	expan
ASF1FEA1B7F67641	NUREMBERG	NB_B2_R000006	NB_B2_R000006_L0001	1	Schencke	Schencke¤	expan
AS5E8CDA316AF17E	NUREMBERG	NB_B2_R000006	NB_B2_R000006_L0002	2	hn	hn¤	expan
ASF9070A7D6078DF	NUREMBERG	NB_B2_R000006	NB_B2_R000006_L0002	3	Conr	Conr¤	expan
AS7A1CA3206C0685	NUREMBERG	NB_B2_R000006	NB_B2_R000006_L0002	4	hren	hren¤	expan
ASFCFBF2689EAD10	NUREMBERG	NB_B2_R000006	NB_B2_R000006_L0003	5	Tumhren	Tumhren¤	expan
AS16E1C305F6D924	NUREMBERG	NB_B2_R000006	NB_B2_R000006_L0004	6	hre	hre¤	expan
AS9DA93F23F58844	NUREMBERG	NB_B2_R000006	NB_B2_R000006_L0004	7	woꝛde	woꝛde¤	expan
AS70269EE81BBF0F	NUREMBERG	NB_B2_R000006	NB_B2_R000006_L0004	8	vnſ	vnſ¤	expan
ASF4728324B3576C	NUREMBERG	NB_B2_R000006	NB_B2_R000006_L0005	9	vnſs	vnſs¤	expan
ASC35112C4CF5606	NUREMBERG	NB_B2_R000006	NB_B2_R000006_L0005	10	hren	hren¤	expan
ASEB17257A39290A	NUREMBERG	NB_B2_R000006	NB_B2_R000006_L0005	11	cʒwiſchn	cʒwiſchn¤	expan
AS46EB7262869397	NUREMBERG	NB_B2_R000006	NB_B2_R000006_L0005	12	Fr	Fr¤	expan
ASEAC52E71F43F90	NUREMBERG	NB_B2_R000006	NB_B2_R000006_L0006	13	gefange	gefange¤	expan
ASEB6F820D97E8A5	NUREMBERG	NB_B2_R000006	NB_B2_R000006_L0006	14	worde	worde¤	expan
AS019EB700A91C70	NUREMBERG	NB_B2_R000006	NB_B2_R000006_L0006	15	Ro	Ro¤	expan
AS1BA80C46236905	NUREMBERG	NB_B2_R000006	NB_B2_R000006_L0006	16	d	d¤	expan
ASB54746525EC689	NUREMBERG	NB_B2_R000006	NB_B2_R000006_L0006	17	vnſ	vnſ¤	expan
ASD41A5C9DF42006	NUREMBERG	NB_B2_R000006	NB_B2_R000006_L0007	18	denſ	denſ¤	expan
AS2B52AF654AA6A4	NUREMBERG	NB_B2_R000006	NB_B2_R000006_L0007	19	vnſn	vnſn¤	expan
ASB2886ABA97C5C9	NUREMBERG	NB_B2_R000006	NB_B2_R000006_L0007	20	hren	hren¤	expan
AS3780967AE8E724	NUREMBERG	NB_B2_R000006	NB_B2_R000006_L0007	21	vnſn	vnſn¤	expan
AS4B660262AF5F90	NUREMBERG	NB_B2_R000006	NB_B2_R000006_L0007	22	wege	wege¤	expan
AS619F698B76713B	NUREMBERG	NB_B2_R000006	NB_B2_R000006_L0007	23	fleykl	fleykl¤	expan
AS3EE3C67BDFAAEF	NUREMBERG	NB_B2_R000006	NB_B2_R000006_L0008	24	fürdrug	fürdrug¤	expan
ASC2F860809C1134	NUREMBERG	NB_B2_R000006	NB_B2_R000006_L0009	25	vorgen	vorgen¤	expan
AS79B2B3522E1298	NUREMBERG	NB_B2_R000006	NB_B2_R000006_L0009	26	vnſ	vnſ¤	expan
