formula_id	level	level_rank	group_length	occurrences	physical_folios	pages	sections	registers	formula_sequence_ids	page_host_sequence_display	distinct_joint_realizations	distinct_wrapper_realizations	modal_field_ordinal	modal_field_count	modal_field_purity	semantic_state	translation_state
GDT328_E98CE538DFD02FC2	EXACT_JOINT_SEQUENCE	12	2	2	2	2	H	HERBAL_B	6f7ff8287eddf4da9fdb|7db18b2f0fb7ed0fcfd3	y|oke	1	2	3	1	0.500000000000	UNASSIGNED	UNASSIGNED
GDT328_D7E17BA3F9B0EF67	PAGE_HOST_SEQUENCE	19	2	2	2	2	B|H	HERBAL_A|OTHER_B	8fa72616c62a67a5b08b|8849f3eedfe7408be890	oky|aiin	1	2	1	1	0.500000000000	UNASSIGNED	UNASSIGNED
GDT328_1DD61346479D050B	EXACT_JOINT_SEQUENCE	13	2	2	2	2	B|H	HERBAL_B|OTHER_B	90bcf0a9ec0ef56399e6|bc4f1f5c006c74a4d26d	ot|e	1	1	1	1	0.500000000000	UNASSIGNED	UNASSIGNED
GDT328_E554D33B29EC5F17	PAGE_HOST_SEQUENCE	20	2	2	2	2	H|S	HERBAL_B|STARS_RECIPE_B	9feae1594314657872c2|1e6c387a7204441c35b9	ot|ar	2	2	2	1	0.500000000000	UNASSIGNED	UNASSIGNED
GDT328_460DF15B94118BE6	PAGE_HOST_SEQUENCE	21	2	2	2	2	S	STARS_RECIPE_B	9feae1594314657872c2|d5d5621ee71335292b2a	ot|opche	1	1	2	1	0.500000000000	UNASSIGNED	UNASSIGNED
GDT328_D9ED2266712C0B11	PAGE_HOST_SEQUENCE	22	2	2	2	2	B|S	OTHER_B|STARS_RECIPE_B	9feae1594314657872c2|df97f0d18162f7989c66	ot|y	2	1	2	1	0.500000000000	UNASSIGNED	UNASSIGNED
GDT328_4D37020148B010FD	EXACT_JOINT_SEQUENCE	14	2	2	2	2	S	STARS_RECIPE_B	b5fcea1eaed06b2f2291|ff178343c18e287ce3b7	ok|ee	1	2	2	1	0.500000000000	UNASSIGNED	UNASSIGNED
GDT328_DE59CA46AA0731D1	PAGE_HOST_SEQUENCE	23	2	2	2	2	B|S	OTHER_B|STARS_RECIPE_B	bc7e4958f2242f36b088|2c71c7ca4a5b8aeb1b94	d|e	2	2	1	1	0.500000000000	UNASSIGNED	UNASSIGNED
GDT328_5F50A8D3FDECEE13	EXACT_JOINT_SEQUENCE	15	2	2	2	2	B	OTHER_B	dd0ecaf5e27d81befffc|de7321bface5628e35d6	al|lche	1	2	2	1	0.500000000000	UNASSIGNED	UNASSIGNED
GDT328_5B5DBCA7D477196F	PAGE_HOST_SEQUENCE	24	2	2	2	2	H|T	HERBAL_B|OTHER_B	df97f0d18162f7989c66|1e3271f13515b4bd5d3d	y|o	2	2	2	1	0.500000000000	UNASSIGNED	UNASSIGNED
GDT328_C27266A1D10A1326	PAGE_HOST_SEQUENCE	25	2	2	2	2	B|H	HERBAL_B|OTHER_B	df97f0d18162f7989c66|2c71c7ca4a5b8aeb1b94	y|e	2	2	4	1	0.500000000000	UNASSIGNED	UNASSIGNED
GDT328_3950F16A2510D4E0	PAGE_HOST_SEQUENCE	26	2	2	2	2	H	HERBAL_B	df97f0d18162f7989c66|4938b9a8ecae199376aa	y|oke	1	2	3	1	0.500000000000	UNASSIGNED	UNASSIGNED
GDT328_025564C13BB9FA2A	PAGE_HOST_SEQUENCE	27	2	2	2	2	S	STARS_RECIPE_B	df97f0d18162f7989c66|e8f7338aa831b105d0d1	y|okee	2	1	1	1	0.500000000000	UNASSIGNED	UNASSIGNED
GDT328_FFC4166C49346B2F	PAGE_HOST_SEQUENCE	28	2	2	2	2	B|S	OTHER_B|STARS_RECIPE_B	fa14a1af9bdd47d4b68b|fd6eeadf1ceccbb6ac63	olk|al	2	2	2	1	0.500000000000	UNASSIGNED	UNASSIGNED
GDT328_B3CFCF70540B68C4	PAGE_HOST_SEQUENCE	29	2	2	2	2	B	OTHER_B	fd6eeadf1ceccbb6ac63|14d6d61ec3355ee6de60	al|lche	1	2	2	1	0.500000000000	UNASSIGNED	UNASSIGNED
