corpus_id	fold_id	predicted_fourth	operation_A	operation_B	base_X	A_X	B_X	paradigm_score	model_hidden
VOYNICH_MATCHED	F03	qolcheedy	PREFIX_REPLACE:o>qo	SUFFIX_REPLACE:dy>edy	olchedy	qolchedy	olcheedy	0.015664376185988038	1
VOYNICH_MATCHED	F03	yshor	PREFIX_ADD:y	SUFFIX_REPLACE:eey>or	sheey	ysheey	shor	0.013143691969056848	1
VOYNICH_MATCHED	F05	oytor	PREFIX_ADD:o	SUFFIX_REPLACE:eey>or	yteey	oyteey	ytor	0.043264188946858906	1
VOYNICH_MATCHED	F05	qotshy	PREFIX_REPLACE:o>qo	SUFFIX_REPLACE:hey>hy	otshey	qotshey	otshy	0.08735989098128408	1
VOYNICH_MATCHED	F06	ockhey	PREFIX_ADD:o	SUFFIX_REPLACE:edy>ey	ckhedy	ockhedy	ckhey	0.16437981646379735	1
VOYNICH_MATCHED	F06	ykeor	PREFIX_REPLACE:o>y	SUFFIX_REPLACE:ol>or	okeol	ykeol	okeor	0.020055589280030206	1
VOYNICH_MATCHED	F07	ochor	PREFIX_ADD:o	SUFFIX_REPLACE:eey>or	cheey	ocheey	chor	0.013143691969056848	1
VOYNICH_MATCHED	F09	qokshy	PREFIX_REPLACE:o>qo	SUFFIX_REPLACE:hey>hy	okshey	qokshey	okshy	0.06324456188232075	1
VOYNICH_MATCHED	F09	yokor	PREFIX_ADD:y	SUFFIX_REPLACE:eey>or	okeey	yokeey	okor	0.011558248982689978	1
VOYNICH_MATCHED	F10	olkeeor	PREFIX_ADD:o	SUFFIX_REPLACE:ol>or	lkeeol	olkeeol	lkeeor	0.024146397174193868	1
VOYNICH_MATCHED	F11	oshor	PREFIX_ADD:o	SUFFIX_REPLACE:eey>or	sheey	osheey	shor	0.016213719202264	1
VOYNICH_MATCHED	F12	ockhol	PREFIX_ADD:o	SUFFIX_REPLACE:ody>ol	ckhody	ockhody	ckhol	0.022671184846657033	1
