edition	held_folio	unit_id	predictor	last_field_key	predicted_first_body_tokens	actual_first_body_tokens	exact_hit
IT2a	f112	4a6dc16d0a5c5265f6dd	TOKENS	qotain	oteedchey|qoeeda|lchal|cheedy	soiin|or|okain|otchedy	0
IT2a	f112	4a6dc16d0a5c5265f6dd	TEMPLATE	41e23abb0d85a9a9	oteedchey|qoeeda|lchal|cheedy	soiin|or|okain|otchedy	0
IT2a	f112	c03058e62c9703393cab	HOSTS	e	oaiin|cheokeeos|lkaiin|chkal|kar|cheeody	shey|keedal|aiin|cheol|keeeody	0
IT2a	f112	c03058e62c9703393cab	TEMPLATE	6f29675a40f14012	dcheeos|shedy	shey|keedal|aiin|cheol|keeeody	0
IT2a	f112	f3d4af5e7f2dd962bd2b	TEMPLATE	7db24ce3fe69eab7	ycheeckhy|osaiin|cheoar|qokaiin|chekal|otar|shosaiin|chckhy|chdo|okol|chedy|chedy	or|cheeor|okeedy	0
IT2a	f113	0e5daaece5de508cf40b	TEMPLATE	7db24ce3fe69eab7	or|cheeor|okeedy	ycheeckhy|osaiin|cheoar|qokaiin|chekal|otar|shosaiin|chckhy|chdo|okol|chedy|chedy	0
IT2a	f113	9d87323289bfb174d650	HOSTS	e	shey|keedal|aiin|cheol|keeeody	oaiin|cheokeeos|lkaiin|chkal|kar|cheeody	0
IT2a	f113	cb1e3b6675d7ad19db13	TEMPLATE	712b12779d7ee4de	paiin|okaiin|qokaiy|olkeedy	daiin|qokeeody	0
IT2a	f113	f4e5d4297f14cc08ae39	HOSTS	a	ycheol|cheody	okiin|al|keechy|qoteeol|otar|ar|otchey|otaiin|al|otaiin|otol|qotody	0
IT2a	f115	dea93450f6f2d892cdfd	TEMPLATE	6f29675a40f14012	shey|keedal|aiin|cheol|keeeody	dcheeos|shedy	0
IT2a	f115	8a04ec23c5fa973cb750	TOKENS	ram	dcheedy	lcheod|lkchedy	0
IT2a	f115	8a04ec23c5fa973cb750	HOSTS	ra	dcheedy	lcheod|lkchedy	0
IT2a	f115	81a836c26497956cf6a6	HOSTS	lky	sheoy|oleedy	soiin|shedain|qokeedy	0
RF1b	f104	6db80f0ee8c008a15cee	TEMPLATE	42c7436edb33d7ba	ysheod|ykeeedy	oar|aiin|yteeody	0
RF1b	f104	3b68cf14da5e100ff54a	TOKENS	ram	lcheod|lkchedy	dcheedy	0
RF1b	f104	3b68cf14da5e100ff54a	HOSTS	ra	lcheod|lkchedy	dcheedy	0
RF1b	f104	9ef3f65a27e1b7875ddb	TOKENS	qotain	saiin|ar|akain|otchedy	oteedchey|qoeeda|lchal|cheedy	0
RF1b	f104	9ef3f65a27e1b7875ddb	TEMPLATE	41e23abb0d85a9a9	saiin|ar|akain|otchedy	oteedchey|qoeeda|lchal|cheedy	0
RF1b	f105	7071c5ab2dfdc4f067ec	TOKENS	qotedy	shey|keedal|aiin|cheal|keeeody	dair|cho|al|r|lal|cheesy|cphedy	0
RF1b	f105	36658c918cd5c3987ef3	TEMPLATE	42c7436edb33d7ba	oar|aiin|yteeody	ysheod|ykeeedy	0
RF1b	f105	88ef7d1c351dadc1aefd	TEMPLATE	1944c5c873e164ea	ychor|chol|qokain|chocphol|lchedy	dchedy	0
RF1b	f106	78111d43c12848c12810	TEMPLATE	1944c5c873e164ea	dchedy	ychor|chol|qokain|chocphol|lchedy	0
RF1b	f106	d09caa2d33f03abc063e	HOSTS	l	yshssheeo|lkeeos|aiin|qokeees|okchedy	ycheool|cheeey|ol|aiin|cheody	0
RF1b	f106	33b8e6459c81282b7504	HOSTS	l	yshssheeo|lkeeos|aiin|qokeees|okchedy	daiiral|sheal|daiin|otedy	0
RF1b	f107	ef768d9858f0321f9b2c	TEMPLATE	712b12779d7ee4de	daiin|qokeeody	paiin|okaiin|qokaiy|olkeedy	0
RF1b	f107	051627006f27becf964a	TOKENS	qokam	sar|al|chal|os|akchy|daiin|cheeeorain|otain|chol|lcholkaiin|cheokedy	orain|chol|qodaiin|odain|aiin|okain|chkaly|raiin|y|kaiin|aldy	0
RF1b	f107	051627006f27becf964a	HOSTS	oka	sar|al|chal|os|akchy|daiin|cheeeorain|otain|chol|lcholkaiin|cheokedy	orain|chol|qodaiin|odain|aiin|okain|chkaly|raiin|y|kaiin|aldy	0
RF1b	f112	4a6dc16d0a5c5265f6dd	TOKENS	qotain	oteedchey|qoeeda|lchal|cheedy	saiin|ar|akain|otchedy	0
RF1b	f112	4a6dc16d0a5c5265f6dd	TEMPLATE	41e23abb0d85a9a9	oteedchey|qoeeda|lchal|cheedy	saiin|ar|akain|otchedy	0
RF1b	f112	c03058e62c9703393cab	TOKENS	qotedy	dair|cho|al|r|lal|cheesy|cphedy	shey|keedal|aiin|cheal|keeeody	0
RF1b	f113	42b94e2a574be7ed5d16	TOKENS	qokam	orain|chol|qodaiin|odain|aiin|okain|chkaly|raiin|y|kaiin|aldy	sar|al|chal|os|akchy|daiin|cheeeorain|otain|chol|lcholkaiin|cheokedy	0
RF1b	f113	42b94e2a574be7ed5d16	HOSTS	oka	orain|chol|qodaiin|odain|aiin|okain|chkaly|raiin|y|kaiin|aldy	sar|al|chal|os|akchy|daiin|cheeeorain|otain|chol|lcholkaiin|cheokedy	0
RF1b	f113	cb1e3b6675d7ad19db13	TEMPLATE	712b12779d7ee4de	paiin|okaiin|qokaiy|olkeedy	daiin|qokeeody	0
RF1b	f113	f4e5d4297f14cc08ae39	TOKENS	qotam	ysheed|lchedy	okiin|al|keechy|qoteeol|otar|ar|otchey|otaiin|al|otaiin|otol|qotody	0
RF1b	f113	f4e5d4297f14cc08ae39	TEMPLATE	9dd585da4261557a	ysheed|lchedy	okiin|al|keechy|qoteeol|otar|ar|otchey|otaiin|al|otaiin|otol|qotody	0
RF1b	f114	92e19cc0a3e2fe14c7d4	TEMPLATE	89bec59705b5c549	yshedy	or|cheo|al|taiin|qokedaiin|oeain|al|s|ain|ches	0
RF1b	f114	9bd0ad9c83a4028e6a46	TEMPLATE	51580f013f601589	dchey|keey|qokeod|chody	oshsodaiin|chotain|qotar	0
RF1b	f115	8a04ec23c5fa973cb750	TOKENS	ram	dcheedy	lcheod|lkchedy	0
RF1b	f115	8a04ec23c5fa973cb750	HOSTS	ra	dcheedy	lcheod|lkchedy	0
RF1b	f115	94605a7ed511f70a4916	TEMPLATE	51580f013f601589	oshsodaiin|chotain|qotar	dchey|keey|qokeod|chody	0
RF1b	f115	ddc7a7dacd224475f6f2	TOKENS	qotam	okiin|al|keechy|qoteeol|otar|ar|otchey|otaiin|al|otaiin|otol|qotody	ysheed|lchedy	0
RF1b	f115	ddc7a7dacd224475f6f2	TEMPLATE	9dd585da4261557a	okiin|al|keechy|qoteeol|otar|ar|otchey|otaiin|al|otaiin|otol|qotody	ysheed|lchedy	0
RF1b	f115	af377fcf36dd10d23697	TEMPLATE	89bec59705b5c549	or|cheo|al|taiin|qokedaiin|oeain|al|s|ain|ches	yshedy	0
